formula	variables	clauses	cnf_bytes	cnf_sha256	proof_bytes	proof_sha256	original_core	original_total	lemma_core	lemma_total	resolution_steps	rat_core	verification_seconds
branch44-d25	10432	183619	3433600	41d7ffcd93749c5f727b32c68c5e36903c316155ba332775a035222d0bda1189	501071554	19c05fe894ef8ff3fc26d9c97ab72a3f8a8b9bd10dbbb3031efe818ee1416971	4151	183619	1965385	3090462	92545026	0	1179.442
branch44-d24-selector	11510	195325	3664769	43a34b04a342bf9e41e6f5ad83ac23ee94fa24330c724341f5301e70dbc55330	1154008497	b718585fa701a3bdf62222fdc313a4c97397962f327b88c395f8d63549b873b4	6340	195325	4224097	7322653	203926987	0	4571.480
branch47-d25	10432	183619	3433600	c381bdab0d5d58c467278ada5d94a228875e6fb0a9359f681867095ac77c09c1	361795851	0c82d6db2f2c977726e1e8db25ced6e06281d717ad6d1e9584f92d8d2090e0ca	3897	183619	1483404	2414481	70961143	0	503.196
branch47-d24-selector	11529	195583	3668488	4e7c73106185d02dbef17714af9e9e645bc254647b2efe682afbbbd3e552f3b5	1055666335	8c9a90f4d6d3fd9dbc4f8e334d0abbf2ceb642a95a6302df14646c853f730d57	6484	195583	3882760	6416458	193434020	0	4342.165
branch52-d25	10432	183619	3433600	d5d9e4545fd7a300d63685ccfbe587473c24bae09cb648c3dc26713e6bd18163	919053964	1b131cceb42bc8cc4fdb3f440e5fd5ab85b41c60eba2742fd228bfd209057b1e	4104	183619	3423704	5396245	157457913	0	4498.823
branch52-d24-selector	11526	195527	3667796	54847e526cfdafa9e97477faf915486df2289e9b6e756ccb84c14008db81c434	1614465015	21d91d3a624f91760336845d0618f7195607028aaa1852066852322261b2ba29	6605	195527	6144382	10064163	299785477	0	6541.738
branch57-d25	10432	183619	3433600	e3e860254c7c5ea7b15184a5c575c31398bce9db0c1729d94a3f980e6c5b8a84	454373091	a70c4a9a8cf7a6b34e63efa660bb53b4fd7d11077bc919a7f1d1e4ff0b2c37e1	3970	183619	1831367	2909429	88788663	0	585.461
branch57-d24-selector	11481	194867	3659061	8335940367b109c3a3577a0d97e186859ee5ebed4ce77fc568fb12f051cf3c31	1121850616	8b2a2f977a458891a555c76b868f0b2cf54081a9edeab7bc31a27385c4872d23	5987	194867	4078964	6757954	217609001	0	4781.003
