orbit,weight,global_packings,anchored_packings,both_orientations,reflection_fixed,status
1159,1927501,564,282,0,0,unresolved
1160,1927467,492,246,0,0,unresolved
1161,1927440,923,465,7,1,unresolved
1162,1927413,356,178,0,0,unresolved
1163,1927407,384,192,0,0,unresolved
1164,1927377,246,123,0,0,unresolved
1165,1927358,284,142,0,0,unresolved
1166,1927304,442,221,0,0,unresolved
1167,1927253,116,59,2,0,cover_excluded
1168,1927252,1050,525,0,0,unresolved
1169,1927236,304,152,0,0,unresolved
1170,1927207,336,168,0,0,unresolved
1171,1927199,322,161,0,0,unresolved
1172,1927193,384,192,0,0,unresolved
1173,1927189,352,176,0,0,unresolved
1174,1927153,216,108,0,0,unresolved
1175,1927146,103,52,1,1,cover_excluded
1176,1927112,430,218,6,2,unresolved
1177,1927109,724,362,0,0,unresolved
1178,1927094,434,228,22,2,unresolved
1179,1927093,638,319,0,0,unresolved
1180,1927091,456,228,0,0,unresolved
1181,1927077,286,143,0,0,unresolved
1182,1927066,239,122,5,1,unresolved
1183,1926978,132,66,0,0,cover_excluded
1184,1926969,158,79,0,0,cover_excluded
1185,1926931,692,346,0,0,unresolved
1186,1926927,427,219,11,3,unresolved
1187,1926927,120,60,0,0,cover_excluded
1188,1926919,170,85,0,0,cover_excluded
1189,1926871,488,246,4,0,unresolved
1190,1926837,186,93,0,0,cover_excluded
1191,1926805,345,174,3,1,unresolved
1192,1926776,420,210,0,0,unresolved
1193,1926735,68,34,0,0,cover_excluded
1194,1926727,128,64,0,0,cover_excluded
1195,1926718,216,108,0,0,unresolved
1196,1926715,237,119,1,1,unresolved
1197,1926713,206,103,0,0,unresolved
1198,1926705,449,229,9,1,unresolved
1199,1926681,334,167,0,0,unresolved
1200,1926617,198,99,0,0,cover_excluded
1201,1926615,20,10,0,0,cover_excluded
1202,1926604,596,298,0,0,unresolved
1203,1926568,350,175,0,0,unresolved
1204,1926568,336,168,0,0,unresolved
1205,1926513,164,82,0,0,cover_excluded
1206,1926500,106,53,0,0,cover_excluded
1207,1926491,350,175,0,0,unresolved
1208,1926474,164,82,0,0,cover_excluded
1209,1926473,212,106,0,0,unresolved
1210,1926468,369,188,7,1,unresolved
1211,1926434,392,196,0,0,unresolved
1212,1926415,124,62,0,0,cover_excluded
1213,1926382,184,92,0,0,cover_excluded
1214,1926378,252,126,0,0,unresolved
1215,1926375,184,92,0,0,cover_excluded
1216,1926342,367,185,3,1,unresolved
1217,1926272,373,187,1,1,unresolved
1218,1926212,248,124,0,0,unresolved
1219,1926206,420,210,0,0,unresolved
1220,1926151,234,117,0,0,unresolved
1221,1926149,70,35,0,0,cover_excluded
1222,1926134,388,194,0,0,unresolved
1223,1926113,344,172,0,0,unresolved
1224,1926085,106,53,0,0,cover_excluded
1225,1926073,108,54,0,0,cover_excluded
1226,1926020,202,101,0,0,unresolved
1227,1926016,283,143,3,1,unresolved
1228,1926006,32,16,0,0,cover_excluded
1229,1925991,406,203,0,0,unresolved
1230,1925970,128,64,0,0,cover_excluded
1231,1925965,248,124,0,0,unresolved
1232,1925944,353,180,7,1,unresolved
1233,1925935,84,42,0,0,cover_excluded
1234,1925903,90,45,0,0,cover_excluded
1235,1925888,68,34,0,0,cover_excluded
1236,1925860,230,115,0,0,unresolved
1237,1925853,102,51,0,0,cover_excluded
1238,1925817,14,7,0,0,cover_excluded
1239,1925795,244,122,0,0,unresolved
1240,1925757,270,135,0,0,unresolved
1241,1925752,168,84,0,0,cover_excluded
1242,1925748,258,129,0,0,unresolved
1243,1925741,86,43,0,0,cover_excluded
1244,1925719,140,70,0,0,cover_excluded
1245,1925703,252,127,2,0,unresolved
1246,1925671,156,78,0,0,cover_excluded
1247,1925639,152,76,0,0,cover_excluded
1248,1925629,86,43,0,0,cover_excluded
1249,1925627,116,58,0,0,cover_excluded
1250,1925621,102,51,0,0,cover_excluded
1251,1925598,260,130,0,0,unresolved
1252,1925559,386,193,0,0,unresolved
1253,1925559,95,48,1,1,cover_excluded
1254,1925557,66,33,0,0,cover_excluded
1255,1925536,70,35,0,0,cover_excluded
1256,1925531,96,48,0,0,cover_excluded
1257,1925523,61,31,1,1,cover_excluded
1258,1925479,158,79,0,0,cover_excluded
1259,1925473,40,20,0,0,cover_excluded
1260,1925470,111,59,7,3,cover_excluded
1261,1925447,62,31,0,0,cover_excluded
1262,1925445,40,20,0,0,cover_excluded
1263,1925390,124,63,2,0,cover_excluded
1264,1925379,108,54,0,0,cover_excluded
1265,1925322,36,18,0,0,cover_excluded
1266,1925311,42,21,0,0,cover_excluded
1267,1925308,22,11,0,0,cover_excluded
1268,1925306,140,70,0,0,cover_excluded
1269,1925293,62,31,0,0,cover_excluded
1270,1925213,52,26,0,0,cover_excluded
1271,1925199,150,78,6,0,cover_excluded
1272,1925154,56,28,0,0,cover_excluded
1273,1925128,74,37,0,0,cover_excluded
1274,1925125,82,41,0,0,cover_excluded
1275,1925106,56,29,2,0,cover_excluded
1276,1925101,404,202,0,0,unresolved
1277,1925080,151,76,1,1,cover_excluded
1278,1925066,46,23,0,0,cover_excluded
1279,1925049,50,25,0,0,cover_excluded
1280,1925028,158,79,0,0,cover_excluded
1281,1925014,78,39,0,0,cover_excluded
1282,1924997,92,46,0,0,cover_excluded
1283,1924987,10,5,0,0,cover_excluded
1284,1924987,30,15,0,0,cover_excluded
1285,1924899,43,22,1,1,cover_excluded
1286,1924873,116,58,0,0,cover_excluded
1287,1924832,8,4,0,0,cover_excluded
1288,1924819,20,10,0,0,cover_excluded
1289,1924815,36,18,0,0,cover_excluded
1290,1924807,88,44,0,0,cover_excluded
1291,1924806,20,10,0,0,cover_excluded
1292,1924762,72,36,0,0,cover_excluded
1293,1924752,86,45,4,2,cover_excluded
1294,1924718,80,40,0,0,cover_excluded
1295,1924713,36,18,0,0,cover_excluded
1296,1924710,24,12,0,0,cover_excluded
1297,1924673,10,5,0,0,cover_excluded
1298,1924669,149,75,1,1,cover_excluded
1299,1924661,8,4,0,0,cover_excluded
1300,1924652,64,33,2,0,cover_excluded
1301,1924613,14,7,0,0,cover_excluded
1302,1924591,18,9,0,0,cover_excluded
1303,1924579,19,10,1,1,cover_excluded
1304,1924548,72,36,0,0,cover_excluded
1305,1924543,118,59,0,0,cover_excluded
1306,1924540,76,38,0,0,cover_excluded
1307,1924536,34,17,0,0,cover_excluded
1308,1924496,80,40,0,0,cover_excluded
1309,1924421,83,42,1,1,cover_excluded
1310,1924410,36,18,0,0,cover_excluded
1311,1924409,86,43,0,0,cover_excluded
1312,1924372,64,33,2,0,cover_excluded
1313,1924368,102,51,0,0,cover_excluded
1314,1924349,33,18,3,1,cover_excluded
1315,1924339,60,30,0,0,cover_excluded
1316,1924270,94,47,0,0,cover_excluded
1317,1924264,56,31,6,2,cover_excluded
1318,1924261,28,14,0,0,cover_excluded
1319,1924248,108,54,0,0,cover_excluded
1320,1924246,52,26,0,0,cover_excluded
1321,1924223,11,6,1,1,cover_excluded
1322,1924220,84,42,0,0,cover_excluded
1323,1924220,34,17,0,0,cover_excluded
1324,1924217,18,9,0,0,cover_excluded
1325,1924214,66,33,0,0,cover_excluded
1326,1924194,32,16,0,0,cover_excluded
1327,1924185,42,21,0,0,cover_excluded
1328,1924160,74,37,0,0,cover_excluded
1329,1924129,70,35,0,0,cover_excluded
1330,1924118,6,3,0,0,cover_excluded
1331,1924117,50,26,2,0,cover_excluded
1332,1924105,76,39,2,0,cover_excluded
1333,1924103,16,8,0,0,cover_excluded
1334,1924080,26,13,0,0,cover_excluded
1335,1924070,19,10,1,1,cover_excluded
1336,1924064,138,69,0,0,cover_excluded
1337,1924035,43,24,5,1,cover_excluded
1338,1923984,108,54,0,0,cover_excluded
1339,1923984,22,11,0,0,cover_excluded
1340,1923968,20,10,0,0,cover_excluded
1341,1923964,8,4,0,0,cover_excluded
1342,1923961,44,22,0,0,cover_excluded
1343,1923896,12,6,0,0,cover_excluded
1344,1923863,38,19,0,0,cover_excluded
1345,1923861,8,4,0,0,cover_excluded
1346,1923859,58,29,0,0,cover_excluded
1347,1923812,22,11,0,0,cover_excluded
1348,1923808,10,5,0,0,cover_excluded
1349,1923807,48,25,2,0,cover_excluded
1350,1923723,8,4,0,0,cover_excluded
1351,1923715,36,18,0,0,cover_excluded
1352,1923664,18,9,0,0,cover_excluded
1353,1923661,32,16,0,0,cover_excluded
1354,1923659,38,19,0,0,cover_excluded
1355,1923659,28,14,0,0,cover_excluded
1356,1923652,2,1,0,0,cover_excluded
1357,1923646,10,5,0,0,cover_excluded
1358,1923643,6,3,0,0,cover_excluded
1359,1923617,18,9,0,0,cover_excluded
1360,1923602,6,3,0,0,cover_excluded
1361,1923600,40,20,0,0,cover_excluded
1362,1923598,12,6,0,0,cover_excluded
1363,1923564,16,8,0,0,cover_excluded
1364,1923558,8,4,0,0,cover_excluded
1365,1923545,26,13,0,0,cover_excluded
1366,1923531,30,15,0,0,cover_excluded
1367,1923501,33,18,3,1,cover_excluded
1368,1923498,16,8,0,0,cover_excluded
1369,1923496,18,9,0,0,cover_excluded
1370,1923476,8,4,0,0,cover_excluded
1371,1923471,32,16,0,0,cover_excluded
1372,1923434,31,19,7,1,cover_excluded
1373,1923402,12,6,0,0,cover_excluded
1374,1923331,26,13,0,0,cover_excluded
1375,1923303,32,16,0,0,cover_excluded
1376,1923290,28,14,0,0,cover_excluded
1377,1923276,12,6,0,0,cover_excluded
1378,1923193,8,4,0,0,cover_excluded
1379,1923161,3,2,1,1,cover_excluded
1380,1923150,16,8,0,0,cover_excluded
1381,1923121,10,5,0,0,cover_excluded
1382,1923113,0,0,0,0,packing_empty
1383,1923100,8,4,0,0,cover_excluded
1384,1923079,8,4,0,0,cover_excluded
1385,1923076,18,9,0,0,cover_excluded
1386,1923071,10,5,0,0,cover_excluded
1387,1923071,0,0,0,0,packing_empty
1388,1923060,0,0,0,0,packing_empty
1389,1923047,4,2,0,0,cover_excluded
1390,1923020,10,5,0,0,cover_excluded
1391,1923012,0,0,0,0,packing_empty
1392,1922989,8,4,0,0,cover_excluded
1393,1922960,8,5,2,0,cover_excluded
1394,1922956,6,3,0,0,cover_excluded
1395,1922936,6,4,2,0,cover_excluded
1396,1922904,6,3,0,0,cover_excluded
1397,1922873,16,8,0,0,cover_excluded
1398,1922859,4,2,0,0,cover_excluded
1399,1922843,10,5,0,0,cover_excluded
1400,1922837,4,2,0,0,cover_excluded
1401,1922825,4,2,0,0,cover_excluded
1402,1922806,2,1,0,0,cover_excluded
1403,1922796,4,2,0,0,cover_excluded
1404,1922795,12,6,0,0,cover_excluded
1405,1922793,2,1,0,0,cover_excluded
1406,1922770,0,0,0,0,packing_empty
1407,1922763,0,0,0,0,packing_empty
1408,1922762,0,0,0,0,packing_empty
1409,1922760,3,3,3,1,cover_excluded
1410,1922747,3,3,3,1,cover_excluded
1411,1922720,6,3,0,0,cover_excluded
1412,1922708,8,4,0,0,cover_excluded
1413,1922677,0,0,0,0,packing_empty
1414,1922615,2,1,0,0,cover_excluded
1415,1922603,4,2,0,0,cover_excluded
1416,1922571,3,2,1,1,cover_excluded
1417,1922557,2,1,0,0,cover_excluded
1418,1922550,2,1,0,0,cover_excluded
1419,1922548,0,0,0,0,packing_empty
1420,1922547,2,1,0,0,cover_excluded
1421,1922540,2,1,0,0,cover_excluded
1422,1922505,8,4,0,0,cover_excluded
1423,1922488,8,4,0,0,cover_excluded
1424,1922475,2,1,0,0,cover_excluded
1425,1922471,2,1,0,0,cover_excluded
1426,1922461,0,0,0,0,packing_empty
1427,1922458,8,4,0,0,cover_excluded
1428,1922411,0,0,0,0,packing_empty
1429,1922401,0,0,0,0,packing_empty
1430,1922399,4,2,0,0,cover_excluded
1431,1922394,2,1,0,0,cover_excluded
1432,1922369,0,0,0,0,packing_empty
1433,1922369,0,0,0,0,packing_empty
1434,1922331,4,2,0,0,cover_excluded
1435,1922307,0,0,0,0,packing_empty
1436,1922299,0,0,0,0,packing_empty
1437,1922296,0,0,0,0,packing_empty
1438,1922295,0,0,0,0,packing_empty
1439,1922291,0,0,0,0,packing_empty
1440,1922268,0,0,0,0,packing_empty
1441,1922267,0,0,0,0,packing_empty
1442,1922263,0,0,0,0,packing_empty
1443,1922252,0,0,0,0,packing_empty
1444,1922204,0,0,0,0,packing_empty
1445,1922157,0,0,0,0,packing_empty
1446,1922147,2,1,0,0,cover_excluded
1447,1922125,0,0,0,0,packing_empty
1448,1922108,3,2,1,1,cover_excluded
1449,1922098,0,0,0,0,packing_empty
1450,1922094,0,0,0,0,packing_empty
1451,1922090,0,0,0,0,packing_empty
1452,1922083,0,0,0,0,packing_empty
1453,1922030,0,0,0,0,packing_empty
1454,1922007,2,1,0,0,cover_excluded
1455,1921998,0,0,0,0,packing_empty
1456,1921996,0,0,0,0,packing_empty
1457,1921994,0,0,0,0,packing_empty
1458,1921981,0,0,0,0,packing_empty
1459,1921971,0,0,0,0,packing_empty
1460,1921960,0,0,0,0,packing_empty
1461,1921945,0,0,0,0,packing_empty
1462,1921933,0,0,0,0,packing_empty
1463,1921913,0,0,0,0,packing_empty
1464,1921909,0,0,0,0,packing_empty
1465,1921903,0,0,0,0,packing_empty
1466,1921858,0,0,0,0,packing_empty
1467,1921835,0,0,0,0,packing_empty
1468,1921826,0,0,0,0,packing_empty
1469,1921820,0,0,0,0,packing_empty
1470,1921809,0,0,0,0,packing_empty
1471,1921807,0,0,0,0,packing_empty
1472,1921756,0,0,0,0,packing_empty
1473,1921732,0,0,0,0,packing_empty
1474,1921690,0,0,0,0,packing_empty
1475,1921683,0,0,0,0,packing_empty
1476,1921626,0,0,0,0,packing_empty
1477,1921624,0,0,0,0,packing_empty
1478,1921611,0,0,0,0,packing_empty
1479,1921601,0,0,0,0,packing_empty
1480,1921587,0,0,0,0,packing_empty
1481,1921584,0,0,0,0,packing_empty
1482,1921563,0,0,0,0,packing_empty
1483,1921554,0,0,0,0,packing_empty
1484,1921543,0,0,0,0,packing_empty
1485,1921543,0,0,0,0,packing_empty
1486,1921524,0,0,0,0,packing_empty
1487,1921506,0,0,0,0,packing_empty
