kind	index	score	phases
walk	167	750	2021101022122201000022001102220002111021221120002022212102111100121102122112
walk	168	771	2021101022122201000022001102220002111021221120002022212102111100121102122012
walk	169	795	2011101022122201000022001102220002111021221120002022212102111100121102122012
walk	170	774	2011101020122201000022001102220002111021221120002022212102111100121102122012
walk	171	747	2011101020122201200022001102220002111021221120002022212102111100121102122012
walk	172	804	2011101020122201200022001102220002111020221120002022212102111100121102122012
walk	173	828	2011101021122201200022001102220002111020221120002022212102111100121102122012
walk	174	837	2011101021122201000022001102220002111020221120002022212102111100121102122012
walk	175	816	2011201021122201000022001102220002111020221120002022212102111100121102122012
walk	176	837	2011101021122201000022001102220002111020221120002022212102111100121102122012
walk	177	831	2011101021112201000022001102220002111020221120002022212102111100121102122012
walk	178	807	2011101021112201000022021102220002111020221120002022212102111100121102122012
walk	179	834	2011101021112201000022021102220002111020221120002022212102011100121102122012
walk	180	837	2011101021112201000022021102220002111020221120102022212102011100121102122012
walk	181	852	2011101021122201000022021102220002111020221120102022212102011100121102122012
walk	182	837	2011101021122201000022021102220002111020221120102022212202011100121102122012
walk	183	843	2011101221122201000022021102220002111020221120102022212202011100121102122012
walk	184	828	2011101221122201000022021102220002111020221220102022212202011100121102122012
walk	185	813	2011101221122201000022021102220002111020221220102002212202011100121102122012
walk	186	783	2011101221122201000020021102220002111020221220102002212202011100121102122012
walk	187	768	2011101221122201000020021102220002111020221220102002212202011100121102122002
walk	188	786	2011101221121201000020021102220002111020221220102002212202011100121102122002
walk	189	771	2011101221121201000020021102220002111020221220102002212202011100121102112002
walk	190	774	2011101221121201000020021102220002111020221220102002212202011100121102112000
walk	191	762	2011101221121201000020021102220002111020221222102002212202011100121102112000
walk	192	804	2011101221121201000020021102220002111020221222101002212202011100121102112000
walk	193	777	2011101221122201000020021102220002111020221222101002212202011100121102112000
walk	194	714	2011101211122201000020021102220002111020221222101002212202011100121102112000
walk	195	762	2011101211122201000020021102220002111020221222101002212202011100122102112000
walk	196	777	2011101211122201000020021102220002111020211222101002212202011100122102112000
walk	197	768	2011101211122201000020021102220002111020211222101002212202011110122102112000
walk	198	786	2011101211122101000020021102220002111020211222101002212202011110122102112000
walk	199	780	2011101211122101000020021102220002111020211202101002212202011110122102112000
