word_hex	blocker_count	blockers_zero_based
244d0101	3	84,380,1635
24700422	3	152,330,1649
24708420	3	64,330,1649
24740022	3	330,1255,1487
248004d4	3	143,1102,1434
24803422	3	64,1613,1649
2480841c	2	64,1654
248084d0	2	64,109
24808b20	2	64,1551
24812181	3	86,271,1558
24812184	3	271,1558,1663
24821412	2	41,1613
24822284	3	267,390,1658
24822482	3	17,169,1613
24824488	3	64,76,1613
24824821	3	76,328,1656
24841221	3	139,290,499
24842124	3	63,142,431
24842128	3	63,64,1558
24842218	3	63,208,365
248440a1	3	531,801,1476
24844221	3	322,414,499
24844281	3	31,81,322
24844442	2	1048,1613
24844814	3	127,142,294
24848112	2	450,1551
2484c081	3	127,445,1448
24882888	3	57,226,1660
24888824	3	64,1551,1654
24a04221	3	478,531,1532
24b20011	3	41,71,1486
24b20101	3	41,417,478
24d80088	2	132,255
24e14200	1	348
25202222	3	1585,1596,1658
25220221	3	1586,1657,1658
25222220	2	1657,1658
25480842	3	1326,1500,1635
27182001	3	28,476,1649
27200112	3	126,279,476
27211002	2	28,280
27408204	3	220,348,1297
27440204	3	348,1297,1596
27448004	1	1297
27804048	3	76,1318,1576
27824040	2	76,331
2801e082	1	457
28020b82	3	197,1291,1551
2802b048	3	187,1316,1376
2804820b	3	420,1033,1298
28048d04	2	21,61
280820e2	3	496,1172,1275
280b8204	2	420,495
280c4841	3	358,1039,1502
280d4840	3	358,667,861
281010d1	3	0,70,1512
28101622	3	493,1253,1572
28110898	3	70,151,1499
28111122	3	197,493,1311
28111128	3	493,1311,1584
28144882	3	70,379,457
28172001	2	145,266
2818d001	3	457,460,1046
28204443	3	481,1482,1574
28211212	3	247,1583,1584
28214421	3	158,1584,1657
28224248	3	85,331,1658
28224411	3	85,158,1657
28224414	3	85,158,331
28224444	3	85,158,331
28224888	1	85
28228121	3	197,279,1657
28228421	3	4,197,1657
28244211	2	147,497
28244821	3	224,457,1325
28244881	3	491,1512,1660
28248811	3	21,251,279
28284111	3	279,1046,1563
28284114	3	331,1046,1563
28284411	3	27,481,1046
28284441	2	329,481
28284482	3	183,481,1573
28400474	3	131,1116,1508
28407204	2	348,497
2840820b	2	420,1298
2840828a	3	164,1298,1596
28408d04	2	61,495
28412228	2	371,1298
28412881	2	165,1512
28414481	3	107,138,1512
28420b80	3	611,838,1291
28421412	3	176,413,1512
28440074	2	245,1298
2844020b	3	1298,1512,1596
28440d04	2	61,1512
28442054	3	266,497,863
28444441	3	1034,1048,1512
28444811	2	408,1512
28447004	2	497,1512
2844800b	2	1298,1512
2844820a	3	1033,1298,1596
28448218	1	1298
28448288	3	1298,1512,1596
28448481	3	61,1298,1512
28448d00	3	61,1298,1512
28488224	3	220,495,1298
28488228	3	132,495,1298
284a0284	2	220,495
284a8204	3	220,495,1298
284b0084	3	480,495,1566
284b0204	2	348,495
284b8200	3	420,495,1298
28524048	3	85,331,1039
28704048	2	85,1314
28720048	3	85,1260,1533
28724040	3	85,331,1039
288040b2	3	1251,1258,1484
288042b0	3	81,738,954
28814411	3	243,358,420
28814418	3	64,243,358
28823048	2	187,331
28824007	2	81,331
28824016	3	331,1258,1262
288240b0	2	81,331
28824114	3	266,331,1046
28824142	2	197,331
28824444	3	158,255,331
2882b040	3	187,331,420
28841812	3	70,224,397
28841822	3	224,297,397
28844228	3	358,497,1298
28844421	3	358,1512,1579
28880815	3	27,1406,1654
288d4040	3	331,358,420
28b08204	2	21,420
28b40084	2	21,491
28b40204	2	21,497
28e82001	3	89,224,1653
29480842	3	340,1172,1326
2a081288	2	290,1517
2b002888	3	498,1108,1376
2b042880	2	498,1596
2b114004	3	201,1062,1212
2b420011	2	176,1564
2b420101	3	176,184,321
2b800422	2	1509,1631
2b808420	2	64,1631
2c140414	3	21,1559,1560
2c222220	3	197,1653,1658
2d022220	1	1658
2d140018	3	498,1387,1559
2d202220	2	1653,1658
2d220220	3	197,1657,1658
2d222020	3	197,1657,1658
2d480802	1	1326
2d480840	2	1326,1635
2d800181	3	271,1422,1570
2d810081	3	271,420,1566
2e044102	3	147,184,443
2e081208	3	290,1088,1171
2e100282	3	201,290,359
2e120082	2	359,1194
2e208801	2	359,1660
30412211	2	1504,1617
30444442	3	1048,1319,1454
32404288	2	1299,1595
32882408	3	52,1614,1664
34224802	3	226,452,1321
34444440	2	348,1048
34482024	3	431,1268,1649
38202844	3	144,490,1116
38888880	3	226,340,1632
40014127	2	1311,1491
4002222b	3	123,1630,1661
400241e2	3	5,302,1181
40027828	2	19,123
4002b114	3	1,1066,1222
4004d121	3	130,216,1325
40074222	3	1182,1267,1307
4008182e	1	32
4008b222	1	292
40114074	2	148,245
4012404e	2	1039,1666
40141d08	3	18,94,261
401420d2	3	164,291,419
401e0484	3	285,436,1332
4020d844	2	8,1314
40214027	2	1251,1491
4021a128	3	51,393,806
4021b108	3	1,51,453
402e0128	1	344
40381184	3	305,1334,1646
40407828	3	19,123,1314
404120e1	2	371,1477
40412511	3	1418,1598,1662
40423828	3	19,123,1630
40426828	2	19,123
40427808	2	19,123
40427820	3	19,123,1630
40428720	2	263,1630
40428813	3	164,256,1115
404288d0	3	19,164,256
40443444	3	1403,1418,1655
404440b8	3	1549,1550,1595
40444498	3	1323,1549,1595
404444b0	1	1549
40444b40	2	23,1527
4044b440	2	23,1655
40481072	3	22,164,1196
40481158	3	0,22,1107
4048e180	3	206,220,427
40498828	3	118,1179,1313
404d8808	2	118,155
404e0211	3	23,400,1630
40782408	2	83,1623
4081828a	3	51,1175,1284
408410e4	2	297,1425
40872408	1	314
40882407	2	112,334
40882a28	2	175,1664
40882b08	2	175,223
4088d408	1	1614
40928828	3	398,1111,1178
40a28828	3	155,288,398
40b28808	3	155,398,1035
40b44440	2	1034,1035
40e18404	3	194,1218,1398
40e41208	3	117,272,1035
41007144	3	421,1043,1437
41014832	3	148,1270,1303
4101b880	2	51,165
41078104	3	232,273,349
41087104	3	7,410,421
41088c44	3	62,205,1436
41112211	3	284,419,1620
41121414	2	40,94
41121448	3	94,199,261
41122222	3	73,159,1620
41128182	3	73,464,1490
41128282	3	73,159,1440
41142112	3	419,1042,1335
41181184	3	114,305,1310
41211412	3	94,487,1643
41211414	3	94,487,1643
41221818	3	94,363,456
41244811	3	148,285,468
41248212	3	23,36,222
412d0401	3	487,1394,1444
41308144	3	500,1057,1210
4140220e	1	1596
41402d01	1	1662
41411212	3	354,1603,1628
41412111	3	195,279,1662
41421444	3	94,205,1036
41421484	3	94,107,273
41422848	2	19,179
41424112	3	153,195,337
41424114	3	153,195,337
41424122	2	153,302
41424124	3	153,195,302
41428822	3	118,256,398
41428824	3	118,256,398
41441841	2	23,401
41441844	3	23,205,401
41441848	3	19,23,401
41441884	3	273,285,401
41442424	3	130,272,431
41444122	3	153,216,272
41444442	3	23,1034,1036
41444448	3	23,1034,1036
41448248	3	23,263,1298
41481148	3	22,421,1490
41482218	3	7,182,400
41482848	3	19,205,1623
41482881	3	206,285,427
41708140	2	23,500
41710042	3	304,500,1628
41710802	1	304
41808194	3	195,464,1296
41808e40	3	23,205,1579
4181004d	3	1103,1328,1566
41810702	2	339,346
41814282	2	339,1307
41814821	3	148,1328,1656
41818884	3	51,464,1328
41821448	3	94,314,421
41824224	3	38,116,466
41824422	3	225,1281,1509
41842222	3	272,365,1596
41842228	3	208,272,365
41844218	3	20,105,1114
41881228	3	175,466,1580
41882428	3	112,272,1620
41884222	3	129,185,466
41888844	3	205,340,1328
41d21400	1	94
41e00424	3	194,272,1109
41e40024	3	272,1122,1540
42020e12	2	69,405
42048322	2	429,1170
42072408	3	19,314,1332
42082407	3	334,1332,1513
42082b08	3	19,175,1513
4208d048	2	111,1614
4208d408	2	83,1614
42101232	3	49,1311,1507
42101298	3	94,211,1507
42142228	3	111,146,1507
421d4001	1	407
42200472	3	1185,1198,1609
42200474	3	1293,1541,1646
42208470	2	555,878
42218812	3	79,155,381
42224811	3	14,69,1039
42241828	2	155,353
42247080	3	31,155,353
4224800d	2	130,155
42248019	3	130,155,1384
42248070	1	155
42248184	3	155,220,1334
42248188	2	95,155
42248811	3	155,251,381
42248818	3	155,251,381
42382408	3	83,1332,1513
42412284	2	220,371
42442144	3	19,492,1513
42442148	3	19,492,1513
42444824	2	118,440
42481284	3	220,1507,1517
42484842	3	19,231,1036
42702408	3	19,83,1332
42782008	3	19,83,1513
42782400	3	83,1332,1513
42802388	2	175,823
42802407	2	334,1332
42802446	3	221,334,1264
42802b08	2	19,175
4280d408	2	314,1614
42812184	2	1336,1524
42818181	3	342,464,1336
42841814	3	20,269,405
42848142	3	342,429,1289
42852408	2	52,314
42872008	2	19,314
42872400	2	314,1332
42880446	3	205,334,1300
42882007	3	334,1513,1664
42882228	3	175,466,1664
42882308	3	175,223,1513
42882406	2	112,334
42882412	3	112,334,1645
42882828	3	19,175,1664
42882a08	3	19,175,1664
42882b00	3	175,1513,1664
4288d008	2	175,1614
4288d400	2	334,1614
42b11004	3	171,284,305
42e01240	1	14
43084222	2	466,1051
43444440	3	23,1034,1036
4400448b	3	1476,1576,1645
44010e28	2	64,137
4402222a	3	38,123,1134
44043444	3	246,1418,1655
440440b8	2	123,1549
44044342	3	1307,1471,1527
44044498	3	1323,1549,1645
440444b0	2	1549,1645
44048425	3	130,1427,1655
44071801	3	215,242,273
4408082e	2	32,1279
440b4440	2	1036,1645
44118441	3	109,1624,1655
44128282	3	73,239,359
44128818	3	94,215,398
44130811	3	215,1039,1115
44141484	3	49,170,1655
44144184	3	443,1527,1544
44180612	3	437,1156,1645
44180710	2	437,1645
44184414	3	87,255,1645
44188218	2	132,1645
44210a28	3	137,1117,1152
44244481	1	31
44244484	3	31,87,158
44344048	3	1035,1355,1527
444044b0	2	1549,1645
44404b40	2	348,1527
4440b440	2	1623,1655
44414441	3	348,1036,1656
44414444	2	348,1036
44418481	3	194,482,1624
44434440	2	348,1036
44440498	2	1323,1549
444404a8	3	130,1109,1549
444404b0	1	1549
44440b40	2	23,1527
44441442	1	1655
44441444	1	1655
44442444	3	431,1623,1655
44443440	2	1623,1655
44444038	2	123,1549
44444043	3	23,1451,1527
44444098	2	1549,1595
444440b0	1	1549
44444141	3	23,1527,1635
44444142	2	427,1527
44444144	3	195,348,1527
44444340	3	23,348,1527
44444412	3	1048,1549,1645
44444418	3	1048,1549,1645
44444422	3	1048,1549,1645
44444430	3	1048,1549,1645
44444484	2	1048,1549
44444488	3	1048,1549,1595
44444490	3	1048,1549,1645
444444a0	2	1048,1549
44444842	3	221,1326,1527
44444940	1	1527
44444a40	3	23,348,1527
44444b00	1	1527
44449440	2	23,1655
4444a440	3	23,1623,1655
4444b040	2	23,1655
4444b400	1	1655
44484222	3	427,466,1645
444a4440	3	1036,1623,1645
444b0440	2	1036,1623
444b4040	2	348,1036
444b4400	2	1036,1645
44520284	3	220,239,267
44720280	2	31,239
4480421a	3	38,1191,1645
4482020b	1	38
4482021a	3	38,1191,1324
44820d80	2	248,405
44821282	3	38,391,405
44822228	2	38,123
44822288	3	31,38,123
44824484	1	248
44828288	3	38,132,263
44828481	3	109,248,1332
44842181	3	31,427,1544
44844421	2	130,1579
44882488	3	112,427,1623
448d0280	2	31,75
44b04440	2	1035,1645
44b40440	2	1035,1655
44b44040	2	1035,1527
44b44400	2	1035,1645
44d01021	3	1311,1619,1630
44d10120	2	37,1311
45118401	3	1369,1394,1624
45882408	2	112,1623
46808144	3	248,342,1054
47004222	3	466,1270,1476
47018401	3	1369,1463,1624
47084202	2	466,1645
47200844	2	106,205
47420022	3	169,466,1051
47840011	2	20,275
47840101	3	20,342,443
48004d22	3	183,1198,1609
48022470	3	38,673,1003
48034222	3	1303,1307,1630
4804e018	1	105
48054222	3	1182,1250,1307
48074220	2	1307,1630
48080d22	3	183,1198,1609
48083222	3	292,1630,1653
4808421c	2	1107,1659
480842d0	3	164,1501,1659
48084522	3	183,1198,1645
48084922	1	183
48084c22	3	183,1609,1645
48084d02	2	183,1645
48084d20	1	183
48089222	3	292,1562,1630
4808a222	3	292,1269,1653
4808b022	3	292,1269,1562
4808b220	3	292,1630,1653
48112448	3	387,461,1622
48112481	2	461,1332
48114421	3	374,461,1039
48118111	3	279,1045,1626
48118112	3	164,1311,1626
48118118	3	37,95,1626
48118181	3	480,1626,1627
48118288	3	51,426,1626
48124842	3	1039,1307,1666
48142228	2	146,1298
48144288	3	379,1307,1659
48181188	3	305,480,1627
48184184	3	305,480,1659
48184224	2	466,1659
48184228	3	374,466,1659
48188441	3	329,436,1039
48188448	3	83,329,436
481c0484	1	436
481e8008	3	436,1066,1140
48202344	3	157,1112,1513
48202544	3	157,1513,1571
48202644	2	157,205
48202740	2	157,1513
48202883	3	31,1291,1661
482028b0	2	1646,1661
48209844	2	8,1316
4820c844	3	8,144,1039
4820d840	2	8,1039
48212128	3	157,393,1661
48212828	3	137,393,1661
48212842	3	221,490,1661
48214121	3	393,1325,1491
48214128	3	37,393,1491
48218441	2	194,420
48218444	3	8,157,194
48218448	3	194,237,471
48218481	3	45,194,204
48221421	3	50,1630,1657
48224118	2	85,363
48224824	3	8,398,1039
48224844	3	8,331,1039
48228181	2	197,1334
48241814	2	8,117
48244824	3	8,294,440
48250844	3	8,821,1224
48252044	3	157,854,982
482800b4	2	323,1646
48281188	3	204,305,363
48281282	3	292,305,391
48282094	3	157,692,1646
48284148	3	186,1513,1659
48284218	3	99,147,1659
48284228	3	466,1653,1659
48284288	2	135,1659
48288218	3	292,402,1659
48288248	3	292,402,1659
48412228	3	371,1298,1630
48421848	3	19,1039,1630
48422121	2	196,1630
48424424	3	413,1036,1630
484280d0	3	164,692,875
48428228	3	263,1298,1630
48481128	3	22,1630,1636
48481888	3	32,1030,1517
48488828	2	118,1298
48502844	3	19,451,1039
48740101	3	117,196,491
48811111	1	395
48811112	3	395,1289,1311
48812228	3	284,371,1503
48814222	3	364,1307,1503
48818484	3	194,1503,1632
48821812	3	395,405,416
48822422	3	17,112,1509
48822442	3	17,112,221
48828828	2	187,398
48848811	2	105,1579
48881212	3	290,292,395
48882428	2	112,223
48884822	3	183,226,340
488b0101	2	395,480
48d00844	3	451,1039,1119
48d02044	2	451,1111
48d80044	2	255,451
49444440	3	23,1034,1036
49820284	3	81,116,1566
49880428	2	112,1003
49882408	2	112,223
4a444440	2	1034,1036
4b081801	2	161,252
4b180012	3	252,1629,1645
4b210021	2	393,1590
4b404440	2	1034,1036
4b440440	2	23,1034
4b444040	2	23,1034
4b444400	1	1034
4b800284	2	116,220
4b820280	3	81,116,405
4c882408	3	112,223,1623
4d024110	1	195
4d082408	2	112,1623
4d124001	2	199,1039
4d248080	3	31,155,222
4d410014	3	53,195,1317
4d411004	3	53,195,199
4d802408	1	112
4d880408	1	112
4d882008	2	112,223
4e100424	3	50,146,1624
4e140024	3	146,440,1250
50222228	3	123,1639,1652
51128082	3	73,1140,1210
51201284	3	280,456,980
52022222	3	1243,1509,1652
52222220	3	1037,1040,1652
52404288	3	220,1175,1595
52480842	3	19,231,1175
52804844	3	186,370,1219
54114201	3	59,1327,1355
54224802	3	226,452,1321
54482024	3	427,431,1646
58440284	3	220,298,848
58888880	3	226,340,1632
61011111	3	114,254,279
61082822	3	369,1461,1620
61101111	3	94,114,279
61110111	3	114,254,279
61111101	3	114,279,1311
61184048	3	374,1143,1505
61441804	3	401,1071,1082
62044288	3	155,1082,1595
62404288	2	220,1595
64024822	3	123,1321,1484
64224802	2	452,1321
68081442	3	292,329,1143
68244021	3	471,1325,1484
68888880	2	340,1632
70204822	2	369,1321
70224802	1	1321
70401841	2	355,401
70404288	3	1175,1299,1595
70801128	3	347,463,1198
70808884	2	192,1632
70842202	2	365,1596
70880884	2	226,1632
70888880	2	226,1632
71022108	1	463
71041804	3	401,1082,1224
71180048	3	1107,1505,1506
71202180	2	439,1334
71210204	1	388
71804401	3	243,1505,1555
72004288	3	1175,1299,1595
72008444	3	192,1116,1571
72028440	3	11,109,192
72280011	3	45,150,1513
72280101	3	45,150,1513
72404208	1	1595
72404280	2	220,1595
74024802	2	226,1321
74204802	2	226,1321
74220802	2	452,1321
74224800	1	1321
74480024	3	431,1268,1431
74482004	2	427,431
74482020	3	427,431,1649
74810018	3	64,243,450
78080884	3	1102,1539,1632
78088880	1	1632
78120014	3	40,192,501
78240420	1	471
78410102	3	355,1126,1199
78808880	1	1632
78880880	2	226,1632
78888800	2	340,1632
8001424b	3	128,1320,1625
8001818d	3	333,1430,1578
8001e848	2	234,386
80022147	1	1492
80027444	1	399
800448d4	3	66,1323,1426
8004d242	2	449,1033
8008288b	3	1180,1386,1661
80088874	3	340,1123,1436
8008b141	3	373,1513,1635
800d8444	3	121,312,1300
80141078	3	0,245,1525
8014801e	3	1267,1273,1315
80170442	3	11,67,418
8018104d	3	0,373,1526
80181b02	2	72,422
801840b2	3	134,1195,1645
8020e214	3	36,135,235
80212426	1	1282
80224702	1	324
80224740	3	324,555,905
8022480d	2	141,1312
80224815	3	141,1312,1518
8022b802	2	452,1312
80244854	2	66,468
8024a824	3	269,386,826
802d4802	2	259,423
80314411	3	382,406,1643
8040b288	3	35,51,1517
80418e02	3	6,9,91
80444047	2	121,1502
80470228	2	212,1298
8048d024	2	54,1314
804e0144	3	467,1094,1412
80521128	3	276,1121,1186
80701128	3	276,1186,1314
80742202	2	483,1596
80788880	2	1029,1030
80811017	3	473,1264,1616
808210d2	3	405,1264,1604
80821c28	2	125,1081
8084228c	2	208,1637
808422a4	3	208,1430,1637
808422b0	1	208
80842942	3	221,340,1523
80842d40	2	217,1523
8084c242	3	340,449,1033
8084d240	3	217,449,1625
80870884	3	267,370,1031
80878880	1	1031
80887880	3	226,1032,1580
80888074	3	340,1111,1654
80888780	2	1049,1580
80888852	3	340,1053,1502
80888864	3	340,1111,1432
80888870	1	340
808b2240	2	278,1625
80a12828	3	326,1122,1582
80b18102	2	122,307
80d24802	1	189
80e01482	3	1104,1479,1519
80e12808	3	326,1077,1529
80e81402	2	60,1519
81013224	3	444,1075,1105
81040741	3	23,217,389
81041838	3	77,990,1197
8108b041	3	373,1312,1580
810c8222	3	212,449,1156
81100748	3	389,1112,1176
81111228	3	128,444,1625
81111482	3	73,238,444
81141812	1	77
81141814	3	40,77,444
81141818	2	77,94
81142422	3	470,1335,1523
81154041	3	67,121,1394
81218422	2	91,128
81241844	3	13,77,1312
81241884	3	77,166,300
81248448	3	66,336,1312
81282482	3	300,439,481
812e0204	3	99,212,391
8140188a	3	229,1127,1517
81411811	3	165,229,1656
81411814	3	229,301,444
81411818	1	229
81412211	3	128,281,1617
81412224	3	356,371,444
81421812	3	176,229,309
81421822	3	125,229,276
81421841	3	107,229,1312
81421844	3	229,267,1312
81422422	3	107,169,1492
81424288	3	107,149,376
81428222	3	149,212,479
81428414	3	107,349,455
8144001d	3	208,1543,1578
81441118	3	366,389,475
81441422	3	53,389,459
81441442	3	217,389,1628
81441444	2	217,389
81481828	3	229,369,1517
81488212	3	182,212,281
81502188	3	65,1069,1127
81804b01	3	115,258,1580
81828811	3	12,328,1312
81841128	3	77,389,1605
81841828	3	77,125,1605
81848148	3	366,434,1103
81881284	2	444,1580
81881288	3	1517,1580,1625
81882188	3	65,223,1580
81888888	3	340,1029,1580
81b40012	3	56,77,1114
82004d88	3	167,1176,1323
82008b44	3	24,1112,1426
82026444	3	11,399,1318
82027440	3	11,217,399
8202840b	1	11
8202841a	3	11,288,1188
82028438	2	11,288
82028492	3	11,288,1188
820284b0	2	11,288
82028944	3	11,24,1312
82028b40	3	11,24,1312
82040278	3	1112,1197,1292
8208011e	3	223,1288,1524
8208e012	3	235,1188,1269
820d8440	3	11,217,312
82111812	3	234,327,1524
82112111	3	250,1045,1524
82112112	3	1524,1651,1665
82112121	3	410,1325,1524
82112128	3	95,410,1524
82112224	3	228,444,1524
82112700	2	1524,1606
82128448	2	11,95
82142881	3	168,257,1332
82188422	3	11,312,1521
821e0808	3	120,168,1059
82211422	3	58,171,327
82212822	3	259,326,1652
82212828	2	326,1652
82221414	3	50,327,399
82222424	3	399,1047,1652
82224882	3	259,260,405
82228841	3	11,24,1312
82228844	3	11,24,1312
82231011	3	327,1599,1643
82241214	3	36,147,327
82244421	3	217,336,1325
82244824	3	259,440,1325
82270011	2	327,1325
82270101	2	327,1325
8228001e	2	235,1288
82281828	3	58,369,1288
82281844	3	58,1288,1514
82281848	2	58,1288
82403288	2	35,1517
82404072	3	1254,1292,1485
82404207	1	1292
82404216	3	1265,1272,1292
82404243	2	479,1292
82404252	3	479,1265,1292
82404988	2	167,1595
82404d80	2	107,167
8240b280	3	35,220,257
82412288	3	35,326,371
82412421	3	207,326,1656
82414282	3	135,1292,1665
82418141	3	1577,1578,1635
82422412	3	11,169,399
82424118	2	167,1292
82428182	2	11,24
82441841	2	217,1511
82442121	3	196,492,1325
82444086	3	440,1301,1322
82484188	3	167,1288,1595
82808829	3	3,241,1664
82812828	3	52,326,1664
82818181	3	257,1336,1578
82818182	2	1284,1336
82821141	3	217,441,1604
82824288	3	47,76,81
82828029	3	288,384,441
82841242	3	217,449,1625
828420a4	3	208,269,1637
828420b0	2	657,983
82842224	3	208,269,341
82844841	3	217,241,1325
82848828	3	155,241,269
82882222	3	278,1653,1664
82882242	2	278,340
82884824	3	370,440,1664
82904288	3	47,211,257
82a04288	2	47,135
82b00288	3	47,257,1117
82b04088	2	47,211
82b04280	3	47,135,257
82d80101	3	65,250,265
82d81010	2	136,250
83224802	2	259,1312
83240428	3	336,1325,1590
83410141	3	1421,1577,1578
83482024	2	356,1051
83888880	3	340,1029,1580
84008e11	3	6,1436,1488
84020722	2	125,324
84024702	2	189,324
8402480d	3	141,267,1656
8402488c	3	141,267,1323
8402b802	2	267,452
84040e14	3	6,1265,1323
84046111	3	264,1325,1471
84047110	2	264,1665
84062421	2	264,1649
84072420	2	566,795
840802b2	3	134,1197,1481
8408d024	3	54,1118,1270
840d4802	3	226,423,1656
84101388	3	422,1181,1625
84101454	3	1265,1525,1526
84101988	3	422,1043,1091
84111181	3	114,422,1311
84111182	3	422,1311,1665
84111188	3	422,1311,1625
84112482	3	16,48,1282
84112821	3	16,1649,1656
84121884	3	267,422,1575
84122218	3	26,472,1510
84145011	3	264,382,1525
84147001	3	48,264,1647
8414801c	3	6,1273,1306
84181188	3	305,422,1526
841b8001	2	42,172
84203822	3	452,646,1489
84204702	2	324,423
8420480d	2	141,1656
8420484c	3	141,1314,1318
84204854	3	141,941,1318
84209822	3	438,452,832
8420b802	1	452
8420b820	3	452,646,832
84211844	2	304,1625
84211848	2	304,1625
8422080d	3	141,267,1312
84223802	3	267,324,452
84224045	3	141,1312,1424
84224700	2	141,324
84224809	3	141,1312,1656
8422480c	2	141,267
84224814	2	141,267
84224818	3	141,230,288
84224824	3	141,267,1656
84224844	3	141,267,1312
84224848	2	141,1312
84224888	3	141,267,288
84229802	3	324,452,1312
8422b002	2	324,452
8422b800	3	267,452,1312
84240854	3	6,66,941
84241144	3	227,434,1337
84241224	2	444,499
84242828	3	336,368,392
84244842	3	259,423,1527
84248824	3	6,434,1273
84254802	3	259,423,1656
842c4802	3	226,259,423
842d0802	1	423
842d4800	2	423,1656
84402294	3	267,823,1617
84418282	3	228,281,482
84422284	3	239,267,390
84422824	3	267,431,1656
84424822	3	189,267,1656
84428424	3	54,267,455
84444288	3	376,1048,1549
84448122	3	434,438,1273
84448212	3	6,449,1273
84472004	1	267
84472020	2	267,1656
84481222	3	54,462,499
8448200b	2	427,1623
844820d0	3	267,427,1623
84482122	3	427,1623,1665
84482128	3	223,427,1623
84482428	2	1623,1649
84482441	3	1623,1635,1649
84484821	3	54,206,1656
84489024	2	54,1118
8448c024	2	54,1656
8448d020	2	54,1656
84524802	3	189,267,1656
84700118	3	276,357,406
84710018	2	304,406
84811007	2	1616,1625
84812288	3	208,278,1625
84842422	3	438,1523,1613
84842424	3	208,1523,1648
84842828	3	208,368,1523
84844824	3	294,440,1656
84844844	3	242,294,1527
84848144	3	342,434,1273
84848181	2	257,434
84848184	2	434,1273
84848188	2	434,1273
84848811	3	6,264,1616
84882444	3	112,1623,1648
84882824	3	267,1648,1664
84884188	3	223,226,268
84884828	3	226,268,1656
84888422	3	64,340,438
84924802	2	189,226
84a82024	3	1646,1648,1653
84b02024	2	1111,1648
84b80024	3	1255,1621,1648
84b82020	3	1648,1649,1653
84d04802	3	189,226,1656
84d20802	2	189,267
84d24800	3	189,267,1656
84e48001	2	310,1519
85240428	2	336,1110
85404288	3	107,376,1576
85808888	2	1029,1568
86240428	2	336,1325
86888880	3	226,340,1029
87021201	3	26,280,1580
87040428	3	336,1110,1590
87200428	1	336
87240420	2	336,1325
87410041	3	1500,1577,1656
87808880	1	1029
87880880	3	226,1029,1580
87888080	2	1029,1580
87888800	2	340,1029
88020d11	3	131,488,1608
88021c11	3	125,488,893
88021d01	3	125,204,488
8802e021	3	384,457,1653
8802e201	3	81,384,1653
880424c4	3	66,741,930
88080784	3	135,157,1049
88087880	2	1030,1032
88088831	3	340,1313,1653
88088864	3	144,340,1113
88088870	1	340
88104189	3	480,1320,1550
8810b104	3	373,1524,1627
88111141	3	114,122,1320
88111144	3	122,444,1524
88111148	3	122,1320,1625
88112822	3	16,303,457
88112828	3	16,303,457
88118421	3	91,228,289
881200e4	2	308,1566
881202c8	3	308,1287,1556
88122221	3	308,1630,1653
88122228	3	308,1287,1653
88122412	3	11,17,488
88141184	3	238,422,1627
88141822	3	77,303,1511
88142212	3	352,483,1033
88142424	3	146,343,470
88181828	3	303,1030,1526
88182421	3	1526,1649,1653
88188214	2	352,1049
881c0214	3	298,352,1229
881d0014	3	312,352,1524
88208413	3	66,1468,1488
88212421	2	237,1653
88212428	3	237,1282,1653
88221841	3	490,1039,1312
88222844	3	267,490,1312
88224822	3	183,197,259
88240407	1	66
88240413	3	66,382,1502
88240454	3	66,1265,1541
88240492	3	66,1258,1315
882404c4	3	66,135,1104
88240928	2	392,1325
88240b20	3	392,1325,1653
88241422	1	66
88241424	1	66
88242222	3	392,483,1653
88242424	3	66,157,1653
88242814	3	66,392,490
88242824	3	392,490,1653
88244421	3	66,1325,1653
88244828	3	259,392,1325
88248441	3	66,217,1312
88281814	3	8,1030,1650
88282421	3	237,1649,1653
882b0420	2	237,1653
88422822	2	267,1291
88422824	3	267,356,451
88424144	2	331,467
88428211	3	1305,1617,1630
88441822	3	224,303,1511
88482224	3	298,356,1653
88488411	3	250,262,1049
88708880	2	1030,1031
88780082	3	1030,1179,1612
88788080	2	1030,1049
88788800	2	340,1030
88808780	1	1049
88808831	1	340
88808852	2	164,340
88808870	1	340
88812424	3	345,473,1503
88818888	3	340,1031,1032
88822128	3	187,223,384
88828121	3	197,384,446
88828484	3	455,1031,1049
88838880	3	340,1031,1032
88842085	3	208,1032,1393
88842822	3	340,1032,1523
88844222	3	449,1307,1573
88848821	3	340,1031,1579
88858880	3	340,1031,1032
88868880	3	340,1031,1032
88870880	2	1031,1032
88878080	1	1031
88878800	2	340,1031
88880780	3	223,1049,1580
88880870	2	223,340
88881128	2	223,1605
88882111	3	223,250,1653
88887080	3	223,1032,1580
88887800	3	223,340,1032
88888070	2	223,340
88888421	3	340,1049,1653
88888700	3	223,340,1049
88888812	2	223,340
88888814	3	223,340,1654
88888821	3	340,1653,1664
88888822	3	183,340,438
88888824	3	340,447,1503
88888828	2	223,340
88888830	2	223,340
88888841	3	340,420,1312
88888844	2	144,340
88888848	3	186,223,340
88888850	2	223,340
88888860	1	340
88d00428	3	343,374,1109
88d40420	1	343
88e20014	1	1305
89048111	3	279,366,1467
89224802	2	259,1312
89482024	3	356,1108,1653
8a224802	1	259
8b024802	1	259
8b024820	3	259,657,968
8b148001	3	238,257,366
8b220802	2	259,1312
8b224002	1	259
8b224800	2	259,1312
8b402024	3	356,1108,1269
