word_hex	blocker_count	blockers_zero_based
1e010111	4	1045,1387,1629,1643
1e011101	2	1045,1643
1e101011	4	477,1045,1483,1643
1e101101	1	1045
1e101110	4	363,396,475,1045
1e110011	4	1045,1387,1629,1643
1e110101	2	1045,1651
1e110110	3	1045,1524,1651
1e111001	2	1045,1643
1e111010	2	1045,1643
1e111100	3	1045,1311,1651
1e280820	2	1286,1664
1e282002	3	350,465,1286
1e420044	2	249,1262
1e424004	3	102,184,249
1e840088	2	34,68
1e848008	3	34,213,342
200124b8	4	64,403,1105,1180
2001488e	3	1276,1277,1499
200188e4	3	80,1116,1426
2001d441	4	420,1346,1454,1553
2001e282	3	129,372,1596
2002184b	3	3,320,1192
2002248d	4	86,385,432,1332
20024217	2	1437,1488
200248b4	4	40,1052,1123,1294
20028e81	4	4,39,1426,1480
200411b2	4	15,475,1181,1489
2004141e	4	1105,1192,1283,1642
20042788	4	63,1176,1299,1596
20042827	3	142,1257,1489
200442e1	4	44,338,1426,1478
2004828b	3	257,1298,1596
20048d84	4	61,385,656,978
2004d888	2	127,155
20074484	3	158,254,1319
20081187	4	86,103,1636,1660
200821e2	4	427,496,1176,1478
2008224e	3	1193,1257,1275
20084b84	3	1299,1426,1563
200882b1	4	1294,1430,1488,1654
2008b484	1	385
2008d112	3	1046,1141,1207
200b2888	3	57,1324,1506
2010d441	3	124,1553,1619
201120b8	3	403,472,1195
20112498	3	104,403,727
20118047	4	103,138,306,420
20121704	3	180,425,493
20128072	3	11,197,306
2012e804	4	40,260,457,1618
20140b11	4	315,1373,1423,1516
20144249	4	244,322,1339,1543
201810d4	4	70,211,383,425
2018204e	4	1053,1111,1255,1275
201b0411	2	104,1649
201c4248	4	322,358,1144,1505
201d1804	3	84,163,178
201d8082	3	178,1141,1207
20216812	3	247,1195,1459
202180e4	3	80,385,1251
20218311	4	279,420,1472,1606
20218710	3	93,279,1606
20218864	4	80,1116,1276,1432
202220d1	3	86,1037,1424
202222c8	4	1037,1106,1308,1658
202222d0	2	1037,1658
20222d20	3	197,1047,1657
2022d220	3	197,1040,1657
202410b2	3	15,391,1479
20241a42	4	13,391,1155,1516
20242017	4	142,254,1264,1502
20242027	4	142,1255,1477,1540
20242825	4	142,1405,1432,1540
20242826	4	142,1255,1257,1276
20246142	4	353,474,1138,1471
2024c148	4	127,474,1166,1543
20252221	4	31,1529,1607,1653
20254424	4	158,565,956,1122
20274480	2	158,481
20283484	4	385,481,1646,1660
2028404b	4	481,1304,1502,1506
20284078	4	230,1195,1304,1314
2028440b	1	481
20284443	2	481,1502
20284470	2	481,1304
2028448a	4	481,1176,1179,1324
20284984	4	481,1334,1563,1660
20284b80	3	481,1563,1660
20289484	4	45,385,481,1660
2028a484	4	45,385,481,1646
2028b084	3	385,1646,1660
2028b404	1	385
2028b480	4	45,385,481,1660
20291142	4	140,227,1141,1456
202b0142	3	79,140,197
202d0221	4	1409,1461,1607,1653
202d2220	2	1607,1653
2040e418	3	7,207,1618
204210e8	2	173,1314
20442074	2	119,431
20442845	4	142,1397,1426,1436
20442861	4	142,196,1383,1477
20442870	3	520,850,1294
20447204	3	348,497,1596
2044808b	4	1298,1512,1550,1596
2044820b	3	23,1298,1596
20448234	4	956,1272,1297,1298
2044828a	2	1298,1596
20448984	3	61,656,1423
20448c84	4	61,385,1104,1512
20448d04	1	61
20448d80	4	61,656,978,1512
20464841	4	378,723,728,1039
20470841	3	378,1413,1530
20485842	4	786,1144,1192,1326
204b0284	3	220,348,495
204b8204	3	220,348,495
20518818	4	151,236,1071,1137
20541142	4	475,1144,1186,1633
20584484	2	255,481
20614242	4	46,348,479,1628
20704848	4	85,304,1186,1314
20712104	4	351,394,500,1524
20724048	4	85,1260,1314,1533
20781201	4	177,1352,1456,1660
20807422	3	1509,1613,1619
20810e84	4	39,1253,1426,1434
2081212a	4	64,1182,1557,1558
20812a84	4	39,202,693,1426
20812c84	4	39,385,403,596
20812e04	3	27,39,202
2081c184	4	271,331,978,1251
2081d104	4	331,364,1046,1553
208240b4	4	119,211,331,1251
20824216	2	331,390
208248a8	4	76,179,347,1178
2082a288	4	129,174,187,719
2082b048	2	187,1111
208408d8	4	70,1119,1190,1610
208442a1	4	81,338,801,1552
20846421	4	119,1534,1613,1649
20847420	4	497,753,882,1613
208480d8	1	1654
2084c481	4	579,978,1512,1555
20854288	4	39,139,358,801
20881264	4	290,425,986,1431
208820e2	3	179,496,1173
208821a2	4	427,433,496,1558
20888815	4	151,251,1436,1654
208b0828	4	57,64,358,370
20941142	3	1302,1619,1633
20941148	4	1035,1091,1353,1633
20984484	4	211,255,481,1621
20a42411	4	214,317,720,1434
20b02882	4	17,113,291,1190
20b40284	4	21,1117,1302,1434
20b48204	2	21,1297
20c22228	3	187,1038,1298
20c41142	4	475,1455,1598,1633
20c41144	4	331,1419,1425,1633
20c41148	3	1354,1383,1633
20c84484	4	255,481,1109,1322
20d04484	3	211,255,1109
20d22220	1	1038
20d80484	4	255,1109,1322,1621
20d84084	4	211,255,1322,1621
20d84480	2	255,481
20e01824	3	224,1314,1432
20e02441	4	214,417,1477,1598
20e14202	3	348,1145,1433
20e21804	3	41,174,224
21010b48	2	202,1103
21012498	3	51,403,1317
21012a48	4	57,202,498,1155
21015448	4	1143,1192,1553,1576
2101d044	4	348,1316,1553,1554
21020714	4	40,131,346,1299
21024a21	4	411,442,572,1657
21028072	3	197,306,1303
2104014d	4	143,1110,1382,1543
2104b012	4	36,299,306,1596
2108024e	4	205,1172,1275,1276
2108e208	3	129,1154,1364
210b4102	4	99,140,480,481
210e0448	4	133,1110,1172,1564
21108232	4	306,388,1197,1488
21111111	2	114,279
21111118	4	94,114,279,1310
21111448	3	94,1553,1622
21111824	3	28,40,444
21111828	4	28,320,444,1499
21112248	4	201,202,372,1622
21114211	4	99,201,279,1114
21114281	4	178,201,339,1499
21114288	4	178,201,339,1499
21114888	4	178,201,1274,1499
21120072	3	40,306,1303
21120289	3	320,1370,1440
2112048c	4	40,94,1079,1440
21120584	4	40,818,1334,1570
21122148	4	40,133,202,321
21122811	4	40,162,320,328
21122812	4	40,159,306,320
21122884	3	40,179,267
21124814	2	40,1641
21124884	4	40,285,1499,1641
21127080	3	40,86,159
21128032	4	40,197,306,1303
21128052	3	11,40,306
21128062	3	11,197,306
21128070	2	40,306
21128188	4	174,178,359,1440
21128248	4	29,306,425,1440
21128288	4	174,178,359,1440
21141141	4	114,1309,1543,1633
21141142	4	114,306,1310,1633
21141148	4	114,1310,1543,1633
21141288	4	139,177,178,1596
21141418	4	94,1283,1335,1559
21142221	4	470,1335,1596,1649
21148188	4	178,443,1543,1627
21148881	4	178,191,257,454
21158082	3	178,306,1596
21181211	4	114,177,1041,1580
21181212	3	159,177,306
21181214	4	40,177,425,444
21181218	2	94,177
21181228	4	28,177,444,493
21184148	4	337,478,1505,1543
21184841	3	1039,1505,1641
21184848	3	1499,1505,1641
21188488	4	56,62,178,481
21188881	4	178,1029,1641,1660
21188888	4	178,1029,1276,1499
21198082	4	178,306,481,1141
211d0082	4	178,481,1172,1596
211d8002	4	178,306,1141,1207
21207801	4	86,247,1657,1660
21208311	4	36,182,279,754
21208701	3	270,279,1657
21211812	4	247,279,1276,1634
21212248	4	128,202,1607,1658
21212428	4	64,403,1282,1657
21218114	4	279,335,500,1276
21221148	4	140,363,456,1657
21221422	3	197,481,1657
21221424	3	158,385,1657
21221428	2	94,1657
21222221	3	1653,1657,1658
21222224	3	40,1657,1658
21222228	2	1657,1658
21224841	3	1039,1312,1657
21241188	4	15,166,1337,1543
21241844	4	13,77,401,1276
21242212	4	36,1596,1607,1658
21248421	3	130,279,1657
21281148	4	140,177,367,1304
21282442	2	133,481
21282822	4	113,369,481,1276
21284488	2	230,481
21381208	3	177,1129,1169
214001d8	4	337,1176,1299,1308
21403124	4	299,431,1075,1252
214040d4	4	143,337,348,1258
21404158	3	230,337,1543
21404a21	4	442,1407,1552,1656
2140a128	4	299,1096,1298,1389
21410b08	4	182,202,442,1429
21411128	3	53,299,1429
21411884	4	138,229,301,401
21412128	4	202,299,403,1558
21412218	4	202,403,1596,1617
21412841	4	138,165,202,1326
21414111	4	138,279,337,1543
21414112	4	138,279,337,1665
21414821	4	138,148,442,1656
21421814	4	40,176,229,401
21422128	3	299,1038,1290
21422814	4	40,176,267,1618
21424112	4	176,337,1290,1618
21424224	3	149,348,442
21424421	4	107,138,442,1657
21424821	4	107,442,1656,1657
21424822	3	378,442,1326
21424824	3	40,440,442
21424828	4	76,85,236,442
21424a01	4	107,442,572,1407
21428282	4	149,174,479,1596
21428888	3	174,236,1276
21440158	4	337,1260,1543,1633
21441811	4	84,176,401,1512
21441814	4	40,84,176,401
21441844	4	13,401,1326,1633
21441881	4	401,1512,1596,1660
21441884	3	401,1512,1596
21442284	3	497,1297,1596
21442288	4	63,498,1298,1596
21442444	4	133,138,1596,1622
21442888	4	386,401,498,1596
21444148	4	337,474,1543,1633
21444212	4	337,442,1114,1596
21448128	3	299,1298,1543
21448248	4	23,1297,1298,1596
21448418	4	214,349,1298,1559
21462041	4	23,133,1455,1596
21481128	4	22,177,299,367
21481224	4	177,299,442,444
21481248	3	177,1517,1628
21481288	4	177,1517,1580,1596
21482128	3	299,476,496
21482448	4	7,62,133,1623
21482841	4	133,202,1326,1635
21482842	4	133,202,1326,1596
21482881	3	1294,1596,1660
21484188	4	337,481,1543,1595
21484221	4	129,177,442,466
21484828	3	369,442,1294
214e0408	3	133,349,459
21681204	4	177,1086,1407,1563
21702014	3	40,177,500
21801d08	3	367,1091,1148
21811184	3	139,271,367
21811212	3	139,1628,1634
21811214	2	139,444
21811218	2	139,1625
21812428	4	52,64,403,1558
21814822	4	148,442,478,1634
21820312	4	139,346,1170,1551
218208a4	4	40,174,179,1051
21824811	4	12,40,76,328
21824812	4	12,40,76,1634
21824818	4	12,40,76,230
21824828	4	76,179,442,478
21824848	3	76,179,331
21828884	4	40,174,179,1276
21841142	4	139,367,421,1633
21841228	4	139,499,1298,1561
21842818	3	40,101,498
21844121	3	478,1325,1543
21844122	2	478,1543
21844128	4	76,358,478,1543
21844841	3	241,294,1543
21844842	4	241,294,1326,1634
21844844	3	294,331,1543
21848148	4	474,1103,1543,1633
21848821	1	286
21870201	4	139,420,1343,1446
21871004	4	139,158,1222,1399
21880264	4	129,205,817,1431
21880d01	3	367,1570,1591
21881112	4	367,396,476,1046
21881142	4	140,367,421,1633
21881421	4	367,1580,1649,1657
21881424	3	255,367,1657
21881428	4	64,367,1614,1657
21881508	4	367,1095,1167,1614
21881812	4	101,113,367,1634
21881818	4	2,101,367,1654
21881824	4	28,224,367,369
21881828	4	28,224,367,369
21881844	4	161,205,242,367
21881848	3	161,242,367
21881881	3	367,1580,1660
21881884	3	367,1580,1660
21881888	4	367,1517,1580,1660
21882222	4	129,185,278,1596
21882224	1	129
21882228	1	129
21882248	4	129,133,202,365
21b10408	4	56,64,171,478
21c28082	4	174,1209,1596,1631
21d08801	2	151,174
21e08088	4	174,1055,1276,1586
21e20082	3	174,481,1596
22001b11	4	315,1429,1437,1489
2200d222	4	449,1040,1181,1488
22010171	4	131,279,1478,1557
22010e84	3	39,1253,1426
22017018	4	108,247,477,1318
220188c4	4	39,80,783,1426
22020217	2	103,425
22020d28	4	167,347,1047,1116
22022229	4	1038,1338,1370,1388
22022292	4	1037,1291,1324,1596
220222c4	4	425,1037,1319,1426
220222d0	2	425,1037
22022d20	2	1038,1047
22024213	3	69,361,1488
22024216	4	69,425,1212,1666
22028168	4	197,302,690,1557
22029222	4	197,425,1040,1472
2202d022	4	197,413,1040,1509
2202d220	2	425,1040
22040b11	1	315
22041311	4	15,315,475,1437
2204148a	4	44,1176,1283,1512
22041a11	3	13,315,990
22041b01	3	13,315,1429
2204a411	4	214,755,983,1436
2204c411	4	214,956,1488,1642
2204e041	4	111,474,1376,1554
2204e401	2	207,474
22052221	4	108,1463,1590,1607
22068812	4	251,283,315,378
22080742	3	1176,1478,1597
2208402b	4	241,477,1476,1522
22084454	4	104,255,828,1318
22084641	3	1339,1409,1597
22084831	4	477,990,1294,1664
22084849	4	241,1330,1506,1564
22089844	3	269,425,986
22092228	4	57,1113,1364,1607
220b0411	3	104,1564,1629
220b1401	4	104,140,459,1657
220d2220	1	1607
22104468	4	44,374,1116,1534
22107108	2	86,410
22108e08	3	39,315,1521
22111181	4	86,103,114,351
22111182	4	103,351,1311,1651
22111188	1	351
22111248	4	201,372,425,1625
22111411	4	104,171,1602,1643
22111412	4	104,171,1283,1602
22112184	4	103,319,351,1524
22112188	4	319,351,1524,1558
22112841	3	202,319,387
22112881	4	39,319,351,1332
22114212	4	104,201,315,1651
22114221	3	108,201,361
22114222	2	201,1651
22114228	3	47,201,374
22118045	4	103,420,425,1554
22121241	3	320,361,425
22121248	2	320,425
22121284	4	180,359,425,1507
22122222	3	159,425,1038
22122224	3	40,425,1038
22122228	2	425,1038
22124841	4	320,361,425,1039
22128288	4	257,359,425,1440
22130411	4	104,361,1332,1446
22140a11	4	110,257,315,1516
22140a18	4	315,498,1082,1197
22141218	4	315,425,1283,1507
22141811	4	28,70,315,320
22142211	4	257,315,1607,1617
22142212	3	315,1596,1607
22142218	4	63,315,498,1607
22142484	4	44,385,1283,1332
221440c8	4	44,443,1050,1595
22144441	4	44,217,361,1034
22144448	4	44,374,1034,1283
22144811	4	241,315,361,440
22144814	3	40,315,440
22148448	4	11,44,454,1283
22181128	3	28,410,493
22181241	4	177,290,425,1522
22181244	3	177,290,425
22181248	4	177,290,425,1522
22182288	4	198,1275,1522,1607
22182842	4	113,168,319,1275
22184128	4	184,374,410,478
22184414	3	104,255,1645
22184484	4	44,104,255,481
22184848	3	113,188,1505
22184888	4	113,1294,1499,1595
22188141	4	103,383,1513,1635
22188148	4	95,103,383,1635
22188228	4	132,1298,1521,1522
22190411	4	104,250,1629,1649
222002d2	4	1037,1249,1341,1516
222020d2	4	1037,1249,1264,1341
22202292	3	1037,1596,1607
222022c8	4	1037,1308,1376,1607
222022d0	2	1037,1607
22202928	4	347,498,1047,1365
22202c22	3	113,1047,1180
22202d20	1	1047
2220404b	4	46,241,1249,1341
22204443	4	46,481,1341,1469
22204449	4	46,1329,1339,1534
22204641	4	13,46,524,1339
22204849	4	46,241,1365,1532
22205222	4	353,1040,1181,1220
22209222	4	197,283,1040,1452
2220d220	1	1040
22211421	4	171,1584,1643,1657
22211422	3	171,1283,1657
22212221	3	108,1607,1653
22212222	1	1607
22212224	1	1607
22212228	2	1606,1607
22214811	4	46,247,279,313
22214828	4	46,80,247,313
22214841	3	46,80,247
22214848	3	46,80,247
22218118	4	279,351,1557,1606
22218821	2	80,279
22218824	2	80,1276
22218828	4	64,80,155,1276
22218844	4	46,80,453,1276
222200d1	4	1037,1333,1341,1564
22220213	4	1037,1470,1486,1516
22220254	3	425,1037,1640
22220291	3	1037,1333,1434
22220292	4	391,1037,1259,1324
222202d0	2	425,1037
22220528	4	197,1047,1606,1657
22220928	4	197,347,1047,1365
22220d20	3	197,1047,1657
22221221	4	425,1040,1630,1657
22221224	3	425,1040,1657
22221228	3	425,1040,1657
22222051	4	1037,1047,1513,1564
22222092	4	1037,1047,1259,1324
222220d0	2	1037,1047
22222122	4	197,1038,1047,1652
22222128	4	197,1038,1047,1652
22222212	4	1037,1047,1607,1658
22222288	4	1037,1047,1607,1658
22222290	4	1037,1047,1607,1658
22222920	4	197,1038,1047,1652
22222c20	4	1038,1047,1652,1657
22224112	3	197,1047,1321
22224222	4	197,1040,1321,1509
22224224	4	158,425,1040,1563
22224228	4	47,76,85,1040
22224828	4	76,85,1040,1047
22225220	3	425,1040,1657
22228221	3	197,1040,1657
22228222	4	79,197,283,1040
22228228	4	197,288,1040,1298
22228448	3	11,192,1047
22228811	4	251,279,1047,1312
22228841	4	80,251,1047,1312
22229220	4	197,425,1040,1657
2222c220	2	197,1040
2222d020	3	197,1040,1657
2222d200	2	425,1040
22241121	4	15,1325,1337,1657
22241124	3	15,1283,1325
22241128	4	15,1283,1325,1337
22241241	4	13,217,425,1607
22241248	4	13,425,1283,1607
22241841	4	13,217,1514,1660
22242221	4	31,1325,1607,1653
22242222	4	283,353,1596,1607
22242224	3	497,1297,1607
22242228	4	63,498,1298,1607
22242828	4	155,498,1047,1607
22242888	4	155,498,1047,1607
22244821	3	241,440,1325
22244824	4	158,440,1325,1563
22244881	4	155,241,1325,1660
22244884	4	155,158,440,1563
22248142	4	103,197,283,474
22248148	3	155,283,474
22250221	4	1325,1463,1590,1607
22252021	4	1325,1529,1590,1607
22252024	4	158,1067,1122,1607
22252220	1	1607
22282224	4	1563,1607,1646,1653
22282228	3	1304,1607,1653
22282288	4	89,198,1037,1607
22284029	4	477,1304,1325,1344
22284224	4	466,1040,1563,1607
22284481	3	45,481,1660
22284482	4	45,113,481,1597
22288248	3	402,1304,1607
22288441	4	45,402,1513,1635
22288481	4	45,385,481,1660
22292204	4	1421,1428,1563,1607
22292220	2	1607,1653
222c0228	4	1298,1304,1607,1637
222c2024	4	1255,1607,1637,1646
222c2220	2	1607,1653
222d0220	1	1607
222d2020	1	1607
22380842	3	113,1255,1516
2240084d	4	19,1116,1119,1426
2240204d	4	0,19,1318,1376
22402215	4	119,1340,1419,1617
22405841	4	759,786,1354,1536
224080b1	4	1294,1333,1539,1550
22408831	4	151,878,1294,1601
2240e401	4	207,1395,1451,1618
22412211	3	108,1607,1617
22412218	4	35,1606,1607,1617
22412441	4	138,207,387,1602
22414841	4	46,348,378,1656
22418241	4	23,348,420,1635
22418421	3	64,138,207
22418428	3	64,207,1298
22418812	3	151,378,1294
22418818	4	151,236,378,1294
22418842	4	80,151,378,1326
22420215	4	176,425,1419,1617
22421211	4	176,425,1617,1630
22421214	3	176,301,425
22421218	3	35,176,425
22422029	4	19,120,1038,1388
22422045	4	19,425,1038,1431
22422221	3	1038,1617,1630
22422224	3	425,431,1038
22422228	4	19,35,1038,1298
22424284	4	220,348,425,1595
22424288	3	76,85,1595
22424441	4	14,107,361,1036
22424842	4	19,378,479,1326
22428141	2	103,1635
22428221	4	1038,1040,1298,1630
22428281	4	174,220,257,359
22428441	4	11,109,192,1635
22428444	4	11,192,425,495
22428848	3	19,236,378
22430841	4	19,378,1338,1413
22441148	4	475,492,1283,1633
22441281	3	257,1512,1596
22442144	3	474,492,1633
22442184	4	351,433,492,1596
22442414	4	10,214,492,1283
22444241	3	23,348,1292
22444248	4	348,1292,1298,1595
22444281	4	257,1512,1595,1596
22444288	3	1298,1595,1596
22444411	3	214,1048,1512
22444841	3	241,378,440
22444842	4	241,378,440,1326
22444844	3	348,378,440
22444884	4	378,440,1294,1595
22448221	4	23,257,1297,1298
22448224	4	220,440,1297,1298
22448228	3	35,1297,1298
22448248	4	23,35,1297,1298
22448411	4	214,262,349,1512
22448448	4	44,214,1283,1298
2244c011	4	214,956,1395,1618
22450841	3	378,1393,1530
22450842	4	378,1182,1263,1326
22470041	4	120,378,1393,1473
22470840	2	19,378
22480342	4	479,1478,1597,1635
22480542	4	1176,1597,1598,1635
22480642	2	479,1597
22480740	2	1597,1635
2248080d	2	1294,1654
22480831	4	250,1294,1601,1664
22480894	4	220,1294,1322,1423
22481422	4	459,1283,1294,1597
22481841	3	1294,1635,1660
22481844	3	301,425,1294
22481848	4	19,136,1294,1517
22482242	4	479,1596,1597,1607
22482821	4	1038,1294,1649,1664
22482844	3	19,356,1294
22482881	3	1294,1660,1664
22482884	4	220,267,356,1294
22484212	4	1292,1294,1573,1597
22484218	4	1292,1294,1595,1597
22484241	4	348,1292,1597,1635
22484248	4	348,1292,1595,1597
22484281	4	220,1294,1595,1597
22484441	4	255,1036,1597,1635
22484442	4	255,481,1036,1597
22484444	4	255,348,1036,1597
22484811	4	102,250,408,1294
22484841	2	1294,1635
22484848	4	19,167,1294,1595
22484881	3	1294,1595,1660
22484888	4	167,1294,1517,1595
22488148	4	265,383,1597,1635
22488282	4	220,1294,1596,1597
22488841	2	1294,1635
22488844	4	220,495,1294,1635
22488848	4	19,236,1294,1635
22488884	4	220,495,1029,1294
22489082	4	220,1141,1294,1597
22510181	4	103,351,1331,1423
22522220	2	425,1038
22710081	1	351
22804216	4	341,489,1212,1284
22804813	4	113,241,1442,1480
22809844	4	161,269,425,1425
22810071	2	420,1557
22810132	3	1268,1557,1558
2281028c	3	39,1284,1299
22810c84	3	39,370,1078
22811112	3	475,1557,1558
22811118	4	441,1557,1558,1606
22812122	3	1038,1557,1558
22812284	4	39,108,1284,1607
22814282	4	39,108,201,1284
22814884	3	39,88,370
22818482	4	39,64,1284,1631
22822221	4	108,328,1038,1664
22822222	3	278,1038,1509
22822224	4	116,390,425,1038
22822228	4	52,76,187,1038
22824212	4	69,76,489,1509
22824218	4	47,69,76,489
22824222	4	76,1038,1040,1509
22824248	4	47,76,331,425
22824844	4	76,331,370,425
22828211	4	12,420,489,1654
22828212	4	489,1284,1551,1631
22828821	4	328,398,1038,1664
22828841	4	109,328,420,1312
22828848	4	19,76,187,236
22841026	4	269,1203,1254,1283
22842222	4	365,1038,1596,1607
22842242	3	365,1596,1607
22842411	3	52,214,217
22842844	4	142,269,365,498
22844221	4	108,241,341,1325
22844222	4	241,341,449,1509
22844224	4	341,440,497,1297
22844242	4	241,341,365,449
22844811	3	214,241,315
22844821	4	241,440,1325,1664
22844841	2	217,241
22844842	3	113,241,378
22844881	3	39,241,433
22848181	3	103,257,433
22848188	2	155,433
22848821	3	241,269,1664
22848824	4	21,269,440,1297
22860181	4	86,277,433,441
22881221	4	108,290,1580,1664
22881222	3	113,290,1597
22881224	2	290,425
22881228	3	175,290,1614
22881242	4	113,290,425,1597
22881244	2	290,425
22882184	3	433,476,496
22882488	4	39,52,433,1614
22882822	4	113,1038,1294,1664
22882841	4	113,328,1513,1664
22882842	4	113,221,340,1664
22882844	4	113,269,370,1664
22888842	4	113,340,1551,1631
228c0181	3	433,1368,1520
228e0081	2	433,1520
22902222	3	113,1038,1572
22922220	2	425,1038
22980842	3	113,340,1053
22a40411	4	214,217,1390,1434
22a80842	2	113,340
22b00842	2	113,1516
22b80042	3	113,1053,1255
22b80840	1	113
22c22220	1	1038
22d02220	1	1038
22d20220	2	425,1038
22d22200	2	425,1038
22e08108	4	174,214,265,351
22e40018	3	214,1122,1260
23042888	4	155,498,1590,1596
23082112	3	476,1212,1597
23808422	4	64,306,1509,1631
23824048	3	76,331,1564
24002788	3	63,1176,1299
24004d11	4	131,468,1274,1480
24008b22	4	197,1197,1478,1551
2400d888	4	127,1118,1576,1660
2401022d	4	64,348,1375,1584
240140d2	4	274,337,348,1194
2401421a	4	348,1157,1171,1197
2401422c	3	64,348,1100
24014292	4	348,919,936,954
240142c2	3	348,835,1194
24028681	4	109,359,550,919
24028a21	4	3,543,684,1551
2402e014	4	40,445,1318,1618
24032888	3	57,267,1194
24040788	3	63,1176,1299
24042388	4	31,63,1299,1596
24042588	2	63,1176
24042688	3	31,63,1596
24042780	3	31,63,1596
24042816	3	40,142,1266
24042825	4	142,246,431,1649
24042832	4	142,1197,1484,1489
24042834	3	40,142,431
24042843	4	142,221,1326,1502
24042861	3	142,246,1649
24042870	2	142,1304
24045888	3	127,1576,1660
24049888	4	127,155,1118,1660
2404c888	2	127,155
2404d088	3	127,1118,1576
2404d880	2	127,1660
24080b24	2	1551,1563
24087042	2	43,1613
240882a2	4	296,1253,1551,1585
240882b0	4	714,936,1294,1304
24092888	4	57,1317,1506,1660
240b2880	3	57,267,1660
24104d01	4	1274,1331,1405,1649
2410b201	4	372,1348,1600,1649
24110289	4	372,1333,1363,1506
24110292	4	372,919,936,1259
24111211	4	41,84,372,1643
24111212	4	41,84,372,1311
24111218	4	41,84,372,1625
24111488	4	64,170,372,1274
24112211	4	284,372,1617,1649
24112212	2	284,372
24112218	4	57,63,284,372
24112221	2	372,1649
24112222	3	372,1311,1649
24112282	4	145,198,372,1596
24114092	4	958,1259,1274,1645
24114111	3	279,1045,1274
24114112	4	1274,1311,1645,1651
24114114	3	348,1274,1524
24114118	2	37,1274
24114481	4	48,170,1274,1649
24114501	4	1274,1331,1369,1649
24114844	3	304,348,1274
24114901	4	1274,1330,1413,1656
24118211	4	151,279,372,420
24118218	4	64,132,151,372
24119201	4	372,420,1353,1472
24124288	4	76,85,322,359
24128148	4	124,359,1290,1635
24128188	4	124,359,472,1290
24128881	3	320,359,1660
24128884	3	40,267,359
24141144	4	124,380,425,1633
24142881	4	31,142,1649,1660
24142882	3	142,379,1596
24142884	3	40,142,267
24144182	4	322,379,443,1274
24144184	4	322,443,1274,1543
24144221	4	322,414,499,1649
24144222	4	322,379,414,499
24144241	3	322,348,1527
24144282	4	322,379,443,1596
24148841	4	127,142,454,1635
24148848	4	127,454,1035,1273
24181188	4	170,305,422,1660
24184211	4	322,458,1645,1649
24184212	4	322,458,1573,1645
24184221	3	322,466,1649
24184288	4	132,198,322,460
24188121	4	103,494,1635,1649
24188441	4	109,330,1635,1649
24188444	4	255,330,1635,1649
241c4021	4	322,979,1545,1649
241e0202	4	322,391,1129,1545
24204071	3	143,1304,1484
24211282	4	280,372,391,1660
24212121	4	218,279,1558,1649
24212124	3	218,431,1282
24214221	4	137,218,348,1656
24214288	3	135,280,348
24214812	4	247,423,1274,1321
24221218	4	41,363,1304,1658
24222224	4	239,390,431,1658
24224424	4	141,158,1321,1657
24224822	3	197,452,1321
24224824	4	141,158,1321,1563
24224842	3	452,1321,1326
24224881	4	86,141,1321,1660
24228248	3	469,1304,1658
24241182	4	15,391,1337,1660
24242821	4	31,142,1649,1660
24242822	2	142,452
24242824	3	106,142,431
24242881	3	31,142,1660
24244211	4	31,147,264,322
24244424	2	158,1048
24244441	4	13,158,474,1048
24244484	4	158,385,481,1048
24244822	4	127,142,423,1321
24244828	2	127,1304
24244881	4	31,127,142,1660
24244888	3	127,155,1660
24270088	4	57,158,469,1194
24270480	4	158,469,513,919
24280238	3	714,1197,1304
24281884	4	32,385,1563,1660
24282888	4	57,1304,1644,1660
24284038	4	230,1005,1195,1304
24284068	4	43,1183,1304,1314
24284070	4	43,578,1005,1304
24284481	4	45,481,1649,1660
24284488	4	481,1304,1644,1660
24284824	4	369,1304,1563,1660
24284884	4	226,481,1563,1660
24288188	4	1304,1635,1644,1660
24288224	4	296,1297,1304,1563
24320111	4	41,279,472,1045
24401c14	4	84,876,878,1079
24411111	4	84,279,1635,1643
24411118	2	84,1290
24411428	4	53,64,84,173
24412224	4	348,371,372,431
24412828	4	57,64,431,1656
24412888	3	57,267,482
24414212	4	84,348,354,1618
24414214	4	84,348,354,1618
24414221	4	184,348,442,1656
24414222	4	184,348,442,1656
24414241	4	348,420,1635,1656
24414242	4	348,479,1326,1628
24414248	3	348,376,1625
24414281	3	348,482,1656
24414282	3	348,482,1596
24414284	4	135,348,482,1663
24414288	4	348,376,482,1595
24418482	4	64,138,330,482
24418488	3	64,330,482
2442011a	4	1260,1290,1324,1618
24420a11	4	936,962,1617,1618
24420c11	4	782,1480,1601,1618
24420e01	2	442,1510
24421188	4	86,173,273,1290
24421288	4	173,1290,1375,1517
24421444	4	173,348,425,1290
24421448	3	173,1290,1623
24422211	4	400,1617,1618,1658
24424211	4	322,348,1617,1618
24424411	3	107,1048,1618
24424811	4	102,408,1618,1656
24428211	3	1617,1618,1635
24442824	4	142,267,431,440
24442841	3	142,1326,1635
24442884	4	142,267,431,1596
24444122	3	184,1048,1290
24444441	4	348,1048,1512,1635
24444444	4	158,255,348,1048
24444481	3	107,1048,1512
24444888	4	127,1048,1549,1595
24448422	4	64,330,1048,1298
24481212	4	84,177,290,1597
24482224	3	348,431,1649
24482421	4	431,1623,1635,1649
24482424	4	255,431,1623,1649
24484241	4	43,322,348,1635
24484281	4	322,348,1635,1660
24484842	4	226,348,1326,1635
