word_hex	blocker_count	blockers_zero_based
0e111014	4	1045,1061,1206,1524
0e111101	2	1045,1311
0e111110	3	1045,1311,1524
0e128082	3	11,359,1194
0e142028	4	120,146,498,1131
0e142404	4	34,146,387,1559
0e184048	4	188,1113,1183,1318
0e184808	3	88,188,252
0e202188	3	465,1189,1376
0e204214	4	135,147,445,1318
0e208821	2	228,1286
0e221048	4	50,249,363,1194
0e402241	4	246,249,387,1376
0e408418	1	262
0e424024	3	184,249,440
0e488018	4	132,262,1058,1128
0e802812	4	221,416,1189,1269
0e808144	2	331,342
0e822011	2	416,1045
0e881022	4	290,1128,1286,1545
100111e1	4	121,1478,1506,1571
10011e11	4	1041,1438,1480,1643
1001441d	4	243,1329,1642,1643
1001882b	3	3,154,1180
1001e111	2	279,1042
10021874	3	424,1116,1438
1002281e	3	2,40,1278
100244d8	4	97,432,1192,1295
10027212	1	159
100412d1	3	90,485,1437
1004244b	4	90,92,1335,1534
1004422e	4	414,1181,1257,1285
10047841	4	264,1454,1535,1647
1008121b	4	2,92,1375,1522
1008848e	4	45,1180,1280,1295
1008e442	4	144,1139,1280,1593
101011e1	4	152,1478,1571,1619
1010e111	3	291,1042,1045
1011110e	3	1310,1311,1651
101111a1	3	152,1311,1621
101111c1	3	1506,1571,1651
101111e0	2	1311,1651
10111611	3	382,1041,1643
10111a11	4	1041,1438,1516,1643
10111c11	4	382,1041,1480,1643
10111e01	2	1041,1643
10111e10	2	1041,1643
10116111	4	1042,1045,1524,1651
1011c111	4	279,1042,1045,1651
1011e011	2	291,1042
1011e101	2	1042,1651
1011e110	3	1042,1524,1651
101204d8	4	94,97,432,1610
10120b28	4	411,1117,1186,1373
101240d8	3	97,211,1499
10124328	4	411,1100,1181,1373
10124458	3	94,97,1192
10124928	4	411,1123,1186,1499
10124a28	4	411,1117,1154,1499
10124b08	4	411,1100,1154,1499
10143842	4	1033,1155,1221,1647
101480b4	4	191,232,1542,1642
10148648	4	311,1033,1087,1295
10148740	2	93,1033
10162288	4	145,432,1076,1178
10180d84	4	96,253,1423,1571
10182071	4	0,360,1649,1664
10182584	4	55,96,1571,1622
10182c84	3	96,1080,1622
10182d04	4	96,1080,1237,1622
10198841	4	42,154,1360,1506
101a8844	3	42,144,1217
101d4420	2	240,311
101e0112	4	475,1160,1243,1309
101e1101	1	1309
101e1110	4	363,396,475,1309
10207124	3	410,1314,1663
102140b1	3	313,1479,1643
10228154	4	126,363,500,908
1022e088	4	225,260,288,432
102420e8	3	338,1581,1582
1024408e	4	1251,1285,1315,1319
10244d01	3	18,468,1325
1024b201	4	31,36,414,453
10270822	4	295,378,1224,1460
102b4201	4	81,99,190,462
102d0184	4	163,240,287,439
1040d148	3	124,1103,1314
10418078	3	435,1103,1196
104202b2	3	149,1272,1552
10420d42	4	33,1104,1186,1598
10421854	4	309,424,957,1119
104220b2	4	149,432,472,1252
1042410b	4	1168,1290,1320,1331
10424149	4	1308,1331,1534,1608
10442146	4	196,475,1221,1319
10444443	4	1048,1454,1598,1611
10478401	4	109,332,349,418
10487401	1	7
1048804e	4	144,1107,1187,1280
1048844a	4	62,1187,1280,1623
10488b01	3	72,182,1635
104d0242	4	240,502,1033,1628
10708218	2	100,132
1080b182	3	291,439,1627
1082081e	4	1119,1190,1271,1278
1082201e	3	1264,1278,1296
10822701	4	81,109,180,346
1082281a	4	2,416,1190,1278
10844072	4	245,282,1509,1619
10852811	4	101,486,652,1664
1088e044	3	129,144,1111
10892811	4	2,101,486,1664
108c2811	4	2,101,840,1664
108d0811	3	101,163,1664
108d2801	3	101,163,1664
10a24428	3	1145,1185,1509
10b04814	3	211,362,1271
10b42108	4	78,1035,1076,1136
10b88401	4	45,56,109,307
10c24428	4	432,1064,1109,1509
10c82284	4	89,220,1077,1322
10d44201	2	81,1114
10e02284	2	89,1434
10e08842	4	310,340,1104,1477
10e11101	2	1044,1643
10e24420	2	14,1509
10e40842	4	310,1104,1260,1475
11001e11	4	1041,1438,1480,1643
1100d822	4	216,364,1270,1562
11010e11	4	1041,1438,1480,1643
1101110e	4	439,1103,1310,1628
11011168	4	1103,1184,1310,1628
110111a1	4	439,1044,1562,1590
110111e0	3	439,1103,1628
11011611	3	1041,1628,1643
11011a11	4	1041,1438,1628,1643
11011c11	3	1041,1480,1643
11011e01	3	1041,1628,1643
11011e10	3	1041,1628,1643
11016111	4	279,439,1042,1482
1101c111	4	12,279,1042,1103
1101e101	4	279,439,1042,1103
1101e110	4	279,439,1042,1103
1102b024	2	233,299
11040b84	3	115,253,1299
11047048	4	421,1184,1576,1647
11052811	4	101,295,652,1467
11080728	4	270,311,1198,1381
1108202d	4	1108,1389,1439,1664
11082328	4	270,360,1372,1439
11094211	4	99,240,730,1421
110c1111	4	396,475,1044,1309
110e1101	2	1044,1309
110e1110	4	363,396,475,1309
1110011e	4	1042,1198,1299,1310
111001e1	4	152,1309,1478,1571
111010e1	4	1041,1562,1576,1619
1110112c	2	444,1310
11101168	4	1103,1184,1186,1310
111011a4	4	253,444,1252,1310
111011a8	4	1181,1310,1499,1585
111011e0	1	1310
11101611	4	94,382,1041,1643
11101a11	3	1041,1438,1516
11101e10	2	94,1041
11106111	4	1042,1045,1309,1482
1110e101	2	1042,1309
11110611	4	382,1041,1622,1643
11110a11	4	1041,1438,1499,1516
11110a18	4	1041,1083,1153,1499
11110e01	3	1041,1499,1622
11110e10	3	1041,1499,1622
111110e0	4	444,1499,1622,1628
11111211	4	444,1041,1628,1643
11111811	3	1041,1499,1643
11111881	4	163,1041,1499,1575
11111a01	4	444,1041,1499,1628
11111a10	4	444,1041,1499,1628
11111c01	4	1041,1499,1622,1643
11112441	3	1041,1335,1622
11114881	3	1041,1499,1641
11116011	4	1042,1482,1499,1622
11118221	4	388,444,1041,1440
1111c011	4	12,279,1042,1499
1111e001	3	1042,1499,1622
1111e010	3	1042,1499,1622
11124828	3	295,411,1499
11128428	4	94,233,311,1440
11141112	4	475,1042,1309,1310
111c1011	4	382,1041,1309,1384
111e0110	2	1042,1309
111e1001	2	1041,1309
111e1010	2	94,1309
111e1100	2	1309,1310
112008d4	4	143,404,1104,1120
1120202d	4	1108,1389,1439,1582
11211828	2	295,1499
11212181	4	279,439,1044,1439
11212184	4	439,1439,1622,1663
11212822	3	295,439,1634
11212828	4	295,439,1439,1499
11221244	4	29,425,456,1628
11221248	4	29,363,456,1628
11221424	4	233,270,295,1657
11222248	4	29,1037,1439,1658
11224184	4	126,166,439,1334
11224824	2	295,411
11224828	4	230,295,411,1499
11241141	4	227,1044,1309,1337
11241144	4	227,500,1044,1310
11241484	4	74,385,487,1642
11241488	4	74,336,471,487
11242049	4	1335,1343,1439,1529
11242822	4	272,295,439,470
11244821	4	295,338,468,1325
11248481	3	45,74,286
11260822	3	33,295,1460
11260828	4	295,1110,1343,1388
11270022	3	295,439,1303
11270808	4	295,1060,1343,1499
11272002	3	145,295,439
1128002d	2	270,1439
112800d2	4	404,439,481,1172
11280328	3	270,1098,1439
11280852	3	33,404,1516
1128202c	4	270,1108,1439,1646
11282128	4	203,270,439,1439
11282848	4	2,404,490,1439
1128d002	3	166,460,481
11320248	4	29,1129,1440,1533
11340484	4	74,1232,1394,1622
114002b4	4	149,1272,1299,1438
1140404b	4	1173,1482,1576,1628
11407408	4	7,432,1069,1146
11411212	4	149,354,475,1628
11411218	4	149,354,1375,1628
11411248	4	1103,1375,1625,1628
11411422	4	53,138,185,1628
11411428	3	53,311,1628
11412211	4	149,1504,1617,1628
11412218	3	149,1617,1628
11412228	4	149,371,388,1628
11412441	3	138,1622,1628
11412444	4	138,240,1622,1628
11412828	2	295,1499
11412844	4	202,240,1622,1628
11414124	4	153,219,240,394
11418182	4	439,448,1103,1628
11418881	4	154,165,448,1499
11418884	3	240,448,1499
11420234	4	149,1121,1272,1438
11420238	4	149,1121,1303,1388
11420294	3	149,1299,1518
114202a4	4	149,1051,1540,1639
11420d02	4	33,169,1164,1235
11420d40	1	33
11421141	4	33,1044,1309,1628
11422224	2	149,431
11422228	2	149,432
11422428	4	149,169,233,432
1142400b	1	107
11424049	3	107,1564,1576
11424124	4	149,153,240,411
11424128	3	149,153,411
11424148	4	33,153,337,1103
11424281	3	81,107,149
11424284	4	81,107,149,240
11424812	3	33,102,149
11424814	4	40,102,149,240
11424844	4	33,102,200,240
11428224	4	149,212,388,1440
11428824	4	149,236,256,295
11428828	3	149,236,295
11429024	4	149,233,299,980
1142a024	4	149,233,299,431
1142a204	4	149,757,1233,1440
1142b004	2	233,299
11441812	4	102,401,475,1628
11442118	3	196,475,1042
11442141	4	23,196,1044,1309
11442144	4	196,240,500,1622
11442148	2	196,1103
11444128	4	153,196,240,1543
11448148	4	23,310,500,1103
11481181	4	1044,1309,1580,1636
11481188	3	1044,1310,1517
11481824	4	185,229,240,401
11482148	4	409,1103,1439,1623
11482822	3	185,231,1664
11482828	4	2,185,1439,1664
11482841	4	162,404,1439,1664
11488422	4	62,185,270,1280
11488811	4	2,102,182,404
11490242	4	185,240,1500,1628
114d0240	3	23,240,1628
11740088	4	74,1050,1384,1499
11748008	4	74,100,310,500
11811212	4	139,213,1628,1634
11811484	4	219,1565,1622,1663
11812128	4	219,439,1103,1558
11812228	3	219,388,1103
11821484	3	180,1565,1575
11822828	4	179,295,1278,1664
11824241	4	12,29,81,109
11824811	4	12,81,102,362
11840458	3	282,1103,1107
11840a84	3	115,286,294
11841188	4	115,1044,1103,1310
11841228	4	115,139,282,1561
11843088	4	51,115,901,1582
11844421	3	282,286,1509
11844428	4	282,311,1281,1509
11847008	2	421,1647
11848085	3	115,286,1425
11848188	4	115,286,464,1103
11848421	4	109,130,282,286
11848881	4	115,191,286,310
11881214	4	213,396,1296,1580
11881218	4	2,213,396,1580
11888148	4	335,412,1103,1490
11888821	3	185,286,1664
11888828	4	2,185,1103,1664
118a0488	4	432,1106,1358,1565
118b8008	3	42,1103,1565
11a11011	4	12,279,1044,1643
11b24004	3	29,362,478
11c11101	3	1044,1103,1628
11d80820	3	136,185,1664
11d82002	4	65,89,185,193
11e00111	3	279,1044,1598
11e01011	4	12,1044,1479,1643
11e01110	4	363,396,475,1044
11e10101	4	279,439,1044,1103
11e10110	4	279,439,1044,1103
11e11001	3	1044,1628,1643
11e11010	3	1044,1628,1643
11e11100	4	439,1044,1103,1628
12001847	4	424,1301,1483,1514
12001874	4	424,1116,1438,1514
120021b8	4	313,472,1198,1299
1200441d	4	477,1318,1329,1642
120082e2	4	375,1033,1175,1478
1201041d	3	1329,1606,1643
1201401d	4	313,477,1318,1329
12014942	4	5,33,783,1651
12014b02	4	258,411,1429,1651
1201b402	4	207,233,453,473
12020874	3	424,1116,1438
12021074	2	424,425
12021834	3	424,1438,1514
12021854	3	424,425,1514
12021864	4	424,425,1116,1514
12040e48	4	10,13,1116,1175
120421a8	4	78,196,927,1590
1204d014	3	269,475,1642
12070214	4	68,145,327,1263
12080d14	3	96,396,415
12085124	4	396,410,412,1072
120e4402	4	190,459,484,1509
1210028b	4	257,1175,1381,1522
1210228a	4	145,1158,1175,1522
12111141	4	261,453,1045,1651
12112288	4	145,319,1499,1522
12112812	3	319,1524,1651
12112814	4	40,319,1524,1622
12112821	3	162,319,1664
12112822	3	319,1651,1664
12114141	4	361,1045,1329,1651
12114144	4	1329,1524,1622,1651
12114444	4	97,1329,1622,1651
12118211	4	100,257,1045,1522
12118214	4	93,100,1284,1524
12121184	4	180,425,441,1310
12141412	4	382,475,1283,1642
12141414	4	382,475,1283,1642
12142284	4	10,78,145,257
12170204	3	145,232,425
1218028a	3	460,1175,1522
12180d04	4	96,261,415,1521
12181124	3	396,410,1310
1218208a	4	96,1139,1275,1522
12182212	3	100,360,1522
12182214	4	100,360,1522,1524
12182218	4	2,100,360,1522
12182248	3	111,360,1522
12182482	4	45,96,1332,1522
12182484	4	45,96,1332,1622
12184214	4	100,360,460,1522
12184284	3	220,460,1522
12188844	4	42,144,383,1521
12200847	4	1104,1432,1514,1516
12201708	4	180,270,363,1606
12201826	4	253,424,1286,1514
12201845	4	424,453,1432,1514
12204134	4	313,1123,1272,1325
12210a44	4	453,827,1083,1514
12212248	4	453,1037,1606,1607
12214828	4	295,313,1329,1499
1221a048	4	453,1067,1103,1376
12221188	4	126,180,363,441
12222224	3	1037,1040,1652
12222228	3	1037,1040,1652
12224114	4	126,190,313,363
12224448	4	97,190,1329,1509
12224848	4	19,190,260,424
12228181	4	45,126,180,260
12240815	4	156,1438,1514,1537
12241221	4	1040,1325,1514,1561
12241224	4	1040,1285,1514,1561
12241228	3	1040,1285,1561
12241884	4	155,163,269,1514
12241888	4	136,155,163,1514
12242124	4	78,196,1325,1652
12242128	4	78,196,1325,1652
12242184	3	78,439,465
12242188	4	78,155,439,465
12248421	4	45,130,283,1325
12248422	4	45,283,1286,1509
12264048	3	190,1260,1285
12281214	4	100,150,396,1514
12284828	4	190,313,1286,1664
12284848	2	190,404
122c4048	4	190,1107,1285,1528
122e4008	4	190,1072,1285,1528
12402e04	3	10,1228,1404
1240804e	4	1120,1249,1280,1284
1240844a	3	11,1249,1280
12412128	4	196,207,409,1429
12414811	4	102,313,1329,1656
12422112	4	1,169,409,475
12422114	4	1,409,475,1524
12424114	4	102,293,409,475
12428211	4	100,149,249,1617
12428212	4	100,149,249,475
12430121	4	196,409,1413,1429
12430128	4	409,1060,1429,1639
12432014	4	301,409,1060,1524
124400d1	4	475,485,1520,1602
12440648	4	10,249,508,1589
12441111	4	196,475,1044,1045
12441114	4	301,396,475,1642
12441118	3	136,363,475
12441144	3	301,475,1633
12441148	3	136,475,1633
12441182	4	163,180,273,475
12442441	3	10,196,217
12442442	4	10,169,475,502
12442444	2	10,1622
12442484	4	10,34,74,432
12444142	3	190,475,1651
12444281	4	10,81,257,1595
12444288	3	10,1285,1595
12448121	4	196,265,475,1325
12448144	4	61,310,475,500
12448148	4	95,310,475,1103
12448448	3	10,310,1280
12448841	3	10,23,310
1244d100	2	475,1642
12482144	4	144,356,409,1513
12482148	4	19,409,1513,1623
12484221	4	466,1292,1522,1664
12484228	4	466,1292,1522,1595
12484241	4	190,249,1292,1522
12484481	4	45,107,1329,1595
12485041	4	190,210,730,805
12488128	4	95,265,409,1280
12492108	3	409,1077,1139
124a2104	4	356,409,1213,1243
124b0021	4	409,459,462,1664
124b0108	3	409,1060,1128
12504142	4	357,475,1186,1651
12514042	3	1206,1628,1651
12608214	4	100,220,1272,1395
12803212	4	108,475,1246,1264
12807210	1	108
128080e2	4	375,438,1251,1509
128082a8	4	375,1118,1284,1381
12811211	3	108,1336,1643
12811212	4	108,475,1284,1628
12824212	3	69,81,1509
12828228	4	375,1040,1284,1509
12841228	3	136,375,1561
12842112	4	78,415,475,1523
12842121	4	78,196,1325,1664
12842128	4	52,78,196,1664
12842144	4	78,269,341,365
12842148	4	52,78,365,1103
12842212	4	10,78,365,475
12881214	3	150,290,396
12882284	4	89,220,375,1664
12882841	2	1513,1664
12884214	4	341,370,396,412
12a42108	4	52,78,1125,1136
12b40021	4	78,171,1325,1664
12d14040	3	37,136,1651
12e02084	3	78,89,326
12e80204	4	89,100,220,265
13012218	3	350,694,1606
13081444	4	205,210,1120,1622
13404811	3	102,1374,1485
13418082	4	439,448,1188,1628
14017804	3	247,1647,1663
14018889	4	154,307,1499,1506
14020427	3	109,209,1509
14040d21	2	18,196
14041c22	4	18,1150,1224,1379
1404a222	4	414,438,1033,1233
1404e022	4	414,438,1183,1476
14084125	4	209,357,396,1417
14084164	4	144,357,396,869
14084618	4	293,714,1088,1645
1408b018	4	2,396,1189,1389
140b0221	4	209,462,1380,1500
140e8088	4	332,1140,1380,1528
14105844	4	124,304,1647,1663
14107804	4	1069,1600,1647,1663
14108704	3	93,1087,1474
14111111	4	396,1045,1311,1643
14114211	3	59,1045,1643
14114212	3	59,1645,1651
14114214	4	59,93,348,1663
14114218	2	59,1499
14114241	4	59,325,348,1651
14118181	4	93,154,307,1045
14118184	4	93,232,307,1663
141200d8	4	97,472,485,1194
14120407	2	109,209
14120426	4	209,233,1271,1509
14120b08	4	160,411,422,1510
14121148	3	124,363,1310
14122288	4	145,432,472,1510
14124058	3	97,124,1318
14124418	4	94,97,193,1645
14124448	4	97,109,124,1510
14124824	3	209,411,440
14124828	4	123,209,411,1499
14128421	4	109,209,233,1649
14141212	4	49,475,485,1033
14141218	2	485,1375
14144184	4	318,357,443,1663
14144188	4	318,357,443,1499
14144841	4	156,1039,1527,1647
14148441	4	109,382,1033,1655
14150428	3	18,64,311
14181442	4	170,210,1525,1645
14181814	4	2,32,396,458
14188844	4	42,144,458,1279
14191028	4	311,462,525,1311
141c0428	4	18,311,609,1649
141d0028	3	311,380,462
141d0408	2	311,380
142004e4	4	1104,1116,1571,1581
142024c8	4	432,1282,1581,1623
14202a12	4	160,452,1152,1516
14202a14	4	106,160,1084,1438
1420d410	2	1642,1643
14211412	2	1282,1643
14211418	4	363,1282,1606,1643
14214844	4	304,325,348,1663
14214848	4	154,304,325,1499
14221888	4	363,452,1575,1660
14222144	4	126,160,417,1581
14222218	4	160,363,1037,1658
14222488	3	432,1282,1581
14224281	4	31,81,141,1321
14224288	4	81,141,1285,1321
14224844	4	141,190,325,1321
14224848	4	141,190,325,1321
14241424	4	18,1581,1642,1643
14241824	3	18,295,1514
14242114	4	78,160,396,450
14242442	3	1282,1581,1655
14242444	4	1282,1581,1622,1655
14242812	4	142,160,368,452
14242814	4	106,142,160,368
14242818	3	2,160,368
14244224	4	147,338,414,1285
14244228	4	147,338,414,1285
14244881	3	31,226,1660
14244884	4	226,294,1285,1663
14248221	4	31,296,414,469
14248228	4	414,469,1285,1298
14248844	2	310,469
14284181	4	45,226,357,1660
14284188	3	226,357,1644
14288824	3	296,1286,1644
1440028d	4	1299,1308,1375,1381
14401285	4	485,1375,1425,1663
14401c22	3	18,53,536
14401d02	3	18,33,475
14408074	4	143,431,435,1306
1440e202	2	414,1618
14411188	3	273,1375,1663
14412884	3	267,431,1663
14414181	4	318,357,1656,1663
14414482	3	226,1048,1663
14417080	2	1663,1665
14418058	4	154,435,1103,1387
14424248	4	249,348,376,1375
14424424	4	209,431,1048,1509
14424428	4	123,432,1048,1509
14424814	4	102,267,309,1618
14424818	4	102,236,309,1618
14428282	3	149,249,332
14428828	4	154,236,332,435
14441822	4	18,401,475,1511
14442121	4	18,196,414,431
14442124	4	18,196,414,431
14442141	4	196,380,417,1635
14442144	4	196,380,417,431
14442181	4	31,196,332,427
14444043	4	1048,1442,1454,1548
14444148	4	318,357,1048,1527
14444222	3	414,1048,1285
14444422	4	18,414,1048,1509
14444441	2	109,1048
14444442	1	1048
14444444	4	240,348,1048,1642
14444448	2	1048,1623
14444811	4	102,264,1048,1656
14444812	4	102,226,475,1048
14448112	4	332,435,450,475
14448188	4	332,434,450,1549
14448844	4	61,310,332,435
14448881	4	154,191,310,332
14468082	4	275,332,1140,1319
14481221	4	437,462,1375,1630
14481228	4	132,462,1375,1517
14481442	4	210,1280,1623,1628
14482824	3	267,431,1664
14482844	4	144,267,431,1623
14484118	4	102,293,357,396
14484128	3	153,184,357
14484141	2	357,1635
14484148	3	357,1623,1635
14484182	4	226,332,357,427
14484421	4	357,1048,1649,1656
144e8002	4	332,1140,1280,1593
14542012	4	193,475,1126,1487
14542014	4	193,431,1069,1397
14620428	3	432,1581,1601
14640841	4	162,304,310,626
14684108	4	357,1058,1090,1644
14784001	4	162,357,1355,1395
14804641	4	81,109,623,1435
14804c88	4	34,226,1499,1610
14804e08	3	226,1087,1532
1480a188	4	307,729,1103,1347
1480c441	2	109,624
14811148	4	318,396,1103,1625
14821841	4	109,242,424,1575
1482201a	4	193,416,1189,1278
14822141	3	109,318,417
14824118	4	76,318,363,396
14824188	4	76,81,226,318
14828448	3	64,109,1103
1484048c	4	34,1087,1094,1109
14841821	4	18,242,1615,1664
14842222	3	365,414,438
14842484	4	34,193,1581,1663
14844118	3	318,396,450
14844128	3	18,318,414
14844141	3	109,318,1527
14844142	4	226,318,1527,1651
14844221	3	81,318,414
14844228	3	318,414,1285
14844488	4	34,226,318,1048
14854101	3	318,1327,1454
14864108	4	76,318,1064,1094
14870102	3	318,1130,1203
14880e02	4	226,1231,1551,1591
14881112	3	226,396,475
14881118	4	2,223,363,396
14881144	4	72,210,242,396
14881182	4	226,305,396,427
14881184	4	226,305,396,1663
14881188	3	226,305,396
14881444	4	109,210,242,396
14882121	4	196,396,1649,1664
14882128	3	223,396,1664
14882282	4	89,226,278,427
14882288	3	89,132,226
14882821	4	206,226,1649,1664
148840a8	4	226,846,1380,1585
14884218	4	132,213,226,396
14884242	3	43,226,1573
14884441	4	109,210,226,1501
14884488	4	34,226,1565,1614
14884821	4	206,226,1656,1664
14884828	2	226,1664
14884842	4	221,226,242,340
14884848	3	186,226,242
14884888	2	226,1499
14884e00	1	226
14888441	4	45,109,210,1635
1488b100	2	2,396
14a04828	4	226,362,874,1532
14b01202	3	29,41,307
14e04028	2	357,1314
14e20028	1	417
15021888	4	1499,1575,1576,1585
15081448	4	210,1159,1576,1623
15180284	4	460,778,779,1317
15404811	3	102,143,1656
16081442	4	210,1142,1286,1483
16081444	4	210,396,1088,1520
16082288	4	89,789,1088,1522
16110111	4	1045,1524,1643,1651
16111011	3	1045,1483,1643
16111101	4	1045,1311,1643,1651
16140842	4	783,1033,1647,1651
16404811	4	102,1045,1442,1656
17002288	3	280,1120,1585
17004811	4	102,143,1045,1485
17012208	2	219,280
17102208	4	26,1056,1522,1568
17140802	3	28,102,443
17200281	4	31,45,126,280
17400818	4	102,136,1079,1152
17404801	4	102,1374,1442,1656
17812020	2	219,1664
18001b44	3	72,1043,1437
1800b811	4	2,165,1436,1489
18010d88	4	96,204,432,1499
18012215	4	486,1438,1504,1617
18012223	4	196,1478,1504,1653
18012894	4	486,750,1504,1663
18012d08	4	96,204,432,1662
1801d028	3	364,477,1183
1801d208	3	354,364,460
1804088d	4	68,156,1539,1569
18080b41	3	72,1478,1608
18081431	4	92,323,477,1643
18081494	4	323,396,1518,1642
180814a4	4	323,447,1052,1539
18081941	4	72,1330,1608,1636
18086441	4	144,1482,1534,1587
18086444	4	87,144,1080,1622
1808a444	4	144,1280,1436,1622
1808e440	1	144
180e2208	4	145,400,432,447
18111111	3	363,1045,1643
18111118	3	363,1045,1310
18111288	4	145,426,460,1499
18111812	3	70,303,362
18111822	4	303,364,394,1311
18112121	4	196,394,1045,1504
18112128	3	196,311,394
18114812	4	362,1277,1499,1651
18114818	4	156,362,1277,1499
18118411	4	289,382,1045,1643
18118412	2	289,1033
18118418	2	289,311
18118481	4	45,289,307,448
18118482	4	289,307,448,1033
18121214	4	363,425,501,1287
18121218	4	94,363,501,1287
18121884	4	70,156,303,1575
18122148	4	321,363,432,446
18122428	4	17,233,311,432
18124484	4	81,97,432,480
18140702	4	293,379,493,1033
18140885	4	156,191,1423,1539
18141182	4	475,1033,1310,1627
18141184	3	156,1310,1627
18141188	4	156,363,1310,1627
18141442	4	92,418,1033,1647
18142842	4	156,490,1033,1647
18148248	3	156,1033,1298
18148812	4	156,191,362,1033
18181141	4	72,1045,1309,1636
18181148	3	72,363,1310
18181284	4	72,323,426,460
18181412	3	92,323,1645
18181414	4	323,396,1526,1642
18184421	4	183,311,323,1649
18184428	4	183,311,323,374
181b0802	2	42,480
18208a22	4	4,197,1033,1286
18208e02	4	4,1033,1149,1611
18212228	4	394,1504,1583,1653
18212411	4	350,486,1504,1643
18212824	4	295,394,490,1504
18212828	4	295,394,490,1661
18214441	4	325,418,1329,1643
18214442	3	325,418,1651
18220154	4	331,363,772,1262
18220e04	4	4,157,1078,1407
18221111	4	363,1044,1045,1643
18221112	4	197,227,363,475
18221114	2	363,396
18221128	4	197,276,363,463
18221444	4	4,50,363,418
18223104	4	157,363,1074,1076
18224114	4	293,331,362,363
18224128	4	85,197,363,411
18224281	3	4,81,135
18224284	4	4,81,135,1285
18224421	4	4,81,1509,1657
18224814	4	4,8,362,363
18227100	2	86,363
18228281	3	4,45,81
18228284	3	4,81,135
18242882	4	439,490,1291,1661
18242884	2	156,490
18244016	4	147,362,1285,1642
18244182	4	287,439,491,1285
18244184	4	135,287,491,1285
18244421	3	196,471,1325
18244428	3	311,471,1285
18244811	4	147,156,362,468
18248121	4	196,197,287,1325
18282288	4	89,432,1439,1653
18284444	4	87,144,190,325
18284811	2	362,404
18284828	4	183,200,362,1286
18288181	4	45,287,1049,1632
182d8001	4	45,287,1360,1528
18312024	4	394,1210,1504,1622
18404618	4	293,376,432,1158
18404861	4	196,200,1039,1656
18409811	3	2,165,1453
1840b810	2	2,165
18411282	4	426,448,1504,1628
18411811	2	165,1643
18411812	4	165,475,1277,1628
18411814	4	165,301,394,1277
18412488	4	432,448,486,502
18414218	4	293,354,376,1277
18418288	4	426,432,448,1298
18420415	4	293,432,1404,1518
18421444	4	249,413,418,432
18421884	4	200,267,432,1575
18422248	3	19,249,432
18422414	4	193,293,350,432
18422428	3	196,233,432
18422484	2	267,432
18428121	4	196,197,446,1630
18428122	4	196,197,413,446
18442122	3	196,475,502
18442128	3	196,432,1298
18442141	3	196,355,467
18442148	4	196,355,432,467
18442188	4	196,432,491,1627
18442422	4	10,196,432,502
18442812	4	10,196,475,502
18442822	4	10,196,200,502
18481184	4	72,323,396,1636
18481841	4	72,165,200,1636
18481844	4	72,144,200,1636
18482288	3	89,432,1517
18482812	4	2,27,231,502
18482818	4	2,27,223,432
184840c4	4	144,200,240,1301
18484212	2	293,1573
18484218	4	293,376,1573,1659
18484411	4	7,262,293,323
18484441	4	144,200,293,1036
18484828	3	183,200,1277
18484841	4	72,144,200,1039
18484881	4	81,200,226,1030
18488221	4	196,1298,1630,1653
18488228	3	132,1280,1298
18488811	4	2,165,182,262
1848e040	4	144,200,563,912
18612024	4	196,394,431,1504
18701404	3	74,117,394
18712020	3	162,196,394
18801a44	4	72,161,612,1119
18801b04	3	72,115,396
188020d4	4	144,486,1264,1296
1880e404	4	105,144,364,1642
188100d4	2	486,1566
18812094	4	486,1296,1504,1663
18812222	4	278,364,486,1504
18812228	3	364,486,1504
18812828	4	364,486,1278,1664
18814228	4	81,186,358,364
18818828	4	64,154,364,1103
18824288	3	81,186,432
18828181	4	81,109,446,1632
18841812	4	92,362,397,475
18842121	4	78,196,447,1664
18842124	4	78,196,447,1289
18842141	4	78,196,365,486
18842242	4	365,486,1033,1504
18842424	4	34,196,282,447
18842484	4	34,432,447,486
18848842	4	286,310,340,1033
18862024	4	196,447,1278,1535
18882112	4	223,396,412,486
18882821	4	196,447,1653,1664
18888882	3	226,340,1632
18888888	4	2,226,340,1632
188a2024	4	144,447,1278,1664
188e2020	3	196,447,1664
18e40802	4	224,310,362,491
19041228	4	1089,1298,1372,1561
19180284	4	460,546,754,879
19240144	4	287,325,500,1457
1a041228	4	477,1074,1298,1561
1a101111	4	363,475,477,1045
1a110111	4	1045,1524,1629,1651
1a111011	4	477,1045,1629,1643
1a111101	2	1045,1651
1a418082	4	164,448,1447,1629
1b018804	3	161,219,448
1b084108	3	412,1092,1368
1b120028	3	321,1303,1561
1b200414	3	350,1078,1232
1b410082	4	439,448,1628,1629
1b800841	3	161,412,1664
1c021884	4	267,1215,1575,1663
1c101111	4	363,396,1045,1643
1c110111	3	1045,1387,1643
1c111011	3	1045,1387,1643
1c111101	3	1045,1311,1643
1c180284	2	460,848
1c280822	4	183,226,1236,1286
1c282022	4	1005,1286,1581,1653
1c808218	4	132,213,1084,1306
1d014402	2	53,325
1d021808	4	363,1092,1150,1575
1d180084	3	494,1317,1575
1d180204	3	199,213,494
1d201808	4	325,363,1575,1650
1d210048	3	325,1103,1387
1d400421	2	53,196
1d440021	3	53,196,1561
1d442001	3	196,1547,1587
1d442100	2	195,196
1d800212	3	213,1153,1231
