# label a b c d; z=(a+b*sqrt(33)+i*(c*sqrt(3)+d*sqrt(11)))/12
0 0 0 0 0
1 -6 0 -2 0
2 -6 0 2 0
3 -6 2 0 0
4 -3 -1 -1 3
5 -3 -1 1 -3
6 -3 1 -1 -3
7 -3 1 1 3
8 -3 1 3 -3
9 0 -2 -2 0
10 0 -2 2 0
11 0 0 4 0
12 0 2 2 0
13 3 -1 -3 3
14 3 -1 -1 -3
15 3 -1 1 3
16 3 -1 3 -3
17 3 1 -1 3
18 3 1 1 -3
19 6 -2 -4 0
20 6 -2 0 0
21 6 -2 4 0
22 6 0 -6 0
23 6 0 -2 0
24 6 0 2 0
25 6 0 6 0
26 9 -1 -1 3
27 9 -1 1 -3
28 12 0 0 0
