source_index	toggle_count	clauses	coherent_five_sets	formula_sha256	core_bytes	core_sha256	proof_bytes	proof_sha256	solver_seconds	proof_check_seconds
10	15	57070	30361	b68c73d87a185d95efe5b69f3d3f08e751b45b2a90612f44fad9a774380ffa1b	5527	a68070fb92f6b245dcb54ad33ec6f3078c73fd9906e5de52624ea759fc606a29	7726	3e5a508342190fe35df08f1cb5455e0d077f5e3a3c0f586b2e6858ce2cbd4040	0.18626829201821238	0.35324733299785294
11	16	57021	30308	f06bc0ffafbf76953894650ce9ba2dffbb422131eaa5518a66a7f3660ce2b5e4	5296	3ed672c05ed2239ff8855a450bcb54062de241e878bde8cda9c1e34045e10a8d	7319	a03e5b73ccfc4488eb6ab825668e1a6acf01d74108c48d0bfa564a84c5709362	0.1387173810217064	0.47368667399859987
12	14	56944	30312	a5343704496288f499b0a442a090774e4bb1a9957746f95d9caa5e2f4922de78	7220	78649da672eb3d9ddaa491a9d5da2e52a08b35b9c35f124afe3ea43f1d489c9c	10898	c916a04660ff47bf38e60ad06e27ba8f7ab414cc8409e5d9e768683014c310be	0.17887283800519072	0.31771002200548537
13	13	56787	30240	c24955473b948a2ab9565c515b1f96b979e957a10902ed90c0f205fe807fc9db	5770	5a2c301445126376a6660ec0bf6b6b1ea5d370666ba68e19d3d9576d44b2009d	8215	3152a95c339ba1344d08d13669d015860dba15d74e0d512a1f38a014b61ed769	0.19080144399777055	0.40034511097474024
14	14	56852	30276	488f630abdae429a42e3552102aa5cd80936f3ff8262a04f3f4eb23df1844e1a	6949	9a6870a323f2aa43a67d999688e606c58e7547fd0f52aea49c9f1797387a9971	9768	56f07eed33df2f6629b91e0a404f29e56eeb7c856910e6061ed56a272955f4c8	0.17781424598069862	0.33659777700086124
15	15	56739	30219	d8f9eb3e79abcd8b341c880b8a9727b6b277e8c2998446b0e7630b3d355d5fd2	8022	8b975c003897b05708742bef431b7fcfbaabddfc3f54c3b631a8d1b2fe6381e9	11839	3cf5024472ea615593bfc43407261e2163654ff9a5f78b591c543737cf1f31d6	0.1810112039966043	0.3741528569953516
16	13	57255	30452	7d6bbe4918b8125648ba5aac8701c51d5aef5113c686a96859d368b0f133a034	5436	926916591c1e5c23580b774dc5d5ce276eee4d1cd032a5c2fb10646dd2e1d681	7665	e111a15f3a121501e03d0c67c9eda3bd7846f2f3b178763ec4901c2185128d88	0.1143315349763725	0.3043659820104949
17	14	57038	30350	5daf62e054da5bade70aa36607fdf89a30d18140f28933bc3e4f4b17a0483949	7010	88ed60ef5bc6999153241b399102d19f9ce0aa4b207928171ee2b18ca05c978d	10045	d9191e8fa0bd6ba92836507330f6c4be2a7f1bcf2b08db7c39e8ea8aa6de820d	0.14059666299726814	0.2708549329836387
18	13	57166	30418	494e366752ea0601b3b672fcc71451569ec121259b166304da5259d2bcc0c704	6255	935c86265853a84ee64b32d42c33dbea3fc74d87c10b3ac4fcac6e4fa913f572	8890	047852ad2b71803a60122868be5ab3ad70611fc7a8d4c62fef198dbceba358bb	0.11885163499391638	0.3379291140008718
19	14	56964	30313	7381a93880934c02264f707a24241010150a93af0fa9d77b25f3abb9d30acfbe	6719	8e372bfed44ec8b6c2c232ff8c39ff63429487f1f66a7d2e91a9708246c0ceb0	10060	a8ae775cc84ef8572b7cd4cfa5e766004e30ada4a3f6db74ca76657da24318df	0.14565311398473568	0.2504014149890281
20	13	57196	30451	56754d8b9ca4150dd7c9911772c2927838aff78fe8c31ccf8c8503e48937982b	7986	90ea9d688fc25baf202669fe13636cbbed8a6aa74a32fbd860ee073fd62e8ce2	11810	1e9afb5606f65eb503f105c1df5973b4c979e70a60ca3107791cb7e773e0788a	0.10678793300758116	0.3698850270011462
21	14	57014	30356	eb3ec48c3723d9d594166492ee5b296493dd6673176948cb67425ec2dc2f2aff	5646	c1629a4b4c43878f3822cc593bccc4965f1e93e32922da9983f3a9428dd771d0	8449	f349f29702d68c4eb00761420d5c8a9895c16b3e9eecf9960fcb9d5f66206ba7	0.15304724100860767	0.2872286640049424
22	14	57044	30344	91d40d74f5791e5e843a16f205839c8d3595fafd553a305d6a7d980c09c98067	5229	5e82a0329e81697d31a920bf294cb09ef09db3d402c93ba78701bc05928e6487	7426	ddaa049f0487941f7c3f22a2b77a0d14c79ec23f1698d1e0daf13ffbd6d54c10	0.1901461530069355	0.3842357440153137
23	13	56890	30303	1fd81cdca9ed6e39dbdffb72cd3c06ec8f83737691e25b25f7f5cb5641f68065	5464	c884caa026477bdbeb6010337cc08a0cf5009225552ede52e641a0e2a44e4db0	7634	77e4aa23f1e0b41aaa72326e456216b029447ac7fd1dc3d8dcbb935cceb110d8	0.14393012601067312	0.263561853003921
24	14	56707	30221	5dc334c587eb761baf92dd6f33023f7471ff586f8b0332366cf3e8479a20c067	6707	fb044735cd9eb22e23db3a8a119aa0c48853c300bfb7c4a78c5f6982ff495ea1	9493	efc887503aa475fb72cc134ab5be52651ac7f6ad40a981fa2d9e351766812b13	0.11392945001716726	0.38891537601011805
25	13	57075	30365	0548426fa4000765235b41ebaf1226a15274290669104d66522b0392b48a1739	6641	0f5d30e8a1b70507946a5d21601b55e9298f950964c323a0cf72534e5d03ca6b	9615	9cbe96f4e4030fa96f51ca9fc9285194253c80cd63873ab75f4eeffa9e94c454	0.12389619200257584	0.3470484100107569
26	13	56803	30240	47001e5ff654dae8a946bbeed8be7b6537e1c7a6564215aebccdd62f44e6f200	5890	fa6c94873edf5e0dc7fa0c4075f90972930eaf42018ffdddfe5dd51928c99428	8479	827e04bd25e6803cb0827860e5d9c45b318cab914481330b266ffe983dc7fd73	0.14358139800606295	0.3176613319956232
27	14	56833	30281	84d38da22108cd7393a9758f4eb555f549d403c41f7f4c43496a5e29061c338e	7603	3e0ac5f365cc6da5db73f85d5b21d48a11ccb80094670583153dd41aeced5699	10855	f02e564b3a82ee032ad28abfe9c3e6e6b2b30927c0bf0c3d01e79c83adaf966a	0.11123930700705387	0.2932365669985302
28	14	57140	30412	7ce0e9c31d2b4a62deaa129a2bf576cf895e27d6d29a98b8fd2b41ca2b90a2e9	6339	c64330d84fd91c35ac75aaf3cd51a13f50b5f3d3c70529fb49239d2452eb6990	9220	ec93992dcdad2f18a0825c722e3a5abd50b11b429eb9a5322de4ce30d6f48245	0.1770222699851729	0.37084477199823596
29	14	56845	30276	9f8c3984ed708b2febdff13018b679a0f8110fe2d7ba7490a87c27dec89af876	6782	792884bfd5cc2e2e6d54fb4622b6a6cc7e36adc86ab41f3335ea6c01da0f30e1	9619	40669565508f0266437f66e3f4200da5514a645563bfe0c45792d8a8e09d5ced	0.12573959497967735	0.3007436839980073
30	15	56945	30316	ab15f8d0200e019f3fe4a7d80618561f4b91607669efc316c21a1f180539f7a2	5984	f2e966c25a1af803b999ec55bb2dace68e6928073a76e02d08fdc2a135a1a56a	8685	e60f81327cf261484118bd3319eb384ded7e5d6218e34a23fdb37c3c1b5e4100	0.1394103390048258	0.3883769460080657
31	13	56925	30303	ec014bf5f16dbc82c5c34505e55294a73296ea4d428b03e8d21f14be2eaa57cb	7267	ebe907268ed172af21cf6421e9878445cca48f2c0be366e8fc4c3d51bbf5bea9	10656	dbb9f32eb8a0b16a7938731a8fa6d170cb67e7417037aaba2da23cedb417e750	0.18702347300131805	0.26721027301391587
32	14	56629	30155	e4bdd3c9fb30fa0b2924e1a06995d54ae2789d1550740a7209df4ea1d99e1a10	6029	033fa51f096dc4cf5d8d1927a244f3bf78d1e4154f1a41d0bce69f7e3ba503ad	8684	620ec52dc5aaec64f11244116115882784fce1791141d0a65dba54f9abb48823	0.12489857801119797	0.3155228440009523
33	13	57190	30433	eb67b6993aad81116685ac84d32b63671ece9ae2255709083b83cc8b00316fae	4440	833bc44c99e2bc7cf9d6b43b62433795c7e51614ebd7576b1039062127e3fb6b	6358	206a358b993d6ea68eaea50f81e98b101bb7669636b1b5c4f900265a1937b7e7	0.1273155599774327	0.3839263059780933
34	14	57026	30321	f6e3ca614a97a2b75560a06c7cba85949d43a5fe4ccaea696e49d4c6b89680d6	4692	7e28cd2fd3a55f66bd7e299dc563b75b3ceb9f3139804e88eb82831b5ceb8b10	6574	30405698e01ec6ddb16dc4bd608abbb65e1222ef0147840c1936712f4d6936f1	0.13713109100353904	0.26535899500595406
35	13	57017	30347	70613a2815a886472162199fed4beb1152e21d3361a30a9ab92ab8bda3fa1a08	5485	1c9987ee67568d7c05a33b7a32bd542b1dc2a1909eed79b3a2e18b6a7de82c9e	7815	e3d81240e6f68bc636bc31b5da2593ec340acaaf10802a6a408d0c80cb3a6efb	0.14240392300416715	0.26478134701028466
36	14	56902	30289	525b85e65db3ef7c60f15f8f068a8e04930f383eee4e02059d76ebb96f9ea5c3	6274	be7b5f3cce8799fba57050faf3dd78aba5c1697a9a286567466c17b447d73f64	9073	4e3a2610c5db7549bace193d89af136d7893d64fd29bcf66bc9b7bef1cda61ad	0.15256157799740322	0.27076302998466417
37	14	56803	30221	065eb1317e7b8fdc26b7117125edcaba498e7ccafb8f332ff93c74daca276c13	5527	f6cb1df615f29426e1bc7ce06066c2b3b4466295c3c9e6fe3e495cd1dbda6023	8192	c0d4c131b63b70bdce6ee769e5e326a64de87b6ef9a0d0dbfac4e56fcde5fea8	0.11580900000990368	0.2817418210033793
38	14	57060	30347	69930fd6af1cbffa73d882a73c7c30075fd7665ebccbcc4c9bb8fabe5f16b727	6746	251ccad1dc63856d80e240cca94e33122061ea75242ec1914785da2de34ca698	9771	8e6fce0aa198c0cff6c29ac3f87620ae62a8b5e1620848ae77ff22a27ed3c409	0.11434645901317708	0.3215790589747485
39	13	57054	30355	0e0b340bc93d0b2e52f084fb01bf4ceb48394835844a815fbc66ff5614d5fd41	7531	7817000547c91c1601a1f6173d0ce2db97700028f44be8b2d45fe4b4e6e4cda8	10847	44a84a6a7d1b61bf14a19b0b6b40c7391aeedca5eca9db3229e26cdd17983729	0.11380872601876035	0.2896964300016407
40	14	56912	30281	4d05df309148d86841a984d2a8b8deb6630aaacee1b8d3f54eefbf2c0f860251	6931	61aac72720349617a0e23bd57a36045bc4b46a91d90a2560ce171f2995703541	9939	01fa3acf150e1de22a64e67d355f8c84dec676bf80a3a9007bd6284d498b6b82	0.11733221699250862	0.26809025899274275
41	15	56997	30338	05a1c296ef40fd3223414cee39ef7fb91f9f4cbd3f2462379cef47eb195502fa	6503	6d3bd5c7db1d451231c4601f94773fc3d712beab10fa49bc9ad09bd5dce2378b	9374	20a7011f22cbb91c75c1be8748486a193e599a4e1e103df5b75457923d36f00f	0.11586670798715204	0.30138509601238184
42	14	56878	30296	bd463e502b6cdc15869cfe877c8d3eab78be5e295b1ba3f0713c0fb9a85aeec1	5916	6adc7ae402c9089c42552c8549fcb0ef852f923193aaa2ea498b1f208746f8e6	8597	207070dd31fcb3e7800b5eea6dcced977e4c43b2270fe56c3b3191ab1e38fc9d	0.16092835299787112	0.2677306050027255
43	14	56933	30298	2af16412b0c9db85fc4d85c3f2b8e53e62484429325199733f319ee1bdeedbc8	6911	5b78cb17656fc5fdc5c7ac69ba0743bb96e68478972dcd090699987986028067	10022	9f12c717c895d31fddd1f12313339d4c969a695dec473aea89b2d51f124da84e	0.1192618630011566	0.2922253010037821
44	14	57010	30358	c4961b90f41bce3bac191cc8676f4e3ffafbd2b9fdbc34bdd9fc7257d10a8d14	6575	973bd94e1bf990071a23e3842c29d3694a7465a7642b11e3f7f6f1a9affd129b	9901	60343cda27ed6011035abbd37b53ff7550bf152c6901b67a18885adfc0160a05	0.1804034450033214	0.27407056899392046
45	15	56747	30240	b5b57374b5e43fb0c6fb3fcb906d27d7b88dd0ddf91384e5401b0242ba9a5d60	4966	a136b691a5cf8700d755cf5a2644477a59aea3b16e142d1096185fc4d3e13848	7379	7e28e2e568b748c40c775fbbfc91035bc0189595343f4c072c70fd79c0b8afb0	0.24405425100121647	0.35210959397954866
46	15	56778	30230	38d11ed5fc1b801afa0a291961fcf82b9dbdbc6d309110c2a4797d006cba31c6	5909	4045c0389328765a6c08dfa07321bfd56170e5ae9e740f6d66b6c22ff1826a7d	8592	7e8c59ec846a603c1e6076aa0d85ca5b69b7c84490efafecaad83ca9cb1533e0	0.1298835570050869	0.2746792770049069
47	14	56886	30272	95a6c1a78634d24db0b96c692ee96c912f083bac2b1840ecf784a4b54c747e03	6311	b8003def35fe92fafed8d127146b9ab7459fd648a782959a1380e60e053da434	8919	7d1ecc9ff0bd5d21b3023f0e26f4a7d48e4fcdfd5f1c43f0da3140576d2e512c	0.11673232400789857	0.2849074649857357
48	15	56943	30315	215bffb48169d3217ba74347d9340f608450317965a4438cd9ac56f364a08f34	6482	6cef94c1357d5c3832e609d6c420ec8fae5d67fd30914028d3c2a001e4019223	9371	1fbbac554ed9ff8ce326ca64181b0b59d2dbd98ae348f638c2f965523f2dd9de	0.11456143797840923	0.2692354879982304
49	13	57228	30426	04bb582d9a52c517db9cf6dda82a957b80d421da938e60551cbbdf9ab7046bbd	6975	4c8eca9c37e47e5da5a7bec049b490209fc929cd02e7a7ba88c926758cebd1eb	10165	b5797a5b738e3f2f50e705d802a4173223cd517f0832438917dceb1979551d3a	0.13202325301244855	0.2666996170009952
50	14	56993	30306	991a82d11c896d581b6ae32425a9f3f49c7c62a85a48ecbc3304d20350de4ea4	6818	54bcb09eff7eabff4eb36d33f372172a4a0de1d03210468c975981fadf0311a4	10043	2e3501e090ac00072405512e6be15a0f98ca1f46255ce7042c9ac12504aa4c02	0.11451164601021446	0.2642626320011914
51	14	57116	30403	69b2305fa4af624d31069a403536894d5f434c068828ade4a756771fc8aabca1	5809	5d4988f57294cbb3bdfd9febbbe2958581920bde4e6b524434d3b16cf120a92c	8274	0cde5b72afec6706084587f16d3a8bc4488d34773b58f520fc0596ed12494742	0.11039414198603481	0.26848210897878744
52	15	56968	30332	adbde19470918c82e7e3ce8442b1bc1230c2470189ce4d199c7f477ef61e484f	5716	e383daf9d34a2a91e15f7a53ed5b95ac378b4645305fc44f9ffc2ee62f7223d8	8171	05f37f6bdacfe388e923f15be272c68d3e818948fb9f75d0b5aca9b765d50263	0.1129021350061521	0.25912697397870943
53	14	56961	30325	ccd3eececdc05f6251ebd00fd8483be292a8a73825b581b120a9c0327bc2bc86	6148	b628836a74dc8f1234d84bc7a5c9e88e0fed6001e501f36656a82e2f395ac6c5	8701	1e37c8ac6406cde791f73c95eaad95f22948374a6acf1e021a803b0ec421b2c6	0.1136592719994951	0.253540587000316
54	14	57026	30314	2eacbfcde969961a73d989ee3c03eb8c5feed4ea48b364cd7d80f0945b71eae6	4977	49e99b9c562793fa655b6e521250cc3121487628bea75cbf503f846ee3c43151	7233	45f775519a207aae09b46f57e2ead94557c4f79e425b12a4028037c56dd9125d	0.11698108399286866	0.2882466159935575
55	15	56900	30319	e927580af99a7f978922420f01ff7b9bd7989a628535eefa61d2e2e5a7d39e6c	6529	38d6479f6912bfb88b9bd928d508cc20b50fe259faf76984c885e0c659b6dd5b	9536	62aa39a3754d2eb14cea1c3e07686a54f97d8f4ffab0e21b26b94e515769a2fb	0.11270669600344263	0.36996049899607897
56	14	57064	30355	0c7a08b51c708d76f0d5350c4d2d3f906441e2937e0e3c5f358fcc90707e269e	4495	0a6d07b201873f1a168735dbcd092d137e3b0ed183a183d4b6b8c7e302e657fe	6411	b0d74c7cf7f38e88a7fd4b8825ac68d9485e9dd90a663981fa80b082232523a1	0.11504283000249416	0.33595489797880873
57	14	56899	30273	a181fab82c220059ca596bd606af4ac2fb7eb2d6c8d93e6bd65e5e876758351d	5332	bdab22fea2d53b29eee5234a197ae6ba8a307b73f335991baa0aa6e43463b912	7620	288e6a48d46b6b64e3a80af3818bd5fba0ec30d3892f24540829f204d8b3b3b0	0.11333404300967231	0.31835854300879873
58	15	56784	30215	34177f13c460a8340b7d3eedd6139f551037473c9fcfc7b770ab9a8506980e9d	5279	4c541aa38b1f035c03ff61d33a57f66977481e1191424853b556eb104662eae9	7566	4ca6b7da85a83e0e1bc8b995c8ef344883ad9bb00c45f52914b0ecabd0ad1bd3	0.1235885999922175	0.43118735097232275
59	14	56648	30153	f5d5e08b34b34f0d6ed4ec8d34eee9261060e1446b00fbc959041be7997c18a6	6326	16ffaf41989e7bd53ac9aba37f3a02201f21446b9b67bdc84e49ce84518554ea	9210	08e38f96d1e0043aa120a4f92705db78577fb59c18e8b8f52bdf922aa98551e6	0.16647257099975832	0.273534287000075
60	14	57050	30312	49747a6d645da7fac0183b7085c475717a08118e801d090dafb1cf2c65ea0635	5581	98901f7c974a99359a4c69d180ae5fe8db0a5948330c191331de16b67fcaf92a	8077	f7b7b7e0ddf501dff8c1cd9786eec6a9069274d62f503e3e937f91054797271b	0.12677350899321027	0.28156742799910717
61	15	56894	30224	296ec2f3ab222623327850e289e5cd0bc9fd84f35b8f11b8cd0f66dbfe340e00	5800	2984efb0889c96c517fceffa0146e1ec4dcd6a542f6de1369676ad5061da8e7a	8336	b5f071dcc6a932c8b6a2c0dbf77797487eeafc41e9d5de79d6b46bb4f6dbe63e	0.11714846600079909	0.27228728801128455
62	14	57020	30252	8a9a63917e26ec99288e82bdb045ccc43650cde5262848c4aaebf1c59a3bb7db	6663	e41b8b60beb58a372f9aad672f1c6cbe5b2dc35228cf2f266314c5d3d73b881a	9477	ae183bf9827515c3487fcdc7badbd279746e28882cf8a92005d16aecc106c9d5	0.11686109600123018	0.2647369420155883
63	14	56751	30132	9db004f13ddbd0e5b8183e3765296aea98a7ca90c975705d477b30b170907b93	5608	758550822b474ef5f4c5c658e1b1558b6048458da4355158680ca5d0ebfcde80	8250	06afc3abedc8ffeff74892b66b6cfa0a9e81c33cee3503556ce7c97367072c63	0.11345383600564674	0.26585340598830953
64	14	57010	30338	a704a0f108d6f4c59601507cc4f46d596390692958dec8e4b19b575cb77d41f8	6570	fa22beca12e71ba99761b3281c77a78a67d1264b001b3a8b52a2070cdece873a	9420	001a33ac7221bcbe29e029877bc74949b7f10c11ffd95349c42d318540672853	0.11602580398903228	0.27296004598611034
65	13	57138	30365	48ae9499f1d9ede0752b2f8265de53c961527e58165dff54d8fc0ad5d8193631	7818	7ba54d05eb84c3bd30fb1ba7010b75e25a9789e92ec11b421ab10721bab3248e	11634	849697787d31510d3537da7656b62aa23fe446cb6b15a3b49570972f0f555cc2	0.11768929500249214	0.3135449060064275
66	14	57019	30281	71b7d1f1997659abecc4adc1803a76d98cb03015050e93f57b85c720d46fcf05	7164	aae7a8e53b71e2fb3e7f2880e621687017e9e2a86ecb8dbb5eb253da7067d6a3	10658	20b8129f87ba232f41ae2ff6bcf8b5a7b51945944fea7ba743631a2885e9b95f	0.11589073500363156	0.28187172999605536
67	14	56939	30272	1daca05c19d18cd52ec271bb6c90221de8906ccf104799d761202195e172dbaf	6059	8d5553d04efff62ed8b3cee35f32b8e16d2fd6818d22a9528e3abd6a98f87ef2	8946	fd80d50d82e938bab995103ba1c6ddb83945568e22ad647ae8e23cdae34362c2	0.12885070699849166	0.3527486579841934
68	14	57269	30412	83a8b34d3abc135ecae45ef3d041369bb8f4d5b529a9f28ba01ecf96c0d76993	7461	c6f8e5fe91f5cdd32e993f4011c6ae8f720a2ab31ee8283aae7e0c8abf9ecea8	11055	2d8e4e815ed7063deaaa433dbd9aa82a5ec2bc7853f98dba20fee71d4d82d9b0	0.11631667101755738	0.27976053397287615
69	15	57170	30338	1ed92fc213c875fda90b8ff4558f6aed13f98f635b49fa5d13de2b2fefdca500	6955	d2206af35405375425cd01f6ff3a6f4a4c3d6d2800131b4f9c3c0d86df81cb58	9756	a32e456465a490452a80fb7eeca86faa89d16c85d8ef57ffc129022b864b3a12	0.12212776800151914	0.30878375898464583
70	15	57063	30315	12c7e686dd26b57a47907dab41c46afaf5014b5abbf27d00bc05a8aa1fcb4f83	6150	bc01e2328f82ed1a00bb6313c665aa45480feeb49f30f211377f6c30ac2c9f8c	8955	986853b7d295d2eb18febdbf45ffd6204b4e8d95bb6f7c3c6aa3e39e73178fd7	0.1163822170055937	0.3009394079854246
71	15	57097	30316	1385e63253b05ae777a6d742565fabc1e9a7e056f1140132a7d00a0ab0bf0536	6271	ea2650ea4d3ae3ee90c0b5d17b9aa1d9d8d2228f3b2daa04001f595ca31656a0	9202	4730000b7acb5d7aa8452107de5920aa3d35127271f79114a52b756cdd9f31f7	0.14272098999936134	0.2722613329824526
72	14	56929	30269	63184c3d4caf640082e322ae07e09329225c6c44c415d041f5e1584e2a13abfc	6996	87deaabccc2f45baabb9504ee96f4865fc67c961ba0162fa5f183f9cbb334121	10224	352442568699bb9a07c09ab0860aa4bca518d3c378beae06e055ca25b3041c5f	0.15079754899488762	0.3545068569947034
73	14	56752	30153	672ebf21b4bf8ab7a6c05d229937cf85d2ed3ef233de3141a68b988dcee8192a	6224	e321df5b6859936d99b18e66e7704b941a33cb5c314b348bfafd26a1bb694487	9476	b28f2c446acbbb9392ba7c915c8d58b603d55e065db0ca73aaa8bbc5e1a9cf3e	0.11061117399367504	0.33660316801979207
74	14	56680	30132	7001677642bccfb0410f3b25782c653f2b04a2ad023417211e318cd48383b383	5763	bba1d2444d5e817e03de222ee7debf98298498afe34e684994aa5c5f2a01f408	8177	fd46e155e89b3426710f028ca8634da469c265ba9d00729d39a8a8e9603dc705	0.11230872399755754	0.2666267940076068
75	14	57173	30403	9fac3b931da5709b8cf9961e04fe93e33b607241def2ce64eafff60c60507438	5495	569f3fda637347bfcb0367606f7bb32383e7968639b51e3acf0cc6106f626713	7302	5e0a73bf22c28c6aec8bf05a8f5fa7cc756c7d95c6aaae6110044c91759435ba	0.11905608998495154	0.2662884299934376
76	15	56997	30297	6db1cb474ada95a8025a5e7ac4c38eccf3e48544c57556eb960c8e8efc25588c	6447	b0c519c6f1039180307c6fb299d26aff5e05c7a99e7c8ea3fb45a9c730bebd38	9121	c171268c4dca55ce7f22c7bae84782a4454860ba0994ae5b25a92d1c5976849f	0.14179580201744102	0.330199927004287
77	13	57113	30347	29b575dfc3c6b9ea93ce4f5e752e2f9cd0568e034f0b73c77715651dd35023e9	6543	90ad97442e9d1bfd66467a265a6db7ef64f5423f6601337eb32220fb35a3f0e0	9817	816e37f5fdffe4e619ad61ee60d0b79fd1e691ba7526d54d87cdf532d660a44a	0.1352632390044164	0.359570236003492
78	14	56968	30273	d517ca32bbe8121f4c84858f83171a665ceade54c109555f370ca6725ed76669	5493	8f788e194dd04c2dfd9eea39e4d8dbf2d577b06e6cb6a318783297686d963159	7829	0dad86cbb62eab44fa78bcc580a8001123f1585e68cc4e87361c7a213e176f08	0.16400585600058548	0.3151935510104522
79	14	56896	30252	45804648014b0e434d100e70c1165bd183408daf2b6238e6f23735f27f90ecdf	7185	98cd44e80a276e71f015e425761b73165ff456069c61b9259aca73ed0ba58fdc	10483	93166a3200d4586fbdf92536d61ee151b57eb27bd138ac5deb9ea54b4d7f5bac	0.19372926198411733	0.3845121419872157
80	15	56909	30276	bc56769fd3527e2d697ccfa57d59c416de2649b224531fbc753a9a5b60650733	5713	871bb94e03497e70cb6e1c4f3cb37d1ffbb3d87ea66c62dd6f57e7f1448ce42d	7550	1fc7453d2eadf03ceff5c9645b53dcc92f5a4194c672010469f04f4811f64d06	0.21159012799034826	0.32539053898653947
81	16	56847	30225	fb6195fbe35b55a8ff8487c7be986bf8578803b3c586a333eeff1a1696007afa	7034	7a6b073c0fcd21c45d1eedd08af377fed0721cd507b92c50ed81a1133605d0a3	9788	8c4096223e61068ff25dbf2e23c25ed0215825c4d963535e386839dcc256b51b	0.11617135000415146	0.4112375830009114
82	15	57181	30349	0acd0d06f643a3b4df1fbb8c5e04b8d19acb16fd780e9b6c0a139086ac59d67c	5966	e76b55518a6d9af9abe6d26da5c0311a272977975be3f5ff02bd5df924354f2c	8539	ec6fe7db7f8a6c9d58b66ca45520108e2409a71d098eafd40eb614465a780f4e	0.1263866350054741	0.30766095299622975
83	14	57320	30403	d7902b574d8e3a9fe2c093a1a10f92d9dfb926c1aaedccb8d48a2b9d5646b103	6536	f63690bee7451ef0324d91b7a5451077be11bf210142331c3db112af89e09f69	9582	80d9326c0097e0f089a8793717b6df7a1885f38082246a6bb1ba3fe64a2cd1a6	0.1450086300028488	0.42202474299119785
84	15	57218	30328	65c47cc0a1bfc097351456fae18373fbc443839557f83293e3e953d87a27ad6a	5322	94b65c2a53ba362b87a228280b7e76edf022f8823fc4e96f52dbfee38470ac04	7712	ba2fe56040748da3da21ab49c182b5a33b2e19567ff7dbaf4e73db41275ac301	0.11668284301413223	0.2883038870058954
85	14	57030	30281	9c4c3b031732d1583d32e76fe754c3dc2f13c452f379faa212dec3cbd3aba878	6218	5f6e81c0e0153e17d6c5939bfe0c427988f8222335b99f4450400827ef9bc512	9176	a444b96820a2ec351e3cc2070c293ef5af0606da8a09dedec955c7035e3579fd	0.24700874500558712	0.41019893798511475
86	14	57048	30296	7f70c5db8764d8f5a4dfbbf5b74d6ad218414d732453942a0d4a959a85b179ce	5068	d714d249f65605376af4d4474efb3bfef53df4b799ca2b3490501444cf8427fd	7629	4b894e8167d03f5bd522339eede48af74a7da93df3f5b6c4afc9085edd10bc7d	0.1121238240157254	0.3156311319908127
87	15	56936	30224	4df2a82586cec744dd6ef3df1627b1cd442a4e01e4e06da62b70716fbfb25850	6843	e9a150d73ae8723f44c031a1b41fd06c1de7e49af50190b020a10c200df53538	10432	11b679dae6888b8503df1b3c0e013ab5268f11f53b7357f774a094f2d2d49521	0.12731487600831315	0.2972114289877936
88	15	56956	30240	e60475cb2f158e2a81753b24b79d5caf607521457d9c8834f70385cca512b3fd	6401	3a6f38e4abcafd4c22fc82e2efc6d2159f5935b53a05fe612d54d59a624e0a2e	9089	d316e0c2ba864ca9f5c0dc7883621a98fd9fc848bccecea5c647d5a0120cc3a1	0.11363708297722042	0.3493385869951453
89	14	57203	30338	06d78e167ba07dd81aa05865ff7168e5e618dbd5fc0e071b313b08c56f6d32cd	6529	5c727bd4f2fc1412e67dd1e5353cfea9be8d34759aaa3aeb7083f29d28a7fbbe	9475	d5198ad89d443128eeadb2643b257c7afd1dfd4a972dcab165b7f50dad45cf59	0.2071431190124713	0.2779887930082623
90	14	57022	30269	fcc03dc2284924ced5997465326aae2583c730c340ff623fbf9652674ff996ce	6327	a3f91267058523121d3ad126b6341412ef4eb570abd3ba1e4056f103d82eab46	9297	84419b533ed6c52b0ccd5edb6e25575be2f2c79b834147f7d6aa55dd55d39f3d	0.08198663400253281	0.3225290880072862
91	15	56920	30194	0ab6979397140fe3b2e5b5d7cb1ea2abb819eaefc91b678520d7c47eb37d6124	7207	b1fc588e95c53ce2793ebd6c65df8bd1c78ab70855ee024ad0fdb5ff2d9c959f	10114	c230cb6f297672200ef2ba6c9dee062302ceca9310b13f812a4d651989a8a748	0.25413667000248097	0.29373190298792906
92	14	57252	30358	2ea3e0cb0fd528e3776bcc375c8b6b1b52f07ffcef9f866be6bc85bf33fce81b	6577	1a93904e719ba21bdeedcc449c1e360897f173855fc0344e768d0f8bd9abe553	9590	ea5b693f4d957405daa0473f9d17107574955c8fc702237509643eb2f9c61596	0.19878665800206363	0.27118357000290416
93	14	57091	30298	6f6d3c941ab6ed138fc73a02103edc5fe88898a0e000e7727acb454a4b7cb269	4630	231adc0a840bae92db56bda3c57b7b8194ac78b57e80973009dbd49e5dfcc5b2	7087	3c2739d4bd49b1b71c19d83ccfa51dfbff0f747b216f293b3028f5af3a855be0	0.1115891830122564	0.32916003800346516
94	15	56976	30230	0d13d2a51fab7f4b6a02d4669609ae067dbc2f952b520ee06eb04e94f3dc2d92	6537	c8ebc3d511f96ac00521374f92ec093c2e5aa838ace5af27b3f265ea27273bde	9568	1ea79f2aaf1be675b003489c732037a1eb29b11e1be5fba883dd7c1469365c8d	0.1281527059909422	0.39645401400048286
