record	roots	branches_unsat	base_clauses	source_clauses	source_reported_proof_bytes
863	43	903	233734	251837	1090009
864	43	903	233489	251592	1135890
865	43	903	233903	252006	1196250
866	43	903	233642	251745	1194494
867	43	903	233762	251865	1119872
868	43	903	233721	251824	1153107
869	43	903	233497	251600	1124957
870	43	903	233314	251417	1132415
871	43	903	233513	251616	1057253
872	43	903	233401	251504	1139326
873	43	903	233757	251860	1218061
874	43	903	233808	251911	1094061
875	43	903	233898	252001	1159487
876	43	903	233441	251544	1128030
877	43	903	233707	251810	1274114
878	43	903	233541	251644	1101669
879	43	903	233102	251205	1091798
880	43	903	233099	251202	1045156
881	43	903	233099	251202	1070429
882	43	903	233675	251778	1143248
883	43	903	233505	251608	1159339
884	43	903	233693	251796	1220269
885	43	903	233839	251942	1208542
886	43	903	233653	251756	1159229
887	43	903	233026	251129	1096365
888	43	903	233897	252000	1164484
889	43	903	233680	251783	1184576
890	43	903	233122	251225	1079872
891	43	903	233179	251282	1132052
892	43	903	233445	251548	1098085
893	43	903	233808	251911	1312379
894	43	903	233406	251509	1090274
895	43	903	233665	251768	1128816
896	43	903	233851	251954	1162997
897	43	903	233751	251854	1231914
898	43	903	233675	251778	1200798
899	43	903	233703	251806	1244414
900	43	903	233519	251622	1059184
901	43	903	233417	251520	1154225
902	43	903	233478	251581	1099773
903	43	903	233190	251293	1136786
904	43	903	232996	251099	1141988
905	43	903	233046	251149	1163476
906	43	903	233587	251690	1069955
907	43	903	233654	251757	1100360
908	43	903	233525	251628	1151472
909	43	903	234130	252233	1159831
910	43	903	233572	251675	1175062
911	43	903	233102	251205	1128248
912	43	903	233581	251684	1042469
913	43	903	233406	251509	1018040
914	43	903	233519	251622	1276599
915	43	903	233806	251909	1158874
916	43	903	233603	251706	1223917
917	43	903	233712	251815	1108091
918	43	903	233541	251644	1121632
919	43	903	233402	251505	1086932
920	43	903	233680	251783	1135254
921	43	903	233819	251922	1079899
922	43	903	233197	251300	1154128
923	43	903	233414	251517	1138509
924	43	903	232782	250885	1066582
925	43	903	233666	251769	1246223
926	43	903	233449	251552	1150707
927	43	903	233237	251340	1088623
928	43	903	233450	251553	1136725
929	43	903	233373	251476	1119580
930	43	903	233658	251761	1062535
931	43	903	233499	251602	1119440
932	43	903	233182	251285	1071438
933	43	903	233649	251752	1212812
934	43	903	233139	251242	1136760
935	43	903	233830	251933	1174380
936	43	903	233738	251841	1119690
937	43	903	233171	251274	1039777
938	43	903	233593	251696	1161410
939	43	903	233549	251652	1204919
940	43	903	233962	252065	1110736
941	43	903	233764	251867	1202819
942	43	903	233495	251598	1145833
943	43	903	233329	251432	1129455
944	43	903	233504	251607	1159340
945	43	903	233770	251873	1214897
946	43	903	233579	251682	1065784
947	43	903	233767	251870	1201263
948	43	903	233520	251623	1147949
949	43	903	233345	251448	1077153
950	43	903	232884	250987	1024870
951	43	903	233736	251839	1130517
952	43	903	233769	251872	1103822
953	43	903	233581	251684	1083772
954	43	903	233680	251783	1136607
955	43	903	233303	251406	1085215
956	43	903	233847	251950	1172479
957	43	903	232996	251099	1065747
958	43	903	233804	251907	1191920
959	43	903	232560	250663	1015107
960	43	903	233406	251509	1165182
961	43	903	233749	251852	1162214
962	43	903	233806	251909	1220670
963	43	903	233599	251702	1143418
964	43	903	233745	251848	1140174
965	43	903	233583	251686	1108899
966	43	903	233613	251716	1176177
967	43	903	233137	251240	1038192
968	43	903	233628	251731	1167982
969	43	903	233671	251774	1133617
970	43	903	233431	251534	1177077
971	43	903	233435	251538	1055488
972	43	903	233576	251679	1155333
973	43	903	233518	251621	1091863
974	43	903	233323	251426	1118785
975	43	903	233619	251722	1072999
976	43	903	233528	251631	1119413
977	43	903	233533	251636	1193882
978	43	903	234024	252127	1227833
979	43	903	233667	251770	1203226
980	43	903	233648	251751	1113555
981	43	903	233474	251577	1171464
982	43	903	233653	251756	1077002
983	43	903	233667	251770	1110047
984	43	903	233676	251779	1121446
985	43	903	233788	251891	1159234
986	43	903	233533	251636	1210399
987	43	903	234105	252208	1174229
988	43	903	233413	251516	1205819
989	43	903	233421	251524	1133823
990	43	903	233780	251883	1134097
991	43	903	233410	251513	1134592
992	43	903	233848	251951	1183110
993	43	903	233707	251810	1157429
994	43	903	233229	251332	1064558
995	43	903	233719	251822	1232984
996	43	903	233973	252076	1156129
997	43	903	234005	252108	1102601
998	43	903	233152	251255	1059208
999	43	903	233097	251200	1122057
1000	43	903	233806	251909	1122036
1001	43	903	233320	251423	1103343
1002	43	903	233803	251906	1185817
1003	43	903	233441	251544	1101417
1004	43	903	233303	251406	1326927
1005	43	903	233803	251906	1133424
1006	43	903	233619	251722	1125882
1007	43	903	233512	251615	1085291
1008	43	903	233476	251579	1034089
1009	43	903	233124	251227	1172010
1010	43	903	233655	251758	1118413
1011	43	903	233897	252000	1139621
1012	43	903	233903	252006	1254944
1013	43	903	233594	251697	1160657
1014	43	903	233682	251785	1072461
1015	43	903	233387	251490	1143119
1016	43	903	233729	251832	1135371
1017	43	903	233721	251824	1172881
1018	43	903	233400	251503	1186557
1019	43	903	233425	251528	1141729
1020	43	903	233132	251235	1139953
1021	43	903	233625	251728	1166527
1022	43	903	233495	251598	1202515
1023	43	903	233681	251784	1115215
1024	43	903	233835	251938	1120496
1025	43	903	233276	251379	1034104
1026	43	903	233406	251509	1080410
1027	43	903	233470	251573	1125271
1028	43	903	233033	251136	1059547
1029	43	903	233306	251409	1050075
1030	43	903	233224	251327	1122044
1031	43	903	233622	251725	1151266
1032	43	903	234124	252227	1149276
1033	43	903	233140	251243	1099297
1034	43	903	233237	251340	1261780
1035	43	903	233395	251498	1166667
1036	43	903	233519	251622	1162645
1037	43	903	233451	251554	1120539
1038	43	903	233689	251792	1173449
1039	43	903	233437	251540	1138276
1040	43	903	233316	251419	1069204
1041	43	903	233723	251826	1107920
1042	43	903	233299	251402	1154814
1043	43	903	232777	250880	1008867
1044	43	903	233635	251738	1124504
1045	43	903	233897	252000	1065369
1046	43	903	233604	251707	1042327
1047	43	903	233612	251715	1156808
1048	43	903	233977	252080	1110227
1049	43	903	234051	252154	1254547
1050	43	903	233576	251679	1171239
1051	43	903	233562	251665	1143436
1052	43	903	233510	251613	1204159
1053	43	903	233209	251312	1078160
1054	43	903	233449	251552	1092770
1055	43	903	233558	251661	1146409
1056	43	903	233722	251825	1089899
1057	43	903	233739	251842	1167032
1058	43	903	233537	251640	1157062
1059	43	903	233304	251407	1021453
1060	43	903	233778	251881	1147908
1061	43	903	233635	251738	1133531
1062	43	903	233364	251467	1152956
1063	43	903	233169	251272	1134813
1064	43	903	233856	251959	1165238
1065	43	903	233571	251674	1211123
1066	43	903	233604	251707	1129998
1067	43	903	233723	251826	1157381
1068	43	903	232861	250964	1107039
1069	43	903	233575	251678	1129674
1070	43	903	233378	251481	1235700
1071	43	903	233652	251755	1071966
1072	43	903	233778	251881	1128691
1073	43	903	233841	251944	1291694
1074	43	903	233700	251803	1111938
1075	43	903	233466	251569	1150675
1076	43	903	233804	251907	1127498
1077	43	903	233798	251901	1161998
1078	43	903	233788	251891	1170603
1079	43	903	233479	251582	1158169
1080	43	903	233209	251312	1195215
1081	43	903	233164	251267	1054793
1082	43	903	233622	251725	1211906
1083	43	903	233456	251559	1156541
1084	43	903	233629	251732	1188946
1085	43	903	233527	251630	1096018
1086	43	903	233841	251944	1113389
1087	43	903	233276	251379	1120119
1088	43	903	233893	251996	1232129
1089	43	903	233296	251399	1132483
1090	43	903	232997	251100	1187406
1091	43	903	233788	251891	1177757
1092	43	903	233836	251939	1058485
1093	43	903	233847	251950	1179094
1094	43	903	233296	251399	1178396
1095	43	903	233811	251914	1153208
1096	43	903	233859	251962	1116373
1097	43	903	233511	251614	1121578
1098	43	903	233305	251408	1124841
1099	43	903	233651	251754	1080644
1100	43	903	233364	251467	1074324
1101	43	903	233367	251470	1055040
1102	43	903	233742	251845	1091427
1103	43	903	233454	251557	1055006
1104	43	903	233439	251542	1082242
1105	43	903	233598	251701	1169757
1106	43	903	233143	251246	1045469
1107	43	903	233642	251745	1082007
1108	43	903	233616	251719	1095541
1109	43	903	233759	251862	1128075
1110	43	903	233579	251682	1036686
1111	43	903	232955	251058	1102259
1112	43	903	233365	251468	1119689
1113	43	903	233557	251660	1143909
1114	43	903	233470	251573	1173956
1115	43	903	233160	251263	1186345
1116	43	903	233436	251539	1233548
1117	43	903	233624	251727	1171104
1118	43	903	233737	251840	1204669
1119	43	903	233698	251801	1141473
1120	43	903	233133	251236	1099905
1121	43	903	233830	251933	1067727
1122	43	903	233420	251523	1156884
1123	43	903	233815	251918	1256524
1124	43	903	233566	251669	1234634
1125	43	903	233310	251413	1120228
1126	43	903	233682	251785	1112087
1127	43	903	233641	251744	1131228
1128	43	903	233320	251423	1105877
1129	43	903	233734	251837	1135510
1130	43	903	233667	251770	1134008
1131	43	903	233589	251692	1185937
1132	43	903	233669	251772	1082638
1133	43	903	233680	251783	1282352
1134	43	903	233702	251805	1175075
1135	43	903	233610	251713	1142622
1136	43	903	233534	251637	1110385
1137	43	903	233525	251628	1102343
1138	43	903	233769	251872	1130284
1139	43	903	233879	251982	1128981
1140	43	903	233688	251791	1113700
1141	43	903	233576	251679	1163277
1142	43	903	233616	251719	1114547
1143	43	903	233533	251636	1143281
1144	43	903	233363	251466	1138679
1145	43	903	233345	251448	1096781
1146	43	903	233614	251717	1259792
1147	43	903	233622	251725	1164897
1148	43	903	233559	251662	1262996
1149	43	903	233781	251884	1152821
1150	43	903	233450	251553	1129728
1151	43	903	233198	251301	1092149
1152	43	903	233978	252081	1173037
1153	43	903	233263	251366	1143866
1154	43	903	233983	252086	1129130
1155	43	903	233152	251255	1150934
1156	43	903	232755	250858	1076653
1157	43	903	233487	251590	1139423
1158	43	903	232873	250976	1093411
1159	43	903	233603	251706	1130943
1160	43	903	233478	251581	1048630
1161	43	903	233436	251539	1130247
1162	43	903	233350	251453	1082269
1163	43	903	233949	252052	1122143
1164	43	903	233052	251155	1065910
1165	43	903	233120	251223	1127527
1166	43	903	233409	251512	1100313
1167	43	903	233847	251950	1191996
1168	43	903	233527	251630	1100947
1169	43	903	233802	251905	1119833
1170	43	903	233407	251510	1050945
1171	43	903	233303	251406	1088855
1172	43	903	233421	251524	1078700
1173	43	903	233780	251883	1094439
1174	43	903	233120	251223	1038960
1175	43	903	233672	251775	1164082
1176	43	903	233517	251620	1123166
1177	43	903	233304	251407	1113764
1178	43	903	233620	251723	1122853
1179	43	903	233666	251769	1188424
1180	43	903	233755	251858	1152234
1181	43	903	233343	251446	1074852
1182	43	903	233884	251987	1104527
1183	43	903	233452	251555	1142197
1184	43	903	233594	251697	1123298
1185	43	903	233585	251688	1185851
1186	43	903	233788	251891	1140761
1187	43	903	233826	251929	1199389
1188	43	903	233425	251528	1063363
1189	43	903	233510	251613	1187415
1190	43	903	233619	251722	1063185
1191	43	903	233294	251397	1141366
1192	43	903	233817	251920	1157685
1193	43	903	233439	251542	1170576
1194	43	903	233431	251534	1214735
1195	43	903	233162	251265	1002370
1196	43	903	233179	251282	1028789
1197	43	903	233121	251224	1075633
1198	43	903	233412	251515	1089584
1199	43	903	233284	251387	1067577
1200	43	903	233428	251531	1057859
1201	43	903	233303	251406	1057364
1202	43	903	233477	251580	1047224
1203	43	903	233477	251580	1111911
1204	43	903	233284	251387	1091114
1205	43	903	233614	251717	1088248
1206	43	903	233505	251608	1067596
1207	43	903	233582	251685	1172935
1208	43	903	233679	251782	1142811
1209	43	903	233504	251607	1110198
1210	43	903	233503	251606	1095015
1211	43	903	233394	251497	1136805
1212	43	903	233390	251493	1163956
1213	43	903	233538	251641	1127327
1214	43	903	233789	251892	1169099
1215	43	903	233913	252016	1173130
1216	43	903	233219	251322	1116786
1217	43	903	233375	251478	1125914
1218	43	903	233755	251858	1127924
1219	43	903	233615	251718	1147986
1220	43	903	233486	251589	1094114
1221	43	903	233559	251662	1097903
1222	43	903	233804	251907	1197549
1223	43	903	233654	251757	1152514
1224	43	903	233063	251166	1073957
1225	43	903	233510	251613	1248909
1226	43	903	233631	251734	1189491
1227	43	903	233620	251723	1118340
1228	43	903	233369	251472	1155188
1229	43	903	233763	251866	1230210
1230	43	903	233734	251837	1180348
1231	43	903	233571	251674	1097158
1232	43	903	233452	251555	1183819
1233	43	903	233489	251592	1247303
1234	43	903	233343	251446	1169664
1235	43	903	233743	251846	1130691
1236	43	903	233579	251682	1150790
1237	43	903	233606	251709	1206377
1238	43	903	233301	251404	1128230
1239	43	903	233645	251748	1178035
1240	43	903	233079	251182	1167084
1241	43	903	233873	251976	1261179
1242	43	903	232927	251030	1117979
1243	43	903	233230	251333	1041941
1244	43	903	233052	251155	1098950
1245	43	903	233283	251386	995633
1246	43	903	233616	251719	1185825
1247	43	903	233699	251802	1236933
1248	43	903	233717	251820	1067717
1249	43	903	233843	251946	1120618
1250	43	903	233751	251854	1142495
1251	43	903	233417	251520	1129389
1252	43	903	233596	251699	1185538
1253	43	903	233884	251987	1203401
1254	43	903	233587	251690	1059928
1255	43	903	233714	251817	1234750
1256	43	903	233435	251538	1109852
1257	43	903	233304	251407	1260639
1258	43	903	233193	251296	1152712
1259	43	903	233520	251623	1193174
1260	43	903	234105	252208	1262000
1261	43	903	233851	251954	1127144
1262	43	903	233647	251750	1196127
1263	43	903	233637	251740	1202957
1264	43	903	233688	251791	1161836
1265	43	903	233592	251695	1214409
1266	43	903	233508	251611	1190153
1267	43	903	233942	252045	1205723
1268	43	903	234119	252222	1195820
1269	43	903	233584	251687	1172670
1270	43	903	233261	251364	1069290
1271	43	903	233329	251432	1031590
1272	43	903	233504	251607	1098891
1273	43	903	233629	251732	1050576
1274	43	903	233697	251800	1194562
1275	43	903	233931	252034	1297182
1276	43	903	233313	251416	1165267
1277	43	903	233624	251727	1140871
1278	43	903	233515	251618	1137732
1279	43	903	233861	251964	1115337
1280	43	903	233605	251708	1179112
1281	43	903	233743	251846	1171380
1282	43	903	233659	251762	1164202
1283	43	903	233344	251447	1182462
1284	43	903	233780	251883	1129689
1285	43	903	233499	251602	1159592
1286	43	903	233781	251884	1170152
1287	43	903	233627	251730	1157961
1288	43	903	233457	251560	1296273
1289	43	903	233996	252099	1230733
1290	43	903	233831	251934	1218472
1291	43	903	233508	251611	1034236
1292	43	903	233663	251766	1089239
1293	43	903	233657	251760	1151612
1294	43	903	234198	252301	1259844
1295	43	903	232861	250964	1062716
1296	43	903	233501	251604	1134806
1297	43	903	233513	251616	1156759
1298	43	903	233345	251448	1216116
1299	43	903	233801	251904	1192049
1300	43	903	233431	251534	1095869
1301	43	903	233355	251458	1109591
1302	43	903	233861	251964	1123822
1303	43	903	233424	251527	1087170
1304	43	903	233418	251521	1095725
1305	43	903	233458	251561	1207988
1306	43	903	233888	251991	1105645
1307	43	903	233887	251990	1148287
1308	43	903	233441	251544	1219579
1309	43	903	233426	251529	1185654
1310	43	903	233273	251376	1136844
1311	43	903	234068	252171	1245268
1312	43	903	233712	251815	1179585
1313	43	903	232782	250885	1050359
1314	43	903	233691	251794	1123861
1315	43	903	233439	251542	1135744
1316	43	903	233134	251237	1110499
1317	43	903	232560	250663	1070217
1318	43	903	233395	251498	1137053
1319	43	903	233796	251899	1168605
1320	43	903	233913	252016	1138439
1321	43	903	233320	251423	1108511
1322	43	903	233302	251405	1080145
1323	43	903	233418	251521	1116558
1324	43	903	233109	251212	1097088
1325	43	903	233721	251824	1070253
1326	43	903	233890	251993	1175402
1327	43	903	233631	251734	1130624
1328	43	903	233476	251579	1164072
1329	43	903	233187	251290	1024020
1330	43	903	233769	251872	1148629
1331	43	903	233312	251415	1214503
1332	43	903	233351	251454	1119757
1333	43	903	233196	251299	1125520
1334	43	903	233695	251798	1053314
1335	43	903	233353	251456	1089281
1336	43	903	233744	251847	1093782
1337	43	903	233606	251709	1123906
1338	43	903	233712	251815	1175434
1339	43	903	233722	251825	1104298
1340	43	903	233439	251542	1080134
1341	43	903	233330	251433	1030519
1342	43	903	234106	252209	1213896
1343	43	903	233401	251504	1120576
1344	43	903	233942	252045	1206159
1345	43	903	233546	251649	1207821
1346	43	903	233573	251676	1127381
1347	43	903	233613	251716	1099482
1348	43	903	233487	251590	1129905
1349	43	903	233647	251750	1187682
1350	43	903	233606	251709	1310574
1351	43	903	233679	251782	1165023
1352	43	903	233327	251430	1091790
1353	43	903	233699	251802	1103635
1354	43	903	233589	251692	1224483
1355	43	903	233303	251406	1195046
1356	43	903	233495	251598	1287422
1357	43	903	233891	251994	1160986
1358	43	903	233796	251899	1138241
1359	43	903	233077	251180	1083960
1360	43	903	233980	252083	1155347
1361	43	903	233833	251936	1066962
1362	43	903	233027	251130	1121447
1363	43	903	233805	251908	1122238
1364	43	903	233761	251864	1199695
1365	43	903	233489	251592	1164490
1366	43	903	233783	251886	1069374
1367	43	903	233973	252076	1108055
1368	43	903	233454	251557	1185024
1369	43	903	233209	251312	1085473
1370	43	903	233913	252016	1196560
1371	43	903	233551	251654	1134487
1372	43	903	233862	251965	1067633
1373	43	903	233696	251799	1194408
1374	43	903	233423	251526	1082431
1375	43	903	233642	251745	1235513
1376	43	903	233767	251870	1220680
1377	43	903	233737	251840	1171092
1378	43	903	233459	251562	1132724
1379	43	903	233917	252020	1112179
1380	43	903	233373	251476	1032971
1381	43	903	233651	251754	1164145
1382	43	903	233347	251450	1083701
1383	43	903	233591	251694	1268924
1384	43	903	234045	252148	1260205
1385	43	903	233113	251216	1203254
1386	43	903	233823	251926	1182475
1387	43	903	233603	251706	1154402
1388	43	903	233719	251822	1114367
1389	43	903	233450	251553	1141250
1390	43	903	233812	251915	1180876
1391	43	903	233753	251856	1211665
1392	43	903	233466	251569	1114851
1393	43	903	233614	251717	1236441
1394	43	903	233215	251318	1209464
1395	43	903	233845	251948	1159836
1396	43	903	233816	251919	1106417
1397	43	903	233179	251282	1157772
1398	43	903	233723	251826	1172332
1399	43	903	233969	252072	1223878
1400	43	903	233330	251433	1119992
1401	43	903	233390	251493	1130512
1402	43	903	233182	251285	1151135
1403	43	903	233281	251384	1085975
1404	43	903	233569	251672	1090537
1405	43	903	233524	251627	1103021
1406	43	903	233551	251654	1108529
1407	43	903	233056	251159	1117739
1408	43	903	233635	251738	1151271
1409	43	903	233682	251785	1188015
1410	43	903	233625	251728	1143550
1411	43	903	233635	251738	1097523
1412	43	903	234009	252112	1151000
1413	43	903	233490	251593	1074852
1414	43	903	233345	251448	1078639
1415	43	903	233809	251912	1101349
1416	43	903	233689	251792	1190516
1417	43	903	233439	251542	1074719
1418	43	903	233466	251569	1104373
1419	43	903	233663	251766	1086454
1420	43	903	233570	251673	1089381
1421	43	903	233640	251743	1157226
1422	43	903	233497	251600	1146542
1423	43	903	233652	251755	1157679
1424	43	903	234045	252148	1227161
1425	43	903	233505	251608	1119729
1426	43	903	233343	251446	1050215
1427	43	903	233450	251553	1195143
1428	43	903	232797	250900	1029461
1429	43	903	233631	251734	1122858
1430	43	903	233908	252011	1133640
1431	43	903	233073	251176	1094757
1432	43	903	233314	251417	1155927
1433	43	903	233612	251715	1156537
1434	43	903	233817	251920	1088930
1435	43	903	232864	250967	1044316
1436	43	903	233655	251758	1154345
1437	43	903	233841	251944	1193157
1438	43	903	233948	252051	1140658
1439	43	903	233598	251701	1204205
1440	43	903	233212	251315	1255631
1441	43	903	233224	251327	1095664
1442	43	903	233343	251446	1091991
1443	43	903	233865	251968	1142932
1444	43	903	233343	251446	1054266
1445	43	903	233394	251497	1104465
1446	43	903	233840	251943	1208761
1447	43	903	232998	251101	1040926
1448	43	903	233325	251428	1109394
1449	43	903	233720	251823	1106340
1450	43	903	233712	251815	1165745
1451	43	903	233424	251527	1127178
1452	43	903	233325	251428	1111166
1453	43	903	233460	251563	1030686
1454	43	903	234136	252239	1119558
1455	43	903	233304	251407	1206576
1456	43	903	233676	251779	1164682
1457	43	903	233707	251810	1096700
1458	43	903	232884	250987	1072075
1459	43	903	233808	251911	1126992
1460	43	903	233658	251761	1091160
1461	43	903	233654	251757	1193702
1462	43	903	233504	251607	1153066
1463	43	903	233729	251832	1096818
1464	43	903	233774	251877	1141664
1465	43	903	233171	251274	1125126
1466	43	903	233951	252054	1144937
1467	43	903	233742	251845	1116876
1468	43	903	233599	251702	1076992
1469	43	903	234217	252320	1161382
1470	43	903	233690	251793	1189531
1471	43	903	233257	251360	1069026
1472	43	903	233317	251420	1098409
1473	43	903	233946	252049	1212798
1474	43	903	233518	251621	1089850
1475	43	903	233663	251766	1170411
1476	43	903	233077	251180	1019218
1477	43	903	233368	251471	1168253
1478	43	903	233714	251817	1122293
1479	43	903	233406	251509	1113856
1480	43	903	233389	251492	1051285
1481	43	903	233524	251627	1004123
1482	43	903	233667	251770	1117042
1483	43	903	233723	251826	1130551
1484	43	903	233821	251924	1150398
1485	43	903	233533	251636	1197894
1486	43	903	233653	251756	1179545
1487	43	903	233958	252061	1147638
1488	43	903	233692	251795	1124353
1489	43	903	233541	251644	1123274
1490	43	903	233176	251279	1219268
1491	43	903	233439	251542	1129559
1492	43	903	234071	252174	1350383
1493	43	903	233466	251569	1200753
1494	43	903	233309	251412	1047918
1495	43	903	233403	251506	1131245
1496	43	903	233835	251938	1138547
1497	43	903	233859	251962	1225473
1498	43	903	233073	251176	1101153
1499	43	903	233260	251363	1114334
1500	43	903	233474	251577	1122037
1501	43	903	233065	251168	1090807
1502	43	903	233425	251528	1112125
1503	43	903	233740	251843	1096499
1504	43	903	233619	251722	1144571
1505	43	903	233700	251803	1225138
1506	43	903	233713	251816	1120645
1507	43	903	233510	251613	1154147
1508	43	903	233223	251326	1035984
1509	43	903	233287	251390	1017399
1510	43	903	233518	251621	1097647
1511	43	903	233603	251706	1102686
1512	43	903	233841	251944	1071679
1513	43	903	233691	251794	1265570
1514	43	903	233645	251748	1116302
1515	43	903	233367	251470	1070770
1516	43	903	233342	251445	1100811
1517	43	903	233595	251698	1161814
1518	43	903	233958	252061	1199648
1519	43	903	233260	251363	1189638
1520	43	903	233645	251748	1245453
1521	43	903	234136	252239	1240217
1522	43	903	233458	251561	1262503
1523	43	903	233130	251233	1137181
1524	43	903	233504	251607	1069786
1525	43	903	233778	251881	1175458
1526	43	903	233572	251675	1098586
1527	43	903	233510	251613	1137051
1528	43	903	234005	252108	1171595
1529	43	903	233767	251870	1091258
1530	43	903	234007	252110	1189939
1531	43	903	233984	252087	1275707
1532	43	903	233840	251943	1193087
1533	43	903	233212	251315	1074967
1534	43	903	233197	251300	1048732
1535	43	903	233275	251378	1139401
1536	43	903	233636	251739	1157083
1537	43	903	233363	251466	1102839
1538	43	903	233633	251736	1051064
1539	43	903	233744	251847	1069665
1540	43	903	233720	251823	1303289
1541	43	903	233794	251897	1188859
1542	43	903	233415	251518	1217717
1543	43	903	233593	251696	1139955
1544	43	903	233502	251605	1164550
1545	43	903	233846	251949	1184587
1546	43	903	233579	251682	1098738
1547	43	903	233753	251856	1106842
1548	43	903	233742	251845	1135625
1549	43	903	233755	251858	1125567
1550	43	903	233458	251561	1152188
1551	43	903	233344	251447	1105141
1552	43	903	233576	251679	1151554
1553	43	903	233583	251686	1225441
1554	43	903	233177	251280	1118567
1555	43	903	233498	251601	1117570
1556	43	903	234102	252205	1246223
1557	43	903	233315	251418	1108913
1558	43	903	233477	251580	1180110
1559	43	903	233512	251615	1191333
1560	43	903	233681	251784	1217902
1561	43	903	233518	251621	1139237
1562	43	903	233406	251509	1159205
1563	43	903	233830	251933	1135759
1564	43	903	233656	251759	1176205
1565	43	903	233215	251318	1067268
1566	43	903	232942	251045	1099690
1567	43	903	233668	251771	1127349
1568	43	903	233541	251644	1155940
1569	43	903	233329	251432	1124878
1570	43	903	233724	251827	1211501
1571	43	903	233622	251725	1089312
1572	43	903	233223	251326	1128971
1573	43	903	233826	251929	1090762
1574	43	903	233672	251775	1160617
1575	43	903	233364	251467	1065686
1576	43	903	233343	251446	1171766
1577	43	903	233326	251429	1094568
1578	43	903	233906	252009	1127446
1579	43	903	233616	251719	1152413
1580	43	903	233648	251751	1064430
1581	43	903	234189	252292	1240514
1582	43	903	234124	252227	1224940
1583	43	903	233694	251797	1179632
1584	43	903	233365	251468	1158455
1585	43	903	233807	251910	1166986
1586	43	903	233642	251745	1129585
1587	43	903	233477	251580	1132866
1588	43	903	233269	251372	1032738
1589	43	903	233804	251907	1226476
1590	43	903	233698	251801	1224309
1591	43	903	233373	251476	1085759
1592	43	903	233276	251379	1091418
1593	43	903	233668	251771	1165735
1594	43	903	233449	251552	1167722
1595	43	903	233566	251669	1078695
1596	43	903	233351	251454	1139631
1597	43	903	233607	251710	1201241
1598	43	903	233133	251236	1196065
1599	43	903	233464	251567	1093920
1600	43	903	233386	251489	1050788
1601	43	903	233629	251732	1056073
1602	43	903	233466	251569	1078060
1603	43	903	234189	252292	1284578
1604	43	903	233562	251665	1329837
1605	43	903	233326	251429	1088334
1606	43	903	233169	251272	1184690
1607	43	903	234018	252121	1132642
1608	43	903	233454	251557	1091889
1609	43	903	233621	251724	1132447
1610	43	903	233273	251376	1159953
1611	43	903	233232	251335	1134354
1612	43	903	233655	251758	1079202
1613	43	903	233807	251910	1158621
1614	43	903	233804	251907	1120969
1615	43	903	233910	252013	1172144
1616	43	903	233931	252034	1105213
1617	43	903	233035	251138	1129901
1618	43	903	233653	251756	1132287
1619	43	903	233257	251360	1086751
1620	43	903	233327	251430	1165724
1621	43	903	233330	251433	1089965
1622	43	903	233294	251397	1026204
1623	43	903	233848	251951	1081270
1624	43	903	233630	251733	1065919
1625	43	903	233762	251865	1048624
1626	43	903	233593	251696	1130787
1627	43	903	233672	251775	1128491
1628	43	903	233622	251725	1285283
1629	43	903	233248	251351	1131167
1630	43	903	233548	251651	1135605
1631	43	903	233438	251541	1251896
1632	43	903	233749	251852	1222685
1633	43	903	233737	251840	1143303
1634	43	903	233352	251455	1130133
1635	43	903	232682	250785	1060961
1636	43	903	233619	251722	1144947
1637	43	903	233589	251692	1154440
1638	43	903	233463	251566	1097564
1639	43	903	233517	251620	1132849
1640	43	903	233499	251602	1181371
1641	43	903	233647	251750	1232328
1642	43	903	233668	251771	1090089
1643	43	903	233551	251654	1101185
1644	43	903	233558	251661	1212625
1645	43	903	233330	251433	1131104
1646	43	903	232863	250966	1084647
1647	43	903	233615	251718	1054316
1648	43	903	233513	251616	1119929
1649	43	903	233660	251763	1139833
1650	43	903	233836	251939	1167614
1651	43	903	233328	251431	1077971
1652	43	903	232682	250785	1032190
1653	43	903	233884	251987	1215646
1654	43	903	233507	251610	1139401
1655	43	903	233637	251740	1135702
1656	43	903	233505	251608	1022599
1657	43	903	233499	251602	1122018
1658	43	903	233730	251833	1144142
1659	43	903	233569	251672	1202201
1660	43	903	233311	251414	1125335
1661	43	903	233924	252027	1214031
1662	43	903	233518	251621	1088362
1663	43	903	233650	251753	1158881
1664	43	903	233131	251234	1170693
1665	43	903	233427	251530	1127277
1666	43	903	233830	251933	1150946
1667	43	903	232997	251100	1051481
1668	43	903	233753	251856	1192990
1669	43	903	233636	251739	1116050
1670	43	903	233652	251755	1269141
1671	43	903	232974	251077	1112719
1672	43	903	233727	251830	1112097
1673	43	903	233654	251757	1202173
1674	43	903	232927	251030	1070291
1675	43	903	233426	251529	1236188
1676	43	903	233734	251837	1113088
1677	43	903	233697	251800	1201732
1678	43	903	233626	251729	1189545
1679	43	903	233600	251703	1150957
1680	43	903	233637	251740	1106830
1681	43	903	233610	251713	1211700
1682	43	903	233734	251837	1173038
1683	43	903	233421	251524	1122525
1684	43	903	233535	251638	1080889
1685	43	903	233533	251636	1129088
1686	43	903	233611	251714	1181021
1687	43	903	233302	251405	1087924
1688	43	903	233637	251740	1224428
1689	43	903	233695	251798	1185940
1690	43	903	233604	251707	1170961
1691	43	903	233351	251454	1181161
