formula	variables	clauses	cnf_bytes	cnf_sha256	proof_bytes	proof_sha256	original_core	original_total	lemma_core	lemma_total	resolution_steps	rat_core	verification_seconds
branch58-d25-plus	10432	183619	3433600	00827d7530b93aa91b7d399f3414d05b4c8cdf15e13405d228d21ea3d6441c99	1016720190	1298b67097ac8a187931acf2ec8a6513713da81f93f4d087fdf14f75b51f19c1	4106	183619	3889142	6258424	173666355	0	2928.404
branch58-d24-selector	11508	194262	3650639	9765f05b04dbaaa5b6265422174e051638b77688ff198a9853348c554703007c	1688414891	960698160d9e83e4c118fd9c4e3fa3091f3b8f2164172f270f679b0e951aadc5	5835	194262	5557738	10400350	286304564	0	3459.384
branch58-d23-couple-selector	11379	193359	3638919	2857189787f7a40a2e023997c498f48fb955eb70b3af884e4a194b55c00ac48e	3008707985	4dfe5b5b95aa543b719529561d626ef4262cf44e6c67beba175dd074178f0783	5046	193359	10668095	17534630	466347122	0	6489.870
