source	step	kind	edge_index	value	v0	v1	v2	v3	v4
110	30	ASSIGN	623	1	1	7	18	33	39
110	31	ASSIGN	625	1	1	7	18	33	41
110	32	ASSIGN	696	0	1	8	22	24	26
110	33	ASSIGN	604	1	1	9	12	18	20
110	34	ASSIGN	670	1	1	9	20	35	41
110	35	ASSIGN	573	1	1	10	16	27	38
110	36	ASSIGN	622	1	1	10	18	27	38
110	37	ASSIGN	624	1	1	12	18	29	40
110	38	ASSIGN	582	0	1	15	17	22	42
110	39	ASSIGN	900	1	1	35	36	40	41
110	40	ASSIGN	375	1	2	5	6	10	11
110	41	ASSIGN	309	1	2	5	8	10	13
110	42	ASSIGN	394	1	2	6	10	21	30
110	43	ASSIGN	329	1	2	8	11	19	30
110	44	ASSIGN	648	1	2	13	19	30	41
110	45	ASSIGN	585	0	3	4	5	17	25
110	46	ASSIGN	750	0	3	4	5	25	26
110	47	ASSIGN	330	1	3	7	8	12	31
110	48	ASSIGN	426	1	3	7	11	22	31
110	49	ASSIGN	328	1	3	8	12	29	40
110	50	ASSIGN	363	1	3	9	12	20	31
110	51	ASSIGN	813	1	3	12	20	29	31
110	52	ASSIGN	888	1	3	37	38	41	42
110	53	ASSIGN	362	1	4	9	13	30	41
110	54	ASSIGN	396	1	4	10	13	21	32
110	55	ASSIGN	826	1	4	13	21	30	32
110	56	ASSIGN	308	1	5	8	9	13	14
110	57	ASSIGN	395	1	5	10	14	31	42
110	58	ASSIGN	572	1	5	11	16	20	37
110	59	ASSIGN	825	0	8	9	10	30	31
110	60	ASSIGN	837	0	9	10	11	31	32
110	61	ASSIGN	578	1	9	13	14	17	18
110	62	ASSIGN	603	1	10	13	14	18	19
110	63	ASSIGN	627	1	11	15	16	19	20
110	64	ASSIGN	552	1	13	16	17	21	22
110	65	CONFLICT	-1	-1	16	17	18	38	39
111	0	ASSIGN	0	1	0	1	4	38	39
111	1	ASSIGN	680	0	0	1	14	21	30
111	2	ASSIGN	1	1	0	2	5	6	11
111	3	ASSIGN	500	0	0	2	14	16	18
111	4	ASSIGN	143	1	0	3	9	24	35
111	5	ASSIGN	876	1	0	3	9	35	37
111	6	ASSIGN	21	1	0	3	11	22	37
111	7	ASSIGN	22	1	0	4	8	19	23
111	8	ASSIGN	429	1	0	6	11	15	34
111	9	ASSIGN	675	0	0	7	21	23	25
111	10	ASSIGN	754	0	0	7	23	25	30
111	11	ASSIGN	544	1	0	9	15	24	35
111	12	ASSIGN	546	1	0	9	15	26	37
111	13	ASSIGN	378	0	0	10	12	14	41
111	14	ASSIGN	382	0	0	10	18	20	41
111	15	ASSIGN	700	0	0	12	22	30	42
111	16	ASSIGN	472	0	0	13	18	20	36
111	17	ASSIGN	476	0	0	13	20	22	36
111	18	ASSIGN	606	0	0	18	20	22	36
111	19	ASSIGN	672	0	0	20	21	22	42
111	20	ASSIGN	867	1	0	34	35	38	39
111	21	ASSIGN	42	1	1	2	5	6	10
111	22	ASSIGN	43	1	1	3	6	7	12
111	23	ASSIGN	473	0	1	3	13	19	26
111	24	ASSIGN	581	0	1	3	17	19	21
111	25	ASSIGN	586	0	1	3	17	19	26
111	26	ASSIGN	676	0	1	3	19	21	26
111	27	ASSIGN	770	0	1	3	26	28	30
111	28	ASSIGN	63	1	1	4	12	23	38
111	29	ASSIGN	342	1	1	5	6	9	10
111	30	ASSIGN	64	1	1	5	9	20	24
111	31	ASSIGN	361	1	1	5	9	20	29
111	32	ASSIGN	62	1	1	5	16	22	33
111	33	ASSIGN	458	1	1	7	12	16	33
111	34	ASSIGN	460	1	1	7	12	16	35
111	35	ASSIGN	859	1	1	7	16	33	35
111	36	ASSIGN	504	0	1	14	22	32	34
111	37	ASSIGN	582	0	1	15	17	22	42
111	38	ASSIGN	629	0	1	19	22	32	42
111	39	ASSIGN	83	1	2	3	6	7	11
111	40	ASSIGN	309	1	2	5	8	10	42
111	41	ASSIGN	408	1	2	5	8	11	13
111	42	ASSIGN	102	1	2	5	11	22	37
111	43	ASSIGN	104	1	2	5	13	24	39
111	44	ASSIGN	394	1	2	6	10	21	30
111	45	ASSIGN	103	1	2	6	17	23	34
111	46	ASSIGN	329	1	2	8	11	19	30
111	47	ASSIGN	488	1	2	8	13	17	34
111	48	ASSIGN	695	0	2	9	22	25	32
111	49	ASSIGN	882	1	2	36	37	41	42
111	50	ASSIGN	585	0	3	4	5	17	25
111	51	ASSIGN	750	0	3	4	5	25	26
111	52	ASSIGN	407	1	3	6	7	11	12
111	53	ASSIGN	142	1	3	6	12	23	38
111	54	ASSIGN	330	1	3	7	8	12	31
111	55	ASSIGN	328	1	3	8	12	29	40
111	56	ASSIGN	363	1	3	9	12	20	31
111	57	ASSIGN	517	1	3	9	14	18	35
111	58	ASSIGN	519	1	3	9	14	18	37
111	59	ASSIGN	383	0	3	10	17	19	33
111	60	ASSIGN	813	1	3	12	20	29	31
111	61	ASSIGN	438	1	4	7	8	12	13
111	62	ASSIGN	362	1	4	9	13	30	41
111	63	ASSIGN	545	1	4	10	15	19	36
111	64	ASSIGN	487	1	5	9	13	24	33
111	65	ASSIGN	395	1	5	10	14	31	42
111	66	ASSIGN	428	1	5	11	14	22	33
111	67	ASSIGN	694	1	5	13	16	22	24
111	68	ASSIGN	696	0	6	8	22	24	26
111	69	ASSIGN	459	1	6	12	15	23	34
111	70	ASSIGN	489	1	7	13	16	24	35
111	71	ASSIGN	501	0	7	14	19	21	37
111	72	ASSIGN	518	1	8	14	17	25	36
111	73	ASSIGN	377	0	10	11	12	13	33
111	74	ASSIGN	858	0	11	12	13	33	34
111	75	ASSIGN	468	0	12	13	14	34	35
111	76	ASSIGN	603	1	13	14	18	19	22
111	77	CONFLICT	-1	-1	17	18	19	39	40
112	0	ASSIGN	0	1	0	1	5	6	9
112	1	ASSIGN	680	0	0	1	14	21	30
112	2	ASSIGN	1	1	0	2	5	6	11
112	3	ASSIGN	500	0	0	2	14	16	18
112	4	ASSIGN	143	1	0	3	9	24	35
112	5	ASSIGN	876	1	0	3	9	35	37
112	6	ASSIGN	21	1	0	3	11	22	37
112	7	ASSIGN	22	1	0	4	8	19	23
112	8	ASSIGN	675	0	0	7	21	23	25
112	9	ASSIGN	754	0	0	7	23	25	30
112	10	ASSIGN	544	1	0	9	15	24	35
112	11	ASSIGN	546	1	0	9	15	26	37
112	12	ASSIGN	377	0	0	10	12	13	33
112	13	ASSIGN	378	0	0	10	12	14	41
112	14	ASSIGN	382	0	0	10	18	20	41
112	15	ASSIGN	476	0	0	12	13	22	42
112	16	ASSIGN	866	0	0	12	13	33	42
112	17	ASSIGN	700	0	0	12	22	30	42
112	18	ASSIGN	472	0	0	13	18	20	36
112	19	ASSIGN	606	0	0	18	20	22	36
112	20	ASSIGN	672	0	0	20	21	22	42
112	21	ASSIGN	42	1	1	2	5	6	10
112	22	ASSIGN	43	1	1	3	6	7	12
112	23	ASSIGN	473	0	1	3	13	19	26
112	24	ASSIGN	581	0	1	3	17	19	21
112	25	ASSIGN	586	0	1	3	17	19	26
112	26	ASSIGN	676	0	1	3	19	21	26
112	27	ASSIGN	770	0	1	3	26	28	30
112	28	ASSIGN	828	0	1	3	30	32	34
112	29	ASSIGN	63	1	1	4	12	23	38
112	30	ASSIGN	342	1	1	5	6	9	10
112	31	ASSIGN	64	1	1	5	9	20	24
112	32	ASSIGN	361	1	1	5	9	20	29
112	33	ASSIGN	62	1	1	5	16	22	33
112	34	ASSIGN	874	0	1	11	13	34	42
112	35	ASSIGN	504	0	1	14	22	32	34
112	36	ASSIGN	582	0	1	15	17	22	42
112	37	ASSIGN	629	0	1	19	22	32	42
112	38	ASSIGN	83	1	2	3	6	7	11
112	39	ASSIGN	309	1	2	5	8	10	13
112	40	ASSIGN	102	1	2	5	11	22	37
112	41	ASSIGN	104	1	2	5	13	24	39
112	42	ASSIGN	394	1	2	6	10	21	30
112	43	ASSIGN	103	1	2	6	17	23	34
112	44	ASSIGN	329	1	2	8	11	19	30
112	45	ASSIGN	695	0	2	9	22	25	32
112	46	ASSIGN	862	0	2	15	31	33	38
112	47	ASSIGN	882	1	2	36	37	41	42
112	48	ASSIGN	585	0	3	4	5	17	25
112	49	ASSIGN	750	0	3	4	5	25	26
112	50	ASSIGN	142	1	3	6	12	23	38
112	51	ASSIGN	330	1	3	7	8	12	31
112	52	ASSIGN	328	1	3	8	12	29	40
112	53	ASSIGN	363	1	3	9	12	20	31
112	54	ASSIGN	517	1	3	9	14	18	35
112	55	ASSIGN	519	1	3	9	14	18	37
112	56	ASSIGN	383	0	3	10	17	19	33
112	57	ASSIGN	827	0	3	10	17	30	33
112	58	ASSIGN	833	0	3	10	17	30	39
112	59	ASSIGN	863	0	3	10	17	33	39
112	60	ASSIGN	813	1	3	12	20	29	31
112	61	ASSIGN	871	0	3	16	32	34	39
112	62	ASSIGN	362	1	4	9	13	30	41
112	63	ASSIGN	545	1	4	10	15	19	36
112	64	ASSIGN	832	0	5	7	17	30	38
112	65	ASSIGN	870	0	5	7	34	36	38
112	66	ASSIGN	395	1	5	10	14	31	42
112	67	ASSIGN	694	1	5	13	16	22	24
112	68	ASSIGN	696	0	6	8	22	24	26
112	69	ASSIGN	899	0	6	19	26	39	42
112	70	ASSIGN	501	0	7	14	19	21	37
112	71	ASSIGN	518	1	8	14	17	25	36
112	72	ASSIGN	896	0	9	11	38	40	42
112	73	ASSIGN	858	0	11	12	13	33	34
112	74	ASSIGN	468	0	12	13	14	34	35
112	75	ASSIGN	603	1	13	14	18	19	22
112	76	ASSIGN	893	0	16	17	18	38	39
112	77	CONFLICT	-1	-1	17	18	19	39	40
113	0	ASSIGN	0	1	0	1	4	38	39
113	1	ASSIGN	19	1	0	3	9	20	35
113	2	ASSIGN	143	1	0	3	9	24	35
113	3	ASSIGN	876	1	0	3	9	35	37
113	4	ASSIGN	21	1	0	3	11	22	37
113	5	ASSIGN	181	1	0	4	9	15	24
113	6	ASSIGN	547	1	0	4	15	19	38
113	7	ASSIGN	20	1	0	4	15	21	32
113	8	ASSIGN	41	1	0	4	38	39	42
113	9	ASSIGN	429	1	0	6	11	15	34
113	10	ASSIGN	544	1	0	9	15	24	35
113	11	ASSIGN	546	1	0	9	15	26	37
113	12	ASSIGN	867	1	0	34	35	38	39
113	13	ASSIGN	42	1	1	2	5	6	10
113	14	ASSIGN	43	1	1	3	6	7	12
113	15	ASSIGN	82	1	1	4	7	10	42
113	16	ASSIGN	61	1	1	4	10	21	36
113	17	ASSIGN	182	1	1	4	10	25	36
113	18	ASSIGN	883	1	1	4	10	36	38
113	19	ASSIGN	63	1	1	4	12	23	38
113	20	ASSIGN	342	1	1	5	6	9	10
113	21	ASSIGN	64	1	1	5	9	20	24
113	22	ASSIGN	361	1	1	5	9	20	29
113	23	ASSIGN	62	1	1	5	16	22	33
113	24	ASSIGN	458	1	1	7	12	16	33
113	25	ASSIGN	460	1	1	7	12	16	35
113	26	ASSIGN	859	1	1	7	16	33	35
113	27	ASSIGN	571	1	1	10	16	25	36
113	28	ASSIGN	573	1	1	10	16	27	38
113	29	ASSIGN	875	1	1	35	36	39	40
113	30	ASSIGN	83	1	2	3	6	7	11
113	31	ASSIGN	84	1	2	4	7	8	13
113	32	ASSIGN	309	1	2	5	8	10	13
113	33	ASSIGN	408	1	2	5	8	11	13
113	34	ASSIGN	104	1	2	5	13	24	39
113	35	ASSIGN	105	1	2	6	10	21	25
113	36	ASSIGN	394	1	2	6	10	21	30
113	37	ASSIGN	103	1	2	6	17	23	34
113	38	ASSIGN	329	1	2	8	11	19	30
113	39	ASSIGN	488	1	2	8	13	17	34
113	40	ASSIGN	692	1	2	10	21	36	42
113	41	ASSIGN	882	1	2	36	37	41	42
113	42	ASSIGN	123	1	3	4	7	8	12
113	43	ASSIGN	407	1	3	6	7	11	12
113	44	ASSIGN	142	1	3	6	12	23	38
113	45	ASSIGN	144	1	3	6	14	25	40
113	46	ASSIGN	330	1	3	7	8	12	31
113	47	ASSIGN	712	1	3	7	18	22	42
113	48	ASSIGN	328	1	3	8	12	29	40
113	49	ASSIGN	363	1	3	9	12	20	31
113	50	ASSIGN	517	1	3	9	14	18	35
113	51	ASSIGN	519	1	3	9	14	18	37
113	52	ASSIGN	651	1	3	11	14	20	22
113	53	ASSIGN	813	1	3	12	20	29	31
113	54	ASSIGN	671	1	3	14	20	31	42
113	55	ASSIGN	888	1	3	37	38	41	42
113	56	ASSIGN	438	1	4	7	8	12	13
113	57	ASSIGN	362	1	4	9	13	30	41
113	58	ASSIGN	545	1	4	10	15	19	36
113	59	ASSIGN	308	1	5	8	9	13	14
113	60	ASSIGN	498	1	5	8	11	14	16
113	61	ASSIGN	487	1	5	9	13	14	33
113	62	ASSIGN	395	1	5	10	14	31	42
113	63	ASSIGN	428	1	5	11	14	22	33
113	64	ASSIGN	572	1	5	11	16	20	37
113	65	ASSIGN	459	1	6	12	15	23	34
113	66	ASSIGN	714	1	6	14	17	23	25
113	67	ASSIGN	489	1	7	13	16	24	35
113	68	ASSIGN	825	0	8	9	10	30	31
113	69	ASSIGN	518	1	8	14	17	25	36
113	70	ASSIGN	858	0	11	12	13	33	34
113	71	ASSIGN	497	1	11	14	15	19	20
113	72	ASSIGN	525	1	11	15	16	19	20
113	73	ASSIGN	650	1	12	16	17	20	21
113	74	ASSIGN	672	1	13	16	17	21	22
113	75	CONFLICT	-1	-1	14	15	16	36	37
114	0	ASSIGN	0	1	0	1	4	38	39
114	1	ASSIGN	19	1	0	3	9	20	35
114	2	ASSIGN	143	1	0	3	9	24	35
114	3	ASSIGN	876	1	0	3	9	35	37
114	4	ASSIGN	21	1	0	3	11	22	37
114	5	ASSIGN	181	1	0	4	9	15	24
114	6	ASSIGN	547	1	0	4	15	19	38
114	7	ASSIGN	20	1	0	4	15	21	32
114	8	ASSIGN	41	1	0	4	38	39	42
114	9	ASSIGN	429	1	0	6	11	15	34
114	10	ASSIGN	544	1	0	9	15	24	35
114	11	ASSIGN	546	1	0	9	15	26	37
114	12	ASSIGN	867	1	0	34	35	38	39
114	13	ASSIGN	42	1	1	2	5	6	10
114	14	ASSIGN	43	1	1	3	6	7	12
114	15	ASSIGN	82	1	1	4	7	10	42
114	16	ASSIGN	61	1	1	4	10	21	36
114	17	ASSIGN	182	1	1	4	10	25	36
114	18	ASSIGN	883	1	1	4	10	36	38
114	19	ASSIGN	63	1	1	4	12	23	38
114	20	ASSIGN	342	1	1	5	6	9	10
114	21	ASSIGN	64	1	1	5	9	20	24
114	22	ASSIGN	361	1	1	5	9	20	29
114	23	ASSIGN	62	1	1	5	16	22	33
114	24	ASSIGN	458	1	1	7	12	16	33
114	25	ASSIGN	460	1	1	7	12	16	35
114	26	ASSIGN	859	1	1	7	16	33	35
114	27	ASSIGN	571	1	1	10	16	25	36
114	28	ASSIGN	573	1	1	10	16	27	38
114	29	ASSIGN	875	1	1	35	36	39	40
114	30	ASSIGN	83	1	2	3	6	7	11
114	31	ASSIGN	84	1	2	4	7	8	13
114	32	ASSIGN	309	1	2	5	8	10	13
114	33	ASSIGN	408	1	2	5	8	11	13
114	34	ASSIGN	104	1	2	5	13	24	39
114	35	ASSIGN	105	1	2	6	10	21	25
114	36	ASSIGN	394	1	2	6	10	21	30
114	37	ASSIGN	103	1	2	6	17	23	34
114	38	ASSIGN	329	1	2	8	11	19	30
114	39	ASSIGN	488	1	2	8	13	17	34
114	40	ASSIGN	692	1	2	10	21	36	42
114	41	ASSIGN	882	1	2	36	37	40	41
114	42	ASSIGN	123	1	3	4	7	8	12
114	43	ASSIGN	407	1	3	6	7	11	12
114	44	ASSIGN	142	1	3	6	12	23	38
114	45	ASSIGN	144	1	3	6	14	25	40
114	46	ASSIGN	330	1	3	7	8	12	31
114	47	ASSIGN	712	1	3	7	18	22	42
114	48	ASSIGN	328	1	3	8	12	29	40
114	49	ASSIGN	363	1	3	9	12	20	31
114	50	ASSIGN	517	1	3	9	14	18	35
114	51	ASSIGN	519	1	3	9	14	18	37
114	52	ASSIGN	651	1	3	11	14	20	22
114	53	ASSIGN	813	1	3	12	20	29	31
114	54	ASSIGN	671	1	3	14	20	31	42
114	55	ASSIGN	888	1	3	37	38	41	42
114	56	ASSIGN	438	1	4	7	8	12	13
114	57	ASSIGN	362	1	4	9	13	30	41
114	58	ASSIGN	545	1	4	10	15	19	36
114	59	ASSIGN	308	1	5	8	9	13	14
114	60	ASSIGN	498	1	5	8	11	14	16
114	61	ASSIGN	487	1	5	9	13	14	33
114	62	ASSIGN	395	1	5	10	14	31	42
114	63	ASSIGN	428	1	5	11	14	22	33
114	64	ASSIGN	572	1	5	11	16	20	37
114	65	ASSIGN	459	1	6	12	15	23	34
114	66	ASSIGN	714	1	6	14	17	23	25
114	67	ASSIGN	489	1	7	13	16	24	35
114	68	ASSIGN	825	0	8	9	10	30	31
114	69	ASSIGN	518	1	8	14	17	25	36
114	70	ASSIGN	858	0	11	12	13	33	34
114	71	ASSIGN	497	1	11	14	15	19	20
114	72	ASSIGN	525	1	11	15	16	19	20
114	73	ASSIGN	650	1	12	16	17	20	21
114	74	ASSIGN	672	1	13	16	17	21	22
114	75	CONFLICT	-1	-1	14	15	16	36	37
115	0	ASSIGN	0	1	0	1	4	38	39
115	1	ASSIGN	19	1	0	3	9	20	35
115	2	ASSIGN	143	1	0	3	9	24	35
115	3	ASSIGN	876	1	0	3	9	35	37
115	4	ASSIGN	21	1	0	3	11	22	37
115	5	ASSIGN	181	1	0	4	9	15	24
115	6	ASSIGN	547	1	0	4	15	19	38
115	7	ASSIGN	20	1	0	4	15	21	32
115	8	ASSIGN	41	1	0	4	38	39	42
115	9	ASSIGN	429	1	0	6	11	15	34
115	10	ASSIGN	544	1	0	9	15	24	35
115	11	ASSIGN	546	1	0	9	15	26	37
115	12	ASSIGN	700	0	0	10	12	22	30
115	13	ASSIGN	755	0	0	18	25	31	41
115	14	ASSIGN	867	1	0	34	35	38	39
115	15	ASSIGN	42	1	1	2	5	6	10
115	16	ASSIGN	43	1	1	3	6	7	12
115	17	ASSIGN	770	0	1	3	26	28	30
115	18	ASSIGN	828	0	1	3	30	32	34
115	19	ASSIGN	82	1	1	4	7	10	42
115	20	ASSIGN	61	1	1	4	10	21	36
115	21	ASSIGN	182	1	1	4	10	25	36
115	22	ASSIGN	883	1	1	4	10	36	38
115	23	ASSIGN	63	1	1	4	12	23	38
115	24	ASSIGN	64	1	1	5	9	20	24
115	25	ASSIGN	62	1	1	5	16	22	33
115	26	ASSIGN	458	1	1	7	12	16	33
115	27	ASSIGN	460	1	1	7	12	16	35
115	28	ASSIGN	859	1	1	7	16	33	35
115	29	ASSIGN	701	0	1	8	15	22	31
115	30	ASSIGN	696	0	1	8	22	24	26
115	31	ASSIGN	771	0	1	8	24	26	31
115	32	ASSIGN	571	1	1	10	16	25	36
115	33	ASSIGN	573	1	1	10	16	27	38
115	34	ASSIGN	839	0	1	11	21	31	34
115	35	ASSIGN	774	0	1	14	24	26	34
115	36	ASSIGN	875	1	1	35	36	39	40
115	37	ASSIGN	83	1	2	3	6	7	11
115	38	ASSIGN	84	1	2	4	7	8	13
115	39	ASSIGN	408	1	2	5	8	11	13
115	40	ASSIGN	104	1	2	5	13	24	39
115	41	ASSIGN	105	1	2	6	10	21	25
115	42	ASSIGN	103	1	2	6	17	23	34
115	43	ASSIGN	488	1	2	8	13	17	34
115	44	ASSIGN	695	0	2	9	22	25	32
115	45	ASSIGN	692	1	2	10	21	36	42
115	46	ASSIGN	882	1	2	36	37	41	42
115	47	ASSIGN	123	1	3	4	7	8	12
115	48	ASSIGN	407	1	3	6	7	11	12
115	49	ASSIGN	142	1	3	6	12	23	38
115	50	ASSIGN	144	1	3	6	14	25	40
115	51	ASSIGN	712	1	3	7	18	22	42
115	52	ASSIGN	517	1	3	9	14	18	35
115	53	ASSIGN	519	1	3	9	14	18	37
115	54	ASSIGN	651	1	3	11	14	20	22
115	55	ASSIGN	671	1	3	14	20	31	42
115	56	ASSIGN	888	1	3	37	38	41	42
115	57	ASSIGN	758	0	4	5	18	25	34
115	58	ASSIGN	750	0	4	5	25	26	27
115	59	ASSIGN	438	1	4	7	8	12	13
115	60	ASSIGN	545	1	4	10	15	19	36
115	61	ASSIGN	754	0	5	7	25	30	32
115	62	ASSIGN	498	1	5	8	11	14	16
115	63	ASSIGN	487	1	5	9	13	14	33
115	64	ASSIGN	428	1	5	11	14	22	33
115	65	ASSIGN	572	1	5	11	16	20	37
115	66	ASSIGN	459	1	6	12	15	23	34
115	67	ASSIGN	714	1	6	14	17	23	25
115	68	ASSIGN	489	1	7	13	16	24	35
115	69	ASSIGN	825	0	8	9	10	30	31
115	70	ASSIGN	518	1	8	14	17	25	36
115	71	ASSIGN	858	0	11	12	13	33	34
115	72	ASSIGN	497	1	11	14	15	19	20
115	73	ASSIGN	525	1	11	15	16	19	20
115	74	ASSIGN	650	1	12	16	17	20	21
115	75	ASSIGN	672	1	13	16	17	21	22
115	76	CONFLICT	-1	-1	14	15	16	36	37
116	0	ASSIGN	0	1	0	1	4	38	39
116	1	ASSIGN	19	1	0	3	9	20	35
116	2	ASSIGN	143	1	0	3	9	24	35
116	3	ASSIGN	876	1	0	3	9	35	37
116	4	ASSIGN	21	1	0	3	11	22	37
116	5	ASSIGN	181	1	0	4	9	15	24
116	6	ASSIGN	547	1	0	4	15	19	38
116	7	ASSIGN	20	1	0	4	15	21	32
116	8	ASSIGN	41	1	0	4	38	39	42
116	9	ASSIGN	429	1	0	6	11	15	34
116	10	ASSIGN	544	1	0	9	15	24	35
116	11	ASSIGN	546	1	0	9	15	26	37
116	12	ASSIGN	700	0	0	10	12	22	30
116	13	ASSIGN	755	0	0	18	25	31	41
116	14	ASSIGN	867	1	0	34	35	38	39
116	15	ASSIGN	42	1	1	2	5	6	10
116	16	ASSIGN	43	1	1	3	6	7	12
116	17	ASSIGN	770	0	1	3	26	28	30
116	18	ASSIGN	828	0	1	3	30	32	34
116	19	ASSIGN	82	1	1	4	7	10	42
116	20	ASSIGN	61	1	1	4	10	21	36
116	21	ASSIGN	182	1	1	4	10	25	36
116	22	ASSIGN	883	1	1	4	10	36	38
116	23	ASSIGN	63	1	1	4	12	23	38
116	24	ASSIGN	64	1	1	5	9	20	24
116	25	ASSIGN	62	1	1	5	16	22	33
116	26	ASSIGN	458	1	1	7	12	16	33
116	27	ASSIGN	460	1	1	7	12	16	35
116	28	ASSIGN	859	1	1	7	16	33	35
116	29	ASSIGN	701	0	1	8	15	22	31
116	30	ASSIGN	696	0	1	8	22	24	26
116	31	ASSIGN	771	0	1	8	24	26	31
116	32	ASSIGN	571	1	1	10	16	25	36
116	33	ASSIGN	573	1	1	10	16	27	38
116	34	ASSIGN	839	0	1	11	21	31	34
116	35	ASSIGN	774	0	1	14	24	26	34
116	36	ASSIGN	875	1	1	35	36	39	40
116	37	ASSIGN	83	1	2	3	6	7	11
116	38	ASSIGN	84	1	2	4	7	8	13
116	39	ASSIGN	408	1	2	5	8	11	13
116	40	ASSIGN	104	1	2	5	13	24	39
116	41	ASSIGN	105	1	2	6	10	21	25
116	42	ASSIGN	103	1	2	6	17	23	34
116	43	ASSIGN	488	1	2	8	13	17	34
116	44	ASSIGN	695	0	2	9	22	25	32
116	45	ASSIGN	692	1	2	10	21	36	42
116	46	ASSIGN	882	1	2	36	37	40	41
116	47	ASSIGN	123	1	3	4	7	8	12
116	48	ASSIGN	407	1	3	6	7	11	12
116	49	ASSIGN	142	1	3	6	12	23	38
116	50	ASSIGN	144	1	3	6	14	25	40
116	51	ASSIGN	712	1	3	7	18	22	42
116	52	ASSIGN	517	1	3	9	14	18	35
116	53	ASSIGN	519	1	3	9	14	18	37
116	54	ASSIGN	651	1	3	11	14	20	22
116	55	ASSIGN	671	1	3	14	20	31	42
116	56	ASSIGN	888	1	3	37	38	41	42
116	57	ASSIGN	758	0	4	5	18	25	34
116	58	ASSIGN	750	0	4	5	25	26	27
116	59	ASSIGN	438	1	4	7	8	12	13
116	60	ASSIGN	545	1	4	10	15	19	36
116	61	ASSIGN	754	0	5	7	25	30	32
116	62	ASSIGN	498	1	5	8	11	14	16
116	63	ASSIGN	487	1	5	9	13	14	33
116	64	ASSIGN	428	1	5	11	14	22	33
116	65	ASSIGN	572	1	5	11	16	20	37
116	66	ASSIGN	459	1	6	12	15	23	34
116	67	ASSIGN	714	1	6	14	17	23	25
116	68	ASSIGN	489	1	7	13	16	24	35
116	69	ASSIGN	825	0	8	9	10	30	31
116	70	ASSIGN	518	1	8	14	17	25	36
116	71	ASSIGN	858	0	11	12	13	33	34
116	72	ASSIGN	497	1	11	14	15	19	20
116	73	ASSIGN	525	1	11	15	16	19	20
116	74	ASSIGN	650	1	12	16	17	20	21
116	75	ASSIGN	672	1	13	16	17	21	22
116	76	CONFLICT	-1	-1	14	15	16	36	37
117	0	ASSIGN	680	0	0	1	14	21	30
117	1	ASSIGN	672	0	0	1	21	22	42
117	2	ASSIGN	700	0	0	1	22	30	42
117	3	ASSIGN	695	0	0	2	12	22	25
117	4	ASSIGN	646	1	0	4	15	19	39
117	5	ASSIGN	427	1	0	6	11	15	32
117	6	ASSIGN	429	1	0	6	11	15	34
117	7	ASSIGN	849	1	0	6	15	32	34
117	8	ASSIGN	598	1	0	6	17	32	38
117	9	ASSIGN	600	1	0	6	17	32	40
117	10	ASSIGN	894	1	0	6	32	38	40
117	11	ASSIGN	675	0	0	7	21	23	25
117	12	ASSIGN	754	0	0	7	23	25	30
117	13	ASSIGN	579	1	0	8	11	17	19
117	14	ASSIGN	647	1	0	8	19	34	40
117	15	ASSIGN	599	1	0	11	17	28	39
117	16	ASSIGN	865	0	0	20	21	33	41
117	17	ASSIGN	866	0	0	20	21	33	42
117	18	ASSIGN	902	0	0	20	21	41	42
117	19	ASSIGN	893	1	0	34	35	38	39
117	20	ASSIGN	897	1	0	34	35	39	40
117	21	ASSIGN	161	0	1	3	13	15	42
117	22	ASSIGN	156	0	1	3	15	17	37
117	23	ASSIGN	581	0	1	3	17	19	21
117	24	ASSIGN	586	0	1	3	17	19	26
117	25	ASSIGN	676	0	1	3	19	21	26
117	26	ASSIGN	770	0	1	3	26	28	30
117	27	ASSIGN	376	1	1	4	7	10	12
117	28	ASSIGN	342	1	1	5	6	9	10
117	29	ASSIGN	361	1	1	5	9	20	29
117	30	ASSIGN	397	1	1	5	10	16	33
117	31	ASSIGN	574	1	1	5	16	20	39
117	32	ASSIGN	553	1	1	7	10	16	18
117	33	ASSIGN	458	1	1	7	12	16	33
117	34	ASSIGN	623	1	1	7	18	33	39
117	35	ASSIGN	696	0	1	8	22	24	26
117	36	ASSIGN	573	1	1	10	16	27	38
117	37	ASSIGN	622	1	1	10	18	27	38
117	38	ASSIGN	624	1	1	12	18	29	40
117	39	ASSIGN	582	0	1	15	17	22	42
117	40	ASSIGN	892	0	1	15	17	37	42
117	41	ASSIGN	157	0	2	3	15	16	38
117	42	ASSIGN	375	1	2	5	6	10	11
117	43	ASSIGN	309	1	2	5	8	10	13
117	44	ASSIGN	408	1	2	5	8	11	13
117	45	ASSIGN	394	1	2	6	10	21	30
117	46	ASSIGN	329	1	2	8	11	19	30
117	47	ASSIGN	488	1	2	8	13	17	34
117	48	ASSIGN	862	0	2	15	31	33	38
117	49	ASSIGN	585	0	3	4	5	17	25
117	50	ASSIGN	750	0	3	4	5	25	26
117	51	ASSIGN	160	0	3	5	19	21	41
117	52	ASSIGN	407	1	3	6	7	11	12
117	53	ASSIGN	330	1	3	7	8	12	31
117	54	ASSIGN	328	1	3	8	12	29	40
117	55	ASSIGN	363	1	3	9	12	20	31
117	56	ASSIGN	813	1	3	12	20	29	31
117	57	ASSIGN	861	0	4	6	33	35	37
117	58	ASSIGN	438	1	4	7	8	12	13
117	59	ASSIGN	457	1	4	8	12	23	32
