source	step	kind	edge_index	value	v0	v1	v2	v3	v4
22	15	ASSIGN	586	0	1	3	17	19	26
22	16	ASSIGN	676	0	1	3	19	21	26
22	17	ASSIGN	803	0	1	3	21	28	34
22	18	ASSIGN	770	0	1	3	26	28	30
22	19	ASSIGN	376	1	1	4	7	10	12
22	20	ASSIGN	182	1	1	4	10	25	36
22	21	ASSIGN	63	1	1	4	12	23	38
22	22	ASSIGN	397	1	1	5	10	16	33
22	23	ASSIGN	64	1	1	5	16	20	24
22	24	ASSIGN	574	1	1	5	16	20	39
22	25	ASSIGN	553	1	1	7	10	16	18
22	26	ASSIGN	458	1	1	7	12	16	33
22	27	ASSIGN	623	1	1	7	18	33	39
22	28	ASSIGN	312	0	1	8	13	15	31
22	29	ASSIGN	313	0	1	8	14	21	28
22	30	ASSIGN	316	0	1	8	15	17	31
22	31	ASSIGN	806	0	1	8	15	28	37
22	32	ASSIGN	696	0	1	8	22	24	26
22	33	ASSIGN	573	1	1	10	16	27	38
22	34	ASSIGN	622	1	1	10	18	27	38
22	35	ASSIGN	869	0	1	14	21	34	37
22	36	ASSIGN	582	0	1	15	17	22	42
22	37	ASSIGN	83	1	2	3	6	40	41
22	38	ASSIGN	84	1	2	4	7	10	13
22	39	ASSIGN	375	1	2	5	6	10	11
22	40	ASSIGN	103	1	2	6	17	23	34
22	41	ASSIGN	104	1	2	7	13	24	39
22	42	ASSIGN	105	1	2	8	19	25	36
22	43	ASSIGN	346	0	2	9	14	16	32
22	44	ASSIGN	695	0	2	9	22	25	32
22	45	ASSIGN	597	1	2	11	17	26	37
22	46	ASSIGN	757	0	2	12	25	33	35
22	47	ASSIGN	123	1	3	4	7	41	42
22	48	ASSIGN	207	0	3	5	13	15	36
22	49	ASSIGN	142	1	3	6	12	23	38
22	50	ASSIGN	144	1	3	6	14	25	40
22	51	ASSIGN	802	0	3	10	26	28	33
22	52	ASSIGN	888	1	3	37	38	41	42
22	53	ASSIGN	208	0	4	5	14	26	27
22	54	ASSIGN	585	0	4	5	17	25	27
22	55	ASSIGN	758	0	4	5	18	25	34
22	56	ASSIGN	750	0	4	5	25	26	27
22	57	ASSIGN	819	0	4	6	27	29	37
22	58	ASSIGN	861	0	4	6	33	35	37
22	59	ASSIGN	457	1	4	8	12	23	32
22	60	ASSIGN	396	1	4	10	13	21	32
22	61	ASSIGN	816	0	4	11	27	29	34
22	62	ASSIGN	499	0	4	14	17	24	37
22	63	ASSIGN	202	0	5	7	8	21	28
22	64	ASSIGN	203	0	5	7	9	19	21
22	65	ASSIGN	752	0	5	7	25	27	28
22	66	ASSIGN	754	0	5	7	25	30	32
22	67	ASSIGN	428	1	5	11	14	22	33
22	68	ASSIGN	572	1	5	11	16	20	37
22	69	ASSIGN	798	0	6	7	8	28	29
22	70	ASSIGN	714	1	6	14	17	23	25
22	71	ASSIGN	308	0	7	8	9	29	30
22	72	ASSIGN	349	0	7	9	17	19	29
22	73	ASSIGN	675	0	7	9	21	23	25
22	74	ASSIGN	407	1	7	11	12	15	16
22	75	ASSIGN	345	0	9	11	13	23	25
22	76	ASSIGN	848	0	10	11	12	32	33
22	77	ASSIGN	858	0	11	12	13	33	34
22	78	ASSIGN	468	0	12	13	14	34	35
22	79	ASSIGN	578	1	13	14	17	18	22
22	80	ASSIGN	552	1	13	16	17	21	22
22	81	ASSIGN	893	0	16	17	18	38	39
22	82	CONFLICT	-1	-1	17	21	22	25	26
23	0	ASSIGN	0	1	0	1	4	38	39
23	1	ASSIGN	19	1	0	3	9	20	35
23	2	ASSIGN	143	1	0	3	9	24	35
23	3	ASSIGN	876	1	0	3	9	35	37
23	4	ASSIGN	21	1	0	3	11	22	37
23	5	ASSIGN	181	1	0	4	9	15	24
23	6	ASSIGN	547	1	0	4	15	19	38
23	7	ASSIGN	20	1	0	4	15	21	32
23	8	ASSIGN	41	1	0	4	38	39	42
23	9	ASSIGN	526	1	0	6	11	15	17
23	10	ASSIGN	598	1	0	6	17	32	38
23	11	ASSIGN	544	1	0	9	15	24	35
23	12	ASSIGN	546	1	0	9	15	26	37
23	13	ASSIGN	597	1	0	11	17	26	37
23	14	ASSIGN	867	1	0	34	35	38	39
23	15	ASSIGN	42	1	1	2	5	6	10
23	16	ASSIGN	43	1	1	3	6	9	12
23	17	ASSIGN	471	0	1	3	13	15	17
23	18	ASSIGN	82	1	1	4	7	10	42
23	19	ASSIGN	61	1	1	4	10	21	36
23	20	ASSIGN	182	1	1	4	10	25	36
23	21	ASSIGN	883	1	1	4	10	36	38
23	22	ASSIGN	63	1	1	4	12	23	38
23	23	ASSIGN	64	1	1	5	16	20	24
23	24	ASSIGN	62	1	1	5	16	22	33
23	25	ASSIGN	458	1	1	7	12	16	33
23	26	ASSIGN	460	1	1	7	12	16	35
23	27	ASSIGN	859	1	1	7	16	33	35
23	28	ASSIGN	312	0	1	8	13	15	31
23	29	ASSIGN	313	0	1	8	14	21	28
23	30	ASSIGN	316	0	1	8	15	17	31
23	31	ASSIGN	571	1	1	10	16	25	36
23	32	ASSIGN	573	1	1	10	16	27	38
23	33	ASSIGN	875	1	1	35	36	39	40
23	34	ASSIGN	83	1	2	3	6	40	41
23	35	ASSIGN	84	1	2	4	7	10	13
23	36	ASSIGN	105	1	2	6	10	21	25
23	37	ASSIGN	103	1	2	6	17	23	34
23	38	ASSIGN	104	1	2	7	13	24	39
23	39	ASSIGN	488	1	2	8	13	17	34
23	40	ASSIGN	692	1	2	10	21	36	42
23	41	ASSIGN	882	1	2	36	37	40	41
23	42	ASSIGN	123	1	3	4	7	41	42
23	43	ASSIGN	207	0	3	5	13	26	36
23	44	ASSIGN	142	1	3	6	12	23	38
23	45	ASSIGN	144	1	3	6	14	25	40
23	46	ASSIGN	712	1	3	7	18	22	42
23	47	ASSIGN	651	1	3	11	14	20	22
23	48	ASSIGN	517	1	3	11	14	20	35
23	49	ASSIGN	519	1	3	11	14	20	37
23	50	ASSIGN	671	1	3	14	20	31	42
23	51	ASSIGN	888	1	3	37	38	41	42
23	52	ASSIGN	208	0	4	5	14	26	27
23	53	ASSIGN	545	1	4	10	15	19	36
23	54	ASSIGN	499	0	4	14	17	24	37
23	55	ASSIGN	202	0	5	7	8	21	28
23	56	ASSIGN	203	0	5	7	9	19	21
23	57	ASSIGN	498	1	5	8	11	14	16
23	58	ASSIGN	572	1	5	11	16	20	37
23	59	ASSIGN	487	1	5	13	16	22	33
23	60	ASSIGN	459	1	6	12	15	23	34
23	61	ASSIGN	714	1	6	14	17	23	25
23	62	ASSIGN	308	0	7	8	9	29	30
23	63	ASSIGN	346	0	7	9	14	21	34
23	64	ASSIGN	349	0	7	9	17	19	29
23	65	ASSIGN	525	1	7	11	12	15	16
23	66	ASSIGN	489	1	7	13	16	24	35
23	67	ASSIGN	552	1	8	11	12	16	17
23	68	ASSIGN	518	1	8	14	17	25	36
23	69	ASSIGN	345	0	9	11	13	23	25
23	70	ASSIGN	497	1	11	14	15	19	20
23	71	ASSIGN	468	0	13	14	15	35	36
23	72	CONFLICT	-1	-1	14	15	16	36	37
24	0	ASSIGN	680	0	0	1	14	21	30
24	1	ASSIGN	672	0	0	1	21	22	42
24	2	ASSIGN	700	0	0	1	22	30	42
24	3	ASSIGN	143	1	0	3	9	24	35
24	4	ASSIGN	876	1	0	3	9	35	37
24	5	ASSIGN	181	1	0	4	9	15	24
24	6	ASSIGN	547	1	0	4	15	19	38
24	7	ASSIGN	526	1	0	6	11	15	17
24	8	ASSIGN	598	1	0	6	17	32	38
24	9	ASSIGN	544	1	0	9	15	24	35
24	10	ASSIGN	546	1	0	9	15	26	37
24	11	ASSIGN	597	1	0	11	17	28	37
24	12	ASSIGN	867	1	0	34	35	38	39
24	13	ASSIGN	42	1	1	2	5	6	10
24	14	ASSIGN	43	1	1	3	6	9	12
24	15	ASSIGN	471	0	1	3	13	15	17
24	16	ASSIGN	581	0	1	3	17	19	21
24	17	ASSIGN	586	0	1	3	17	19	26
24	18	ASSIGN	676	0	1	3	19	21	26
24	19	ASSIGN	770	0	1	3	26	28	30
24	20	ASSIGN	182	1	1	4	10	25	36
24	21	ASSIGN	883	1	1	4	10	36	38
24	22	ASSIGN	63	1	1	4	12	23	38
24	23	ASSIGN	64	1	1	5	16	20	24
24	24	ASSIGN	458	1	1	7	12	16	33
24	25	ASSIGN	460	1	1	7	12	16	35
24	26	ASSIGN	859	1	1	7	16	33	35
24	27	ASSIGN	312	0	1	8	13	15	31
24	28	ASSIGN	313	0	1	8	14	21	28
24	29	ASSIGN	316	0	1	8	15	17	31
24	30	ASSIGN	696	0	1	8	22	24	26
24	31	ASSIGN	571	1	1	10	16	25	36
24	32	ASSIGN	573	1	1	10	16	27	38
24	33	ASSIGN	582	0	1	15	17	22	42
24	34	ASSIGN	875	1	1	35	36	39	40
24	35	ASSIGN	83	1	2	3	6	40	41
24	36	ASSIGN	84	1	2	4	7	10	13
24	37	ASSIGN	105	1	2	6	10	25	34
24	38	ASSIGN	103	1	2	6	17	23	34
24	39	ASSIGN	104	1	2	7	13	24	39
24	40	ASSIGN	488	1	2	8	13	17	34
24	41	ASSIGN	695	0	2	9	22	25	32
24	42	ASSIGN	882	1	2	36	37	40	41
24	43	ASSIGN	123	1	3	4	7	41	42
24	44	ASSIGN	207	0	3	5	13	26	36
24	45	ASSIGN	142	1	3	6	12	23	38
24	46	ASSIGN	144	1	3	6	14	25	40
24	47	ASSIGN	517	1	3	11	14	20	35
24	48	ASSIGN	519	1	3	11	14	20	37
24	49	ASSIGN	888	1	3	37	38	41	42
24	50	ASSIGN	208	0	4	5	14	26	27
24	51	ASSIGN	585	0	4	5	17	18	25
24	52	ASSIGN	750	0	4	5	25	26	27
24	53	ASSIGN	545	1	4	10	15	19	36
24	54	ASSIGN	499	0	4	14	17	24	37
24	55	ASSIGN	202	0	5	7	8	21	28
24	56	ASSIGN	203	0	5	7	9	19	21
24	57	ASSIGN	754	0	5	7	25	30	32
24	58	ASSIGN	498	1	5	8	11	14	16
24	59	ASSIGN	572	1	5	11	16	20	37
24	60	ASSIGN	487	1	5	13	16	22	33
24	61	ASSIGN	459	1	6	12	15	23	34
24	62	ASSIGN	714	1	6	14	17	23	25
24	63	ASSIGN	308	0	7	8	9	29	30
24	64	ASSIGN	346	0	7	9	14	21	34
24	65	ASSIGN	349	0	7	9	17	19	29
24	66	ASSIGN	675	0	7	9	21	23	25
24	67	ASSIGN	525	1	7	11	12	15	16
24	68	ASSIGN	489	1	7	13	16	24	35
24	69	ASSIGN	552	1	8	11	12	16	17
24	70	ASSIGN	518	1	8	14	17	25	36
24	71	ASSIGN	345	0	9	11	13	23	25
24	72	ASSIGN	497	1	11	14	15	19	20
24	73	ASSIGN	468	0	13	14	15	35	36
24	74	CONFLICT	-1	-1	14	15	16	36	37
25	0	ASSIGN	0	1	0	1	4	38	39
25	1	ASSIGN	123	1	0	3	4	8	9
25	2	ASSIGN	238	1	0	3	6	8	9
25	3	ASSIGN	143	1	0	3	9	24	35
25	4	ASSIGN	21	1	0	3	11	22	37
25	5	ASSIGN	327	1	0	4	8	9	28
25	6	ASSIGN	181	1	0	4	9	15	24
25	7	ASSIGN	547	1	0	4	15	19	38
25	8	ASSIGN	20	1	0	4	15	21	32
25	9	ASSIGN	41	1	0	4	38	39	42
25	10	ASSIGN	526	1	0	6	9	15	17
25	11	ASSIGN	258	1	0	6	9	17	28
25	12	ASSIGN	598	1	0	6	17	32	38
25	13	ASSIGN	675	0	0	7	21	23	25
25	14	ASSIGN	546	1	0	9	15	26	37
25	15	ASSIGN	597	1	0	9	17	28	37
25	16	ASSIGN	654	0	0	13	20	25	27
25	17	ASSIGN	658	0	0	13	20	29	42
25	18	ASSIGN	679	0	0	21	29	31	41
25	19	ASSIGN	867	1	0	34	35	38	39
25	20	ASSIGN	586	0	1	3	17	19	26
25	21	ASSIGN	82	1	1	4	7	10	42
25	22	ASSIGN	61	1	1	4	10	21	36
25	23	ASSIGN	182	1	1	4	10	25	36
25	24	ASSIGN	883	1	1	4	10	36	38
25	25	ASSIGN	259	1	1	5	6	10	29
25	26	ASSIGN	62	1	1	5	16	22	33
25	27	ASSIGN	257	1	1	6	10	27	38
25	28	ASSIGN	292	1	1	7	10	16	27
25	29	ASSIGN	294	1	1	7	10	18	29
25	30	ASSIGN	458	1	1	7	12	16	33
25	31	ASSIGN	460	1	1	7	12	16	35
25	32	ASSIGN	859	1	1	7	16	33	35
25	33	ASSIGN	676	0	1	8	21	26	28
25	34	ASSIGN	571	1	1	10	16	25	36
25	35	ASSIGN	573	1	1	10	16	27	38
25	36	ASSIGN	784	1	1	10	18	27	29
25	37	ASSIGN	581	0	1	17	19	21	31
25	38	ASSIGN	875	1	1	35	36	39	40
25	39	ASSIGN	83	1	2	3	6	40	41
25	40	ASSIGN	84	1	2	4	7	10	13
25	41	ASSIGN	104	1	2	5	13	24	39
25	42	ASSIGN	105	1	2	6	10	21	25
25	43	ASSIGN	295	1	2	7	11	26	30
25	44	ASSIGN	293	1	2	7	11	28	39
25	45	ASSIGN	329	1	2	8	11	19	30
25	46	ASSIGN	488	1	2	8	13	17	34
25	47	ASSIGN	490	1	2	8	13	17	36
25	48	ASSIGN	868	1	2	8	17	34	36
25	49	ASSIGN	753	0	2	9	25	27	29
25	50	ASSIGN	692	1	2	10	21	36	42
25	51	ASSIGN	799	1	2	11	19	28	30
25	52	ASSIGN	882	1	2	36	37	40	41
25	53	ASSIGN	237	1	3	6	7	11	12
25	54	ASSIGN	439	1	3	6	9	12	14
25	55	ASSIGN	144	1	3	6	14	25	40
25	56	ASSIGN	273	1	3	7	8	11	12
25	57	ASSIGN	712	1	3	7	18	22	42
25	58	ASSIGN	328	1	3	8	12	29	40
25	59	ASSIGN	517	1	3	9	14	18	35
25	60	ASSIGN	585	0	4	5	17	18	25
25	61	ASSIGN	750	0	4	5	25	26	27
25	62	ASSIGN	769	0	4	6	16	26	29
25	63	ASSIGN	655	0	4	6	20	26	27
25	64	ASSIGN	438	1	4	8	9	12	13
25	65	ASSIGN	545	1	4	10	15	19	36
25	66	ASSIGN	580	0	4	17	18	20	40
25	67	ASSIGN	468	1	5	8	9	13	14
25	68	ASSIGN	487	1	5	9	13	24	33
25	69	ASSIGN	572	1	5	11	16	20	37
25	70	ASSIGN	798	0	6	7	8	28	29
25	71	ASSIGN	516	1	6	10	14	15	34
25	72	ASSIGN	459	1	6	12	15	23	34
25	73	ASSIGN	525	1	7	11	12	15	16
25	74	ASSIGN	489	1	7	13	16	24	35
25	75	ASSIGN	552	1	8	11	12	16	17
25	76	ASSIGN	518	1	8	14	17	25	36
25	77	CONFLICT	-1	-1	12	13	14	34	35
26	0	ASSIGN	0	1	0	1	5	6	9
26	1	ASSIGN	33	0	0	1	13	14	34
26	2	ASSIGN	34	0	0	2	12	14	35
26	3	ASSIGN	37	0	0	2	18	20	38
26	4	ASSIGN	123	1	0	3	4	8	9
26	5	ASSIGN	238	1	0	3	6	8	9
26	6	ASSIGN	143	1	0	3	9	24	35
26	7	ASSIGN	21	1	0	3	11	22	37
26	8	ASSIGN	327	1	0	4	8	9	28
26	9	ASSIGN	181	1	0	4	9	15	24
26	10	ASSIGN	547	1	0	4	15	19	38
26	11	ASSIGN	20	1	0	4	15	21	32
26	12	ASSIGN	526	1	0	6	9	15	17
26	13	ASSIGN	258	1	0	6	9	17	28
26	14	ASSIGN	598	1	0	6	17	32	38
26	15	ASSIGN	600	1	0	6	17	32	40
26	16	ASSIGN	675	0	0	7	21	23	25
26	17	ASSIGN	579	1	0	8	11	17	19
26	18	ASSIGN	647	1	0	8	19	34	40
26	19	ASSIGN	546	1	0	9	15	26	37
26	20	ASSIGN	597	1	0	9	17	28	37
26	21	ASSIGN	38	0	0	10	12	39	41
26	22	ASSIGN	646	1	0	11	15	19	39
26	23	ASSIGN	599	1	0	11	17	28	39
26	24	ASSIGN	654	0	0	13	20	25	27
26	25	ASSIGN	658	0	0	13	20	29	36
26	26	ASSIGN	679	0	0	21	29	31	41
26	27	ASSIGN	586	0	1	3	17	19	26
26	28	ASSIGN	828	0	1	3	30	32	34
26	29	ASSIGN	82	1	1	4	7	10	42
26	30	ASSIGN	61	1	1	4	10	21	36
26	31	ASSIGN	182	1	1	4	10	25	36
26	32	ASSIGN	883	1	1	4	10	36	38
26	33	ASSIGN	259	1	1	5	6	10	29
26	34	ASSIGN	62	1	1	5	16	22	33
26	35	ASSIGN	257	1	1	6	10	27	38
26	36	ASSIGN	292	1	1	7	10	16	27
26	37	ASSIGN	294	1	1	7	10	18	29
26	38	ASSIGN	623	1	1	7	18	33	39
26	39	ASSIGN	676	0	1	8	21	26	28
26	40	ASSIGN	571	1	1	10	16	25	36
26	41	ASSIGN	573	1	1	10	16	27	38
26	42	ASSIGN	784	1	1	10	18	27	29
26	43	ASSIGN	624	1	1	12	18	29	40
26	44	ASSIGN	581	0	1	17	19	21	31
26	45	ASSIGN	83	1	2	3	6	40	41
26	46	ASSIGN	84	1	2	4	7	10	13
26	47	ASSIGN	104	1	2	5	13	24	39
26	48	ASSIGN	105	1	2	6	10	21	25
26	49	ASSIGN	295	1	2	7	11	26	30
26	50	ASSIGN	293	1	2	7	11	28	39
26	51	ASSIGN	329	1	2	8	11	19	30
26	52	ASSIGN	753	0	2	9	25	27	29
26	53	ASSIGN	692	1	2	10	21	36	42
26	54	ASSIGN	799	1	2	11	19	28	30
26	55	ASSIGN	877	0	2	15	22	35	38
26	56	ASSIGN	882	1	2	36	37	40	41
26	57	ASSIGN	237	1	3	6	7	11	12
26	58	ASSIGN	144	1	3	6	14	25	40
26	59	ASSIGN	273	1	3	7	8	11	12
26	60	ASSIGN	712	1	3	7	18	22	42
26	61	ASSIGN	328	1	3	8	12	29	40
26	62	ASSIGN	833	0	3	10	17	30	39
26	63	ASSIGN	871	0	3	16	32	34	39
26	64	ASSIGN	585	0	4	5	17	25	27
26	65	ASSIGN	750	0	4	5	25	26	27
26	66	ASSIGN	769	0	4	6	16	26	29
26	67	ASSIGN	655	0	4	6	20	26	27
26	68	ASSIGN	545	1	4	10	15	19	36
26	69	ASSIGN	580	0	4	17	20	27	40
26	70	ASSIGN	832	0	5	7	17	30	38
26	71	ASSIGN	870	0	5	7	34	36	38
26	72	ASSIGN	572	1	5	11	16	20	37
26	73	ASSIGN	829	0	5	12	28	30	35
26	74	ASSIGN	798	0	6	7	8	28	29
26	75	ASSIGN	878	0	6	8	35	37	39
26	76	ASSIGN	525	1	7	11	12	15	16
26	77	ASSIGN	552	1	8	11	12	16	17
26	78	ASSIGN	603	1	10	14	15	18	19
26	79	ASSIGN	867	0	12	13	14	34	35
26	80	ASSIGN	578	1	14	17	18	22	23
26	81	ASSIGN	888	0	15	16	17	37	38
26	82	ASSIGN	893	0	16	17	18	38	39
26	83	ASSIGN	897	0	17	18	19	39	40
26	84	ASSIGN	650	1	17	20	21	25	26
26	85	ASSIGN	672	1	17	21	22	25	26
26	86	CONFLICT	-1	-1	19	20	21	41	42
27	0	ASSIGN	33	0	0	1	13	14	34
27	1	ASSIGN	34	0	0	2	12	14	35
27	2	ASSIGN	37	0	0	2	18	20	38
27	3	ASSIGN	123	1	0	3	4	8	9
27	4	ASSIGN	124	1	0	3	5	6	9
27	5	ASSIGN	238	1	0	3	6	8	9
27	6	ASSIGN	143	1	0	3	9	24	35
27	7	ASSIGN	145	1	0	3	9	26	35
27	8	ASSIGN	162	1	0	4	5	8	9
27	9	ASSIGN	327	1	0	4	8	9	28
27	10	ASSIGN	181	1	0	4	9	15	24
27	11	ASSIGN	183	1	0	4	9	15	26
27	12	ASSIGN	547	1	0	4	15	19	38
27	13	ASSIGN	220	1	0	5	9	26	37
27	14	ASSIGN	526	1	0	6	9	15	17
27	15	ASSIGN	258	1	0	6	9	17	28
27	16	ASSIGN	598	1	0	6	17	32	38
27	17	ASSIGN	600	1	0	6	17	32	40
27	18	ASSIGN	579	1	0	8	11	17	19
27	19	ASSIGN	647	1	0	8	19	34	40
27	20	ASSIGN	733	1	0	9	15	24	26
27	21	ASSIGN	546	1	0	9	15	26	37
27	22	ASSIGN	597	1	0	9	17	26	37
27	23	ASSIGN	38	0	0	10	12	39	41
27	24	ASSIGN	646	1	0	11	15	19	39
27	25	ASSIGN	599	1	0	11	17	28	39
27	26	ASSIGN	828	0	1	3	30	32	34
27	27	ASSIGN	182	1	1	4	10	25	36
27	28	ASSIGN	184	1	1	4	10	27	36
27	29	ASSIGN	883	1	1	4	10	36	38
27	30	ASSIGN	219	1	1	5	6	10	25
27	31	ASSIGN	259	1	1	5	6	10	29
27	32	ASSIGN	221	1	1	5	10	16	27
27	33	ASSIGN	257	1	1	6	10	27	38
27	34	ASSIGN	292	1	1	7	10	16	27
27	35	ASSIGN	294	1	1	7	10	18	29
27	36	ASSIGN	623	1	1	7	18	33	39
27	37	ASSIGN	751	1	1	10	16	25	27
27	38	ASSIGN	571	1	1	10	16	25	36
27	39	ASSIGN	573	1	1	10	16	27	38
27	40	ASSIGN	784	1	1	10	18	27	29
27	41	ASSIGN	624	1	1	12	18	29	40
27	42	ASSIGN	83	1	2	3	6	40	41
27	43	ASSIGN	84	1	2	4	7	10	13
27	44	ASSIGN	104	1	2	5	13	24	39
27	45	ASSIGN	105	1	2	6	10	21	25
27	46	ASSIGN	295	1	2	7	11	26	30
27	47	ASSIGN	293	1	2	7	11	28	39
27	48	ASSIGN	329	1	2	8	11	19	30
27	49	ASSIGN	799	1	2	11	19	28	30
27	50	ASSIGN	877	0	2	15	22	35	38
27	51	ASSIGN	882	1	2	36	37	40	41
27	52	ASSIGN	237	1	3	6	7	11	12
27	53	ASSIGN	144	1	3	6	14	25	40
27	54	ASSIGN	273	1	3	7	8	11	12
27	55	ASSIGN	328	1	3	8	12	29	40
27	56	ASSIGN	833	0	3	10	17	30	39
27	57	ASSIGN	871	0	3	16	32	34	39
27	58	ASSIGN	888	1	3	37	38	41	42
27	59	ASSIGN	545	1	4	10	15	19	36
27	60	ASSIGN	832	0	5	7	17	30	38
27	61	ASSIGN	870	0	5	7	34	36	38
27	62	ASSIGN	572	1	5	11	16	20	37
27	63	ASSIGN	829	0	5	12	28	30	35
27	64	ASSIGN	798	0	6	7	8	28	29
27	65	ASSIGN	878	0	6	8	35	37	39
27	66	ASSIGN	525	1	7	11	12	15	16
27	67	ASSIGN	552	1	8	11	12	16	17
27	68	ASSIGN	603	1	10	14	15	18	19
27	69	ASSIGN	867	0	12	13	14	34	35
27	70	ASSIGN	578	1	13	17	18	21	22
27	71	CONFLICT	-1	-1	15	16	17	37	38
28	0	ASSIGN	555	0	0	2	16	18	20
28	1	ASSIGN	560	0	0	2	16	18	25
28	2	ASSIGN	654	0	0	2	18	20	25
28	3	ASSIGN	658	0	0	2	20	22	29
28	4	ASSIGN	123	1	0	3	4	8	9
28	5	ASSIGN	124	1	0	3	5	6	9
28	6	ASSIGN	238	1	0	3	6	8	9
28	7	ASSIGN	145	1	0	3	9	26	35
28	8	ASSIGN	162	1	0	4	5	8	9
28	9	ASSIGN	327	1	0	4	8	9	28
28	10	ASSIGN	183	1	0	4	9	15	26
28	11	ASSIGN	547	1	0	4	15	19	38
28	12	ASSIGN	220	1	0	5	9	26	37
28	13	ASSIGN	526	1	0	6	9	15	17
28	14	ASSIGN	258	1	0	6	9	17	28
28	15	ASSIGN	598	1	0	6	17	32	38
28	16	ASSIGN	675	0	0	7	21	23	25
28	17	ASSIGN	546	1	0	9	15	26	37
28	18	ASSIGN	597	1	0	9	17	26	37
28	19	ASSIGN	556	0	0	14	16	21	41
28	20	ASSIGN	650	0	0	20	21	41	42
28	21	ASSIGN	679	0	0	21	29	31	41
28	22	ASSIGN	867	1	0	34	35	38	39
28	23	ASSIGN	674	0	1	3	21	24	34
28	24	ASSIGN	182	1	1	4	10	25	36
28	25	ASSIGN	184	1	1	4	10	27	36
28	26	ASSIGN	883	1	1	4	10	36	38
28	27	ASSIGN	219	1	1	5	6	10	25
28	28	ASSIGN	259	1	1	5	6	10	29
28	29	ASSIGN	221	1	1	5	10	16	27
28	30	ASSIGN	257	1	1	6	10	27	38
28	31	ASSIGN	292	1	1	7	10	16	27
28	32	ASSIGN	294	1	1	7	10	18	29
28	33	ASSIGN	458	1	1	7	12	16	33
28	34	ASSIGN	460	1	1	7	12	16	35
28	35	ASSIGN	859	1	1	7	16	33	35
28	36	ASSIGN	751	1	1	10	16	25	27
28	37	ASSIGN	571	1	1	10	16	25	36
28	38	ASSIGN	573	1	1	10	16	27	38
28	39	ASSIGN	784	1	1	10	18	27	29
28	40	ASSIGN	875	1	1	35	36	39	40
28	41	ASSIGN	559	0	2	3	4	16	24
28	42	ASSIGN	653	0	2	4	20	22	24
28	43	ASSIGN	736	0	2	4	22	24	29
28	44	ASSIGN	753	0	2	4	25	27	29
28	45	ASSIGN	295	1	2	7	11	26	30
28	46	ASSIGN	293	1	2	7	11	28	39
28	47	ASSIGN	329	1	2	8	11	19	30
28	48	ASSIGN	488	1	2	8	13	17	34
28	49	ASSIGN	490	1	2	8	13	17	36
28	50	ASSIGN	868	1	2	8	17	34	36
28	51	ASSIGN	799	1	2	11	19	28	30
28	52	ASSIGN	882	1	2	36	37	40	41
28	53	ASSIGN	237	1	3	6	7	11	12
28	54	ASSIGN	439	1	3	6	9	12	14
28	55	ASSIGN	144	1	3	6	14	25	40
28	56	ASSIGN	273	1	3	7	8	11	12
28	57	ASSIGN	328	1	3	8	12	29	40
28	58	ASSIGN	517	1	3	9	14	18	35
28	59	ASSIGN	438	1	4	8	9	12	13
28	60	ASSIGN	545	1	4	10	15	19	36
28	61	ASSIGN	468	1	5	8	9	13	14
28	62	ASSIGN	487	1	5	9	13	24	33
28	63	ASSIGN	572	1	5	11	16	20	37
28	64	ASSIGN	798	0	6	7	8	28	29
28	65	ASSIGN	516	1	6	10	14	15	34
28	66	ASSIGN	459	1	6	12	15	23	34
28	67	ASSIGN	525	1	7	11	12	15	16
28	68	ASSIGN	489	1	7	13	16	24	35
28	69	ASSIGN	552	1	8	11	12	16	17
28	70	ASSIGN	518	1	8	14	17	25	36
28	71	CONFLICT	-1	-1	12	13	14	34	35
29	0	ASSIGN	33	0	0	1	13	14	34
29	1	ASSIGN	34	0	0	2	12	14	35
29	2	ASSIGN	555	0	0	2	16	18	20
29	3	ASSIGN	560	0	0	2	16	18	25
29	4	ASSIGN	654	0	0	2	18	20	25
29	5	ASSIGN	37	0	0	2	18	20	38
29	6	ASSIGN	658	0	0	2	20	22	29
29	7	ASSIGN	123	1	0	3	4	8	9
29	8	ASSIGN	124	1	0	3	5	6	9
29	9	ASSIGN	238	1	0	3	6	8	9
29	10	ASSIGN	145	1	0	3	9	26	35
29	11	ASSIGN	162	1	0	4	5	8	9
29	12	ASSIGN	327	1	0	4	8	9	28
29	13	ASSIGN	183	1	0	4	9	15	26
29	14	ASSIGN	547	1	0	4	15	19	38
29	15	ASSIGN	220	1	0	5	9	26	37
29	16	ASSIGN	526	1	0	6	9	15	17
29	17	ASSIGN	258	1	0	6	9	17	28
29	18	ASSIGN	598	1	0	6	17	32	38
29	19	ASSIGN	600	1	0	6	17	32	40
29	20	ASSIGN	675	0	0	7	21	23	25
29	21	ASSIGN	579	1	0	8	11	17	19
29	22	ASSIGN	647	1	0	8	19	34	40
29	23	ASSIGN	546	1	0	9	15	26	37
29	24	ASSIGN	597	1	0	9	17	26	37
29	25	ASSIGN	38	0	0	10	12	39	41
29	26	ASSIGN	646	1	0	11	15	19	39
29	27	ASSIGN	599	1	0	11	17	28	39
29	28	ASSIGN	556	0	0	14	16	21	41
29	29	ASSIGN	650	0	0	20	21	41	42
29	30	ASSIGN	679	0	0	21	29	31	41
29	31	ASSIGN	674	0	1	3	21	24	34
29	32	ASSIGN	828	0	1	3	30	32	34
