orbit,packings
1833,9
1834,40
1835,330
1836,55
1837,220
1838,80
1839,107
1840,50
1841,85
1842,23
1843,21
1844,26
1845,170
1846,146
1847,15
1848,44
1849,258
1850,11
1851,212
1852,27
1853,68
1854,930
1855,8
1856,100
1857,116
1858,36
1859,2
1860,24
1861,36
1862,443
1863,160
1864,9
1865,48
1866,21
1867,85
1868,26
1869,13
1870,73
1871,149
1872,10
1873,5
1874,0
1875,291
1876,6
1877,85
1878,42
1879,35
1880,428
1881,94
1882,43
1883,3
1884,14
1885,83
1886,27
1887,11
1888,479
1889,268
1890,39
1891,509
1892,30
1893,84
1894,12
1895,149
1896,547
1897,12
1898,378
1899,8
1900,22
1901,123
1902,101
1903,26
1904,22
1905,38
1906,312
1907,28
1908,9
1909,339
1910,191
1911,2
1912,428
1913,14
1914,172
1915,30
1916,322
1917,194
1918,271
1919,96
1920,200
1921,70
1922,89
1923,97
1924,145
1925,76
1926,146
1927,1
1928,11
1929,6
1930,216
1931,282
1932,40
1933,116
1934,28
1935,76
1936,63
1937,115
1938,44
1939,102
1940,7
1941,421
1942,15
1943,14
1944,80
1945,101
1946,5
1947,18
1948,6
1949,375
1950,6
1951,5
1952,138
1953,7
1954,88
1955,346
1956,3
1957,18
1958,19
1959,18
1960,145
1961,267
1962,1
1963,15
1964,161
1965,196
1966,83
1967,39
1968,1
1969,16
1970,0
1971,20
1972,63
1973,12
1974,45
1975,65
1976,44
1977,66
1978,133
1979,1
1980,120
1981,62
1982,242
1983,1
1984,1
1985,685
1986,519
1987,8
1988,67
1989,589
1990,440
1991,40
1992,23
1993,0
1994,6
1995,4
1996,37
1997,15
1998,1
1999,211
2000,7
2001,343
2002,13
2003,167
2004,31
2005,300
2006,4
2007,1
2008,81
2009,14
2010,2
2011,141
2012,18
2013,19
2014,12
2015,112
2016,365
2017,15
2018,4
2019,4
2020,39
2021,2
2022,1
2023,583
2024,291
2025,2
2026,85
2027,35
2028,0
2029,3
2030,149
2031,2
2032,187
2033,1
2034,50
2035,60
2036,46
2037,15
2038,79
2039,2
2040,52
2041,7
2042,18
2043,26
2044,44
2045,23
2046,27
2047,5
2048,31
2049,87
2050,29
2051,8
2052,40
2053,178
2054,50
2055,8
2056,262
2057,91
2058,230
2059,16
2060,109
2061,39
2062,63
2063,22
2064,2
2065,3
2066,122
2067,95
2068,91
2069,2
2070,6
2071,80
2072,2
2073,208
2074,101
2075,1
2076,28
2077,2
2078,4
2079,69
2080,23
2081,2
2082,5
2083,7
2084,4
2085,71
2086,50
2087,2
2088,3
2089,8
2090,16
2091,7
2092,3
2093,1
2094,1
2095,18
2096,310
2097,30
2098,8
2099,10
2100,1
2101,2
2102,0
2103,11
2104,5
2105,354
2106,14
2107,14
2108,11
2109,7
2110,0
2111,1
2112,13
2113,93
2114,0
2115,5
2116,19
2117,14
2118,8
2119,28
2120,13
2121,0
2122,8
2123,0
2124,129
2125,8
2126,0
2127,37
2128,28
2129,221
2130,24
2131,214
2132,76
2133,52
2134,25
2135,1
2136,8
2137,41
2138,24
2139,4
2140,9
2141,3
2142,3
2143,17
2144,27
2145,3
2146,19
2147,407
2148,8
2149,44
2150,70
2151,28
2152,10
2153,44
2154,7
2155,1
2156,38
2157,84
2158,0
2159,0
2160,20
2161,15
2162,6
2163,9
2164,11
2165,4
2166,266
2167,28
2168,42
2169,1
2170,40
2171,144
2172,10
2173,0
2174,2
2175,21
2176,22
2177,49
2178,50
2179,6
2180,2
2181,14
2182,10
2183,19
2184,14
2185,51
2186,2
2187,5
2188,80
2189,3
2190,118
2191,1
2192,0
2193,38
2194,5
2195,18
2196,15
2197,88
2198,27
2199,82
2200,39
2201,11
2202,7
2203,2
2204,4
2205,2
2206,46
2207,78
2208,72
2209,84
2210,0
2211,1
2212,6
2213,9
2214,49
2215,6
2216,1
2217,8
2218,8
2219,142
2220,37
2221,7
2222,11
2223,0
2224,34
2225,6
2226,1
2227,4
2228,1
2229,1
2230,25
2231,23
2232,33
2233,6
2234,0
2235,0
2236,6
2237,0
2238,29
2239,0
2240,2
2241,27
2242,10
2243,0
2244,5
2245,19
2246,12
2247,14
2248,80
2249,0
2250,21
2251,11
2252,8
2253,0
2254,0
2255,18
2256,7
2257,0
2258,76
2259,15
2260,127
2261,0
2262,13
2263,19
2264,0
2265,33
2266,0
2267,0
2268,0
2269,30
2270,74
2271,2
2272,1
2273,0
2274,17
2275,2
2276,7
2277,3
2278,12
2279,20
2280,2
2281,1
2282,13
2283,21
2284,0
2285,142
2286,0
2287,5
2288,62
2289,3
2290,6
2291,18
2292,24
2293,3
2294,14
2295,37
2296,84
2297,12
2298,31
2299,4
2300,0
2301,6
2302,0
2303,32
2304,24
2305,13
2306,1
2307,0
2308,40
2309,1
2310,0
2311,3
2312,47
2313,2
2314,5
2315,2
2316,3
2317,5
2318,9
2319,84
2320,4
2321,29
2322,4
2323,3
2324,3
2325,5
2326,6
2327,1
2328,8
2329,24
2330,34
2331,40
2332,7
2333,1
2334,3
2335,19
2336,1
2337,1
2338,1
2339,30
2340,1
2341,1
2342,6
2343,20
2344,3
2345,0
2346,10
2347,0
2348,52
2349,0
2350,10
2351,14
2352,0
2353,0
2354,26
2355,30
2356,29
2357,0
2358,12
2359,0
2360,0
2361,8
2362,3
2363,15
2364,2
2365,8
2366,0
2367,29
2368,1
2369,1
2370,0
2371,20
2372,8
2373,0
2374,1
2375,5
2376,6
2377,1
2378,1
2379,121
2380,5
2381,4
2382,3
2383,22
2384,0
2385,1
2386,26
2387,8
2388,16
2389,0
2390,12
2391,5
2392,5
2393,3
2394,88
2395,5
2396,0
2397,7
2398,1
2399,2
2400,0
2401,1
2402,20
2403,49
2404,11
2405,0
2406,2
2407,2
2408,7
2409,0
2410,7
2411,1
2412,2
2413,0
2414,0
2415,1
2416,0
2417,100
2418,27
2419,4
2420,0
2421,111
2422,0
2423,5
2424,36
2425,2
2426,16
2427,13
2428,1
2429,3
2430,6
2431,0
2432,0
2433,9
2434,0
2435,16
2436,0
2437,19
2438,2
2439,5
2440,0
2441,0
2442,15
2443,11
2444,17
2445,44
2446,0
2447,4
2448,0
2449,0
2450,6
2451,2
2452,2
2453,0
2454,7
2455,1
2456,6
2457,0
2458,18
2459,37
2460,1
2461,0
2462,16
2463,0
2464,0
2465,0
2466,0
2467,0
2468,2
2469,2
2470,0
2471,0
2472,0
2473,0
2474,2
2475,1
2476,0
2477,0
2478,0
2479,1
2480,3
2481,0
2482,0
2483,14
2484,3
2485,0
2486,0
2487,8
2488,5
2489,4
2490,7
2491,8
2492,6
2493,3
2494,0
2495,3
2496,2
2497,15
2498,0
2499,4
2500,0
2501,11
2502,1
2503,3
2504,0
2505,0
2506,0
2507,7
2508,5
2509,0
2510,4
2511,0
2512,3
2513,1
2514,0
2515,31
2516,73
2517,0
2518,2
2519,6
2520,0
2521,0
2522,0
2523,8
2524,24
2525,29
2526,2
2527,1
2528,0
2529,0
2530,24
2531,10
2532,0
2533,8
2534,0
2535,2
2536,0
2537,1
2538,0
2539,2
2540,0
2541,0
2542,5
2543,39
2544,0
2545,4
2546,3
2547,0
2548,0
2549,1
2550,1
2551,0
2552,7
2553,0
2554,0
2555,22
2556,1
2557,1
2558,2
2559,0
2560,1
2561,3
2562,7
2563,8
2564,17
2565,1
2566,0
2567,3
2568,3
2569,0
2570,2
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,1
2578,4
2579,0
2580,0
2581,0
2582,0
2583,0
2584,2
2585,4
2586,0
2587,0
2588,0
2589,1
2590,0
2591,1
2592,17
2593,1
2594,3
2595,5
2596,0
2597,71
2598,3
2599,0
2600,0
2601,0
2602,7
2603,4
2604,5
2605,0
2606,3
2607,15
2608,1
2609,0
2610,0
2611,0
2612,0
2613,158
2614,0
2615,22
2616,0
2617,0
2618,1
2619,6
2620,0
2621,0
2622,0
2623,0
2624,0
2625,2
2626,0
2627,0
2628,3
2629,0
2630,12
2631,0
2632,0
2633,3
2634,0
2635,1
2636,5
2637,1
2638,0
2639,0
2640,1
2641,4
2642,0
2643,0
2644,3
2645,0
2646,12
2647,9
2648,0
2649,0
2650,1
2651,10
2652,20
2653,0
2654,1
2655,3
2656,0
2657,0
2658,0
2659,8
2660,7
2661,0
2662,0
2663,3
2664,0
2665,6
2666,0
2667,0
2668,3
2669,0
2670,2
2671,0
2672,0
2673,3
2674,0
2675,11
2676,2
2677,2
2678,1
2679,0
2680,3
2681,23
2682,6
2683,11
2684,0
2685,0
2686,3
2687,1
2688,0
2689,0
2690,0
2691,0
2692,23
2693,0
2694,3
2695,5
2696,0
2697,1
2698,0
2699,1
2700,1
2701,1
2702,0
2703,0
2704,0
2705,0
2706,10
2707,39
2708,0
2709,1
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,16
2719,0
2720,0
2721,5
2722,0
2723,0
2724,0
2725,3
2726,0
2727,14
2728,1
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,1
2736,0
2737,0
2738,0
2739,3
2740,0
2741,0
2742,0
2743,0
2744,0
2745,2
2746,0
2747,4
2748,0
2749,1
2750,6
2751,2
2752,4
2753,0
2754,0
2755,2
2756,0
2757,0
2758,0
2759,0
2760,10
2761,0
2762,1
2763,0
2764,0
2765,16
2766,0
2767,0
2768,0
2769,0
2770,0
2771,1
2772,2
2773,0
2774,7
2775,9
2776,0
2777,12
2778,0
2779,3
2780,1
2781,9
2782,0
2783,1
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
