orbit,packings,calls,queries,options,leaves,found
0,12072,5296536,5288761,5284464,7775,0
1,11246,3440601,3436948,3429355,3653,0
2,14949,4207172,4202098,4192223,5074,0
3,17554,4682881,4676383,4665327,6498,0
4,17066,2400259,2398740,2383193,1519,0
5,14501,4495354,4489516,4480853,5838,0
6,13873,4497204,4491674,4483331,5530,0
7,44056,3862934,3860986,3818878,1948,0
8,17115,3685709,3682406,3668594,3303,0
9,30056,3138765,3137270,3108709,1495,0
10,18920,3496068,3493894,3477148,2174,0
11,36215,3419953,3418212,3383738,1741,0
12,41567,4204655,4202449,4163088,2206,0
13,44599,3925427,3923343,3880828,2084,0
14,47763,4490919,4488415,4443156,2504,0
15,15799,3661971,3658076,3646172,3895,0
16,25382,3508479,3506452,3483097,2027,0
17,10230,1578322,1577532,1568092,790,0
18,30273,3273915,3272339,3243642,1576,0
19,25987,3201807,3200123,3175820,1684,0
20,14748,2162465,2161089,2147717,1376,0
21,13181,1699208,1698427,1686027,781,0
22,27474,2881735,2880322,2854261,1413,0
23,20224,2545922,2544627,2525698,1295,0
24,24632,2145715,2144737,2121083,978,0
25,20735,2798688,2797272,2777953,1416,0
26,21870,2167110,2165891,2145240,1219,0
27,25215,2567992,2566935,2542777,1057,0
28,23570,2335404,2334416,2311834,988,0
29,3871,662777,662527,658906,250,0
30,28431,2038838,2038099,2010407,739,0
31,13049,1502477,1501839,1489428,638,0
32,25771,2033207,2032262,2007436,945,0
33,5254,680694,680402,675440,292,0
34,15527,1899422,1898519,1883895,903,0
35,24653,2040823,2040194,2016170,629,0
36,11680,1229433,1228853,1217753,580,0
37,28743,1897456,1896818,1868713,638,0
38,10253,863223,862998,852970,225,0
39,20819,1537178,1536814,1516359,364,0
40,12098,1266975,1266554,1254877,421,0
41,28635,1629200,1628667,1600565,533,0
42,13437,1232794,1232342,1219357,452,0
43,16956,1195604,1195233,1178648,371,0
44,16592,1040069,1039769,1023477,300,0
45,13453,1021195,1020962,1007742,233,0
46,8410,541883,541781,533473,102,0
47,3224,396275,396123,393051,152,0
48,26794,1429820,1429442,1403026,378,0
49,7738,550124,549999,542386,125,0
50,15127,962258,961994,947131,264,0
51,7063,473983,473872,466920,111,0
52,7901,541067,540943,533166,124,0
53,3233,388276,388150,385043,126,0
54,9633,734120,733970,724487,150,0
55,14411,953034,952774,938623,260,0
56,8154,649404,649218,641250,186,0
57,12884,628181,628056,615297,125,0
58,12426,998387,998060,985961,327,0
59,2244,315404,315289,313160,115,0
60,7646,596826,596688,589180,138,0
61,3167,290055,289983,286888,72,0
62,17644,980282,980074,962638,208,0
63,21916,1105563,1105284,1083647,279,0
64,14697,831887,831737,817190,150,0
65,12439,578020,577928,565581,92,0
66,11414,613618,613519,602204,99,0
67,3560,392670,392552,389110,118,0
68,11980,635929,635800,623949,129,0
69,9372,447478,447429,438106,49,0
70,14077,778031,777896,763954,135,0
71,7738,430371,430300,422633,71,0
72,5674,426210,426109,420536,101,0
73,26207,1012415,1012207,986208,208,0
74,19053,679081,679003,660028,78,0
75,11094,584651,584522,573557,129,0
76,7367,392102,392049,384735,53,0
77,4889,262149,262112,257260,37,0
78,24098,743305,743229,719207,76,0
79,15935,503898,503845,487963,53,0
80,12677,666843,666727,654166,116,0
81,3051,381232,381133,378181,99,0
82,6785,569638,569498,562853,140,0
83,8615,455706,455643,447091,63,0
84,5618,428672,428586,423054,86,0
85,26556,503378,503348,476822,30,0
86,19335,695446,695344,676111,102,0
87,12626,426750,426707,414124,43,0
88,11535,469196,469125,457661,71,0
89,19353,523625,523581,504272,44,0
90,11057,496320,496248,485263,72,0
91,10781,417257,417191,406476,66,0
92,6813,516108,515956,509295,152,0
93,6583,276132,276102,269549,30,0
94,26400,781717,781649,755317,68,0
95,5706,440032,439903,434326,129,0
96,18406,474554,474506,456148,48,0
97,25424,660461,660416,635037,45,0
98,16727,492823,492763,476096,60,0
99,11200,470806,470748,459606,58,0
100,13815,496951,496903,483136,48,0
101,12137,690058,689932,677921,126,0
102,22471,755903,755802,733432,101,0
103,18156,674185,674101,656029,84,0
104,12609,598520,598443,585911,77,0
105,23114,460644,460627,437530,17,0
106,10820,412208,412157,401388,51,0
107,9790,376806,376756,367016,50,0
108,28008,560138,560091,532130,47,0
109,7356,323133,323095,315777,38,0
110,27707,586204,586165,558497,39,0
111,7641,263384,263354,255743,30,0
112,12079,411773,411737,399694,36,0
113,16207,474128,474091,457921,37,0
114,12066,424253,424216,412187,37,0
115,2848,152240,152233,149392,7,0
116,9789,299996,299966,290207,30,0
117,22554,509153,509109,486599,44,0
118,6988,250949,250919,243961,30,0
119,13976,426941,426895,412965,46,0
120,8023,320319,320296,312296,23,0
121,22484,463675,463649,441191,26,0
122,15874,599831,599749,583957,82,0
123,15973,454729,454687,438756,42,0
124,9870,396910,396868,387040,42,0
125,16999,479045,478996,462046,49,0
126,13282,466197,466146,452915,51,0
127,4124,240252,240193,236128,59,0
128,11812,454475,454411,442663,64,0
129,19318,507467,507427,488149,40,0
130,4629,180164,180153,175535,11,0
131,4040,171047,171038,167007,9,0
132,2535,150232,150213,147697,19,0
133,14640,472295,472250,457655,45,0
134,7275,242352,242331,235077,21,0
135,6813,230597,230588,223784,9,0
136,12876,419365,419315,406489,50,0
137,10876,280704,280669,269828,35,0
138,13716,374118,374097,360402,21,0
139,12246,350705,350672,338459,33,0
140,16444,368925,368907,352481,18,0
141,26036,597903,597872,571867,31,0
142,23707,580989,580949,557282,40,0
143,7281,363021,362974,355740,47,0
144,18452,523478,523447,505026,31,0
145,21572,421841,421811,400269,30,0
146,20398,608506,608439,588108,67,0
147,7430,242743,242718,235313,25,0
148,11088,414221,414181,403133,40,0
149,22354,545834,545797,523480,37,0
150,18651,353860,353847,335209,13,0
151,18011,433548,433506,415537,42,0
152,9032,292060,292041,283028,19,0
153,13640,322128,322105,308488,23,0
154,12070,306939,306909,294869,30,0
155,7983,259736,259726,251753,10,0
156,20661,441060,441031,420399,29,0
157,19718,534673,534619,514955,54,0
158,24103,430937,430907,406834,30,0
159,2806,158601,158578,155795,23,0
160,25686,480543,480516,454857,27,0
161,15945,274481,274468,258536,13,0
162,14852,312956,312933,298104,23,0
163,10882,297685,297662,286803,23,0
164,15420,358273,358246,342853,27,0
165,13494,289059,289042,275565,17,0
166,3570,111563,111557,107993,6,0
167,10118,229034,229018,218916,16,0
168,9852,210028,210016,200176,12,0
169,16737,376072,376050,359335,22,0
170,13411,344604,344587,331193,17,0
171,18548,344126,344111,325578,15,0
172,17550,397716,397684,380166,32,0
173,19654,361964,361940,342310,24,0
174,15602,336223,336197,320621,26,0
175,5177,171597,171583,166420,14,0
176,21567,392884,392875,371317,9,0
177,15266,316902,316883,301636,19,0
178,6609,174946,174938,168337,8,0
179,4831,139568,139560,134737,8,0
180,18757,401295,401258,382538,37,0
181,7759,213356,213350,205597,6,0
182,16849,330452,330435,313603,17,0
183,8312,187641,187631,179329,10,0
184,8968,231136,231120,222168,16,0
185,9098,178121,178114,169023,7,0
186,2580,91940,91931,89360,9,0
187,5140,206481,206462,201341,19,0
188,12325,255238,255229,242913,9,0
189,14695,276192,276172,261497,20,0
190,14411,343468,343444,329057,24,0
191,10901,349711,349690,338810,21,0
192,26167,402388,402379,376221,9,0
193,13768,262895,262884,249127,11,0
194,10116,283594,283571,273478,23,0
195,4719,142322,142313,137603,9,0
196,14141,260740,260727,246599,13,0
197,5802,149718,149713,143916,5,0
198,8812,176010,176002,167198,8,0
199,4770,126323,126317,121553,6,0
200,13279,278612,278598,265333,14,0
201,5638,172929,172915,167291,14,0
202,5569,153862,153852,148293,10,0
203,19539,332270,332250,312731,20,0
204,7444,215595,215582,208151,13,0
205,11588,202721,202716,191133,5,0
206,2475,85021,85010,82546,11,0
207,8606,179588,179584,170982,4,0
208,14618,222025,222024,207407,1,0
209,4518,124794,124784,120276,10,0
210,2826,94146,94142,91320,4,0
211,12555,283083,283072,270528,11,0
212,6438,186628,186615,180190,13,0
213,7119,145154,145149,138035,5,0
214,11455,186417,186403,174962,14,0
215,3091,101016,101012,97925,4,0
216,24974,319827,319816,294853,11,0
217,4787,126200,126191,121413,9,0
218,12083,231602,231592,219519,10,0
219,10719,215071,215056,204352,15,0
220,1804,64074,64068,62270,6,0
221,21502,382137,382121,360635,16,0
222,25286,313929,313922,288643,7,0
223,18728,272890,272881,254162,9,0
224,7098,152128,152113,145030,15,0
225,14942,198110,198107,183168,3,0
226,12171,217643,217634,205472,9,0
227,13034,235524,235514,222490,10,0
228,14623,259578,259567,244955,11,0
229,18870,299836,299823,280966,13,0
230,21293,376634,376611,355341,23,0
231,8321,145386,145381,137065,5,0
232,8244,193309,193303,185065,6,0
233,4548,117252,117244,112704,8,0
234,10189,219897,219885,209708,12,0
235,21453,306776,306763,285323,13,0
236,8565,161190,161188,152625,2,0
237,2212,51860,51860,49648,0,0
238,16341,256733,256720,240392,13,0
239,21869,268436,268430,246567,6,0
240,5551,154820,154801,149269,19,0
241,18488,233624,233620,215136,4,0
242,8159,173792,173783,165633,9,0
243,21627,273141,273135,251514,6,0
244,13658,206707,206705,193049,2,0
245,20248,237768,237765,217520,3,0
246,4476,135559,135546,131083,13,0
247,11836,210530,210522,198694,8,0
248,4912,140133,140128,135221,5,0
249,8064,152097,152095,144033,2,0
250,12906,198801,198795,185895,6,0
251,16217,228483,228477,212266,6,0
252,11057,213369,213355,202312,14,0
253,12393,196303,196295,183910,8,0
254,7012,112611,112609,105599,2,0
255,12751,179881,179876,167130,5,0
256,6748,127963,127958,121215,5,0
257,3012,74576,74572,71564,4,0
258,5373,115285,115282,109912,3,0
259,3308,55328,55327,52020,1,0
260,8408,127113,127111,118705,2,0
261,17148,216291,216285,199143,6,0
262,4284,90307,90305,86023,2,0
263,18957,244132,244129,225175,3,0
264,7153,114280,114277,107127,3,0
265,12349,210048,210042,197699,6,0
266,6532,122743,122735,116211,8,0
267,9401,170975,170965,161574,10,0
268,3949,95989,95989,92040,0,0
269,14962,240341,240332,225379,9,0
270,1983,39704,39703,37721,1,0
271,5661,103305,103302,97644,3,0
272,2567,48713,48712,46146,1,0
273,13118,172086,172080,158968,6,0
274,3063,63052,63051,59989,1,0
275,5090,116342,116338,111252,4,0
276,5333,92066,92063,86733,3,0
277,11673,164070,164065,152397,5,0
278,8096,147916,147912,139820,4,0
279,3765,82121,82118,78356,3,0
280,9252,145614,145611,136362,3,0
281,2478,45195,45195,42717,0,0
282,2254,54196,54194,51942,2,0
283,4657,101253,101250,96596,3,0
284,18688,237937,237933,219249,4,0
285,14587,214744,214740,200157,4,0
286,6190,98250,98248,92060,2,0
287,4827,104177,104172,99350,5,0
288,11115,167924,167915,156809,9,0
289,6590,118044,118037,111454,7,0
290,17839,218534,218530,200695,4,0
291,4934,99948,99946,95014,2,0
292,7682,118822,118821,111140,1,0
293,5272,85952,85952,80680,0,0
294,4842,86801,86796,81959,5,0
295,9590,142431,142426,132841,5,0
296,5406,92970,92968,87564,2,0
297,13330,176352,176349,163022,3,0
298,9816,154635,154630,144819,5,0
299,8840,115556,115554,106716,2,0
300,7728,115300,115299,107572,1,0
301,8122,112071,112070,103949,1,0
302,2298,46839,46835,44541,4,0
303,2545,45505,45505,42960,0,0
304,3435,53620,53619,50185,1,0
305,4425,70221,70220,65796,1,0
306,17191,196427,196425,179236,2,0
307,10560,140512,140509,129952,3,0
308,7136,87774,87772,80638,2,0
309,2962,51650,51650,48688,0,0
310,6472,119477,119475,113005,2,0
311,3358,59289,59288,55931,1,0
312,6040,92126,92126,86086,0,0
313,4965,62553,62553,57588,0,0
314,9578,100501,100501,90923,0,0
315,1667,29522,29522,27855,0,0
316,1111,20250,20250,19139,0,0
317,6900,102143,102142,95243,1,0
318,2391,45871,45870,43480,1,0
319,4682,61780,61779,57098,1,0
320,14707,166656,166654,151949,2,0
321,3608,51365,51365,47757,0,0
322,5046,75483,75481,70437,2,0
323,3788,59502,59500,55714,2,0
324,987,16687,16687,15700,0,0
325,5536,65675,65675,60139,0,0
326,5103,71995,71992,66892,3,0
327,4682,68132,68127,63450,5,0
328,11329,126980,126977,115651,3,0
329,5780,82071,82071,76291,0,0
330,13174,156493,156490,143319,3,0
331,1848,36669,36669,34821,0,0
332,2158,42742,42742,40584,0,0
333,8680,116142,116139,107462,3,0
334,4021,63952,63947,59931,5,0
335,5688,61696,61695,56008,1,0
336,12711,129227,129226,116516,1,0
337,3204,57555,57555,54351,0,0
338,7529,85159,85158,77630,1,0
339,2032,42093,42093,40061,0,0
340,1116,20469,20469,19353,0,0
341,9659,95921,95920,86262,1,0
342,7542,81851,81851,74309,0,0
343,3623,54226,54224,50603,2,0
344,3704,54869,54868,51165,1,0
345,6378,84691,84691,78313,0,0
346,14040,146461,146459,132421,2,0
347,7596,97290,97288,89694,2,0
348,1084,16740,16740,15656,0,0
349,3372,53986,53986,50614,0,0
350,4925,62583,62580,57658,3,0
351,8506,88199,88198,79693,1,0
352,4848,70407,70406,65559,1,0
353,12457,122129,122126,109672,3,0
354,10675,121875,121873,111200,2,0
355,3316,42874,42874,39558,0,0
356,907,17537,17536,16630,1,0
357,10267,108439,108438,98172,1,0
358,2932,33965,33963,31033,2,0
359,5108,63057,63056,57949,1,0
360,4646,59757,59756,55111,1,0
361,4150,44095,44093,39945,2,0
362,2884,44290,44288,41406,2,0
363,12739,110529,110529,97790,0,0
364,6086,61888,61886,55802,2,0
365,6412,66752,66750,60340,2,0
366,7053,71902,71902,64849,0,0
367,6381,67342,67341,60961,1,0
368,4602,57675,57675,53073,0,0
369,3163,37607,37606,34444,1,0
370,7567,74751,74751,67184,0,0
371,1403,24686,24686,23283,0,0
372,1724,30427,30427,28703,0,0
373,4829,55178,55178,50349,0,0
374,5156,58359,58358,53203,1,0
375,961,16273,16273,15312,0,0
376,8521,89758,89757,81237,1,0
377,10990,108989,108988,97999,1,0
378,3214,33996,33996,30782,0,0
379,2022,26264,26264,24242,0,0
380,9137,99255,99254,90118,1,0
381,8845,80810,80808,71965,2,0
382,1977,28560,28558,26583,2,0
383,6400,58254,58254,51854,0,0
384,4944,57088,57087,52144,1,0
385,6178,65002,65002,58824,0,0
386,4714,55933,55932,51219,1,0
387,866,16268,16268,15402,0,0
388,5028,54569,54569,49541,0,0
389,2669,28961,28961,26292,0,0
390,7615,85958,85958,78343,0,0
391,3164,39231,39231,36067,0,0
392,2297,34125,34124,31828,1,0
393,7422,69790,69790,62368,0,0
394,661,11059,11059,10398,0,0
395,4255,51427,51426,47172,1,0
396,8820,93388,93388,84568,0,0
397,1814,25366,25366,23552,0,0
398,3698,43102,43102,39404,0,0
399,10998,95991,95991,84993,0,0
400,11008,94467,94466,83459,1,0
401,15804,114999,114997,99195,2,0
402,5722,64902,64901,59180,1,0
403,8204,83092,83090,74888,2,0
404,3938,48651,48650,44713,1,0
405,5376,54117,54117,48741,0,0
406,6048,60282,60281,54234,1,0
407,3657,43538,43538,39881,0,0
408,4341,39619,39619,35278,0,0
409,1392,23088,23087,21696,1,0
410,7794,82316,82315,74522,1,0
411,1882,28207,28207,26325,0,0
412,735,9838,9838,9103,0,0
413,11131,95497,95497,84366,0,0
414,6503,59911,59911,53408,0,0
415,1620,19173,19173,17553,0,0
416,13702,118956,118953,105254,3,0
417,2919,37947,37945,35028,2,0
418,5357,51141,51140,45784,1,0
419,8982,84649,84649,75667,0,0
420,3501,44687,44686,41186,1,0
421,668,9355,9355,8687,0,0
422,7608,69190,69190,61582,0,0
423,4703,49369,49369,44666,0,0
424,1446,19247,19247,17801,0,0
425,7482,76289,76288,68807,1,0
426,2850,30081,30080,27231,1,0
427,1249,15419,15419,14170,0,0
428,2941,36187,36187,33246,0,0
429,2948,27533,27532,24585,1,0
430,8520,77577,77576,69057,1,0
431,1210,17105,17105,15895,0,0
432,13219,108007,108005,94788,2,0
433,12430,105058,105055,92628,3,0
434,2707,29243,29243,26536,0,0
435,5472,48616,48615,43144,1,0
436,2788,36036,36034,33248,2,0
437,2573,23576,23576,21003,0,0
438,13164,86287,86287,73123,0,0
439,7179,57459,57459,50280,0,0
440,1097,11175,11175,10078,0,0
441,12583,102065,102065,89482,0,0
442,2486,25604,25603,23118,1,0
443,3054,29556,29556,26502,0,0
444,1515,15129,15129,13614,0,0
445,3994,40130,40128,36136,2,0
446,2736,37518,37518,34782,0,0
447,1035,11112,11112,10077,0,0
448,6281,59443,59443,53162,0,0
449,4176,33894,33894,29718,0,0
450,7049,65785,65785,58736,0,0
451,4547,43474,43474,38927,0,0
452,4368,40416,40415,36048,1,0
453,832,10420,10420,9588,0,0
454,1598,18671,18671,17073,0,0
455,3187,34755,34755,31568,0,0
456,2942,31892,31891,28950,1,0
457,4480,41754,41754,37274,0,0
458,1392,12969,12969,11577,0,0
459,3932,35551,35550,31619,1,0
460,4072,36186,36186,32114,0,0
461,4883,43568,43568,38685,0,0
462,1510,15975,15975,14465,0,0
463,823,8260,8260,7437,0,0
464,3565,36774,36773,33209,1,0
465,4738,48939,48939,44201,0,0
466,3239,29094,29094,25855,0,0
467,2461,27125,27125,24664,0,0
468,4263,34285,34285,30022,0,0
469,5758,48011,48010,42253,1,0
470,5469,37742,37742,32273,0,0
471,3341,31671,31671,28330,0,0
472,4875,46518,46518,41643,0,0
473,1534,18178,18178,16644,0,0
474,798,8638,8638,7840,0,0
475,1060,12911,12911,11851,0,0
476,7812,66617,66617,58805,0,0
477,4595,41415,41414,36820,1,0
478,849,9527,9527,8678,0,0
479,1523,13616,13616,12093,0,0
480,6162,44878,44878,38716,0,0
481,1742,16461,16461,14719,0,0
482,7756,67868,67867,60112,1,0
483,1182,11537,11536,10355,1,0
484,1998,17583,17583,15585,0,0
485,2474,21850,21850,19376,0,0
486,1628,15159,15159,13531,0,0
487,1229,12404,12404,11175,0,0
488,1700,15605,15605,13905,0,0
489,4028,37894,37894,33866,0,0
490,7651,48169,48169,40518,0,0
491,2031,19809,19809,17778,0,0
492,4216,38115,38115,33899,0,0
493,2511,21554,21554,19043,0,0
494,8213,46313,46312,38100,1,0
495,1605,15861,15861,14256,0,0
496,8307,56624,56621,48317,3,0
497,1673,14868,14868,13195,0,0
498,8470,49175,49175,40705,0,0
499,3888,33329,33328,29441,1,0
500,5698,45998,45997,40300,1,0
501,8038,53393,53393,45355,0,0
502,916,9388,9388,8472,0,0
503,2822,22643,22643,19821,0,0
504,3825,26888,26888,23063,0,0
505,7738,45363,45363,37625,0,0
506,2186,18514,18514,16328,0,0
507,6205,50354,50353,44149,1,0
508,3566,33131,33131,29565,0,0
509,9845,75967,75967,66122,0,0
510,3091,29425,29425,26334,0,0
511,3822,31714,31714,27892,0,0
512,802,8791,8791,7989,0,0
513,952,9733,9733,8781,0,0
514,5658,45485,45485,39827,0,0
515,3816,30478,30478,26662,0,0
516,1196,11146,11146,9950,0,0
517,6155,50172,50172,44017,0,0
518,4075,36222,36222,32147,0,0
519,6301,47584,47584,41283,0,0
520,3141,27607,27607,24466,0,0
521,1897,15678,15678,13781,0,0
522,3478,24859,24859,21381,0,0
523,9534,66799,66799,57265,0,0
524,2795,23405,23405,20610,0,0
525,5429,32489,32489,27060,0,0
526,1116,14226,14226,13110,0,0
527,4478,37435,37434,32957,1,0
528,5107,43377,43377,38270,0,0
529,973,9647,9647,8674,0,0
530,2376,18279,18279,15903,0,0
531,1073,10859,10859,9786,0,0
532,1633,13375,13375,11742,0,0
533,2386,25381,25380,22995,1,0
534,7893,51444,51444,43551,0,0
535,2474,25865,25865,23391,0,0
536,8648,58106,58106,49458,0,0
537,2646,20139,20139,17493,0,0
538,1193,11057,11057,9864,0,0
539,2573,24160,24160,21587,0,0
540,2184,15997,15997,13813,0,0
541,3500,28018,28017,24518,1,0
542,1901,13780,13780,11879,0,0
543,1168,9725,9725,8557,0,0
544,274,3123,3123,2849,0,0
545,3635,30365,30363,26730,2,0
546,2052,16632,16632,14580,0,0
547,2267,23977,23977,21710,0,0
548,5281,40596,40596,35315,0,0
549,1131,9008,9008,7877,0,0
550,4960,39771,39771,34811,0,0
551,4526,33891,33890,29365,1,0
552,1757,17292,17292,15535,0,0
553,1620,17745,17744,16125,1,0
554,2952,27872,27872,24920,0,0
555,5343,39390,39390,34047,0,0
556,6155,33191,33191,27036,0,0
557,2430,22235,22235,19805,0,0
558,4526,28205,28205,23679,0,0
559,3281,23964,23964,20683,0,0
560,3074,20937,20937,17863,0,0
561,10738,63440,63440,52702,0,0
562,718,6766,6766,6048,0,0
563,6947,41684,41684,34737,0,0
564,2694,21915,21914,19221,1,0
565,686,6259,6259,5573,0,0
566,3452,24695,24695,21243,0,0
567,3701,30476,30476,26775,0,0
568,2794,24757,24757,21963,0,0
569,3915,30082,30082,26167,0,0
570,3785,32403,32403,28618,0,0
571,3132,23398,23398,20266,0,0
572,1999,14385,14385,12386,0,0
573,5243,38963,38963,33720,0,0
574,2094,17118,17118,15024,0,0
575,8151,44733,44733,36582,0,0
576,11732,69178,69177,57446,1,0
577,2928,22171,22171,19243,0,0
578,981,9248,9248,8267,0,0
579,3252,24850,24850,21598,0,0
580,4566,30496,30496,25930,0,0
581,1710,13328,13328,11618,0,0
582,1198,9813,9813,8615,0,0
583,1643,11236,11236,9593,0,0
584,2462,19492,19492,17030,0,0
585,4310,30370,30370,26060,0,0
586,3161,26912,26912,23751,0,0
587,1378,12444,12444,11066,0,0
588,1044,10106,10106,9062,0,0
589,4639,27760,27760,23121,0,0
590,1224,9038,9038,7814,0,0
591,2936,21156,21156,18220,0,0
592,3391,22549,22549,19158,0,0
593,2801,19817,19817,17016,0,0
594,4931,33788,33788,28857,0,0
595,745,6871,6871,6126,0,0
596,1839,12661,12661,10822,0,0
597,2749,17813,17813,15064,0,0
598,4863,28714,28713,23851,1,0
599,4328,30759,30759,26431,0,0
600,1556,12075,12075,10519,0,0
601,4230,32045,32045,27815,0,0
602,5324,32127,32127,26803,0,0
603,1480,9737,9737,8257,0,0
604,3321,19804,19804,16483,0,0
605,1704,14810,14809,13106,1,0
606,1155,8670,8670,7515,0,0
607,2749,22098,22098,19349,0,0
608,4786,29230,29230,24444,0,0
609,2830,21079,21079,18249,0,0
610,7908,42666,42666,34758,0,0
611,4138,25310,25310,21172,0,0
612,4707,33124,33124,28417,0,0
613,4389,29864,29864,25475,0,0
614,7491,43356,43356,35865,0,0
615,2591,15654,15654,13063,0,0
616,1993,15216,15216,13223,0,0
617,1350,10305,10305,8955,0,0
618,2740,17482,17480,14742,2,0
619,1023,7651,7651,6628,0,0
620,1233,8611,8611,7378,0,0
621,2099,15741,15741,13642,0,0
622,4264,30292,30292,26028,0,0
623,4132,25620,25620,21488,0,0
624,826,7467,7467,6641,0,0
625,619,4478,4478,3859,0,0
626,921,6908,6908,5987,0,0
627,2612,18096,18096,15484,0,0
628,2114,14253,14253,12139,0,0
629,1033,7395,7395,6362,0,0
630,2447,15705,15705,13258,0,0
631,1579,11985,11985,10406,0,0
632,2228,14506,14506,12278,0,0
633,2251,16367,16367,14116,0,0
634,3720,20922,20922,17202,0,0
635,2153,15025,15025,12872,0,0
636,846,5612,5612,4766,0,0
637,3477,19236,19236,15759,0,0
638,4544,24233,24233,19689,0,0
639,2017,13272,13272,11255,0,0
640,1300,9915,9915,8615,0,0
641,393,3356,3356,2963,0,0
642,906,6090,6090,5184,0,0
643,1291,9346,9345,8055,1,0
644,7264,45933,45932,38669,1,0
645,595,4922,4922,4327,0,0
646,8582,41821,41821,33239,0,0
647,1886,13787,13787,11901,0,0
648,1933,13139,13139,11206,0,0
649,375,2865,2865,2490,0,0
650,2868,20190,20190,17322,0,0
651,2514,14281,14281,11767,0,0
652,1153,9438,9438,8285,0,0
653,2548,14707,14707,12159,0,0
654,1087,7984,7984,6897,0,0
655,612,4945,4945,4333,0,0
656,2585,14561,14561,11976,0,0
657,2956,18791,18791,15835,0,0
658,1661,9947,9947,8286,0,0
659,4036,22414,22414,18378,0,0
660,2150,12111,12111,9961,0,0
661,1479,11273,11273,9794,0,0
662,10196,46817,46817,36621,0,0
663,8987,44825,44825,35838,0,0
664,1198,7951,7951,6753,0,0
665,1015,6513,6513,5498,0,0
666,1272,8875,8875,7603,0,0
667,3611,20482,20482,16871,0,0
668,2802,16760,16760,13958,0,0
669,1203,8655,8655,7452,0,0
670,5641,30826,30826,25185,0,0
671,559,4291,4291,3732,0,0
672,2153,11358,11358,9205,0,0
673,568,3869,3869,3301,0,0
674,1831,10600,10600,8769,0,0
675,1308,10784,10784,9476,0,0
676,450,3134,3134,2684,0,0
677,2596,15989,15989,13393,0,0
678,1476,8359,8359,6883,0,0
679,3303,19657,19657,16354,0,0
680,7717,34509,34509,26792,0,0
681,178,1578,1578,1400,0,0
682,3438,22460,22460,19022,0,0
683,4634,19737,19737,15103,0,0
684,1568,12004,12004,10436,0,0
685,3263,16279,16279,13016,0,0
686,3924,22591,22591,18667,0,0
687,4623,27231,27231,22608,0,0
688,2525,15731,15731,13206,0,0
689,1631,8839,8839,7208,0,0
690,1455,9417,9417,7962,0,0
691,6426,30752,30752,24326,0,0
692,3092,17442,17442,14350,0,0
693,913,6446,6446,5533,0,0
694,2584,16169,16169,13585,0,0
695,557,3874,3874,3317,0,0
696,590,4501,4501,3911,0,0
697,666,5050,5050,4384,0,0
698,3986,22750,22750,18764,0,0
699,826,6607,6607,5781,0,0
700,3332,15280,15279,11948,1,0
701,3232,20141,20141,16909,0,0
702,1628,10784,10784,9156,0,0
703,1356,7546,7546,6190,0,0
704,1626,8927,8927,7301,0,0
705,2031,11273,11273,9242,0,0
706,1338,10507,10507,9169,0,0
707,988,5696,5696,4708,0,0
708,1617,11451,11451,9834,0,0
709,3309,17172,17172,13863,0,0
710,3149,15600,15600,12451,0,0
711,7266,31612,31612,24346,0,0
712,1710,10959,10959,9249,0,0
713,8636,44134,44134,35498,0,0
714,1321,7744,7744,6423,0,0
715,1714,8582,8582,6868,0,0
716,1520,8863,8863,7343,0,0
717,380,3523,3523,3143,0,0
718,3577,18744,18744,15167,0,0
719,2251,13765,13765,11514,0,0
720,3520,19107,19107,15587,0,0
721,913,4975,4974,4062,1,0
722,1628,10218,10218,8590,0,0
723,1807,12116,12116,10309,0,0
724,4131,21693,21693,17562,0,0
725,1531,9849,9849,8318,0,0
726,1607,10106,10106,8499,0,0
727,9184,45313,45313,36129,0,0
728,1728,12178,12178,10450,0,0
729,4611,20503,20503,15892,0,0
730,2091,12141,12141,10050,0,0
731,2026,10576,10576,8550,0,0
732,1440,7202,7202,5762,0,0
733,1740,9344,9344,7604,0,0
734,1092,6759,6759,5667,0,0
735,2203,12695,12695,10492,0,0
736,4998,23324,23324,18326,0,0
737,1654,10435,10435,8781,0,0
738,846,4891,4891,4045,0,0
739,6304,28284,28284,21980,0,0
740,2871,17055,17055,14184,0,0
741,2234,14837,14837,12603,0,0
742,4480,22494,22494,18014,0,0
743,2628,12609,12609,9981,0,0
744,1621,9264,9264,7643,0,0
745,2657,14554,14554,11897,0,0
746,1446,8952,8952,7506,0,0
747,2110,11717,11717,9607,0,0
748,217,1318,1318,1101,0,0
749,988,6348,6348,5360,0,0
750,3373,14730,14730,11357,0,0
751,866,5204,5204,4338,0,0
752,4019,21714,21714,17695,0,0
753,3181,14391,14391,11210,0,0
754,1462,8673,8673,7211,0,0
755,228,1798,1798,1570,0,0
756,2059,11595,11595,9536,0,0
757,494,3920,3920,3426,0,0
758,1097,6542,6542,5445,0,0
759,1457,8703,8703,7246,0,0
760,4027,18546,18546,14519,0,0
761,6289,26407,26407,20118,0,0
762,2055,11660,11660,9605,0,0
763,2437,13846,13846,11409,0,0
764,1103,6358,6358,5255,0,0
765,3674,18455,18455,14781,0,0
766,5761,23512,23512,17751,0,0
767,6988,32225,32225,25237,0,0
768,4509,22158,22158,17649,0,0
769,508,4070,4070,3562,0,0
