# orientation_index first_overlap second_overlap
1424 4116 11699
1424 260 24839
1424 3485 3716
1424 13875 14893
1424 3474 3752
1424 3164 3682
1424 3407 3693
1424 3309 3562
1424 3077 3615
1424 3011 3542
1424 14903 15015
1424 14355 14463
1424 191 26945
1424 3175 3428
1424 15971 17635
1424 3066 3560
1424 11775 19775
1424 3285 3585
1424 3455 3696
1424 1273 18769
1424 3452 3703
1424 19222 24181
1424 560 24145
1424 3292 3612
1424 2998 3558
1424 4213 25526
1424 27119 42184
1424 3215 3729
1424 3144 3409
1424 3207 3706
1424 3945 24278
1424 3136 3432
1424 18817 24322
1424 3016 3319
1424 3029 3276
1424 605 27681
1424 3041 3294
1424 13737 14486
1424 3174 3418
1424 10569 18279
1424 3981 11017
1424 3140 3413
1424 3158 3477
1424 3001 3298
1424 3026 3589
1424 3296 3587
1424 3068 3293
1424 3162 3453
1424 11065 25877
1424 3157 3450
1424 3206 3755
1424 10604 23797
1424 3010 3268
1424 2996 3538
1424 11749 23583
1424 9793 17445
1424 3005 3278
1424 3006 3574
1424 1654 11746
1424 39625 47637
1424 3069 3346
1424 777 18286
1424 3132 3402
1424 10525 26966
1424 25945 28282
1424 1722 18697
1424 3043 3347
1424 13925 17038
1424 5034 23726
1424 11111 25912
1424 10670 23591
1424 1652 23593
1424 12835 34853
1424 4675 10621
1424 13786 17174
1424 3946 11069
1424 733 18226
1424 6171 35340
1424 731 11099
1424 10658 26014
1425 11609 26421
1425 4525 11561
1425 1134 24655
1425 15009 17309
1425 4539 11676
1425 5219 11165
1425 19766 24725
1425 1104 24689
1425 15074 17321
1425 1955 15076
1425 14281 15030
1425 1275 11643
1425 3446 3690
1425 152 27337
1425 3301 3548
1425 1149 28497
1425 3488 3712
1425 4490 11613
1425 3416 3681
1425 197 27406
1425 11202 26558
1425 3315 3619
1425 3282 3540
1425 3404 3674
1425 15973 17639
1425 3340 3565
1425 3068 3564
1425 3277 3550
1425 3004 3547
1425 14330 17310
1425 3429 3722
1425 3434 3725
1425 19226 24185
1425 634 19241
1425 3369 3628
1425 3083 3578
1425 19214 24122
1425 3341 3618
1425 3000 3559
1425 11821 25512
1425 14085 14766
1425 14040 14795
1425 3946 24270
1425 3208 3746
1425 1321 18830
1425 3030 3278
1425 3045 3298
1425 14469 17174
1425 14534 17189
1425 3185 3487
1425 3231 3759
1425 3139 3682
1425 3162 3479
1425 3172 3757
1425 3051 3306
1425 24187 26107
1425 3023 3271
1425 3018 3581
1425 2999 3539
1425 3016 3338
1425 3159 3724
1425 11069 25878
1425 3152 3727
1425 566 10658
1425 3014 3270
1425 2998 3283
1425 3007 3274
1425 3002 3572
1425 39629 47638
1425 10661 24127
1425 3071 3349
1425 14018 14168
1425 11113 18823
1425 13758 14433
1425 13805 14419
1425 13821 25060
1425 18269 23774
1425 804 23751
1425 10741 26060
1425 10687 18687
1425 735 25857
1426 39714 43810
1426 35531 38299
1426 22342 43869
1426 14994 34735
1426 22621 46553
1426 26809 38507
1426 3551 24246
1426 19530 38452
1426 28099 46302
1426 1851 10157
1426 7699 30458
1426 3422 37033
1426 718 14629
1426 17219 17773
1426 3699 45486
1426 931 19540
1426 3005 24789
1426 13229 42240
1426 27254 30189
1426 3957 18845
1426 27248 46305
1426 5978 33141
1426 308 37892
1426 18573 33995
1426 21267 42602
1426 12821 41665
1426 43028 43498
1426 21537 30057
1427 8754 36697
1427 22246 44323
1427 16674 38893
1427 22204 43866
1427 7654 18954
1427 582 13678
1427 6068 38082
1427 1444 17677
1427 23294 42238
1427 36109 46878
1427 5181 19252
1427 33340 38625
1427 42924 43917
1427 4430 16471
1427 7618 18924
1427 16127 38314
1427 546 13634
1427 17623 41792
1427 2621 5733
1427 12821 42611
1427 30228 46430
1427 5720 35974
1427 12823 42691
1428 886 5511
1428 13188 44134
1428 3658 9490
1428 813 19390
1428 889 5559
1428 8663 27062
1428 812 19395
1428 3537 25910
1428 3587 9416
1428 3348 8601
1428 28638 41943
1428 9418 24259
1428 802 9466
1428 26284 33219
1428 4232 10110
1428 26694 34733
1428 2635 29607
1428 3316 8599
1428 8602 11615
1428 5387 14998
1428 1817 33685
1428 36775 49650
1428 763 3574
1428 34922 44640
1428 731 9398
1428 40469 45338
1428 9396 25891
1428 7762 26431
1428 142 8610
1428 3997 11562
1428 3034 7811
1428 5129 14743
1428 8582 26983
1428 1271 7764
1428 22495 41134
1428 3554 9409
1428 18315 24880
1428 33264 47772
1428 3319 8592
1428 3982 26930
1428 18237 24800
1428 29589 45336
1428 3039 7780
1428 3072 7777
1428 5077 26425
1428 3266 26990
1428 2042 34742
1428 7778 11063
1428 18843 23744
1428 18871 23789
1428 685 19377
1428 12569 43783
1429 36575 39952
1429 22277 39946
1429 11552 26352
1429 41282 48325
1429 5185 25473
1429 13180 41288
1429 13181 33407
1429 7311 11741
1429 11887 33146
1429 3830 33523
1429 3455 25437
1429 38918 46810
1429 11743 26531
1429 23447 46882
1429 21674 44900
1429 4699 26532
1429 3718 8865
1429 3450 8053
1429 1102 18637
1429 8916 11189
1429 4400 34040
1429 1173 7232
1429 13927 16917
1429 1167 3183
1429 12020 33062
1429 22069 40954
1429 13603 14044
1429 3709 8852
1429 12575 33270
1429 5247 25442
1429 3438 8038
1429 12560 33196
1429 34020 50186
1429 13652 27623
1429 12530 33200
1429 33214 49233
1429 2532 38965
1429 11203 25989
1429 12091 33149
1429 8102 10646
1429 30950 49061
1429 1220 18710
1429 3171 7268
1430 3516 14758
1430 29471 44579
1430 5261 25548
1430 29936 38968
1430 7269 24123
1430 675 19802
1430 3179 7240
1430 24518 47090
1430 628 8874
1430 3724 8871
1430 19733 23579
1430 3444 8059
1430 13564 23371
1430 1766 19255
1430 37165 38909
1430 626 3710
1430 1106 7224
1430 596 8854
1430 8942 11207
1430 2466 30029
1430 25753 33468
1430 7222 26568
1430 8850 26028
1430 8960 26055
1430 1136 7220
1430 35600 45315
1430 34463 40951
1430 3727 8864
1430 2496 30008
1430 3447 8052
1430 18643 24119
1430 16647 29799
1430 28849 48049
1430 1712 8050
1430 3176 7235
1430 14224 18706
1430 549 8880
1430 4629 26584
1430 16174 49001
1430 21191 35944
1431 6726 12025
1431 217 8608
1431 4493 25905
1431 1286 7839
1431 3581 9410
1431 3345 8595
1431 4324 11887
1431 8643 11597
1431 3054 7850
1431 9408 10517
1431 28461 49504
1431 15967 39366
1431 8596 11609
1431 36507 39675
1431 18823 27350
1431 1321 3047
1431 20710 39306
1431 39899 46932
1431 25172 45235
1431 22251 25174
1431 12971 33198
1431 3301 8580
1431 13050 33276
1431 3572 9394
1431 3030 7766
1431 21797 39849
1431 21390 47738
1431 13653 18865
1431 13791 41361
1431 20725 29782
1431 13042 33266
1431 7829 11054
1431 3313 8598
1431 15720 19628
1431 3045 7786
1431 13506 33350
1431 33216 49421
1431 29780 49148
1431 206 8663
1431 8629 23665
1431 13942 23997
1431 39547 42911
1432 452 38772
1432 33882 38112
1432 1143 14246
1432 4907 18978
1432 4361 18372
1432 4364 9297
1432 4635 7255
1432 37498 46265
1432 10010 44762
1432 33940 38180
1432 1683 14794
1432 5049 26969
1432 45459 48724
1432 36088 46905
1432 26814 45355
1432 3830 19530
1432 3858 8470
1432 37150 47138
1432 23051 44010
1432 22027 43134
1432 7124 37243
1433 40293 44218
1433 30373 46548
1433 21616 43677
1433 17725 22204
1433 43916 50069
1433 4283 19046
1433 4837 19715
1433 1541 26692
1433 3020 24774
1433 34627 38080
1433 184 14112
1433 15103 26420
1433 15918 37364
1433 3752 32930
1433 21489 30105
1433 13622 23692
1433 8454 28884
1433 3425 46040
1433 43104 44011
1433 39750 43406
1433 21501 43717
1433 18035 41633
1433 323 37820
1433 3007 11052
1433 22306 43441
1433 12801 41703
1433 18047 23339
1433 21097 44967
1433 22422 43486
1433 37347 39321
1433 7346 19637
1433 39204 42591
1433 37567 46376
1433 30227 37672
1433 37536 46401
1438 28507 43380
1438 2382 16549
1438 12107 23139
1438 20957 48733
1438 21626 22787
1439 12789 22469
1439 36798 48797
1439 20688 21844
1439 31229 35650
1439 22518 47229
1439 20680 39053
1439 13546 50727
1440 34426 47953
1440 32589 36602
1440 21356 47613
1441 2739 43374
1441 15387 40081
1441 32057 35286
1441 6409 50007
1441 37223 49492
1442 37774 38713
1442 38186 38818
1442 12015 43286
1442 2350 37570
1444 22607 46286
1445 38137 38855
1446 22247 44320
1446 8244 23069
1446 21918 27828
1446 21963 43194
1446 22206 44204
1446 6069 33207
1446 36606 47002
1446 8196 21913
1446 38586 46537
1446 17629 41774
1446 23035 29414
1446 3159 11717
1446 29426 46661
1446 36860 46166
1446 6380 36522
1446 599 13702
1446 26157 38144
1446 20939 42318
1446 3888 15928
1446 9738 45306
1446 23032 46688
1446 3856 19569
1446 4986 7636
1446 18825 31218
1446 11120 25867
1447 22359 43826
1447 40292 44223
1447 38624 46673
1447 38435 40409
1447 997 26148
1447 5349 8196
1447 4102 38859
1447 3480 32114
1447 12257 41431
1447 3550 10482
1447 17775 22251
1447 16475 39869
1447 13003 37417
1447 4501 9432
1447 5371 18502
1447 3764 33003
1447 43100 49525
1447 3020 11038
1447 4229 19117
1447 43456 43949
1447 42288 43195
1447 13903 16858
1447 21218 42625
1447 21334 42670
1447 9611 44963
1447 1411 37276
1447 18715 45593
1448 20246 44302
1448 19803 46137
1448 2531 15327
1448 40294 44222
1448 30499 38216
1448 22478 33373
1448 42379 43920
1448 9887 39659
1448 5306 18534
1448 13345 41975
1448 18589 33994
1448 3278 11570
1448 1261 15114
1448 3697 45496
1448 37891 39865
1448 3957 8616
1448 6984 26857
1448 39748 43407
1448 43094 43428
1448 4766 19594
1448 45857 50184
1448 3269 11605
1448 42284 48981
1448 25802 33785
1448 14015 26964
1448 15915 36197
1448 20175 42186
1448 39205 42586
1449 43505 43811
1449 38520 46512
1449 22172 43831
1449 4944 19025
1449 23066 28580
1449 22205 44208
1449 22261 40236
1449 4357 18374
1449 42213 44319
1449 595 13706
1449 20875 42378
1449 10013 44766
1449 10048 44749
1449 27789 46440
1449 18173 41502
1449 1687 14790
1449 21950 30587
1449 5836 35978
1450 1555 23461
1450 811 19389
1450 13594 33412
1450 13603 18810
1450 40514 47086
1450 5084 26406
1450 220 18820
1450 3585 9414
1450 8645 11598
1450 9412 10521
1450 146 18774
1450 22478 48146
1450 6190 13117
1450 23339 25310
1450 25170 36465
1450 3302 8582
1450 730 19332
1450 3573 9396
1450 3028 7762
1450 22885 40393
1450 2334 39913
1450 21388 40817
1450 19367 28166
1450 3617 9411
1450 4894 34233
1450 14879 28577
1450 5037 26449
1450 7831 11052
1450 9459 10509
1450 3317 8602
1450 29277 50048
1450 20390 33159
1450 233 3319
1450 7776 11061
1450 3326 8666
1450 5638 12569
1451 13191 33417
1451 14768 19250
1451 5173 25496
1451 3183 7232
1451 5188 25497
1451 624 8866
1451 3716 8875
1451 17463 41214
1451 2757 39479
1451 8921 26056
1451 1172 7242
1451 1110 7228
1451 1138 24110
1451 23430 46818
1451 8038 25480
1451 19187 24663
1451 13140 41211
1451 8085 24667
1451 16085 39458
1451 33902 47466
1451 7218 26572
1451 8852 26020
1451 1680 8036
1451 1140 7222
1451 35602 45319
1451 1170 3166
1451 21675 30909
1451 3719 8868
1451 3451 8056
1451 18645 24123
1451 32898 35715
1451 44931 48961
1451 1771 34613
1451 3788 13670
1451 16995 18442
1451 1679 19197
1451 3180 7239
1451 1683 8094
1451 3131 26589
1451 8116 25561
1451 1219 18714
1451 39516 44929
1451 16178 45002
1451 3530 8124
1451 12476 21195
1452 6923 22285
1452 13188 41292
1452 29918 40069
1452 24535 47154
1452 1974 35059
1452 5251 25485
1452 676 19798
1452 623 3727
1452 11751 26535
1452 1101 24123
1452 3726 8873
1452 3446 8049
1452 1100 18641
1452 8914 11188
1452 3183 26525
1452 12636 41016
1452 3708 8850
1452 12637 33271
1452 8943 11197
1452 13076 41272
1452 3166 7222
1452 3437 8036
1452 33287 49277
1452 15901 18984
1452 10659 25445
1452 38944 46798
1452 40006 47082
1452 33078 48689
1452 33476 48497
1452 14691 15132
1452 3675 8847
1452 12592 33210
1452 4155 25988
1452 11199 25987
1452 33506 48492
1452 1713 8052
1452 3178 7237
1452 29589 45387
1452 5781 13523
1452 331 24954
1453 39925 45066
1453 41149 49496
1453 1230 7794
1453 3583 9412
1453 141 18833
1453 28636 41939
1453 4533 25881
1453 1241 7771
1453 12025 42967
1453 4071 27003
1453 3044 7783
1453 27796 47622
1453 14997 34701
1453 219 3302
1453 4843 14454
1453 187 8582
1453 727 9396
1453 17174 25175
1453 9394 25887
1453 7766 26439
1453 34309 41073
1453 728 19330
1453 14875 28573
1453 19635 28572
1453 24925 47081
1453 1308 7795
1453 3616 9409
1453 12066 20236
1453 29587 45332
1453 40603 50036
1453 3047 7776
1453 21407 40862
1453 3045 26481
1453 8602 23715
1453 7786 11071
1453 1268 18247
1453 13054 33781
1453 27823 47624
1453 12500 33134
1453 21332 43779
1454 1557 23465
1454 17118 41242
1454 216 18812
1454 3589 9418
1454 12471 18139
1454 3349 8603
1454 8647 11596
1454 14331 47695
1454 30833 49912
1454 3538 9388
1454 8592 11605
1454 5087 28978
1454 22476 41089
1454 20709 39305
1454 40447 47070
1454 11096 26459
1454 25036 44963
1454 12427 33062
1454 18279 28982
1454 3574 9398
1454 3029 7764
1454 13047 47816
1454 20302 47330
1454 13519 33330
1454 19587 28654
1454 39355 46796
1454 7827 11053
1454 9461 10510
1454 3309 8594
1454 690 19318
1454 3073 7779
1454 40409 47085
1454 14147 19354
1454 3949 26993
1454 7780 11065
1454 23566 40542
1454 8590 26969
1454 46813 48680
1454 40605 47378
1455 13020 22283
1455 30023 50089
1455 3175 7236
1455 3403 25501
1455 24517 47086
1455 19731 23575
1455 29994 44655
1455 3452 8055
1455 2758 46937
1455 1763 19258
1455 1654 8044
1455 4100 26041
1455 592 8852
1455 8034 25484
1455 13924 28031
1455 19189 24667
1455 13680 19794
1455 7220 26564
1455 8854 26024
1455 1637 8064
1455 1132 7218
1455 1714 3438
1455 35598 45323
1455 3723 8872
1455 624 19736
1455 3455 8048
1455 3674 26016
1455 21298 25238
1455 953 50170
1455 562 8856
1455 44935 48962
1455 33919 40679
1455 17829 45836
1455 1716 8058
1455 23974 46954
1455 3172 7243
1455 14749 15166
1455 1715 19229
1455 1223 18717
1455 8901 23579
1455 8126 10663
1455 4633 26592
1455 1222 18711
1455 13852 16427
1455 28655 43763
1455 333 16421
1455 25806 33557
1455 6227 50303
1456 938 22364
1456 34620 35546
1456 1701 8116
1456 14555 18701
1456 1838 35603
1456 11747 26533
1456 3722 8869
1456 34564 48089
1456 8918 11190
1456 11325 13068
1456 7284 11733
1456 1765 19260
1456 8924 26058
1456 1169 7236
1456 5264 10679
1456 14147 14588
1456 40032 47070
1456 22070 40958
1456 23157 41226
1456 4707 26573
1456 3710 8854
1456 5177 14704
1456 556 19729
1456 3165 7220
1456 5243 25444
1456 3436 8034
1456 12564 33198
1456 10655 25443
1456 38940 46796
1456 1646 19181
1456 39462 46946
1456 11207 25991
1456 25876 44925
1456 8098 10644
1456 1652 19241
1456 1717 8048
1456 1711 3455
1456 3174 7233
1456 3727 25981
1456 12093 33135
1456 14471 15829
1456 4407 34017
1456 2369 31345
1457 13113 44599
1457 19387 24288
1457 3591 9408
1457 3344 8593
1457 3010 7777
1457 1770 33654
1457 3589 25937
1457 2907 29743
1457 9418 10527
1457 1229 18289
1457 28053 49232
1457 3040 7779
1457 36767 49652
1457 9479 25974
1457 9398 25895
1457 3989 26969
1457 14871 28571
1457 4538 25860
1457 1275 7766
1457 29725 44792
1457 3620 9417
1457 1307 3030
1457 18140 40533
1457 3043 7784
1457 25606 33645
1457 17423 45429
1457 29428 47214
1457 16316 18579
1457 13050 33777
1457 686 9426
1457 39381 44794
1458 22242 43809
1458 13365 43427
1458 42285 43740
1458 23292 42234
1458 1139 14214
1458 4906 18983
1458 26983 37366
1458 6612 38626
1458 10200 40284
1458 7124 22827
1458 1126 14222
1458 4093 19796
1458 16129 38345
1458 4403 18373
1458 8434 19468
1458 5386 37620
1458 33068 37537
1458 20863 28598
1458 21118 43054
1458 25616 37548
1459 30481 35523
1459 12684 43876
1459 216 27003
1459 32643 40411
1459 20445 46281
1459 3020 14710
1459 9881 29803
1459 3694 35945
1459 3950 18778
1459 28070 30461
1459 716 14631
1459 22646 27221
1459 25721 37419
1459 3155 45758
1459 4837 16061
1459 3007 24790
1459 40258 42178
1459 43388 48059
1459 20166 42237
1459 3277 23701
1459 1262 15173
1459 6522 33277
1459 30213 35255
1459 17355 18045
1459 1987 9613
1459 9029 19158
1459 32043 35257
1459 18729 45646
1459 27147 45595
1459 21293 42998
1459 39169 42999
1459 2405 18987
1459 30842 36101
1459 21541 30058
1460 30485 35527
1460 12685 43872
1460 853 38432
1460 3549 24245
1460 17083 17501
1460 9331 30186
1460 7637 46310
1460 34566 38179
1460 4808 19597
1460 2123 9885
1460 5045 18301
1460 27283 46574
1460 3707 45494
1460 3427 46030
1460 3292 13622
1460 7754 18277
1460 43450 48025
1460 3014 11044
1460 3279 23702
1460 5225 31056
1460 21083 44899
1460 1260 15175
1460 3150 36489
1460 9012 19085
1460 21254 43053
1460 26265 37963
1460 28033 30059
1460 12142 43425
1460 4721 35310
1460 7306 27665
1460 31044 39349
1461 21642 46983
1461 22244 43813
1461 30328 38384
1461 22177 44283
1461 42281 44219
1461 16673 38889
1461 22212 44233
1461 33204 38081
1461 30387 38452
1461 12649 41768
1461 10382 14898
1461 12279 44323
1461 14309 34048
1461 2349 6821
1461 4907 7663
1461 3886 15927
1461 16130 38349
1461 27799 46438
1461 1670 14766
1461 43101 44556
1461 5524 37538
1461 37197 47150
1461 21116 43050
1461 23371 42673
1482 21021 48452
1482 21027 22053
1482 9284 28048
1482 36117 50022
1482 29257 44128
1482 15523 38993
1482 36135 50036
1482 2195 44190
1483 22873 40132
1483 34430 47954
1483 32784 48789
1483 20768 39117
1483 20675 22924
1483 21789 39590
1484 13002 50591
1484 20349 22458
1484 36254 49885
1484 21430 47732
1484 12793 22465
1485 13195 22051
1485 23125 48431
1485 20538 21699
1485 2926 16005
1485 12687 20953
1490 5865 49463
1490 2467 42558
1490 22115 23141
1490 15251 39537
1490 12654 20970
1490 36661 48934
1490 22109 48139
1490 27625 42496
1491 21783 22930
1491 34492 49318
1491 21360 47611
1491 20268 47205
1491 10756 36201
1492 13348 44202
1492 12826 22447
1492 5938 50117
1492 12958 15574
1492 20269 47206
1492 13549 50719
1493 6454 34369
1493 2737 43372
1493 22037 48023
1493 27644 50533
1494 22633 36665
1495 38943 44102
1495 37593 38311
1495 38187 38819
1496 37767 38681
1498 2517 37273
1499 37625 38318
1500 13103 42470
1500 38169 38862
1523 28172 44604
1523 20453 27744
1531 19751 40570
1532 8053 13230
1566 20445 27744
1578 22629 29376
1720 37451 43902
