parent	edge_1	edge_2	edge_3	edge_4	target_kind	target_index
56	4,7	16,27	23,35	37,38	base	49
56	4,7	21,36	16,38	37,38	base	29
56	4,7	23,35	16,38	37,38	base	33
56	4,7	23,35	21,36	16,38	base	218
56	4,7	23,35	21,36	37,38	base	38
57	0,1	16,25	16,29	21,38	base	96
57	0,1	16,25	16,29	24,37	base	184
57	0,1	16,25	22,25	16,29	base	67
57	0,1	16,25	22,25	21,38	base	108
57	0,1	16,25	22,25	24,37	base	99
57	0,1	16,25	24,37	21,38	base	181
57	0,1	16,29	24,37	21,38	base	115
57	0,1	22,25	16,29	21,38	base	107
57	0,1	22,25	16,29	24,37	base	185
57	0,1	22,25	24,37	21,38	base	183
57	0,1	4,7	16,25	16,29	base	134
57	0,1	4,7	16,25	21,38	base	138
57	0,1	4,7	16,25	22,25	base	135
57	0,1	4,7	16,25	24,37	base	158
57	0,1	4,7	16,29	21,38	base	142
57	0,1	4,7	16,29	24,37	base	157
57	0,1	4,7	22,25	16,29	base	88
57	0,1	4,7	22,25	21,38	base	140
57	0,1	4,7	22,25	24,37	base	104
57	0,1	4,7	24,37	21,38	base	163
57	16,25	16,29	24,37	21,38	base	228
57	16,25	22,25	16,29	21,38	base	74
57	16,25	22,25	16,29	24,37	base	82
57	16,25	22,25	24,37	21,38	base	83
57	17,19	2,22	32,37	20,40	base	24
57	22,25	16,29	24,37	21,38	base	222
57	4,7	16,25	16,29	21,38	base	60
57	4,7	16,25	16,29	24,37	base	61
57	4,7	16,25	22,25	16,29	base	43
57	4,7	16,25	22,25	21,38	base	121
57	4,7	16,25	22,25	24,37	base	219
57	4,7	16,25	24,37	21,38	base	50
57	4,7	16,29	24,37	21,38	base	35
57	4,7	22,25	16,29	21,38	base	45
57	4,7	22,25	16,29	24,37	base	36
57	4,7	22,25	24,37	21,38	base	37
58	0,1	20,23	22,35	33,37	base	183
58	0,1	20,23	22,35	36,40	base	185
58	0,1	20,23	23,33	22,35	base	179
58	0,1	20,23	23,33	33,37	base	108
58	0,1	20,23	23,33	36,40	base	67
58	0,1	20,23	33,37	36,40	base	72
58	0,1	22,35	33,37	36,40	base	113
58	0,1	23,33	22,35	33,37	base	181
58	0,1	23,33	22,35	36,40	base	184
58	0,1	23,33	33,37	36,40	base	70
58	0,1	4,7	20,23	22,35	base	164
58	0,1	4,7	20,23	23,33	complement	40
58	0,1	4,7	20,23	33,37	base	140
58	0,1	4,7	20,23	36,40	base	88
58	0,1	4,7	22,35	33,37	base	163
58	0,1	4,7	22,35	36,40	base	157
58	0,1	4,7	23,33	22,35	base	160
58	0,1	4,7	23,33	33,37	base	138
58	0,1	4,7	23,33	36,40	base	134
58	0,1	4,7	33,37	36,40	base	136
58	20,23	22,35	33,37	36,40	base	226
58	20,23	23,33	22,35	33,37	base	83
58	20,23	23,33	22,35	36,40	base	82
58	20,23	23,33	33,37	36,40	base	76
58	23,33	22,35	33,37	36,40	base	124
58	4,7	20,23	22,35	33,37	base	37
58	4,7	20,23	22,35	36,40	base	36
58	4,7	20,23	23,33	22,35	base	119
58	4,7	20,23	23,33	33,37	base	121
58	4,7	20,23	23,33	36,40	base	43
58	4,7	20,23	33,37	36,40	base	26
58	4,7	22,35	33,37	36,40	base	51
58	4,7	23,33	22,35	33,37	base	50
58	4,7	23,33	22,35	36,40	base	61
58	4,7	23,33	33,37	36,40	base	30
59	0,1	21,24	20,37	34,38	base	112
59	0,1	21,24	23,36	20,37	base	117
59	0,1	21,24	23,36	34,38	base	182
59	0,1	21,24	24,34	20,37	base	97
59	0,1	21,24	24,34	23,36	base	180
59	0,1	21,24	24,34	34,38	base	109
59	0,1	23,36	20,37	34,38	base	114
59	0,1	24,34	20,37	34,38	base	110
59	0,1	24,34	23,36	20,37	base	116
59	0,1	24,34	23,36	34,38	base	155
59	0,1	4,7	20,37	34,38	base	139
59	0,1	4,7	21,24	20,37	base	143
59	0,1	4,7	21,24	23,36	base	102
59	0,1	4,7	21,24	24,34	base	90
59	0,1	4,7	21,24	34,38	base	137
59	0,1	4,7	23,36	20,37	base	161
59	0,1	4,7	23,36	34,38	base	156
59	0,1	4,7	24,34	20,37	base	133
59	0,1	4,7	24,34	23,36	base	159
59	0,1	4,7	24,34	34,38	base	87
59	16,18	2,21	30,36	19,40	base	11
59	21,24	23,36	20,37	34,38	base	220
59	21,24	24,34	20,37	34,38	base	73
59	21,24	24,34	23,36	20,37	base	84
59	21,24	24,34	23,36	34,38	base	81
59	24,34	23,36	20,37	34,38	base	224
59	4,7	21,24	20,37	34,38	base	25
59	4,7	21,24	23,36	20,37	base	34
59	4,7	21,24	23,36	34,38	base	32
59	4,7	21,24	24,34	20,37	base	42
59	4,7	21,24	24,34	23,36	base	120
59	4,7	21,24	24,34	34,38	base	217
59	4,7	23,36	20,37	34,38	base	38
59	4,7	24,34	20,37	34,38	base	29
59	4,7	24,34	23,36	20,37	base	31
59	4,7	24,34	23,36	34,38	base	33
60	0,2	17,35	34,39	35,40	base	88
60	0,2	17,35	34,39	36,40	base	135
60	0,2	17,35	35,40	36,40	base	140
60	0,2	18,22	17,35	34,39	base	67
60	0,2	18,22	17,35	35,40	base	107
60	0,2	18,22	17,35	36,40	base	108
60	0,2	18,22	21,32	17,35	base	179
60	0,2	18,22	21,32	34,39	base	184
60	0,2	18,22	21,32	35,40	base	115
60	0,2	18,22	21,32	36,40	base	181
60	0,2	18,22	34,39	35,40	base	68
60	0,2	18,22	34,39	36,40	base	70
60	0,2	18,22	35,40	36,40	base	111
60	0,2	21,32	17,35	34,39	base	105
60	0,2	21,32	17,35	35,40	base	164
60	0,2	21,32	17,35	36,40	base	103
60	0,2	21,32	34,39	35,40	base	157
60	0,2	21,32	34,39	36,40	base	158
60	0,2	21,32	35,40	36,40	base	163
60	0,2	34,39	35,40	36,40	base	136
60	17,35	34,39	35,40	36,40	base	26
60	18,22	17,35	34,39	35,40	base	65
60	18,22	17,35	34,39	36,40	base	76
60	18,22	17,35	35,40	36,40	base	54
60	18,22	21,32	17,35	34,39	base	82
60	18,22	21,32	17,35	35,40	base	222
60	18,22	21,32	17,35	36,40	base	83
60	18,22	21,32	34,39	35,40	base	123
60	18,22	21,32	34,39	36,40	base	124
60	18,22	21,32	35,40	36,40	base	221
60	18,22	34,39	35,40	36,40	base	57
60	21,32	17,35	34,39	35,40	base	36
60	21,32	17,35	34,39	36,40	base	219
60	21,32	17,35	35,40	36,40	base	37
60	21,32	34,39	35,40	36,40	base	51
61	0,3	19,24	21,36	36,40	base	185
61	0,3	19,24	21,36	37,40	base	99
61	0,3	19,24	22,34	21,36	base	179
61	0,3	19,24	22,34	36,40	base	115
61	0,3	19,24	22,34	37,40	base	181
61	0,3	19,24	36,40	37,40	base	113
61	0,3	21,36	36,40	37,40	base	104
61	0,3	22,34	21,36	36,40	base	164
61	0,3	22,34	21,36	37,40	base	103
61	0,3	22,34	36,40	37,40	base	163
61	0,3	6,14	19,24	21,36	base	67
61	0,3	6,14	19,24	22,34	base	96
61	0,3	6,14	19,24	36,40	base	68
61	0,3	6,14	19,24	37,40	base	70
61	0,3	6,14	21,36	36,40	base	88
61	0,3	6,14	21,36	37,40	base	135
61	0,3	6,14	22,34	21,36	complement	40
61	0,3	6,14	22,34	36,40	base	142
61	0,3	6,14	22,34	37,40	base	138
61	0,3	6,14	36,40	37,40	base	136
61	1,21	15,23	14,35	13,38	base	6
61	19,24	21,36	36,40	37,40	base	226
61	19,24	22,34	21,36	36,40	base	222
61	19,24	22,34	21,36	37,40	base	83
61	19,24	22,34	36,40	37,40	base	221
61	22,34	21,36	36,40	37,40	base	37
61	6,12	2,28	29,33	17,36	base	304
61	6,14	19,24	21,36	36,40	base	65
61	6,14	19,24	21,36	37,40	base	76
61	6,14	19,24	22,34	21,36	base	74
61	6,14	19,24	22,34	36,40	base	58
61	6,14	19,24	22,34	37,40	base	52
61	6,14	19,24	36,40	37,40	base	57
61	6,14	21,36	36,40	37,40	base	26
61	6,14	22,34	21,36	36,40	base	45
61	6,14	22,34	21,36	37,40	base	121
61	6,14	22,34	36,40	37,40	base	27
62	0,2	20,35	35,39	34,40	base	69
62	0,2	20,35	35,39	36,39	base	112
62	0,2	20,35	36,39	34,40	base	109
62	0,2	22,32	20,35	34,40	base	180
62	0,2	22,32	20,35	35,39	base	117
62	0,2	22,32	20,35	36,39	base	98
62	0,2	22,32	35,39	34,40	base	154
62	0,2	22,32	35,39	36,39	base	114
62	0,2	22,32	36,39	34,40	base	155
62	0,2	35,39	36,39	34,40	base	71
62	0,2	4,7	20,35	34,40	base	90
62	0,2	4,7	20,35	35,39	base	143
62	0,2	4,7	20,35	36,39	base	91
62	0,2	4,7	22,32	20,35	base	100
62	0,2	4,7	22,32	34,40	base	159
62	0,2	4,7	22,32	35,39	base	161
62	0,2	4,7	22,32	36,39	base	162
62	0,2	4,7	35,39	34,40	base	141
62	0,2	4,7	35,39	36,39	base	139
62	0,2	4,7	36,39	34,40	base	87
62	20,35	35,39	36,39	34,40	base	56
62	22,32	20,35	35,39	34,40	base	122
62	22,32	20,35	35,39	36,39	base	220
62	22,32	20,35	36,39	34,40	base	81
62	22,32	35,39	36,39	34,40	base	227
62	4,7	20,35	35,39	34,40	base	48
62	4,7	20,35	35,39	36,39	base	25
62	4,7	20,35	36,39	34,40	base	217
62	4,7	22,32	20,35	34,40	base	120
62	4,7	22,32	20,35	35,39	base	34
62	4,7	22,32	20,35	36,39	base	218
62	4,7	22,32	35,39	34,40	base	49
62	4,7	22,32	35,39	36,39	base	38
62	4,7	22,32	36,39	34,40	base	33
62	4,7	35,39	36,39	34,40	base	28
63	0,2	20,35	21,36	36,40	base	107
63	0,2	20,35	21,36	37,40	base	108
63	0,2	20,35	36,40	37,40	base	111
63	0,2	21,36	36,40	37,40	base	72
63	0,2	23,33	20,35	21,36	base	179
63	0,2	23,33	20,35	36,40	base	115
63	0,2	23,33	20,35	37,40	base	181
63	0,2	23,33	21,36	36,40	base	185
63	0,2	23,33	21,36	37,40	base	99
63	0,2	23,33	36,40	37,40	base	113
63	0,2	4,7	20,35	21,36	complement	40
63	0,2	4,7	20,35	36,40	base	142
63	0,2	4,7	20,35	37,40	base	138
63	0,2	4,7	21,36	36,40	base	88
63	0,2	4,7	21,36	37,40	base	135
63	0,2	4,7	23,33	20,35	base	160
63	0,2	4,7	23,33	21,36	base	105
63	0,2	4,7	23,33	36,40	base	157
63	0,2	4,7	23,33	37,40	base	158
63	0,2	4,7	36,40	37,40	base	136
63	16,18	1,21	29,33	19,39	base	20
63	20,35	21,36	36,40	37,40	base	54
63	23,33	20,35	21,36	36,40	base	222
63	23,33	20,35	21,36	37,40	base	83
63	23,33	20,35	36,40	37,40	base	221
63	23,33	21,36	36,40	37,40	base	226
63	4,7	20,35	21,36	36,40	base	45
63	4,7	20,35	21,36	37,40	base	121
63	4,7	20,35	36,40	37,40	base	27
63	4,7	21,36	36,40	37,40	base	26
63	4,7	23,33	20,35	21,36	base	119
63	4,7	23,33	20,35	36,40	base	35
63	4,7	23,33	20,35	37,40	base	50
63	4,7	23,33	21,36	36,40	base	36
63	4,7	23,33	21,36	37,40	base	219
63	4,7	23,33	36,40	37,40	base	51
64	0,2	21,33	31,36	31,37	base	98
64	0,2	21,33	31,36	34,40	base	180
64	0,2	21,33	31,36	35,36	base	116
64	0,2	21,33	31,37	34,40	base	182
64	0,2	21,33	35,36	31,37	base	114
64	0,2	21,33	35,36	34,40	base	154
64	0,2	31,36	31,37	34,40	base	109
64	0,2	31,36	35,36	31,37	base	110
64	0,2	31,36	35,36	34,40	base	66
64	0,2	35,36	31,37	34,40	base	71
64	0,2	4,7	21,33	31,36	base	100
64	0,2	4,7	21,33	31,37	base	165
64	0,2	4,7	21,33	34,40	base	102
64	0,2	4,7	21,33	35,36	base	161
64	0,2	4,7	31,36	31,37	base	91
64	0,2	4,7	31,36	34,40	base	90
64	0,2	4,7	31,36	35,36	base	133
64	0,2	4,7	31,37	34,40	base	137
64	0,2	4,7	35,36	31,37	base	139
64	0,2	4,7	35,36	34,40	base	141
64	21,33	31,36	31,37	34,40	base	81
64	21,33	31,36	35,36	31,37	base	224
64	21,33	31,36	35,36	34,40	base	125
64	21,33	35,36	31,37	34,40	base	227
64	31,36	35,36	31,37	34,40	base	53
64	4,7	21,33	31,36	31,37	base	218
64	4,7	21,33	31,36	34,40	base	120
64	4,7	21,33	31,36	35,36	base	31
64	4,7	21,33	31,37	34,40	base	32
64	4,7	21,33	35,36	31,37	base	38
64	4,7	21,33	35,36	34,40	base	49
64	4,7	31,36	31,37	34,40	base	217
64	4,7	31,36	35,36	31,37	base	29
64	4,7	31,36	35,36	34,40	base	44
64	4,7	35,36	31,37	34,40	base	28
65	0,2	20,35	32,37	32,38	base	108
65	0,2	20,35	32,37	36,37	base	96
65	0,2	20,35	36,37	32,38	base	111
65	0,2	22,34	20,35	32,37	base	179
65	0,2	22,34	20,35	32,38	base	183
65	0,2	22,34	20,35	36,37	base	115
65	0,2	22,34	32,37	32,38	base	99
65	0,2	22,34	32,37	36,37	base	184
65	0,2	22,34	36,37	32,38	base	113
65	0,2	32,37	36,37	32,38	base	70
65	0,2	4,7	20,35	32,37	complement	40
65	0,2	4,7	20,35	32,38	base	140
65	0,2	4,7	20,35	36,37	base	142
65	0,2	4,7	22,34	20,35	base	164
65	0,2	4,7	22,34	32,37	base	105
65	0,2	4,7	22,34	32,38	base	104
65	0,2	4,7	22,34	36,37	base	157
65	0,2	4,7	32,37	32,38	base	135
65	0,2	4,7	32,37	36,37	base	134
65	0,2	4,7	36,37	32,38	base	136
65	20,35	32,37	36,37	32,38	base	52
65	22,34	20,35	32,37	32,38	base	83
65	22,34	20,35	32,37	36,37	base	228
65	22,34	20,35	36,37	32,38	base	221
65	22,34	32,37	36,37	32,38	base	124
65	4,7	20,35	32,37	32,38	base	121
65	4,7	20,35	32,37	36,37	base	60
65	4,7	20,35	36,37	32,38	base	27
65	4,7	22,34	20,35	32,37	base	119
65	4,7	22,34	20,35	32,38	base	37
65	4,7	22,34	20,35	36,37	base	35
65	4,7	22,34	32,37	32,38	base	219
65	4,7	22,34	32,37	36,37	base	61
65	4,7	22,34	36,37	32,38	base	51
65	4,7	32,37	36,37	32,38	base	30
66	13,16	17,33	23,36	36,40	base	64
66	13,16	17,33	23,36	37,40	base	73
66	13,16	17,33	24,35	23,36	base	84
66	13,16	17,33	24,35	36,40	base	223
66	13,16	17,33	24,35	37,40	base	224
66	13,16	17,33	36,40	37,40	base	55
66	13,16	23,36	36,40	37,40	base	56
66	13,16	24,35	23,36	36,40	base	122
66	13,16	24,35	23,36	37,40	base	81
66	13,16	24,35	36,40	37,40	base	227
66	17,33	23,36	36,40	37,40	base	112
66	17,33	24,35	23,36	36,40	base	117
66	17,33	24,35	23,36	37,40	base	98
66	17,33	24,35	36,40	37,40	base	114
66	18,20	0,23	25,35	19,38	base	168
66	2,5	13,16	17,33	23,36	base	42
66	2,5	13,16	17,33	24,35	base	31
66	2,5	13,16	17,33	36,40	base	46
66	2,5	13,16	17,33	37,40	base	29
66	2,5	13,16	23,36	36,40	base	48
66	2,5	13,16	23,36	37,40	base	217
66	2,5	13,16	24,35	23,36	base	120
66	2,5	13,16	24,35	36,40	base	49
66	2,5	13,16	24,35	37,40	base	33
66	2,5	13,16	36,40	37,40	base	28
66	2,5	17,33	23,36	36,40	base	143
66	2,5	17,33	23,36	37,40	base	91
66	2,5	17,33	24,35	23,36	base	100
66	2,5	17,33	24,35	36,40	base	161
66	2,5	17,33	24,35	37,40	base	162
66	2,5	17,33	36,40	37,40	base	139
66	2,5	23,36	36,40	37,40	base	137
66	2,5	24,35	23,36	36,40	base	102
66	2,5	24,35	23,36	37,40	base	101
66	2,5	24,35	36,40	37,40	base	156
66	24,35	23,36	36,40	37,40	base	182
67	13,16	17,32	23,34	35,41	base	228
67	13,16	17,32	23,34	36,39	base	83
67	13,16	17,32	23,34	39,41	base	222
67	13,16	17,32	35,41	39,41	base	58
67	13,16	17,32	36,39	35,41	base	52
67	13,16	17,32	36,39	39,41	base	54
67	13,16	23,34	35,41	39,41	base	123
67	13,16	23,34	36,39	35,41	base	124
67	13,16	23,34	36,39	39,41	base	226
67	13,16	36,39	35,41	39,41	base	57
67	17,32	23,34	35,41	39,41	base	115
67	17,32	23,34	36,39	35,41	base	181
67	17,32	23,34	36,39	39,41	base	183
67	17,32	36,39	35,41	39,41	base	111
67	2,5	13,16	17,32	23,34	base	119
67	2,5	13,16	17,32	35,41	base	60
67	2,5	13,16	17,32	36,39	base	121
67	2,5	13,16	17,32	39,41	base	45
67	2,5	13,16	23,34	35,41	base	61
67	2,5	13,16	23,34	36,39	base	219
67	2,5	13,16	23,34	39,41	base	36
67	2,5	13,16	35,41	39,41	base	47
67	2,5	13,16	36,39	35,41	base	30
67	2,5	13,16	36,39	39,41	base	26
67	2,5	17,32	23,34	35,41	base	160
67	2,5	17,32	23,34	36,39	base	103
67	2,5	17,32	23,34	39,41	base	164
67	2,5	17,32	35,41	39,41	base	142
67	2,5	17,32	36,39	35,41	base	138
67	2,5	17,32	36,39	39,41	base	140
67	2,5	23,34	35,41	39,41	base	157
67	2,5	23,34	36,39	35,41	base	158
67	2,5	23,34	36,39	39,41	base	104
67	2,5	36,39	35,41	39,41	base	136
67	23,34	36,39	35,41	39,41	base	113
68	1,5	13,15	16,36	25,37	base	60
68	1,5	13,15	16,36	37,38	base	27
68	1,5	13,15	23,25	16,36	base	45
68	1,5	13,15	23,25	24,33	base	36
68	1,5	13,15	23,25	25,37	base	43
68	1,5	13,15	23,25	37,38	base	26
68	1,5	13,15	24,33	16,36	base	35
68	1,5	13,15	24,33	25,37	base	61
68	1,5	13,15	24,33	37,38	base	51
68	1,5	13,15	25,37	37,38	base	30
68	1,5	16,36	25,37	37,38	base	138
68	1,5	23,25	16,36	25,37	complement	40
68	1,5	23,25	16,36	37,38	base	140
68	1,5	23,25	24,33	16,36	base	164
68	1,5	23,25	24,33	25,37	base	105
68	1,5	23,25	24,33	37,38	base	104
68	1,5	23,25	25,37	37,38	base	135
68	1,5	24,33	16,36	25,37	base	160
68	1,5	24,33	16,36	37,38	base	163
68	1,5	24,33	25,37	37,38	base	158
68	13,15	16,36	25,37	37,38	base	52
68	13,15	23,25	16,36	25,37	base	74
68	13,15	23,25	16,36	37,38	base	54
68	13,15	23,25	24,33	16,36	base	222
68	13,15	23,25	24,33	25,37	base	82
68	13,15	23,25	24,33	37,38	base	226
68	13,15	23,25	25,37	37,38	base	76
68	13,15	24,33	16,36	25,37	base	228
68	13,15	24,33	16,36	37,38	base	221
68	13,15	24,33	25,37	37,38	base	124
68	18,19	0,23	28,33	21,39	base	187
68	23,25	16,36	25,37	37,38	base	108
68	23,25	24,33	16,36	25,37	base	179
68	23,25	24,33	16,36	37,38	base	183
68	23,25	24,33	25,37	37,38	base	99
68	24,33	16,36	25,37	37,38	base	181
69	1,5	13,16	17,33	35,37	base	42
69	1,5	13,16	17,33	35,38	base	25
69	1,5	13,16	17,33	36,37	base	46
69	1,5	13,16	23,32	17,33	base	34
69	1,5	13,16	23,32	35,37	base	120
69	1,5	13,16	23,32	35,38	base	32
69	1,5	13,16	23,32	36,37	base	49
69	1,5	13,16	35,37	35,38	base	217
69	1,5	13,16	35,37	36,37	base	44
69	1,5	13,16	36,37	35,38	base	28
69	1,5	17,33	35,37	35,38	base	91
69	1,5	17,33	35,37	36,37	base	133
69	1,5	17,33	36,37	35,38	base	139
69	1,5	23,32	17,33	35,37	base	100
69	1,5	23,32	17,33	35,38	base	165
69	1,5	23,32	17,33	36,37	base	161
69	1,5	23,32	35,37	35,38	base	101
69	1,5	23,32	35,37	36,37	base	159
69	1,5	23,32	36,37	35,38	base	156
69	1,5	35,37	36,37	35,38	base	87
69	13,16	17,33	35,37	35,38	base	73
69	13,16	17,33	35,37	36,37	base	62
69	13,16	17,33	36,37	35,38	base	55
69	13,16	23,32	17,33	35,37	base	84
69	13,16	23,32	17,33	35,38	base	220
69	13,16	23,32	17,33	36,37	base	223
69	13,16	23,32	35,37	35,38	base	81
69	13,16	23,32	35,37	36,37	base	125
69	13,16	23,32	36,37	35,38	base	227
69	13,16	35,37	36,37	35,38	base	53
69	17,33	35,37	36,37	35,38	base	110
69	23,32	17,33	35,37	35,38	base	98
69	23,32	17,33	35,37	36,37	base	116
69	23,32	17,33	36,37	35,38	base	114
69	23,32	35,37	36,37	35,38	base	155
70	1,5	13,15	16,35	23,38	base	121
70	1,5	13,15	16,35	28,37	base	60
70	1,5	13,15	16,35	37,38	base	27
70	1,5	13,15	23,38	37,38	base	26
70	1,5	13,15	24,33	16,35	base	50
70	1,5	13,15	24,33	23,38	base	219
70	1,5	13,15	24,33	28,37	base	61
70	1,5	13,15	24,33	37,38	base	51
70	1,5	13,15	28,37	23,38	base	43
70	1,5	13,15	28,37	37,38	base	47
70	1,5	16,35	23,38	37,38	base	140
70	1,5	16,35	28,37	23,38	complement	40
70	1,5	16,35	28,37	37,38	base	142
70	1,5	24,33	16,35	23,38	base	103
70	1,5	24,33	16,35	28,37	base	160
70	1,5	24,33	16,35	37,38	base	163
70	1,5	24,33	23,38	37,38	base	104
70	1,5	24,33	28,37	23,38	base	105
70	1,5	24,33	28,37	37,38	base	157
70	1,5	28,37	23,38	37,38	base	88
70	13,15	16,35	23,38	37,38	base	54
70	13,15	16,35	28,37	23,38	base	74
70	13,15	16,35	28,37	37,38	base	58
70	13,15	24,33	16,35	23,38	base	83
70	13,15	24,33	16,35	28,37	base	228
70	13,15	24,33	16,35	37,38	base	221
70	13,15	24,33	23,38	37,38	base	226
70	13,15	24,33	28,37	23,38	base	82
70	13,15	24,33	28,37	37,38	base	123
70	13,15	28,37	23,38	37,38	base	65
70	16,35	28,37	23,38	37,38	base	107
70	18,19	0,23	27,33	21,39	base	167
70	24,33	16,35	23,38	37,38	base	183
70	24,33	16,35	28,37	23,38	base	179
70	24,33	16,35	28,37	37,38	base	115
70	24,33	28,37	23,38	37,38	base	185
71	1,5	13,15	20,26	16,37	base	29
71	1,5	13,15	20,26	20,30	base	44
71	1,5	13,15	20,26	24,26	base	217
71	1,5	13,15	20,26	25,35	base	33
71	1,5	13,15	20,30	16,37	base	46
71	1,5	13,15	20,30	25,35	base	49
71	1,5	13,15	24,26	16,37	base	25
71	1,5	13,15	24,26	20,30	base	48
71	1,5	13,15	24,26	25,35	base	32
71	1,5	13,15	25,35	16,37	base	38
71	1,5	20,26	20,30	16,37	base	133
71	1,5	20,26	20,30	25,35	base	159
71	1,5	20,26	24,26	16,37	base	91
71	1,5	20,26	24,26	20,30	base	90
71	1,5	20,26	24,26	25,35	base	101
71	1,5	20,26	25,35	16,37	base	162
71	1,5	20,30	25,35	16,37	base	161
71	1,5	24,26	20,30	16,37	base	143
71	1,5	24,26	20,30	25,35	base	102
71	1,5	24,26	25,35	16,37	base	165
71	13,15	20,26	20,30	16,37	base	62
71	13,15	20,26	20,30	25,35	base	125
71	13,15	20,26	24,26	16,37	base	73
71	13,15	20,26	24,26	20,30	base	75
71	13,15	20,26	24,26	25,35	base	81
71	13,15	20,26	25,35	16,37	base	224
71	13,15	20,30	25,35	16,37	base	223
71	13,15	24,26	20,30	16,37	base	64
71	13,15	24,26	20,30	25,35	base	122
71	13,15	24,26	25,35	16,37	base	220
71	18,19	0,24	29,35	22,39	base	118
71	20,26	20,30	25,35	16,37	base	116
71	20,26	24,26	20,30	16,37	base	97
71	20,26	24,26	20,30	25,35	base	180
71	20,26	24,26	25,35	16,37	base	98
71	24,26	20,30	25,35	16,37	base	117
72	1,5	13,15	16,35	20,38	base	121
72	1,5	13,15	16,35	37,38	base	27
72	1,5	13,15	20,28	16,35	base	45
72	1,5	13,15	20,28	20,38	base	43
72	1,5	13,15	20,28	24,33	base	36
72	1,5	13,15	20,28	37,38	base	47
72	1,5	13,15	20,38	37,38	base	30
72	1,5	13,15	24,33	16,35	base	37
72	1,5	13,15	24,33	20,38	base	219
72	1,5	13,15	24,33	37,38	base	51
72	1,5	16,35	20,38	37,38	base	138
72	1,5	20,28	16,35	20,38	complement	40
72	1,5	20,28	16,35	37,38	base	142
72	1,5	20,28	20,38	37,38	base	134
72	1,5	20,28	24,33	16,35	base	164
72	1,5	20,28	24,33	20,38	base	105
72	1,5	20,28	24,33	37,38	base	157
72	1,5	24,33	16,35	20,38	base	103
72	1,5	24,33	16,35	37,38	base	163
72	1,5	24,33	20,38	37,38	base	158
72	13,15	16,35	20,38	37,38	base	52
72	13,15	20,28	16,35	20,38	base	74
72	13,15	20,28	16,35	37,38	base	58
72	13,15	20,28	20,38	37,38	base	63
72	13,15	20,28	24,33	16,35	base	222
72	13,15	20,28	24,33	20,38	base	82
72	13,15	20,28	24,33	37,38	base	123
72	13,15	24,33	16,35	20,38	base	83
72	13,15	24,33	16,35	37,38	base	221
72	13,15	24,33	20,38	37,38	base	124
72	20,28	16,35	20,38	37,38	base	96
72	20,28	24,33	16,35	20,38	base	179
72	20,28	24,33	16,35	37,38	base	115
72	20,28	24,33	20,38	37,38	base	184
72	24,33	16,35	20,38	37,38	base	181
73	0,2	22,34	32,41	35,41	base	114
73	0,2	22,34	36,37	32,41	base	182
73	0,2	22,34	36,37	35,41	base	155
73	0,2	23,32	22,34	32,41	base	117
73	0,2	23,32	22,34	35,41	base	116
73	0,2	23,32	22,34	36,37	base	180
73	0,2	23,32	32,41	35,41	base	106
73	0,2	23,32	36,37	32,41	base	69
73	0,2	23,32	36,37	35,41	base	66
73	0,2	36,37	32,41	35,41	base	71
73	0,2	5,6	22,34	32,41	base	165
73	0,2	5,6	22,34	35,41	base	162
73	0,2	5,6	22,34	36,37	base	101
73	0,2	5,6	23,32	22,34	base	100
73	0,2	5,6	23,32	32,41	base	143
73	0,2	5,6	23,32	35,41	base	133
73	0,2	5,6	23,32	36,37	base	90
73	0,2	5,6	32,41	35,41	base	139
73	0,2	5,6	36,37	32,41	base	137
73	0,2	5,6	36,37	35,41	base	87
73	22,34	36,37	32,41	35,41	base	227
73	23,32	22,34	32,41	35,41	base	223
73	23,32	22,34	36,37	32,41	base	122
73	23,32	22,34	36,37	35,41	base	125
73	23,32	36,37	32,41	35,41	base	59
73	5,6	22,34	32,41	35,41	base	38
73	5,6	22,34	36,37	32,41	base	32
73	5,6	22,34	36,37	35,41	base	33
73	5,6	23,32	22,34	32,41	base	34
73	5,6	23,32	22,34	35,41	base	31
73	5,6	23,32	22,34	36,37	base	120
73	5,6	23,32	32,41	35,41	base	46
73	5,6	23,32	36,37	32,41	base	48
73	5,6	23,32	36,37	35,41	base	44
73	5,6	36,37	32,41	35,41	base	28
74	0,2	22,32	33,41	37,41	base	115
74	0,2	22,32	34,36	33,41	base	184
74	0,2	22,32	34,36	35,37	base	99
74	0,2	22,32	34,36	37,41	base	185
74	0,2	22,32	35,37	33,41	base	181
74	0,2	22,32	35,37	37,41	base	183
74	0,2	34,36	33,41	37,41	base	68
74	0,2	34,36	35,37	33,41	base	70
74	0,2	34,36	35,37	37,41	base	72
74	0,2	35,37	33,41	37,41	base	111
74	0,2	5,6	22,32	33,41	base	160
74	0,2	5,6	22,32	34,36	base	105
74	0,2	5,6	22,32	35,37	base	103
74	0,2	5,6	22,32	37,41	base	164
74	0,2	5,6	33,41	37,41	base	142
74	0,2	5,6	34,36	33,41	base	134
74	0,2	5,6	34,36	35,37	base	135
74	0,2	5,6	34,36	37,41	base	88
74	0,2	5,6	35,37	33,41	base	138
74	0,2	5,6	35,37	37,41	base	140
74	22,32	34,36	33,41	37,41	base	123
74	22,32	34,36	35,37	33,41	base	124
74	22,32	34,36	35,37	37,41	base	226
74	22,32	35,37	33,41	37,41	base	221
74	34,36	35,37	33,41	37,41	base	57
