parent	edge_1	edge_2	edge_3	edge_4	target_kind	target_index
163	11,19	20,24	18,25	22,37	base	222
163	11,19	20,24	18,25	36,39	base	226
163	11,19	20,24	22,24	18,25	base	83
163	11,19	20,24	22,24	22,37	base	119
163	11,19	20,24	22,24	36,39	base	219
163	11,19	20,24	22,37	36,39	base	36
163	11,19	22,24	18,25	22,37	base	228
163	11,19	22,24	18,25	36,39	base	124
163	11,19	22,24	22,37	36,39	base	61
163	20,24	18,25	22,37	36,39	base	185
163	20,24	22,24	18,25	22,37	base	179
163	20,24	22,24	18,25	36,39	base	99
163	20,24	22,24	22,37	36,39	base	105
163	22,24	18,25	22,37	36,39	base	184
163	4,15	11,19	18,25	22,37	base	58
163	4,15	11,19	18,25	36,39	base	57
163	4,15	11,19	20,24	18,25	base	54
163	4,15	11,19	20,24	22,24	base	121
163	4,15	11,19	20,24	22,37	base	45
163	4,15	11,19	20,24	36,39	base	26
163	4,15	11,19	22,24	18,25	base	52
163	4,15	11,19	22,24	22,37	base	60
163	4,15	11,19	22,24	36,39	base	30
163	4,15	11,19	22,37	36,39	base	47
163	4,15	18,25	22,37	36,39	base	68
163	4,15	20,24	18,25	22,37	base	107
163	4,15	20,24	18,25	36,39	base	72
163	4,15	20,24	22,24	18,25	base	108
163	4,15	20,24	22,24	22,37	complement	40
163	4,15	20,24	22,24	36,39	base	135
163	4,15	20,24	22,37	36,39	base	88
163	4,15	22,24	18,25	22,37	base	96
163	4,15	22,24	18,25	36,39	base	70
163	4,15	22,24	22,37	36,39	base	134
164	11,19	18,22	33,38	35,40	base	226
164	11,19	18,22	34,36	33,38	base	123
164	11,19	18,22	34,36	35,36	base	228
164	11,19	18,22	34,36	35,40	base	221
164	11,19	18,22	35,36	33,38	base	82
164	11,19	18,22	35,36	35,40	base	83
164	11,19	34,36	33,38	35,40	base	51
164	11,19	34,36	35,36	33,38	base	61
164	11,19	34,36	35,36	35,40	base	50
164	11,19	35,36	33,38	35,40	base	219
164	18,22	34,36	33,38	35,40	base	113
164	18,22	34,36	35,36	33,38	base	184
164	18,22	34,36	35,36	35,40	base	181
164	18,22	35,36	33,38	35,40	base	99
164	34,36	35,36	33,38	35,40	base	158
164	4,15	11,19	18,22	33,38	base	65
164	4,15	11,19	18,22	34,36	base	58
164	4,15	11,19	18,22	35,36	base	74
164	4,15	11,19	18,22	35,40	base	54
164	4,15	11,19	33,38	35,40	base	26
164	4,15	11,19	34,36	33,38	base	47
164	4,15	11,19	34,36	35,36	base	60
164	4,15	11,19	34,36	35,40	base	27
164	4,15	11,19	35,36	33,38	base	43
164	4,15	11,19	35,36	35,40	base	121
164	4,15	18,22	33,38	35,40	base	72
164	4,15	18,22	34,36	33,38	base	68
164	4,15	18,22	34,36	35,36	base	96
164	4,15	18,22	34,36	35,40	base	111
164	4,15	18,22	35,36	33,38	base	67
164	4,15	18,22	35,36	35,40	base	108
164	4,15	34,36	33,38	35,40	base	136
164	4,15	34,36	35,36	33,38	base	134
164	4,15	34,36	35,36	35,40	base	138
164	4,15	35,36	33,38	35,40	base	135
165	11,19	18,23	21,35	21,37	base	84
165	11,19	18,23	21,35	34,39	base	122
165	11,19	18,23	21,35	36,37	base	223
165	11,19	18,23	21,37	34,39	base	81
165	11,19	18,23	21,37	36,37	base	224
165	11,19	18,23	36,37	34,39	base	227
165	11,19	21,35	21,37	34,39	base	120
165	11,19	21,35	21,37	36,37	base	31
165	11,19	21,35	36,37	34,39	base	49
165	11,19	21,37	36,37	34,39	base	33
165	18,23	21,35	21,37	34,39	base	180
165	18,23	21,35	21,37	36,37	base	116
165	18,23	21,35	36,37	34,39	base	154
165	18,23	21,37	36,37	34,39	base	155
165	21,35	21,37	36,37	34,39	base	159
165	4,15	11,19	18,23	21,35	base	64
165	4,15	11,19	18,23	21,37	base	73
165	4,15	11,19	18,23	34,39	base	56
165	4,15	11,19	18,23	36,37	base	55
165	4,15	11,19	21,35	21,37	base	42
165	4,15	11,19	21,35	34,39	base	48
165	4,15	11,19	21,35	36,37	base	46
165	4,15	11,19	21,37	34,39	base	217
165	4,15	11,19	21,37	36,37	base	29
165	4,15	11,19	36,37	34,39	base	28
165	4,15	18,23	21,35	21,37	base	97
165	4,15	18,23	21,35	34,39	base	69
165	4,15	18,23	21,35	36,37	base	106
165	4,15	18,23	21,37	34,39	base	109
165	4,15	18,23	21,37	36,37	base	110
165	4,15	18,23	36,37	34,39	base	71
165	4,15	21,35	21,37	34,39	base	90
165	4,15	21,35	21,37	36,37	base	133
165	4,15	21,35	36,37	34,39	base	141
165	4,15	21,37	36,37	34,39	base	87
166	12,13	16,17	17,26	16,27	base	20
166	12,13	16,17	22,23	16,27	base	0
166	12,13	16,17	22,23	17,26	base	0
166	12,13	22,23	17,26	16,27	base	15
166	16,17	22,23	17,26	16,27	base	129
166	4,5	12,13	16,17	16,27	base	2
166	4,5	12,13	16,17	17,26	base	2
166	4,5	12,13	16,17	22,23	base	4
166	4,5	12,13	17,26	16,27	base	9
166	4,5	12,13	22,23	16,27	base	21
166	4,5	12,13	22,23	17,26	base	21
166	4,5	16,17	17,26	16,27	base	94
166	4,5	16,17	22,23	16,27	base	85
166	4,5	16,17	22,23	17,26	base	85
166	4,5	22,23	17,26	16,27	base	79
167	12,13	20,21	30,31	30,39	base	0
167	12,13	20,21	30,31	31,38	base	0
167	12,13	20,21	31,38	30,39	base	13
167	12,13	30,31	31,38	30,39	base	18
167	20,21	30,31	31,38	30,39	base	127
167	4,5	12,13	20,21	30,31	base	6
167	4,5	12,13	20,21	30,39	base	21
167	4,5	12,13	20,21	31,38	base	21
167	4,5	12,13	30,31	30,39	base	2
167	4,5	12,13	30,31	31,38	base	2
167	4,5	12,13	31,38	30,39	base	7
167	4,5	20,21	30,31	30,39	base	85
167	4,5	20,21	30,31	31,38	base	85
167	4,5	20,21	31,38	30,39	base	77
167	4,5	30,31	31,38	30,39	base	95
167	8,21	1,27	29,36	18,39	base	70
167	9,20	0,26	28,37	19,38	base	70
168	12,13	20,21	36,39	38,39	base	12
168	12,13	20,21	37,38	36,39	base	14
168	12,13	20,21	37,38	38,39	base	12
168	12,13	37,38	36,39	38,39	base	17
168	20,21	37,38	36,39	38,39	base	126
168	4,5	12,13	20,21	36,39	base	22
168	4,5	12,13	20,21	37,38	base	22
168	4,5	12,13	20,21	38,39	base	5
168	4,5	12,13	36,39	38,39	base	1
168	4,5	12,13	37,38	36,39	base	8
168	4,5	12,13	37,38	38,39	base	1
168	4,5	20,21	36,39	38,39	base	86
168	4,5	20,21	37,38	36,39	base	78
168	4,5	20,21	37,38	38,39	base	86
168	4,5	37,38	36,39	38,39	base	92
168	8,21	1,27	29,34	18,37	base	66
168	9,20	0,26	28,35	19,36	base	66
169	12,13	20,21	24,33	32,33	base	12
169	12,13	20,21	25,32	24,33	base	16
169	12,13	20,21	25,32	32,33	base	12
169	12,13	25,32	24,33	32,33	base	19
169	20,21	25,32	24,33	32,33	base	128
169	4,5	12,13	20,21	24,33	base	22
169	4,5	12,13	20,21	25,32	base	22
169	4,5	12,13	20,21	32,33	base	3
169	4,5	12,13	24,33	32,33	base	1
169	4,5	12,13	25,32	24,33	base	10
169	4,5	12,13	25,32	32,33	base	1
169	4,5	20,21	24,33	32,33	base	86
169	4,5	20,21	25,32	24,33	base	80
169	4,5	20,21	25,32	32,33	base	86
169	4,5	25,32	24,33	32,33	base	93
172	19,24	19,34	19,36	16,41	base	292
172	19,24	19,34	19,36	23,40	base	259
172	19,24	19,34	19,36	35,40	base	256
172	19,34	19,36	23,40	16,41	base	273
172	19,34	19,36	23,40	35,40	base	285
172	19,34	19,36	35,40	16,41	base	326
172	19,34	23,40	35,40	16,41	base	276
172	19,36	23,40	35,40	16,41	base	282
173	22,38	33,38	23,39	16,41	base	278
173	22,38	33,38	36,39	16,41	base	282
173	22,38	33,38	36,39	39,40	base	266
173	22,38	33,38	39,40	16,41	base	276
173	22,38	36,39	39,40	16,41	base	280
173	33,38	36,39	39,40	16,41	base	293
174	19,25	19,34	19,37	17,41	base	272
174	19,25	19,34	20,36	19,37	base	255
174	19,25	19,34	24,36	19,37	base	289
174	19,34	20,36	19,37	17,41	base	268
174	19,34	20,36	24,36	17,41	base	275
174	19,34	20,36	24,36	19,37	base	288
174	19,34	24,36	19,37	17,41	base	274
174	20,36	24,36	19,37	17,41	base	281
175	19,34	23,34	24,39	16,41	base	279
175	19,34	23,34	37,39	16,41	base	281
175	19,34	23,34	37,39	39,40	base	265
175	19,34	23,34	39,40	16,41	base	275
175	19,34	37,39	39,40	16,41	base	270
175	23,34	37,39	39,40	16,41	base	277
176	19,35	23,35	24,36	33,36	base	259
176	19,35	23,35	33,36	17,41	base	273
176	19,35	23,35	33,36	36,40	base	264
176	19,35	23,35	36,40	17,41	base	280
176	19,35	24,36	33,36	17,41	base	292
176	19,35	33,36	36,40	17,41	base	269
176	23,35	24,36	33,36	17,41	base	278
176	23,35	33,36	36,40	17,41	base	276
177	4,34	19,35	23,36	33,36	base	254
178	23,34	34,35	22,39	17,41	base	279
178	23,34	34,35	22,39	33,39	base	289
178	23,34	34,35	33,39	17,41	base	272
178	34,35	22,39	33,39	17,41	base	274
178	34,35	34,38	22,39	17,41	base	281
178	34,35	34,38	22,39	33,39	base	262
178	34,35	34,38	33,39	17,41	base	290
178	34,38	22,39	33,39	17,41	base	277
179	0,5	12,19	30,36	33,40	base	61
179	0,5	12,19	30,36	35,39	base	219
179	0,5	12,19	30,36	39,40	base	36
179	0,5	12,19	33,40	39,40	base	35
179	0,5	12,19	35,39	33,40	base	50
179	0,5	12,19	35,39	39,40	base	37
179	0,5	30,36	33,40	39,40	base	157
179	0,5	30,36	35,39	33,40	base	158
179	0,5	30,36	35,39	39,40	base	104
179	0,5	35,39	33,40	39,40	base	163
179	0,5	4,15	12,19	30,36	base	43
179	0,5	4,15	12,19	33,40	base	60
179	0,5	4,15	12,19	35,39	base	121
179	0,5	4,15	12,19	39,40	base	45
179	0,5	4,15	30,36	33,40	base	134
179	0,5	4,15	30,36	35,39	base	135
179	0,5	4,15	30,36	39,40	base	88
179	0,5	4,15	33,40	39,40	base	142
179	0,5	4,15	35,39	33,40	base	138
179	0,5	4,15	35,39	39,40	base	140
179	12,19	30,36	33,40	39,40	base	123
179	12,19	30,36	35,39	33,40	base	124
179	12,19	30,36	35,39	39,40	base	226
179	12,19	35,39	33,40	39,40	base	221
179	30,36	35,39	33,40	39,40	base	113
179	4,15	12,19	30,36	33,40	base	63
179	4,15	12,19	30,36	35,39	base	76
179	4,15	12,19	30,36	39,40	base	65
179	4,15	12,19	33,40	39,40	base	58
179	4,15	12,19	35,39	33,40	base	52
179	4,15	12,19	35,39	39,40	base	54
179	4,15	30,36	33,40	39,40	base	68
179	4,15	30,36	35,39	33,40	base	70
179	4,15	30,36	35,39	39,40	base	72
179	4,15	35,39	33,40	39,40	base	111
179	4,8	6,25	24,34	17,40	base	231
180	0,5	12,20	15,31	34,40	base	31
180	0,5	12,20	15,31	36,39	base	218
180	0,5	12,20	15,31	39,40	base	34
180	0,5	12,20	34,40	39,40	base	49
180	0,5	12,20	36,39	34,40	base	33
180	0,5	12,20	36,39	39,40	base	32
180	0,5	15,31	34,40	39,40	base	161
180	0,5	15,31	36,39	34,40	base	162
180	0,5	15,31	36,39	39,40	base	165
180	0,5	36,39	34,40	39,40	base	156
180	0,5	4,16	12,20	15,31	base	42
180	0,5	4,16	12,20	34,40	base	44
180	0,5	4,16	12,20	36,39	base	217
180	0,5	4,16	12,20	39,40	base	48
180	0,5	4,16	15,31	34,40	base	133
180	0,5	4,16	15,31	36,39	base	91
180	0,5	4,16	15,31	39,40	base	143
180	0,5	4,16	34,40	39,40	base	141
180	0,5	4,16	36,39	34,40	base	87
180	0,5	4,16	36,39	39,40	base	137
180	12,20	15,31	34,40	39,40	base	223
180	12,20	15,31	36,39	34,40	base	224
180	12,20	15,31	36,39	39,40	base	220
180	12,20	36,39	34,40	39,40	base	227
180	15,31	36,39	34,40	39,40	base	114
180	4,16	12,20	15,31	34,40	base	62
180	4,16	12,20	15,31	36,39	base	73
180	4,16	12,20	15,31	39,40	base	64
180	4,16	12,20	34,40	39,40	base	59
180	4,16	12,20	36,39	34,40	base	53
180	4,16	12,20	36,39	39,40	base	56
180	4,16	15,31	34,40	39,40	base	106
180	4,16	15,31	36,39	34,40	base	110
180	4,16	15,31	36,39	39,40	base	112
180	4,16	36,39	34,40	39,40	base	71
180	4,8	6,26	25,35	18,40	base	244
181	0,6	13,18	19,37	32,39	base	219
181	0,6	13,18	19,37	35,37	base	37
181	0,6	13,18	34,35	19,37	base	119
181	0,6	13,18	34,35	32,39	base	61
181	0,6	13,18	34,35	35,37	base	35
181	0,6	13,18	35,37	32,39	base	51
181	0,6	19,37	35,37	32,39	base	104
181	0,6	34,35	19,37	32,39	base	105
181	0,6	34,35	19,37	35,37	base	164
181	0,6	34,35	35,37	32,39	base	157
181	0,6	4,17	13,18	19,37	base	121
181	0,6	4,17	13,18	32,39	base	30
181	0,6	4,17	13,18	34,35	base	60
181	0,6	4,17	13,18	35,37	base	27
181	0,6	4,17	19,37	32,39	base	135
181	0,6	4,17	19,37	35,37	base	140
181	0,6	4,17	34,35	19,37	complement	40
181	0,6	4,17	34,35	32,39	base	134
181	0,6	4,17	34,35	35,37	base	142
181	0,6	4,17	35,37	32,39	base	136
181	13,18	19,37	35,37	32,39	base	226
181	13,18	34,35	19,37	32,39	base	82
181	13,18	34,35	19,37	35,37	base	222
181	13,18	34,35	35,37	32,39	base	123
181	34,35	19,37	35,37	32,39	base	185
181	4,17	13,18	19,37	32,39	base	76
181	4,17	13,18	19,37	35,37	base	54
181	4,17	13,18	34,35	19,37	base	74
181	4,17	13,18	34,35	32,39	base	63
181	4,17	13,18	34,35	35,37	base	58
181	4,17	13,18	35,37	32,39	base	57
181	4,17	19,37	35,37	32,39	base	72
181	4,17	34,35	19,37	32,39	base	67
181	4,17	34,35	19,37	35,37	base	107
181	4,17	34,35	35,37	32,39	base	68
181	4,9	3,29	26,36	16,37	base	229
182	0,6	13,20	15,35	19,38	base	218
182	0,6	13,20	15,35	36,38	base	38
182	0,6	13,20	19,33	15,35	base	34
182	0,6	13,20	19,33	19,38	base	120
182	0,6	13,20	19,33	36,38	base	49
182	0,6	13,20	19,38	36,38	base	33
182	0,6	15,35	19,38	36,38	base	162
182	0,6	19,33	15,35	19,38	base	100
182	0,6	19,33	15,35	36,38	base	161
182	0,6	19,33	19,38	36,38	base	159
182	0,6	4,16	13,20	15,35	base	25
182	0,6	4,16	13,20	19,33	base	48
182	0,6	4,16	13,20	19,38	base	217
182	0,6	4,16	13,20	36,38	base	28
182	0,6	4,16	15,35	19,38	base	91
182	0,6	4,16	15,35	36,38	base	139
182	0,6	4,16	19,33	15,35	base	143
182	0,6	4,16	19,33	19,38	base	90
182	0,6	4,16	19,33	36,38	base	141
182	0,6	4,16	19,38	36,38	base	87
182	13,20	15,35	19,38	36,38	base	224
182	13,20	19,33	15,35	19,38	base	84
182	13,20	19,33	15,35	36,38	base	223
182	13,20	19,33	19,38	36,38	base	125
182	19,33	15,35	19,38	36,38	base	116
182	4,16	13,20	15,35	19,38	base	73
182	4,16	13,20	15,35	36,38	base	55
182	4,16	13,20	19,33	15,35	base	64
182	4,16	13,20	19,33	19,38	base	75
182	4,16	13,20	19,33	36,38	base	59
182	4,16	13,20	19,38	36,38	base	53
182	4,16	15,35	19,38	36,38	base	110
182	4,16	19,33	15,35	19,38	base	97
182	4,16	19,33	15,35	36,38	base	106
182	4,16	19,33	19,38	36,38	base	66
183	0,6	13,19	18,33	18,37	base	119
183	0,6	13,19	18,33	31,39	base	36
183	0,6	13,19	18,33	35,37	base	35
183	0,6	13,19	18,37	31,39	base	219
183	0,6	13,19	18,37	35,37	base	50
183	0,6	13,19	35,37	31,39	base	51
183	0,6	18,33	18,37	31,39	base	105
183	0,6	18,33	18,37	35,37	base	160
183	0,6	18,33	35,37	31,39	base	157
183	0,6	18,37	35,37	31,39	base	158
183	0,6	4,15	13,19	18,33	base	45
183	0,6	4,15	13,19	18,37	base	121
183	0,6	4,15	13,19	31,39	base	26
183	0,6	4,15	13,19	35,37	base	27
183	0,6	4,15	18,33	18,37	complement	40
183	0,6	4,15	18,33	31,39	base	88
183	0,6	4,15	18,33	35,37	base	142
183	0,6	4,15	18,37	31,39	base	135
183	0,6	4,15	18,37	35,37	base	138
183	0,6	4,15	35,37	31,39	base	136
183	13,19	18,33	18,37	31,39	base	82
183	13,19	18,33	18,37	35,37	base	228
183	13,19	18,33	35,37	31,39	base	123
183	13,19	18,37	35,37	31,39	base	124
183	18,33	18,37	35,37	31,39	base	184
183	4,15	13,19	18,33	18,37	base	74
183	4,15	13,19	18,33	31,39	base	65
183	4,15	13,19	18,33	35,37	base	58
183	4,15	13,19	18,37	31,39	base	76
183	4,15	13,19	18,37	35,37	base	52
183	4,15	13,19	35,37	31,39	base	57
183	4,15	18,33	18,37	31,39	base	67
183	4,15	18,33	18,37	35,37	base	96
183	4,15	18,33	35,37	31,39	base	68
183	4,15	18,37	35,37	31,39	base	70
184	0,6	12,19	16,34	22,36	base	119
184	0,6	12,19	16,34	36,40	base	35
184	0,6	12,19	16,34	38,40	base	50
184	0,6	12,19	22,36	36,40	base	36
184	0,6	12,19	22,36	38,40	base	219
184	0,6	12,19	36,40	38,40	base	51
184	0,6	16,34	22,36	36,40	base	164
184	0,6	16,34	22,36	38,40	base	103
184	0,6	16,34	36,40	38,40	base	163
184	0,6	22,36	36,40	38,40	base	104
184	0,6	5,18	12,19	16,34	base	60
184	0,6	5,18	12,19	22,36	base	43
184	0,6	5,18	12,19	36,40	base	47
184	0,6	5,18	12,19	38,40	base	30
184	0,6	5,18	16,34	22,36	complement	40
184	0,6	5,18	16,34	36,40	base	142
184	0,6	5,18	16,34	38,40	base	138
184	0,6	5,18	22,36	36,40	base	88
184	0,6	5,18	22,36	38,40	base	135
184	0,6	5,18	36,40	38,40	base	136
184	1,22	20,24	18,29	23,37	base	129
184	12,19	16,34	22,36	36,40	base	222
184	12,19	16,34	22,36	38,40	base	83
184	12,19	16,34	36,40	38,40	base	221
184	12,19	22,36	36,40	38,40	base	226
184	16,34	22,36	36,40	38,40	base	183
184	5,18	12,19	16,34	22,36	base	74
184	5,18	12,19	16,34	36,40	base	58
184	5,18	12,19	16,34	38,40	base	52
184	5,18	12,19	22,36	36,40	base	65
184	5,18	12,19	22,36	38,40	base	76
184	5,18	12,19	36,40	38,40	base	57
184	5,18	16,34	22,36	36,40	base	107
184	5,18	16,34	22,36	38,40	base	108
184	5,18	16,34	36,40	38,40	base	111
184	5,18	22,36	36,40	38,40	base	72
184	5,9	3,31	27,35	15,36	base	242
185	0,6	12,19	16,33	34,37	base	119
185	0,6	12,19	16,33	34,39	base	37
185	0,6	12,19	16,33	35,37	base	35
185	0,6	12,19	34,37	34,39	base	219
185	0,6	12,19	34,37	35,37	base	61
185	0,6	12,19	35,37	34,39	base	51
185	0,6	16,33	34,37	34,39	base	103
185	0,6	16,33	34,37	35,37	base	160
185	0,6	16,33	35,37	34,39	base	163
185	0,6	34,37	35,37	34,39	base	158
185	0,6	5,18	12,19	16,33	base	45
185	0,6	5,18	12,19	34,37	base	43
185	0,6	5,18	12,19	34,39	base	26
185	0,6	5,18	12,19	35,37	base	47
185	0,6	5,18	16,33	34,37	complement	40
185	0,6	5,18	16,33	34,39	base	140
185	0,6	5,18	16,33	35,37	base	142
185	0,6	5,18	34,37	34,39	base	135
185	0,6	5,18	34,37	35,37	base	134
185	0,6	5,18	35,37	34,39	base	136
185	12,19	16,33	34,37	34,39	base	83
185	12,19	16,33	34,37	35,37	base	228
185	12,19	16,33	35,37	34,39	base	221
185	12,19	34,37	35,37	34,39	base	124
185	16,33	34,37	35,37	34,39	base	181
185	5,18	12,19	16,33	34,37	base	74
185	5,18	12,19	16,33	34,39	base	54
185	5,18	12,19	16,33	35,37	base	58
185	5,18	12,19	34,37	34,39	base	76
185	5,18	12,19	34,37	35,37	base	63
185	5,18	12,19	35,37	34,39	base	57
185	5,18	16,33	34,37	34,39	base	108
185	5,18	16,33	34,37	35,37	base	96
185	5,18	16,33	35,37	34,39	base	111
185	5,18	34,37	35,37	34,39	base	70
186	2,4	20,23	22,24	26,33	base	252
186	2,4	20,23	22,24	34,35	base	244
186	2,4	20,23	22,24	37,38	base	230
186	2,4	20,23	26,33	26,34	base	203
186	2,4	20,23	26,33	33,35	base	213
186	2,4	20,23	26,33	34,35	base	215
186	2,4	20,23	26,33	37,38	base	214
186	2,4	20,23	34,35	37,38	base	206
186	2,4	22,24	26,33	26,34	base	235
186	2,4	22,24	26,33	33,35	base	246
186	2,4	22,24	26,33	34,35	base	232
186	2,4	22,24	26,33	37,38	base	248
186	2,4	22,24	34,35	37,38	base	241
186	2,4	26,33	26,34	33,35	base	197
186	2,4	26,33	26,34	37,38	base	199
186	2,4	26,33	33,35	37,38	base	208
186	2,4	26,33	34,35	37,38	base	194
186	20,23	22,24	26,33	26,34	base	313
186	20,23	22,24	26,33	33,35	base	322
186	20,23	22,24	26,33	34,35	base	283
186	20,23	22,24	26,33	37,38	base	324
186	20,23	22,24	34,35	37,38	base	317
186	20,23	26,33	26,34	33,35	base	150
186	20,23	26,33	26,34	37,38	base	148
186	20,23	26,33	33,35	37,38	base	145
186	20,23	26,33	34,35	37,38	base	287
186	22,24	26,33	26,34	33,35	base	306
186	22,24	26,33	26,34	37,38	base	308
186	22,24	26,33	33,35	37,38	base	319
186	22,24	26,33	34,35	37,38	base	258
186	26,33	26,34	33,35	37,38	base	299
186	6,17	0,20	21,32	14,36	base	31
187	10,21	0,27	30,36	17,38	base	68
187	12,14	21,23	24,34	34,39	base	15
187	12,14	21,23	24,34	38,39	base	0
187	12,14	21,23	34,39	38,39	base	13
187	12,14	24,34	34,39	38,39	base	24
187	2,5	12,14	21,23	24,34	base	6
187	2,5	12,14	21,23	34,39	base	21
187	2,5	12,14	21,23	38,39	base	4
187	2,5	12,14	24,34	34,39	base	9
187	2,5	12,14	24,34	38,39	base	2
187	2,5	12,14	34,39	38,39	base	7
187	2,5	21,23	24,34	34,39	base	79
187	2,5	21,23	24,34	38,39	base	85
187	2,5	21,23	34,39	38,39	base	77
187	2,5	24,34	34,39	38,39	base	132
187	21,23	24,34	34,39	38,39	base	130
188	6,20	25,33	31,33	18,41	base	271
189	2,4	21,22	24,31	24,34	base	240
189	2,4	21,22	24,31	31,35	base	250
189	2,4	21,22	24,31	32,33	base	247
189	2,4	21,22	24,31	34,35	base	231
189	2,4	21,22	24,31	37,38	base	251
189	2,4	21,22	32,33	34,35	base	242
189	2,4	21,22	32,33	37,38	base	229
189	2,4	21,22	34,35	37,38	base	243
189	2,4	24,31	24,34	31,35	base	201
189	2,4	24,31	24,34	37,38	base	202
189	2,4	24,31	31,35	37,38	base	212
189	2,4	24,31	32,33	24,34	base	198
189	2,4	24,31	32,33	31,35	base	209
189	2,4	24,31	32,33	34,35	base	216
189	2,4	24,31	32,33	37,38	base	210
189	2,4	24,31	34,35	37,38	base	195
189	2,4	32,33	34,35	37,38	base	204
189	21,22	24,31	24,34	31,35	base	310
189	21,22	24,31	24,34	37,38	base	312
189	21,22	24,31	31,35	37,38	base	323
189	21,22	24,31	32,33	24,34	base	309
189	21,22	24,31	32,33	31,35	base	318
189	21,22	24,31	32,33	34,35	base	257
189	21,22	24,31	32,33	37,38	base	320
189	21,22	24,31	34,35	37,38	base	284
189	21,22	32,33	34,35	37,38	base	315
189	24,31	24,34	31,35	37,38	base	149
189	24,31	32,33	24,34	31,35	base	300
189	24,31	32,33	24,34	37,38	base	302
189	24,31	32,33	31,35	37,38	base	295
189	24,31	32,33	34,35	37,38	base	286
189	6,17	20,30	1,32	14,36	base	119
194	10,11	20,29	20,36	29,37	base	299
194	10,11	20,29	34,35	20,36	base	301
194	10,11	20,29	34,35	29,37	base	296
194	10,11	20,29	34,35	36,37	base	186
194	10,11	21,22	20,29	20,36	base	148
194	10,11	21,22	20,29	29,37	base	145
194	10,11	21,22	20,29	34,35	base	147
194	10,11	21,22	20,29	36,37	base	287
194	10,11	21,22	24,26	20,29	base	324
194	10,11	21,22	24,26	34,35	base	283
194	10,11	21,22	24,26	36,37	base	317
194	10,11	21,22	34,35	36,37	base	153
194	10,11	24,26	20,29	20,36	base	308
194	10,11	24,26	20,29	29,37	base	319
194	10,11	24,26	20,29	34,35	base	321
194	10,11	24,26	20,29	36,37	base	258
194	10,11	24,26	34,35	36,37	base	314
194	20,29	34,35	20,36	29,37	base	197
194	21,22	20,29	20,36	29,37	base	200
194	21,22	20,29	34,35	20,36	base	203
194	21,22	20,29	34,35	29,37	base	213
194	21,22	20,29	34,35	36,37	base	215
194	21,22	24,26	20,29	20,36	base	239
194	21,22	24,26	20,29	29,37	base	249
194	21,22	24,26	20,29	34,35	base	252
194	21,22	24,26	20,29	36,37	base	230
194	21,22	24,26	34,35	36,37	base	244
194	24,26	20,29	20,36	29,37	base	233
194	24,26	20,29	34,35	20,36	base	235
194	24,26	20,29	34,35	29,37	base	246
194	24,26	20,29	34,35	36,37	base	232
194	6,14	0,21	25,28	19,38	base	162
195	10,11	20,27	20,34	27,37	base	149
195	10,11	20,27	20,34	35,36	base	302
195	10,11	20,27	32,33	20,34	base	151
195	10,11	20,27	32,33	27,37	base	146
195	10,11	20,27	32,33	34,37	base	189
195	10,11	20,27	32,33	35,36	base	298
195	10,11	20,27	35,36	27,37	base	295
195	10,11	20,27	35,36	34,37	base	286
195	10,11	22,24	20,27	20,34	base	312
195	10,11	22,24	20,27	27,37	base	323
195	10,11	22,24	20,27	32,33	base	325
195	10,11	22,24	20,27	34,37	base	284
195	10,11	22,24	20,27	35,36	base	320
195	10,11	22,24	32,33	34,37	base	316
195	10,11	22,24	32,33	35,36	base	257
195	10,11	22,24	35,36	34,37	base	315
195	10,11	32,33	35,36	34,37	base	304
195	20,27	20,34	35,36	27,37	base	196
195	20,27	32,33	20,34	27,37	base	201
195	20,27	32,33	20,34	35,36	base	198
195	20,27	32,33	35,36	27,37	base	209
195	20,27	32,33	35,36	34,37	base	216
195	22,24	20,27	20,34	27,37	base	237
195	22,24	20,27	20,34	35,36	base	236
195	22,24	20,27	32,33	20,34	base	240
195	22,24	20,27	32,33	27,37	base	250
195	22,24	20,27	32,33	34,37	base	231
195	22,24	20,27	32,33	35,36	base	247
195	22,24	20,27	35,36	27,37	base	245
195	22,24	20,27	35,36	34,37	base	229
195	22,24	32,33	35,36	34,37	base	242
195	6,14	23,26	0,35	19,38	base	103
196	10,11	20,21	20,30	30,31	base	286
196	10,11	20,21	21,31	30,31	base	286
196	10,11	20,21	22,23	24,25	base	323
196	10,11	20,21	22,23	30,31	base	144
196	10,11	20,21	22,23	36,37	base	146
196	10,11	20,21	24,25	30,31	base	320
196	10,11	20,21	24,25	36,37	base	318
196	10,11	20,21	30,31	36,37	base	298
196	10,11	22,23	24,25	30,31	base	312
196	10,11	22,23	24,25	36,37	base	310
196	10,11	22,23	30,31	36,37	base	151
196	10,11	24,25	30,31	36,37	base	309
196	20,21	20,30	21,31	30,31	base	204
196	20,21	20,30	30,31	36,37	base	216
196	20,21	21,31	30,31	36,37	base	216
196	20,21	22,23	20,30	30,31	base	195
196	20,21	22,23	21,31	30,31	base	195
196	20,21	22,23	24,25	30,31	base	251
196	20,21	22,23	24,25	36,37	base	250
196	20,21	22,23	30,31	36,37	complement	23
196	20,21	24,25	20,30	30,31	base	229
196	20,21	24,25	21,31	30,31	base	229
196	20,21	24,25	30,31	36,37	base	247
196	22,23	24,25	30,31	36,37	base	240
197	10,11	20,21	20,30	30,31	base	186
197	10,11	20,21	21,31	30,31	base	186
