code	zero	orbit_size	support	triples
364399	1	10080	9	4
364411	1	20160	9	4
364415	0	10080	9	5
364447	1	10080	9	4
364459	1	20160	9	3
364463	0	10080	9	4
364471	1	20160	9	4
364474	1	10080	9	3
364475	0	20160	9	4
364495	1	10080	8	5
364507	1	20160	9	4
364511	0	10080	9	5
364519	1	20160	9	4
364522	1	10080	9	3
364523	0	20160	9	4
364531	1	20160	8	5
364534	1	20160	9	4
364535	0	20160	9	5
364538	0	10080	9	4
366079	1	10080	10	4
366271	1	10080	10	3
366319	1	20160	10	3
366331	1	20160	10	3
366334	1	20160	10	3
366335	0	20160	10	4
366559	1	10080	10	4
366571	1	10080	10	3
366574	1	10080	10	3
366575	0	10080	10	4
366583	1	10080	10	4
366586	1	10080	10	3
366587	0	10080	10	4
366589	1	10080	10	4
366590	0	10080	10	4
367231	1	5040	10	3
367279	1	10080	10	2
367291	1	20160	10	2
367295	0	10080	10	3
367327	1	10080	10	3
367339	1	20160	10	2
367343	0	10080	10	3
367351	1	20160	10	3
367354	1	10080	10	2
367355	0	20160	10	3
367471	1	10080	10	3
367483	1	20160	10	3
367487	0	10080	10	4
367519	1	20160	10	3
367531	1	20160	10	2
367534	1	20160	10	2
367535	0	20160	10	3
367543	1	20160	10	3
367546	1	20160	10	2
367547	0	20160	10	3
367549	1	20160	10	3
367550	0	20160	10	3
367567	1	20160	9	4
367579	1	20160	10	3
367582	1	20160	10	3
367583	0	20160	10	4
367591	1	20160	10	3
367594	1	20160	10	2
367595	0	20160	10	3
367597	1	20160	10	3
367598	0	20160	10	3
367603	1	20160	9	4
367606	1	20160	10	3
367607	0	20160	10	4
367609	1	20160	10	3
367610	0	20160	10	3
367612	1	20160	9	4
367613	0	20160	10	4
368479	1	5040	10	4
368491	1	10080	10	3
368495	0	5040	10	4
368503	1	10080	10	4
368506	1	5040	10	3
368507	0	10080	10	4
368527	1	10080	9	4
368539	1	20160	10	3
368543	0	10080	10	4
368551	1	20160	10	3
368554	1	10080	10	2
368555	0	20160	10	3
368563	1	20160	9	4
368566	1	20160	10	3
368567	0	20160	10	4
368570	0	10080	10	3
368587	1	20160	9	4
368591	0	10080	9	5
368599	1	20160	10	4
368602	1	10080	10	3
368603	0	20160	10	4
368611	1	20160	9	4
368614	1	20160	10	3
368615	0	20160	10	4
368618	0	10080	10	3
368626	1	20160	9	4
368627	0	20160	9	5
368629	1	10080	10	4
368630	0	20160	10	4
371359	1	2520	10	2
371371	1	5040	10	1
371375	0	2520	10	2
371383	1	5040	10	2
371386	1	2520	10	1
371387	0	5040	10	2
371407	1	10080	9	3
371419	1	20160	10	2
371423	0	10080	10	3
371431	1	20160	10	2
371434	1	10080	10	1
371435	0	20160	10	2
371443	1	20160	9	3
371446	1	20160	10	2
371447	0	20160	10	3
371450	0	10080	10	2
371659	1	10080	9	3
371662	1	10080	9	3
371663	0	10080	9	4
371671	1	10080	10	3
371674	1	10080	10	2
371675	0	10080	10	3
371677	1	10080	10	3
371678	0	10080	10	3
371683	1	10080	9	3
371686	1	10080	10	2
371687	0	10080	10	3
371689	1	10080	10	2
371690	0	10080	10	2
371692	1	10080	9	3
371693	0	10080	10	3
371698	1	10080	9	3
371699	0	10080	9	4
371701	1	10080	10	3
371702	0	10080	10	3
371704	1	10080	9	3
