code	zero	orbit_size	support	triples
776141	0	10080	9	5
776149	1	5040	10	4
776150	0	5040	10	4
776152	1	10080	9	4
776153	0	10080	10	4
776156	0	10080	9	5
776168	0	5040	9	4
776587	1	10080	9	3
776590	1	10080	9	3
776591	0	10080	9	4
776599	1	10080	10	3
776602	1	10080	10	2
776603	0	10080	10	3
776605	1	10080	10	3
776606	0	10080	10	3
776611	1	10080	9	3
776614	1	10080	10	2
776615	0	10080	10	3
776617	1	10080	10	2
776618	0	10080	10	2
776620	1	10080	9	3
776621	0	10080	10	3
776626	1	10080	9	3
776627	0	10080	9	4
776629	1	10080	10	3
776630	0	10080	10	3
776632	1	10080	9	3
776633	0	10080	10	3
776636	0	10080	9	4
776647	1	20160	9	4
776650	1	20160	9	3
776651	0	20160	9	4
776653	1	20160	9	4
776654	0	20160	9	4
776659	1	20160	9	4
776662	1	20160	10	3
776663	0	20160	10	4
776665	1	20160	10	3
776666	0	20160	10	3
776668	1	20160	9	4
776669	0	20160	10	4
776674	1	20160	9	3
776675	0	20160	9	4
776677	1	20160	10	3
776678	0	20160	10	3
776680	1	20160	9	3
776681	0	20160	10	3
776684	0	20160	9	4
776689	1	20160	9	4
776690	0	20160	9	4
776692	1	20160	9	4
776693	0	20160	10	4
776696	0	20160	9	4
776839	1	20160	9	3
776842	1	20160	9	2
776843	0	20160	9	3
776845	1	20160	9	3
776846	0	20160	9	3
776854	1	10080	10	2
776855	0	10080	10	3
776857	1	20160	10	2
776858	0	20160	10	2
776860	1	20160	9	3
776861	0	20160	10	3
776872	1	10080	9	2
776873	0	10080	10	2
776876	0	20160	9	3
776902	1	20160	9	3
776903	0	20160	9	4
776905	1	20160	9	3
776906	0	20160	9	3
776909	0	20160	9	4
776914	1	20160	9	3
776915	0	20160	9	4
776917	1	20160	10	3
776918	0	20160	10	3
776920	1	20160	9	3
776921	0	20160	10	3
776924	0	20160	9	4
776929	1	20160	9	3
776930	0	20160	9	3
776932	1	20160	9	3
776933	0	20160	10	3
776936	0	20160	9	3
776945	0	20160	9	4
776948	0	20160	9	4
777157	1	20160	9	4
777158	0	20160	9	4
777161	0	20160	9	4
777172	1	10080	9	4
777173	0	10080	10	4
777176	0	20160	9	4
777670	1	10080	9	4
777671	0	10080	9	5
777673	1	10080	9	4
777674	0	10080	9	4
777677	0	10080	9	5
777682	1	10080	9	4
777683	0	10080	9	5
777685	1	10080	10	4
777686	0	10080	10	4
777688	1	10080	9	4
777689	0	10080	10	4
777692	0	10080	9	5
777697	1	10080	9	4
777698	0	10080	9	4
777700	1	10080	9	4
777701	0	10080	10	4
777704	0	10080	9	4
777713	0	10080	9	5
777716	0	10080	9	5
777862	1	20160	9	3
777863	0	20160	9	4
777865	1	20160	9	3
777866	0	20160	9	3
777869	0	20160	9	4
777877	1	10080	10	3
777878	0	10080	10	3
777880	1	20160	9	3
777881	0	20160	10	3
777884	0	20160	9	4
777896	0	10080	9	3
777925	1	20160	9	4
777926	0	20160	9	4
777929	0	20160	9	4
777937	1	20160	9	4
777938	0	20160	9	4
777940	1	20160	9	4
777941	0	20160	10	4
777944	0	20160	9	4
777953	0	20160	9	4
777956	0	20160	9	4
778181	0	20160	9	5
778196	0	10080	9	5
780934	1	5040	9	2
780935	0	5040	9	3
780937	1	5040	9	2
780938	0	5040	9	2
780941	0	5040	9	3
780949	1	2520	10	2
780950	0	2520	10	2
780952	1	5040	9	2
780953	0	5040	10	2
780956	0	5040	9	3
780968	0	2520	9	2
780997	1	20160	9	3
780998	0	20160	9	3
781001	0	20160	9	3
781012	1	10080	9	3
781013	0	10080	10	3
781016	0	20160	9	3
781252	1	3360	8	4
781253	0	10080	9	4
781256	0	3360	8	4
781268	0	5040	9	4
782021	0	10080	9	4
782032	1	3360	8	4
782033	0	10080	9	4
782036	0	10080	9	4
782048	0	3360	8	4
782276	0	10080	8	5
786368	0	840	7	6
1037647	1	2520	9	5
1037659	1	5040	10	4
1037663	0	2520	10	5
1037674	1	840	10	3
1037675	0	2520	10	4
1037707	1	20160	9	4
1037711	0	10080	9	5
1037719	1	10080	10	4
1037722	1	10080	10	3
1037723	0	20160	10	4
1037738	0	3360	10	3
1037767	1	20160	9	5
1037770	1	10080	9	4
1037771	0	20160	9	5
1037782	1	10080	10	4
1037783	0	10080	10	5
1037786	0	10080	10	4
1037959	1	10080	9	4
1037962	1	10080	9	3
1037963	0	10080	9	4
1037965	1	10080	9	4
1037966	0	10080	9	4
1037974	1	5040	10	3
1037975	0	5040	10	4
1037977	1	10080	10	3
1037978	0	10080	10	3
1037980	1	10080	9	4
1037981	0	10080	10	4
1037992	1	5040	9	3
1037993	0	5040	10	3
1037996	0	10080	9	4
1038022	1	20160	9	4
1038023	0	20160	9	5
1038025	1	20160	9	4
1038026	0	20160	9	4
1038029	0	20160	9	5
1038037	1	10080	10	4
1038038	0	10080	10	4
1038040	1	20160	9	4
1038041	0	20160	10	4
1038044	0	20160	9	5
1038056	0	10080	9	4
1038277	1	10080	9	5
1038278	0	10080	9	5
1038281	0	10080	9	5
1038292	1	5040	9	5
1038293	0	5040	10	5
1038296	0	10080	9	5
1038982	1	20160	9	3
1038983	0	20160	9	4
1038986	0	10080	9	3
1038997	1	3360	10	3
1038998	0	10080	10	3
1039045	1	10080	9	4
1039046	0	20160	9	4
1039057	1	20160	9	4
1039058	0	20160	9	4
1039061	0	10080	10	4
1039073	0	20160	9	4
1039301	0	20160	9	5
1039316	0	10080	9	5
1043077	1	2520	9	3
1043078	0	5040	9	3
1043093	0	840	10	3
1043141	0	10080	9	4
1398271	1	840	11	4
1398463	1	1260	11	3
1398511	1	5040	11	3
1398526	1	2520	11	3
1398527	0	2520	11	4
1398751	1	2520	11	4
1398763	1	1260	11	3
1398766	1	2520	11	3
1398767	0	2520	11	4
1398781	1	1260	11	4
1398782	0	1260	11	4
1399471	1	2520	11	2
1399487	0	840	11	3
1399519	1	2520	11	3
1399531	1	5040	11	2
1399535	0	2520	11	3
1399543	1	5040	11	3
1399546	1	2520	11	2
1399547	0	5040	11	3
1399759	1	5040	10	4
1399771	1	5040	11	3
1399774	1	5040	11	3
1399775	0	5040	11	4
1399786	1	2520	11	2
1399787	0	2520	11	3
1399789	1	5040	11	3
1399790	0	5040	11	3
1399804	1	2520	10	4
1399805	0	2520	11	4
1400779	1	5040	10	4
1400783	0	2520	10	5
1400791	1	2520	11	4
1400794	1	2520	11	3
1400795	0	5040	11	4
1400810	0	840	11	3
1403551	1	630	11	2
1403563	1	630	11	1
1403567	0	630	11	2
1403599	1	2520	10	3
1403611	1	5040	11	2
1403615	0	2520	11	3
1403626	1	840	11	1
1403627	0	2520	11	2
1403851	1	2520	10	3
1403854	1	2520	10	3
1403855	0	2520	10	4
1403863	1	1260	11	3
1403866	1	2520	11	2
1403867	0	2520	11	3
1403869	1	2520	11	3
1403870	0	2520	11	3
1403881	1	1260	11	2
1403882	0	1260	11	2
1403884	1	2520	10	3
1403885	0	2520	11	3
1403900	0	1260	10	4
1404871	1	5040	10	4
1404874	1	2520	10	3
1404875	0	5040	10	4
1404886	1	2520	11	3
1404887	0	2520	11	4
1404890	0	2520	11	3
1408963	1	630	9	5
1408966	1	1260	10	4
1408967	0	1260	10	5
1408970	0	630	10	4
1408981	1	210	11	4
1408982	0	630	11	4
1414591	1	1680	11	3
1414639	1	10080	11	3
1414655	0	3360	11	4
1414831	1	10080	11	2
1414846	1	5040	11	2
1414847	0	5040	11	3
1414879	1	20160	11	3
1414891	1	10080	11	2
1414894	1	20160	11	2
1414895	0	20160	11	3
1414909	1	10080	11	3
1414910	0	10080	11	3
1415119	1	10080	10	4
1415131	1	10080	11	3
1415134	1	10080	11	3
1415135	0	10080	11	4
1415146	1	5040	11	2
1415147	0	5040	11	3
1415149	1	10080	11	3
1415150	0	10080	11	3
1415164	1	5040	10	4
1415165	0	5040	11	4
1415839	1	10080	11	2
1415851	1	10080	11	1
1415855	0	10080	11	2
1415887	1	10080	10	3
1415899	1	20160	11	2
1415903	0	10080	11	3
1415911	1	20160	11	2
1415914	1	10080	11	1
1415915	0	20160	11	2
1415923	1	20160	10	3
1415926	1	20160	11	2
1415927	0	20160	11	3
1415930	0	10080	11	2
1416139	1	20160	10	3
1416142	1	20160	10	3
1416143	0	20160	10	4
1416151	1	10080	11	3
1416154	1	20160	11	2
1416155	0	20160	11	3
1416157	1	20160	11	3
1416158	0	20160	11	3
1416169	1	10080	11	2
1416170	0	10080	11	2
1416172	1	20160	10	3
1416173	0	20160	11	3
1416188	0	10080	10	4
1417159	1	20160	10	4
1417162	1	10080	10	3
1417163	0	20160	10	4
1417174	1	10080	11	3
1417175	0	10080	11	4
1417178	0	10080	11	3
1419919	1	2520	10	2
1419931	1	5040	11	1
1419935	0	2520	11	2
1419946	1	840	11	0
1419947	0	2520	11	1
1419979	1	20160	10	2
1419983	0	10080	10	3
1419991	1	10080	11	2
1419994	1	10080	11	1
1419995	0	20160	11	2
1420010	0	3360	11	1
1420231	1	10080	10	3
1420234	1	10080	10	2
1420235	0	10080	10	3
1420237	1	10080	10	3
1420238	0	10080	10	3
1420246	1	5040	11	2
1420247	0	5040	11	3
1420249	1	10080	11	2
1420250	0	10080	11	2
1420252	1	10080	10	3
1420253	0	10080	11	3
1420264	1	5040	10	2
1420265	0	5040	11	2
1420268	0	10080	10	3
1421251	1	10080	9	4
1421254	1	20160	10	3
1421255	0	20160	10	4
1421258	0	10080	10	3
1421269	1	3360	11	3
1421270	0	10080	11	3
1425346	1	2520	9	4
1425347	0	2520	9	5
1425349	1	2520	10	4
1425350	0	5040	10	4
1425365	0	840	11	4
1431007	1	5040	11	4
1431019	1	5040	11	3
1431023	0	5040	11	4
1431199	1	10080	11	3
1431211	1	5040	11	2
1431214	1	10080	11	2
1431215	0	10080	11	3
1431229	1	5040	11	3
1431230	0	5040	11	3
1431247	1	20160	10	4
1431259	1	20160	11	3
1431262	1	20160	11	3
1431263	0	20160	11	4
1431274	1	10080	11	2
1431275	0	10080	11	3
1431277	1	20160	11	3
1431278	0	20160	11	3
1431292	1	10080	10	4
1431293	0	10080	11	4
1431499	1	10080	10	4
1431502	1	10080	10	4
1431503	0	10080	10	5
1431511	1	5040	11	4
1431514	1	10080	11	3
1431515	0	10080	11	4
1431517	1	10080	11	4
1431518	0	10080	11	4
1431529	1	5040	11	3
1431530	0	5040	11	3
1431532	1	10080	10	4
1431533	0	10080	11	4
1431548	0	5040	10	5
1432207	1	10080	10	3
1432219	1	20160	11	2
1432223	0	10080	11	3
1432234	1	3360	11	1
1432235	0	10080	11	2
1432267	1	20160	10	3
1432271	0	10080	10	4
1432279	1	20160	11	3
1432282	1	10080	11	2
1432283	0	20160	11	3
1432291	1	20160	10	3
1432294	1	20160	11	2
1432295	0	20160	11	3
1432298	0	10080	11	2
1432306	1	20160	10	3
1432307	0	20160	10	4
1432309	1	10080	11	3
1432310	0	20160	11	3
1432519	1	20160	10	4
1432522	1	20160	10	3
1432523	0	20160	10	4
1432525	1	20160	10	4
1432526	0	20160	10	4
1432534	1	10080	11	3
1432535	0	10080	11	4
1432537	1	20160	11	3
1432538	0	20160	11	3
1432540	1	20160	10	4
1432541	0	20160	11	4
1432552	1	10080	10	3
1432553	0	10080	11	3
1432556	0	20160	10	4
1433539	1	5040	9	5
1433542	1	20160	10	4
1433543	0	20160	10	5
1433546	0	10080	10	4
1433557	1	3360	11	4
1433558	0	10080	11	4
1436299	1	5040	10	2
1436303	0	2520	10	3
1436311	1	2520	11	2
1436314	1	2520	11	1
1436315	0	5040	11	2
1436330	0	840	11	1
1436359	1	20160	10	3
1436362	1	10080	10	2
1436363	0	20160	10	3
1436374	1	10080	11	2
1436375	0	10080	11	3
1436378	0	10080	11	2
1436611	1	5040	9	4
1436614	1	10080	10	3
1436615	0	10080	10	4
1436617	1	10080	10	3
1436618	0	10080	10	3
1436620	1	10080	9	4
1436621	0	10080	10	4
1436629	1	5040	11	3
1436630	0	5040	11	3
1436632	1	10080	10	3
1436633	0	10080	11	3
1436636	0	10080	10	4
1436648	0	5040	10	3
1437634	1	10080	9	4
1437635	0	10080	9	5
1437637	1	10080	10	4
1437638	0	20160	10	4
1437653	0	3360	11	4
1441729	1	2520	9	5
1441730	0	2520	9	5
1441733	0	2520	10	5
1480351	1	2520	11	2
1480363	1	1260	11	1
1480366	1	2520	11	1
1480367	0	2520	11	2
1480381	1	1260	11	2
1480382	0	1260	11	2
1480399	1	10080	10	3
1480411	1	10080	11	2
1480414	1	10080	11	2
1480415	0	10080	11	3
1480426	1	5040	11	1
1480427	0	5040	11	2
1480429	1	10080	11	2
1480430	0	10080	11	2
1480444	1	5040	10	3
1480445	0	5040	11	3
1480651	1	5040	10	3
1480654	1	5040	10	3
1480655	0	5040	10	4
1480663	1	2520	11	3
1480666	1	5040	11	2
1480667	0	5040	11	3
1480669	1	5040	11	3
1480670	0	5040	11	3
1480681	1	2520	11	2
1480682	0	2520	11	2
1480684	1	5040	10	3
1480685	0	5040	11	3
1480700	0	2520	10	4
1481119	1	2520	11	2
1481131	1	5040	11	1
1481135	0	2520	11	2
1481143	1	5040	11	2
1481146	1	2520	11	1
1481147	0	5040	11	2
1481167	1	10080	10	3
1481179	1	10080	11	2
1481182	1	10080	11	2
1481183	0	10080	11	3
1481191	1	10080	11	2
1481194	1	10080	11	1
1481195	0	10080	11	2
1481197	1	10080	11	2
1481198	0	10080	11	2
1481203	1	10080	10	3
1481206	1	10080	11	2
1481207	0	10080	11	3
1481209	1	10080	11	2
1481210	0	10080	11	2
1481212	1	10080	10	3
1481213	0	10080	11	3
1481359	1	10080	10	2
1481371	1	10080	11	1
1481374	1	10080	11	1
1481375	0	10080	11	2
1481386	1	5040	11	0
1481387	0	5040	11	1
1481389	1	10080	11	1
1481390	0	10080	11	1
1481404	1	5040	10	2
1481405	0	5040	11	2
1481419	1	10080	10	2
1481422	1	10080	10	2
1481423	0	10080	10	3
1481431	1	10080	11	2
1481434	1	10080	11	1
1481435	0	10080	11	2
1481437	1	10080	11	2
1481438	0	10080	11	2
1481443	1	10080	10	2
1481446	1	10080	11	1
1481447	0	10080	11	2
1481449	1	10080	11	1
1481450	0	10080	11	1
1481452	1	10080	10	2
1481453	0	10080	11	2
1481458	1	10080	10	2
1481459	0	10080	10	3
1481461	1	10080	11	2
1481462	0	10080	11	2
1481464	1	10080	10	2
1481465	0	10080	11	2
1481468	0	10080	10	3
1481671	1	10080	10	3
1481674	1	10080	10	2
1481675	0	10080	10	3
1481677	1	10080	10	3
1481678	0	10080	10	3
1481686	1	5040	11	2
1481687	0	5040	11	3
1481689	1	10080	11	2
1481690	0	10080	11	2
1481692	1	10080	10	3
1481693	0	10080	11	3
1481704	1	5040	10	2
1481705	0	5040	11	2
1481708	0	10080	10	3
1482187	1	5040	10	3
1482190	1	5040	10	3
1482191	0	5040	10	4
1482199	1	5040	11	3
1482202	1	5040	11	2
1482203	0	5040	11	3
1482205	1	5040	11	3
1482206	0	5040	11	3
1482211	1	5040	10	3
1482214	1	5040	11	2
1482215	0	5040	11	3
1482217	1	5040	11	2
1482218	0	5040	11	2
1482220	1	5040	10	3
1482221	0	5040	11	3
1482226	1	5040	10	3
1482227	0	5040	10	4
1482229	1	5040	11	3
1482230	0	5040	11	3
1482232	1	5040	10	3
1482233	0	5040	11	3
1482236	0	5040	10	4
1482379	1	10080	10	2
1482382	1	10080	10	2
1482383	0	10080	10	3
1482391	1	5040	11	2
1482394	1	10080	11	1
1482395	0	10080	11	2
1482397	1	10080	11	2
1482398	0	10080	11	2
1482409	1	5040	11	1
1482410	0	5040	11	1
1482412	1	10080	10	2
1482413	0	10080	11	2
1482428	0	5040	10	3
1482439	1	10080	10	3
1482442	1	10080	10	2
1482443	0	10080	10	3
1482445	1	10080	10	3
1482446	0	10080	10	3
1482451	1	10080	10	3
1482454	1	10080	11	2
1482455	0	10080	11	3
1482457	1	10080	11	2
1482458	0	10080	11	2
1482460	1	10080	10	3
1482461	0	10080	11	3
1482466	1	10080	10	2
1482467	0	10080	10	3
1482469	1	10080	11	2
1482470	0	10080	11	2
1482472	1	10080	10	2
1482473	0	10080	11	2
1482476	0	10080	10	3
1482481	1	10080	10	3
1482482	0	10080	10	3
1482484	1	10080	10	3
1482485	0	10080	11	3
1482488	0	10080	10	3
1482694	1	10080	10	3
1482695	0	10080	10	4
1482697	1	10080	10	3
1482698	0	10080	10	3
1482700	1	10080	9	4
1482701	0	10080	10	4
1482709	1	5040	11	3
1482710	0	5040	11	3
1482712	1	10080	10	3
1482713	0	10080	11	3
1482716	0	10080	10	4
1482728	0	5040	10	3
1485451	1	2520	10	1
1485454	1	2520	10	1
1485455	0	2520	10	2
1485463	1	1260	11	1
1485466	1	2520	11	0
1485467	0	2520	11	1
1485469	1	2520	11	1
1485470	0	2520	11	1
1485481	1	1260	11	0
1485482	0	1260	11	0
1485484	1	2520	10	1
1485485	0	2520	11	1
1485500	0	1260	10	2
1485511	1	10080	10	2
1485514	1	10080	10	1
1485515	0	10080	10	2
1485517	1	10080	10	2
1485518	0	10080	10	2
1485526	1	5040	11	1
1485527	0	5040	11	2
1485529	1	10080	11	1
1485530	0	10080	11	1
1485532	1	10080	10	2
1485533	0	10080	11	2
1485544	1	5040	10	1
1485545	0	5040	11	1
1485548	0	10080	10	2
1485763	1	1260	9	3
1485766	1	5040	10	2
1485767	0	5040	10	3
1485769	1	5040	10	2
1485770	0	5040	10	2
1485772	1	5040	9	3
1485773	0	5040	10	3
1485781	1	2520	11	2
1485782	0	2520	11	2
1485784	1	5040	10	2
1485785	0	5040	11	2
1485788	0	5040	10	3
1485800	0	2520	10	2
1486531	1	5040	9	3
1486534	1	5040	10	2
1486535	0	5040	10	3
1486537	1	5040	10	2
1486538	0	5040	10	2
1486540	1	5040	9	3
1486541	0	5040	10	3
1486546	1	5040	10	2
1486547	0	5040	10	3
1486549	1	5040	11	2
1486550	0	5040	11	2
1486552	1	5040	10	2
1486553	0	5040	11	2
1486556	0	5040	10	3
1486561	1	5040	10	2
1486562	0	5040	10	2
1486564	1	5040	10	2
1486565	0	5040	11	2
1486568	0	5040	10	2
1486576	1	5040	9	3
1486577	0	5040	10	3
1486580	0	5040	10	3
1486786	1	5040	9	3
1486787	0	5040	9	4
1486789	1	10080	10	3
1486790	0	10080	10	3
1486792	1	10080	9	3
1486793	0	10080	10	3
1486796	0	10080	9	4
1486804	1	5040	10	3
1486805	0	5040	11	3
1486808	0	10080	10	3
1490881	1	1260	9	4
1490882	0	1260	9	4
1490884	1	2520	9	4
1490885	0	2520	10	4
1490888	0	2520	9	4
1490900	0	1260	10	4
1496779	1	10080	10	3
1496782	1	10080	10	3
1496783	0	10080	10	4
1496791	1	5040	11	3
1496794	1	10080	11	2
1496795	0	10080	11	3
1496797	1	10080	11	3
1496798	0	10080	11	3
1496809	1	5040	11	2
1496810	0	5040	11	2
1496812	1	10080	10	3
1496813	0	10080	11	3
1496828	0	5040	10	4
1497031	1	10080	10	4
1497034	1	10080	10	3
1497035	0	10080	10	4
1497037	1	10080	10	4
1497038	0	10080	10	4
1497046	1	5040	11	3
1497047	0	5040	11	4
1497049	1	10080	11	3
1497050	0	10080	11	3
1497052	1	10080	10	4
1497053	0	10080	11	4
1497064	1	5040	10	3
1497065	0	5040	11	3
1497068	0	10080	10	4
1497547	1	20160	10	3
1497551	0	10080	10	4
1497559	1	20160	11	3
1497562	1	10080	11	2
1497563	0	20160	11	3
1497571	1	20160	10	3
1497574	1	20160	11	2
1497575	0	20160	11	3
1497578	0	10080	11	2
1497586	1	20160	10	3
1497587	0	20160	10	4
1497589	1	10080	11	3
1497590	0	20160	11	3
1497739	1	20160	10	2
1497742	1	20160	10	2
1497743	0	20160	10	3
1497751	1	10080	11	2
1497754	1	20160	11	1
1497755	0	20160	11	2
1497757	1	20160	11	2
1497758	0	20160	11	2
1497769	1	10080	11	1
1497770	0	10080	11	1
1497772	1	20160	10	2
1497773	0	20160	11	2
1497788	0	10080	10	3
1497799	1	20160	10	3
1497802	1	20160	10	2
1497803	0	20160	10	3
1497805	1	20160	10	3
1497806	0	20160	10	3
1497811	1	20160	10	3
1497814	1	20160	11	2
1497815	0	20160	11	3
1497817	1	20160	11	2
1497818	0	20160	11	2
1497820	1	20160	10	3
1497821	0	20160	11	3
1497826	1	20160	10	2
1497827	0	20160	10	3
1497829	1	20160	11	2
1497830	0	20160	11	2
1497832	1	20160	10	2
1497833	0	20160	11	2
1497836	0	20160	10	3
1497841	1	20160	10	3
1497842	0	20160	10	3
1497844	1	20160	10	3
1497845	0	20160	11	3
1497848	0	20160	10	3
1498054	1	20160	10	3
1498055	0	20160	10	4
1498057	1	20160	10	3
1498058	0	20160	10	3
1498060	1	10080	9	4
1498061	0	20160	10	4
1498069	1	10080	11	3
1498070	0	10080	11	3
1498072	1	20160	10	3
1498073	0	20160	11	3
1498076	0	20160	10	4
1498088	0	10080	10	3
1498567	1	10080	10	4
1498570	1	10080	10	3
1498571	0	10080	10	4
1498573	1	10080	10	4
1498574	0	10080	10	4
1498579	1	10080	10	4
1498582	1	10080	11	3
1498583	0	10080	11	4
1498585	1	10080	11	3
1498586	0	10080	11	3
1498588	1	10080	10	4
1498589	0	10080	11	4
1498594	1	10080	10	3
1498595	0	10080	10	4
1498597	1	10080	11	3
1498598	0	10080	11	3
1498600	1	10080	10	3
1498601	0	10080	11	3
1498604	0	10080	10	4
1498609	1	10080	10	4
1498610	0	10080	10	4
1498612	1	10080	10	4
1498613	0	10080	11	4
1498616	0	10080	10	4
1498759	1	20160	10	3
1498762	1	20160	10	2
1498763	0	20160	10	3
1498765	1	20160	10	3
1498766	0	20160	10	3
1498774	1	10080	11	2
1498775	0	10080	11	3
1498777	1	20160	11	2
1498778	0	20160	11	2
1498780	1	20160	10	3
1498781	0	20160	11	3
1498792	1	10080	10	2
1498793	0	10080	11	2
1498796	0	20160	10	3
1498822	1	20160	10	3
1498823	0	20160	10	4
1498825	1	20160	10	3
1498826	0	20160	10	3
1498829	0	20160	10	4
1498834	1	20160	10	3
1498835	0	20160	10	4
1498837	1	20160	11	3
1498838	0	20160	11	3
1498840	1	20160	10	3
1498841	0	20160	11	3
1498844	0	20160	10	4
1498849	1	20160	10	3
1498850	0	20160	10	3
1498852	1	20160	10	3
1498853	0	20160	11	3
1498856	0	20160	10	3
1498864	1	10080	9	4
1498865	0	20160	10	4
1498868	0	20160	10	4
1499077	1	20160	10	4
1499078	0	20160	10	4
1499080	1	10080	9	4
1499081	0	20160	10	4
1499084	0	10080	9	5
1499092	1	10080	10	4
1499093	0	10080	11	4
1499096	0	20160	10	4
1501831	1	5040	10	2
1501834	1	5040	10	1
1501835	0	5040	10	2
1501837	1	5040	10	2
1501838	0	5040	10	2
1501846	1	2520	11	1
1501847	0	2520	11	2
1501849	1	5040	11	1
1501850	0	5040	11	1
1501852	1	5040	10	2
1501853	0	5040	11	2
1501864	1	2520	10	1
1501865	0	2520	11	1
1501868	0	5040	10	2
1501894	1	20160	10	2
1501895	0	20160	10	3
1501897	1	20160	10	2
1501898	0	20160	10	2
1501900	1	20160	9	3
1501901	0	20160	10	3
1501909	1	10080	11	2
1501910	0	10080	11	2
1501912	1	20160	10	2
1501913	0	20160	11	2
1501916	0	20160	10	3
1501928	0	10080	10	2
1502149	1	10080	10	3
1502150	0	10080	10	3
1502152	1	10080	9	3
1502153	0	10080	10	3
1502156	0	10080	9	4
1502164	1	5040	10	3
1502165	0	5040	11	3
1502168	0	10080	10	3
1502914	1	3360	9	3
1502915	0	3360	9	4
1502917	1	10080	10	3
1502918	0	10080	10	3
1502920	1	10080	9	3
1502921	0	10080	10	3
1502924	0	10080	9	4
1502929	1	10080	10	3
1502930	0	10080	10	3
1502932	1	10080	10	3
1502933	0	10080	11	3
1502936	0	10080	10	3
1502944	1	10080	9	3
1502945	0	10080	10	3
1502948	0	10080	10	3
1502960	0	10080	9	4
1503169	1	5040	9	4
1503170	0	5040	9	4
1503172	1	20160	9	4
1503173	0	20160	10	4
1503176	0	20160	9	4
1503188	0	10080	10	4
1507264	1	2520	8	5
1507265	0	2520	9	5
1507268	0	5040	9	5
1562566	1	2520	10	4
1562567	0	2520	10	5
1562569	1	2520	10	4
1562570	0	2520	10	4
1562572	1	840	9	5
1562573	0	2520	10	5
1562581	1	1260	11	4
1562582	0	1260	11	4
1562584	1	2520	10	4
1562585	0	2520	11	4
1562588	0	2520	10	5
1562600	0	1260	10	4
1563271	1	10080	10	3
1563274	1	10080	10	2
1563275	0	10080	10	3
1563277	1	10080	10	3
1563278	0	10080	10	3
1563286	1	5040	11	2
1563287	0	5040	11	3
1563289	1	10080	11	2
1563290	0	10080	11	2
1563292	1	10080	10	3
1563293	0	10080	11	3
1563304	1	5040	10	2
1563305	0	5040	11	2
1563308	0	10080	10	3
1563334	1	10080	10	3
1563335	0	10080	10	4
1563337	1	10080	10	3
1563338	0	10080	10	3
1563341	0	10080	10	4
1563346	1	10080	10	3
1563347	0	10080	10	4
1563349	1	10080	11	3
1563350	0	10080	11	3
1563352	1	10080	10	3
1563353	0	10080	11	3
1563356	0	10080	10	4
1563361	1	10080	10	3
1563362	0	10080	10	3
1563364	1	10080	10	3
1563365	0	10080	11	3
1563368	0	10080	10	3
1563376	1	3360	9	4
1563377	0	10080	10	4
1563380	0	10080	10	4
1563589	1	10080	10	4
1563590	0	10080	10	4
1563592	1	3360	9	4
1563593	0	10080	10	4
1563596	0	3360	9	5
1563604	1	5040	10	4
1563605	0	5040	11	4
1563608	0	10080	10	4
1564102	1	5040	10	4
1564103	0	5040	10	5
1564106	0	2520	10	4
1564114	1	5040	10	4
1564115	0	5040	10	5
1564117	1	2520	11	4
1564118	0	5040	11	4
1564129	1	5040	10	4
1564130	0	5040	10	4
1564133	0	2520	11	4
1564144	1	840	9	5
1564145	0	5040	10	5
1564294	1	10080	10	3
1564295	0	10080	10	4
1564297	1	10080	10	3
1564298	0	10080	10	3
1564301	0	10080	10	4
1564309	1	5040	11	3
1564310	0	5040	11	3
1564312	1	10080	10	3
1564313	0	10080	11	3
1564316	0	10080	10	4
1564328	0	5040	10	3
1564357	1	10080	10	4
1564358	0	10080	10	4
1564361	0	10080	10	4
1564369	1	10080	10	4
1564370	0	10080	10	4
1564372	1	10080	10	4
1564373	0	10080	11	4
1564376	0	10080	10	4
1564384	1	3360	9	4
1564385	0	10080	10	4
1564388	0	10080	10	4
1564400	0	3360	9	5
1564612	1	3360	9	5
1564613	0	10080	10	5
1564616	0	3360	9	5
1564628	0	5040	10	5
1567366	1	2520	10	2
1567367	0	2520	10	3
1567369	1	2520	10	2
1567370	0	2520	10	2
1567372	1	2520	9	3
1567373	0	2520	10	3
1567381	1	1260	11	2
1567382	0	1260	11	2
1567384	1	2520	10	2
1567385	0	2520	11	2
1567388	0	2520	10	3
1567400	0	1260	10	2
1567429	1	10080	10	3
1567430	0	10080	10	3
1567432	1	10080	9	3
1567433	0	10080	10	3
1567436	0	10080	9	4
1567444	1	5040	10	3
1567445	0	5040	11	3
1567448	0	10080	10	3
1567684	1	5040	9	4
1567685	0	5040	10	4
1567688	0	5040	9	4
1567700	0	2520	10	4
1568452	1	5040	9	4
1568453	0	5040	10	4
1568456	0	5040	9	4
1568464	1	5040	9	4
1568465	0	5040	10	4
1568468	0	5040	10	4
1568480	0	5040	9	4
1568708	0	10080	9	5
1572800	0	420	8	6
1743499	1	10080	10	1
1743503	0	5040	10	2
1743511	1	5040	11	1
1743514	1	5040	11	0
1743515	0	10080	11	1
1743530	0	1680	11	0
1743559	1	20160	10	2
1743562	1	10080	10	1
1743563	0	20160	10	2
1743571	1	20160	10	2
1743574	1	20160	11	1
1743575	0	20160	11	2
1743578	0	10080	11	1
1743586	1	20160	10	1
1743587	0	20160	10	2
