parent	edge_1	edge_2	edge_3	edge_4	edge_5	edge_6	target_kind	target_index
152	0,1	24,32	25,33	32,33	34,35	36,37	base	209
152	0,1	6,15	20,21	20,29	5,36	17,39	base	135
152	0,1	6,15	20,29	25,33	5,36	17,39	base	103
152	0,1	6,15	20,29	34,35	5,36	17,39	base	105
152	0,1	6,15	20,29	5,36	35,36	17,39	base	104
152	0,1	6,15	20,29	5,36	36,37	17,39	base	158
152	0,1	6,15	22,23	20,29	5,36	17,39	base	99
152	0,1	7,14	20,21	21,28	4,37	16,38	base	135
152	0,1	7,14	21,28	24,32	4,37	16,38	base	103
152	0,1	7,14	21,28	34,35	4,37	16,38	base	105
152	0,1	7,14	21,28	4,37	34,37	16,38	base	104
152	0,1	7,14	21,28	4,37	36,37	16,38	base	158
152	0,1	7,14	22,23	21,28	4,37	16,38	base	99
152	22,23	24,25	24,32	25,33	32,33	34,35	base	310
152	22,23	24,25	24,32	25,33	32,33	36,37	base	307
152	22,23	24,25	24,32	25,33	34,35	36,37	base	309
152	22,23	24,32	25,33	32,33	34,35	36,37	base	318
152	24,25	24,32	25,33	32,33	34,35	36,37	base	300
152	6,15	20,21	20,29	25,33	5,36	17,39	base	121
152	6,15	20,21	20,29	34,35	5,36	17,39	base	43
152	6,15	20,21	20,29	5,36	35,36	17,39	base	26
152	6,15	20,21	20,29	5,36	36,37	17,39	base	30
152	6,15	20,21	22,23	20,29	5,36	17,39	base	76
152	6,15	20,29	25,33	34,35	5,36	17,39	base	119
152	6,15	20,29	25,33	5,36	35,36	17,39	base	37
152	6,15	20,29	25,33	5,36	36,37	17,39	base	50
152	6,15	20,29	34,35	5,36	35,36	17,39	base	36
152	6,15	20,29	34,35	5,36	36,37	17,39	base	61
152	6,15	20,29	5,36	35,36	36,37	17,39	base	51
152	6,15	22,23	20,29	25,33	5,36	17,39	base	83
152	6,15	22,23	20,29	34,35	5,36	17,39	base	82
152	6,15	22,23	20,29	5,36	35,36	17,39	base	226
152	6,15	22,23	20,29	5,36	36,37	17,39	base	124
152	7,14	20,21	21,28	24,32	4,37	16,38	base	121
152	7,14	20,21	21,28	34,35	4,37	16,38	base	43
152	7,14	20,21	21,28	4,37	34,37	16,38	base	26
152	7,14	20,21	21,28	4,37	36,37	16,38	base	30
152	7,14	20,21	22,23	21,28	4,37	16,38	base	76
152	7,14	21,28	24,32	34,35	4,37	16,38	base	119
152	7,14	21,28	24,32	4,37	34,37	16,38	base	37
152	7,14	21,28	24,32	4,37	36,37	16,38	base	50
152	7,14	21,28	34,35	4,37	34,37	16,38	base	36
152	7,14	21,28	34,35	4,37	36,37	16,38	base	61
152	7,14	21,28	4,37	34,37	36,37	16,38	base	51
152	7,14	22,23	21,28	24,32	4,37	16,38	base	83
152	7,14	22,23	21,28	34,35	4,37	16,38	base	82
152	7,14	22,23	21,28	4,37	34,37	16,38	base	226
152	7,14	22,23	21,28	4,37	36,37	16,38	base	124
153	0,1	22,23	24,25	24,32	25,33	32,33	base	238
153	0,1	22,23	24,25	24,32	25,33	34,35	base	235
153	0,1	22,23	24,25	24,32	25,33	38,39	base	239
153	0,1	22,23	24,32	25,33	32,33	34,35	base	246
153	0,1	22,23	24,32	25,33	32,33	38,39	base	249
153	0,1	22,23	24,32	25,33	34,35	38,39	base	248
153	0,1	24,25	24,32	25,33	32,33	34,35	base	197
153	0,1	24,25	24,32	25,33	32,33	38,39	base	200
153	0,1	24,25	24,32	25,33	34,35	38,39	base	199
153	0,1	24,32	25,33	32,33	34,35	38,39	base	208
153	0,1	6,15	20,21	20,29	5,34	17,37	base	90
153	0,1	6,15	20,29	25,33	5,34	17,37	base	100
153	0,1	6,15	20,29	5,34	17,37	34,39	base	102
153	0,1	6,15	20,29	5,34	17,37	38,39	base	101
153	0,1	6,15	20,29	5,34	34,35	17,37	base	159
153	0,1	6,15	22,23	20,29	5,34	17,37	base	180
153	0,1	7,14	20,21	21,28	4,35	16,36	base	90
153	0,1	7,14	21,28	24,32	4,35	16,36	base	100
153	0,1	7,14	21,28	4,35	16,36	35,38	base	102
153	0,1	7,14	21,28	4,35	16,36	38,39	base	101
153	0,1	7,14	21,28	4,35	34,35	16,36	base	159
153	0,1	7,14	22,23	21,28	4,35	16,36	base	180
153	22,23	24,25	24,32	25,33	32,33	34,35	base	306
153	22,23	24,25	24,32	25,33	32,33	38,39	base	311
153	22,23	24,25	24,32	25,33	34,35	38,39	base	308
153	22,23	24,32	25,33	32,33	34,35	38,39	base	319
153	24,25	24,32	25,33	32,33	34,35	38,39	base	299
153	6,15	20,21	20,29	25,33	5,34	17,37	base	42
153	6,15	20,21	20,29	5,34	17,37	34,39	base	48
153	6,15	20,21	20,29	5,34	17,37	38,39	base	217
153	6,15	20,21	20,29	5,34	34,35	17,37	base	44
153	6,15	20,21	22,23	20,29	5,34	17,37	base	75
153	6,15	20,29	25,33	5,34	17,37	34,39	base	34
153	6,15	20,29	25,33	5,34	17,37	38,39	base	218
153	6,15	20,29	25,33	5,34	34,35	17,37	base	31
153	6,15	20,29	5,34	17,37	34,39	38,39	base	32
153	6,15	20,29	5,34	34,35	17,37	34,39	base	49
153	6,15	20,29	5,34	34,35	17,37	38,39	base	33
153	6,15	22,23	20,29	25,33	5,34	17,37	base	84
153	6,15	22,23	20,29	5,34	17,37	34,39	base	122
153	6,15	22,23	20,29	5,34	17,37	38,39	base	81
153	6,15	22,23	20,29	5,34	34,35	17,37	base	125
153	7,14	20,21	21,28	24,32	4,35	16,36	base	42
153	7,14	20,21	21,28	4,35	16,36	35,38	base	48
153	7,14	20,21	21,28	4,35	16,36	38,39	base	217
153	7,14	20,21	21,28	4,35	34,35	16,36	base	44
153	7,14	20,21	22,23	21,28	4,35	16,36	base	75
153	7,14	21,28	24,32	4,35	16,36	35,38	base	34
153	7,14	21,28	24,32	4,35	16,36	38,39	base	218
153	7,14	21,28	24,32	4,35	34,35	16,36	base	31
153	7,14	21,28	4,35	16,36	35,38	38,39	base	32
153	7,14	21,28	4,35	34,35	16,36	35,38	base	49
153	7,14	21,28	4,35	34,35	16,36	38,39	base	33
153	7,14	22,23	21,28	24,32	4,35	16,36	base	84
153	7,14	22,23	21,28	4,35	16,36	35,38	base	122
153	7,14	22,23	21,28	4,35	16,36	38,39	base	81
153	7,14	22,23	21,28	4,35	34,35	16,36	base	125
154	0,6	1,22	23,24	17,30	21,38	22,39	base	78
154	0,6	1,22	23,24	17,30	21,38	36,39	base	86
154	0,6	1,22	23,24	17,30	25,36	21,38	base	80
154	0,6	13,19	1,22	23,24	17,30	21,38	base	22
154	0,6	13,19	22,25	16,35	25,36	36,39	base	218
154	0,6	3,17	1,22	23,24	17,30	21,38	base	89
154	0,6	3,17	13,19	16,35	25,36	36,39	base	29
154	0,6	3,17	13,19	22,25	16,35	25,36	base	42
154	0,6	3,17	13,19	22,25	16,35	36,39	base	25
154	0,6	3,17	13,19	22,25	25,36	36,39	base	217
154	0,6	3,17	22,25	16,35	25,36	36,39	base	91
154	0,6	3,9	18,25	5,32	25,36	29,37	base	205
154	1,22	23,24	17,30	21,38	22,39	36,39	base	126
154	1,22	23,24	17,30	25,36	21,38	22,39	base	131
154	1,22	23,24	17,30	25,36	21,38	36,39	base	128
154	13,19	1,22	23,24	17,30	21,38	22,39	base	14
154	13,19	1,22	23,24	17,30	21,38	36,39	base	12
154	13,19	1,22	23,24	17,30	25,36	21,38	base	16
154	3,17	1,22	23,24	17,30	21,38	22,39	base	169
154	3,17	1,22	23,24	17,30	21,38	36,39	base	118
154	3,17	1,22	23,24	17,30	25,36	21,38	base	168
154	3,17	13,19	1,22	23,24	17,30	21,38	base	11
154	3,17	13,19	22,25	16,35	25,36	36,39	base	73
154	3,9	13,19	18,25	5,32	25,36	29,37	base	314
154	3,9	18,25	22,25	5,32	25,36	29,37	base	244
154	3,9	18,25	26,27	5,32	25,36	29,37	base	232
154	3,9	18,25	5,32	16,35	25,36	29,37	base	232
154	3,9	18,25	5,32	25,36	29,37	36,39	base	241
155	0,6	1,22	23,24	17,29	22,32	21,39	base	86
155	0,6	1,22	23,24	17,29	32,36	21,39	base	80
155	0,6	1,22	23,24	17,29	36,38	21,39	base	86
155	0,6	13,19	1,22	23,24	17,29	21,39	base	5
155	0,6	13,19	16,35	32,36	22,38	36,38	base	34
155	0,6	3,17	1,22	23,24	17,29	21,39	base	93
155	0,6	3,17	13,19	16,35	22,38	36,38	base	25
155	0,6	3,17	13,19	16,35	32,36	22,38	base	42
155	0,6	3,17	13,19	16,35	32,36	36,38	base	46
155	0,6	3,17	13,19	32,36	22,38	36,38	base	48
155	0,6	3,17	16,35	32,36	22,38	36,38	base	143
155	0,6	3,9	13,19	5,31	28,37	18,38	base	303
155	0,6	3,9	25,26	5,31	28,37	18,38	base	194
155	0,6	3,9	5,31	16,35	28,37	18,38	base	194
155	0,6	3,9	5,31	28,37	18,38	22,38	base	206
155	0,6	3,9	5,31	32,36	28,37	18,38	base	205
155	1,22	23,24	17,29	22,32	32,36	21,39	base	131
155	1,22	23,24	17,29	22,32	36,38	21,39	base	126
155	1,22	23,24	17,29	32,36	36,38	21,39	base	131
155	13,19	1,22	23,24	17,29	22,32	21,39	base	12
155	13,19	1,22	23,24	17,29	32,36	21,39	base	16
155	13,19	1,22	23,24	17,29	36,38	21,39	base	12
155	3,17	1,22	23,24	17,29	22,32	21,39	base	118
155	3,17	1,22	23,24	17,29	32,36	21,39	base	168
155	3,17	1,22	23,24	17,29	36,38	21,39	base	118
155	3,17	13,19	1,22	23,24	17,29	21,39	base	19
155	3,17	13,19	16,35	32,36	22,38	36,38	base	64
155	3,9	13,19	25,26	5,31	28,37	18,38	base	258
155	3,9	13,19	5,31	16,35	28,37	18,38	base	258
155	3,9	13,19	5,31	28,37	18,38	22,38	base	317
155	3,9	13,19	5,31	32,36	28,37	18,38	base	314
155	3,9	25,26	5,31	16,35	28,37	18,38	base	248
155	3,9	25,26	5,31	28,37	18,38	22,38	base	230
155	3,9	25,26	5,31	32,36	28,37	18,38	base	232
155	3,9	5,31	16,35	28,37	18,38	22,38	base	230
155	3,9	5,31	16,35	32,36	28,37	18,38	base	232
155	3,9	5,31	32,36	28,37	18,38	22,38	base	244
156	0,21	19,25	14,30	21,38	23,38	16,39	base	78
156	0,21	19,25	18,26	14,30	21,38	16,39	base	126
156	0,21	19,25	18,26	14,30	23,38	16,39	base	131
156	0,21	23,24	19,25	14,30	21,38	16,39	base	86
156	0,21	23,24	19,25	14,30	23,38	16,39	base	80
156	0,21	23,24	19,25	18,26	14,30	16,39	base	128
156	10,20	0,21	19,25	14,30	21,38	16,39	base	3
156	10,20	0,21	19,25	14,30	23,38	16,39	base	22
156	10,20	0,21	19,25	18,26	14,30	16,39	base	12
156	10,20	0,21	23,24	19,25	14,30	16,39	base	5
156	10,20	21,24	23,24	18,26	17,37	23,38	base	84
156	4,14	0,21	19,25	14,30	21,38	16,39	base	92
156	4,14	0,21	19,25	14,30	23,38	16,39	base	89
156	4,14	0,21	19,25	18,26	14,30	16,39	base	118
156	4,14	0,21	23,24	19,25	14,30	16,39	base	93
156	4,14	10,20	0,21	19,25	14,30	16,39	base	1
156	4,14	10,20	21,24	18,26	17,37	23,38	base	64
156	4,14	10,20	21,24	23,24	17,37	23,38	base	42
156	4,14	10,20	21,24	23,24	18,26	17,37	base	73
156	4,14	10,20	21,24	23,24	18,26	23,38	base	75
156	4,14	10,20	23,24	18,26	17,37	23,38	base	62
156	4,14	21,24	23,24	18,26	17,37	23,38	base	97
156	4,5	10,20	15,24	23,24	2,32	34,36	base	303
156	4,5	15,24	21,24	23,24	2,32	34,36	base	206
156	4,5	15,24	23,24	18,26	2,32	34,36	base	241
156	4,5	15,24	23,24	2,32	34,36	17,37	base	194
156	4,5	15,24	23,24	2,32	34,36	23,38	base	205
156	4,5	15,24	23,24	27,28	2,32	34,36	base	194
157	0,21	19,24	15,29	16,38	21,40	37,40	base	77
157	0,21	19,24	15,29	23,37	16,38	21,40	base	85
157	0,21	19,24	15,29	23,37	16,38	37,40	base	79
157	0,21	19,24	18,25	15,29	16,38	21,40	base	127
157	0,21	19,24	18,25	15,29	16,38	37,40	base	130
157	0,21	19,24	18,25	15,29	23,37	16,38	base	129
157	10,20	0,21	19,24	15,29	16,38	21,40	base	4
157	10,20	0,21	19,24	15,29	16,38	37,40	base	21
157	10,20	0,21	19,24	15,29	23,37	16,38	base	6
157	10,20	0,21	19,24	18,25	15,29	16,38	base	0
157	10,20	21,23	18,25	17,36	23,37	37,40	base	83
157	4,15	0,21	19,24	15,29	16,38	21,40	base	95
157	4,15	0,21	19,24	15,29	16,38	37,40	base	132
157	4,15	0,21	19,24	15,29	23,37	16,38	base	94
157	4,15	0,21	19,24	18,25	15,29	16,38	base	187
157	4,15	10,20	0,21	19,24	15,29	16,38	base	2
157	4,15	10,20	18,25	17,36	23,37	37,40	base	52
157	4,15	10,20	21,23	17,36	23,37	37,40	base	121
157	4,15	10,20	21,23	18,25	17,36	23,37	base	74
157	4,15	10,20	21,23	18,25	17,36	37,40	base	54
157	4,15	10,20	21,23	18,25	23,37	37,40	base	76
157	4,15	21,23	18,25	17,36	23,37	37,40	base	108
157	4,5	10,20	13,23	2,31	32,35	23,37	base	304
157	4,5	13,23	18,25	2,31	32,35	23,37	base	242
157	4,5	13,23	2,31	32,35	17,36	23,37	base	216
157	4,5	13,23	2,31	32,35	23,37	37,40	base	204
157	4,5	13,23	21,23	2,31	32,35	23,37	base	207
157	4,5	13,23	26,27	2,31	32,35	23,37	base	216
158	0,21	19,23	15,29	21,36	36,37	16,39	base	85
158	0,21	19,23	15,29	21,36	37,38	16,39	base	77
158	0,21	19,23	15,29	36,37	37,38	16,39	base	85
158	0,21	19,23	20,24	15,29	21,36	16,39	base	130
158	0,21	19,23	20,24	15,29	36,37	16,39	base	129
158	0,21	19,23	20,24	15,29	37,38	16,39	base	130
158	12,17	0,21	19,23	15,29	21,36	16,39	base	21
158	12,17	0,21	19,23	15,29	36,37	16,39	base	6
158	12,17	0,21	19,23	15,29	37,38	16,39	base	21
158	12,17	0,21	19,23	20,24	15,29	16,39	base	15
158	12,17	20,24	18,35	36,37	21,38	37,38	base	222
158	4,15	0,21	19,23	15,29	21,36	16,39	base	132
158	4,15	0,21	19,23	15,29	36,37	16,39	base	94
158	4,15	0,21	19,23	15,29	37,38	16,39	base	132
158	4,15	0,21	19,23	20,24	15,29	16,39	base	167
158	4,15	12,17	0,21	19,23	15,29	16,39	base	9
158	4,15	12,17	18,35	36,37	21,38	37,38	base	45
158	4,15	12,17	20,24	18,35	21,38	37,38	base	54
158	4,15	12,17	20,24	18,35	36,37	21,38	base	74
158	4,15	12,17	20,24	18,35	36,37	37,38	base	58
158	4,15	12,17	20,24	36,37	21,38	37,38	base	65
158	4,15	20,24	18,35	36,37	21,38	37,38	base	107
158	4,6	12,17	2,28	33,34	13,38	21,38	base	152
158	4,6	12,17	2,28	33,34	18,35	13,38	base	286
158	4,6	12,17	2,28	33,34	36,37	13,38	base	304
158	4,6	12,17	20,24	2,28	33,34	13,38	base	315
158	4,6	12,17	25,26	2,28	33,34	13,38	base	286
158	4,6	2,28	33,34	18,35	13,38	21,38	base	195
158	4,6	2,28	33,34	18,35	36,37	13,38	base	216
158	4,6	2,28	33,34	36,37	13,38	21,38	base	207
158	4,6	20,24	2,28	33,34	13,38	21,38	base	243
158	4,6	20,24	2,28	33,34	18,35	13,38	base	229
158	4,6	20,24	2,28	33,34	36,37	13,38	base	242
158	4,6	20,24	25,26	2,28	33,34	13,38	base	229
158	4,6	25,26	2,28	33,34	13,38	21,38	base	195
158	4,6	25,26	2,28	33,34	18,35	13,38	base	210
158	4,6	25,26	2,28	33,34	36,37	13,38	base	216
159	0,21	20,23	16,27	14,37	21,39	36,40	base	78
159	0,21	20,23	16,27	14,37	21,39	39,40	base	86
159	0,21	20,23	16,27	14,37	36,40	39,40	base	86
159	0,21	20,23	19,24	16,27	14,37	21,39	base	131
159	0,21	20,23	19,24	16,27	14,37	36,40	base	131
159	0,21	20,23	19,24	16,27	14,37	39,40	base	128
159	11,18	0,21	20,23	16,27	14,37	21,39	base	22
159	11,18	0,21	20,23	16,27	14,37	36,40	base	22
159	11,18	0,21	20,23	16,27	14,37	39,40	base	5
159	11,18	0,21	20,23	19,24	16,27	14,37	base	16
159	11,18	19,24	17,33	21,36	36,40	39,40	base	220
159	4,16	0,21	20,23	16,27	14,37	21,39	base	89
159	4,16	0,21	20,23	16,27	14,37	36,40	base	89
159	4,16	0,21	20,23	16,27	14,37	39,40	base	93
159	4,16	0,21	20,23	19,24	16,27	14,37	base	168
159	4,16	11,18	0,21	20,23	16,27	14,37	base	10
159	4,16	11,18	17,33	21,36	36,40	39,40	base	25
159	4,16	11,18	19,24	17,33	21,36	36,40	base	64
159	4,16	11,18	19,24	17,33	21,36	39,40	base	73
159	4,16	11,18	19,24	17,33	36,40	39,40	base	55
159	4,16	11,18	19,24	21,36	36,40	39,40	base	56
159	4,16	19,24	17,33	21,36	36,40	39,40	base	112
159	4,5	11,18	19,24	2,29	32,34	13,36	base	314
159	4,5	11,18	2,29	17,33	32,34	13,36	base	186
159	4,5	11,18	2,29	32,34	13,36	21,36	base	153
159	4,5	11,18	2,29	32,34	13,36	39,40	base	303
159	4,5	11,18	25,26	2,29	32,34	13,36	base	186
159	4,5	19,24	2,29	17,33	32,34	13,36	base	232
159	4,5	19,24	2,29	32,34	13,36	21,36	base	244
159	4,5	19,24	2,29	32,34	13,36	39,40	base	241
159	4,5	19,24	25,26	2,29	32,34	13,36	base	232
159	4,5	2,29	17,33	32,34	13,36	21,36	base	215
159	4,5	2,29	17,33	32,34	13,36	39,40	base	194
159	4,5	2,29	32,34	13,36	21,36	39,40	base	206
159	4,5	25,26	2,29	17,33	32,34	13,36	base	211
159	4,5	25,26	2,29	32,34	13,36	21,36	base	215
159	4,5	25,26	2,29	32,34	13,36	39,40	base	194
160	0,20	18,22	16,26	14,36	34,37	20,39	base	85
160	0,20	18,22	16,26	14,36	34,37	35,40	base	85
160	0,20	18,22	16,26	14,36	34,37	39,40	base	79
160	0,20	18,22	19,23	16,26	14,36	34,37	base	129
160	11,17	0,20	18,22	16,26	14,36	34,37	base	6
160	11,17	19,23	20,35	34,37	35,40	39,40	base	226
160	4,16	0,20	18,22	16,26	14,36	34,37	base	94
160	4,16	11,17	19,23	20,35	34,37	35,40	base	65
160	4,16	11,17	19,23	20,35	34,37	39,40	base	76
160	4,16	11,17	19,23	20,35	35,40	39,40	base	54
160	4,16	11,17	19,23	34,37	35,40	39,40	base	57
160	4,16	11,17	20,35	34,37	35,40	39,40	base	26
160	4,16	19,23	20,35	34,37	35,40	39,40	base	72
160	4,5	11,17	19,23	2,28	31,32	13,35	base	257
160	4,5	11,17	2,28	31,32	13,35	20,35	base	189
160	4,5	11,17	2,28	31,32	13,35	34,37	base	304
160	4,5	11,17	2,28	31,32	13,35	39,40	base	286
160	4,5	11,17	24,25	2,28	31,32	13,35	base	298
160	4,5	19,23	2,28	31,32	13,35	20,35	base	231
160	4,5	19,23	2,28	31,32	13,35	34,37	base	242
160	4,5	19,23	2,28	31,32	13,35	39,40	base	229
160	4,5	19,23	24,25	2,28	31,32	13,35	base	247
160	4,5	2,28	31,32	13,35	20,35	34,37	base	207
160	4,5	2,28	31,32	13,35	20,35	39,40	base	195
160	4,5	2,28	31,32	13,35	34,37	39,40	base	204
160	4,5	24,25	2,28	31,32	13,35	20,35	complement	23
160	4,5	24,25	2,28	31,32	13,35	25,37	base	209
160	4,5	24,25	2,28	31,32	13,35	34,37	base	216
160	4,5	24,25	2,28	31,32	13,35	39,40	base	210
160	4,5	24,25	2,28	31,32	24,34	13,35	base	198
161	0,20	17,22	15,28	16,37	35,38	20,40	base	78
161	0,20	17,22	15,28	16,37	35,38	36,40	base	86
161	0,20	17,22	15,28	23,36	16,37	35,38	base	80
161	0,20	17,22	18,24	15,28	16,37	35,38	base	131
161	11,19	0,20	17,22	15,28	16,37	35,38	base	22
161	11,19	20,23	18,24	23,36	35,38	36,40	base	81
161	4,15	0,20	17,22	15,28	16,37	35,38	base	89
161	4,15	11,19	18,24	23,36	35,38	36,40	base	53
161	4,15	11,19	20,23	18,24	23,36	35,38	base	75
161	4,15	11,19	20,23	18,24	23,36	36,40	base	73
161	4,15	11,19	20,23	18,24	35,38	36,40	base	56
161	4,15	11,19	20,23	23,36	35,38	36,40	base	217
161	4,15	20,23	18,24	23,36	35,38	36,40	base	109
161	4,5	11,19	14,23	2,29	32,34	23,36	base	186
161	4,5	14,23	18,24	2,29	32,34	23,36	base	232
161	4,5	14,23	2,29	32,34	23,36	35,38	base	205
161	4,5	14,23	2,29	32,34	23,36	36,40	base	194
161	4,5	14,23	20,23	2,29	32,34	23,36	base	215
161	4,5	14,23	25,26	2,29	32,34	23,36	base	211
162	0,20	17,22	15,27	20,35	16,38	34,39	base	86
162	0,20	17,22	15,27	35,36	16,38	34,39	base	80
162	0,20	17,22	15,27	36,37	16,38	34,39	base	86
162	0,20	17,22	18,23	15,27	16,38	34,39	base	128
162	11,19	0,20	17,22	15,27	16,38	34,39	base	5
162	11,19	18,23	35,36	20,37	36,37	34,39	base	122
162	4,15	0,20	17,22	15,27	16,38	34,39	base	93
162	4,15	11,19	18,23	20,37	36,37	34,39	base	56
162	4,15	11,19	18,23	35,36	20,37	34,39	base	75
162	4,15	11,19	18,23	35,36	20,37	36,37	base	64
162	4,15	11,19	18,23	35,36	36,37	34,39	base	59
162	4,15	11,19	35,36	20,37	36,37	34,39	base	48
162	4,15	18,23	35,36	20,37	36,37	34,39	base	69
162	4,5	11,19	18,23	2,28	31,33	14,37	base	258
162	4,5	11,19	2,28	31,33	14,37	20,37	base	287
162	4,5	11,19	2,28	31,33	14,37	34,39	base	303
162	4,5	11,19	2,28	31,33	35,36	14,37	base	186
162	4,5	11,19	24,25	2,28	31,33	14,37	base	297
162	4,5	18,23	2,28	31,33	14,37	20,37	base	230
162	4,5	18,23	2,28	31,33	14,37	34,39	base	241
162	4,5	18,23	2,28	31,33	35,36	14,37	base	232
162	4,5	18,23	24,25	2,28	31,33	14,37	base	248
162	4,5	2,28	31,33	14,37	20,37	34,39	base	206
162	4,5	2,28	31,33	35,36	14,37	20,37	base	215
162	4,5	2,28	31,33	35,36	14,37	34,39	base	205
162	4,5	24,25	2,28	31,33	14,37	20,37	base	214
162	4,5	24,25	2,28	31,33	14,37	25,39	base	208
162	4,5	24,25	2,28	31,33	14,37	34,39	base	194
162	4,5	24,25	2,28	31,33	24,34	14,37	base	199
162	4,5	24,25	2,28	31,33	35,36	14,37	base	211
163	0,20	17,23	15,29	20,37	16,38	36,39	base	77
163	0,20	17,23	15,29	22,37	16,38	36,39	base	85
163	0,20	17,23	18,25	15,29	16,38	36,39	base	130
163	0,20	17,23	22,24	15,29	16,38	36,39	base	79
163	11,19	0,20	17,23	15,29	16,38	36,39	base	21
163	11,19	20,24	22,24	18,25	22,37	36,39	base	82
163	4,15	0,20	17,23	15,29	16,38	36,39	base	132
163	4,15	11,19	20,24	18,25	22,37	36,39	base	65
163	4,15	11,19	20,24	22,24	18,25	22,37	base	74
163	4,15	11,19	20,24	22,24	18,25	36,39	base	76
163	4,15	11,19	20,24	22,24	22,37	36,39	base	43
163	4,15	11,19	22,24	18,25	22,37	36,39	base	63
163	4,15	20,24	22,24	18,25	22,37	36,39	base	67
163	4,5	11,19	14,24	22,24	2,30	33,35	base	286
163	4,5	14,24	20,24	22,24	2,30	33,35	base	195
163	4,5	14,24	22,24	18,25	2,30	33,35	base	229
163	4,5	14,24	22,24	2,30	33,35	22,37	base	216
163	4,5	14,24	22,24	2,30	33,35	36,39	base	204
163	4,5	14,24	22,24	26,27	2,30	33,35	base	210
164	11,19	18,22	34,36	35,36	33,38	35,40	base	124
164	17,21	15,26	0,34	34,36	16,37	33,38	base	85
164	4,15	11,19	18,22	34,36	33,38	35,40	base	57
164	4,15	11,19	18,22	34,36	35,36	33,38	base	63
164	4,15	11,19	18,22	34,36	35,36	35,40	base	52
164	4,15	11,19	18,22	35,36	33,38	35,40	base	76
164	4,15	11,19	34,36	35,36	33,38	35,40	base	30
164	4,15	18,22	34,36	35,36	33,38	35,40	base	70
164	4,5	11,19	2,27	30,32	14,36	35,36	base	189
164	4,5	18,22	2,27	30,32	14,36	35,36	base	231
164	4,5	2,27	30,32	14,36	34,36	35,36	base	216
164	4,5	2,27	30,32	14,36	35,36	33,38	base	207
164	4,5	2,27	30,32	14,36	35,36	35,40	base	195
164	4,5	23,24	2,27	30,32	14,36	35,36	complement	23
165	11,19	18,23	21,35	21,37	36,37	34,39	base	125
165	17,22	15,27	0,36	36,37	16,38	34,39	base	86
165	4,15	11,19	18,23	21,35	21,37	34,39	base	75
165	4,15	11,19	18,23	21,35	21,37	36,37	base	62
165	4,15	11,19	18,23	21,35	36,37	34,39	base	59
165	4,15	11,19	18,23	21,37	36,37	34,39	base	53
165	4,15	11,19	21,35	21,37	36,37	34,39	base	44
165	4,15	18,23	21,35	21,37	36,37	34,39	base	66
165	4,5	11,19	2,28	31,33	14,37	21,37	base	287
165	4,5	18,23	2,28	31,33	14,37	21,37	base	230
165	4,5	2,28	31,33	14,37	21,37	34,39	base	206
165	4,5	2,28	31,33	14,37	21,37	36,37	base	194
165	4,5	2,28	31,33	21,35	14,37	21,37	base	215
165	4,5	24,25	2,28	31,33	14,37	21,37	base	214
166	12,13	8,23	16,27	20,27	1,31	33,38	base	57
166	12,13	9,22	17,26	21,26	0,30	32,39	base	57
166	16,17	8,23	16,27	20,27	1,31	33,38	base	68
166	16,17	9,22	17,26	21,26	0,30	32,39	base	68
166	4,5	12,13	16,17	22,23	17,26	16,27	base	6
166	4,5	8,23	16,27	20,27	1,31	33,38	base	136
166	4,5	9,22	17,26	21,26	0,30	32,39	base	136
166	8,23	16,27	20,27	1,31	24,34	33,38	base	111
166	8,23	16,27	20,27	26,27	1,31	33,38	base	72
166	8,23	17,26	16,27	20,27	1,31	33,38	base	70
166	8,23	22,23	16,27	20,27	1,31	33,38	base	113
166	9,22	17,26	21,26	0,30	25,35	32,39	base	111
166	9,22	17,26	21,26	16,27	0,30	32,39	base	70
166	9,22	17,26	21,26	26,27	0,30	32,39	base	72
166	9,22	22,23	17,26	21,26	0,30	32,39	base	113
167	12,13	8,21	1,27	22,32	29,36	18,39	base	52
167	12,13	8,21	1,27	29,36	18,39	38,39	base	76
167	12,13	8,21	1,27	29,36	31,38	18,39	base	57
167	12,13	8,21	1,27	30,31	29,36	18,39	base	63
167	12,13	8,21	20,21	1,27	29,36	18,39	base	124
167	12,13	9,20	0,26	23,33	28,37	19,38	base	52
167	12,13	9,20	0,26	28,37	19,38	30,39	base	57
167	12,13	9,20	0,26	28,37	19,38	38,39	base	76
167	12,13	9,20	0,26	30,31	28,37	19,38	base	63
167	12,13	9,20	20,21	0,26	28,37	19,38	base	124
167	4,5	12,13	20,21	30,31	31,38	30,39	base	4
167	4,5	12,13	8,21	1,27	29,36	18,39	base	30
167	4,5	12,13	9,20	0,26	28,37	19,38	base	30
167	4,5	8,21	1,27	22,32	29,36	18,39	base	138
167	4,5	8,21	1,27	29,36	18,39	38,39	base	135
167	4,5	8,21	1,27	29,36	31,38	18,39	base	136
167	4,5	8,21	1,27	30,31	29,36	18,39	base	134
167	4,5	8,21	20,21	1,27	29,36	18,39	base	158
167	4,5	9,20	0,26	23,33	28,37	19,38	base	138
167	4,5	9,20	0,26	28,37	19,38	30,39	base	136
167	4,5	9,20	0,26	28,37	19,38	38,39	base	135
167	4,5	9,20	0,26	30,31	28,37	19,38	base	134
167	4,5	9,20	20,21	0,26	28,37	19,38	base	158
167	8,21	1,27	22,32	29,36	18,39	38,39	base	108
