parent	edge_1	edge_2	edge_3	edge_4	edge_5	edge_6	target_kind	target_index
76	0,2	5,6	20,33	24,34	22,36	34,41	base	164
76	0,2	5,6	20,33	24,34	22,36	37,41	base	160
76	0,2	5,6	20,33	24,34	34,41	37,41	base	142
76	0,2	5,6	24,34	22,36	34,41	37,41	base	157
76	14,22	4,28	26,29	20,33	22,36	17,41	base	284
76	14,22	4,28	26,29	22,36	17,41	37,41	base	315
76	14,22	4,28	26,29	23,31	22,36	17,41	base	284
76	14,22	4,28	26,29	24,34	22,36	17,41	base	316
76	18,19	22,36	30,36	1,37	16,38	37,41	base	15
76	18,19	24,34	30,36	1,37	16,38	37,41	base	20
76	18,19	30,36	1,37	16,38	34,41	37,41	base	24
76	18,19	30,36	1,37	24,37	16,38	37,41	base	24
76	5,6	14,22	4,28	26,29	22,36	17,41	base	152
76	5,6	18,19	30,36	1,37	16,38	37,41	base	9
76	5,6	20,33	24,34	22,36	34,41	37,41	base	35
77	2,3	16,17	20,22	21,23	22,23	24,25	base	20
77	2,3	2,9	19,20	20,22	1,29	36,39	base	136
77	2,3	3,8	18,21	21,23	0,28	37,38	base	136
77	2,9	16,17	19,20	20,22	1,29	36,39	base	51
77	2,9	19,20	20,21	20,22	1,29	36,39	base	104
77	2,9	19,20	20,22	1,29	26,32	36,39	base	163
77	2,9	19,20	20,22	21,23	1,29	36,39	base	158
77	2,9	19,20	20,22	22,23	1,29	36,39	base	157
77	2,9	19,20	20,22	24,25	1,29	36,39	base	113
77	3,8	16,17	18,21	21,23	0,28	37,38	base	51
77	3,8	18,21	20,21	21,23	0,28	37,38	base	104
77	3,8	18,21	20,22	21,23	0,28	37,38	base	158
77	3,8	18,21	21,23	0,28	27,33	37,38	base	163
77	3,8	18,21	21,23	22,23	0,28	37,38	base	157
77	3,8	18,21	21,23	24,25	0,28	37,38	base	113
78	2,3	16,17	22,23	20,34	21,35	34,35	base	19
78	2,3	2,9	19,20	1,27	20,34	36,39	base	141
78	2,3	3,8	18,21	0,26	21,35	37,38	base	141
78	2,9	16,17	19,20	1,27	20,34	36,39	base	49
78	2,9	19,20	1,27	20,34	21,35	36,39	base	159
78	2,9	19,20	1,27	20,34	34,35	36,39	base	156
78	2,9	19,20	1,27	24,30	20,34	36,39	base	161
78	2,9	19,20	20,21	1,27	20,34	36,39	base	102
78	2,9	19,20	22,23	1,27	20,34	36,39	base	154
78	3,8	16,17	18,21	0,26	21,35	37,38	base	49
78	3,8	18,21	0,26	20,34	21,35	37,38	base	159
78	3,8	18,21	0,26	21,35	34,35	37,38	base	156
78	3,8	18,21	0,26	25,31	21,35	37,38	base	161
78	3,8	18,21	20,21	0,26	21,35	37,38	base	102
78	3,8	18,21	22,23	0,26	21,35	37,38	base	154
79	2,3	16,17	20,21	32,34	33,35	34,35	base	18
79	2,3	2,9	1,25	19,32	32,33	36,39	base	135
79	2,3	2,9	1,25	19,32	33,35	36,39	base	136
79	2,3	2,9	1,25	19,32	34,35	36,39	base	134
79	2,3	2,9	1,25	22,28	19,32	36,39	base	138
79	2,3	2,9	16,17	1,25	19,32	36,39	base	30
79	2,3	2,9	20,21	1,25	19,32	36,39	base	70
79	2,3	3,8	0,24	18,33	32,33	37,38	base	135
79	2,3	3,8	0,24	18,33	32,34	37,38	base	136
79	2,3	3,8	0,24	18,33	34,35	37,38	base	134
79	2,3	3,8	0,24	23,29	18,33	37,38	base	138
79	2,3	3,8	16,17	0,24	18,33	37,38	base	30
79	2,3	3,8	20,21	0,24	18,33	37,38	base	70
79	2,9	1,25	19,32	32,33	33,35	36,39	base	104
79	2,9	1,25	19,32	32,33	34,35	36,39	base	105
79	2,9	1,25	19,32	33,35	34,35	36,39	base	157
79	2,9	1,25	22,28	19,32	32,33	36,39	base	103
79	2,9	1,25	22,28	19,32	33,35	36,39	base	163
79	2,9	1,25	22,28	19,32	34,35	36,39	base	160
79	2,9	16,17	1,25	19,32	32,33	36,39	base	219
79	2,9	16,17	1,25	19,32	33,35	36,39	base	51
79	2,9	16,17	1,25	19,32	34,35	36,39	base	61
79	2,9	16,17	1,25	22,28	19,32	36,39	base	50
79	2,9	16,17	20,21	1,25	19,32	36,39	base	124
79	2,9	20,21	1,25	19,32	32,33	36,39	base	99
79	2,9	20,21	1,25	19,32	33,35	36,39	base	113
79	2,9	20,21	1,25	19,32	34,35	36,39	base	184
79	2,9	20,21	1,25	22,28	19,32	36,39	base	181
79	3,8	0,24	18,33	32,33	32,34	37,38	base	104
79	3,8	0,24	18,33	32,33	34,35	37,38	base	105
79	3,8	0,24	18,33	32,34	34,35	37,38	base	157
79	3,8	0,24	23,29	18,33	32,33	37,38	base	103
79	3,8	0,24	23,29	18,33	32,34	37,38	base	163
79	3,8	0,24	23,29	18,33	34,35	37,38	base	160
79	3,8	16,17	0,24	18,33	32,33	37,38	base	219
79	3,8	16,17	0,24	18,33	32,34	37,38	base	51
79	3,8	16,17	0,24	18,33	34,35	37,38	base	61
79	3,8	16,17	0,24	23,29	18,33	37,38	base	50
79	3,8	16,17	20,21	0,24	18,33	37,38	base	124
79	3,8	20,21	0,24	18,33	32,33	37,38	base	99
79	3,8	20,21	0,24	18,33	32,34	37,38	base	113
79	3,8	20,21	0,24	18,33	34,35	37,38	base	184
79	3,8	20,21	0,24	23,29	18,33	37,38	base	181
80	2,3	16,17	20,21	32,38	33,39	38,39	base	17
80	2,3	2,9	1,25	19,32	32,33	34,37	base	90
80	2,3	2,9	1,25	19,32	34,37	33,39	base	141
80	2,3	2,9	1,25	19,32	34,37	38,39	base	87
80	2,3	2,9	1,25	22,28	19,32	34,37	base	133
80	2,3	2,9	16,17	1,25	19,32	34,37	base	44
80	2,3	2,9	20,21	1,25	19,32	34,37	base	66
80	2,3	3,8	0,24	18,33	32,33	35,36	base	90
80	2,3	3,8	0,24	18,33	35,36	32,38	base	141
80	2,3	3,8	0,24	18,33	35,36	38,39	base	87
80	2,3	3,8	0,24	23,29	18,33	35,36	base	133
80	2,3	3,8	16,17	0,24	18,33	35,36	base	44
80	2,3	3,8	20,21	0,24	18,33	35,36	base	66
80	2,9	1,25	19,32	32,33	34,37	33,39	base	102
80	2,9	1,25	19,32	32,33	34,37	38,39	base	101
80	2,9	1,25	19,32	34,37	33,39	38,39	base	156
80	2,9	1,25	22,28	19,32	32,33	34,37	base	100
80	2,9	1,25	22,28	19,32	34,37	33,39	base	161
80	2,9	1,25	22,28	19,32	34,37	38,39	base	162
80	2,9	16,17	1,25	19,32	32,33	34,37	base	120
80	2,9	16,17	1,25	19,32	34,37	33,39	base	49
80	2,9	16,17	1,25	19,32	34,37	38,39	base	33
80	2,9	16,17	1,25	22,28	19,32	34,37	base	31
80	2,9	16,17	20,21	1,25	19,32	34,37	base	125
80	2,9	20,21	1,25	19,32	32,33	34,37	base	180
80	2,9	20,21	1,25	19,32	34,37	33,39	base	154
80	2,9	20,21	1,25	19,32	34,37	38,39	base	155
80	2,9	20,21	1,25	22,28	19,32	34,37	base	116
80	3,8	0,24	18,33	32,33	35,36	32,38	base	102
80	3,8	0,24	18,33	32,33	35,36	38,39	base	101
80	3,8	0,24	18,33	35,36	32,38	38,39	base	156
80	3,8	0,24	23,29	18,33	32,33	35,36	base	100
80	3,8	0,24	23,29	18,33	35,36	32,38	base	161
80	3,8	0,24	23,29	18,33	35,36	38,39	base	162
80	3,8	16,17	0,24	18,33	32,33	35,36	base	120
80	3,8	16,17	0,24	18,33	35,36	32,38	base	49
80	3,8	16,17	0,24	18,33	35,36	38,39	base	33
80	3,8	16,17	0,24	23,29	18,33	35,36	base	31
80	3,8	16,17	20,21	0,24	18,33	35,36	base	125
80	3,8	20,21	0,24	18,33	32,33	35,36	base	180
80	3,8	20,21	0,24	18,33	35,36	32,38	base	154
80	3,8	20,21	0,24	18,33	35,36	38,39	base	155
80	3,8	20,21	0,24	23,29	18,33	35,36	base	116
81	0,2	20,23	19,36	1,37	17,38	37,41	base	128
81	0,2	3,6	27,31	22,33	31,41	37,41	base	161
81	0,2	3,6	7,14	5,26	29,34	18,41	base	206
81	0,2	3,6	7,19	22,33	31,41	37,41	base	139
81	0,2	3,6	7,19	27,31	22,33	31,41	base	143
81	0,2	3,6	7,19	27,31	22,33	37,41	base	133
81	0,2	3,6	7,19	27,31	31,41	37,41	base	141
81	0,2	7,14	5,26	22,33	29,34	18,41	base	230
81	0,2	7,14	5,26	24,28	29,34	18,41	base	230
81	0,2	7,14	5,26	27,31	29,34	18,41	base	244
81	0,2	7,14	5,26	29,34	18,41	37,41	base	241
81	0,2	7,19	27,31	22,33	31,41	37,41	base	106
81	20,23	19,36	1,37	17,38	31,41	37,41	base	12
81	20,23	19,36	1,37	27,37	17,38	37,41	base	12
81	20,23	27,31	19,36	1,37	17,38	37,41	base	16
81	3,6	20,23	19,36	1,37	17,38	37,41	base	5
81	3,6	7,14	5,26	22,33	29,34	18,41	base	287
81	3,6	7,14	5,26	24,28	29,34	18,41	base	287
81	3,6	7,14	5,26	27,31	29,34	18,41	base	153
81	3,6	7,14	5,26	29,34	18,41	37,41	base	303
81	3,6	7,19	27,31	22,33	31,41	37,41	base	46
81	7,14	5,26	22,33	29,34	18,41	37,41	base	258
81	7,14	5,26	24,28	22,33	29,34	18,41	base	324
81	7,14	5,26	24,28	27,31	29,34	18,41	base	283
81	7,14	5,26	24,28	29,34	18,41	37,41	base	258
81	7,14	5,26	27,31	22,33	29,34	18,41	base	283
81	7,14	5,26	27,31	29,34	18,41	37,41	base	314
81	7,19	20,23	19,36	1,37	17,38	37,41	base	19
82	0,2	20,23	19,34	1,35	17,38	35,41	base	129
82	0,2	3,6	22,31	36,37	35,41	37,41	base	163
82	0,2	3,6	7,14	5,26	28,32	18,41	base	207
82	0,2	3,6	7,19	22,31	35,41	37,41	base	142
82	0,2	3,6	7,19	22,31	36,37	35,41	base	138
82	0,2	3,6	7,19	22,31	36,37	37,41	base	140
82	0,2	3,6	7,19	36,37	35,41	37,41	base	136
82	0,2	7,14	5,26	22,31	28,32	18,41	base	231
82	0,2	7,14	5,26	24,27	28,32	18,41	base	231
82	0,2	7,14	5,26	28,32	18,41	35,41	base	242
82	0,2	7,14	5,26	28,32	36,37	18,41	base	243
82	0,2	7,19	22,31	36,37	35,41	37,41	base	111
82	20,23	19,34	1,35	17,38	35,41	37,41	base	0
82	20,23	19,34	1,35	35,36	17,38	35,41	base	0
82	20,23	19,34	1,35	36,37	17,38	35,41	base	15
82	3,6	20,23	19,34	1,35	17,38	35,41	base	6
82	3,6	7,14	5,26	22,31	28,32	18,41	base	189
82	3,6	7,14	5,26	24,27	28,32	18,41	base	189
82	3,6	7,14	5,26	28,32	18,41	35,41	base	304
82	3,6	7,14	5,26	28,32	36,37	18,41	base	152
82	3,6	7,19	22,31	36,37	35,41	37,41	base	27
82	7,14	5,26	22,31	28,32	18,41	35,41	base	257
82	7,14	5,26	22,31	28,32	36,37	18,41	base	284
82	7,14	5,26	24,27	22,31	28,32	18,41	base	325
82	7,14	5,26	24,27	28,32	18,41	35,41	base	257
82	7,14	5,26	24,27	28,32	36,37	18,41	base	284
82	7,14	5,26	28,32	36,37	18,41	35,41	base	315
82	7,19	20,23	19,34	1,35	17,38	35,41	base	20
83	0,2	3,6	26,31	36,37	31,41	35,41	base	157
83	0,2	3,6	7,15	5,25	28,32	18,41	base	195
83	0,2	3,6	7,19	26,31	31,41	35,41	base	142
83	0,2	3,6	7,19	26,31	36,37	31,41	base	88
83	0,2	3,6	7,19	26,31	36,37	35,41	base	134
83	0,2	3,6	7,19	36,37	31,41	35,41	base	136
83	0,2	7,15	5,25	23,27	28,32	18,41	base	251
83	0,2	7,15	5,25	26,31	28,32	18,41	base	231
83	0,2	7,15	5,25	28,32	18,41	35,41	base	229
83	0,2	7,15	5,25	28,32	36,37	18,41	base	243
83	0,2	7,19	26,31	36,37	31,41	35,41	base	68
83	20,22	19,34	1,35	36,37	17,38	35,41	base	15
83	3,6	7,15	5,25	23,27	28,32	18,41	base	144
83	3,6	7,15	5,25	26,31	28,32	18,41	base	189
83	3,6	7,15	5,25	28,32	18,41	35,41	base	286
83	3,6	7,15	5,25	28,32	36,37	18,41	base	152
83	3,6	7,19	26,31	36,37	31,41	35,41	base	47
83	7,15	5,25	23,27	26,31	28,32	18,41	base	325
83	7,15	5,25	23,27	28,32	18,41	35,41	base	320
83	7,15	5,25	23,27	28,32	23,36	18,41	base	312
83	7,15	5,25	23,27	28,32	27,37	18,41	base	323
83	7,15	5,25	23,27	28,32	36,37	18,41	base	284
83	7,15	5,25	26,31	28,32	18,41	35,41	base	257
83	7,15	5,25	26,31	28,32	36,37	18,41	base	316
83	7,15	5,25	28,32	36,37	18,41	35,41	base	315
84	0,2	3,6	34,36	35,37	33,41	37,41	base	156
84	0,2	3,6	7,15	5,25	27,30	18,41	base	215
84	0,2	3,6	7,19	34,36	33,41	37,41	base	141
84	0,2	3,6	7,19	34,36	35,37	33,41	base	87
84	0,2	3,6	7,19	34,36	35,37	37,41	base	137
84	0,2	3,6	7,19	35,37	33,41	37,41	base	139
84	0,2	7,15	5,25	23,26	27,30	18,41	base	252
84	0,2	7,15	5,25	27,30	18,41	33,41	base	232
84	0,2	7,15	5,25	27,30	34,36	18,41	base	244
84	0,2	7,15	5,25	27,30	35,37	18,41	base	230
84	0,2	7,19	34,36	35,37	33,41	37,41	base	71
84	20,22	19,32	1,33	34,36	17,38	33,41	base	16
84	3,6	7,15	5,25	23,26	27,30	18,41	base	147
84	3,6	7,15	5,25	27,30	18,41	33,41	base	186
84	3,6	7,15	5,25	27,30	34,36	18,41	base	153
84	3,6	7,15	5,25	27,30	35,37	18,41	base	287
84	3,6	7,19	34,36	35,37	33,41	37,41	base	28
84	7,15	5,25	23,26	27,30	18,41	33,41	base	321
84	7,15	5,25	23,26	27,30	23,34	18,41	base	313
84	7,15	5,25	23,26	27,30	26,36	18,41	base	322
84	7,15	5,25	23,26	27,30	34,36	18,41	base	283
84	7,15	5,25	23,26	27,30	35,37	18,41	base	324
84	7,15	5,25	27,30	34,36	18,41	33,41	base	314
84	7,15	5,25	27,30	34,36	35,37	18,41	base	317
84	7,15	5,25	27,30	35,37	18,41	33,41	base	258
85	2,11	13,14	18,20	1,26	20,34	33,37	base	61
85	2,11	18,20	1,26	20,34	20,36	33,37	base	105
85	2,11	18,20	1,26	20,34	33,37	34,41	base	158
85	2,11	18,20	1,26	20,34	33,37	36,41	base	157
85	2,11	18,20	1,26	23,30	20,34	33,37	base	160
85	2,11	18,20	21,24	1,26	20,34	33,37	base	184
85	2,3	13,14	21,24	20,34	34,41	36,41	base	24
85	2,3	2,11	18,20	1,26	20,34	33,37	base	134
85	2,3	3,8	0,27	19,36	20,36	35,38	base	88
85	2,3	3,8	0,27	19,36	35,38	34,41	base	136
85	2,3	3,8	0,27	20,34	19,36	35,38	base	134
85	2,3	3,8	0,27	22,29	19,36	35,38	base	142
85	2,3	3,8	13,14	0,27	19,36	35,38	base	47
85	2,3	3,8	21,24	0,27	19,36	35,38	base	68
85	3,8	0,27	19,36	20,36	35,38	34,41	base	104
85	3,8	0,27	20,34	19,36	20,36	35,38	base	105
85	3,8	0,27	20,34	19,36	35,38	34,41	base	158
85	3,8	0,27	22,29	19,36	20,36	35,38	base	164
85	3,8	0,27	22,29	19,36	35,38	34,41	base	163
85	3,8	0,27	22,29	20,34	19,36	35,38	base	160
85	3,8	13,14	0,27	19,36	20,36	35,38	base	36
85	3,8	13,14	0,27	19,36	35,38	34,41	base	51
85	3,8	13,14	0,27	20,34	19,36	35,38	base	61
85	3,8	13,14	0,27	22,29	19,36	35,38	base	35
85	3,8	13,14	21,24	0,27	19,36	35,38	base	123
85	3,8	21,24	0,27	19,36	20,36	35,38	base	185
85	3,8	21,24	0,27	19,36	35,38	34,41	base	113
85	3,8	21,24	0,27	20,34	19,36	35,38	base	184
85	3,8	21,24	0,27	22,29	19,36	35,38	base	115
86	2,11	16,17	18,20	20,21	1,26	37,38	base	33
86	2,11	18,20	20,21	1,26	20,34	37,38	base	101
86	2,11	18,20	20,21	1,26	21,35	37,38	base	159
86	2,11	18,20	20,21	1,26	23,30	37,38	base	162
86	2,11	18,20	20,21	1,26	34,35	37,38	base	156
86	2,11	18,20	20,21	24,25	1,26	37,38	base	155
86	2,3	16,17	20,21	24,25	21,35	34,35	base	11
86	2,3	2,11	18,20	20,21	1,26	37,38	base	87
86	2,3	3,8	0,27	19,34	20,34	36,39	base	137
86	2,3	3,8	0,27	19,34	21,35	36,39	base	141
86	2,3	3,8	0,27	22,31	19,34	36,39	base	139
86	2,3	3,8	16,17	0,27	19,34	36,39	base	28
86	2,3	3,8	20,21	0,27	19,34	36,39	base	87
86	2,3	3,8	24,25	0,27	19,34	36,39	base	71
86	3,8	0,27	19,34	20,34	21,35	36,39	base	102
86	3,8	0,27	22,31	19,34	20,34	36,39	base	165
86	3,8	0,27	22,31	19,34	21,35	36,39	base	161
86	3,8	16,17	0,27	19,34	20,34	36,39	base	32
86	3,8	16,17	0,27	19,34	21,35	36,39	base	49
86	3,8	16,17	0,27	22,31	19,34	36,39	base	38
86	3,8	16,17	20,21	0,27	19,34	36,39	base	33
86	3,8	16,17	24,25	0,27	19,34	36,39	base	227
86	3,8	20,21	0,27	19,34	20,34	36,39	base	101
86	3,8	20,21	0,27	19,34	21,35	36,39	base	159
86	3,8	20,21	0,27	22,31	19,34	36,39	base	162
86	3,8	20,21	24,25	0,27	19,34	36,39	base	155
86	3,8	24,25	0,27	19,34	20,34	36,39	base	182
86	3,8	24,25	0,27	19,34	21,35	36,39	base	154
86	3,8	24,25	0,27	22,31	19,34	36,39	base	114
87	12,14	15,19	0,21	18,23	26,34	16,39	base	19
87	12,14	15,19	0,21	22,34	26,34	16,39	base	5
87	12,14	15,19	0,21	26,34	21,35	16,39	base	1
87	12,14	15,19	0,21	26,34	35,37	16,39	base	10
87	12,14	15,19	0,21	26,34	37,38	16,39	base	1
87	12,14	18,23	17,36	35,37	21,38	37,38	base	64
87	12,14	18,23	22,34	17,36	21,38	37,38	base	220
87	12,14	18,23	22,34	17,36	35,37	21,38	base	84
87	12,14	18,23	22,34	17,36	35,37	37,38	base	223
87	12,14	18,23	22,34	35,37	21,38	37,38	base	122
87	12,14	22,34	17,36	35,37	21,38	37,38	base	34
87	12,14	6,22	29,30	3,31	22,34	13,38	base	303
87	15,19	0,21	18,23	22,34	26,34	16,39	base	128
87	15,19	0,21	18,23	26,34	21,35	16,39	base	118
87	15,19	0,21	18,23	26,34	35,37	16,39	base	168
87	15,19	0,21	18,23	26,34	37,38	16,39	base	118
87	15,19	0,21	22,34	26,34	21,35	16,39	base	86
87	15,19	0,21	22,34	26,34	35,37	16,39	base	80
87	15,19	0,21	22,34	26,34	37,38	16,39	base	86
87	15,19	0,21	26,34	21,35	35,37	16,39	base	89
87	15,19	0,21	26,34	21,35	37,38	16,39	base	92
87	15,19	0,21	26,34	35,37	37,38	16,39	base	89
87	18,23	22,34	17,36	35,37	21,38	37,38	base	117
87	6,22	18,23	29,30	3,31	22,34	13,38	base	241
87	6,22	24,27	29,30	3,31	22,34	13,38	base	194
87	6,22	29,30	3,31	22,34	13,38	21,38	base	206
87	6,22	29,30	3,31	22,34	17,36	13,38	base	194
87	6,22	29,30	3,31	22,34	35,37	13,38	base	205
88	11,14	15,19	25,33	0,35	35,37	16,38	base	2
88	11,14	18,22	17,34	35,37	36,37	36,40	base	52
88	11,14	18,22	21,33	17,34	35,37	36,37	base	228
88	11,14	18,22	21,33	17,34	35,37	36,40	base	221
88	11,14	18,22	21,33	17,34	36,37	36,40	base	83
88	11,14	18,22	21,33	35,37	36,37	36,40	base	124
88	11,14	21,33	17,34	35,37	36,37	36,40	base	50
88	15,19	18,22	25,33	0,35	35,37	16,38	base	187
88	15,19	21,33	25,33	0,35	35,37	16,38	base	85
88	15,19	25,33	0,35	35,37	16,38	35,40	base	95
88	15,19	25,33	0,35	35,37	16,38	36,40	base	132
88	15,19	25,33	0,35	35,37	36,37	16,38	base	94
88	18,22	21,33	17,34	35,37	36,37	36,40	base	181
88	6,21	27,30	3,31	21,33	13,37	36,37	base	207
89	12,13	18,19	22,24	23,37	37,41	38,41	base	12
89	12,13	4,19	0,28	20,33	30,36	17,38	base	46
89	12,13	4,19	0,28	30,36	17,38	23,38	base	48
89	12,13	4,19	0,28	30,36	17,38	37,41	base	28
89	12,13	4,19	0,28	30,36	23,37	17,38	base	44
89	12,13	4,19	18,19	0,28	30,36	17,38	base	49
89	12,13	4,19	22,24	0,28	30,36	17,38	base	59
89	12,13	7,18	16,23	1,27	29,35	23,37	base	44
89	4,19	0,28	20,33	30,36	17,38	23,38	base	143
89	4,19	0,28	20,33	30,36	17,38	37,41	base	139
89	4,19	0,28	20,33	30,36	23,37	17,38	base	133
89	4,19	0,28	30,36	17,38	23,38	37,41	base	137
89	4,19	0,28	30,36	23,37	17,38	23,38	base	90
89	4,19	0,28	30,36	23,37	17,38	37,41	base	87
89	4,19	18,19	0,28	20,33	30,36	17,38	base	161
89	4,19	18,19	0,28	30,36	17,38	23,38	base	102
89	4,19	18,19	0,28	30,36	17,38	37,41	base	156
89	4,19	18,19	0,28	30,36	23,37	17,38	base	159
89	4,19	18,19	22,24	0,28	30,36	17,38	base	154
89	4,19	22,24	0,28	20,33	30,36	17,38	base	106
89	4,19	22,24	0,28	30,36	17,38	23,38	base	69
89	4,19	22,24	0,28	30,36	17,38	37,41	base	71
89	4,19	22,24	0,28	30,36	23,37	17,38	base	66
89	7,18	16,23	1,27	21,32	29,35	23,37	base	133
89	7,18	16,23	1,27	29,35	23,37	23,38	base	90
89	7,18	16,23	1,27	29,35	23,37	37,41	base	87
89	7,18	16,23	1,27	29,35	23,37	38,41	base	141
89	7,18	16,23	22,24	1,27	29,35	23,37	base	66
89	7,18	18,19	16,23	1,27	29,35	23,37	base	159
90	12,14	15,19	25,33	0,35	16,36	35,41	base	10
90	12,14	18,22	17,34	38,40	35,41	40,41	base	55
90	12,14	18,22	21,33	17,34	35,41	40,41	base	223
90	12,14	18,22	21,33	17,34	38,40	35,41	base	224
90	12,14	18,22	21,33	17,34	38,40	40,41	base	220
90	12,14	18,22	21,33	38,40	35,41	40,41	base	227
90	12,14	21,33	17,34	38,40	35,41	40,41	base	38
90	12,14	5,21	27,30	3,31	21,33	13,41	base	153
90	15,19	18,22	25,33	0,35	16,36	35,41	base	168
90	15,19	21,33	25,33	0,35	16,36	35,41	base	80
90	15,19	25,33	0,35	16,36	35,38	35,41	base	89
90	15,19	25,33	0,35	16,36	35,41	40,41	base	89
90	15,19	25,33	0,35	16,36	38,40	35,41	base	93
90	18,22	21,33	17,34	38,40	35,41	40,41	base	114
90	5,21	18,22	27,30	3,31	21,33	13,41	base	244
90	5,21	23,26	27,30	3,31	21,33	13,41	base	215
90	5,21	27,30	3,31	21,33	13,41	35,41	base	205
90	5,21	27,30	3,31	21,33	17,34	13,41	base	215
90	5,21	27,30	3,31	21,33	38,40	13,41	base	206
91	10,15	19,20	22,32	33,36	34,41	36,41	base	223
91	10,15	19,20	22,32	33,36	35,37	34,41	base	125
91	10,15	19,20	22,32	33,36	35,37	36,41	base	122
91	10,15	19,20	22,32	35,37	34,41	36,41	base	227
91	10,15	19,20	33,36	35,37	34,41	36,41	base	59
91	10,15	22,32	33,36	35,37	34,41	36,41	base	49
91	10,15	5,22	3,25	26,30	22,32	14,41	base	287
91	16,18	23,32	0,34	35,37	13,38	34,41	base	93
91	19,20	22,32	33,36	35,37	34,41	36,41	base	154
91	19,20	5,22	3,25	26,30	22,32	14,41	base	230
91	5,22	3,25	21,28	26,30	22,32	14,41	base	214
91	5,22	3,25	26,30	22,32	14,41	34,41	base	194
91	5,22	3,25	26,30	22,32	33,36	14,41	base	215
91	5,22	3,25	26,30	22,32	35,37	14,41	base	206
92	12,13	18,19	20,21	18,22	19,23	26,27	base	16
92	12,13	4,21	14,23	19,23	0,30	37,38	base	28
92	12,13	5,20	15,22	18,22	1,31	36,39	base	28
92	18,19	4,21	14,23	19,23	0,30	37,38	base	141
92	18,19	5,20	15,22	18,22	1,31	36,39	base	141
92	4,21	14,23	19,23	0,30	25,35	37,38	base	139
92	4,21	14,23	19,23	22,23	0,30	37,38	base	137
92	4,21	14,23	19,23	26,27	0,30	37,38	base	71
92	4,21	18,22	14,23	19,23	0,30	37,38	base	87
92	4,21	20,21	14,23	19,23	0,30	37,38	base	156
92	5,20	15,22	18,22	1,31	24,34	36,39	base	139
92	5,20	15,22	18,22	19,23	1,31	36,39	base	87
92	5,20	15,22	18,22	22,23	1,31	36,39	base	137
92	5,20	15,22	18,22	26,27	1,31	36,39	base	71
92	5,20	20,21	15,22	18,22	1,31	36,39	base	156
93	12,13	18,19	22,23	36,37	36,38	37,39	base	14
93	12,13	4,19	0,26	21,31	33,34	14,39	base	29
93	12,13	4,19	0,26	33,34	14,39	38,39	base	217
93	12,13	4,19	0,26	33,34	36,37	14,39	base	44
93	12,13	4,19	0,26	33,34	36,38	14,39	base	28
93	12,13	4,19	18,19	0,26	33,34	14,39	base	33
93	12,13	4,19	22,23	0,26	33,34	14,39	base	53
93	12,13	5,18	1,27	20,30	32,35	15,38	base	29
93	12,13	5,18	1,27	32,35	15,38	37,39	base	28
93	12,13	5,18	1,27	32,35	15,38	38,39	base	217
93	12,13	5,18	1,27	32,35	36,37	15,38	base	44
93	12,13	5,18	18,19	1,27	32,35	15,38	base	33
93	12,13	5,18	22,23	1,27	32,35	15,38	base	53
93	4,19	0,26	21,31	33,34	14,39	38,39	base	91
93	4,19	0,26	21,31	33,34	36,37	14,39	base	133
93	4,19	0,26	21,31	33,34	36,38	14,39	base	139
93	4,19	0,26	33,34	36,37	14,39	38,39	base	90
93	4,19	0,26	33,34	36,37	36,38	14,39	base	141
93	4,19	0,26	33,34	36,38	14,39	38,39	base	137
93	4,19	18,19	0,26	21,31	33,34	14,39	base	162
93	4,19	18,19	0,26	33,34	14,39	38,39	base	101
93	4,19	18,19	0,26	33,34	36,37	14,39	base	159
93	4,19	18,19	0,26	33,34	36,38	14,39	base	156
93	4,19	18,19	22,23	0,26	33,34	14,39	base	155
93	4,19	22,23	0,26	21,31	33,34	14,39	base	110
93	4,19	22,23	0,26	33,34	14,39	38,39	base	109
93	4,19	22,23	0,26	33,34	36,37	14,39	base	66
93	4,19	22,23	0,26	33,34	36,38	14,39	base	71
93	5,18	1,27	20,30	32,35	15,38	37,39	base	139
93	5,18	1,27	20,30	32,35	15,38	38,39	base	91
93	5,18	1,27	20,30	32,35	36,37	15,38	base	133
93	5,18	1,27	32,35	15,38	37,39	38,39	base	137
93	5,18	1,27	32,35	36,37	15,38	37,39	base	141
93	5,18	1,27	32,35	36,37	15,38	38,39	base	90
93	5,18	18,19	1,27	20,30	32,35	15,38	base	162
93	5,18	18,19	1,27	32,35	15,38	37,39	base	156
93	5,18	18,19	1,27	32,35	15,38	38,39	base	101
93	5,18	18,19	1,27	32,35	36,37	15,38	base	159
93	5,18	18,19	22,23	1,27	32,35	15,38	base	155
93	5,18	22,23	1,27	20,30	32,35	15,38	base	110
93	5,18	22,23	1,27	32,35	15,38	37,39	base	71
93	5,18	22,23	1,27	32,35	15,38	38,39	base	109
93	5,18	22,23	1,27	32,35	36,37	15,38	base	66
94	12,13	18,19	22,23	36,40	37,41	40,41	base	13
94	12,13	4,19	0,26	21,31	33,34	14,37	base	60
94	12,13	4,19	0,26	33,34	14,37	36,37	base	43
94	12,13	4,19	0,26	33,34	14,37	36,40	base	47
94	12,13	4,19	0,26	33,34	14,37	40,41	base	30
94	12,13	4,19	18,19	0,26	33,34	14,37	base	61
94	12,13	4,19	22,23	0,26	33,34	14,37	base	63
94	12,13	5,18	1,27	20,30	32,35	15,36	base	60
