# d a b c e multiplicity; squared distance = (a+b*z+c*r+e*z*r)/d
1 3 0 0 0 6
1 4 0 0 0 76
3 6 -1 0 0 6
3 6 1 0 0 2
6 7 -1 0 0 37
6 9 -1 0 0 5
6 9 1 0 0 90
6 15 -1 0 0 108
6 15 1 0 0 3
6 17 1 0 0 69
9 6 -1 0 0 2
9 6 1 0 0 1
9 11 0 0 0 2
9 18 -2 0 0 52
9 18 2 0 0 82
9 24 -4 0 0 1
9 30 -1 0 0 2
9 30 1 0 0 1
12 18 -2 -1 0 1
12 30 2 -1 0 1
18 29 5 0 0 17
18 43 -5 0 0 33
24 12 4 -7 -1 1
27 21 1 5 1 1
27 87 -9 9 1 1
54 15 -1 0 0 2
72 84 12 -27 -5 1
72 96 8 31 5 2
72 216 -16 -17 -3 1
72 216 -16 17 3 1
