parent	edge_1	edge_2	edge_3	edge_4	edge_5	target_kind	target_index
69	13,16	23,32	35,37	36,37	35,38	base	124
69	18,19	26,32	0,36	36,37	20,39	base	187
69	23,32	17,33	35,37	36,37	35,38	base	181
70	1,5	13,15	16,35	23,38	37,38	base	25
70	1,5	13,15	16,35	28,37	23,38	base	42
70	1,5	13,15	16,35	28,37	37,38	base	46
70	1,5	13,15	24,33	16,35	23,38	base	218
70	1,5	13,15	24,33	16,35	28,37	base	31
70	1,5	13,15	24,33	16,35	37,38	base	38
70	1,5	13,15	24,33	23,38	37,38	base	32
70	1,5	13,15	24,33	28,37	23,38	base	120
70	1,5	13,15	24,33	28,37	37,38	base	49
70	1,5	13,15	28,37	23,38	37,38	base	48
70	1,5	16,35	28,37	23,38	37,38	base	143
70	1,5	18,19	0,23	27,33	21,39	base	93
70	1,5	24,33	16,35	23,38	37,38	base	165
70	1,5	24,33	16,35	28,37	23,38	base	100
70	1,5	24,33	16,35	28,37	37,38	base	161
70	1,5	24,33	28,37	23,38	37,38	base	102
70	13,15	16,35	28,37	23,38	37,38	base	64
70	13,15	18,19	0,23	27,33	21,39	base	19
70	13,15	24,33	16,35	23,38	37,38	base	220
70	13,15	24,33	16,35	28,37	23,38	base	84
70	13,15	24,33	16,35	28,37	37,38	base	223
70	13,15	24,33	28,37	23,38	37,38	base	122
70	18,19	0,23	23,28	27,33	21,39	base	118
70	18,19	0,23	24,33	27,33	21,39	base	128
70	18,19	0,23	27,33	28,37	21,39	base	168
70	18,19	0,23	27,33	37,38	21,39	base	118
70	24,33	16,35	28,37	23,38	37,38	base	117
70	8,24	4,31	24,33	26,36	17,38	base	241
71	1,5	13,15	20,26	20,30	16,37	base	60
71	1,5	13,15	20,26	20,30	25,35	base	61
71	1,5	13,15	20,26	24,26	16,37	base	121
71	1,5	13,15	20,26	24,26	20,30	base	43
71	1,5	13,15	20,26	24,26	25,35	base	219
71	1,5	13,15	20,26	25,35	16,37	base	50
71	1,5	13,15	20,30	25,35	16,37	base	35
71	1,5	13,15	24,26	20,30	16,37	base	45
71	1,5	13,15	24,26	20,30	25,35	base	36
71	1,5	13,15	24,26	25,35	16,37	base	37
71	1,5	18,19	0,24	29,35	22,39	base	132
71	1,5	20,26	20,30	25,35	16,37	base	160
71	1,5	20,26	24,26	20,30	16,37	complement	40
71	1,5	20,26	24,26	20,30	25,35	base	105
71	1,5	20,26	24,26	25,35	16,37	base	103
71	1,5	24,26	20,30	25,35	16,37	base	164
71	13,15	18,19	0,24	29,35	22,39	base	24
71	13,15	20,26	20,30	25,35	16,37	base	228
71	13,15	20,26	24,26	20,30	16,37	base	74
71	13,15	20,26	24,26	20,30	25,35	base	82
71	13,15	20,26	24,26	25,35	16,37	base	83
71	13,15	24,26	20,30	25,35	16,37	base	222
71	18,19	0,24	20,26	29,35	22,39	base	167
71	18,19	0,24	20,30	29,35	22,39	base	187
71	18,19	0,24	24,30	29,35	22,39	base	166
71	18,19	0,24	25,35	29,35	22,39	base	130
71	20,26	24,26	20,30	25,35	16,37	base	179
72	1,5	13,15	16,35	20,38	37,38	base	29
72	1,5	13,15	20,28	16,35	20,38	base	42
72	1,5	13,15	20,28	16,35	37,38	base	46
72	1,5	13,15	20,28	20,38	37,38	base	44
72	1,5	13,15	20,28	24,33	16,35	base	34
72	1,5	13,15	20,28	24,33	20,38	base	120
72	1,5	13,15	20,28	24,33	37,38	base	49
72	1,5	13,15	24,33	16,35	20,38	base	218
72	1,5	13,15	24,33	16,35	37,38	base	38
72	1,5	13,15	24,33	20,38	37,38	base	33
72	1,5	20,28	16,35	20,38	37,38	base	133
72	1,5	20,28	24,33	16,35	20,38	base	100
72	1,5	20,28	24,33	16,35	37,38	base	161
72	1,5	20,28	24,33	20,38	37,38	base	159
72	1,5	24,33	16,35	20,38	37,38	base	162
72	13,15	20,28	16,35	20,38	37,38	base	62
72	13,15	20,28	24,33	16,35	20,38	base	84
72	13,15	20,28	24,33	16,35	37,38	base	223
72	13,15	20,28	24,33	20,38	37,38	base	125
72	13,15	24,33	16,35	20,38	37,38	base	224
72	18,19	27,33	0,37	37,38	22,39	base	118
72	20,28	24,33	16,35	20,38	37,38	base	116
73	0,2	22,34	36,37	32,41	35,41	base	113
73	0,2	23,32	22,34	32,41	35,41	base	115
73	0,2	23,32	22,34	36,37	32,41	base	185
73	0,2	23,32	22,34	36,37	35,41	base	184
73	0,2	23,32	36,37	32,41	35,41	base	68
73	0,2	5,6	22,34	32,41	35,41	base	163
73	0,2	5,6	22,34	36,37	32,41	base	104
73	0,2	5,6	22,34	36,37	35,41	base	158
73	0,2	5,6	23,32	22,34	32,41	base	164
73	0,2	5,6	23,32	22,34	35,41	base	160
73	0,2	5,6	23,32	22,34	36,37	base	105
73	0,2	5,6	23,32	32,41	35,41	base	142
73	0,2	5,6	23,32	36,37	32,41	base	88
73	0,2	5,6	23,32	36,37	35,41	base	134
73	0,2	5,6	36,37	32,41	35,41	base	136
73	14,22	4,27	25,28	22,34	17,41	base	284
73	23,32	22,34	36,37	32,41	35,41	base	123
73	5,6	22,34	36,37	32,41	35,41	base	51
73	5,6	23,32	22,34	32,41	35,41	base	35
73	5,6	23,32	22,34	36,37	32,41	base	36
73	5,6	23,32	22,34	36,37	35,41	base	61
73	5,6	23,32	36,37	32,41	35,41	base	47
74	0,2	22,32	34,36	33,41	37,41	base	154
74	0,2	22,32	34,36	35,37	33,41	base	155
74	0,2	22,32	34,36	35,37	37,41	base	182
74	0,2	22,32	35,37	33,41	37,41	base	114
74	0,2	34,36	35,37	33,41	37,41	base	71
74	0,2	5,6	22,32	33,41	37,41	base	161
74	0,2	5,6	22,32	34,36	33,41	base	159
74	0,2	5,6	22,32	34,36	35,37	base	101
74	0,2	5,6	22,32	34,36	37,41	base	102
74	0,2	5,6	22,32	35,37	33,41	base	162
74	0,2	5,6	22,32	35,37	37,41	base	165
74	0,2	5,6	34,36	33,41	37,41	base	141
74	0,2	5,6	34,36	35,37	33,41	base	87
74	0,2	5,6	34,36	35,37	37,41	base	137
74	0,2	5,6	35,37	33,41	37,41	base	139
74	14,22	4,26	24,27	22,32	17,41	base	283
74	22,32	34,36	35,37	33,41	37,41	base	227
74	5,6	22,32	34,36	33,41	37,41	base	49
74	5,6	22,32	34,36	35,37	33,41	base	33
74	5,6	22,32	34,36	35,37	37,41	base	32
74	5,6	22,32	35,37	33,41	37,41	base	38
74	5,6	34,36	35,37	33,41	37,41	base	28
75	0,2	20,32	23,34	35,41	37,41	base	115
75	0,2	20,32	23,34	36,37	35,41	base	181
75	0,2	20,32	23,34	36,37	37,41	base	183
75	0,2	20,32	36,37	35,41	37,41	base	111
75	0,2	23,34	36,37	35,41	37,41	base	113
75	0,2	5,6	20,32	23,34	35,41	base	160
75	0,2	5,6	20,32	23,34	36,37	base	103
75	0,2	5,6	20,32	23,34	37,41	base	164
75	0,2	5,6	20,32	35,41	37,41	base	142
75	0,2	5,6	20,32	36,37	35,41	base	138
75	0,2	5,6	20,32	36,37	37,41	base	140
75	0,2	5,6	23,34	35,41	37,41	base	157
75	0,2	5,6	23,34	36,37	35,41	base	158
75	0,2	5,6	23,34	36,37	37,41	base	104
75	0,2	5,6	36,37	35,41	37,41	base	136
75	14,23	25,27	4,28	23,34	17,41	base	316
75	18,19	29,34	1,35	16,38	35,41	base	20
75	20,32	23,34	36,37	35,41	37,41	base	221
75	5,6	20,32	23,34	35,41	37,41	base	35
75	5,6	20,32	23,34	36,37	35,41	base	50
75	5,6	20,32	23,34	36,37	37,41	base	37
75	5,6	20,32	36,37	35,41	37,41	base	27
75	5,6	23,34	36,37	35,41	37,41	base	51
76	0,2	20,33	22,36	34,41	37,41	base	114
76	0,2	20,33	24,34	22,36	34,41	base	117
76	0,2	20,33	24,34	22,36	37,41	base	116
76	0,2	20,33	24,34	34,41	37,41	base	106
76	0,2	24,34	22,36	34,41	37,41	base	154
76	0,2	5,6	20,33	22,36	34,41	base	165
76	0,2	5,6	20,33	22,36	37,41	base	162
76	0,2	5,6	20,33	24,34	22,36	base	100
76	0,2	5,6	20,33	24,34	34,41	base	143
76	0,2	5,6	20,33	24,34	37,41	base	133
76	0,2	5,6	20,33	34,41	37,41	base	139
76	0,2	5,6	22,36	34,41	37,41	base	156
76	0,2	5,6	24,34	22,36	34,41	base	102
76	0,2	5,6	24,34	22,36	37,41	base	159
76	0,2	5,6	24,34	34,41	37,41	base	141
76	14,22	4,28	26,29	22,36	17,41	base	317
76	18,19	30,36	1,37	16,38	37,41	base	19
76	20,33	24,34	22,36	34,41	37,41	base	223
76	5,6	20,33	22,36	34,41	37,41	base	38
76	5,6	20,33	24,34	22,36	34,41	base	34
76	5,6	20,33	24,34	22,36	37,41	base	31
76	5,6	20,33	24,34	34,41	37,41	base	46
76	5,6	24,34	22,36	34,41	37,41	base	49
77	16,17	20,22	21,23	22,23	24,25	base	16
77	2,3	16,17	20,22	21,23	22,23	base	10
77	2,3	16,17	20,22	21,23	24,25	base	19
77	2,3	16,17	20,22	22,23	24,25	base	11
77	2,3	16,17	21,23	22,23	24,25	base	11
77	2,3	20,22	21,23	22,23	24,25	base	168
77	2,9	19,20	20,22	1,29	36,39	base	156
77	3,8	18,21	21,23	0,28	37,38	base	156
78	16,17	22,23	20,34	21,35	34,35	base	15
78	2,3	16,17	20,34	21,35	34,35	base	9
78	2,3	16,17	22,23	20,34	21,35	base	20
78	2,3	16,17	22,23	20,34	34,35	base	24
78	2,3	16,17	22,23	21,35	34,35	base	24
78	2,3	22,23	20,34	21,35	34,35	base	167
78	2,9	19,20	1,27	20,34	36,39	base	157
78	3,8	18,21	0,26	21,35	37,38	base	157
79	16,17	20,21	32,34	33,35	34,35	base	14
79	2,3	16,17	20,21	32,34	33,35	base	17
79	2,3	16,17	20,21	32,34	34,35	base	11
79	2,3	16,17	20,21	33,35	34,35	base	11
79	2,3	16,17	32,34	33,35	34,35	base	8
79	2,3	2,9	1,25	19,32	36,39	base	87
79	2,3	20,21	32,34	33,35	34,35	base	169
79	2,3	3,8	0,24	18,33	37,38	base	87
79	2,9	1,25	19,32	32,33	36,39	base	101
79	2,9	1,25	19,32	33,35	36,39	base	156
79	2,9	1,25	19,32	34,35	36,39	base	159
79	2,9	1,25	22,28	19,32	36,39	base	162
79	2,9	16,17	1,25	19,32	36,39	base	33
79	2,9	20,21	1,25	19,32	36,39	base	155
79	3,8	0,24	18,33	32,33	37,38	base	101
79	3,8	0,24	18,33	32,34	37,38	base	156
79	3,8	0,24	18,33	34,35	37,38	base	159
79	3,8	0,24	23,29	18,33	37,38	base	162
79	3,8	16,17	0,24	18,33	37,38	base	33
79	3,8	20,21	0,24	18,33	37,38	base	155
80	16,17	20,21	32,38	33,39	38,39	base	13
80	2,3	16,17	20,21	32,38	33,39	base	18
80	2,3	16,17	20,21	32,38	38,39	base	24
80	2,3	16,17	20,21	33,39	38,39	base	24
80	2,3	16,17	32,38	33,39	38,39	base	7
80	2,3	2,9	1,25	19,32	34,37	base	134
80	2,3	20,21	32,38	33,39	38,39	base	166
80	2,3	3,8	0,24	18,33	35,36	base	134
80	2,9	1,25	19,32	32,33	34,37	base	105
80	2,9	1,25	19,32	34,37	33,39	base	157
80	2,9	1,25	19,32	34,37	38,39	base	158
80	2,9	1,25	22,28	19,32	34,37	base	160
80	2,9	16,17	1,25	19,32	34,37	base	61
80	2,9	20,21	1,25	19,32	34,37	base	184
80	3,8	0,24	18,33	32,33	35,36	base	105
80	3,8	0,24	18,33	35,36	32,38	base	157
80	3,8	0,24	18,33	35,36	38,39	base	158
80	3,8	0,24	23,29	18,33	35,36	base	160
80	3,8	16,17	0,24	18,33	35,36	base	61
80	3,8	20,21	0,24	18,33	35,36	base	184
81	0,2	27,31	22,33	31,41	37,41	base	115
81	0,2	3,6	22,33	31,41	37,41	base	163
81	0,2	3,6	27,31	22,33	31,41	base	164
81	0,2	3,6	27,31	22,33	37,41	base	160
81	0,2	3,6	27,31	31,41	37,41	base	157
81	0,2	3,6	7,19	22,33	31,41	base	140
81	0,2	3,6	7,19	22,33	37,41	base	138
81	0,2	3,6	7,19	27,31	22,33	complement	40
81	0,2	3,6	7,19	27,31	31,41	base	88
81	0,2	3,6	7,19	27,31	37,41	base	134
81	0,2	3,6	7,19	31,41	37,41	base	136
81	0,2	7,14	5,26	29,34	18,41	base	243
81	0,2	7,19	22,33	31,41	37,41	base	111
81	0,2	7,19	27,31	22,33	31,41	base	107
81	0,2	7,19	27,31	22,33	37,41	base	96
81	0,2	7,19	27,31	31,41	37,41	base	68
81	20,23	19,36	1,37	17,38	37,41	base	15
81	3,6	27,31	22,33	31,41	37,41	base	35
81	3,6	7,14	5,26	29,34	18,41	base	152
81	3,6	7,19	22,33	31,41	37,41	base	27
81	3,6	7,19	27,31	22,33	31,41	base	45
81	3,6	7,19	27,31	22,33	37,41	base	60
81	3,6	7,19	27,31	31,41	37,41	base	47
81	7,14	5,26	22,33	29,34	18,41	base	284
81	7,14	5,26	24,28	29,34	18,41	base	284
81	7,14	5,26	27,31	29,34	18,41	base	316
81	7,14	5,26	29,34	18,41	37,41	base	315
81	7,19	27,31	22,33	31,41	37,41	base	58
82	0,2	22,31	36,37	35,41	37,41	base	114
82	0,2	3,6	22,31	35,41	37,41	base	161
82	0,2	3,6	22,31	36,37	35,41	base	162
82	0,2	3,6	22,31	36,37	37,41	base	165
82	0,2	3,6	36,37	35,41	37,41	base	156
82	0,2	3,6	7,19	22,31	35,41	base	133
82	0,2	3,6	7,19	22,31	36,37	base	91
82	0,2	3,6	7,19	22,31	37,41	base	143
82	0,2	3,6	7,19	35,41	37,41	base	141
82	0,2	3,6	7,19	36,37	35,41	base	87
82	0,2	3,6	7,19	36,37	37,41	base	137
82	0,2	7,14	5,26	28,32	18,41	base	244
82	0,2	7,19	22,31	35,41	37,41	base	106
82	0,2	7,19	22,31	36,37	35,41	base	110
82	0,2	7,19	22,31	36,37	37,41	base	112
82	0,2	7,19	36,37	35,41	37,41	base	71
82	20,23	19,34	1,35	17,38	35,41	base	16
82	3,6	22,31	36,37	35,41	37,41	base	38
82	3,6	7,14	5,26	28,32	18,41	base	153
82	3,6	7,19	22,31	35,41	37,41	base	46
82	3,6	7,19	22,31	36,37	35,41	base	29
82	3,6	7,19	22,31	36,37	37,41	base	25
82	3,6	7,19	36,37	35,41	37,41	base	28
82	7,14	5,26	22,31	28,32	18,41	base	283
82	7,14	5,26	24,27	28,32	18,41	base	283
82	7,14	5,26	28,32	18,41	35,41	base	314
82	7,14	5,26	28,32	36,37	18,41	base	317
82	7,19	22,31	36,37	35,41	37,41	base	55
83	0,2	26,31	36,37	31,41	35,41	base	154
83	0,2	3,6	26,31	31,41	35,41	base	161
83	0,2	3,6	26,31	36,37	31,41	base	102
83	0,2	3,6	26,31	36,37	35,41	base	159
83	0,2	3,6	36,37	31,41	35,41	base	156
83	0,2	3,6	7,19	26,31	31,41	base	143
83	0,2	3,6	7,19	26,31	35,41	base	133
83	0,2	3,6	7,19	26,31	36,37	base	90
83	0,2	3,6	7,19	31,41	35,41	base	139
83	0,2	3,6	7,19	36,37	31,41	base	137
83	0,2	3,6	7,19	36,37	35,41	base	87
83	0,2	7,15	5,25	28,32	18,41	base	230
83	0,2	7,19	26,31	31,41	35,41	base	106
83	0,2	7,19	26,31	36,37	31,41	base	69
83	0,2	7,19	26,31	36,37	35,41	base	66
83	0,2	7,19	36,37	31,41	35,41	base	71
83	3,6	26,31	36,37	31,41	35,41	base	49
83	3,6	7,15	5,25	28,32	18,41	base	287
83	3,6	7,19	26,31	31,41	35,41	base	46
83	3,6	7,19	26,31	36,37	31,41	base	48
83	3,6	7,19	26,31	36,37	35,41	base	44
83	3,6	7,19	36,37	31,41	35,41	base	28
83	7,15	5,25	23,27	28,32	18,41	base	324
83	7,15	5,25	26,31	28,32	18,41	base	283
83	7,15	5,25	28,32	18,41	35,41	base	258
83	7,15	5,25	28,32	36,37	18,41	base	317
83	7,19	26,31	36,37	31,41	35,41	base	59
84	0,2	3,6	34,36	33,41	37,41	base	157
84	0,2	3,6	34,36	35,37	33,41	base	158
84	0,2	3,6	34,36	35,37	37,41	base	104
84	0,2	3,6	35,37	33,41	37,41	base	163
84	0,2	3,6	7,19	33,41	37,41	base	142
84	0,2	3,6	7,19	34,36	33,41	base	134
84	0,2	3,6	7,19	34,36	35,37	base	135
84	0,2	3,6	7,19	34,36	37,41	base	88
84	0,2	3,6	7,19	35,37	33,41	base	138
84	0,2	3,6	7,19	35,37	37,41	base	140
84	0,2	34,36	35,37	33,41	37,41	base	113
84	0,2	7,15	5,25	27,30	18,41	base	231
84	0,2	7,19	34,36	33,41	37,41	base	68
84	0,2	7,19	34,36	35,37	33,41	base	70
84	0,2	7,19	34,36	35,37	37,41	base	72
84	0,2	7,19	35,37	33,41	37,41	base	111
84	3,6	34,36	35,37	33,41	37,41	base	51
84	3,6	7,15	5,25	27,30	18,41	base	189
84	3,6	7,19	34,36	33,41	37,41	base	47
84	3,6	7,19	34,36	35,37	33,41	base	30
84	3,6	7,19	34,36	35,37	37,41	base	26
84	3,6	7,19	35,37	33,41	37,41	base	27
84	7,15	5,25	23,26	27,30	18,41	base	325
84	7,15	5,25	27,30	18,41	33,41	base	257
84	7,15	5,25	27,30	34,36	18,41	base	316
84	7,15	5,25	27,30	35,37	18,41	base	284
84	7,19	34,36	35,37	33,41	37,41	base	57
85	13,14	21,24	20,34	34,41	36,41	base	12
85	2,11	18,20	1,26	20,34	33,37	base	159
85	2,3	13,14	20,34	34,41	36,41	base	1
85	2,3	13,14	21,24	20,34	34,41	base	19
85	2,3	13,14	21,24	20,34	36,41	base	11
85	2,3	13,14	21,24	34,41	36,41	base	17
85	2,3	21,24	20,34	34,41	36,41	base	118
85	2,3	3,8	0,27	19,36	35,38	base	141
85	3,8	0,27	19,36	20,36	35,38	base	102
85	3,8	0,27	19,36	35,38	34,41	base	156
85	3,8	0,27	20,34	19,36	35,38	base	159
85	3,8	0,27	22,29	19,36	35,38	base	161
85	3,8	13,14	0,27	19,36	35,38	base	49
85	3,8	21,24	0,27	19,36	35,38	base	154
86	16,17	20,21	24,25	21,35	34,35	base	0
86	2,11	18,20	20,21	1,26	37,38	base	158
86	2,3	16,17	20,21	21,35	34,35	base	2
86	2,3	16,17	20,21	24,25	21,35	base	20
86	2,3	16,17	20,21	24,25	34,35	base	24
86	2,3	16,17	24,25	21,35	34,35	base	18
86	2,3	20,21	24,25	21,35	34,35	base	187
86	2,3	3,8	0,27	19,34	36,39	base	136
86	3,8	0,27	19,34	20,34	36,39	base	104
86	3,8	0,27	19,34	21,35	36,39	base	157
86	3,8	0,27	22,31	19,34	36,39	base	163
86	3,8	16,17	0,27	19,34	36,39	base	51
86	3,8	20,21	0,27	19,34	36,39	base	158
86	3,8	24,25	0,27	19,34	36,39	base	113
87	12,14	15,19	0,21	26,34	16,39	base	9
87	12,14	17,36	35,37	21,38	37,38	base	45
87	12,14	18,23	17,36	21,38	37,38	base	54
87	12,14	18,23	17,36	35,37	21,38	base	74
87	12,14	18,23	17,36	35,37	37,38	base	58
87	12,14	18,23	22,34	17,36	21,38	base	83
87	12,14	18,23	22,34	17,36	35,37	base	228
87	12,14	18,23	22,34	17,36	37,38	base	221
87	12,14	18,23	22,34	21,38	37,38	base	226
87	12,14	18,23	22,34	35,37	21,38	base	82
87	12,14	18,23	22,34	35,37	37,38	base	123
87	12,14	18,23	35,37	21,38	37,38	base	65
87	12,14	22,34	17,36	21,38	37,38	base	37
87	12,14	22,34	17,36	35,37	21,38	base	119
87	12,14	22,34	17,36	35,37	37,38	base	35
87	12,14	22,34	35,37	21,38	37,38	base	36
87	15,19	0,21	18,23	26,34	16,39	base	167
87	15,19	0,21	22,34	26,34	16,39	base	79
87	15,19	0,21	26,34	21,35	16,39	base	132
87	15,19	0,21	26,34	35,37	16,39	base	94
87	15,19	0,21	26,34	37,38	16,39	base	132
87	18,23	17,36	35,37	21,38	37,38	base	107
87	18,23	22,34	17,36	21,38	37,38	base	183
87	18,23	22,34	17,36	35,37	21,38	base	179
87	18,23	22,34	17,36	35,37	37,38	base	115
87	18,23	22,34	35,37	21,38	37,38	base	185
87	22,34	17,36	35,37	21,38	37,38	base	164
87	6,22	29,30	3,31	22,34	13,38	base	204
88	11,14	17,34	35,37	36,37	36,40	base	29
88	11,14	18,22	17,34	35,37	36,37	base	62
88	11,14	18,22	17,34	35,37	36,40	base	55
88	11,14	18,22	17,34	36,37	36,40	base	73
88	11,14	18,22	21,33	17,34	35,37	base	223
88	11,14	18,22	21,33	17,34	36,37	base	84
88	11,14	18,22	21,33	17,34	36,40	base	220
88	11,14	18,22	21,33	35,37	36,37	base	125
88	11,14	18,22	21,33	35,37	36,40	base	227
88	11,14	18,22	21,33	36,37	36,40	base	81
88	11,14	18,22	35,37	36,37	36,40	base	53
88	11,14	21,33	17,34	35,37	36,37	base	31
88	11,14	21,33	17,34	35,37	36,40	base	38
88	11,14	21,33	17,34	36,37	36,40	base	218
88	11,14	21,33	35,37	36,37	36,40	base	33
88	15,19	25,33	0,35	35,37	16,38	base	89
88	18,22	17,34	35,37	36,37	36,40	base	110
88	18,22	21,33	17,34	35,37	36,37	base	116
88	18,22	21,33	17,34	35,37	36,40	base	114
88	18,22	21,33	17,34	36,37	36,40	base	98
88	18,22	21,33	35,37	36,37	36,40	base	155
88	21,33	17,34	35,37	36,37	36,40	base	162
89	12,13	18,19	22,24	23,37	37,41	base	15
89	12,13	18,19	22,24	23,37	38,41	base	0
89	12,13	18,19	22,24	37,41	38,41	base	13
89	12,13	18,19	23,37	37,41	38,41	base	21
89	12,13	22,24	23,37	37,41	38,41	base	24
89	12,13	4,19	0,28	30,36	17,38	base	47
89	18,19	22,24	23,37	37,41	38,41	base	130
89	4,19	0,28	20,33	30,36	17,38	base	142
89	4,19	0,28	30,36	17,38	23,38	base	88
89	4,19	0,28	30,36	17,38	37,41	base	136
89	4,19	0,28	30,36	23,37	17,38	base	134
89	4,19	18,19	0,28	30,36	17,38	base	157
89	4,19	22,24	0,28	30,36	17,38	base	68
89	7,18	16,23	1,27	29,35	23,37	base	134
90	12,14	17,34	38,40	35,41	40,41	base	27
90	12,14	18,22	17,34	35,41	40,41	base	58
90	12,14	18,22	17,34	38,40	35,41	base	52
90	12,14	18,22	17,34	38,40	40,41	base	54
90	12,14	18,22	21,33	17,34	35,41	base	228
90	12,14	18,22	21,33	17,34	38,40	base	83
90	12,14	18,22	21,33	17,34	40,41	base	222
90	12,14	18,22	21,33	35,41	40,41	base	123
90	12,14	18,22	21,33	38,40	35,41	base	124
90	12,14	18,22	21,33	38,40	40,41	base	226
90	12,14	18,22	38,40	35,41	40,41	base	57
90	12,14	21,33	17,34	35,41	40,41	base	35
90	12,14	21,33	17,34	38,40	35,41	base	50
90	12,14	21,33	17,34	38,40	40,41	base	37
90	12,14	21,33	38,40	35,41	40,41	base	51
90	15,19	25,33	0,35	16,36	35,41	base	94
90	18,22	17,34	38,40	35,41	40,41	base	111
90	18,22	21,33	17,34	35,41	40,41	base	115
90	18,22	21,33	17,34	38,40	35,41	base	181
90	18,22	21,33	17,34	38,40	40,41	base	183
90	18,22	21,33	38,40	35,41	40,41	base	113
90	21,33	17,34	38,40	35,41	40,41	base	163
90	5,21	27,30	3,31	21,33	13,41	base	207
91	10,15	19,20	22,32	33,36	34,41	base	228
91	10,15	19,20	22,32	33,36	35,37	base	82
91	10,15	19,20	22,32	33,36	36,41	base	222
91	10,15	19,20	22,32	34,41	36,41	base	221
91	10,15	19,20	22,32	35,37	34,41	base	124
91	10,15	19,20	22,32	35,37	36,41	base	226
91	10,15	19,20	33,36	34,41	36,41	base	58
91	10,15	19,20	33,36	35,37	34,41	base	63
91	10,15	19,20	33,36	35,37	36,41	base	65
91	10,15	19,20	35,37	34,41	36,41	base	57
91	10,15	22,32	33,36	34,41	36,41	base	35
91	10,15	22,32	33,36	35,37	34,41	base	61
91	10,15	22,32	33,36	35,37	36,41	base	36
91	10,15	22,32	35,37	34,41	36,41	base	51
91	10,15	33,36	35,37	34,41	36,41	base	47
91	19,20	22,32	33,36	34,41	36,41	base	115
91	19,20	22,32	33,36	35,37	34,41	base	184
91	19,20	22,32	33,36	35,37	36,41	base	185
91	19,20	22,32	35,37	34,41	36,41	base	113
91	19,20	33,36	35,37	34,41	36,41	base	68
91	22,32	33,36	35,37	34,41	36,41	base	157
91	5,22	3,25	26,30	22,32	14,41	base	195
92	12,13	18,19	18,22	19,23	26,27	base	20
92	12,13	18,19	20,21	18,22	19,23	base	6
92	12,13	18,19	20,21	18,22	26,27	base	0
92	12,13	18,19	20,21	19,23	26,27	base	0
92	12,13	20,21	18,22	19,23	26,27	base	15
92	18,19	20,21	18,22	19,23	26,27	base	129
92	4,21	14,23	19,23	0,30	37,38	base	136
92	5,20	15,22	18,22	1,31	36,39	base	136
93	12,13	18,19	22,23	36,37	36,38	base	0
93	12,13	18,19	22,23	36,37	37,39	base	0
93	12,13	18,19	22,23	36,38	37,39	base	13
93	12,13	18,19	36,37	36,38	37,39	base	4
93	12,13	22,23	36,37	36,38	37,39	base	18
93	12,13	4,19	0,26	33,34	14,39	base	30
93	12,13	5,18	1,27	32,35	15,38	base	30
93	18,19	22,23	36,37	36,38	37,39	base	127
93	4,19	0,26	21,31	33,34	14,39	base	138
93	4,19	0,26	33,34	14,39	38,39	base	135
93	4,19	0,26	33,34	36,37	14,39	base	134
93	4,19	0,26	33,34	36,38	14,39	base	136
93	4,19	18,19	0,26	33,34	14,39	base	158
93	4,19	22,23	0,26	33,34	14,39	base	70
93	5,18	1,27	20,30	32,35	15,38	base	138
93	5,18	1,27	32,35	15,38	37,39	base	136
93	5,18	1,27	32,35	15,38	38,39	base	135
93	5,18	1,27	32,35	36,37	15,38	base	134
93	5,18	18,19	1,27	32,35	15,38	base	158
93	5,18	22,23	1,27	32,35	15,38	base	70
94	12,13	18,19	22,23	36,40	37,41	base	14
94	12,13	18,19	22,23	36,40	40,41	base	12
94	12,13	18,19	22,23	37,41	40,41	base	12
94	12,13	18,19	36,40	37,41	40,41	base	3
94	12,13	22,23	36,40	37,41	40,41	base	17
94	12,13	4,19	0,26	33,34	14,37	base	44
94	12,13	5,18	1,27	32,35	15,36	base	44
94	18,19	22,23	36,40	37,41	40,41	base	126
94	4,19	0,26	21,31	33,34	14,37	base	133
94	4,19	0,26	33,34	14,37	36,37	base	90
94	4,19	0,26	33,34	14,37	36,40	base	141
94	4,19	0,26	33,34	14,37	40,41	base	87
94	4,19	18,19	0,26	33,34	14,37	base	159
94	4,19	22,23	0,26	33,34	14,37	base	66
94	5,18	1,27	20,30	32,35	15,36	base	133
94	5,18	1,27	32,35	15,36	36,37	base	90
94	5,18	1,27	32,35	15,36	37,41	base	141
94	5,18	1,27	32,35	15,36	40,41	base	87
94	5,18	18,19	1,27	32,35	15,36	base	159
94	5,18	22,23	1,27	32,35	15,36	base	66
95	12,13	18,19	20,38	21,39	38,39	base	5
95	12,13	18,19	24,25	20,38	21,39	base	16
95	12,13	18,19	24,25	20,38	38,39	base	12
95	12,13	18,19	24,25	21,39	38,39	base	12
95	12,13	24,25	20,38	21,39	38,39	base	19
95	18,19	24,25	20,38	21,39	38,39	base	128
95	4,19	14,21	0,28	35,36	21,39	base	141
95	5,18	15,20	1,29	34,37	20,38	base	141
96	13,15	20,35	31,38	35,40	36,40	base	56
96	13,15	23,34	20,35	31,38	35,40	base	122
96	13,15	23,34	20,35	31,38	36,40	base	81
96	13,15	23,34	20,35	35,40	36,40	base	220
96	13,15	23,34	31,38	35,40	36,40	base	227
96	17,19	0,20	24,34	18,37	31,38	base	168
96	2,5	13,15	20,35	31,38	35,40	base	48
