parent	edge_1	edge_2	edge_3	edge_4	edge_5	target_kind	target_index
157	4,15	10,20	21,23	18,25	17,36	base	64
157	4,15	10,20	21,23	18,25	23,37	base	75
157	4,15	10,20	21,23	18,25	37,40	base	56
157	4,15	10,20	21,23	23,37	37,40	base	217
157	4,15	18,25	17,36	23,37	37,40	base	110
157	4,15	21,23	17,36	23,37	37,40	base	91
157	4,15	21,23	18,25	17,36	23,37	base	97
157	4,15	21,23	18,25	17,36	37,40	base	112
157	4,15	21,23	18,25	23,37	37,40	base	109
157	4,5	13,23	2,31	32,35	23,37	base	205
158	0,21	19,23	15,29	21,36	16,39	base	86
158	0,21	19,23	15,29	36,37	16,39	base	80
158	0,21	19,23	15,29	37,38	16,39	base	86
158	0,21	19,23	20,24	15,29	16,39	base	128
158	12,17	0,21	19,23	15,29	16,39	base	5
158	12,17	18,35	36,37	21,38	37,38	base	34
158	12,17	20,24	18,35	21,38	37,38	base	220
158	12,17	20,24	18,35	36,37	21,38	base	84
158	12,17	20,24	18,35	36,37	37,38	base	223
158	12,17	20,24	36,37	21,38	37,38	base	122
158	20,24	18,35	36,37	21,38	37,38	base	117
158	4,15	0,21	19,23	15,29	16,39	base	93
158	4,15	12,17	18,35	21,38	37,38	base	25
158	4,15	12,17	18,35	36,37	21,38	base	42
158	4,15	12,17	18,35	36,37	37,38	base	46
158	4,15	12,17	20,24	18,35	21,38	base	73
158	4,15	12,17	20,24	18,35	36,37	base	62
158	4,15	12,17	20,24	18,35	37,38	base	55
158	4,15	12,17	20,24	21,38	37,38	base	56
158	4,15	12,17	20,24	36,37	21,38	base	75
158	4,15	12,17	20,24	36,37	37,38	base	59
158	4,15	12,17	36,37	21,38	37,38	base	48
158	4,15	18,35	36,37	21,38	37,38	base	143
158	4,15	20,24	18,35	21,38	37,38	base	112
158	4,15	20,24	18,35	36,37	21,38	base	97
158	4,15	20,24	18,35	36,37	37,38	base	106
158	4,15	20,24	36,37	21,38	37,38	base	69
158	4,6	12,17	2,28	33,34	13,38	base	303
158	4,6	2,28	33,34	13,38	21,38	base	206
158	4,6	2,28	33,34	18,35	13,38	base	194
158	4,6	2,28	33,34	36,37	13,38	base	205
158	4,6	20,24	2,28	33,34	13,38	base	241
158	4,6	25,26	2,28	33,34	13,38	base	194
159	0,21	20,23	16,27	14,37	21,39	base	85
159	0,21	20,23	16,27	14,37	36,40	base	85
159	0,21	20,23	16,27	14,37	39,40	base	79
159	0,21	20,23	19,24	16,27	14,37	base	129
159	11,18	0,21	20,23	16,27	14,37	base	6
159	11,18	17,33	21,36	36,40	39,40	base	37
159	11,18	19,24	17,33	21,36	36,40	base	222
159	11,18	19,24	17,33	21,36	39,40	base	83
159	11,18	19,24	17,33	36,40	39,40	base	221
159	11,18	19,24	21,36	36,40	39,40	base	226
159	19,24	17,33	21,36	36,40	39,40	base	183
159	4,16	0,21	20,23	16,27	14,37	base	94
159	4,16	11,18	17,33	21,36	36,40	base	45
159	4,16	11,18	17,33	21,36	39,40	base	121
159	4,16	11,18	17,33	36,40	39,40	base	27
159	4,16	11,18	19,24	17,33	21,36	base	74
159	4,16	11,18	19,24	17,33	36,40	base	58
159	4,16	11,18	19,24	17,33	39,40	base	52
159	4,16	11,18	19,24	21,36	36,40	base	65
159	4,16	11,18	19,24	21,36	39,40	base	76
159	4,16	11,18	19,24	36,40	39,40	base	57
159	4,16	11,18	21,36	36,40	39,40	base	26
159	4,16	17,33	21,36	36,40	39,40	base	140
159	4,16	19,24	17,33	21,36	36,40	base	107
159	4,16	19,24	17,33	21,36	39,40	base	108
159	4,16	19,24	17,33	36,40	39,40	base	111
159	4,16	19,24	21,36	36,40	39,40	base	72
159	4,5	11,18	2,29	32,34	13,36	base	304
159	4,5	19,24	2,29	32,34	13,36	base	242
159	4,5	2,29	17,33	32,34	13,36	base	216
159	4,5	2,29	32,34	13,36	21,36	base	207
159	4,5	2,29	32,34	13,36	39,40	base	204
159	4,5	25,26	2,29	32,34	13,36	base	216
160	0,20	18,22	16,26	14,36	34,37	base	80
160	11,17	19,23	20,35	34,37	35,40	base	122
160	11,17	19,23	20,35	34,37	39,40	base	81
160	11,17	19,23	20,35	35,40	39,40	base	220
160	11,17	19,23	34,37	35,40	39,40	base	227
160	11,17	20,35	34,37	35,40	39,40	base	32
160	19,23	20,35	34,37	35,40	39,40	base	182
160	4,16	11,17	19,23	20,35	34,37	base	75
160	4,16	11,17	19,23	20,35	35,40	base	64
160	4,16	11,17	19,23	20,35	39,40	base	73
160	4,16	11,17	19,23	34,37	35,40	base	59
160	4,16	11,17	19,23	34,37	39,40	base	53
160	4,16	11,17	19,23	35,40	39,40	base	55
160	4,16	11,17	20,35	34,37	35,40	base	48
160	4,16	11,17	20,35	34,37	39,40	base	217
160	4,16	11,17	20,35	35,40	39,40	base	25
160	4,16	11,17	34,37	35,40	39,40	base	28
160	4,16	19,23	20,35	34,37	35,40	base	69
160	4,16	19,23	20,35	34,37	39,40	base	109
160	4,16	19,23	20,35	35,40	39,40	base	112
160	4,16	19,23	34,37	35,40	39,40	base	71
160	4,16	20,35	34,37	35,40	39,40	base	137
160	4,5	11,17	2,28	31,32	13,35	base	186
160	4,5	19,23	2,28	31,32	13,35	base	232
160	4,5	2,28	31,32	13,35	20,35	base	215
160	4,5	2,28	31,32	13,35	34,37	base	205
160	4,5	2,28	31,32	13,35	39,40	base	194
160	4,5	24,25	2,28	31,32	13,35	base	211
161	0,20	17,22	15,28	16,37	35,38	base	85
161	11,19	18,24	23,36	35,38	36,40	base	124
161	11,19	20,23	18,24	23,36	35,38	base	82
161	11,19	20,23	18,24	23,36	36,40	base	83
161	11,19	20,23	18,24	35,38	36,40	base	226
161	11,19	20,23	23,36	35,38	36,40	base	219
161	20,23	18,24	23,36	35,38	36,40	base	99
161	4,15	11,19	18,24	23,36	35,38	base	63
161	4,15	11,19	18,24	23,36	36,40	base	52
161	4,15	11,19	18,24	35,38	36,40	base	57
161	4,15	11,19	20,23	18,24	23,36	base	74
161	4,15	11,19	20,23	18,24	35,38	base	65
161	4,15	11,19	20,23	18,24	36,40	base	54
161	4,15	11,19	20,23	23,36	35,38	base	43
161	4,15	11,19	20,23	23,36	36,40	base	121
161	4,15	11,19	20,23	35,38	36,40	base	26
161	4,15	11,19	23,36	35,38	36,40	base	30
161	4,15	18,24	23,36	35,38	36,40	base	70
161	4,15	20,23	18,24	23,36	35,38	base	67
161	4,15	20,23	18,24	23,36	36,40	base	108
161	4,15	20,23	18,24	35,38	36,40	base	72
161	4,15	20,23	23,36	35,38	36,40	base	135
161	4,5	14,23	2,29	32,34	23,36	base	216
162	0,20	17,22	15,27	16,38	34,39	base	79
162	11,19	18,23	20,37	36,37	34,39	base	226
162	11,19	18,23	35,36	20,37	34,39	base	82
162	11,19	18,23	35,36	20,37	36,37	base	222
162	11,19	18,23	35,36	36,37	34,39	base	123
162	11,19	35,36	20,37	36,37	34,39	base	36
162	18,23	35,36	20,37	36,37	34,39	base	185
162	4,15	11,19	18,23	20,37	34,39	base	76
162	4,15	11,19	18,23	20,37	36,37	base	54
162	4,15	11,19	18,23	35,36	20,37	base	74
162	4,15	11,19	18,23	35,36	34,39	base	63
162	4,15	11,19	18,23	35,36	36,37	base	58
162	4,15	11,19	18,23	36,37	34,39	base	57
162	4,15	11,19	20,37	36,37	34,39	base	26
162	4,15	11,19	35,36	20,37	34,39	base	43
162	4,15	11,19	35,36	20,37	36,37	base	45
162	4,15	11,19	35,36	36,37	34,39	base	47
162	4,15	18,23	20,37	36,37	34,39	base	72
162	4,15	18,23	35,36	20,37	34,39	base	67
162	4,15	18,23	35,36	20,37	36,37	base	107
162	4,15	18,23	35,36	36,37	34,39	base	68
162	4,15	35,36	20,37	36,37	34,39	base	88
162	4,5	11,19	2,28	31,33	14,37	base	286
162	4,5	18,23	2,28	31,33	14,37	base	229
162	4,5	2,28	31,33	14,37	20,37	base	195
162	4,5	2,28	31,33	14,37	34,39	base	204
162	4,5	2,28	31,33	35,36	14,37	base	216
162	4,5	24,25	2,28	31,33	14,37	base	210
163	0,20	17,23	15,29	16,38	36,39	base	86
163	11,19	20,24	18,25	22,37	36,39	base	122
163	11,19	20,24	22,24	18,25	22,37	base	84
163	11,19	20,24	22,24	18,25	36,39	base	81
163	11,19	20,24	22,24	22,37	36,39	base	120
163	11,19	22,24	18,25	22,37	36,39	base	125
163	20,24	22,24	18,25	22,37	36,39	base	180
163	4,15	11,19	18,25	22,37	36,39	base	59
163	4,15	11,19	20,24	18,25	22,37	base	64
163	4,15	11,19	20,24	18,25	36,39	base	56
163	4,15	11,19	20,24	22,24	18,25	base	73
163	4,15	11,19	20,24	22,24	22,37	base	42
163	4,15	11,19	20,24	22,24	36,39	base	217
163	4,15	11,19	20,24	22,37	36,39	base	48
163	4,15	11,19	22,24	18,25	22,37	base	62
163	4,15	11,19	22,24	18,25	36,39	base	53
163	4,15	11,19	22,24	22,37	36,39	base	44
163	4,15	20,24	18,25	22,37	36,39	base	69
163	4,15	20,24	22,24	18,25	22,37	base	97
163	4,15	20,24	22,24	18,25	36,39	base	109
163	4,15	20,24	22,24	22,37	36,39	base	90
163	4,15	22,24	18,25	22,37	36,39	base	66
163	4,5	14,24	22,24	2,30	33,35	base	194
164	11,19	18,22	34,36	33,38	35,40	base	227
164	11,19	18,22	34,36	35,36	33,38	base	125
164	11,19	18,22	34,36	35,36	35,40	base	224
164	11,19	18,22	35,36	33,38	35,40	base	81
164	11,19	34,36	35,36	33,38	35,40	base	33
164	18,22	34,36	35,36	33,38	35,40	base	155
164	4,15	11,19	18,22	33,38	35,40	base	56
164	4,15	11,19	18,22	34,36	33,38	base	59
164	4,15	11,19	18,22	34,36	35,36	base	62
164	4,15	11,19	18,22	34,36	35,40	base	55
164	4,15	11,19	18,22	35,36	33,38	base	75
164	4,15	11,19	18,22	35,36	35,40	base	73
164	4,15	11,19	34,36	33,38	35,40	base	28
164	4,15	11,19	34,36	35,36	33,38	base	44
164	4,15	11,19	34,36	35,36	35,40	base	29
164	4,15	11,19	35,36	33,38	35,40	base	217
164	4,15	18,22	34,36	33,38	35,40	base	71
164	4,15	18,22	34,36	35,36	33,38	base	66
164	4,15	18,22	34,36	35,36	35,40	base	110
164	4,15	18,22	35,36	33,38	35,40	base	109
164	4,15	34,36	35,36	33,38	35,40	base	87
164	4,5	2,27	30,32	14,36	35,36	base	215
165	11,19	18,23	21,35	21,37	34,39	base	82
165	11,19	18,23	21,35	21,37	36,37	base	228
165	11,19	18,23	21,35	36,37	34,39	base	123
165	11,19	18,23	21,37	36,37	34,39	base	124
165	11,19	21,35	21,37	36,37	34,39	base	61
165	18,23	21,35	21,37	36,37	34,39	base	184
165	4,15	11,19	18,23	21,35	21,37	base	74
165	4,15	11,19	18,23	21,35	34,39	base	65
165	4,15	11,19	18,23	21,35	36,37	base	58
165	4,15	11,19	18,23	21,37	34,39	base	76
165	4,15	11,19	18,23	21,37	36,37	base	52
165	4,15	11,19	18,23	36,37	34,39	base	57
165	4,15	11,19	21,35	21,37	34,39	base	43
165	4,15	11,19	21,35	21,37	36,37	base	60
165	4,15	11,19	21,35	36,37	34,39	base	47
165	4,15	11,19	21,37	36,37	34,39	base	30
165	4,15	18,23	21,35	21,37	34,39	base	67
165	4,15	18,23	21,35	21,37	36,37	base	96
165	4,15	18,23	21,35	36,37	34,39	base	68
165	4,15	18,23	21,37	36,37	34,39	base	70
165	4,15	21,35	21,37	36,37	34,39	base	134
165	4,5	2,28	31,33	14,37	21,37	base	195
166	12,13	16,17	22,23	17,26	16,27	base	16
166	4,5	12,13	16,17	17,26	16,27	base	10
166	4,5	12,13	16,17	22,23	16,27	base	22
166	4,5	12,13	16,17	22,23	17,26	base	22
166	4,5	12,13	22,23	17,26	16,27	base	5
166	4,5	16,17	22,23	17,26	16,27	base	80
166	8,23	16,27	20,27	1,31	33,38	base	71
166	9,22	17,26	21,26	0,30	32,39	base	71
167	12,13	20,21	30,31	31,38	30,39	base	14
167	12,13	8,21	1,27	29,36	18,39	base	53
167	12,13	9,20	0,26	28,37	19,38	base	53
167	4,5	12,13	20,21	30,31	30,39	base	22
167	4,5	12,13	20,21	30,31	31,38	base	22
167	4,5	12,13	20,21	31,38	30,39	base	3
167	4,5	12,13	30,31	31,38	30,39	base	8
167	4,5	20,21	30,31	31,38	30,39	base	78
167	4,5	8,21	1,27	29,36	18,39	base	87
167	4,5	9,20	0,26	28,37	19,38	base	87
167	8,21	1,27	22,32	29,36	18,39	base	110
167	8,21	1,27	29,36	18,39	38,39	base	109
167	8,21	1,27	29,36	31,38	18,39	base	71
167	8,21	1,27	30,31	29,36	18,39	base	66
167	8,21	20,21	1,27	29,36	18,39	base	155
167	9,20	0,26	23,33	28,37	19,38	base	110
167	9,20	0,26	28,37	19,38	30,39	base	71
167	9,20	0,26	28,37	19,38	38,39	base	109
167	9,20	0,26	30,31	28,37	19,38	base	66
167	9,20	20,21	0,26	28,37	19,38	base	155
168	12,13	20,21	37,38	36,39	38,39	base	13
168	12,13	8,21	1,27	29,34	18,37	base	63
168	12,13	9,20	0,26	28,35	19,36	base	63
168	4,5	12,13	20,21	36,39	38,39	base	21
168	4,5	12,13	20,21	37,38	36,39	base	4
168	4,5	12,13	20,21	37,38	38,39	base	21
168	4,5	12,13	37,38	36,39	38,39	base	7
168	4,5	20,21	37,38	36,39	38,39	base	77
168	4,5	8,21	1,27	29,34	18,37	base	134
168	4,5	9,20	0,26	28,35	19,36	base	134
168	8,21	1,27	22,30	29,34	18,37	base	96
168	8,21	1,27	29,34	18,37	36,37	base	67
168	8,21	1,27	29,34	18,37	36,39	base	68
168	8,21	1,27	29,34	18,37	38,39	base	70
168	8,21	20,21	1,27	29,34	18,37	base	184
168	9,20	0,26	23,31	28,35	19,36	base	96
168	9,20	0,26	28,35	19,36	36,37	base	67
168	9,20	0,26	28,35	19,36	37,38	base	68
168	9,20	0,26	28,35	19,36	38,39	base	70
168	9,20	20,21	0,26	28,35	19,36	base	184
169	12,13	20,21	25,32	24,33	32,33	base	15
169	4,5	12,13	20,21	24,33	32,33	base	21
169	4,5	12,13	20,21	25,32	24,33	base	6
169	4,5	12,13	20,21	25,32	32,33	base	21
169	4,5	12,13	25,32	24,33	32,33	base	9
169	4,5	20,21	25,32	24,33	32,33	base	79
169	8,21	18,25	1,29	25,32	31,38	base	68
169	9,20	19,24	0,28	24,33	30,39	base	68
172	19,24	19,34	19,36	23,40	16,41	base	279
172	19,24	19,34	19,36	23,40	35,40	base	289
172	19,24	19,34	19,36	35,40	16,41	base	272
172	19,34	19,36	23,40	35,40	16,41	base	274
173	22,38	33,38	36,39	39,40	16,41	base	277
174	19,25	19,34	20,36	19,37	17,41	base	292
174	19,25	19,34	20,36	24,36	19,37	base	259
174	19,25	19,34	24,36	19,37	17,41	base	278
174	19,34	20,36	24,36	19,37	17,41	base	273
175	19,34	23,34	37,39	39,40	16,41	base	280
176	19,35	23,35	24,36	33,36	17,41	base	279
176	19,35	23,35	33,36	36,40	17,41	base	275
178	23,34	34,35	22,39	33,39	17,41	base	278
178	34,35	34,38	22,39	33,39	17,41	base	282
179	0,5	12,19	30,36	33,40	39,40	base	49
179	0,5	12,19	30,36	35,39	33,40	base	33
179	0,5	12,19	30,36	35,39	39,40	base	32
179	0,5	12,19	35,39	33,40	39,40	base	38
179	0,5	30,36	35,39	33,40	39,40	base	156
179	0,5	4,15	12,19	30,36	33,40	base	44
179	0,5	4,15	12,19	30,36	35,39	base	217
179	0,5	4,15	12,19	30,36	39,40	base	48
179	0,5	4,15	12,19	33,40	39,40	base	46
179	0,5	4,15	12,19	35,39	33,40	base	29
179	0,5	4,15	12,19	35,39	39,40	base	25
179	0,5	4,15	30,36	33,40	39,40	base	141
179	0,5	4,15	30,36	35,39	33,40	base	87
179	0,5	4,15	30,36	35,39	39,40	base	137
179	0,5	4,15	35,39	33,40	39,40	base	139
179	0,5	4,8	6,25	24,34	17,40	base	215
179	12,19	30,36	35,39	33,40	39,40	base	227
179	4,15	12,19	30,36	33,40	39,40	base	59
179	4,15	12,19	30,36	35,39	33,40	base	53
179	4,15	12,19	30,36	35,39	39,40	base	56
179	4,15	12,19	35,39	33,40	39,40	base	55
179	4,15	30,36	35,39	33,40	39,40	base	71
179	4,8	12,19	6,25	24,34	17,40	base	283
179	4,8	6,25	23,27	24,34	17,40	base	252
179	4,8	6,25	24,34	17,40	33,40	base	232
179	4,8	6,25	24,34	30,36	17,40	base	244
179	4,8	6,25	24,34	35,39	17,40	base	230
180	0,5	12,20	15,31	34,40	39,40	base	35
180	0,5	12,20	15,31	36,39	34,40	base	50
180	0,5	12,20	15,31	36,39	39,40	base	37
180	0,5	12,20	36,39	34,40	39,40	base	51
180	0,5	15,31	36,39	34,40	39,40	base	163
180	0,5	4,16	12,20	15,31	34,40	base	60
180	0,5	4,16	12,20	15,31	36,39	base	121
180	0,5	4,16	12,20	15,31	39,40	base	45
180	0,5	4,16	12,20	34,40	39,40	base	47
180	0,5	4,16	12,20	36,39	34,40	base	30
180	0,5	4,16	12,20	36,39	39,40	base	26
180	0,5	4,16	15,31	34,40	39,40	base	142
180	0,5	4,16	15,31	36,39	34,40	base	138
180	0,5	4,16	15,31	36,39	39,40	base	140
180	0,5	4,16	36,39	34,40	39,40	base	136
180	0,5	4,8	6,26	25,35	18,40	base	207
180	12,20	15,31	36,39	34,40	39,40	base	221
180	22,23	16,30	1,34	19,37	34,40	base	129
180	4,16	12,20	15,31	34,40	39,40	base	58
180	4,16	12,20	15,31	36,39	34,40	base	52
180	4,16	12,20	15,31	36,39	39,40	base	54
180	4,16	12,20	36,39	34,40	39,40	base	57
180	4,16	15,31	36,39	34,40	39,40	base	111
180	4,8	12,20	6,26	25,35	18,40	base	316
180	4,8	6,26	15,31	25,35	18,40	base	231
180	4,8	6,26	24,28	25,35	18,40	base	231
180	4,8	6,26	25,35	18,40	34,40	base	242
180	4,8	6,26	25,35	36,39	18,40	base	243
181	0,6	13,18	19,37	35,37	32,39	base	32
181	0,6	13,18	34,35	19,37	32,39	base	120
181	0,6	13,18	34,35	19,37	35,37	base	34
181	0,6	13,18	34,35	35,37	32,39	base	49
181	0,6	34,35	19,37	35,37	32,39	base	102
181	0,6	4,17	13,18	19,37	32,39	base	217
181	0,6	4,17	13,18	19,37	35,37	base	25
181	0,6	4,17	13,18	34,35	19,37	base	42
181	0,6	4,17	13,18	34,35	32,39	base	44
181	0,6	4,17	13,18	34,35	35,37	base	46
181	0,6	4,17	13,18	35,37	32,39	base	28
181	0,6	4,17	19,37	35,37	32,39	base	137
181	0,6	4,17	34,35	19,37	32,39	base	90
181	0,6	4,17	34,35	19,37	35,37	base	143
181	0,6	4,17	34,35	35,37	32,39	base	141
181	0,6	4,9	3,29	26,36	16,37	base	194
181	1,19	21,23	17,28	22,38	32,39	base	128
181	13,18	34,35	19,37	35,37	32,39	base	122
181	4,17	13,18	19,37	35,37	32,39	base	56
181	4,17	13,18	34,35	19,37	32,39	base	75
181	4,17	13,18	34,35	19,37	35,37	base	64
181	4,17	13,18	34,35	35,37	32,39	base	59
181	4,17	34,35	19,37	35,37	32,39	base	69
181	4,9	13,18	3,29	26,36	16,37	base	258
181	4,9	24,25	3,29	26,36	16,37	base	248
181	4,9	3,29	26,36	16,37	19,37	base	230
181	4,9	3,29	26,36	16,37	32,39	base	241
181	4,9	3,29	34,35	26,36	16,37	base	232
182	0,6	13,20	15,35	19,38	36,38	base	50
182	0,6	13,20	19,33	15,35	19,38	base	119
182	0,6	13,20	19,33	15,35	36,38	base	35
182	0,6	13,20	19,33	19,38	36,38	base	61
182	0,6	19,33	15,35	19,38	36,38	base	160
182	0,6	4,16	13,20	15,35	19,38	base	121
182	0,6	4,16	13,20	15,35	36,38	base	27
182	0,6	4,16	13,20	19,33	15,35	base	45
182	0,6	4,16	13,20	19,33	19,38	base	43
182	0,6	4,16	13,20	19,33	36,38	base	47
182	0,6	4,16	13,20	19,38	36,38	base	30
182	0,6	4,16	15,35	19,38	36,38	base	138
182	0,6	4,16	19,33	15,35	19,38	complement	40
182	0,6	4,16	19,33	15,35	36,38	base	142
182	0,6	4,16	19,33	19,38	36,38	base	134
182	13,20	19,33	15,35	19,38	36,38	base	228
182	22,24	16,29	1,36	36,38	23,39	base	130
182	4,16	13,20	15,35	19,38	36,38	base	52
182	4,16	13,20	19,33	15,35	19,38	base	74
182	4,16	13,20	19,33	15,35	36,38	base	58
182	4,16	13,20	19,33	19,38	36,38	base	63
182	4,16	19,33	15,35	19,38	36,38	base	96
182	4,8	3,31	26,37	18,38	19,38	base	243
183	0,6	13,19	18,33	18,37	31,39	base	120
183	0,6	13,19	18,33	18,37	35,37	base	31
183	0,6	13,19	18,33	35,37	31,39	base	49
183	0,6	13,19	18,37	35,37	31,39	base	33
183	0,6	18,33	18,37	35,37	31,39	base	159
183	0,6	4,15	13,19	18,33	18,37	base	42
183	0,6	4,15	13,19	18,33	31,39	base	48
183	0,6	4,15	13,19	18,33	35,37	base	46
183	0,6	4,15	13,19	18,37	31,39	base	217
183	0,6	4,15	13,19	18,37	35,37	base	29
183	0,6	4,15	13,19	35,37	31,39	base	28
183	0,6	4,15	18,33	18,37	31,39	base	90
183	0,6	4,15	18,33	18,37	35,37	base	133
183	0,6	4,15	18,33	35,37	31,39	base	141
183	0,6	4,15	18,37	35,37	31,39	base	87
183	13,19	18,33	18,37	35,37	31,39	base	125
183	4,15	13,19	18,33	18,37	31,39	base	75
183	4,15	13,19	18,33	18,37	35,37	base	62
183	4,15	13,19	18,33	35,37	31,39	base	59
183	4,15	13,19	18,37	35,37	31,39	base	53
183	4,15	18,33	18,37	35,37	31,39	base	66
183	4,8	3,30	25,36	17,37	18,37	base	230
184	0,6	1,22	20,24	18,29	23,37	base	80
184	0,6	12,19	16,34	22,36	36,40	base	34
184	0,6	12,19	16,34	22,36	38,40	base	218
184	0,6	12,19	16,34	36,40	38,40	base	38
184	0,6	12,19	22,36	36,40	38,40	base	32
184	0,6	16,34	22,36	36,40	38,40	base	165
184	0,6	5,18	12,19	16,34	22,36	base	42
184	0,6	5,18	12,19	16,34	36,40	base	46
184	0,6	5,18	12,19	16,34	38,40	base	29
184	0,6	5,18	12,19	22,36	36,40	base	48
184	0,6	5,18	12,19	22,36	38,40	base	217
184	0,6	5,18	12,19	36,40	38,40	base	28
184	0,6	5,18	16,34	22,36	36,40	base	143
184	0,6	5,18	16,34	22,36	38,40	base	91
184	0,6	5,18	16,34	36,40	38,40	base	139
184	0,6	5,18	22,36	36,40	38,40	base	137
184	0,6	5,9	3,31	27,35	15,36	base	205
184	1,22	20,24	18,29	23,37	22,38	base	131
184	1,22	20,24	18,29	23,37	36,40	base	131
184	1,22	20,24	18,29	23,37	38,40	base	128
184	12,19	1,22	20,24	18,29	23,37	base	16
184	12,19	16,34	22,36	36,40	38,40	base	220
184	5,18	1,22	20,24	18,29	23,37	base	168
184	5,18	12,19	16,34	22,36	36,40	base	64
184	5,18	12,19	16,34	22,36	38,40	base	73
184	5,18	12,19	16,34	36,40	38,40	base	55
184	5,18	12,19	22,36	36,40	38,40	base	56
184	5,18	16,34	22,36	36,40	38,40	base	112
184	5,9	12,19	3,31	27,35	15,36	base	314
184	5,9	25,26	3,31	27,35	15,36	base	232
184	5,9	3,31	16,34	27,35	15,36	base	232
184	5,9	3,31	27,35	15,36	22,36	base	244
184	5,9	3,31	27,35	15,36	38,40	base	241
185	0,6	12,19	16,33	34,37	34,39	base	218
185	0,6	12,19	16,33	34,37	35,37	base	31
185	0,6	12,19	16,33	35,37	34,39	base	38
185	0,6	12,19	34,37	35,37	34,39	base	33
185	0,6	16,33	34,37	35,37	34,39	base	162
185	0,6	5,18	12,19	16,33	34,37	base	42
185	0,6	5,18	12,19	16,33	34,39	base	25
185	0,6	5,18	12,19	16,33	35,37	base	46
185	0,6	5,18	12,19	34,37	34,39	base	217
185	0,6	5,18	12,19	34,37	35,37	base	44
185	0,6	5,18	12,19	35,37	34,39	base	28
185	0,6	5,18	16,33	34,37	34,39	base	91
185	0,6	5,18	16,33	34,37	35,37	base	133
185	0,6	5,18	16,33	35,37	34,39	base	139
185	0,6	5,18	34,37	35,37	34,39	base	87
185	12,19	16,33	34,37	35,37	34,39	base	224
185	20,23	18,28	1,35	35,37	22,38	base	131
185	5,18	12,19	16,33	34,37	34,39	base	73
185	5,18	12,19	16,33	34,37	35,37	base	62
185	5,18	12,19	16,33	35,37	34,39	base	55
185	5,18	12,19	34,37	35,37	34,39	base	53
185	5,18	16,33	34,37	35,37	34,39	base	110
185	5,9	3,30	26,36	15,37	34,37	base	244
186	2,4	20,23	22,24	26,33	26,34	base	240
186	2,4	20,23	22,24	26,33	33,35	base	250
186	2,4	20,23	22,24	26,33	34,35	base	231
186	2,4	20,23	22,24	26,33	37,38	base	251
186	2,4	20,23	22,24	34,35	37,38	base	243
186	2,4	20,23	26,33	26,34	33,35	base	201
186	2,4	20,23	26,33	26,34	37,38	base	202
186	2,4	20,23	26,33	33,35	37,38	base	212
186	2,4	20,23	26,33	34,35	37,38	base	195
186	2,4	22,24	26,33	26,34	33,35	base	234
186	2,4	22,24	26,33	26,34	37,38	base	236
186	2,4	22,24	26,33	33,35	37,38	base	245
186	2,4	22,24	26,33	34,35	37,38	base	229
186	2,4	26,33	26,34	33,35	37,38	base	196
186	2,4	6,17	0,20	21,32	14,36	base	160
186	20,23	22,24	26,33	26,34	33,35	base	310
186	20,23	22,24	26,33	26,34	37,38	base	312
186	20,23	22,24	26,33	33,35	37,38	base	323
186	20,23	22,24	26,33	34,35	37,38	base	284
186	20,23	26,33	26,34	33,35	37,38	base	149
186	22,24	26,33	26,34	33,35	37,38	base	307
186	6,17	0,20	19,21	21,32	14,36	base	60
186	6,17	0,20	20,23	21,32	14,36	base	119
186	6,17	0,20	21,32	14,36	20,38	base	35
186	6,17	0,20	21,32	14,36	37,38	base	50
186	6,17	0,20	21,32	34,35	14,36	base	61
186	6,17	0,20	22,24	21,32	14,36	base	228
186	7,13	5,23	19,29	34,35	12,39	base	61
187	10,21	0,27	22,33	30,36	17,38	base	106
187	10,21	0,27	24,34	30,36	17,38	base	66
187	10,21	0,27	30,36	17,38	24,38	base	69
187	10,21	0,27	30,36	17,38	34,39	base	71
187	10,21	21,23	0,27	30,36	17,38	base	154
187	12,14	10,21	0,27	30,36	17,38	base	59
187	12,14	21,23	24,34	34,39	38,39	base	12
187	2,5	10,21	0,27	30,36	17,38	base	141
187	2,5	12,14	21,23	24,34	34,39	base	5
187	2,5	12,14	21,23	24,34	38,39	base	22
187	2,5	12,14	21,23	34,39	38,39	base	3
187	2,5	12,14	24,34	34,39	38,39	base	1
187	2,5	21,23	24,34	34,39	38,39	base	86
187	8,23	18,24	1,28	24,34	29,37	base	66
189	2,4	21,22	24,31	24,34	31,35	base	238
189	2,4	21,22	24,31	24,34	37,38	base	239
189	2,4	21,22	24,31	31,35	37,38	base	249
189	2,4	21,22	24,31	32,33	24,34	base	235
189	2,4	21,22	24,31	32,33	31,35	base	246
189	2,4	21,22	24,31	32,33	34,35	base	232
189	2,4	21,22	24,31	32,33	37,38	base	248
189	2,4	21,22	24,31	34,35	37,38	base	230
189	2,4	21,22	32,33	34,35	37,38	base	241
189	2,4	24,31	24,34	31,35	37,38	base	200
189	2,4	24,31	32,33	24,34	31,35	base	197
189	2,4	24,31	32,33	24,34	37,38	base	199
189	2,4	24,31	32,33	31,35	37,38	base	208
189	2,4	24,31	32,33	34,35	37,38	base	194
189	2,4	6,17	20,30	1,32	14,36	base	100
189	21,22	24,31	24,34	31,35	37,38	base	311
189	21,22	24,31	32,33	24,34	31,35	base	306
189	21,22	24,31	32,33	24,34	37,38	base	308
189	21,22	24,31	32,33	31,35	37,38	base	319
