orbit,packings,calls1,calls2,calls3,calls4,candidates1,candidates2,candidates3,candidates4,found
531,3092,0,3,534,3092,0,0,3,534,0
532,24,0,0,9,24,0,0,0,9,0
533,367,0,1,89,367,0,0,1,89,0
534,2125,0,6,469,2125,0,0,6,469,0
535,4134,0,6,821,4134,0,0,6,821,0
536,945,0,4,256,945,0,0,4,256,0
537,2188,0,2,363,2188,0,0,2,363,0
538,1217,0,6,346,1217,0,0,6,346,0
539,10977,0,12,1514,10977,0,0,12,1514,0
540,881,0,2,255,881,0,0,2,255,0
541,5159,0,10,955,5159,0,0,10,955,0
542,1266,0,6,267,1266,0,0,6,267,0
543,498,0,1,122,498,0,0,1,122,0
544,364,0,0,89,364,0,0,0,89,0
545,251,0,0,72,251,0,0,0,72,0
546,1344,0,4,277,1344,0,0,4,277,0
547,653,0,0,113,653,0,0,0,113,0
548,883,0,1,234,883,0,0,1,234,0
549,1834,0,3,407,1834,0,0,3,407,0
550,6772,0,12,1027,6772,0,0,12,1027,0
551,148,0,0,29,148,0,0,0,29,0
552,4266,0,8,877,4266,0,0,8,877,0
553,2150,0,2,438,2150,0,0,2,438,0
554,2575,0,1,466,2575,0,0,1,466,0
555,761,0,3,217,761,0,0,3,217,0
556,124,0,0,39,124,0,0,0,39,0
557,215,0,2,39,215,0,0,2,39,0
558,5295,0,10,830,5295,0,0,10,830,0
559,2706,0,5,444,2706,0,0,5,444,0
560,201,0,0,53,201,0,0,0,53,0
561,630,0,3,151,630,0,0,3,151,0
562,251,0,0,54,251,0,0,0,54,0
563,2648,0,4,536,2648,0,0,4,536,0
564,131,0,0,55,131,0,0,0,55,0
565,3097,0,5,728,3097,0,0,5,728,0
566,6865,0,16,1186,6865,0,0,16,1186,0
567,69,0,2,21,69,0,0,2,21,0
568,833,0,0,187,833,0,0,0,187,0
569,5753,0,9,894,5753,0,0,9,894,0
570,93,0,1,39,93,0,0,1,39,0
571,128,0,0,27,128,0,0,0,27,0
572,110,0,0,17,110,0,0,0,17,0
573,2992,0,4,485,2992,0,0,4,485,0
574,758,0,2,177,758,0,0,2,177,0
575,447,0,0,94,447,0,0,0,94,0
576,1242,0,1,288,1242,0,0,1,288,0
577,1527,0,2,231,1527,0,0,2,231,0
578,8813,0,16,1648,8813,0,0,16,1648,0
579,2311,0,1,514,2311,0,0,1,514,0
580,3740,0,0,581,3740,0,0,0,581,0
581,2448,0,6,471,2448,0,0,6,471,0
582,2469,0,2,488,2469,0,0,2,488,0
583,1819,0,2,337,1819,0,0,2,337,0
584,589,0,1,129,589,0,0,1,129,0
585,2444,0,6,510,2444,0,0,6,510,0
586,1003,0,1,236,1003,0,0,1,236,0
587,4104,0,8,563,4104,0,0,8,563,0
588,2282,0,8,497,2282,0,0,8,497,0
589,2163,0,5,372,2163,0,0,5,372,0
590,2225,0,9,354,2225,0,0,9,354,0
591,2196,0,4,431,2196,0,0,4,431,0
592,337,0,0,70,337,0,0,0,70,0
593,433,0,1,119,433,0,0,1,119,0
594,587,0,1,122,587,0,0,1,122,0
595,6308,0,10,1113,6308,0,0,10,1113,0
596,1713,0,5,345,1713,0,0,5,345,0
597,5466,0,9,927,5466,0,0,9,927,0
598,1038,0,1,241,1038,0,0,1,241,0
599,480,0,2,109,480,0,0,2,109,0
600,879,0,1,127,879,0,0,1,127,0
601,2471,0,5,425,2471,0,0,5,425,0
602,670,0,2,96,670,0,0,2,96,0
603,701,0,2,152,701,0,0,2,152,0
604,992,0,0,146,992,0,0,0,146,0
605,345,0,1,53,345,0,0,1,53,0
606,1397,0,1,231,1397,0,0,1,231,0
607,2348,0,5,380,2348,0,0,5,380,0
608,204,0,0,60,204,0,0,0,60,0
609,3202,0,2,437,3202,0,0,2,437,0
610,171,0,1,40,171,0,0,1,40,0
611,226,0,0,38,226,0,0,0,38,0
612,412,0,0,80,412,0,0,0,80,0
613,3379,0,2,461,3379,0,0,2,461,0
614,136,0,2,36,136,0,0,2,36,0
615,8603,0,7,908,8603,0,0,7,908,0
616,1575,0,2,330,1575,0,0,2,330,0
617,1089,0,0,185,1089,0,0,0,185,0
618,1017,0,0,202,1017,0,0,0,202,0
619,555,0,1,99,555,0,0,1,99,0
620,295,0,0,76,295,0,0,0,76,0
621,195,0,0,57,195,0,0,0,57,0
622,36,0,0,9,36,0,0,0,9,0
623,253,0,1,71,253,0,0,1,71,0
624,1296,0,1,209,1296,0,0,1,209,0
625,5822,0,7,892,5822,0,0,7,892,0
626,969,0,4,205,969,0,0,4,205,0
627,650,0,0,124,650,0,0,0,124,0
628,4787,0,6,698,4787,0,0,6,698,0
629,470,0,1,91,470,0,0,1,91,0
630,1347,0,0,235,1347,0,0,0,235,0
631,566,0,1,162,566,0,0,1,162,0
632,68,0,0,13,68,0,0,0,13,0
633,980,0,0,178,980,0,0,0,178,0
634,161,0,0,29,161,0,0,0,29,0
635,47,0,0,11,47,0,0,0,11,0
636,1466,0,2,278,1466,0,0,2,278,0
637,997,0,0,130,997,0,0,0,130,0
638,296,0,0,66,296,0,0,0,66,0
639,3733,0,4,582,3733,0,0,4,582,0
640,805,0,1,127,805,0,0,1,127,0
641,726,0,0,137,726,0,0,0,137,0
642,391,0,2,90,391,0,0,2,90,0
643,3306,0,2,437,3306,0,0,2,437,0
644,381,0,1,73,381,0,0,1,73,0
645,7087,0,2,690,7087,0,0,2,690,0
646,3338,0,5,402,3338,0,0,5,402,0
647,815,0,1,128,815,0,0,1,128,0
648,1473,0,1,268,1473,0,0,1,268,0
649,615,0,1,137,615,0,0,1,137,0
650,663,0,2,135,663,0,0,2,135,0
651,230,0,0,45,230,0,0,0,45,0
652,5547,0,6,924,5547,0,0,6,924,0
653,4596,0,5,642,4596,0,0,5,642,0
654,1661,0,4,259,1661,0,0,4,259,0
655,1819,0,2,309,1819,0,0,2,309,0
656,871,0,1,163,871,0,0,1,163,0
657,1953,0,4,297,1953,0,0,4,297,0
658,1895,0,4,318,1895,0,0,4,318,0
659,266,0,0,60,266,0,0,0,60,0
660,398,0,0,73,398,0,0,0,73,0
661,1836,0,3,247,1836,0,0,3,247,0
662,499,0,1,122,499,0,0,1,122,0
663,330,0,1,64,330,0,0,1,64,0
664,1860,0,5,288,1860,0,0,5,288,0
665,711,0,1,110,711,0,0,1,110,0
666,1455,0,1,238,1455,0,0,1,238,0
667,487,0,0,93,487,0,0,0,93,0
668,445,0,1,90,445,0,0,1,90,0
669,3547,0,1,414,3547,0,0,1,414,0
670,1886,0,4,340,1886,0,0,4,340,0
671,1995,0,4,326,1995,0,0,4,326,0
672,2538,0,2,403,2538,0,0,2,403,0
673,1089,0,1,166,1089,0,0,1,166,0
674,950,0,3,180,950,0,0,3,180,0
675,31,0,0,3,31,0,0,0,3,0
676,103,0,0,19,103,0,0,0,19,0
677,740,0,0,132,740,0,0,0,132,0
678,688,0,1,107,688,0,0,1,107,0
679,2422,0,2,267,2422,0,0,2,267,0
680,329,0,2,71,329,0,0,2,71,0
681,226,0,0,38,226,0,0,0,38,0
682,6433,0,9,1054,6433,0,0,9,1054,0
683,233,0,0,33,233,0,0,0,33,0
684,2214,0,5,343,2214,0,0,5,343,0
685,1957,0,0,310,1957,0,0,0,310,0
686,615,0,0,104,615,0,0,0,104,0
687,513,0,0,97,513,0,0,0,97,0
688,773,0,0,117,773,0,0,0,117,0
689,5726,0,4,752,5726,0,0,4,752,0
690,1309,0,1,214,1309,0,0,1,214,0
691,95,0,0,20,95,0,0,0,20,0
692,3708,0,3,496,3708,0,0,3,496,0
693,110,0,0,24,110,0,0,0,24,0
694,1158,0,1,172,1158,0,0,1,172,0
695,3364,0,4,451,3364,0,0,4,451,0
696,162,0,1,17,162,0,0,1,17,0
697,2357,0,1,217,2357,0,0,1,217,0
698,295,0,0,73,295,0,0,0,73,0
699,870,0,1,118,870,0,0,1,118,0
700,942,0,5,178,942,0,0,5,178,0
701,241,0,0,30,241,0,0,0,30,0
702,206,0,0,49,206,0,0,0,49,0
703,798,0,0,144,798,0,0,0,144,0
704,485,0,0,73,485,0,0,0,73,0
705,162,0,0,32,162,0,0,0,32,0
706,117,0,0,13,117,0,0,0,13,0
707,305,0,0,66,305,0,0,0,66,0
708,5523,0,5,530,5523,0,0,5,530,0
709,2187,0,1,327,2187,0,0,1,327,0
710,107,0,1,23,107,0,0,1,23,0
711,366,0,1,64,366,0,0,1,64,0
712,3272,0,2,371,3272,0,0,2,371,0
713,1660,0,1,204,1660,0,0,1,204,0
714,1883,0,1,224,1883,0,0,1,224,0
715,298,0,1,57,298,0,0,1,57,0
716,280,0,0,56,280,0,0,0,56,0
717,2639,0,1,329,2639,0,0,1,329,0
718,3961,0,3,323,3961,0,0,3,323,0
719,767,0,0,87,767,0,0,0,87,0
720,497,0,1,78,497,0,0,1,78,0
721,176,0,0,30,176,0,0,0,30,0
722,463,0,0,61,463,0,0,0,61,0
723,239,0,0,46,239,0,0,0,46,0
724,571,0,0,79,571,0,0,0,79,0
725,325,0,0,55,325,0,0,0,55,0
726,143,0,0,15,143,0,0,0,15,0
727,4298,0,3,531,4298,0,0,3,531,0
728,3097,0,0,318,3097,0,0,0,318,0
729,348,0,1,50,348,0,0,1,50,0
730,119,0,0,25,119,0,0,0,25,0
731,1194,0,3,173,1194,0,0,3,173,0
732,1129,0,0,132,1129,0,0,0,132,0
733,2503,0,0,264,2503,0,0,0,264,0
734,824,0,0,110,824,0,0,0,110,0
735,910,0,0,145,910,0,0,0,145,0
736,1947,0,1,253,1947,0,0,1,253,0
737,329,0,0,61,329,0,0,0,61,0
738,2186,0,0,227,2186,0,0,0,227,0
739,2083,0,2,240,2083,0,0,2,240,0
740,1411,0,2,218,1411,0,0,2,218,0
741,284,0,1,59,284,0,0,1,59,0
742,918,0,2,169,918,0,0,2,169,0
743,766,0,0,122,766,0,0,0,122,0
744,1004,0,0,179,1004,0,0,0,179,0
745,1151,0,1,156,1151,0,0,1,156,0
746,786,0,1,98,786,0,0,1,98,0
747,112,0,0,20,112,0,0,0,20,0
748,92,0,0,18,92,0,0,0,18,0
749,670,0,0,121,670,0,0,0,121,0
750,1369,0,1,190,1369,0,0,1,190,0
751,825,0,0,74,825,0,0,0,74,0
752,165,0,0,26,165,0,0,0,26,0
753,2332,0,3,305,2332,0,0,3,305,0
754,13,0,0,3,13,0,0,0,3,0
755,1901,0,0,216,1901,0,0,0,216,0
756,1566,0,3,183,1566,0,0,3,183,0
757,772,0,0,80,772,0,0,0,80,0
758,924,0,0,137,924,0,0,0,137,0
759,146,0,0,27,146,0,0,0,27,0
760,539,0,0,72,539,0,0,0,72,0
761,807,0,0,93,807,0,0,0,93,0
762,289,0,0,54,289,0,0,0,54,0
763,989,0,0,113,989,0,0,0,113,0
764,36,0,0,7,36,0,0,0,7,0
765,316,0,0,49,316,0,0,0,49,0
766,757,0,0,137,757,0,0,0,137,0
767,359,0,1,51,359,0,0,1,51,0
768,690,0,1,111,690,0,0,1,111,0
769,484,0,0,73,484,0,0,0,73,0
770,401,0,1,49,401,0,0,1,49,0
771,338,0,1,71,338,0,0,1,71,0
772,4990,0,4,419,4990,0,0,4,419,0
773,894,0,0,146,894,0,0,0,146,0
774,922,0,1,147,922,0,0,1,147,0
775,1983,0,2,258,1983,0,0,2,258,0
776,521,0,1,76,521,0,0,1,76,0
777,895,0,0,115,895,0,0,0,115,0
778,152,0,0,16,152,0,0,0,16,0
779,3664,0,2,373,3664,0,0,2,373,0
780,39,0,0,15,39,0,0,0,15,0
781,50,0,0,6,50,0,0,0,6,0
782,256,0,0,30,256,0,0,0,30,0
783,2466,0,1,203,2466,0,0,1,203,0
784,484,0,0,69,484,0,0,0,69,0
785,457,0,0,55,457,0,0,0,55,0
786,175,0,0,24,175,0,0,0,24,0
787,1000,0,1,146,1000,0,0,1,146,0
788,303,0,1,37,303,0,0,1,37,0
789,237,0,0,23,237,0,0,0,23,0
790,1484,0,0,115,1484,0,0,0,115,0
791,92,0,0,17,92,0,0,0,17,0
792,412,0,2,41,412,0,0,2,41,0
793,310,0,0,29,310,0,0,0,29,0
794,149,0,0,25,149,0,0,0,25,0
795,416,0,0,58,416,0,0,0,58,0
796,984,0,2,109,984,0,0,2,109,0
797,933,0,0,138,933,0,0,0,138,0
798,1162,0,1,148,1162,0,0,1,148,0
799,485,0,0,60,485,0,0,0,60,0
800,193,0,0,46,193,0,0,0,46,0
801,174,0,0,43,174,0,0,0,43,0
802,652,0,0,89,652,0,0,0,89,0
803,531,0,0,81,531,0,0,0,81,0
804,1194,0,0,113,1194,0,0,0,113,0
805,467,0,0,50,467,0,0,0,50,0
806,778,0,1,107,778,0,0,1,107,0
807,96,0,0,17,96,0,0,0,17,0
808,211,0,0,26,211,0,0,0,26,0
809,856,0,1,83,856,0,0,1,83,0
810,3674,0,1,362,3674,0,0,1,362,0
811,865,0,1,106,865,0,0,1,106,0
812,1167,0,1,125,1167,0,0,1,125,0
813,521,0,0,75,521,0,0,0,75,0
814,276,0,0,38,276,0,0,0,38,0
815,2112,0,1,149,2112,0,0,1,149,0
816,145,0,0,26,145,0,0,0,26,0
817,269,0,0,43,269,0,0,0,43,0
818,515,0,0,93,515,0,0,0,93,0
819,560,0,1,110,560,0,0,1,110,0
820,584,0,0,85,584,0,0,0,85,0
821,50,0,0,6,50,0,0,0,6,0
822,582,0,0,77,582,0,0,0,77,0
823,485,0,1,63,485,0,0,1,63,0
824,1042,0,0,108,1042,0,0,0,108,0
825,656,0,0,107,656,0,0,0,107,0
826,405,0,0,60,405,0,0,0,60,0
827,4536,0,0,257,4536,0,0,0,257,0
828,376,0,0,42,376,0,0,0,42,0
829,1633,0,1,155,1633,0,0,1,155,0
830,834,0,0,81,834,0,0,0,81,0
831,457,0,0,40,457,0,0,0,40,0
832,272,0,0,34,272,0,0,0,34,0
833,353,0,0,29,353,0,0,0,29,0
834,706,0,1,80,706,0,0,1,80,0
835,1057,0,1,125,1057,0,0,1,125,0
836,219,0,0,35,219,0,0,0,35,0
837,725,0,1,98,725,0,0,1,98,0
838,1928,0,1,200,1928,0,0,1,200,0
839,374,0,0,50,374,0,0,0,50,0
840,936,0,1,149,936,0,0,1,149,0
841,206,0,0,26,206,0,0,0,26,0
842,2775,0,1,231,2775,0,0,1,231,0
843,201,0,0,31,201,0,0,0,31,0
844,67,0,0,12,67,0,0,0,12,0
845,609,0,1,82,609,0,0,1,82,0
846,157,0,0,24,157,0,0,0,24,0
847,488,0,0,61,488,0,0,0,61,0
848,335,0,0,38,335,0,0,0,38,0
849,279,0,0,44,279,0,0,0,44,0
850,79,0,0,8,79,0,0,0,8,0
851,542,0,0,73,542,0,0,0,73,0
852,565,0,0,79,565,0,0,0,79,0
853,224,0,0,32,224,0,0,0,32,0
854,1366,0,1,188,1366,0,0,1,188,0
855,424,0,0,51,424,0,0,0,51,0
856,29,0,0,5,29,0,0,0,5,0
857,1094,0,0,144,1094,0,0,0,144,0
858,564,0,0,73,564,0,0,0,73,0
859,704,0,0,104,704,0,0,0,104,0
860,46,0,0,10,46,0,0,0,10,0
861,359,0,0,26,359,0,0,0,26,0
862,800,0,0,85,800,0,0,0,85,0
863,45,0,0,3,45,0,0,0,3,0
864,264,0,0,46,264,0,0,0,46,0
865,435,0,0,55,435,0,0,0,55,0
866,814,0,1,83,814,0,0,1,83,0
867,2463,0,2,247,2463,0,0,2,247,0
868,3037,0,2,306,3037,0,0,2,306,0
869,383,0,0,32,383,0,0,0,32,0
870,148,0,0,28,148,0,0,0,28,0
871,254,0,1,36,254,0,0,1,36,0
872,3,0,0,2,3,0,0,0,2,0
873,737,0,0,68,737,0,0,0,68,0
874,360,0,0,31,360,0,0,0,31,0
875,39,0,0,3,39,0,0,0,3,0
876,526,0,0,59,526,0,0,0,59,0
877,374,0,0,36,374,0,0,0,36,0
878,1650,0,0,164,1650,0,0,0,164,0
879,1474,0,0,157,1474,0,0,0,157,0
880,384,0,1,39,384,0,0,1,39,0
881,595,0,0,65,595,0,0,0,65,0
882,132,0,0,23,132,0,0,0,23,0
883,447,0,0,57,447,0,0,0,57,0
884,1517,0,0,145,1517,0,0,0,145,0
885,16,0,0,2,16,0,0,0,2,0
886,1051,0,2,88,1051,0,0,2,88,0
887,281,0,0,23,281,0,0,0,23,0
888,72,0,0,8,72,0,0,0,8,0
889,2220,0,0,117,2220,0,0,0,117,0
890,616,0,0,69,616,0,0,0,69,0
891,21,0,1,11,21,0,0,1,11,0
892,42,0,0,4,42,0,0,0,4,0
893,721,0,0,74,721,0,0,0,74,0
894,778,0,1,99,778,0,0,1,99,0
895,3247,0,3,284,3247,0,0,3,284,0
896,266,0,0,34,266,0,0,0,34,0
897,231,0,0,48,231,0,0,0,48,0
898,538,0,0,42,538,0,0,0,42,0
899,439,0,1,67,439,0,0,1,67,0
900,3049,0,0,298,3049,0,0,0,298,0
901,4231,0,1,441,4231,0,0,1,441,0
902,1558,0,1,166,1558,0,0,1,166,0
903,152,0,0,14,152,0,0,0,14,0
904,144,0,0,19,144,0,0,0,19,0
905,138,0,0,9,138,0,0,0,9,0
906,694,0,0,47,694,0,0,0,47,0
907,526,0,0,44,526,0,0,0,44,0
908,273,0,0,31,273,0,0,0,31,0
909,456,0,0,53,456,0,0,0,53,0
910,100,0,0,13,100,0,0,0,13,0
911,275,0,0,32,275,0,0,0,32,0
912,738,0,0,67,738,0,0,0,67,0
913,1152,0,0,77,1152,0,0,0,77,0
914,1166,0,0,102,1166,0,0,0,102,0
915,872,0,0,57,872,0,0,0,57,0
916,119,0,2,21,119,0,0,2,21,0
917,116,0,1,21,116,0,0,1,21,0
918,205,0,0,26,205,0,0,0,26,0
919,535,0,0,41,535,0,0,0,41,0
920,1332,0,0,138,1332,0,0,0,138,0
921,908,0,0,71,908,0,0,0,71,0
922,881,0,0,60,881,0,0,0,60,0
923,261,0,0,34,261,0,0,0,34,0
924,376,0,0,42,376,0,0,0,42,0
925,710,0,0,77,710,0,0,0,77,0
926,97,0,0,11,97,0,0,0,11,0
927,442,0,0,58,442,0,0,0,58,0
928,513,0,0,46,513,0,0,0,46,0
929,623,0,0,56,623,0,0,0,56,0
930,2306,0,0,152,2306,0,0,0,152,0
931,400,0,0,46,400,0,0,0,46,0
932,332,0,0,28,332,0,0,0,28,0
933,323,0,0,42,323,0,0,0,42,0
934,309,0,0,26,309,0,0,0,26,0
935,3056,0,0,234,3056,0,0,0,234,0
936,579,0,1,66,579,0,0,1,66,0
937,35,0,0,4,35,0,0,0,4,0
938,613,0,0,81,613,0,0,0,81,0
939,93,0,0,14,93,0,0,0,14,0
940,261,0,0,36,261,0,0,0,36,0
941,1216,0,0,123,1216,0,0,0,123,0
942,177,0,0,17,177,0,0,0,17,0
943,564,0,0,52,564,0,0,0,52,0
944,1923,0,1,123,1923,0,0,1,123,0
945,354,0,0,22,354,0,0,0,22,0
946,432,0,0,54,432,0,0,0,54,0
947,2752,0,0,171,2752,0,0,0,171,0
948,347,0,0,32,347,0,0,0,32,0
949,567,0,3,51,567,0,0,3,51,0
950,229,0,0,26,229,0,0,0,26,0
951,141,0,0,10,141,0,0,0,10,0
952,6,0,0,2,6,0,0,0,2,0
953,182,0,0,29,182,0,0,0,29,0
954,411,0,0,47,411,0,0,0,47,0
955,592,0,0,48,592,0,0,0,48,0
956,45,0,0,5,45,0,0,0,5,0
957,643,0,0,77,643,0,0,0,77,0
958,123,0,0,10,123,0,0,0,10,0
959,1882,0,0,170,1882,0,0,0,170,0
960,371,0,0,23,371,0,0,0,23,0
961,733,0,0,57,733,0,0,0,57,0
962,313,0,0,33,313,0,0,0,33,0
963,2112,0,1,169,2112,0,0,1,169,0
964,87,0,0,6,87,0,0,0,6,0
965,473,0,0,55,473,0,0,0,55,0
966,888,0,0,89,888,0,0,0,89,0
967,410,0,1,41,410,0,0,1,41,0
968,102,0,0,11,102,0,0,0,11,0
969,2807,0,0,166,2807,0,0,0,166,0
970,169,0,0,19,169,0,0,0,19,0
971,346,0,0,45,346,0,0,0,45,0
972,1127,0,1,78,1127,0,0,1,78,0
973,179,0,0,28,179,0,0,0,28,0
974,226,0,0,24,226,0,0,0,24,0
975,220,0,0,32,220,0,0,0,32,0
976,214,0,0,21,214,0,0,0,21,0
977,88,0,0,6,88,0,0,0,6,0
978,1120,0,1,106,1120,0,0,1,106,0
979,695,0,0,69,695,0,0,0,69,0
980,1578,0,1,113,1578,0,0,1,113,0
981,455,0,0,33,455,0,0,0,33,0
982,121,0,0,19,121,0,0,0,19,0
983,631,0,1,69,631,0,0,1,69,0
984,1189,0,0,99,1189,0,0,0,99,0
985,1805,0,0,186,1805,0,0,0,186,0
986,788,0,0,67,788,0,0,0,67,0
987,109,0,0,18,109,0,0,0,18,0
988,153,0,0,9,153,0,0,0,9,0
989,67,0,0,7,67,0,0,0,7,0
990,1269,0,1,94,1269,0,0,1,94,0
991,709,0,0,58,709,0,0,0,58,0
992,124,0,0,23,124,0,0,0,23,0
993,481,0,0,48,481,0,0,0,48,0
994,29,0,0,4,29,0,0,0,4,0
995,1225,0,0,90,1225,0,0,0,90,0
996,20,0,0,3,20,0,0,0,3,0
997,285,0,0,25,285,0,0,0,25,0
998,588,0,0,64,588,0,0,0,64,0
999,76,0,0,10,76,0,0,0,10,0
1000,390,0,0,41,390,0,0,0,41,0
1001,792,0,0,80,792,0,0,0,80,0
1002,643,0,0,56,643,0,0,0,56,0
1003,490,0,0,34,490,0,0,0,34,0
1004,583,0,1,59,583,0,0,1,59,0
1005,41,0,0,5,41,0,0,0,5,0
1006,39,0,0,3,39,0,0,0,3,0
1007,515,0,0,30,515,0,0,0,30,0
1008,484,0,0,52,484,0,0,0,52,0
1009,92,0,0,5,92,0,0,0,5,0
1010,33,0,0,2,33,0,0,0,2,0
1011,3560,0,0,143,3560,0,0,0,143,0
1012,771,0,0,58,771,0,0,0,58,0
1013,427,0,0,36,427,0,0,0,36,0
1014,11,0,0,4,11,0,0,0,4,0
1015,1045,0,0,78,1045,0,0,0,78,0
1016,1336,0,0,117,1336,0,0,0,117,0
1017,236,0,1,14,236,0,0,1,14,0
1018,88,0,0,8,88,0,0,0,8,0
1019,208,0,0,17,208,0,0,0,17,0
1020,1804,0,0,161,1804,0,0,0,161,0
1021,213,0,0,32,213,0,0,0,32,0
1022,9,0,0,0,9,0,0,0,0,0
1023,187,0,0,23,187,0,0,0,23,0
1024,343,0,0,38,343,0,0,0,38,0
1025,522,0,1,43,522,0,0,1,43,0
1026,165,0,0,23,165,0,0,0,23,0
1027,34,0,0,2,34,0,0,0,2,0
1028,237,0,0,36,237,0,0,0,36,0
1029,31,0,0,3,31,0,0,0,3,0
1030,623,0,0,22,623,0,0,0,22,0
1031,442,0,1,55,442,0,0,1,55,0
1032,194,0,0,10,194,0,0,0,10,0
1033,433,0,0,36,433,0,0,0,36,0
1034,283,0,0,27,283,0,0,0,27,0
1035,417,0,0,42,417,0,0,0,42,0
1036,315,0,0,36,315,0,0,0,36,0
1037,13,0,0,0,13,0,0,0,0,0
1038,65,0,0,3,65,0,0,0,3,0
1039,829,0,0,52,829,0,0,0,52,0
1040,902,0,1,59,902,0,0,1,59,0
1041,31,0,0,9,31,0,0,0,9,0
1042,328,0,0,28,328,0,0,0,28,0
1043,235,0,0,15,235,0,0,0,15,0
1044,64,0,0,9,64,0,0,0,9,0
1045,164,0,0,18,164,0,0,0,18,0
1046,275,0,0,12,275,0,0,0,12,0
1047,90,0,0,7,90,0,0,0,7,0
1048,52,0,0,2,52,0,0,0,2,0
1049,626,0,1,69,626,0,0,1,69,0
1050,704,0,0,42,704,0,0,0,42,0
1051,177,0,0,11,177,0,0,0,11,0
1052,377,0,0,33,377,0,0,0,33,0
1053,226,0,0,14,226,0,0,0,14,0
1054,214,0,0,23,214,0,0,0,23,0
1055,697,0,0,40,697,0,0,0,40,0
1056,153,0,0,12,153,0,0,0,12,0
1057,436,0,0,42,436,0,0,0,42,0
1058,1602,0,0,92,1602,0,0,0,92,0
1059,407,0,0,27,407,0,0,0,27,0
1060,157,0,0,12,157,0,0,0,12,0
1061,63,0,0,6,63,0,0,0,6,0
1062,589,0,0,50,589,0,0,0,50,0
1063,2,0,0,0,2,0,0,0,0,0
1064,142,0,0,14,142,0,0,0,14,0
1065,31,0,0,5,31,0,0,0,5,0
1066,396,0,0,30,396,0,0,0,30,0
1067,119,0,0,13,119,0,0,0,13,0
1068,686,0,0,41,686,0,0,0,41,0
1069,313,0,0,29,313,0,0,0,29,0
1070,196,0,0,17,196,0,0,0,17,0
1071,76,0,0,15,76,0,0,0,15,0
1072,695,0,0,55,695,0,0,0,55,0
1073,173,0,0,21,173,0,0,0,21,0
1074,229,0,0,19,229,0,0,0,19,0
1075,643,0,0,70,643,0,0,0,70,0
1076,208,0,0,13,208,0,0,0,13,0
1077,120,0,0,6,120,0,0,0,6,0
1078,86,0,0,9,86,0,0,0,9,0
1079,142,0,0,15,142,0,0,0,15,0
1080,288,0,0,29,288,0,0,0,29,0
1081,142,0,0,6,142,0,0,0,6,0
1082,188,0,0,17,188,0,0,0,17,0
1083,422,0,0,49,422,0,0,0,49,0
1084,511,0,0,53,511,0,0,0,53,0
1085,117,0,0,7,117,0,0,0,7,0
1086,69,0,0,8,69,0,0,0,8,0
1087,409,0,0,27,409,0,0,0,27,0
1088,26,0,0,4,26,0,0,0,4,0
1089,221,0,0,29,221,0,0,0,29,0
1090,14,0,0,1,14,0,0,0,1,0
1091,84,0,0,7,84,0,0,0,7,0
1092,269,0,0,34,269,0,0,0,34,0
1093,173,0,0,30,173,0,0,0,30,0
1094,955,0,0,62,955,0,0,0,62,0
1095,340,0,0,24,340,0,0,0,24,0
1096,227,0,0,27,227,0,0,0,27,0
1097,87,0,0,7,87,0,0,0,7,0
1098,29,0,0,2,29,0,0,0,2,0
1099,555,0,0,33,555,0,0,0,33,0
1100,286,0,0,21,286,0,0,0,21,0
1101,14,0,0,0,14,0,0,0,0,0
1102,2405,0,0,115,2405,0,0,0,115,0
1103,97,0,0,8,97,0,0,0,8,0
1104,15,0,0,2,15,0,0,0,2,0
1105,1157,0,1,75,1157,0,0,1,75,0
1106,247,0,0,24,247,0,0,0,24,0
1107,235,0,0,14,235,0,0,0,14,0
1108,7,0,0,1,7,0,0,0,1,0
1109,1827,0,0,106,1827,0,0,0,106,0
1110,916,0,0,54,916,0,0,0,54,0
1111,302,0,0,28,302,0,0,0,28,0
1112,1220,0,0,100,1220,0,0,0,100,0
1113,127,0,0,12,127,0,0,0,12,0
1114,225,0,0,8,225,0,0,0,8,0
1115,109,0,0,11,109,0,0,0,11,0
1116,280,0,0,28,280,0,0,0,28,0
1117,464,0,0,23,464,0,0,0,23,0
1118,118,0,0,14,118,0,0,0,14,0
1119,120,0,0,5,120,0,0,0,5,0
1120,162,0,0,20,162,0,0,0,20,0
1121,14,0,0,1,14,0,0,0,1,0
1122,71,0,0,7,71,0,0,0,7,0
1123,125,0,0,11,125,0,0,0,11,0
1124,75,0,0,13,75,0,0,0,13,0
1125,177,0,0,19,177,0,0,0,19,0
1126,528,0,0,34,528,0,0,0,34,0
1127,1061,0,0,81,1061,0,0,0,81,0
1128,376,0,0,37,376,0,0,0,37,0
1129,164,0,0,14,164,0,0,0,14,0
1130,4,0,0,1,4,0,0,0,1,0
1131,276,0,0,23,276,0,0,0,23,0
1132,35,0,0,6,35,0,0,0,6,0
1133,261,0,0,33,261,0,0,0,33,0
1134,2583,0,0,102,2583,0,0,0,102,0
1135,342,0,0,28,342,0,0,0,28,0
1136,17,0,0,1,17,0,0,0,1,0
1137,36,0,0,2,36,0,0,0,2,0
1138,66,0,0,3,66,0,0,0,3,0
1139,211,0,0,9,211,0,0,0,9,0
1140,91,0,0,14,91,0,0,0,14,0
1141,26,0,0,4,26,0,0,0,4,0
1142,233,0,0,25,233,0,0,0,25,0
