parent	edge_1	edge_2	edge_3	target_kind	target_index
72	13,15	16,35	37,38	base	55
72	13,15	20,28	16,35	base	64
72	13,15	20,28	20,38	base	75
72	13,15	20,28	24,33	base	122
72	13,15	20,28	37,38	base	59
72	13,15	20,38	37,38	base	53
72	13,15	24,33	16,35	base	220
72	13,15	24,33	20,38	base	81
72	13,15	24,33	37,38	base	227
72	16,35	20,38	37,38	base	110
72	20,28	16,35	20,38	base	97
72	20,28	16,35	37,38	base	106
72	20,28	20,38	37,38	base	66
72	20,28	24,33	16,35	base	117
72	20,28	24,33	20,38	base	180
72	20,28	24,33	37,38	base	154
72	24,33	16,35	20,38	base	98
72	24,33	16,35	37,38	base	114
72	24,33	20,38	37,38	base	155
73	0,2	22,34	32,41	base	183
73	0,2	22,34	35,41	base	181
73	0,2	22,34	36,37	base	99
73	0,2	23,32	22,34	base	179
73	0,2	23,32	32,41	base	107
73	0,2	23,32	35,41	base	96
73	0,2	23,32	36,37	base	67
73	0,2	32,41	35,41	base	111
73	0,2	36,37	32,41	base	72
73	0,2	36,37	35,41	base	70
73	0,2	5,6	22,34	base	103
73	0,2	5,6	23,32	complement	40
73	0,2	5,6	32,41	base	140
73	0,2	5,6	35,41	base	138
73	0,2	5,6	36,37	base	135
73	22,34	32,41	35,41	base	221
73	22,34	36,37	32,41	base	226
73	22,34	36,37	35,41	base	124
73	23,32	22,34	32,41	base	222
73	23,32	22,34	35,41	base	228
73	23,32	22,34	36,37	base	82
73	23,32	32,41	35,41	base	58
73	23,32	36,37	32,41	base	65
73	23,32	36,37	35,41	base	63
73	36,37	32,41	35,41	base	57
73	5,6	22,34	32,41	base	37
73	5,6	22,34	35,41	base	50
73	5,6	22,34	36,37	base	219
73	5,6	23,32	22,34	base	119
73	5,6	23,32	32,41	base	45
73	5,6	23,32	35,41	base	60
73	5,6	23,32	36,37	base	43
73	5,6	32,41	35,41	base	27
73	5,6	36,37	32,41	base	26
73	5,6	36,37	35,41	base	30
74	0,2	22,32	33,41	base	116
74	0,2	22,32	34,36	base	180
74	0,2	22,32	35,37	base	98
74	0,2	22,32	37,41	base	117
74	0,2	33,41	37,41	base	106
74	0,2	34,36	33,41	base	66
74	0,2	34,36	35,37	base	109
74	0,2	34,36	37,41	base	69
74	0,2	35,37	33,41	base	110
74	0,2	35,37	37,41	base	112
74	0,2	5,6	22,32	base	100
74	0,2	5,6	33,41	base	133
74	0,2	5,6	34,36	base	90
74	0,2	5,6	35,37	base	91
74	0,2	5,6	37,41	base	143
74	22,32	33,41	37,41	base	223
74	22,32	34,36	33,41	base	125
74	22,32	34,36	35,37	base	81
74	22,32	34,36	37,41	base	122
74	22,32	35,37	33,41	base	224
74	22,32	35,37	37,41	base	220
74	34,36	33,41	37,41	base	59
74	34,36	35,37	33,41	base	53
74	34,36	35,37	37,41	base	56
74	35,37	33,41	37,41	base	55
74	5,6	22,32	33,41	base	31
74	5,6	22,32	34,36	base	120
74	5,6	22,32	35,37	base	218
74	5,6	22,32	37,41	base	34
74	5,6	33,41	37,41	base	46
74	5,6	34,36	33,41	base	44
74	5,6	34,36	35,37	base	217
74	5,6	34,36	37,41	base	48
74	5,6	35,37	33,41	base	29
74	5,6	35,37	37,41	base	25
75	0,2	20,32	23,34	base	179
75	0,2	20,32	35,41	base	96
75	0,2	20,32	36,37	base	108
75	0,2	20,32	37,41	base	107
75	0,2	23,34	35,41	base	184
75	0,2	23,34	36,37	base	99
75	0,2	23,34	37,41	base	185
75	0,2	35,41	37,41	base	68
75	0,2	36,37	35,41	base	70
75	0,2	36,37	37,41	base	72
75	0,2	5,6	20,32	complement	40
75	0,2	5,6	23,34	base	105
75	0,2	5,6	35,41	base	134
75	0,2	5,6	36,37	base	135
75	0,2	5,6	37,41	base	88
75	20,32	23,34	35,41	base	228
75	20,32	23,34	36,37	base	83
75	20,32	23,34	37,41	base	222
75	20,32	35,41	37,41	base	58
75	20,32	36,37	35,41	base	52
75	20,32	36,37	37,41	base	54
75	23,34	35,41	37,41	base	123
75	23,34	36,37	35,41	base	124
75	23,34	36,37	37,41	base	226
75	36,37	35,41	37,41	base	57
75	5,6	20,32	23,34	base	119
75	5,6	20,32	35,41	base	60
75	5,6	20,32	36,37	base	121
75	5,6	20,32	37,41	base	45
75	5,6	23,34	35,41	base	61
75	5,6	23,34	36,37	base	219
75	5,6	23,34	37,41	base	36
75	5,6	35,41	37,41	base	47
75	5,6	36,37	35,41	base	30
75	5,6	36,37	37,41	base	26
76	0,2	20,33	22,36	base	98
76	0,2	20,33	24,34	base	97
76	0,2	20,33	34,41	base	112
76	0,2	20,33	37,41	base	110
76	0,2	22,36	34,41	base	182
76	0,2	22,36	37,41	base	155
76	0,2	24,34	22,36	base	180
76	0,2	24,34	34,41	base	69
76	0,2	24,34	37,41	base	66
76	0,2	34,41	37,41	base	71
76	0,2	5,6	20,33	base	91
76	0,2	5,6	22,36	base	101
76	0,2	5,6	24,34	base	90
76	0,2	5,6	34,41	base	137
76	0,2	5,6	37,41	base	87
76	20,33	22,36	34,41	base	220
76	20,33	22,36	37,41	base	224
76	20,33	24,34	22,36	base	84
76	20,33	24,34	34,41	base	64
76	20,33	24,34	37,41	base	62
76	20,33	34,41	37,41	base	55
76	22,36	34,41	37,41	base	227
76	24,34	22,36	34,41	base	122
76	24,34	22,36	37,41	base	125
76	24,34	34,41	37,41	base	59
76	5,6	20,33	22,36	base	218
76	5,6	20,33	24,34	base	42
76	5,6	20,33	34,41	base	25
76	5,6	20,33	37,41	base	29
76	5,6	22,36	34,41	base	32
76	5,6	22,36	37,41	base	33
76	5,6	24,34	22,36	base	120
76	5,6	24,34	34,41	base	48
76	5,6	24,34	37,41	base	44
76	5,6	34,41	37,41	base	28
77	16,17	20,22	21,23	base	5
77	16,17	20,22	22,23	base	22
77	16,17	20,22	24,25	base	12
77	16,17	21,23	22,23	base	22
77	16,17	21,23	24,25	base	12
77	16,17	22,23	24,25	base	14
77	2,3	16,17	20,22	base	1
77	2,3	16,17	21,23	base	1
77	2,3	16,17	22,23	base	8
77	2,3	16,17	24,25	base	17
77	2,3	20,22	21,23	base	93
77	2,3	20,22	22,23	base	89
77	2,3	20,22	24,25	base	118
77	2,3	21,23	22,23	base	89
77	2,3	21,23	24,25	base	118
77	2,3	22,23	24,25	base	169
77	20,22	21,23	22,23	base	80
77	20,22	21,23	24,25	base	128
77	20,22	22,23	24,25	base	131
77	21,23	22,23	24,25	base	131
78	16,17	20,34	21,35	base	6
78	16,17	20,34	34,35	base	21
78	16,17	21,35	34,35	base	21
78	16,17	22,23	20,34	base	0
78	16,17	22,23	21,35	base	0
78	16,17	22,23	34,35	base	13
78	2,3	16,17	20,34	base	2
78	2,3	16,17	21,35	base	2
78	2,3	16,17	22,23	base	18
78	2,3	16,17	34,35	base	7
78	2,3	20,34	21,35	base	94
78	2,3	20,34	34,35	base	132
78	2,3	21,35	34,35	base	132
78	2,3	22,23	20,34	base	187
78	2,3	22,23	21,35	base	187
78	2,3	22,23	34,35	base	166
78	20,34	21,35	34,35	base	79
78	22,23	20,34	21,35	base	129
78	22,23	20,34	34,35	base	130
78	22,23	21,35	34,35	base	130
79	16,17	20,21	32,34	base	12
79	16,17	20,21	33,35	base	12
79	16,17	20,21	34,35	base	16
79	16,17	32,34	33,35	base	3
79	16,17	32,34	34,35	base	22
79	16,17	33,35	34,35	base	22
79	2,3	16,17	20,21	base	19
79	2,3	16,17	32,34	base	1
79	2,3	16,17	33,35	base	1
79	2,3	16,17	34,35	base	10
79	2,3	20,21	32,34	base	118
79	2,3	20,21	33,35	base	118
79	2,3	20,21	34,35	base	168
79	2,3	32,34	33,35	base	92
79	2,3	32,34	34,35	base	89
79	2,3	33,35	34,35	base	89
79	20,21	32,34	33,35	base	126
79	20,21	32,34	34,35	base	131
79	20,21	33,35	34,35	base	131
79	32,34	33,35	34,35	base	78
80	16,17	20,21	32,38	base	0
80	16,17	20,21	33,39	base	0
80	16,17	20,21	38,39	base	15
80	16,17	32,38	33,39	base	4
80	16,17	32,38	38,39	base	21
80	16,17	33,39	38,39	base	21
80	2,3	16,17	20,21	base	20
80	2,3	16,17	32,38	base	2
80	2,3	16,17	33,39	base	2
80	2,3	16,17	38,39	base	9
80	2,3	20,21	32,38	base	187
80	2,3	20,21	33,39	base	187
80	2,3	20,21	38,39	base	167
80	2,3	32,38	33,39	base	95
80	2,3	32,38	38,39	base	132
80	2,3	33,39	38,39	base	132
80	20,21	32,38	33,39	base	127
80	20,21	32,38	38,39	base	130
80	20,21	33,39	38,39	base	130
80	32,38	33,39	38,39	base	77
81	0,2	22,33	31,41	base	183
81	0,2	22,33	37,41	base	181
81	0,2	27,31	22,33	base	179
81	0,2	27,31	31,41	base	185
81	0,2	27,31	37,41	base	184
81	0,2	3,6	22,33	base	103
81	0,2	3,6	27,31	base	105
81	0,2	3,6	31,41	base	104
81	0,2	3,6	37,41	base	158
81	0,2	3,6	7,19	base	135
81	0,2	31,41	37,41	base	113
81	0,2	7,19	22,33	base	108
81	0,2	7,19	27,31	base	67
81	0,2	7,19	31,41	base	72
81	0,2	7,19	37,41	base	70
81	22,33	31,41	37,41	base	221
81	27,31	22,33	31,41	base	222
81	27,31	22,33	37,41	base	228
81	27,31	31,41	37,41	base	123
81	3,6	22,33	31,41	base	37
81	3,6	22,33	37,41	base	50
81	3,6	27,31	22,33	base	119
81	3,6	27,31	31,41	base	36
81	3,6	27,31	37,41	base	61
81	3,6	31,41	37,41	base	51
81	3,6	7,19	22,33	base	121
81	3,6	7,19	27,31	base	43
81	3,6	7,19	31,41	base	26
81	3,6	7,19	37,41	base	30
81	7,19	22,33	31,41	base	54
81	7,19	22,33	37,41	base	52
81	7,19	27,31	22,33	base	74
81	7,19	27,31	31,41	base	65
81	7,19	27,31	37,41	base	63
81	7,19	31,41	37,41	base	57
82	0,2	22,31	35,41	base	116
82	0,2	22,31	36,37	base	98
82	0,2	22,31	37,41	base	117
82	0,2	3,6	22,31	base	100
82	0,2	3,6	35,41	base	159
82	0,2	3,6	36,37	base	101
82	0,2	3,6	37,41	base	102
82	0,2	3,6	7,19	base	90
82	0,2	35,41	37,41	base	154
82	0,2	36,37	35,41	base	155
82	0,2	36,37	37,41	base	182
82	0,2	7,19	22,31	base	97
82	0,2	7,19	35,41	base	66
82	0,2	7,19	36,37	base	109
82	0,2	7,19	37,41	base	69
82	22,31	35,41	37,41	base	223
82	22,31	36,37	35,41	base	224
82	22,31	36,37	37,41	base	220
82	3,6	22,31	35,41	base	31
82	3,6	22,31	36,37	base	218
82	3,6	22,31	37,41	base	34
82	3,6	35,41	37,41	base	49
82	3,6	36,37	35,41	base	33
82	3,6	36,37	37,41	base	32
82	3,6	7,19	22,31	base	42
82	3,6	7,19	35,41	base	44
82	3,6	7,19	36,37	base	217
82	3,6	7,19	37,41	base	48
82	36,37	35,41	37,41	base	227
82	7,19	22,31	35,41	base	62
82	7,19	22,31	36,37	base	73
82	7,19	22,31	37,41	base	64
82	7,19	35,41	37,41	base	59
82	7,19	36,37	35,41	base	53
82	7,19	36,37	37,41	base	56
83	0,2	26,31	31,41	base	117
83	0,2	26,31	35,41	base	116
83	0,2	26,31	36,37	base	180
83	0,2	3,6	26,31	base	100
83	0,2	3,6	31,41	base	165
83	0,2	3,6	35,41	base	162
83	0,2	3,6	36,37	base	101
83	0,2	3,6	7,19	base	91
83	0,2	31,41	35,41	base	114
83	0,2	36,37	31,41	base	182
83	0,2	36,37	35,41	base	155
83	0,2	7,19	26,31	base	97
83	0,2	7,19	31,41	base	112
83	0,2	7,19	35,41	base	110
83	0,2	7,19	36,37	base	109
83	26,31	31,41	35,41	base	223
83	26,31	36,37	31,41	base	122
83	26,31	36,37	35,41	base	125
83	3,6	26,31	31,41	base	34
83	3,6	26,31	35,41	base	31
83	3,6	26,31	36,37	base	120
83	3,6	31,41	35,41	base	38
83	3,6	36,37	31,41	base	32
83	3,6	36,37	35,41	base	33
83	3,6	7,19	26,31	base	42
83	3,6	7,19	31,41	base	25
83	3,6	7,19	35,41	base	29
83	3,6	7,19	36,37	base	217
83	36,37	31,41	35,41	base	227
83	7,19	26,31	31,41	base	64
83	7,19	26,31	35,41	base	62
83	7,19	26,31	36,37	base	75
83	7,19	31,41	35,41	base	55
83	7,19	36,37	31,41	base	56
83	7,19	36,37	35,41	base	53
84	0,2	3,6	33,41	base	160
84	0,2	3,6	34,36	base	105
84	0,2	3,6	35,37	base	103
84	0,2	3,6	37,41	base	164
84	0,2	3,6	7,19	complement	40
84	0,2	33,41	37,41	base	115
84	0,2	34,36	33,41	base	184
84	0,2	34,36	35,37	base	99
84	0,2	34,36	37,41	base	185
84	0,2	35,37	33,41	base	181
84	0,2	35,37	37,41	base	183
84	0,2	7,19	33,41	base	96
84	0,2	7,19	34,36	base	67
84	0,2	7,19	35,37	base	108
84	0,2	7,19	37,41	base	107
84	3,6	33,41	37,41	base	35
84	3,6	34,36	33,41	base	61
84	3,6	34,36	35,37	base	219
84	3,6	34,36	37,41	base	36
84	3,6	35,37	33,41	base	50
84	3,6	35,37	37,41	base	37
84	3,6	7,19	33,41	base	60
84	3,6	7,19	34,36	base	43
84	3,6	7,19	35,37	base	121
84	3,6	7,19	37,41	base	45
84	34,36	33,41	37,41	base	123
84	34,36	35,37	33,41	base	124
84	34,36	35,37	37,41	base	226
84	35,37	33,41	37,41	base	221
84	7,19	33,41	37,41	base	58
84	7,19	34,36	33,41	base	63
84	7,19	34,36	35,37	base	76
84	7,19	34,36	37,41	base	65
84	7,19	35,37	33,41	base	52
84	7,19	35,37	37,41	base	54
85	13,14	20,34	34,41	base	5
85	13,14	20,34	36,41	base	22
85	13,14	21,24	20,34	base	16
85	13,14	21,24	34,41	base	12
85	13,14	21,24	36,41	base	14
85	13,14	34,41	36,41	base	3
85	2,3	13,14	20,34	base	10
85	2,3	13,14	21,24	base	11
85	2,3	13,14	34,41	base	1
85	2,3	13,14	36,41	base	8
85	2,3	20,34	34,41	base	93
85	2,3	20,34	36,41	base	89
85	2,3	21,24	20,34	base	168
85	2,3	21,24	34,41	base	118
85	2,3	21,24	36,41	base	169
85	2,3	34,41	36,41	base	92
85	20,34	34,41	36,41	base	86
85	21,24	20,34	34,41	base	128
85	21,24	20,34	36,41	base	131
85	21,24	34,41	36,41	base	126
86	16,17	20,21	21,35	base	6
86	16,17	20,21	24,25	base	15
86	16,17	20,21	34,35	base	21
86	16,17	21,35	34,35	base	4
86	16,17	24,25	21,35	base	0
86	16,17	24,25	34,35	base	13
86	2,3	16,17	20,21	base	9
86	2,3	16,17	21,35	base	2
86	2,3	16,17	24,25	base	24
86	2,3	16,17	34,35	base	7
86	2,3	20,21	21,35	base	94
86	2,3	20,21	24,25	base	167
86	2,3	20,21	34,35	base	132
86	2,3	21,35	34,35	base	95
86	2,3	24,25	21,35	base	187
86	2,3	24,25	34,35	base	166
86	20,21	21,35	34,35	base	85
86	20,21	24,25	21,35	base	129
86	20,21	24,25	34,35	base	130
86	24,25	21,35	34,35	base	127
87	12,14	17,36	21,38	base	121
87	12,14	17,36	35,37	base	60
87	12,14	17,36	37,38	base	27
87	12,14	18,23	17,36	base	52
87	12,14	18,23	21,38	base	76
87	12,14	18,23	22,34	base	124
87	12,14	18,23	35,37	base	63
87	12,14	18,23	37,38	base	57
87	12,14	21,38	37,38	base	26
87	12,14	22,34	17,36	base	50
87	12,14	22,34	21,38	base	219
87	12,14	22,34	35,37	base	61
87	12,14	22,34	37,38	base	51
87	12,14	35,37	21,38	base	43
87	12,14	35,37	37,38	base	47
87	17,36	21,38	37,38	base	140
87	17,36	35,37	21,38	complement	40
87	17,36	35,37	37,38	base	142
87	18,23	17,36	21,38	base	108
87	18,23	17,36	35,37	base	96
87	18,23	17,36	37,38	base	111
87	18,23	21,38	37,38	base	72
87	18,23	22,34	17,36	base	181
87	18,23	22,34	21,38	base	99
87	18,23	22,34	35,37	base	184
87	18,23	22,34	37,38	base	113
87	18,23	35,37	21,38	base	67
87	18,23	35,37	37,38	base	68
87	22,34	17,36	21,38	base	103
87	22,34	17,36	35,37	base	160
87	22,34	17,36	37,38	base	163
87	22,34	21,38	37,38	base	104
87	22,34	35,37	21,38	base	105
87	22,34	35,37	37,38	base	157
87	35,37	21,38	37,38	base	88
88	11,14	17,34	35,37	base	46
88	11,14	17,34	36,37	base	42
88	11,14	17,34	36,40	base	25
88	11,14	18,22	17,34	base	64
88	11,14	18,22	21,33	base	122
88	11,14	18,22	35,37	base	59
88	11,14	18,22	36,37	base	75
88	11,14	18,22	36,40	base	56
88	11,14	21,33	17,34	base	34
88	11,14	21,33	35,37	base	49
88	11,14	21,33	36,37	base	120
88	11,14	21,33	36,40	base	32
88	11,14	35,37	36,37	base	44
88	11,14	35,37	36,40	base	28
88	11,14	36,37	36,40	base	217
88	17,34	35,37	36,37	base	133
88	17,34	35,37	36,40	base	139
88	17,34	36,37	36,40	base	91
88	18,22	17,34	35,37	base	106
88	18,22	17,34	36,37	base	97
88	18,22	17,34	36,40	base	112
88	18,22	21,33	17,34	base	117
88	18,22	21,33	35,37	base	154
88	18,22	21,33	36,37	base	180
88	18,22	21,33	36,40	base	182
88	18,22	35,37	36,37	base	66
88	18,22	35,37	36,40	base	71
88	18,22	36,37	36,40	base	109
88	21,33	17,34	35,37	base	161
88	21,33	17,34	36,37	base	100
88	21,33	17,34	36,40	base	165
88	21,33	35,37	36,37	base	159
88	21,33	35,37	36,40	base	156
88	21,33	36,37	36,40	base	101
88	35,37	36,37	36,40	base	87
89	12,13	18,19	22,24	base	0
89	12,13	18,19	23,37	base	6
89	12,13	18,19	37,41	base	21
89	12,13	18,19	38,41	base	4
89	12,13	22,24	23,37	base	20
89	12,13	22,24	37,41	base	24
89	12,13	22,24	38,41	base	18
89	12,13	23,37	37,41	base	9
89	12,13	23,37	38,41	base	2
89	12,13	37,41	38,41	base	7
89	18,19	22,24	23,37	base	129
89	18,19	22,24	37,41	base	130
89	18,19	22,24	38,41	base	127
89	18,19	23,37	37,41	base	79
89	18,19	23,37	38,41	base	85
89	18,19	37,41	38,41	base	77
89	22,24	23,37	37,41	base	167
89	22,24	23,37	38,41	base	187
89	22,24	37,41	38,41	base	166
89	23,37	37,41	38,41	base	132
90	12,14	17,34	35,41	base	60
90	12,14	17,34	38,40	base	121
90	12,14	17,34	40,41	base	45
90	12,14	18,22	17,34	base	74
90	12,14	18,22	21,33	base	82
90	12,14	18,22	35,41	base	63
90	12,14	18,22	38,40	base	76
90	12,14	18,22	40,41	base	65
90	12,14	21,33	17,34	base	119
90	12,14	21,33	35,41	base	61
90	12,14	21,33	38,40	base	219
90	12,14	21,33	40,41	base	36
90	12,14	35,41	40,41	base	47
90	12,14	38,40	35,41	base	30
90	12,14	38,40	40,41	base	26
90	17,34	35,41	40,41	base	142
90	17,34	38,40	35,41	base	138
90	17,34	38,40	40,41	base	140
90	18,22	17,34	35,41	base	96
90	18,22	17,34	38,40	base	108
90	18,22	17,34	40,41	base	107
90	18,22	21,33	17,34	base	179
90	18,22	21,33	35,41	base	184
90	18,22	21,33	38,40	base	99
90	18,22	21,33	40,41	base	185
90	18,22	35,41	40,41	base	68
90	18,22	38,40	35,41	base	70
90	18,22	38,40	40,41	base	72
90	21,33	17,34	35,41	base	160
90	21,33	17,34	38,40	base	103
90	21,33	17,34	40,41	base	164
90	21,33	35,41	40,41	base	157
90	21,33	38,40	35,41	base	158
90	21,33	38,40	40,41	base	104
90	38,40	35,41	40,41	base	136
91	10,15	19,20	22,32	base	83
91	10,15	19,20	33,36	base	74
91	10,15	19,20	34,41	base	52
91	10,15	19,20	35,37	base	76
91	10,15	19,20	36,41	base	54
91	10,15	22,32	33,36	base	119
91	10,15	22,32	34,41	base	50
91	10,15	22,32	35,37	base	219
91	10,15	22,32	36,41	base	37
91	10,15	33,36	34,41	base	60
91	10,15	33,36	35,37	base	43
91	10,15	33,36	36,41	base	45
91	10,15	34,41	36,41	base	27
91	10,15	35,37	34,41	base	30
91	10,15	35,37	36,41	base	26
91	19,20	22,32	33,36	base	179
91	19,20	22,32	34,41	base	181
91	19,20	22,32	35,37	base	99
91	19,20	22,32	36,41	base	183
91	19,20	33,36	34,41	base	96
91	19,20	33,36	35,37	base	67
91	19,20	33,36	36,41	base	107
91	19,20	34,41	36,41	base	111
91	19,20	35,37	34,41	base	70
91	19,20	35,37	36,41	base	72
91	22,32	33,36	34,41	base	160
91	22,32	33,36	35,37	base	105
91	22,32	33,36	36,41	base	164
91	22,32	34,41	36,41	base	163
91	22,32	35,37	34,41	base	158
91	22,32	35,37	36,41	base	104
91	33,36	34,41	36,41	base	142
91	33,36	35,37	34,41	base	134
91	33,36	35,37	36,41	base	88
91	35,37	34,41	36,41	base	136
92	12,13	18,19	18,22	base	2
92	12,13	18,19	19,23	base	2
92	12,13	18,19	20,21	base	4
92	12,13	18,19	26,27	base	18
92	12,13	18,22	19,23	base	9
92	12,13	18,22	26,27	base	24
92	12,13	19,23	26,27	base	24
92	12,13	20,21	18,22	base	21
92	12,13	20,21	19,23	base	21
92	12,13	20,21	26,27	base	13
92	18,19	18,22	19,23	base	94
92	18,19	18,22	26,27	base	187
92	18,19	19,23	26,27	base	187
92	18,19	20,21	18,22	base	85
92	18,19	20,21	19,23	base	85
92	18,19	20,21	26,27	base	127
92	18,22	19,23	26,27	base	167
92	20,21	18,22	19,23	base	79
92	20,21	18,22	26,27	base	130
92	20,21	19,23	26,27	base	130
93	12,13	18,19	22,23	base	15
93	12,13	18,19	36,37	base	6
93	12,13	18,19	36,38	base	21
93	12,13	18,19	37,39	base	21
93	12,13	22,23	36,37	base	20
93	12,13	22,23	36,38	base	24
93	12,13	22,23	37,39	base	24
93	12,13	36,37	36,38	base	2
93	12,13	36,37	37,39	base	2
93	12,13	36,38	37,39	base	7
93	18,19	22,23	36,37	base	129
93	18,19	22,23	36,38	base	130
93	18,19	22,23	37,39	base	130
93	18,19	36,37	36,38	base	85
93	18,19	36,37	37,39	base	85
93	18,19	36,38	37,39	base	77
93	22,23	36,37	36,38	base	187
93	22,23	36,37	37,39	base	187
93	22,23	36,38	37,39	base	166
93	36,37	36,38	37,39	base	95
94	12,13	18,19	22,23	base	16
94	12,13	18,19	36,40	base	22
94	12,13	18,19	37,41	base	22
94	12,13	18,19	40,41	base	5
94	12,13	22,23	36,40	base	11
94	12,13	22,23	37,41	base	11
94	12,13	22,23	40,41	base	19
94	12,13	36,40	37,41	base	8
94	12,13	36,40	40,41	base	1
94	12,13	37,41	40,41	base	1
94	18,19	22,23	36,40	base	131
94	18,19	22,23	37,41	base	131
94	18,19	22,23	40,41	base	128
94	18,19	36,40	37,41	base	78
94	18,19	36,40	40,41	base	86
94	18,19	37,41	40,41	base	86
94	22,23	36,40	37,41	base	169
94	22,23	36,40	40,41	base	118
94	22,23	37,41	40,41	base	118
94	36,40	37,41	40,41	base	92
95	12,13	18,19	20,38	base	22
95	12,13	18,19	21,39	base	22
95	12,13	18,19	24,25	base	14
95	12,13	18,19	38,39	base	3
95	12,13	20,38	21,39	base	10
95	12,13	20,38	38,39	base	1
95	12,13	21,39	38,39	base	1
95	12,13	24,25	20,38	base	11
95	12,13	24,25	21,39	base	11
95	12,13	24,25	38,39	base	17
95	18,19	20,38	21,39	base	80
95	18,19	20,38	38,39	base	86
95	18,19	21,39	38,39	base	86
95	18,19	24,25	20,38	base	131
95	18,19	24,25	21,39	base	131
95	18,19	24,25	38,39	base	126
95	20,38	21,39	38,39	base	93
95	24,25	20,38	21,39	base	168
95	24,25	20,38	38,39	base	118
95	24,25	21,39	38,39	base	118
96	13,15	20,35	31,38	base	75
96	13,15	20,35	35,40	base	64
96	13,15	20,35	36,40	base	73
96	13,15	23,34	20,35	base	84
96	13,15	23,34	31,38	base	125
96	13,15	23,34	35,40	base	223
96	13,15	23,34	36,40	base	224
96	13,15	31,38	35,40	base	59
96	13,15	31,38	36,40	base	53
96	13,15	35,40	36,40	base	55
96	2,5	13,15	20,35	base	42
96	2,5	13,15	23,34	base	31
96	2,5	13,15	31,38	base	44
96	2,5	13,15	35,40	base	46
96	2,5	13,15	36,40	base	29
96	2,5	20,35	31,38	base	90
96	2,5	20,35	35,40	base	143
96	2,5	20,35	36,40	base	91
96	2,5	23,34	20,35	base	100
96	2,5	23,34	31,38	base	159
96	2,5	23,34	35,40	base	161
96	2,5	23,34	36,40	base	162
96	2,5	31,38	35,40	base	141
96	2,5	31,38	36,40	base	87
96	2,5	35,40	36,40	base	139
96	20,35	31,38	35,40	base	69
96	20,35	31,38	36,40	base	109
96	20,35	35,40	36,40	base	112
96	23,34	20,35	31,38	base	180
96	23,34	20,35	35,40	base	117
96	23,34	20,35	36,40	base	98
96	23,34	31,38	35,40	base	154
96	23,34	31,38	36,40	base	155
96	23,34	35,40	36,40	base	114
96	31,38	35,40	36,40	base	71
97	13,15	22,33	30,37	base	82
97	13,15	22,33	34,41	base	228
97	13,15	22,33	35,39	base	83
97	13,15	22,33	39,41	base	222
97	13,15	30,37	34,41	base	63
97	13,15	30,37	35,39	base	76
97	13,15	30,37	39,41	base	65
97	13,15	34,41	39,41	base	58
97	13,15	35,39	34,41	base	52
97	13,15	35,39	39,41	base	54
97	2,5	13,15	22,33	base	119
97	2,5	13,15	30,37	base	43
97	2,5	13,15	34,41	base	60
97	2,5	13,15	35,39	base	121
97	2,5	13,15	39,41	base	45
97	2,5	22,33	30,37	base	105
97	2,5	22,33	34,41	base	160
97	2,5	22,33	35,39	base	103
97	2,5	22,33	39,41	base	164
97	2,5	30,37	34,41	base	134
97	2,5	30,37	35,39	base	135
97	2,5	30,37	39,41	base	88
97	2,5	34,41	39,41	base	142
97	2,5	35,39	34,41	base	138
97	2,5	35,39	39,41	base	140
97	22,33	30,37	34,41	base	184
97	22,33	30,37	35,39	base	99
97	22,33	30,37	39,41	base	185
97	22,33	34,41	39,41	base	115
97	22,33	35,39	34,41	base	181
97	22,33	35,39	39,41	base	183
97	30,37	34,41	39,41	base	68
97	30,37	35,39	34,41	base	70
97	30,37	35,39	39,41	base	72
97	35,39	34,41	39,41	base	111
98	1,3	12,21	32,35	base	119
98	1,3	12,21	33,37	base	219
98	1,3	12,21	35,41	base	37
98	1,3	12,21	36,41	base	50
98	1,3	32,35	33,37	base	105
98	1,3	32,35	35,41	base	164
98	1,3	32,35	36,41	base	160
98	1,3	33,37	35,41	base	104
98	1,3	33,37	36,41	base	158
98	1,3	35,41	36,41	base	163
98	1,3	4,16	12,21	base	121
98	1,3	4,16	32,35	complement	40
98	1,3	4,16	33,37	base	135
98	1,3	4,16	35,41	base	140
98	1,3	4,16	36,41	base	138
98	12,21	32,35	33,37	base	82
98	12,21	32,35	35,41	base	222
98	12,21	32,35	36,41	base	228
98	12,21	33,37	35,41	base	226
98	12,21	33,37	36,41	base	124
98	12,21	35,41	36,41	base	221
98	32,35	33,37	35,41	base	185
98	32,35	33,37	36,41	base	184
98	32,35	35,41	36,41	base	115
98	33,37	35,41	36,41	base	113
98	4,16	12,21	32,35	base	74
98	4,16	12,21	33,37	base	76
98	4,16	12,21	35,41	base	54
98	4,16	12,21	36,41	base	52
98	4,16	32,35	33,37	base	67
98	4,16	32,35	35,41	base	107
98	4,16	32,35	36,41	base	96
98	4,16	33,37	35,41	base	72
98	4,16	33,37	36,41	base	70
98	4,16	35,41	36,41	base	111
99	1,3	12,22	17,32	base	218
99	1,3	12,22	33,36	base	120
99	1,3	12,22	36,41	base	32
99	1,3	12,22	37,41	base	33
99	1,3	17,32	33,36	base	100
99	1,3	17,32	36,41	base	165
99	1,3	17,32	37,41	base	162
99	1,3	33,36	36,41	base	102
99	1,3	33,36	37,41	base	159
99	1,3	36,41	37,41	base	156
99	1,3	4,16	12,22	base	217
99	1,3	4,16	17,32	base	91
