parent	edge_1	edge_2	edge_3	target_kind	target_index
155	0,6	16,35	36,38	base	163
155	0,6	22,38	36,38	base	104
155	0,6	3,17	13,19	base	30
155	0,6	3,17	16,35	base	138
155	0,6	3,17	22,38	base	135
155	0,6	3,17	32,36	base	134
155	0,6	3,17	36,38	base	136
155	0,6	32,36	22,38	base	105
155	0,6	32,36	36,38	base	157
155	13,19	16,35	22,38	base	83
155	13,19	16,35	32,36	base	228
155	13,19	16,35	36,38	base	221
155	13,19	22,38	36,38	base	226
155	13,19	32,36	22,38	base	82
155	13,19	32,36	36,38	base	123
155	16,35	22,38	36,38	base	183
155	16,35	32,36	22,38	base	179
155	16,35	32,36	36,38	base	115
155	3,17	13,19	16,35	base	52
155	3,17	13,19	22,38	base	76
155	3,17	13,19	32,36	base	63
155	3,17	13,19	36,38	base	57
155	3,17	16,35	22,38	base	108
155	3,17	16,35	32,36	base	96
155	3,17	16,35	36,38	base	111
155	3,17	22,38	36,38	base	72
155	3,17	32,36	22,38	base	67
155	3,17	32,36	36,38	base	68
155	32,36	22,38	36,38	base	185
156	10,20	17,37	23,38	base	35
156	10,20	18,26	17,37	base	221
156	10,20	18,26	23,38	base	123
156	10,20	21,24	17,37	base	37
156	10,20	21,24	18,26	base	226
156	10,20	21,24	23,24	base	219
156	10,20	21,24	23,38	base	36
156	10,20	23,24	17,37	base	50
156	10,20	23,24	18,26	base	124
156	10,20	23,24	23,38	base	61
156	18,26	17,37	23,38	base	115
156	21,24	17,37	23,38	base	164
156	21,24	18,26	17,37	base	183
156	21,24	18,26	23,38	base	185
156	21,24	23,24	17,37	base	103
156	21,24	23,24	18,26	base	99
156	21,24	23,24	23,38	base	105
156	23,24	17,37	23,38	base	160
156	23,24	18,26	17,37	base	181
156	23,24	18,26	23,38	base	184
156	4,14	10,20	17,37	base	27
156	4,14	10,20	18,26	base	57
156	4,14	10,20	21,24	base	26
156	4,14	10,20	23,24	base	30
156	4,14	10,20	23,38	base	47
156	4,14	17,37	23,38	base	142
156	4,14	18,26	17,37	base	111
156	4,14	18,26	23,38	base	68
156	4,14	21,24	17,37	base	140
156	4,14	21,24	18,26	base	72
156	4,14	21,24	23,24	base	135
156	4,14	21,24	23,38	base	88
156	4,14	23,24	17,37	base	138
156	4,14	23,24	18,26	base	70
156	4,14	23,24	23,38	base	134
157	10,20	17,36	23,37	base	31
157	10,20	17,36	37,40	base	38
157	10,20	18,25	17,36	base	223
157	10,20	18,25	23,37	base	125
157	10,20	18,25	37,40	base	227
157	10,20	21,23	17,36	base	34
157	10,20	21,23	18,25	base	122
157	10,20	21,23	23,37	base	120
157	10,20	21,23	37,40	base	32
157	10,20	23,37	37,40	base	33
157	17,36	23,37	37,40	base	162
157	18,25	17,36	23,37	base	116
157	18,25	17,36	37,40	base	114
157	18,25	23,37	37,40	base	155
157	21,23	17,36	23,37	base	100
157	21,23	17,36	37,40	base	165
157	21,23	18,25	17,36	base	117
157	21,23	18,25	23,37	base	180
157	21,23	18,25	37,40	base	182
157	21,23	23,37	37,40	base	101
157	4,15	10,20	17,36	base	46
157	4,15	10,20	18,25	base	59
157	4,15	10,20	21,23	base	48
157	4,15	10,20	23,37	base	44
157	4,15	10,20	37,40	base	28
157	4,15	17,36	23,37	base	133
157	4,15	17,36	37,40	base	139
157	4,15	18,25	17,36	base	106
157	4,15	18,25	23,37	base	66
157	4,15	18,25	37,40	base	71
157	4,15	21,23	17,36	base	143
157	4,15	21,23	18,25	base	69
157	4,15	21,23	23,37	base	90
157	4,15	21,23	37,40	base	137
157	4,15	23,37	37,40	base	87
158	12,17	18,35	21,38	base	218
158	12,17	18,35	36,37	base	31
158	12,17	18,35	37,38	base	38
158	12,17	20,24	18,35	base	224
158	12,17	20,24	21,38	base	81
158	12,17	20,24	36,37	base	125
158	12,17	20,24	37,38	base	227
158	12,17	21,38	37,38	base	32
158	12,17	36,37	21,38	base	120
158	12,17	36,37	37,38	base	49
158	18,35	21,38	37,38	base	165
158	18,35	36,37	21,38	base	100
158	18,35	36,37	37,38	base	161
158	20,24	18,35	21,38	base	98
158	20,24	18,35	36,37	base	116
158	20,24	18,35	37,38	base	114
158	20,24	21,38	37,38	base	182
158	20,24	36,37	21,38	base	180
158	20,24	36,37	37,38	base	154
158	36,37	21,38	37,38	base	102
158	4,15	12,17	18,35	base	29
158	4,15	12,17	20,24	base	53
158	4,15	12,17	21,38	base	217
158	4,15	12,17	36,37	base	44
158	4,15	12,17	37,38	base	28
158	4,15	18,35	21,38	base	91
158	4,15	18,35	36,37	base	133
158	4,15	18,35	37,38	base	139
158	4,15	20,24	18,35	base	110
158	4,15	20,24	21,38	base	109
158	4,15	20,24	36,37	base	66
158	4,15	20,24	37,38	base	71
158	4,15	21,38	37,38	base	137
158	4,15	36,37	21,38	base	90
158	4,15	36,37	37,38	base	141
159	11,18	17,33	21,36	base	119
159	11,18	17,33	36,40	base	35
159	11,18	17,33	39,40	base	50
159	11,18	19,24	17,33	base	228
159	11,18	19,24	21,36	base	82
159	11,18	19,24	36,40	base	123
159	11,18	19,24	39,40	base	124
159	11,18	21,36	36,40	base	36
159	11,18	21,36	39,40	base	219
159	11,18	36,40	39,40	base	51
159	17,33	21,36	36,40	base	164
159	17,33	21,36	39,40	base	103
159	17,33	36,40	39,40	base	163
159	19,24	17,33	21,36	base	179
159	19,24	17,33	36,40	base	115
159	19,24	17,33	39,40	base	181
159	19,24	21,36	36,40	base	185
159	19,24	21,36	39,40	base	99
159	19,24	36,40	39,40	base	113
159	21,36	36,40	39,40	base	104
159	4,16	11,18	17,33	base	60
159	4,16	11,18	19,24	base	63
159	4,16	11,18	21,36	base	43
159	4,16	11,18	36,40	base	47
159	4,16	11,18	39,40	base	30
159	4,16	17,33	21,36	complement	40
159	4,16	17,33	36,40	base	142
159	4,16	17,33	39,40	base	138
159	4,16	19,24	17,33	base	96
159	4,16	19,24	21,36	base	67
159	4,16	19,24	36,40	base	68
159	4,16	19,24	39,40	base	70
159	4,16	21,36	36,40	base	88
159	4,16	21,36	39,40	base	135
159	4,16	36,40	39,40	base	136
160	11,17	19,23	20,35	base	84
160	11,17	19,23	34,37	base	125
160	11,17	19,23	35,40	base	223
160	11,17	19,23	39,40	base	224
160	11,17	20,35	34,37	base	120
160	11,17	20,35	35,40	base	34
160	11,17	20,35	39,40	base	218
160	11,17	34,37	35,40	base	49
160	11,17	34,37	39,40	base	33
160	11,17	35,40	39,40	base	38
160	19,23	20,35	34,37	base	180
160	19,23	20,35	35,40	base	117
160	19,23	20,35	39,40	base	98
160	19,23	34,37	35,40	base	154
160	19,23	34,37	39,40	base	155
160	19,23	35,40	39,40	base	114
160	20,35	34,37	35,40	base	102
160	20,35	34,37	39,40	base	101
160	20,35	35,40	39,40	base	165
160	34,37	35,40	39,40	base	156
160	4,16	11,17	19,23	base	62
160	4,16	11,17	20,35	base	42
160	4,16	11,17	34,37	base	44
160	4,16	11,17	35,40	base	46
160	4,16	11,17	39,40	base	29
160	4,16	19,23	20,35	base	97
160	4,16	19,23	34,37	base	66
160	4,16	19,23	35,40	base	106
160	4,16	19,23	39,40	base	110
160	4,16	20,35	34,37	base	90
160	4,16	20,35	35,40	base	143
160	4,16	20,35	39,40	base	91
160	4,16	34,37	35,40	base	141
160	4,16	34,37	39,40	base	87
160	4,16	35,40	39,40	base	139
161	11,19	18,24	23,36	base	228
161	11,19	18,24	35,38	base	123
161	11,19	18,24	36,40	base	221
161	11,19	20,23	18,24	base	222
161	11,19	20,23	23,36	base	119
161	11,19	20,23	35,38	base	36
161	11,19	20,23	36,40	base	37
161	11,19	23,36	35,38	base	61
161	11,19	23,36	36,40	base	50
161	11,19	35,38	36,40	base	51
161	18,24	23,36	35,38	base	184
161	18,24	23,36	36,40	base	181
161	18,24	35,38	36,40	base	113
161	20,23	18,24	23,36	base	179
161	20,23	18,24	35,38	base	185
161	20,23	18,24	36,40	base	183
161	20,23	23,36	35,38	base	105
161	20,23	23,36	36,40	base	103
161	20,23	35,38	36,40	base	104
161	23,36	35,38	36,40	base	158
161	4,15	11,19	18,24	base	58
161	4,15	11,19	20,23	base	45
161	4,15	11,19	23,36	base	60
161	4,15	11,19	35,38	base	47
161	4,15	11,19	36,40	base	27
161	4,15	18,24	23,36	base	96
161	4,15	18,24	35,38	base	68
161	4,15	18,24	36,40	base	111
161	4,15	20,23	18,24	base	107
161	4,15	20,23	23,36	complement	40
161	4,15	20,23	35,38	base	88
161	4,15	20,23	36,40	base	140
161	4,15	23,36	35,38	base	134
161	4,15	23,36	36,40	base	138
161	4,15	35,38	36,40	base	136
162	11,19	18,23	20,37	base	83
162	11,19	18,23	34,39	base	124
162	11,19	18,23	35,36	base	228
162	11,19	18,23	36,37	base	221
162	11,19	20,37	34,39	base	219
162	11,19	20,37	36,37	base	37
162	11,19	35,36	20,37	base	119
162	11,19	35,36	34,39	base	61
162	11,19	35,36	36,37	base	35
162	11,19	36,37	34,39	base	51
162	18,23	20,37	34,39	base	99
162	18,23	20,37	36,37	base	183
162	18,23	35,36	20,37	base	179
162	18,23	35,36	34,39	base	184
162	18,23	35,36	36,37	base	115
162	18,23	36,37	34,39	base	113
162	20,37	36,37	34,39	base	104
162	35,36	20,37	34,39	base	105
162	35,36	20,37	36,37	base	164
162	35,36	36,37	34,39	base	157
162	4,15	11,19	18,23	base	52
162	4,15	11,19	20,37	base	121
162	4,15	11,19	34,39	base	30
162	4,15	11,19	35,36	base	60
162	4,15	11,19	36,37	base	27
162	4,15	18,23	20,37	base	108
162	4,15	18,23	34,39	base	70
162	4,15	18,23	35,36	base	96
162	4,15	18,23	36,37	base	111
162	4,15	20,37	34,39	base	135
162	4,15	20,37	36,37	base	140
162	4,15	35,36	20,37	complement	40
162	4,15	35,36	34,39	base	134
162	4,15	35,36	36,37	base	142
162	4,15	36,37	34,39	base	136
163	11,19	18,25	22,37	base	223
163	11,19	18,25	36,39	base	227
163	11,19	20,24	18,25	base	220
163	11,19	20,24	22,24	base	218
163	11,19	20,24	22,37	base	34
163	11,19	20,24	36,39	base	32
163	11,19	22,24	18,25	base	224
163	11,19	22,24	22,37	base	31
163	11,19	22,24	36,39	base	33
163	11,19	22,37	36,39	base	49
163	18,25	22,37	36,39	base	154
163	20,24	18,25	22,37	base	117
163	20,24	18,25	36,39	base	182
163	20,24	22,24	18,25	base	98
163	20,24	22,24	22,37	base	100
163	20,24	22,24	36,39	base	101
163	20,24	22,37	36,39	base	102
163	22,24	18,25	22,37	base	116
163	22,24	18,25	36,39	base	155
163	22,24	22,37	36,39	base	159
163	4,15	11,19	18,25	base	55
163	4,15	11,19	20,24	base	25
163	4,15	11,19	22,24	base	29
163	4,15	11,19	22,37	base	46
163	4,15	11,19	36,39	base	28
163	4,15	18,25	22,37	base	106
163	4,15	18,25	36,39	base	71
163	4,15	20,24	18,25	base	112
163	4,15	20,24	22,24	base	91
163	4,15	20,24	22,37	base	143
163	4,15	20,24	36,39	base	137
163	4,15	22,24	18,25	base	110
163	4,15	22,24	22,37	base	133
163	4,15	22,24	36,39	base	87
163	4,15	22,37	36,39	base	141
164	11,19	18,22	33,38	base	122
164	11,19	18,22	34,36	base	223
164	11,19	18,22	35,36	base	84
164	11,19	18,22	35,40	base	220
164	11,19	33,38	35,40	base	32
164	11,19	34,36	33,38	base	49
164	11,19	34,36	35,36	base	31
164	11,19	34,36	35,40	base	38
164	11,19	35,36	33,38	base	120
164	11,19	35,36	35,40	base	218
164	18,22	33,38	35,40	base	182
164	18,22	34,36	33,38	base	154
164	18,22	34,36	35,36	base	116
164	18,22	34,36	35,40	base	114
164	18,22	35,36	33,38	base	180
164	18,22	35,36	35,40	base	98
164	34,36	33,38	35,40	base	156
164	34,36	35,36	33,38	base	159
164	34,36	35,36	35,40	base	162
164	35,36	33,38	35,40	base	101
164	4,15	11,19	18,22	base	64
164	4,15	11,19	33,38	base	48
164	4,15	11,19	34,36	base	46
164	4,15	11,19	35,36	base	42
164	4,15	11,19	35,40	base	25
164	4,15	18,22	33,38	base	69
164	4,15	18,22	34,36	base	106
164	4,15	18,22	35,36	base	97
164	4,15	18,22	35,40	base	112
164	4,15	33,38	35,40	base	137
164	4,15	34,36	33,38	base	141
164	4,15	34,36	35,36	base	133
164	4,15	34,36	35,40	base	139
164	4,15	35,36	33,38	base	90
164	4,15	35,36	35,40	base	91
165	11,19	18,23	21,35	base	222
165	11,19	18,23	21,37	base	83
165	11,19	18,23	34,39	base	226
165	11,19	18,23	36,37	base	221
165	11,19	21,35	21,37	base	119
165	11,19	21,35	34,39	base	36
165	11,19	21,35	36,37	base	35
165	11,19	21,37	34,39	base	219
165	11,19	21,37	36,37	base	50
165	11,19	36,37	34,39	base	51
165	18,23	21,35	21,37	base	179
165	18,23	21,35	34,39	base	185
165	18,23	21,35	36,37	base	115
165	18,23	21,37	34,39	base	99
165	18,23	21,37	36,37	base	181
165	18,23	36,37	34,39	base	113
165	21,35	21,37	34,39	base	105
165	21,35	21,37	36,37	base	160
165	21,35	36,37	34,39	base	157
165	21,37	36,37	34,39	base	158
165	4,15	11,19	18,23	base	54
165	4,15	11,19	21,35	base	45
165	4,15	11,19	21,37	base	121
165	4,15	11,19	34,39	base	26
165	4,15	11,19	36,37	base	27
165	4,15	18,23	21,35	base	107
165	4,15	18,23	21,37	base	108
165	4,15	18,23	34,39	base	72
165	4,15	18,23	36,37	base	111
165	4,15	21,35	21,37	complement	40
165	4,15	21,35	34,39	base	88
165	4,15	21,35	36,37	base	142
165	4,15	21,37	34,39	base	135
165	4,15	21,37	36,37	base	138
165	4,15	36,37	34,39	base	136
166	12,13	16,17	16,27	base	11
166	12,13	16,17	17,26	base	11
166	12,13	16,17	22,23	base	14
166	12,13	17,26	16,27	base	19
166	12,13	22,23	16,27	base	12
166	12,13	22,23	17,26	base	12
166	16,17	17,26	16,27	base	168
166	16,17	22,23	16,27	base	131
166	16,17	22,23	17,26	base	131
166	22,23	17,26	16,27	base	128
166	4,5	12,13	16,17	base	8
166	4,5	12,13	16,27	base	1
166	4,5	12,13	17,26	base	1
166	4,5	12,13	22,23	base	3
166	4,5	16,17	16,27	base	89
166	4,5	16,17	17,26	base	89
166	4,5	16,17	22,23	base	78
166	4,5	17,26	16,27	base	93
166	4,5	22,23	16,27	base	86
166	4,5	22,23	17,26	base	86
167	12,13	20,21	30,31	base	16
167	12,13	20,21	30,39	base	12
167	12,13	20,21	31,38	base	12
167	12,13	30,31	30,39	base	11
167	12,13	30,31	31,38	base	11
167	12,13	31,38	30,39	base	17
167	20,21	30,31	30,39	base	131
167	20,21	30,31	31,38	base	131
167	20,21	31,38	30,39	base	126
167	30,31	31,38	30,39	base	169
167	4,5	12,13	20,21	base	5
167	4,5	12,13	30,31	base	10
167	4,5	12,13	30,39	base	1
167	4,5	12,13	31,38	base	1
167	4,5	20,21	30,31	base	80
167	4,5	20,21	30,39	base	86
167	4,5	20,21	31,38	base	86
167	4,5	30,31	30,39	base	89
167	4,5	30,31	31,38	base	89
167	4,5	31,38	30,39	base	92
168	12,13	20,21	36,39	base	0
168	12,13	20,21	37,38	base	0
168	12,13	20,21	38,39	base	15
168	12,13	36,39	38,39	base	24
168	12,13	37,38	36,39	base	18
168	12,13	37,38	38,39	base	24
168	20,21	36,39	38,39	base	130
168	20,21	37,38	36,39	base	127
168	20,21	37,38	38,39	base	130
168	37,38	36,39	38,39	base	166
168	4,5	12,13	20,21	base	6
168	4,5	12,13	36,39	base	2
168	4,5	12,13	37,38	base	2
168	4,5	12,13	38,39	base	9
168	4,5	20,21	36,39	base	85
168	4,5	20,21	37,38	base	85
168	4,5	20,21	38,39	base	79
168	4,5	36,39	38,39	base	132
168	4,5	37,38	36,39	base	95
168	4,5	37,38	38,39	base	132
169	12,13	20,21	24,33	base	0
169	12,13	20,21	25,32	base	0
169	12,13	20,21	32,33	base	13
169	12,13	24,33	32,33	base	24
169	12,13	25,32	24,33	base	20
169	12,13	25,32	32,33	base	24
169	20,21	24,33	32,33	base	130
169	20,21	25,32	24,33	base	129
169	20,21	25,32	32,33	base	130
169	25,32	24,33	32,33	base	167
169	4,5	12,13	20,21	base	4
169	4,5	12,13	24,33	base	2
169	4,5	12,13	25,32	base	2
169	4,5	12,13	32,33	base	7
169	4,5	20,21	24,33	base	85
169	4,5	20,21	25,32	base	85
169	4,5	20,21	32,33	base	77
169	4,5	24,33	32,33	base	132
169	4,5	25,32	24,33	base	94
169	4,5	25,32	32,33	base	132
170	6,33	18,34	23,41	base	254
170	6,33	18,34	39,41	base	188
171	21,33	17,40	23,41	base	294
171	21,33	17,40	39,41	base	225
172	19,24	19,34	19,36	base	255
172	19,34	19,36	16,41	base	268
172	19,34	19,36	23,40	base	288
172	19,34	19,36	35,40	base	175
172	19,34	23,40	16,41	base	275
172	19,34	23,40	35,40	base	267
172	19,34	35,40	16,41	base	327
172	19,36	23,40	16,41	base	281
172	19,36	23,40	35,40	base	262
172	19,36	35,40	16,41	base	290
172	23,40	35,40	16,41	base	277
173	22,38	23,39	16,41	base	279
173	22,38	33,38	16,41	base	274
173	22,38	33,38	23,39	base	289
173	22,38	33,38	36,39	base	262
173	22,38	33,38	39,40	base	267
173	22,38	36,39	16,41	base	281
173	22,38	36,39	39,40	base	265
173	22,38	39,40	16,41	base	275
173	33,38	23,39	16,41	base	272
173	33,38	36,39	16,41	base	290
173	33,38	36,39	39,40	base	174
173	33,38	39,40	16,41	base	327
173	36,39	39,40	16,41	base	270
174	19,25	19,34	19,37	base	256
174	19,34	19,37	17,41	base	326
174	19,34	20,36	17,41	base	269
174	19,34	20,36	19,37	base	173
174	19,34	20,36	24,36	base	264
174	19,34	24,36	17,41	base	276
174	19,34	24,36	19,37	base	285
174	20,36	19,37	17,41	base	291
174	20,36	24,36	17,41	base	280
174	20,36	24,36	19,37	base	261
174	24,36	19,37	17,41	base	282
175	19,34	23,34	16,41	base	273
175	19,34	23,34	24,39	base	259
175	19,34	23,34	37,39	base	261
175	19,34	23,34	39,40	base	264
175	19,34	24,39	16,41	base	292
175	19,34	37,39	16,41	base	291
175	19,34	37,39	39,40	base	172
175	19,34	39,40	16,41	base	269
175	23,34	24,39	16,41	base	278
175	23,34	37,39	16,41	base	282
175	23,34	37,39	39,40	base	266
175	23,34	39,40	16,41	base	276
175	37,39	39,40	16,41	base	293
176	19,35	23,35	17,41	base	281
176	19,35	23,35	33,36	base	288
176	19,35	23,35	36,40	base	265
176	19,35	24,36	33,36	base	255
176	19,35	33,36	17,41	base	268
176	19,35	33,36	36,40	base	178
176	19,35	36,40	17,41	base	270
176	23,35	24,36	33,36	base	289
176	23,35	33,36	17,41	base	274
176	23,35	33,36	36,40	base	267
176	23,35	36,40	17,41	base	277
176	24,36	33,36	17,41	base	272
176	33,36	36,40	17,41	base	327
177	19,35	23,36	33,36	base	294
177	4,34	19,35	33,36	base	39
177	4,34	23,36	33,36	base	41
178	22,39	33,39	17,41	base	276
178	23,34	34,35	17,41	base	292
178	23,34	34,35	22,39	base	259
178	23,34	34,35	33,39	base	256
178	34,35	22,39	17,41	base	273
178	34,35	22,39	33,39	base	285
178	34,35	33,39	17,41	base	326
178	34,35	34,38	17,41	base	291
178	34,35	34,38	22,39	base	261
178	34,35	34,38	33,39	base	176
178	34,38	22,39	17,41	base	280
178	34,38	22,39	33,39	base	266
178	34,38	33,39	17,41	base	293
179	0,5	12,19	30,36	base	120
179	0,5	12,19	33,40	base	31
179	0,5	12,19	35,39	base	218
179	0,5	12,19	39,40	base	34
179	0,5	30,36	33,40	base	159
179	0,5	30,36	35,39	base	101
179	0,5	30,36	39,40	base	102
179	0,5	33,40	39,40	base	161
179	0,5	35,39	33,40	base	162
179	0,5	35,39	39,40	base	165
179	0,5	4,15	12,19	base	42
179	0,5	4,15	30,36	base	90
179	0,5	4,15	33,40	base	133
179	0,5	4,15	35,39	base	91
179	0,5	4,15	39,40	base	143
179	12,19	30,36	33,40	base	125
179	12,19	30,36	35,39	base	81
179	12,19	30,36	39,40	base	122
179	12,19	33,40	39,40	base	223
179	12,19	35,39	33,40	base	224
179	12,19	35,39	39,40	base	220
179	30,36	33,40	39,40	base	154
179	30,36	35,39	33,40	base	155
179	30,36	35,39	39,40	base	182
179	35,39	33,40	39,40	base	114
179	4,15	12,19	30,36	base	75
179	4,15	12,19	33,40	base	62
179	4,15	12,19	35,39	base	73
179	4,15	12,19	39,40	base	64
179	4,15	30,36	33,40	base	66
179	4,15	30,36	35,39	base	109
179	4,15	30,36	39,40	base	69
179	4,15	33,40	39,40	base	106
179	4,15	35,39	33,40	base	110
179	4,15	35,39	39,40	base	112
180	0,5	12,20	15,31	base	119
180	0,5	12,20	34,40	base	61
180	0,5	12,20	36,39	base	219
180	0,5	12,20	39,40	base	36
180	0,5	15,31	34,40	base	160
180	0,5	15,31	36,39	base	103
180	0,5	15,31	39,40	base	164
180	0,5	34,40	39,40	base	157
180	0,5	36,39	34,40	base	158
180	0,5	36,39	39,40	base	104
180	0,5	4,16	12,20	base	43
180	0,5	4,16	15,31	complement	40
180	0,5	4,16	34,40	base	134
180	0,5	4,16	36,39	base	135
180	0,5	4,16	39,40	base	88
180	12,20	15,31	34,40	base	228
180	12,20	15,31	36,39	base	83
180	12,20	15,31	39,40	base	222
180	12,20	34,40	39,40	base	123
180	12,20	36,39	34,40	base	124
180	12,20	36,39	39,40	base	226
180	15,31	34,40	39,40	base	115
180	15,31	36,39	34,40	base	181
180	15,31	36,39	39,40	base	183
180	36,39	34,40	39,40	base	113
180	4,16	12,20	15,31	base	74
180	4,16	12,20	34,40	base	63
180	4,16	12,20	36,39	base	76
180	4,16	12,20	39,40	base	65
180	4,16	15,31	34,40	base	96
180	4,16	15,31	36,39	base	108
180	4,16	15,31	39,40	base	107
180	4,16	34,40	39,40	base	68
180	4,16	36,39	34,40	base	70
180	4,16	36,39	39,40	base	72
181	0,6	13,18	19,37	base	218
181	0,6	13,18	32,39	base	33
181	0,6	13,18	34,35	base	31
181	0,6	13,18	35,37	base	38
181	0,6	19,37	32,39	base	101
181	0,6	19,37	35,37	base	165
181	0,6	34,35	19,37	base	100
181	0,6	34,35	32,39	base	159
181	0,6	34,35	35,37	base	161
181	0,6	35,37	32,39	base	156
181	0,6	4,17	13,18	base	29
181	0,6	4,17	19,37	base	91
181	0,6	4,17	32,39	base	87
181	0,6	4,17	34,35	base	133
181	0,6	4,17	35,37	base	139
181	13,18	19,37	32,39	base	81
181	13,18	19,37	35,37	base	220
181	13,18	34,35	19,37	base	84
181	13,18	34,35	32,39	base	125
181	13,18	34,35	35,37	base	223
181	13,18	35,37	32,39	base	227
181	19,37	35,37	32,39	base	182
181	34,35	19,37	32,39	base	180
181	34,35	19,37	35,37	base	117
181	34,35	35,37	32,39	base	154
181	4,17	13,18	19,37	base	73
181	4,17	13,18	32,39	base	53
181	4,17	13,18	34,35	base	62
181	4,17	13,18	35,37	base	55
181	4,17	19,37	32,39	base	109
181	4,17	19,37	35,37	base	112
181	4,17	34,35	19,37	base	97
181	4,17	34,35	32,39	base	66
181	4,17	34,35	35,37	base	106
181	4,17	35,37	32,39	base	71
182	0,6	13,20	15,35	base	37
182	0,6	13,20	19,33	base	36
182	0,6	13,20	19,38	base	219
182	0,6	13,20	36,38	base	51
182	0,6	15,35	19,38	base	103
182	0,6	15,35	36,38	base	163
182	0,6	19,33	15,35	base	164
182	0,6	19,33	19,38	base	105
182	0,6	19,33	36,38	base	157
182	0,6	19,38	36,38	base	158
182	0,6	4,16	13,20	base	26
182	0,6	4,16	15,35	base	140
182	0,6	4,16	19,33	base	88
182	0,6	4,16	19,38	base	135
182	0,6	4,16	36,38	base	136
182	13,20	15,35	19,38	base	83
182	13,20	15,35	36,38	base	221
182	13,20	19,33	15,35	base	222
182	13,20	19,33	19,38	base	82
182	13,20	19,33	36,38	base	123
182	13,20	19,38	36,38	base	124
182	15,35	19,38	36,38	base	181
182	19,33	15,35	19,38	base	179
182	19,33	15,35	36,38	base	115
182	19,33	19,38	36,38	base	184
182	4,16	13,20	15,35	base	54
182	4,16	13,20	19,33	base	65
182	4,16	13,20	19,38	base	76
182	4,16	13,20	36,38	base	57
182	4,16	15,35	19,38	base	108
182	4,16	15,35	36,38	base	111
182	4,16	19,33	15,35	base	107
182	4,16	19,33	19,38	base	67
182	4,16	19,33	36,38	base	68
182	4,16	19,38	36,38	base	70
183	0,6	13,19	18,33	base	34
183	0,6	13,19	18,37	base	218
183	0,6	13,19	31,39	base	32
183	0,6	13,19	35,37	base	38
183	0,6	18,33	18,37	base	100
183	0,6	18,33	31,39	base	102
183	0,6	18,33	35,37	base	161
183	0,6	18,37	31,39	base	101
183	0,6	18,37	35,37	base	162
183	0,6	35,37	31,39	base	156
183	0,6	4,15	13,19	base	25
183	0,6	4,15	18,33	base	143
183	0,6	4,15	18,37	base	91
183	0,6	4,15	31,39	base	137
183	0,6	4,15	35,37	base	139
183	13,19	18,33	18,37	base	84
183	13,19	18,33	31,39	base	122
183	13,19	18,33	35,37	base	223
183	13,19	18,37	31,39	base	81
183	13,19	18,37	35,37	base	224
183	13,19	35,37	31,39	base	227
183	18,33	18,37	31,39	base	180
183	18,33	18,37	35,37	base	116
183	18,33	35,37	31,39	base	154
183	18,37	35,37	31,39	base	155
183	4,15	13,19	18,33	base	64
183	4,15	13,19	18,37	base	73
183	4,15	13,19	31,39	base	56
183	4,15	13,19	35,37	base	55
183	4,15	18,33	18,37	base	97
183	4,15	18,33	31,39	base	69
183	4,15	18,33	35,37	base	106
183	4,15	18,37	31,39	base	109
183	4,15	18,37	35,37	base	110
183	4,15	35,37	31,39	base	71
184	0,6	12,19	16,34	base	31
184	0,6	12,19	22,36	base	120
184	0,6	12,19	36,40	base	49
184	0,6	12,19	38,40	base	33
184	0,6	16,34	22,36	base	100
184	0,6	16,34	36,40	base	161
184	0,6	16,34	38,40	base	162
184	0,6	22,36	36,40	base	102
184	0,6	22,36	38,40	base	101
184	0,6	36,40	38,40	base	156
184	0,6	5,18	12,19	base	44
184	0,6	5,18	16,34	base	133
184	0,6	5,18	22,36	base	90
184	0,6	5,18	36,40	base	141
184	0,6	5,18	38,40	base	87
184	12,19	16,34	22,36	base	84
184	12,19	16,34	36,40	base	223
184	12,19	16,34	38,40	base	224
184	12,19	22,36	36,40	base	122
184	12,19	22,36	38,40	base	81
184	12,19	36,40	38,40	base	227
184	16,34	22,36	36,40	base	117
184	16,34	22,36	38,40	base	98
184	16,34	36,40	38,40	base	114
184	22,36	36,40	38,40	base	182
184	5,18	12,19	16,34	base	62
184	5,18	12,19	22,36	base	75
184	5,18	12,19	36,40	base	59
184	5,18	12,19	38,40	base	53
184	5,18	16,34	22,36	base	97
184	5,18	16,34	36,40	base	106
184	5,18	16,34	38,40	base	110
184	5,18	22,36	36,40	base	69
184	5,18	22,36	38,40	base	109
184	5,18	36,40	38,40	base	71
185	0,6	12,19	16,33	base	34
185	0,6	12,19	34,37	base	120
185	0,6	12,19	34,39	base	32
185	0,6	12,19	35,37	base	49
185	0,6	16,33	34,37	base	100
185	0,6	16,33	34,39	base	165
185	0,6	16,33	35,37	base	161
185	0,6	34,37	34,39	base	101
185	0,6	34,37	35,37	base	159
185	0,6	35,37	34,39	base	156
185	0,6	5,18	12,19	base	48
185	0,6	5,18	16,33	base	143
185	0,6	5,18	34,37	base	90
185	0,6	5,18	34,39	base	137
185	0,6	5,18	35,37	base	141
185	12,19	16,33	34,37	base	84
185	12,19	16,33	34,39	base	220
185	12,19	16,33	35,37	base	223
185	12,19	34,37	34,39	base	81
185	12,19	34,37	35,37	base	125
185	12,19	35,37	34,39	base	227
185	16,33	34,37	34,39	base	98
185	16,33	34,37	35,37	base	116
185	16,33	35,37	34,39	base	114
185	34,37	35,37	34,39	base	155
185	5,18	12,19	16,33	base	64
