orbit,packings,calls1,calls2,calls3,calls4,candidates1,candidates2,candidates3,candidates4,found
0,360242,0,290,34915,360242,0,0,290,34915,0
1,243245,0,205,29030,243245,0,0,205,29030,0
2,307471,1,326,32340,307471,0,1,326,32340,0
3,276390,0,167,31243,276390,0,0,167,31243,0
4,514092,0,178,48705,514092,0,0,178,48705,0
5,260154,0,367,31711,260154,0,0,367,31711,0
6,305417,0,185,33298,305417,0,0,185,33298,0
7,663378,0,158,46644,663378,0,0,158,46644,0
8,826995,0,223,63862,826995,0,0,223,63862,0
9,414154,0,165,32609,414154,0,0,165,32609,0
10,360012,0,221,37208,360012,0,0,221,37208,0
11,351188,0,252,38906,351188,0,0,252,38906,0
12,330636,0,89,23117,330636,0,0,89,23117,0
13,427032,0,134,29871,427032,0,0,134,29871,0
14,850562,0,142,60873,850562,0,0,142,60873,0
15,543269,0,163,39034,543269,0,0,163,39034,0
16,250361,0,63,16539,250361,0,0,63,16539,0
17,442966,0,151,36773,442966,0,0,151,36773,0
18,523245,0,143,34189,523245,0,0,143,34189,0
19,399306,0,223,38598,399306,0,0,223,38598,0
20,370341,0,214,32932,370341,0,0,214,32932,0
21,939604,0,148,62458,939604,0,0,148,62458,0
22,311738,0,137,28138,311738,0,0,137,28138,0
23,440191,1,164,44789,440191,0,1,164,44789,0
24,833594,0,127,53570,833594,0,0,127,53570,0
25,576825,0,122,39633,576825,0,0,122,39633,0
26,653093,0,156,48494,653093,0,0,156,48494,0
27,359718,0,181,33897,359718,0,0,181,33897,0
28,45238,0,41,5210,45238,0,0,41,5210,0
29,100455,0,35,7821,100455,0,0,35,7821,0
30,870264,0,148,60017,870264,0,0,148,60017,0
31,217910,0,70,15164,217910,0,0,70,15164,0
32,630588,0,146,48858,630588,0,0,146,48858,0
33,253471,0,53,15664,253471,0,0,53,15664,0
34,301463,0,72,21645,301463,0,0,72,21645,0
35,443390,0,138,31161,443390,0,0,138,31161,0
36,375287,0,106,29677,375287,0,0,106,29677,0
37,594296,0,169,48484,594296,0,0,169,48484,0
38,162367,0,48,10825,162367,0,0,48,10825,0
39,325334,0,56,23112,325334,0,0,56,23112,0
40,433221,0,132,38748,433221,0,0,132,38748,0
41,480277,0,126,43027,480277,0,0,126,43027,0
42,476890,0,92,25356,476890,0,0,92,25356,0
43,402543,0,111,38031,402543,0,0,111,38031,0
44,576974,0,172,47153,576974,0,0,172,47153,0
45,472113,0,141,37857,472113,0,0,141,37857,0
46,124412,0,22,8230,124412,0,0,22,8230,0
47,402872,0,144,40170,402872,0,0,144,40170,0
48,287789,0,66,21604,287789,0,0,66,21604,0
49,317655,0,85,26685,317655,0,0,85,26685,0
50,81600,0,32,6935,81600,0,0,32,6935,0
51,458487,0,103,35584,458487,0,0,103,35584,0
52,138650,0,27,8247,138650,0,0,27,8247,0
53,445484,0,60,22268,445484,0,0,60,22268,0
54,171369,0,32,13901,171369,0,0,32,13901,0
55,197094,0,46,15088,197094,0,0,46,15088,0
56,119540,0,49,11479,119540,0,0,49,11479,0
57,130794,0,28,8713,130794,0,0,28,8713,0
58,231526,0,56,20351,231526,0,0,56,20351,0
59,194769,0,56,16412,194769,0,0,56,16412,0
60,215699,0,52,15419,215699,0,0,52,15419,0
61,201754,0,34,13882,201754,0,0,34,13882,0
62,79983,0,20,6634,79983,0,0,20,6634,0
63,155443,0,20,8552,155443,0,0,20,8552,0
64,423160,0,91,34693,423160,0,0,91,34693,0
65,129975,0,29,9494,129975,0,0,29,9494,0
66,173207,0,38,12346,173207,0,0,38,12346,0
67,365089,0,112,35188,365089,0,0,112,35188,0
68,49994,0,24,4513,49994,0,0,24,4513,0
69,313871,0,42,14905,313871,0,0,42,14905,0
70,133244,0,31,11371,133244,0,0,31,11371,0
71,224886,0,38,16279,224886,0,0,38,16279,0
72,89464,0,20,7012,89464,0,0,20,7012,0
73,55750,0,17,5689,55750,0,0,17,5689,0
74,103568,0,16,7113,103568,0,0,16,7113,0
75,131467,0,23,7115,131467,0,0,23,7115,0
76,63283,0,7,4877,63283,0,0,7,4877,0
77,105597,0,17,6633,105597,0,0,17,6633,0
78,241368,0,45,17501,241368,0,0,45,17501,0
79,195950,0,48,17823,195950,0,0,48,17823,0
80,294023,0,39,19835,294023,0,0,39,19835,0
81,35096,0,12,2877,35096,0,0,12,2877,0
82,146857,0,22,11198,146857,0,0,22,11198,0
83,51605,0,19,5272,51605,0,0,19,5272,0
84,40050,0,15,3249,40050,0,0,15,3249,0
85,193786,0,46,14951,193786,0,0,46,14951,0
86,168399,0,28,11791,168399,0,0,28,11791,0
87,255494,0,36,17394,255494,0,0,36,17394,0
88,149363,0,36,12805,149363,0,0,36,12805,0
89,31452,0,9,2923,31452,0,0,9,2923,0
90,217829,0,22,11589,217829,0,0,22,11589,0
91,100740,0,17,7542,100740,0,0,17,7542,0
92,129909,0,18,9407,129909,0,0,18,9407,0
93,158582,0,14,9320,158582,0,0,14,9320,0
94,148288,0,19,8933,148288,0,0,19,8933,0
95,174899,0,25,10855,174899,0,0,25,10855,0
96,178206,0,54,16298,178206,0,0,54,16298,0
97,51546,0,16,5012,51546,0,0,16,5012,0
98,130232,0,16,6771,130232,0,0,16,6771,0
99,184780,0,19,10375,184780,0,0,19,10375,0
100,160328,0,17,6351,160328,0,0,17,6351,0
101,121060,0,20,7951,121060,0,0,20,7951,0
102,162238,0,14,9403,162238,0,0,14,9403,0
103,53586,0,17,4508,53586,0,0,17,4508,0
104,141187,0,22,8999,141187,0,0,22,8999,0
105,168323,0,30,10465,168323,0,0,30,10465,0
106,172790,0,27,10261,172790,0,0,27,10261,0
107,117637,0,31,11466,117637,0,0,31,11466,0
108,127764,0,15,7688,127764,0,0,15,7688,0
109,205216,0,13,8561,205216,0,0,13,8561,0
110,225771,0,48,18239,225771,0,0,48,18239,0
111,50159,0,5,3578,50159,0,0,5,3578,0
112,103996,0,11,6491,103996,0,0,11,6491,0
113,37500,0,4,2769,37500,0,0,4,2769,0
114,135000,0,15,7851,135000,0,0,15,7851,0
115,36542,0,4,2773,36542,0,0,4,2773,0
116,137434,0,20,8332,137434,0,0,20,8332,0
117,38739,0,3,2452,38739,0,0,3,2452,0
118,131324,0,21,8894,131324,0,0,21,8894,0
119,103298,0,15,6483,103298,0,0,15,6483,0
120,92564,0,3,4636,92564,0,0,3,4636,0
121,95758,0,8,5859,95758,0,0,8,5859,0
122,183296,0,20,10036,183296,0,0,20,10036,0
123,128063,0,4,6226,128063,0,0,4,6226,0
124,195033,0,27,11991,195033,0,0,27,11991,0
125,138700,0,9,5020,138700,0,0,9,5020,0
126,73426,0,7,5436,73426,0,0,7,5436,0
127,222657,0,37,15297,222657,0,0,37,15297,0
128,124538,0,17,10055,124538,0,0,17,10055,0
129,114402,0,17,7198,114402,0,0,17,7198,0
130,111313,0,25,8548,111313,0,0,25,8548,0
131,190452,0,15,7888,190452,0,0,15,7888,0
132,110488,0,5,5209,110488,0,0,5,5209,0
133,161208,0,27,10676,161208,0,0,27,10676,0
134,105588,0,22,8024,105588,0,0,22,8024,0
135,74104,0,19,5509,74104,0,0,19,5509,0
136,91624,0,21,6533,91624,0,0,21,6533,0
137,62164,0,15,3523,62164,0,0,15,3523,0
138,29619,0,2,2135,29619,0,0,2,2135,0
139,275947,0,53,19864,275947,0,0,53,19864,0
140,201628,0,10,7916,201628,0,0,10,7916,0
141,266866,0,19,11866,266866,0,0,19,11866,0
142,79764,0,4,4278,79764,0,0,4,4278,0
143,174353,0,1,7059,174353,0,0,1,7059,0
144,46624,0,7,3046,46624,0,0,7,3046,0
145,104142,0,15,5828,104142,0,0,15,5828,0
146,116575,0,15,6905,116575,0,0,15,6905,0
147,154758,0,24,9570,154758,0,0,24,9570,0
148,248149,0,42,18663,248149,0,0,42,18663,0
149,190034,0,30,12284,190034,0,0,30,12284,0
150,187284,0,14,9505,187284,0,0,14,9505,0
151,41173,0,2,3058,41173,0,0,2,3058,0
152,62242,0,2,3480,62242,0,0,2,3480,0
153,65966,0,8,3117,65966,0,0,8,3117,0
154,58525,0,4,3023,58525,0,0,4,3023,0
155,94949,0,11,7236,94949,0,0,11,7236,0
156,186910,0,17,8926,186910,0,0,17,8926,0
157,181084,0,12,9159,181084,0,0,12,9159,0
158,115978,0,16,6764,115978,0,0,16,6764,0
159,42201,0,11,2917,42201,0,0,11,2917,0
160,29238,0,3,1637,29238,0,0,3,1637,0
161,144800,0,17,6683,144800,0,0,17,6683,0
162,177845,0,19,10481,177845,0,0,19,10481,0
163,156638,0,17,8723,156638,0,0,17,8723,0
164,47344,0,10,4088,47344,0,0,10,4088,0
165,54050,0,8,3495,54050,0,0,8,3495,0
166,191503,0,15,7418,191503,0,0,15,7418,0
167,67281,0,13,4924,67281,0,0,13,4924,0
168,108106,0,14,6301,108106,0,0,14,6301,0
169,107500,0,15,5937,107500,0,0,15,5937,0
170,51464,0,11,3691,51464,0,0,11,3691,0
171,34079,0,11,2618,34079,0,0,11,2618,0
172,228999,0,10,10615,228999,0,0,10,10615,0
173,212653,0,35,18795,212653,0,0,35,18795,0
174,129367,0,22,8047,129367,0,0,22,8047,0
175,90930,0,9,4505,90930,0,0,9,4505,0
176,71340,0,8,3680,71340,0,0,8,3680,0
177,107529,0,7,4567,107529,0,0,7,4567,0
178,133954,0,14,7511,133954,0,0,14,7511,0
179,32824,0,4,2165,32824,0,0,4,2165,0
180,117200,0,7,5607,117200,0,0,7,5607,0
181,236522,0,24,12688,236522,0,0,24,12688,0
182,168222,0,12,9320,168222,0,0,12,9320,0
183,99558,0,34,7393,99558,0,0,34,7393,0
184,146196,0,12,8318,146196,0,0,12,8318,0
185,43537,0,4,3564,43537,0,0,4,3564,0
186,105287,0,7,5504,105287,0,0,7,5504,0
187,34864,0,9,2947,34864,0,0,9,2947,0
188,142605,0,8,5323,142605,0,0,8,5323,0
189,85232,0,19,4778,85232,0,0,19,4778,0
190,75384,0,18,5277,75384,0,0,18,5277,0
191,200638,0,15,9979,200638,0,0,15,9979,0
192,122064,0,12,7134,122064,0,0,12,7134,0
193,45390,0,10,4030,45390,0,0,10,4030,0
194,90807,0,3,4052,90807,0,0,3,4052,0
195,138013,0,10,7173,138013,0,0,10,7173,0
196,154318,0,8,6951,154318,0,0,8,6951,0
197,129302,0,8,4809,129302,0,0,8,4809,0
198,63461,0,5,3289,63461,0,0,5,3289,0
199,114553,0,6,5822,114553,0,0,6,5822,0
200,87172,0,8,4307,87172,0,0,8,4307,0
201,90491,0,3,3065,90491,0,0,3,3065,0
202,24947,0,7,2044,24947,0,0,7,2044,0
203,132572,0,16,10112,132572,0,0,16,10112,0
204,68825,0,5,4267,68825,0,0,5,4267,0
205,117882,0,6,6753,117882,0,0,6,6753,0
206,121670,0,4,6601,121670,0,0,4,6601,0
207,73026,0,2,3028,73026,0,0,2,3028,0
208,102199,0,7,5043,102199,0,0,7,5043,0
209,129022,0,9,5918,129022,0,0,9,5918,0
210,142670,0,13,6916,142670,0,0,13,6916,0
211,116938,0,12,6408,116938,0,0,12,6408,0
212,90037,0,3,4970,90037,0,0,3,4970,0
213,178843,0,19,9394,178843,0,0,19,9394,0
214,115665,0,7,5902,115665,0,0,7,5902,0
215,153430,0,9,8025,153430,0,0,9,8025,0
216,199906,0,11,10264,199906,0,0,11,10264,0
217,109779,0,7,4879,109779,0,0,7,4879,0
218,93038,0,15,5232,93038,0,0,15,5232,0
219,163992,0,11,8495,163992,0,0,11,8495,0
220,85485,0,5,3614,85485,0,0,5,3614,0
221,133532,0,12,9171,133532,0,0,12,9171,0
222,100655,0,0,4571,100655,0,0,0,4571,0
223,50481,0,6,2229,50481,0,0,6,2229,0
224,118130,0,9,5096,118130,0,0,9,5096,0
225,182026,0,15,8912,182026,0,0,15,8912,0
226,65490,0,5,3404,65490,0,0,5,3404,0
227,99060,0,7,6117,99060,0,0,7,6117,0
228,3866,0,2,340,3866,0,0,2,340,0
229,119370,0,13,6267,119370,0,0,13,6267,0
230,35944,0,6,2018,35944,0,0,6,2018,0
231,160843,0,11,7893,160843,0,0,11,7893,0
232,89255,0,6,4471,89255,0,0,6,4471,0
233,114005,0,3,4745,114005,0,0,3,4745,0
234,90053,0,9,4823,90053,0,0,9,4823,0
235,83206,0,0,4984,83206,0,0,0,4984,0
236,86937,0,6,3615,86937,0,0,6,3615,0
237,91005,0,9,6022,91005,0,0,9,6022,0
238,34917,0,2,1768,34917,0,0,2,1768,0
239,98273,0,5,4937,98273,0,0,5,4937,0
240,115040,0,5,4054,115040,0,0,5,4054,0
241,118969,0,7,5840,118969,0,0,7,5840,0
242,48655,0,3,2066,48655,0,0,3,2066,0
243,122737,0,14,6155,122737,0,0,14,6155,0
244,50763,0,3,2826,50763,0,0,3,2826,0
245,166970,0,7,6561,166970,0,0,7,6561,0
246,91723,0,6,3548,91723,0,0,6,3548,0
247,60461,0,3,2495,60461,0,0,3,2495,0
248,33884,0,1,2066,33884,0,0,1,2066,0
249,146508,0,4,7090,146508,0,0,4,7090,0
250,56368,0,3,2841,56368,0,0,3,2841,0
251,64806,0,3,3482,64806,0,0,3,3482,0
252,126751,0,12,6789,126751,0,0,12,6789,0
253,118071,0,6,7024,118071,0,0,6,7024,0
254,147542,0,7,7756,147542,0,0,7,7756,0
255,82283,0,12,4522,82283,0,0,12,4522,0
256,50687,0,3,2103,50687,0,0,3,2103,0
257,37378,0,5,1881,37378,0,0,5,1881,0
258,49416,0,2,2025,49416,0,0,2,2025,0
259,159760,0,7,6335,159760,0,0,7,6335,0
260,25229,0,3,1536,25229,0,0,3,1536,0
261,88898,0,2,4878,88898,0,0,2,4878,0
262,114768,0,16,6294,114768,0,0,16,6294,0
263,68004,0,2,3315,68004,0,0,2,3315,0
264,97273,0,7,4185,97273,0,0,7,4185,0
265,173661,0,8,7050,173661,0,0,8,7050,0
266,43159,0,7,1830,43159,0,0,7,1830,0
267,86291,0,5,4303,86291,0,0,5,4303,0
268,25111,0,1,1455,25111,0,0,1,1455,0
269,98566,0,11,7202,98566,0,0,11,7202,0
270,51777,0,6,2477,51777,0,0,6,2477,0
271,160635,0,11,7369,160635,0,0,11,7369,0
272,110859,0,15,7623,110859,0,0,15,7623,0
273,128816,0,11,6396,128816,0,0,11,6396,0
274,107687,0,10,6225,107687,0,0,10,6225,0
275,48003,0,5,3130,48003,0,0,5,3130,0
276,110894,0,6,4019,110894,0,0,6,4019,0
277,81594,0,9,4176,81594,0,0,9,4176,0
278,74763,0,7,4231,74763,0,0,7,4231,0
279,108580,0,5,6354,108580,0,0,5,6354,0
280,52942,0,17,3891,52942,0,0,17,3891,0
281,28151,0,2,1291,28151,0,0,2,1291,0
282,105134,0,0,3755,105134,0,0,0,3755,0
283,75618,0,4,4708,75618,0,0,4,4708,0
284,65015,0,4,3678,65015,0,0,4,3678,0
285,59435,0,3,2373,59435,0,0,3,2373,0
286,115877,0,4,4628,115877,0,0,4,4628,0
287,74549,0,7,4178,74549,0,0,7,4178,0
288,78167,0,2,3601,78167,0,0,2,3601,0
289,95892,0,5,5570,95892,0,0,5,5570,0
290,42043,0,1,2204,42043,0,0,1,2204,0
291,127569,0,8,6473,127569,0,0,8,6473,0
292,74287,0,9,3457,74287,0,0,9,3457,0
293,42216,0,4,2106,42216,0,0,4,2106,0
294,78327,0,7,5154,78327,0,0,7,5154,0
295,46548,0,9,3204,46548,0,0,9,3204,0
296,32111,0,2,1242,32111,0,0,2,1242,0
297,126196,0,4,4701,126196,0,0,4,4701,0
298,55274,0,4,2245,55274,0,0,4,2245,0
299,78014,0,1,2677,78014,0,0,1,2677,0
300,21908,0,1,1122,21908,0,0,1,1122,0
301,122404,0,6,5246,122404,0,0,6,5246,0
302,50787,0,3,2751,50787,0,0,3,2751,0
303,24906,0,4,1674,24906,0,0,4,1674,0
304,86104,0,11,6521,86104,0,0,11,6521,0
305,90598,0,7,3771,90598,0,0,7,3771,0
306,31827,0,4,1470,31827,0,0,4,1470,0
307,115746,0,5,4243,115746,0,0,5,4243,0
308,102889,0,2,3500,102889,0,0,2,3500,0
309,88036,0,2,4366,88036,0,0,2,4366,0
310,32211,0,3,1384,32211,0,0,3,1384,0
311,49922,0,5,2861,49922,0,0,5,2861,0
312,70639,0,2,3606,70639,0,0,2,3606,0
313,23527,0,1,1054,23527,0,0,1,1054,0
314,89754,0,8,3674,89754,0,0,8,3674,0
315,29537,0,1,2222,29537,0,0,1,2222,0
316,47759,0,3,2514,47759,0,0,3,2514,0
317,42826,0,5,2668,42826,0,0,5,2668,0
318,63671,0,2,3033,63671,0,0,2,3033,0
319,21654,0,2,1494,21654,0,0,2,1494,0
320,40659,0,4,2629,40659,0,0,4,2629,0
321,35490,0,0,2695,35490,0,0,0,2695,0
322,105138,0,5,5181,105138,0,0,5,5181,0
323,44894,0,6,2706,44894,0,0,6,2706,0
324,27024,0,2,1447,27024,0,0,2,1447,0
325,52078,0,1,1702,52078,0,0,1,1702,0
326,53888,0,3,3126,53888,0,0,3,3126,0
327,45239,0,1,2303,45239,0,0,1,2303,0
328,28088,0,3,1356,28088,0,0,3,1356,0
329,109392,0,6,5458,109392,0,0,6,5458,0
330,95330,0,3,4985,95330,0,0,3,4985,0
331,70551,0,2,3307,70551,0,0,2,3307,0
332,54511,0,5,2722,54511,0,0,5,2722,0
333,106023,0,9,8740,106023,0,0,9,8740,0
334,38784,0,2,2327,38784,0,0,2,2327,0
335,65967,0,0,3033,65967,0,0,0,3033,0
336,19072,0,2,1173,19072,0,0,2,1173,0
337,52902,0,5,3050,52902,0,0,5,3050,0
338,35777,0,6,1897,35777,0,0,6,1897,0
339,45545,0,1,1802,45545,0,0,1,1802,0
340,46097,0,7,2812,46097,0,0,7,2812,0
341,50886,0,9,2875,50886,0,0,9,2875,0
342,38472,0,2,2105,38472,0,0,2,2105,0
343,26355,0,0,1025,26355,0,0,0,1025,0
344,47903,0,2,1490,47903,0,0,2,1490,0
345,10486,0,0,726,10486,0,0,0,726,0
346,37166,0,0,1937,37166,0,0,0,1937,0
347,64506,0,1,3164,64506,0,0,1,3164,0
348,67242,0,7,2530,67242,0,0,7,2530,0
349,24738,0,0,920,24738,0,0,0,920,0
350,86621,0,11,4882,86621,0,0,11,4882,0
351,28789,0,1,1455,28789,0,0,1,1455,0
352,37416,0,0,1673,37416,0,0,0,1673,0
353,71941,0,7,4316,71941,0,0,7,4316,0
354,81523,0,2,2782,81523,0,0,2,2782,0
355,46306,0,3,2467,46306,0,0,3,2467,0
356,32480,0,5,1601,32480,0,0,5,1601,0
357,9153,0,2,458,9153,0,0,2,458,0
358,51252,0,3,1861,51252,0,0,3,1861,0
359,79897,0,5,3073,79897,0,0,5,3073,0
360,51722,0,7,3113,51722,0,0,7,3113,0
361,27246,0,1,845,27246,0,0,1,845,0
362,41074,0,1,1323,41074,0,0,1,1323,0
363,40964,0,1,1792,40964,0,0,1,1792,0
364,14314,0,1,746,14314,0,0,1,746,0
365,63560,0,2,2604,63560,0,0,2,2604,0
366,15614,0,0,1009,15614,0,0,0,1009,0
367,57373,0,3,3944,57373,0,0,3,3944,0
368,48321,0,2,2517,48321,0,0,2,2517,0
369,20073,0,0,907,20073,0,0,0,907,0
370,47297,0,2,2799,47297,0,0,2,2799,0
371,51626,0,3,2589,51626,0,0,3,2589,0
372,84393,0,4,4007,84393,0,0,4,4007,0
373,65051,0,7,2554,65051,0,0,7,2554,0
374,7162,0,0,540,7162,0,0,0,540,0
375,17536,0,0,723,17536,0,0,0,723,0
376,70732,0,5,3262,70732,0,0,5,3262,0
377,23221,0,1,852,23221,0,0,1,852,0
378,79132,0,1,3031,79132,0,0,1,3031,0
379,28704,0,3,1851,28704,0,0,3,1851,0
380,23849,0,0,1240,23849,0,0,0,1240,0
381,31199,0,11,1531,31199,0,0,11,1531,0
382,49337,0,0,2942,49337,0,0,0,2942,0
383,20670,0,1,1198,20670,0,0,1,1198,0
384,45153,0,2,1986,45153,0,0,2,1986,0
385,57269,0,3,3061,57269,0,0,3,3061,0
386,29616,0,2,1085,29616,0,0,2,1085,0
387,27863,0,0,1143,27863,0,0,0,1143,0
388,83734,0,4,3021,83734,0,0,4,3021,0
389,15334,0,1,993,15334,0,0,1,993,0
390,46198,0,6,2235,46198,0,0,6,2235,0
391,4175,0,0,268,4175,0,0,0,268,0
392,69399,0,5,3094,69399,0,0,5,3094,0
393,46800,0,0,2650,46800,0,0,0,2650,0
394,35770,0,2,2015,35770,0,0,2,2015,0
395,25687,0,2,1468,25687,0,0,2,1468,0
396,79415,0,6,4598,79415,0,0,6,4598,0
397,37868,0,1,1597,37868,0,0,1,1597,0
398,62824,0,0,2679,62824,0,0,0,2679,0
399,33809,0,3,1496,33809,0,0,3,1496,0
400,33661,0,0,1063,33661,0,0,0,1063,0
401,49612,0,2,2687,49612,0,0,2,2687,0
402,8053,0,0,363,8053,0,0,0,363,0
403,27424,0,2,1808,27424,0,0,2,1808,0
404,44358,0,5,2437,44358,0,0,5,2437,0
405,14856,0,3,885,14856,0,0,3,885,0
406,21338,0,0,1084,21338,0,0,0,1084,0
407,27762,0,0,1231,27762,0,0,0,1231,0
408,46907,0,3,2784,46907,0,0,3,2784,0
409,15351,0,0,634,15351,0,0,0,634,0
410,50550,0,1,2512,50550,0,0,1,2512,0
411,45982,0,7,3344,45982,0,0,7,3344,0
412,67195,0,2,2791,67195,0,0,2,2791,0
413,16224,0,2,639,16224,0,0,2,639,0
414,64715,0,4,2579,64715,0,0,4,2579,0
415,53138,0,2,2104,53138,0,0,2,2104,0
416,23642,0,3,1119,23642,0,0,3,1119,0
417,20688,0,0,908,20688,0,0,0,908,0
418,49006,0,6,2376,49006,0,0,6,2376,0
419,24467,0,1,1013,24467,0,0,1,1013,0
420,11576,0,0,602,11576,0,0,0,602,0
421,15734,0,2,703,15734,0,0,2,703,0
422,20000,0,2,935,20000,0,0,2,935,0
423,43148,0,3,2167,43148,0,0,3,2167,0
424,35843,0,8,1922,35843,0,0,8,1922,0
425,45049,0,4,2432,45049,0,0,4,2432,0
426,22319,0,0,991,22319,0,0,0,991,0
427,35673,0,1,1738,35673,0,0,1,1738,0
428,41450,0,2,1608,41450,0,0,2,1608,0
429,10723,0,0,421,10723,0,0,0,421,0
430,68162,0,4,3061,68162,0,0,4,3061,0
431,28287,0,1,1146,28287,0,0,1,1146,0
432,13443,0,0,686,13443,0,0,0,686,0
433,14775,0,0,847,14775,0,0,0,847,0
434,38690,0,5,2345,38690,0,0,5,2345,0
435,23975,0,4,1062,23975,0,0,4,1062,0
436,29648,0,1,1593,29648,0,0,1,1593,0
437,19296,0,0,699,19296,0,0,0,699,0
438,46642,0,2,1974,46642,0,0,2,1974,0
439,49035,0,2,1516,49035,0,0,2,1516,0
440,43289,0,5,2240,43289,0,0,5,2240,0
441,20049,0,2,880,20049,0,0,2,880,0
442,34623,0,5,1830,34623,0,0,5,1830,0
443,35000,0,7,1900,35000,0,0,7,1900,0
444,62487,0,1,3111,62487,0,0,1,3111,0
445,34520,0,2,2007,34520,0,0,2,2007,0
446,22502,0,1,805,22502,0,0,1,805,0
447,73396,0,0,3353,73396,0,0,0,3353,0
448,22868,0,1,1357,22868,0,0,1,1357,0
449,30081,0,3,1976,30081,0,0,3,1976,0
450,7577,0,0,229,7577,0,0,0,229,0
451,22194,0,1,677,22194,0,0,1,677,0
452,37486,0,3,1290,37486,0,0,3,1290,0
453,11712,0,0,727,11712,0,0,0,727,0
454,52454,0,2,2954,52454,0,0,2,2954,0
455,63619,0,0,2099,63619,0,0,0,2099,0
456,33503,0,0,1079,33503,0,0,0,1079,0
457,44721,0,2,2176,44721,0,0,2,2176,0
458,68663,0,5,3317,68663,0,0,5,3317,0
459,41930,0,1,1386,41930,0,0,1,1386,0
460,32987,0,1,1470,32987,0,0,1,1470,0
461,17651,0,0,759,17651,0,0,0,759,0
462,63228,0,5,3277,63228,0,0,5,3277,0
463,19680,0,3,954,19680,0,0,3,954,0
464,33779,0,3,2150,33779,0,0,3,2150,0
465,55705,0,8,2916,55705,0,0,8,2916,0
466,15274,0,0,632,15274,0,0,0,632,0
467,26327,0,3,1065,26327,0,0,3,1065,0
468,23456,0,1,1057,23456,0,0,1,1057,0
469,40051,0,1,1573,40051,0,0,1,1573,0
470,20426,0,1,1122,20426,0,0,1,1122,0
471,38762,0,1,1648,38762,0,0,1,1648,0
472,47262,0,3,1864,47262,0,0,3,1864,0
473,21307,0,2,1032,21307,0,0,2,1032,0
474,30483,0,0,1392,30483,0,0,0,1392,0
475,19965,0,1,769,19965,0,0,1,769,0
476,36907,0,1,1804,36907,0,0,1,1804,0
477,20461,0,0,1024,20461,0,0,0,1024,0
478,32617,0,5,1615,32617,0,0,5,1615,0
479,47885,0,0,1831,47885,0,0,0,1831,0
480,2699,0,0,155,2699,0,0,0,155,0
481,50825,0,3,2095,50825,0,0,3,2095,0
482,33386,0,4,2237,33386,0,0,4,2237,0
483,16007,0,4,771,16007,0,0,4,771,0
484,4691,0,0,173,4691,0,0,0,173,0
485,10702,0,0,421,10702,0,0,0,421,0
486,27578,0,3,1263,27578,0,0,3,1263,0
487,19411,0,0,528,19411,0,0,0,528,0
488,32215,0,0,1799,32215,0,0,0,1799,0
489,18891,0,1,576,18891,0,0,1,576,0
490,17758,0,0,759,17758,0,0,0,759,0
491,37756,0,6,1928,37756,0,0,6,1928,0
492,38797,0,1,1478,38797,0,0,1,1478,0
493,5751,0,1,209,5751,0,0,1,209,0
494,18927,0,1,903,18927,0,0,1,903,0
495,16441,0,1,801,16441,0,0,1,801,0
496,18392,0,1,962,18392,0,0,1,962,0
497,19398,0,2,807,19398,0,0,2,807,0
498,5563,0,1,320,5563,0,0,1,320,0
499,31658,0,2,1493,31658,0,0,2,1493,0
500,21525,0,0,1073,21525,0,0,0,1073,0
501,24675,0,1,1234,24675,0,0,1,1234,0
502,5460,0,0,365,5460,0,0,0,365,0
503,21355,0,0,719,21355,0,0,0,719,0
504,21751,0,0,558,21751,0,0,0,558,0
505,12557,0,0,452,12557,0,0,0,452,0
506,15634,0,1,717,15634,0,0,1,717,0
507,16214,0,0,531,16214,0,0,0,531,0
508,18881,0,0,937,18881,0,0,0,937,0
509,45453,0,2,2423,45453,0,0,2,2423,0
510,7001,0,0,396,7001,0,0,0,396,0
511,25839,0,1,1426,25839,0,0,1,1426,0
512,49650,0,1,2051,49650,0,0,1,2051,0
513,18376,0,2,802,18376,0,0,2,802,0
514,14899,0,2,754,14899,0,0,2,754,0
515,4189,0,0,245,4189,0,0,0,245,0
516,17027,0,3,773,17027,0,0,3,773,0
517,19244,0,2,772,19244,0,0,2,772,0
518,37211,0,3,1559,37211,0,0,3,1559,0
519,9089,0,1,417,9089,0,0,1,417,0
520,12648,0,0,615,12648,0,0,0,615,0
521,27737,0,0,1022,27737,0,0,0,1022,0
522,20068,0,6,1065,20068,0,0,6,1065,0
523,6236,0,0,212,6236,0,0,0,212,0
524,6411,0,1,303,6411,0,0,1,303,0
525,14553,0,0,613,14553,0,0,0,613,0
526,24930,0,3,1533,24930,0,0,3,1533,0
527,17831,0,0,878,17831,0,0,0,878,0
528,17133,0,1,552,17133,0,0,1,552,0
529,18637,0,0,584,18637,0,0,0,584,0
530,13762,0,0,747,13762,0,0,0,747,0
531,12644,0,1,655,12644,0,0,1,655,0
532,19103,0,1,778,19103,0,0,1,778,0
533,21473,0,1,696,21473,0,0,1,696,0
534,15696,0,0,626,15696,0,0,0,626,0
535,14761,0,1,626,14761,0,0,1,626,0
536,9031,0,1,465,9031,0,0,1,465,0
537,18970,0,1,623,18970,0,0,1,623,0
538,28075,0,2,1445,28075,0,0,2,1445,0
539,21935,0,1,1004,21935,0,0,1,1004,0
540,12553,0,0,483,12553,0,0,0,483,0
541,25357,0,3,1034,25357,0,0,3,1034,0
