index	task	whole_task_status	residual_status	clauses	cnf_sha256	residual_edgeword
118	bo1-q9-r5-c000118	UNKNOWN	SAT	26668	2a86fe6541961c751de53cea863191e2d9c920d4614243a2b4cc5594de39b4e2	0b7324c2f8500e08d6c21892170e46a2cb49eccc1bc1f4d219d78584b723bc08
119	bo1-q9-r5-c000119	UNKNOWN	SAT	26220	e1c4af272ee3da232a9d70a6c080bb898fe3878a18bbb59cfd33c6dc8b72c6d8	0b7724ddc44c2e306b920762528ce2c88b472a823f006798c5396185fe1d2190
120	bo1-q9-r5-c000120	UNKNOWN	SAT	25804	83a201450b235c6ba3105c3a8a9fc5e0eeedb3f926b4edb6c8fe22fb038b34c9	1bf70468547084283c5b2661d6026ec24bc8e2099240cc95c3ca72559705ff98
121	bo1-q9-r5-c000121	UNKNOWN	SAT	26324	cff7e322a0c7dce817bb285f2334b63f749baa444a66980eae7846343382f69c	19f32440a53c2c2cc93a62627c04fb9490c31d861a8139c89ce1d3c876254d98
122	bo1-q9-r5-c000122	UNKNOWN	SAT	25772	b3271a26e40e92a6ce672982cfb75e5a731c983c0c507361178b272ae7e88c02	19f72486d108b014ed122b10670c1af15e06bbc2d2c0df2a4cb11262dd00e378
123	bo1-q9-r5-c000123	UNKNOWN	SAT	25356	0301016689401a48d3ff89e03e1b9b9372a22e74c67a9c60861ff04d2da650ca	1bf7248054b02623c12e30b1648235e8af51d90748412ae2c89731971807ff88
124	bo1-q9-r5-c000124	UNKNOWN	SAT	26116	3e9dec7614f251285a41722953bb59aa99a0f52c46384ac094cf0d29b4612da4	19f514911c44d40f144b2380070376b674caa2c682638b09a53d6074f907ff88
125	bo1-q9-r5-c000125	UNKNOWN	SAT	25236	3839ea3d36217353c8cd4eda8de0ccda045fa647969c5127be14301c5f1c8573	1bf7142a250c4e2161bb3e41c08999897841deca2f018c59cc2d602e3d0a2ae8
126	bo1-q9-r5-c000126	UNKNOWN	SAT	27236	b6eef390f407f33e10ea7c5ef695e6dce66d061588949949576f00f3bfc014ef	09e60c16c94c6806715440d1518ca5a70741fe05a8c3c69561ba502cfc2f4188
127	bo1-q9-r5-c000127	UNKNOWN	SAT	26340	c6e0e8e6e41ed772097157d1f0302389d14ab12fef2c6b201b9eac765d62af18	0fe60c9c2090aa15117442728d065ed2cf01d7860b22233aafc131ce9a07ff88
128	bo1-q9-r5-c000128	UNKNOWN	SAT	25652	287ee753bea0a18de100164dc3ccf530b0f7e657566c7784f766ff1a40921e69	13772c61389086087d3a3a20648063783f06de06b042e13d05e3f3fc1807ff88
129	bo1-q9-r5-c000129	UNKNOWN	SAT	25220	d18f7edd725c8ed8b21b59e93208e6e313b2046e943639d5b79bfa2671a89f00	17772ce0343894097a634090ed8559717750c8c312c1229d3926757469267418
130	bo1-q9-r5-c000130	UNKNOWN	SAT	25652	bf454305451af086a381aed0e76cd5f1ab2035b56f43daab61764b1799194299	13f70c5499106603fd5413a14b0492b0cbc43e094a402b1ddaa5a0c9bd307b18
131	bo1-q9-r5-c000131	UNKNOWN	SAT	24788	39459bfc92a9fecc2bc7b0d428e75af506c18a79961487017a38a5895893bbf6	1bf71ca23088880aa8af60f058887e2f0d0f90c4b5a11e7a4a1d110baf2631e8
132	bo1-q9-r5-c000132	UNKNOWN	SAT	26804	2cd1544da460814dfc648a770b90dd6c2845054a27ee0d90bd3d1d9acf8b17da	1d5e048338484c1a508b17528907a2ba58cee0c9e7213d660aed251de1104bb8
133	bo1-q9-r5-c000133	UNKNOWN	SAT	26252	bf74b03a99535b2444cd25db5d97d14860dcdf9e8d967575f383504afd65f995	1ebe04c218e00e2926074bf27089ad8553c53e8455204d4bbbd425037513ce60
134	bo1-q9-r5-c000134	UNKNOWN	SAT	26116	e825207bcfc505f93eb29cd15d35bc790a560964f410a19bda8f883e36dc4bd2	1cbe242584380e16e2c930321d014d5a27d2cd8a9de2c61721e5a2b5790bcd40
135	bo1-q9-r5-c000135	UNKNOWN	SAT	26684	b96274dc94c4a8d1c08dfd8ce4ce50a7654e307bfaf309eb12919b31be18acc4	1e2b24ce7488280231b20bb3438b494867549e42ba8207bce13ad3c3e4074e70
136	bo1-q9-r5-c000136	UNKNOWN	SAT	26220	a04f72d31793e92798aad602f1a95b8712c58affefd4bf25b7d8f17e5d126bdd	1ceb2460a84c882a55a960f13c00ceb7f0cb0d8c2b002f43b931b49eb807ff88
137	bo1-q9-r5-c000137	UNKNOWN	SAT	26668	f377f300d4bc229703eb1ae60405e17152ea224fa38938c3ea179ebe2000c102	1a5b14c29828a01078bb36a20b81ae6dc747b708e8a2cf0904af548de9359408
138	bo1-q9-r5-c000138	UNKNOWN	SAT	25100	b2f589bdf82c9ad0507e44c7d93d7b5c62e564508dcb27fb93caac64a398ea2a	0f5f345c09e01201e6063580e2895a4c7750cec2e30081e7996f846d513227d0
139	bo1-q9-r5-c000139	UNKNOWN	SAT	24668	f6421ade12aa31a5121b2432adbe5bdc40799898071f4ce56a96971ce705a5c6	0f7f34620834e006e2a351e102889aa58d8a98c8e92244f983a1f16f88126760
140	bo1-q9-r5-c000140	UNKNOWN	SAT	25084	9de38d853523dd6d620f9a8bbceea7e82a3b3b130069a1cf47e0441fdb525143	09ff341c9194b20de61407a1448d4d5c29ccd4c2c2e262b5104f705fc5334288
141	bo1-q9-r5-c000141	UNKNOWN	SAT	24668	8ebbb819522a5a43248543bd3d914d42b2e143284045e1f4d4c88af4ecab7e1c	19ff34a24d38e02099582890530743ac765350c4ccc08bf88baa8268f6205bf8
142	bo1-q9-r5-c000142	UNKNOWN	SAT	26116	84e7a3cc898cfd37f6b66fbba919421f8b0ffeb189688a1a58b9e6ecc555ed7d	1cee0cb43c10d0001d34377156806769c61137430fc18e43cdb483c25a05d730
143	bo1-q9-r5-c000143	UNKNOWN	SAT	25772	9ff5bb6615117a182c2527efb14d85ec9c31ed4201cc21eab64ad690efb81766	0f7e0cf628909428bc433230660074aa45c555883dc15bc410f96472be09a3e8
144	bo1-q9-r5-c000144	UNKNOWN	SAT	25564	6d956b3bd291e8d5ffd3afd2c51f6239738a2fc37a6c6052e7116fea03c8b400	19fe0c8c688406023b6241c2c5069f549b8af44402e303d993a590d9f527bf88
145	bo1-q9-r5-c000145	UNKNOWN	SAT	25652	3c22a1e5d7aef1d09214aa78225b850463eeee64cb15fa6ae25a9a5bb53099fb	175f0c8721843c0c7c772a722787a535928920c52a809e71268cf31f1524d530
146	bo1-q9-r5-c000146	UNKNOWN	SAT	25652	6e2f534ccd601f3709424a969120e8d12beab8a67d0a3b1d1d06b2f53631a2bc	0f768ccd3000661910796d300f80fc262d187bc58ba0a976527a959a951c3270
147	bo1-q9-r5-c000147	UNKNOWN	SAT	25548	ff9fb19ceee06a4949402a43474ff6316f2f231939af8f396e6d064e239b3c7b	19f68c4278489606271c26f03b89550037cb0f4a27420b6594b6a3789c34d0e8
148	bo1-q9-r5-c000148	UNKNOWN	SAT	25100	0ba2ea430b44888242a52e5112ad06014bbbcfb96d176ed3de3ec41e4d68817b	1e3eac8a8d58d0056c0f117134043bbb3a83e583a900799c529b106673191678
149	bo1-q9-r5-c000149	UNKNOWN	SAT	23804	f75c79936b086319f916b2afdedc344dfe8695bb135ed9cb4960c0adbc3d9e6d	19ffbc28242cd022ba3e08b0a988f86491c8e6418f8127790a4be119672039e8
150	bo1-q9-r5-c000150	UNKNOWN	SAT	28092	e4a8fd2a34acacc20fc9d4fb22e83e375df53cd1f4e526425b32942f6bdb0c82	1dc4408590bc3c069b3213825b05c8e03f4a754aa2a014abc1dab35a2d2e4730
151	bo1-q9-r5-c000151	UNKNOWN	SAT	28660	e47b8a771201d6f6b49692bd23ead4bdce592b004db7c100d2c916bcb12eb433	1d80603e44a4840c9cbe33c0eb8ac7f12b9b8784e9029cca6a5b56522d1226b8
152	bo1-q9-r5-c000152	UNKNOWN	SAT	28076	f21006ed81c3743bc8cc0b7adf499cf38ca908b255003ce2cb1b4a7b37670939	1dc0603754344827c6331221b68b05eb1e11ad8da240eb50835fc33a252469f8
153	bo1-q9-r5-c000153	UNKNOWN	SAT	28420	a6b04fff64064b0bf484d6c7ddc0718023ee853b3fa201a976d60311ae9ff45d	05c46019d148d22c7a1e1d31950c1e6cc712d100bfa3643516d741343f17b530
154	bo1-q9-r5-c000154	UNKNOWN	SAT	27956	0affb6cd8bb98bef5668972f83e1446563f8b8a6b60b4d3a8dd5b828a431909c	15c4602a29c89a19cd8c2d60098a6989b7c79e455d2060fcc5e631ba3c1aa1d8
155	bo1-q9-r5-c000155	UNKNOWN	SAT	27508	9424fb7a2aa5b95b70cc726f99bb20be060149a389d83d6074833f7acdfe1cc6	1dc4601aad20662eeaaa2752230b623961853cc65920bd2cd226763f42161cc8
156	bo1-q9-r5-c000156	UNKNOWN	SAT	27508	8da195ae268c5e1619415620f44f8c139c6c2d872c3fd7e1056f7df7847edf30	0fe440a3d048363198552eb1bc8504aaf31368821ec30b654a87c1d25a065cf8
157	bo1-q9-r5-c000157	UNKNOWN	SAT	27492	8208b869d4fea76c668732d50df5e0f27d764c4cd7fc9d4fe37ae6dc002b8d3a	0fe060082954660fe34a68d29409c8a5acd2e2462d230738ad11f51de815da50
158	bo1-q9-r5-c000158	UNKNOWN	SAT	27372	8ed05b83f902d7d35570929fc20a6f222cc9aeca3031b8b193f99f7295bd63cb	0fa4608114686625623131a06c8c74c7635bac421e802bd3afef176c45176cc8
159	bo1-q9-r5-c000159	UNKNOWN	SAT	26924	8c0b7fe838a4ae3ea343d3184d46462ea630de5f898b7b5487593f6a27972278	0fe460674850d20fa54b68817b01636859c1bc8ea5412ee34386c00ff90cf890
160	bo1-q9-r5-c000160	UNKNOWN	SAT	28076	f7881adc30f04df09ce7f3a5bf619d2288f656a188cd8dff04102f4bb41125f8	0fc2402f593c4a31eb6105404588486a4b86dc8ab0c244ffc3359659380e6ce0
161	bo1-q9-r5-c000161	UNKNOWN	SAT	28660	573994e94e358050eac60edfa17e8eb8ed3d24677448eff21229e8ed21019704	1aa2403ce4808a03ba5d54a0418dbc2d1adc8d02686357d8f38d54713905d798
162	bo1-q9-r5-c000162	UNKNOWN	SAT	26940	86b9b550dc9b3310e075496972d9ef4ace5870f267f5a8f6e999bc11f3eede8d	0fe6401a802caa1976b44870a3066a470f4d6c4a8d616c5682df61be4929d1c0
163	bo1-q9-r5-c000163	UNKNOWN	SAT	26804	79c1f9c16fe62d424e6eeffbbfd4c81d9a0e5fa169ef9a4d89b7682c6133081d	0fe2605694b4a4274a031792b702a598358630c966a20e6e0d7a231dca05a778
164	bo1-q9-r5-c000164	UNKNOWN	SAT	26356	d01fb0e7026b8f56b69c58a91fc3110e45cbb7b0595d3af2205d1e609ced095e	0fe6609814486220586d2de0ed054920e8c6bd0aa7c35ae23549b20ff826bc70
165	bo1-q9-r5-c000165	UNKNOWN	SAT	27268	ca530a549cf13ce4a1e37da71e56e6445b7169dd7791298da411ee6fbf74d823	0fc450452c1c3c20c8da7181568ead2bf3025e80aae097b5f3b8118afa321538
166	bo1-q9-r5-c000166	UNKNOWN	SAT	27252	f667a1de41489227f513e7007dbefcae001bd0b4ecee916887e8beac86440680	0dc470089570c411cae718d2458e9a4dba43e28268a20bf2125376b81b06cf88
167	bo1-q9-r5-c000167	UNKNOWN	SAT	26820	38abd182375fe708b19a9f9193ced7cd55e898451a82e21e5fc77b4c115bafaf	1dc470a838484202fd820a918d031f50e59b1102aaa357f8a627b0b6d40f5918
168	bo1-q9-r5-c000168	UNKNOWN	SAT	26804	2037a118a66f2afc24e6ff9da8b453154580a51bb414ed041148a54ec92ede91	0fc470074854541715584d312785b878ea485783178202eb98ef217d131b7250
169	bo1-q9-r5-c000169	UNKNOWN	SAT	25892	ccda1db351a2a9e95a631c525f7c3c71fd86936486bd3776d8fd0a8a4c680019	0fe670ea5820a03178ba2c229b031f1b450cccc88ee035e34b46b305e506e9e0
170	bo1-q9-r5-c000170	UNKNOWN	SAT	26908	43704ffd422ce5909825a1d0cdb2e4815b5b94e81bd6865c3e86fe695625a469	17d260877530cc02c13f0a330704dd672f17a28228617960a95ac30b35289f18
171	bo1-q9-r5-c000171	UNKNOWN	SAT	27236	849f93950fa7599a4751f182cccc0756afb27cddae96fa5109d505ad3acfa7d8	0794705541b0a212e0ab14d21b0a4f8ac5d91d8237a276523628d1e4d307cdc0
172	bo1-q9-r5-c000172	UNKNOWN	SAT	27372	fe740be5913ec573ce68877f9eb112415f86985c933905c93780582edc72b94b	1ba1605940ac541828cc33e24e8aa6987a11c581ada3318c9e98d119cf007fd0
173	bo1-q9-r5-c000173	UNKNOWN	SAT	26788	ecfc1a676ff4b29e039c2101c095055c1ae9bc9028f5095d258be3866c4b5347	07e56004c410ba15765c16d05b813b5d2883e94e5682cf43eb23c263992d36a0
174	bo1-q9-r5-c000174	UNKNOWN	SAT	28044	208b4a7c9d4915436d8f40b2d3437861b5f7c6c7a6f80be2fb96ce76192aa343	0f4248c171e812116e5a0b82a482ff821c89d54f23c1ce191493d42ea70bffa0
175	bo1-q9-r5-c000175	UNKNOWN	SAT	27492	4c2818148730ab97c9bd9b52d08ee7636dfab4105e9e9643e822b6e73523488f	1f42485925087224dd46672017016ae78459b64634412fba0b6c75ca1d0b5e48
176	bo1-q9-r5-c000176	UNKNOWN	SAT	27356	b15c0e3c6712bccd8ac7a89bb3231196b52b37f508b90d61f55e1a06212208c3	19a46853c8042a197f835c917a88d785f993088c3460542e807b76f3820ef0d0
177	bo1-q9-r5-c000177	UNKNOWN	SAT	26132	d62a0d45d17df4dd458ca788fb0fcc2f81fcf703653ada76e0fb4ce35289f040	1be2682920c4c431b1b415d2588036f42f0b1cc35d2165a6c4e5f03dc62b2b08
178	bo1-q9-r5-c000178	UNKNOWN	SAT	27028	6b8cc650fab9c0c73f54b03d7e3bd06c09295119f77314f7ac9db3b976570362	07c458cb2c04e41551c754215a0da68d9b80be00b3a2d158e0d3717a720ead58
179	bo1-q9-r5-c000179	UNKNOWN	SAT	27940	d5fcafabe7401e15108a8497491fd706c7bcff69e9a9c791b7bfb2cbd3d2bb41	174148559cf46204d561518142847b53e8d2d64b18c2b5d105dd50c7793017d0
180	bo1-q9-r5-c000180	UNKNOWN	SAT	25668	27bb722c9a78e88e2f687d641e4a0c7d6968204afcbb01ccb80a0178e048e18f	1be55803c09c12247b6930c26c057a946f0384c32660db4504ff12aaa32139f8
181	bo1-q9-r5-c000181	UNKNOWN	SAT	26804	2bb761ae174f185215e8186ed3d0b67cbfecc23cc6c5be630b6582765852e2c7	1eaa60163cc8d004395b61a2990792c95294d7088fe0d69aa13d41789f275730
182	bo1-q9-r5-c000182	UNKNOWN	SAT	27372	e388d57017c705b31667a3950510afcb280848a8261cdcee9050d00eaf1fdf94	1e8c50447d30781aa13b4e808704c71546ca54453ec219a764af23aa1a217ce8
183	bo1-q9-r5-c000183	UNKNOWN	SAT	26804	e9f09f216d2a3dafb150c27faa1db109880e30de07c49fd9e0df3beef7e748aa	1eca502ba5802419949342e023879e68b894c6c129e234f889b4e3d8170ffea0
184	bo1-q9-r5-c000184	UNKNOWN	SAT	26684	2e659131fcccd79a6a660378afb8d73693b74c24389a08ce4c73fa0213063904	1e8a70a414ac40283c5968d0dc866231be0e3981c46203f885b752f5d20fff40
185	bo1-q9-r5-c000185	UNKNOWN	SAT	26236	784f05b5bb649bd210bd22484836b64160bc0040ab37dd35627f72d3e2afb6b6	1eca704a8428a41d9e644790c2839e927752898c962005b78d4f32e61128f4d8
186	bo1-q9-r5-c000186	UNKNOWN	SAT	26236	93ad5602c057bf8bb6352fb6fae500f2169c393e2468283dbe3dc3426c5048a4	1f4a6859887cb001fc564981c28852c53ac253c673403eacd6427261fe0c5e50
187	bo1-q9-r5-c000187	UNKNOWN	SAT	26236	7140a9a53cc4c58ee3c94b6bcc709c653e13d27e6e69b63d2ee8eccf8a775b73	1f4b4843403c12247a251b60a6805f8e4d581dcae3a07e9c22a9755a1a16e708
188	bo1-q9-r5-c000188	UNKNOWN	SAT	27356	1807a252a32f963f6269207de105a03149d0174109bb784d6cc1155d721f4318	0ee0d0dc94f8281c683b43e07a0c0e6764d24f4e62e38c260f5c8546a63208d8
189	bo1-q9-r5-c000189	UNKNOWN	SAT	27508	1dfc282dded70f3345926d864cf927ea17ebd7d1453cece4255edb6c6b41323b	1f50c09c95685e30f15d3e43040718acc6501d40b360b3475943d223b309d3b0
190	bo1-q9-r5-c000190	UNKNOWN	SAT	26956	042a01c446b13f477c10c1a2a3412e1a5457b1cf6f14aec3ed8c2dcc2db425a2	1f54c01114fc60095a5c597024819f2ab714e20863630a4d97d1665a531fc390
191	bo1-q9-r5-c000191	UNKNOWN	SAT	26924	da8427754bba53cd7a7e54dfcd797288f231cb8841807acaa3da1122e41a6587	1f50e0420d6c9c12a13a4cc09286a38dea467c4a09e30e9c00bfd2e86b1e6710
192	bo1-q9-r5-c000192	UNKNOWN	SAT	26492	82610ba65ebc9b5969d0da2fbcfba679b65d847eca89635dbd12a70659a5c289	1f54e074d1006202f02a59616183c669d1549d0c95a31dc6415cf0b7b60edf20
193	bo1-q9-r5-c000193	UNKNOWN	SAT	26940	5cc0a4ecdc8d083d97df8af11f5587447734812a27b7a1ddb3ab18bd813a1fcf	1f52c04934ccb03072311630dc02fd9660cb53c2eea225c9b8d5861f64054f30
194	bo1-q9-r5-c000194	UNKNOWN	SAT	26804	0fef0c0fbf3295fbcb47233d9a4035fc20d6397193339bd2d2be9ae6d263592c	1f50d07490149e0ee96858a137074d8036c6d148fc4063b7392b261d473199e0
195	bo1-q9-r5-c000195	UNKNOWN	SAT	26684	6fe1122f9be66d74a7b5c73ef3e7859abe952f1ae74efa408d86d0ff994d55a7	1f10f0544cd084085a475540db01a5329f8f55099ae13d1a37dc84d98a084dd8
196	bo1-q9-r5-c000196	UNKNOWN	SAT	26236	eb5b8d4c9e4d4d08b6017e2ef122fdeb99bee87a02f6ecdf59701c36bbc5d84a	1f50f02c251c6a09c2e560202f851374d6160f06adc216b63ac160b3aa2625e8
197	bo1-q9-r5-c000197	UNKNOWN	SAT	26204	9f672f4c784bcd8e8486ddc51b75e067e67a9ff5cb54ecc3ff7005cb4e03305d	0f52f03145c48e242a6a05f0858956e73a80d74585222563b643b698721aae88
198	bo1-q9-r5-c000198	UNKNOWN	SAT	25788	f1d55f5bcd095fbfb0a1dee4c29b6326b8e3a8f5802d1659db41b54b2a9aa335	1f52f016c9443c13512f19923c0887c532c8ccc13c81c1cbce627294bd306640
199	bo1-q9-r5-c000199	UNKNOWN	SAT	25252	c5bfabeaa79b2a5d2a767ead5cffb449decc01e4ba3c5eda4d05e0c81dd9a02a	0ff6e05059081e119a9650a02e067c6699cc2e899ac12c6a9db4a53c9326c9a0
200	bo1-q9-r5-c000200	UNKNOWN	SAT	25668	d7d0764e87695d6156d521557d5af00230a2626411bf33e89fffb4b02a053fc0	1dd4f000d16c3a09c80f6a806e0d43a4fa4b6c44e9c26cb8b4acb51cf8116b30
201	bo1-q9-r5-c000201	UNKNOWN	SAT	26116	a51f55142587031d9790779454e62247e6b9e3cca77b9aba6fc254beeacfc290	1eb0f0ae992c4224682139606d8189dab504f38a8de02cf4c145f663f81c0e98
202	bo1-q9-r5-c000202	UNKNOWN	SAT	25220	585771f03c9ed0f62862072d8040d32225958e0609f2f670126cc0bbc7455195	0ff4f0650c38160a1eda13a24205076079d43f04cb613e4d19b946193b0e0bb8
203	bo1-q9-r5-c000203	UNKNOWN	SAT	26308	3fb3bff4da043cf32470b64507db2e6cdf6a9fff2fd96adb4bbfdb874c9cbb0a	16d2f08c95409e18c49e4761118277ce3dc74bc91861f22495d850a8b7301888
204	bo1-q9-r5-c000204	UNKNOWN	SAT	26100	f8c098be37eb9bd32f43375905fab627e895e337b55b82b77190b66652a65447	19d2f03e00e08202f7840d32930272b93c8794c8ed6252b4b35c608fdc12b7c0
205	bo1-q9-r5-c000205	UNKNOWN	SAT	24788	6686c75ede42ad5e792b20fa80b187ac73852a843004c2b2f7b5d1ac44e39ed2	0ff6f01ea4cc8021d2891e301784b2d37cc529426b424a3d247c773153287cc8
206	bo1-q9-r5-c000206	UNKNOWN	SAT	27940	16660a8020604ccba16729882e2b25487632e85e84612c2d3b4bfe49a0142ae1	1e20c81504705a2cecf43b71bc0d18636d54c9061d00b6d16271747a2b163258
207	bo1-q9-r5-c000207	UNKNOWN	SAT	26804	5dcb4a6366c00873112d9ed3ff910f4d00362bb9b37fdb7a23891d94a03dedc4	1f60c888d068462c5ad209e29405f3017a97d1840aa213e99735533a780fef88
208	bo1-q9-r5-c000208	UNKNOWN	SAT	26236	0c6def757c29714235a15dd257bf6d2caa82b45b18b751df998f6021a49076ae	1f60e8a435206a26ea9f34403a8065613d0e984970e0bd1712dea5423d145de0
209	bo1-q9-r5-c000209	UNKNOWN	SAT	25564	3946b0ab9303d325ba6e886fb0ec8addfab8e6cc8e3b4e641e579d7abfc641b4	1f54d8a610ac50220b061e920f8b2703d65807049f608377c557a16f5a14e478
210	bo1-q9-r5-c000210	UNKNOWN	SAT	24668	c9ce56aefcd24c23a52f798542ab8bd311f41a28c2df1c13dd99dd3f787132e9	17f4f81605c03a2878a711612e051d25b2d0f3093240f21584ff14337c124b78
211	bo1-q9-r5-c000211	UNKNOWN	SAT	26340	347dc1ea8f9b309da63843e881766973f1bd8f733a1f78237d9d4a046fe5acb3	1f61c83b1cc8c229acd906112f8057613a9449876a42579b49aac1847f171a30
212	bo1-q9-r5-c000212	UNKNOWN	SAT	24236	0b53759a7141ef9866e1e8bf9aa4bf3a3ee6577b04ca45019b04f6e0a56d83cc	1bf3f8504cd490305c154610e6817a5393040fc490e02de6d0ceb0d27e11ad88
213	bo1-q9-r5-c000213	UNKNOWN	SAT	29244	549af3f9bb7581dc13afa0fa11abbeb68d44b57edeb5255ce806306c18fe089e	1c08c041600caa25634e44e09f8c67db2ccf460da882bd713b83919bc513e598
214	bo1-q9-r5-c000214	UNKNOWN	SAT	27492	ab82fe8e97befdfc86ff4b92ffa53ce36b8535a66172a5553c3c43aba242d7d5	1e29c001b16caa25c955232037081ae56c59e1853581b0d4b0e53334f42c4358
215	bo1-q9-r5-c000215	UNKNOWN	SAT	26100	7988e0a7fdad938b6de138b060f2c21c53732d9c8025e6fbb054c11d5b407474	1e29f03110c86a3464cb19f21e837834c709ca4cccc2ea1515ac623ccd053da0
216	bo1-q9-r5-c000216	UNKNOWN	SAT	25684	ca0a2b53643107a3a42aba4e2b338288ab94cd4918430c9b7944669fc2f11ec4	1f39e006409494283bae15532686535363d198c0ba6299910cfc1036cf10d5d0
217	bo1-q9-r5-c000217	UNKNOWN	SAT	25836	16920f544bcdaf02edc44f828ab7cf29a90b84c0bdd30b7db1f303b24bf1d5c1	1f5bc00cc04c90056e0b2390e70a4b4b530a5d4a3f0039ea45c6f3592524f1e0
218	bo1-q9-r5-c000218	UNKNOWN	SAT	24684	cc65418f7cf1dd387c90ccc0de6178a79085b3cfdf37aa942cb07f536c4e69ee	1f5bf0a09c2c0e0970c94551820352e8379173429462c16b2db1d48e39119a98
219	bo1-q9-r5-c000219	UNKNOWN	SAT	27252	df063d750b56e6ccafd540cdf00a5941abcdacab9acba4ef4caa12d23b6d0feb	1e28c8529880a62218b661c1d5895e4e791033cc958169f55721b5d4710a7c70
220	bo1-q9-r5-c000220	UNKNOWN	SAT	26700	758f87ce3e68c054a7a3dbaed28d6061eb4cd531c4d5183f93a2004ee7814003	1ee24449408c962ac1bc1cb15281a565cf187b825e427624b9a912153a307ee8
221	bo1-q9-r5-c000221	UNKNOWN	SAT	26804	5abe790b99cfa29ef98709c32afeb7eedbd46e8f9a4db15ec0965e2b8820c4f0	1f524460c5348e3179e248405a8a695025cbf0829f60ac9743a5f12ef41d0b68
222	bo1-q9-r5-c000222	UNKNOWN	SAT	25668	9957b01500322b40e26c91500da107e489189dc887ee1d9dde1fb3f653139964	1de5641e857410097c091b112680a3ed1306b54c4f80ab9a85acc63974073378
223	bo1-q9-r5-c000223	UNKNOWN	SAT	27340	f2f7d2aec0a4b4b3e8e536840a86136e637f4ac10c66ab54e366750e3a5d48ba	0f424cce50f4e401c65108f2e104cd9e7104c74811e00bfc8cd36506ab1fa788
224	bo1-q9-r5-c000224	UNKNOWN	SAT	27236	1ba45a0aeb82705d1ecc248868a27244d74960d99ce378abccab5bd7395d0b6c	19c24c1485c05a254d4c0d61878fc94af903b1c8178099b78e6b5771210aeec0
225	bo1-q9-r5-c000225	UNKNOWN	SAT	25548	7ef94b762b79541d6ea2f7afff0f257262fecf3f697212ef8893464cf0ad9540	0fe64c2d54a8c0004caa05539c094b046f07278c0fe16e648f2bd3468e36c9a0
226	bo1-q9-r5-c000226	UNKNOWN	SAT	25548	3e4035acc55df0e9fba649abdfba8e0b9c0dc2bc9d24f160cb169b5058d356f6	17e54c6acd20680a9a1a5a111709b922a1cacec30e22a570af4c543747301fe0
227	bo1-q9-r5-c000227	UNKNOWN	SAT	25652	6661e3a8273df2d99cfd9b40abf4b74f180358fa37ff99e7bb5cfe2f29002d73	1f52cc28691c4624eb9913702a82cbb81ed8e90118629e418cbf14b83f16d0a8
228	bo1-q9-r5-c000228	UNKNOWN	SAT	25756	38b4c5d6e657f3b7ac47af5b8e3ecabef3c2eea5b249b3e80bb8111ebfb808ee	1f61cc1980143e24d13c257113086eaee84d370a136264acaa2f307c652b3490
229	bo1-q9-r5-c000229	UNKNOWN	SAT	27372	1173c45913dde5eca90eed65bde8bdc7072239760f157f4608f175ae0a87f5ae	0fc60216d070e2087c8d3323728ad1c09acb0f81f7206c9f27f44264cb2ae330
230	bo1-q9-r5-c000230	UNKNOWN	SAT	26908	cbcfe2146ec45859a5a9206efb8f599dcdf09e06e8900d07a0de5bb2a40677d2	0fe60284205cca26a13f26e0138d4aa6710a3c869120cd4dd5c3571fb4292e98
231	bo1-q9-r5-c000231	UNKNOWN	SAT	27388	587578b260621f7df223c2fd6266c9126009796a504c3dca7830e76e2efb6164	1f43025698e0ce32e1bd0d80738ad0760f9046448e41ca3d12da75d2430076f8
232	bo1-q9-r5-c000232	UNKNOWN	SAT	27956	f6be39fef7cb666006525b843e5763807b9085ebc36971250bad750774266800	1d8c02c660845a2860af5da1308685e6ce1a18c6fc2007cfe67e42fc8c09aad0
233	bo1-q9-r5-c000233	UNKNOWN	SAT	27268	2a429f38c2384fab29e535cc3b830b3fe93005beca729bc73273b27d73356416	1e8e0283b0386c1c91c94a313b0aa34a378c2940f1821e8f54f230b47b137458
234	bo1-q9-r5-c000234	UNKNOWN	SAT	26820	6321b427c6061d21bd8e10d555e26f59dc354ad513e92f84cc48babe85ed4652	1ece024c8ca0a21cc8ad04320d01f95a59528fca496225f2bdf71058f31d9bc8
235	bo1-q9-r5-c000235	UNKNOWN	SAT	26804	ca46f540c33e50df9392e7c917e63669cd4412553d82f350106def945f4c0344	1f0d222cac04881079674ac0db0c3a4e2b8b88cc57a2a7d15d194272ca12c8f8
236	bo1-q9-r5-c000236	UNKNOWN	SAT	25116	729eecadb829acfe015989c02d09bdb37735f8d0bacbf03df2e5aa1265f0e46b	0fef22345d04e006d44b18713289057ac609bb023b2234dc0be643125d002f78
237	bo1-q9-r5-c000237	UNKNOWN	SAT	25100	e6a93ca0e202f69a56a9445c81190e76e5681504bd405a50f2158c34bba74152	0fcf32a048305e09503f2dc351012b39928d30c31e8124e77129d03e9b24d760
238	bo1-q9-r5-c000238	UNKNOWN	SAT	25100	87f1e8f93c67b36a14f31f2b22967e3dbb4098bea657c9b231f5568d19dc3f00	1b9f326439305a0c4e0635c01985359447913706c6a28a5dcad36286f423d0d0
