index	task	whole_task_status	residual_status	clauses	cnf_sha256	residual_edgeword
239	bo1-q9-r5-c000239	UNKNOWN	SAT	27356	51a236b9b6bb001d4402decce20750b082b188273fa0f0eb988fb81eeb5ce7f7	1d14a217a8b86e061d221de33d00d9c05dca670a91230975c94cd34c5e094b38
240	bo1-q9-r5-c000240	UNKNOWN	SAT	26220	e2528162dc4e1ffbf27a5bb75e168cce8119de75bf851de9d3748545e981f9db	1db4a23524b8a033ca261c131983ae85b45835813de16e1b5286b031f8033d28
241	bo1-q9-r5-c000241	UNKNOWN	SAT	25564	06c7a6695d48eb5bb943e750251816d198f367e6e7e83e636a8d0509aca0d162	1dd6a22619b0162cea5940a13f09c94c17c61cc3fc40057e26fc25313614a358
242	bo1-q9-r5-c000242	UNKNOWN	SAT	26220	eb399bb7f83bc4c8d87feda58ae7161ac00f42635e9a7678019ee3d9d971b415	1dd492519904381364d960a09c01d7435cc44b8c67a1bf0c5217e1e8b6083cf8
243	bo1-q9-r5-c000243	UNKNOWN	SAT	26012	aeeee51a1fbc480ae7c623f0367f8e88820984d3701d5b9902546c6428b31be3	1eb4922ce404c609be8466601e8a07e39c8aab80b4a1cd0f04cfa42ec50e1a68
244	bo1-q9-r5-c000244	UNKNOWN	SAT	26772	d91d4d54a96848e105794db9a001c72bbca94c5ac195556cefb167b878757f47	0f61a2e89418180e8b346b920387c5398dc5ec81dd8089e3dc55803db934f898
245	bo1-q9-r5-c000245	UNKNOWN	SAT	25532	29f04848fee78e2441b32f3a6a3bcbf9095f66321a00aefba7141907b1b36cc3	19b6aa20381cc016ad8540f09f036752eb011dc41da2b455fce252791e135b08
246	bo1-q9-r5-c000246	UNKNOWN	SAT	24980	bdf0287e91a91888cad3a8f0bde789a3091cebc9e1545e45947329fbe169bf80	07f6aa269824b007e62856e0758245c168ca568a9ea36566196897311e30cbd0
247	bo1-q9-r5-c000247	UNKNOWN	SAT	25652	5422926b9e87b19212c5995c910d75897a61b87d5e57e57e9f1b981d25ec0b4e	1765aa18846ca2231e0f17806b821b10f98297c686c24f55bcaca4c91d1d64e0
248	bo1-q9-r5-c000248	UNKNOWN	SAT	25116	97b8caf1230c962bf925ee7e02224383de184227bc1e8d358a4d839f98f13e2d	1f659a9038e05623a0aa106311871864b944e68aa2c01d3dc87b351d9c135f48
249	bo1-q9-r5-c000249	UNKNOWN	SAT	25116	dee60b3e9f873b731f03e27e54a6280063393890c71008e044b7b48788fe4cce	1f5ba22964404609704338b319095727d48b610818a0376ab1d5b41b6b05ff98
250	bo1-q9-r5-c000250	UNKNOWN	SAT	25204	47c0a7ecd9527ddba8e95bc4010dfdfbad6e67c999bbbd5796439e828730aa89	1f1db22954b41614686e036285835dd312c4df44c2c30770b43b54d93903c5b0
251	bo1-q9-r5-c000251	UNKNOWN	SAT	26668	371b25524b3aea07ec5304b422785bb834af5e4e7d3f57fab2e525f0b35fb8a6	1b53060678c89213258804e39c8595784b854e815e41dc33185fa1da4d28fc68
252	bo1-q9-r5-c000252	UNKNOWN	SAT	25220	461477a75f7b3ab6668998ed9930f8db44ed036d2dfa3a389e0a0ce0a0a7a949	1bf706a2b8d084198c9214c19d023f8f46522e88f1c306bc0771a382e3053bb8
253	bo1-q9-r5-c000253	UNKNOWN	SAT	24788	69cf2c62163475eab38f9900b4a4711494b365e068fa22c4c24d1341925b3864	1bf7266518a00221895d28d0c3839d464b9216c4ea60a55bb23ac0bcca307ee0
254	bo1-q9-r5-c000254	UNKNOWN	SAT	25084	72b60e565dfb51cf3b97dc66e1fb00879ff99bfdc9d9a87bf83e9a8f6e03fb08	07f72691a88c2a0b529a64d0248cd1b41843b2ca66618cf21b73c54a550c1578
255	bo1-q9-r5-c000255	UNKNOWN	SAT	26460	27774e2c43314772118c1dd2ada85f60ca45b97809a9394827488f4da7708b4a	1e4b06825c90d612c8af39e3070729a7ab993b01c322c14faac33447710bd2c8
256	bo1-q9-r5-c000256	UNKNOWN	SAT	27252	08efebe33009b19bcc79bc140d62c100d30892497fee1b63e3cb33f64c81a71b	1d84623e4194c405fcd14a81b1869c531e0a92c02ae08e1b9a2f95c457132a70
257	bo1-q9-r5-c000257	UNKNOWN	SAT	27132	5fb3ccccd5cd20f76f54578f671b94f1ef1b949a4305c74a02b465a798eb7aaa	0f84524045bc9219c1cc6550e582f3b49244bec5c3c22ecaf4a622274d3663a0
258	bo1-q9-r5-c000258	UNKNOWN	SAT	27252	ad0fc96ad8465f72daa278a014f00c837681b8f749cae97ede93bf2362ab7da4	1dc0c26a314c4621b4d3505166801d66adda9506ee40b72546ca66b8e9278dc0
259	bo1-q9-r5-c000259	UNKNOWN	SAT	24220	3e8e67e77edb145de705f90873dc669d4ca5707ad797f59a891e84a6cef40fbf	1f65de5c2508b218638245b03a031b68ec5739034bc301eea44771b27808f430
260	bo1-q9-r5-c000260	UNKNOWN	SAT	26788	72a3b1ca82b97e8f107cdb60bbb08aa11293a61dc2dc924a856337f0948ace42	0fe41161192418147afe7510270df22675556a4169620fd642bf1375860d0b98
261	bo1-q9-r5-c000261	UNKNOWN	SAT	27972	e23b59840f5ae10ca625cf070fd5b664f9972708f9288a93f7ae2c6f534795b1	1f5001c63064b613a32146b26e03e4b89bc22fc0bcc15645b539250e4714ab48
262	bo1-q9-r5-c000262	UNKNOWN	SAT	28628	4a3f7946347e566b656a53c9a1d8083551f1436d340156b13c357509126f7f7b	0754014e4c308006ecad13310389e30e2b1f924692e2b792113f60d6791efbc0
263	bo1-q9-r5-c000263	UNKNOWN	SAT	27508	76c3c281260db49553a6628ae52b4f5fad3380172f593bf8e71f8461c9081f76	1f5401924ce49816414a6332868748d13b83cf01cbe18c598ba590dd3c3134b0
264	bo1-q9-r5-c000264	UNKNOWN	SAT	27940	2c396f5f728e5190e84f1338208e353c88183cecfd4ef06bbdaf8e44a6b4a767	075421fc8408da3e923b4e40dc04fd5c1c464b009ca28f13a54f11e5730638e8
265	bo1-q9-r5-c000265	UNKNOWN	SAT	27060	bc6870465b60bddab4d0547700b1084316144bc38134415d6a026f197e8e1b00	1f54212930c4260735ab24d06d050729ca82f14a2f0196dc661bb08f6d1cc438
266	bo1-q9-r5-c000266	UNKNOWN	SAT	27356	e95a619ca89696834dd21439b6070105c5adc916ab8d49fdc12680fa888349ad	19b42136c018ca0ade6e0d82518a9ace94d6520e5c41e9188352f28b9b2037b8
267	bo1-q9-r5-c000267	UNKNOWN	SAT	26564	de17840aa04a5df06fd63c43be62068ac621524ead39155e5aadc7ef81842ca0	07f421e2b4c8362b185240e3748485d58593508159a10cf793e65495cc0adb90
268	bo1-q9-r5-c000268	UNKNOWN	SAT	26132	23e1b95b05bdfb419e6d8105f0d4d61aa46d63f4b5de116d84fbdf7f0c5791c9	17f4215c15488807d48e331153834bc5f1477c8c22c2528d1937400ef312bcc8
269	bo1-q9-r5-c000269	UNKNOWN	SAT	26700	ed68e715d224f902cd796d9eacc59f647de3d5b332bc3a35b764acc45bee6a47	1bf201e235884c0b3ca11531078317ece30139487e622d712d43c3ace31cab30
270	bo1-q9-r5-c000270	UNKNOWN	SAT	26252	b1f423e92fd9f84da3cbb6b832c61eb7ef6f42e1333b8807a728beb0a2e5067c	1bf60150d424a407271c259135000f92638cd68295e23f0e493cb223ed0fdfc0
271	bo1-q9-r5-c000271	UNKNOWN	SAT	26668	174928ba9a3e0197593d00365338769b8c702e8e114fe5da2cdb92d86edd055f	0bf221886d047a0b60ef49c10f026752ab0be0cc8c43988aa869d1e25a105fc8
272	bo1-q9-r5-c000272	UNKNOWN	SAT	26236	e77ec5011c65df1296ffe4b97f387c51ac526c861ef598814c3077fd0f349f5b	1bf221a4449c1a0b70a461622f877a8a3c5121832340f7332496f4b4c7007f98
273	bo1-q9-r5-c000273	UNKNOWN	SAT	25804	83567740c70551a943bfc5e21ad6008eca18e2f037a6386bc3da5a13a5c11e4a	1bf6211298548004b94d22330d8a5bc1a486c9852be053e33e89c18e3d26e530
274	bo1-q9-r5-c000274	UNKNOWN	SAT	25668	732c5f29b1f3f2915e370b2951fc04856c7750490130cc915e90cda834c4840c	0ff621a334cc941961e824f228854ae19e08728a4de028fbee84625e590ed9a0
275	bo1-q9-r5-c000275	UNKNOWN	SAT	26116	59faa53990d1cdd8ebca7915050ed60ac44f20aec087ae52922745d3ab64b7c5	0ff4111544084a227e9619219d04d842e5873b49376103ee336a84f52a024b78
276	bo1-q9-r5-c000276	UNKNOWN	SAT	26100	1d99808943261dfcb41acc7bd49b5c137a911640fb451beb20c06bdc94b3c859	0bf6112268f4e416448113b27b0cc8843d421f84aae30ec7144eb47ec70747e0
277	bo1-q9-r5-c000277	UNKNOWN	SAT	25684	7e329c1415aee32bf0212060149b08628a60218a9e3117d4df478dbd06e41bae	1bf611c14c283c0c947b066128821deabc54ee46b180cf1184fa52a9b824a6e0
278	bo1-q9-r5-c000278	UNKNOWN	SAT	27940	e6fe7dd73bc572258be299cafd997f93cc3f6e70892d25e652bcbe3407a2a3ea	175101a394e80411fdd90a518e89a64e5593a2411fe0bc17e235a0f2720a3cf0
279	bo1-q9-r5-c000279	UNKNOWN	SAT	26236	f58409c87ca5f9c2d58e9ad88c1d39377997230f334b2551bb7161f46d95a9de	1bf30180b5cc5425c2494de0be0324a7c586b60e1a214c6686b7810f2722ae50
280	bo1-q9-r5-c000280	UNKNOWN	SAT	26204	eabc8fb946ae854082b9d81e956ee1b8f9bf7fdf016bee1807c21efbc7a4eabc	13f5115a95446424bd4d02b309061775d88211c873a2cc2f4aa621e49b1e1998
281	bo1-q9-r5-c000281	UNKNOWN	SAT	26804	bb1a353feca17152f28d688b788385be4850dba43f528aa5eb074e9be47594ce	1f5209c228c81a2cb6644e8263855a47c9c3c70a6e60375929e4741ddc1a2f48
282	bo1-q9-r5-c000282	UNKNOWN	SAT	25668	2a343ed95e71ab349c0952c9ff9f931b9d7071211fa9977c5222cae1e07fa6e7	1bf6099420f422226b2605417089ac6d739425846e430aed0297f1ed9107ff90
283	bo1-q9-r5-c000283	UNKNOWN	SAT	26188	ddc1f8fb77cd432fa9e695dd574ca8d6899e5930dde63698a23442cdb0d33a74	03f6290845b4a4207ae42990d40b32cce4c71f868a22b66c21fcc45c3307ff88
284	bo1-q9-r5-c000284	UNKNOWN	SAT	25236	715bed2d4f6161006ba759782ce29182380d00c938106fff54873578e7b883e5	1bf62988cc642815989f5070a50951e1c54e354c346216d33cc45247f810cd78
285	bo1-q9-r5-c000285	UNKNOWN	SAT	26700	acf1408c334c938b9bdb09be82a4f0e23985e87065f5d16da42e552d386e392f	1f61094ec12c6a0258572b12f488a9c79b0ab9081ae08f45e2ca5181ee0721f8
286	bo1-q9-r5-c000286	UNKNOWN	SAT	25636	f3c5dfc023e65b6c057244ef21ca5e74797ad5b22e6f5aca273a4c47fb3e7233	13f5192230a0942c34bc70d224849b27a958da46a4c22770ba52a23bac06f998
287	bo1-q9-r5-c000287	UNKNOWN	SAT	30052	c64592a4e75b9286decfd34c4f638f3d52e2a796be758554f8fa6a390ceb5b46	1c080120b11cd40bc01f5d215585b532c591b28bc781b63a694d33bd622c7270
288	bo1-q9-r5-c000288	UNKNOWN	SAT	29348	0a7dfd935a44c85cd27ab3f914d6e4d9fa99a211b2e64091543bedea36020597	1e0801ba113852368b4960f2d20c7885fa02cd84ade1925b3bb114657828b278
289	bo1-q9-r5-c000289	UNKNOWN	SAT	28660	ff123774abe403c8fe0bfb65eb88f35bf4c12a8e15eb18cf8f9c4d7d30003ca5	1e4801525564ae19947c69915205e86486d90a4d53a296370559736b4a0ef890
290	bo1-q9-r5-c000290	UNKNOWN	SAT	28196	66fb0c9686809dfb93e214b17482a706bbb634806aef7b0863b96bf42b2cd660	1e4c0172c95c361e99ce18435408a244acca13ccdb811e340c92d4037f09c5d8
291	bo1-q9-r5-c000291	UNKNOWN	SAT	27748	c977e940d3c36f86dce5bf9ab5f0fa02c37ee219112edcaa43cee5fe305d4f37	1e4c212565945009be680d51ce00766997823e0ab3415d0bc0f4f34a6a0f1cc0
292	bo1-q9-r5-c000292	UNKNOWN	SAT	28644	de8598ef86faf538dab737176eaafdb8529465d002249578e943224aeb262b71	1e2801ca601cb40a0cdc21f1160dc5708e4d9b0b35028a7e08eb70b1eb1e39a8
293	bo1-q9-r5-c000293	UNKNOWN	SAT	27924	41fdc71e15ad1cf8afacb4735434576f12699c349e913de84825bcf62b7f948d	0d4c113030dcda0b39ea438333050dced240e54fb042cd9e5546e1ada23008d8
294	bo1-q9-r5-c000294	UNKNOWN	SAT	27476	a18baa02d664a70c911e305eac22f6b48d09fddd5ee958d40e80ca56a8eac829	1d4c116d99143218a00f1aa2b4086756e50fd54511a242fcace241a2e70fbf88
295	bo1-q9-r5-c000295	UNKNOWN	SAT	27716	c675e085bc08fda1fdee1ad9f8758df8dc4b1b7571a7b08a8551eb7c44df4023	0e4a111c450c7a2c7a4b5352b10c34c57c4e91485bc1b45c0d6d2666453448f8
296	bo1-q9-r5-c000296	UNKNOWN	SAT	27268	fc6d2947871ebb2574f025bd53f5ffef3208a284b4097dc14b28d03212bae479	1e4a1132f984642a943c5aa143836b45114b2d0853e1ec4ac935e04f8b0b0fb0
297	bo1-q9-r5-c000297	UNKNOWN	SAT	26788	0d23d5cd79439bb06a7b074401a5b5433f1037521d37e8ee636e8b262f636304	1eaa21a730e8d622505d1d93320a03a2d9c916811ea1d4276168702b9b0297c8
298	bo1-q9-r5-c000298	UNKNOWN	SAT	26580	764e84e6e652094886eaa153aa5d8d87b75ff715fd7d80da80fa4f8b94c804df	1eca1152c9181a3069b71070bf01b0942f4e46c15b4027f46553c4b2ab1b5168
299	bo1-q9-r5-c000299	UNKNOWN	SAT	29332	76a34dfcfb263fc0dbe418008c7f72501892972d889cc1dce9ee776bb891e6d8	191801e178b490198bb442b23c043ef64d4da34183c33313bacb5752f1352cc0
300	bo1-q9-r5-c000300	UNKNOWN	SAT	27956	96b095c5a94b7fd36b6cf787c7670ef3de297a8b0ec0bb4a12ea6dc3979568de	1f180124cd387c30c2ba14e296852d499783634a27c044fed7a842792b2236f0
301	bo1-q9-r5-c000301	UNKNOWN	SAT	27284	8a1145d20cb7b792d740eefab1a4fa160f9bd1706fbdd4d112426a7758a6bde0	1f5801a63500662391ab2071ae01d176d9127d86cd80c94f29ce91672c335188
302	bo1-q9-r5-c000302	UNKNOWN	SAT	27372	ac18a6e0034a2ad0bb1e2165899a8b09b93f99070d0992d76551d14a6f4d34c7	1f1c014b74a05602f50b5ba13307d078f0458ec94380b9688aecd60db3189a30
303	bo1-q9-r5-c000303	UNKNOWN	SAT	26820	b3cff3ade96042924f75866581466b62ebca18cdc8db9bd8db4a08bbfcb41056	1f5c01752474c0093c5331406e83d0c9ee04e8cc7880865ac653e2b1f8153f58
304	bo1-q9-r5-c000304	UNKNOWN	SAT	27252	fd770095a5ae929a85a13c0568c3e2884ac9d698ea91fabefe338ca5c22fcf67	1d1c21ba49b84e02cba846d1ab0bca8c3e9b108364e2a943a01fb234d62470f0
305	bo1-q9-r5-c000305	UNKNOWN	SAT	26804	c4dcb0c999320f18e1da2c518745e7eef011d6b31fb5f9b3359524fd18ed25c8	1f1c21540c7ca424b62831927201736c3e13350085e1b2a1d5c3629777200ee8
306	bo1-q9-r5-c000306	UNKNOWN	SAT	26372	5befcdd125aa8125376f502f386470440a63876ffc16070aa8291a34bfba2e0f	1f5c216c11241422693b27e06d045d32b44d1d47a2c038ccaa62e614f6287d30
307	bo1-q9-r5-c000307	UNKNOWN	SAT	26788	d1f2e4ad1d3c03826c59b3db7f9f1e97b938e171d54105184841ac459b053e66	1f1c116681286822b22d2cb2898ca9409fc5b8cb6a80ed688943f2d78323aad0
308	bo1-q9-r5-c000308	UNKNOWN	SAT	26116	ce58bdf7bc7ac255479256976f8af717bd3080baaa38c715d848911efa940e13	1ebc1188e83472087c9806311f0a95381b89fb01baa07eb2261bd6ab322ba128
309	bo1-q9-r5-c000309	UNKNOWN	SAT	25996	43a1fa7d995a53a23a534bc1fd63b0a9b152dcd253769056ca5c498116b3c16c	16de11945c941207dd4308e3008c17ce8a4985c73a2259ba3952a518f3037198
310	bo1-q9-r5-c000310	UNKNOWN	SAT	27940	a58fb32a5a8eba741c1b8dea00fdcbade317b759f928367a46cbeca4adae1816	1e2901218964bc34c3522590b70b7888d7883d41bc60747e3baa241baa0c6e38
311	bo1-q9-r5-c000311	UNKNOWN	SAT	26684	076b1ce26bada9742922b22c584409254ccf5fe2f7ea0587aa0e132cfa7adcea	1f49111b28d81c20745556414b876b996a18c78294e14771d989913d51120df0
312	bo1-q9-r5-c000312	UNKNOWN	SAT	26132	d7595070fc800caab59a8763215dbe7082d3f78d06e6a10e7f72d3b93ed9037a	1f5b011cd5487a06310f60c038827b5148d2bb4429a1553887f64201ff2cc668
313	bo1-q9-r5-c000313	UNKNOWN	SAT	26204	149006c28af6ee793249f0fb9ae923499d2420a59be1ab91f91e5e1becf74173	175d11c30878e63230b6585074004f6c3b03758835c2a68f168f7354930451c8
314	bo1-q9-r5-c000314	UNKNOWN	SAT	25668	a28b194cdec684e3f65d71c84261a89f5b384c44e3d77f32272502eb85f94311	1eee093b851034299ad70af08106597156ce49c15a21254ec38364a6591a7908
315	bo1-q9-r5-c000315	UNKNOWN	SAT	26084	303f5425574ecf32d6ea72d9191a14739b2b9e8cc86b36912554169ca6a56da5	06ee290e21106022ea1e1260558b3245de988cc094e3c6792e55d2afe81fa788
316	bo1-q9-r5-c000316	UNKNOWN	SAT	25236	6868918c5fad6178d8210d9e12bb1f6c0ed58a557733176c2867d26deedab0e6	1eee2948c9280a03b12f4ac11d83096bc587760c2741cd2288f5b069f922d7e0
317	bo1-q9-r5-c000317	UNKNOWN	SAT	26564	3896884be5eb020414596e7626510feed347b52ff9e174c9a30712a833dfcae7	1b5a0928d458920595272741158819fc2ecb2cc07aa16bcc0ed8d59aab00cf70
318	bo1-q9-r5-c000318	UNKNOWN	SAT	25428	a1dd91e91a95b734efc4d7726918583437e765afea926eb2045283f7ae01c4c7	19be296909680a203b3c4c60ba809ce6e481af8ca3c30c5f384f22ab1d073c60
319	bo1-q9-r5-c000319	UNKNOWN	SAT	25876	1d085a61bc7a32e339490907b721d88af6317907dd150350a09d50ecdcd4c8c8	076d29a0e0140c0d3c9d76a247071780db9d62016263338a21ff30c9e708b9c8
320	bo1-q9-r5-c000320	UNKNOWN	SAT	26100	de031da161cf9ac9e5cb7bb923f1cae8fc25e1ccddeeebc9f902cbad9fc01cbc	16f491c460244e28541f2660fd00bb2cbf07a688c6e147b5574e82b624242df8
321	bo1-q9-r5-c000321	UNKNOWN	SAT	25652	226c06da8dea35ea4319e1f3ac42afdeaa4dcb16de1711a4482a67899940dae0	1bf3054ee1800a270d1a45913307a686a9d0ce4059c0bb28887ad7252b06e4b8
322	bo1-q9-r5-c000322	UNKNOWN	SAT	25548	d16ba671047c248ce175ba22dd038a7389277a3739922a179f473c0e3f3e12d2	1ded053484808c22910f6831b301f32cdf12d38a19430fa4903fb0cd9707ff88
323	bo1-q9-r5-c000323	UNKNOWN	SAT	24996	b3a7407f8f90e9cec21f20d263e2733dd5418fcddc658a39543bfef1d348f15e	1f3d25aa44e494005d4428d03a8c2d988ac68f01972227bb484f7258de09ed20
324	bo1-q9-r5-c000324	UNKNOWN	SAT	25188	266202d9cb7b913d873287aa82a292ed03ec7e699d3da839af5ff00248dad9e0	0f7e0d80986822146a1c14b33408fd8366d6360e06a1dd21483e9036f407fb98
325	bo1-q9-r5-c000325	UNKNOWN	SAT	24980	6ab5c4bcbcc4d67466bd334b4dbd6f8a9c91c969f4da05ca4a9ebe721fee50f3	19fe0d1099002a00f0d85091958492e6199a7a02fd830b765225d47d7627fda0
326	bo1-q9-r5-c000326	UNKNOWN	SAT	27836	e9d6cb1c881c71ecc72bae752f926260cd0df5f1d262b303c8dac0ee2fe961b3	1dc0411510446416940f0b718f0ce3859e0bad4c3b60de625eae12ae7c0ea9d0
327	bo1-q9-r5-c000327	UNKNOWN	SAT	26668	537a1dce1f6a80731aafca27019d6376379e16c9b535ccbaa6af1e1ca61b846f	0fe0612bcc48523494cf5782a183b8294ed0ab4cdf00465f9a6644b119132e90
328	bo1-q9-r5-c000328	UNKNOWN	SAT	26100	a1c27f33b97831d2cb25fc07bbfc71d8dcc98cf0f49e3d033c8b40b90998345c	0fe4510f80843a0d54476ac08a81cb726f146844c5c39a4a44a3f08df31a7650
329	bo1-q9-r5-c000329	UNKNOWN	SAT	25996	b96b5978ec336a72ef9b0b106cbe4ce1d5ac965912af560b02d09029912bb7a7	1eca51711cd08024fa6317134282b3c2cf143985d023295185d1f1d734016f98
330	bo1-q9-r5-c000330	UNKNOWN	SAT	27252	7c0424a5fca27f10335375054dacdfcb204520e9e88ede95afc524770c04d3e8	1f18414e0130a620acad14f19b0aada691183bc52ea26a52be18631a6d157da0
331	bo1-q9-r5-c000331	UNKNOWN	SAT	26100	d4e88827c52fbc6425ec7290ee0b243d77e9a3c3dc942e5e8c3b23417366447b	1f50d1a36c90280469f863923983373323088b863b220bbb1668e39648175968
332	bo1-q9-r5-c000332	UNKNOWN	SAT	28508	6a278e9672d6a35290965c8e1d393ccc9b270abc9833ab9c580bcc41ae892a5c	09c2034b8920aa09ba4d42f3e401ad2421cfac8d648011fad644f79e840cab68
333	bo1-q9-r5-c000333	UNKNOWN	SAT	27924	d1c10eb2cc69ca3b4f5d1a8886ef2e3744abefe5eb3642a8fc7e9a0991fe7995	19c2030cc5243803b65100f0c6013eca8f85a6ca42a3fb110ccf562e9937f988
334	bo1-q9-r5-c000334	UNKNOWN	SAT	27820	a3509157368fcf3a2b3d4ccf3d445262c7e9590f0f104107cc444a33755ec324	1aa2035d0c6ca80ae32429222b8de24f17003cce85e07527b9d6212bca34c5b0
335	bo1-q9-r5-c000335	UNKNOWN	SAT	26204	1ab1a4c200a5314235f4a0855a8d89169198eb427f9ea35256bee7d99d07328a	0fe6034471cc2a15a16c1b92670a92809b4b2dc838c249e7ae52571d8112d4c8
336	bo1-q9-r5-c000336	UNKNOWN	SAT	26116	83b6d262c6cad1be3c3d5449fe22231b4b2c16b53c52e50d4d3fa0b272122c97	1be5034e0d5016111b444e926a8827cf4e18ba4319604f3714b5b71c4d0b2728
337	bo1-q9-r5-c000337	UNKNOWN	SAT	25684	1fcbf9c9f27e365aaf3a1f6485c2337003b3a2b71432c3a385fe5e697b6ecca3	1be523885d887408192849e167039183b518534176e16967c0b9e186f4139f50
338	bo1-q9-r5-c000338	UNKNOWN	SAT	26652	4e7ce686ac7221766dff3f686f9c2c64aa26241638fca854aa0ec52e50256c54	07e503d9090428015ec650e04a8de7287ac3a78e8322d909b276a335c40ff788
339	bo1-q9-r5-c000339	UNKNOWN	SAT	25980	19e8354eafaaa7ffeca4fcf11aa1ec5452c552c13658064910f607f0fc485f69	07e523142590640afc6969c1130493f7b2083f83ba809d58a745604f1d2c36c0
340	bo1-q9-r5-c000340	UNKNOWN	SAT	25740	449d1750f754950ecd53016e4081633c8a9135d902388cbe4255e7027b641a45	1bb323a4f024a00f0a2530f24c85a726c952b98c9480a5a7c778322abd07ff88
341	bo1-q9-r5-c000341	UNKNOWN	SAT	25532	ef1b060ed5a88962406fbbfd83fd8464e1c886664e3ecb6566e15581ae15e9ad	1bb60be821205e227ba60630d9090a41db080bc25fa23716e151e2acb22b27d0
342	bo1-q9-r5-c000342	UNKNOWN	SAT	26100	e802d5638041403bfde0b21a0f26d084a0d33722b1dba00eaf873556674b8a58	1eae0327813c080ec3dd50b1560db2745d499e014c6047f9341b542d6308ac78
343	bo1-q9-r5-c000343	UNKNOWN	SAT	26100	f04cbb44451dfedf325846fd9a9d99c7554fb9262808610f8b80403baf011e33	1f1e038289202c175d462922ec086e6c6b81bb011a403d91b0df910f1f266a48
344	bo1-q9-r5-c000344	UNKNOWN	SAT	27820	4f1c018bec2db983edf02f3be652d3180fc2c804ebf46c0b6e9d5abd073662b6	1e208365a110b220fec21060fc0626e8fb11e587a64167cd566362bca9052b70
345	bo1-q9-r5-c000345	UNKNOWN	SAT	25996	96f925916d3d6d17ddf6818a61144cb213140c7b343e267ac05dccd6929c89d3	1f5283b231940e20f98322d0bc0c9a4c59d3d2865d814ea6da5d80ee311e4f10
346	bo1-q9-r5-c000346	UNKNOWN	SAT	25100	c8ae3aa9d3328eedd2fd863da8fd0c26a744fc15ab0cf7ae5b9ed10b81467dd4	0ff683c258748018ae4726905d065cb274823b88d6614be28f426531aa344690
347	bo1-q9-r5-c000347	UNKNOWN	SAT	24548	0b7e2b5e0fe51b121037b4b609d58f8247b11ea404263b347e681fc52f66ec21	0ff6a30b084cd0207189234323835f1c6e858b8629e24d688577a669c30a6be0
348	bo1-q9-r5-c000348	UNKNOWN	SAT	24116	a934a19f91fb50ee632c24cd5220ba0c0c104afa0e2a17d8601b88406194a686	0ff6b38250985838307717a14e045a804e91ba4348e248ea4cdad1a9ae3852c8
349	bo1-q9-r5-c000349	UNKNOWN	SAT	26756	2f7f0bcab0fa2e3f8e937be6458eb0aeb13985edd123ba56d360371b8a2e6950	0f618398d880223a98cd29a2110569a3f4543d0a0a627b91a51791b2f3007fa8
350	bo1-q9-r5-c000350	UNKNOWN	SAT	26548	ddc4559d584bcec2f09b93c2ec66c113978685905d068117558ddc1c16886fd1	19e183488588b82b135448302d8f30c07acbd60859419db8cbe191cce5016b38
351	bo1-q9-r5-c000351	UNKNOWN	SAT	25636	e4f7fea1613ca8015ffe3f2cdd224ef77ee388cb90732b2c4efb516ceee7365b	1ee28b9eb4481c187ea46911a9881ccf8890db0313a0253f8cf8c237382a8d30
352	bo1-q9-r5-c000352	UNKNOWN	SAT	25428	23ce1dbc5bb7cbf3ee0d38b29eaaf20c475b322f0fcf1cde7a55b30360d17395	1f528b00cc109e1690275ae1cd8c3db2310da60394e04fd344e2e62af40d4678
353	bo1-q9-r5-c000353	UNKNOWN	SAT	25532	6ace916ce3bdb8c03b3c8046ac6c89b3385af6edad87949f58673e10635dca39	1f618b302498c4059dac20f024873941f9d11d860ca2efd8d069f0795b16ec98
354	bo1-q9-r5-c000354	UNKNOWN	SAT	25532	7d1fb8df3cf0301a469eb149e5b0a1948d6838a62b8f95669e50f6dc76716deb	1f5307494474c4225bc92ac08b825985f0881cc95de278bc6781b065cf2c1460
355	bo1-q9-r5-c000355	UNKNOWN	SAT	24756	a2a262e617dc16a893c9be46442bc5dfed6ba439d017f5ecfe495acdde69ad1e	1bf707910c505210c12d0ae23d8443a55789ee09acc383ca1a32e048fd0cf6c0
356	bo1-q9-r5-c000356	UNKNOWN	SAT	24340	13181ad9d2fdad11c2055c291c019e2891540661def1ad9cb4e6d932896a3871	1bf7272ce048a225689c346134006bf83c430b0712e0e18f44aaf27f4203bfb8
357	bo1-q9-r5-c000357	UNKNOWN	SAT	27612	877a4621eedcd1bc4cde9fa3ae550e20dbf7c2b5842195f9ab871db5079751bc	1f00439ad878961416613182e30a95c2b65073459cc0e8f910dcf032f632ad50
358	bo1-q9-r5-c000358	UNKNOWN	SAT	28404	b24a51150eb340ecc5abcb418b1e9f2b8dd36f502a8c424c43d65e6aaad38986	198043894cb82812de0322f3e88b1715a18271043b61dce34b17a0ed4b0e3b30
359	bo1-q9-r5-c000359	UNKNOWN	SAT	26444	2f4f752b9c63459f9b22f3079c1ff17ef178a6c4e145ae344761545422dbb673	0fc2439d346cc23b18aa3040ec0d62b02d8423c59a42b11e8b5f611f153027f0
360	bo1-q9-r5-c000360	UNKNOWN	SAT	24532	1c7c19dfc622501dfc867ba60ae8c5a9fc8436cc44fe3475b506da60aadc3bb2	1f52cf42e1806c21794c23616589c98171cceb0a12c324d2cd2734237f0cbca0
