orbit,packings,unsat,unknown,sat,calls,queries,options,leaves,max_calls,parent_rows
1894,111,111,0,0,100320,100320,100209,0,2428,1860773
1895,289,289,0,0,213313,213313,213024,0,2149,2157666
1896,458,458,0,0,258673,258671,258215,2,2142,2420532
1897,108,108,0,0,79216,79215,79108,1,1888,1858676
1898,350,350,0,0,222839,222838,222489,1,2075,2307730
1899,112,112,0,0,74319,74319,74207,0,1918,1947185
1900,111,111,0,0,71945,71945,71834,0,1814,1955313
1901,283,283,0,0,202489,202489,202206,0,2066,2192502
1902,308,308,0,0,230263,230263,229955,0,2401,2122303
1903,133,133,0,0,139982,139980,139849,2,2659,1979794
1904,163,163,0,0,157676,157672,157513,4,2511,1874249
1905,235,235,0,0,171316,171316,171081,0,2496,1931702
1906,390,390,0,0,239236,239235,238846,1,1895,2268874
1907,218,218,0,0,199273,199273,199055,0,2898,1989453
1908,57,57,0,0,58559,58559,58502,0,1936,1637860
1909,377,377,0,0,319345,319344,318968,1,2929,2241340
1910,279,279,0,0,168948,168948,168669,0,1786,2213551
1911,98,98,0,0,78530,78530,78432,0,1823,1768393
1912,367,367,0,0,217592,217591,217225,1,1694,2275936
1913,116,116,0,0,94702,94700,94586,2,1916,1905790
1914,319,319,0,0,308623,308621,308304,2,3246,2179480
1915,130,130,0,0,99598,99598,99468,0,1982,1913004
1916,448,448,0,0,369567,369566,369119,1,2919,2385760
1917,312,312,0,0,196801,196799,196489,2,1908,2185746
1918,329,329,0,0,209086,209086,208757,0,1953,2289400
1919,374,374,0,0,248637,248636,248263,1,2089,2155661
1920,436,436,0,0,267856,267856,267420,0,2026,2240845
1921,245,245,0,0,137963,137961,137718,2,1631,2092586
1922,255,255,0,0,148126,148126,147871,0,1794,2178593
1923,154,154,0,0,132924,132923,132770,1,2065,2093208
1924,399,399,0,0,186613,186613,186214,0,1221,2181148
1925,228,228,0,0,165446,165445,165218,1,2628,2031338
1926,283,283,0,0,184119,184119,183836,0,1877,2094517
1927,97,97,0,0,70270,70270,70173,0,1583,1775564
1928,111,111,0,0,88328,88328,88217,0,1855,1928454
1929,101,101,0,0,80338,80337,80237,1,1927,1753925
1930,429,429,0,0,325645,325645,325216,0,2202,2225665
1931,327,327,0,0,158413,158412,158086,1,1550,2318825
1932,229,229,0,0,134206,134206,133977,0,2128,2021666
1933,321,321,0,0,230755,230753,230434,2,2263,2171041
1934,150,150,0,0,112059,112059,111909,0,1804,1929928
1935,224,224,0,0,214338,214336,214114,2,2788,2111711
1936,273,273,0,0,228216,228213,227943,3,2184,2106741
1937,242,242,0,0,215873,215871,215631,2,2483,2123771
1938,146,146,0,0,107699,107698,107553,1,1654,1932098
1939,339,339,0,0,168085,168085,167746,0,1491,2107832
1940,133,133,0,0,114493,114492,114360,1,1947,1820037
1941,470,470,0,0,304815,304813,304345,2,2243,2364950
1942,117,117,0,0,64361,64360,64244,1,1403,1981648
1943,133,133,0,0,92751,92751,92618,0,1696,1803599
1944,331,331,0,0,188227,188226,187896,1,1718,2149727
1945,274,274,0,0,182784,182783,182510,1,2115,2083139
1946,117,117,0,0,72798,72798,72681,0,1609,1795710
1947,110,110,0,0,100439,100439,100329,0,1948,1844793
1948,101,101,0,0,66704,66704,66603,0,1471,1858352
1949,316,316,0,0,215975,215975,215659,0,2291,2181639
1950,91,91,0,0,76171,76171,76080,0,2003,1827179
1951,56,56,0,0,52161,52160,52105,1,1650,1806883
1952,241,241,0,0,157061,157061,156820,0,1739,2119578
1953,60,60,0,0,37338,37338,37278,0,1336,1819834
1954,146,146,0,0,107336,107336,107190,0,1582,1992710
1955,324,324,0,0,237947,237944,237623,3,1958,2135466
1956,84,84,0,0,93882,93880,93798,2,2637,1699181
1957,117,117,0,0,84929,84929,84812,0,1556,1894012
1958,128,128,0,0,114567,114565,114439,2,2130,2008945
1959,105,105,0,0,58524,58524,58419,0,1170,1950399
1960,250,250,0,0,182300,182300,182050,0,2113,2236133
1961,295,295,0,0,221516,221515,221221,1,1959,2139133
1962,53,53,0,0,40588,40587,40535,1,1367,1720596
1963,116,116,0,0,96183,96183,96067,0,1677,1898881
1964,304,304,0,0,140244,140244,139940,0,1381,2183316
1965,300,300,0,0,228415,228413,228115,2,2561,2212642
1966,240,240,0,0,211276,211272,211036,4,2299,2124531
1967,314,314,0,0,231526,231526,231212,0,1880,2117645
1968,54,54,0,0,47823,47823,47769,0,2168,1654306
1969,99,99,0,0,62784,62784,62685,0,1410,1933020
1970,119,119,0,0,89185,89185,89066,0,2189,1775956
1971,195,195,0,0,110190,110190,109995,0,1964,2000241
1972,223,223,0,0,148694,148691,148471,3,1619,2167849
1973,148,148,0,0,95065,95065,94917,0,1560,1867005
1974,209,209,0,0,190685,190685,190476,0,2020,2089938
1975,142,142,0,0,81188,81188,81046,0,1599,2034031
1976,119,119,0,0,68752,68752,68633,0,1300,2056716
1977,208,208,0,0,154720,154720,154512,0,1966,1983593
1978,277,277,0,0,267647,267646,267370,1,2807,2128333
1979,101,101,0,0,89276,89274,89175,2,2265,1896144
1980,365,365,0,0,229296,229296,228931,0,1925,2203461
1981,217,217,0,0,113616,113616,113399,0,1257,2085971
1982,298,298,0,0,148894,148894,148596,0,1200,2205909
1983,45,45,0,0,41780,41780,41735,0,1752,1695409
1984,46,46,0,0,33932,33932,33886,0,1437,1619832
1985,578,578,0,0,301425,301423,300847,2,1696,2423318
1986,501,501,0,0,278989,278987,278488,2,1657,2351076
1987,94,94,0,0,99139,99137,99045,2,2115,1868519
1988,224,224,0,0,160420,160419,160196,1,1944,2059641
1989,598,598,0,0,324235,324234,323637,1,1670,2387780
1990,473,473,0,0,263216,263216,262743,0,1584,2410912
1991,129,129,0,0,99274,99274,99145,0,1729,2038971
1992,142,142,0,0,90804,90804,90662,0,1538,1833561
1993,30,30,0,0,33788,33788,33758,0,2081,1552962
1994,61,61,0,0,45323,45323,45262,0,1330,1766355
1995,78,78,0,0,62729,62729,62651,0,1753,1749403
1996,139,139,0,0,112146,112146,112007,0,1711,2129162
1997,105,105,0,0,67570,67570,67465,0,1520,1967888
1998,51,51,0,0,49915,49914,49864,1,1890,1670106
1999,423,423,0,0,252302,252300,251879,2,1690,2255284
2000,84,84,0,0,79647,79646,79563,1,2661,1836855
2001,459,459,0,0,272646,272645,272187,1,1925,2221522
2002,209,209,0,0,82562,82562,82353,0,1330,2010941
2003,262,262,0,0,119156,119156,118894,0,1388,2164484
2004,215,215,0,0,168968,168968,168753,0,2027,2061156
2005,327,327,0,0,205725,205724,205398,1,1897,2236317
2006,50,50,0,0,40895,40895,40845,0,1644,1844551
2007,44,44,0,0,39837,39837,39793,0,1547,1731832
2008,277,277,0,0,224477,224476,224200,1,2480,2145707
2009,94,94,0,0,56673,56673,56579,0,1551,1928791
2010,128,128,0,0,84879,84879,84751,0,1656,1798770
2011,382,382,0,0,197984,197984,197602,0,1807,2155673
2012,149,149,0,0,104899,104899,104750,0,1707,1926123
2013,262,262,0,0,170985,170985,170723,0,1658,1924274
2014,128,128,0,0,85753,85753,85625,0,1474,1891621
2015,400,400,0,0,268383,268383,267983,0,1608,2226398
2016,456,456,0,0,234864,234864,234408,0,1842,2294445
2017,186,186,0,0,153114,153114,152928,0,2189,1852653
2018,89,89,0,0,73012,73012,72923,0,1943,1690001
2019,106,106,0,0,111079,111076,110973,3,2881,1738037
2020,129,129,0,0,102639,102639,102510,0,1870,2008330
2021,173,173,0,0,140837,140837,140664,0,2578,1848871
2022,50,50,0,0,31112,31112,31062,0,1578,1738619
2023,321,321,0,0,199459,199456,199138,3,1819,2235902
2024,491,491,0,0,248018,248018,247527,0,1550,2312614
2025,87,87,0,0,72614,72612,72527,2,1759,1713150
2026,254,254,0,0,135006,135006,134752,0,1536,2089549
2027,288,288,0,0,173693,173692,173405,1,1746,2011749
2028,22,22,0,0,20595,20595,20573,0,1645,1549085
2029,44,44,0,0,28160,28160,28116,0,1120,1695946
2030,243,243,0,0,143775,143775,143532,0,1601,2203812
2031,139,139,0,0,86176,86176,86037,0,1497,1821830
2032,428,428,0,0,212178,212177,211750,1,1569,2242617
2033,87,87,0,0,71934,71934,71847,0,1656,1739307
2034,334,334,0,0,202422,202421,202088,1,1663,2058296
2035,217,217,0,0,108211,108210,107994,1,1342,2021044
2036,217,217,0,0,165345,165345,165128,0,2162,2050248
2037,108,108,0,0,86328,86327,86220,1,1762,1980858
2038,274,274,0,0,160360,160360,160086,0,1729,2207056
2039,52,52,0,0,35473,35473,35421,0,1459,1821115
2040,256,256,0,0,150926,150925,150670,1,1618,2072187
2041,110,110,0,0,71078,71078,70968,0,1586,2037899
2042,212,212,0,0,118846,118846,118634,0,1775,1997283
2043,223,223,0,0,142154,142154,141931,0,1656,1977491
2044,129,129,0,0,76709,76709,76580,0,1262,1936380
2045,200,200,0,0,113472,113472,113272,0,1413,1985042
2046,225,225,0,0,109933,109933,109708,0,1640,2008765
2047,55,55,0,0,41265,41265,41210,0,1502,1756579
2048,193,193,0,0,153270,153267,153077,3,1962,1914396
2049,268,268,0,0,189142,189141,188874,1,2178,2267032
2050,112,112,0,0,69207,69206,69095,1,1425,1931389
2051,150,150,0,0,82918,82918,82768,0,1164,1885144
2052,155,155,0,0,77671,77671,77516,0,1347,1969622
2053,275,275,0,0,167541,167541,167266,0,1501,2180406
2054,282,282,0,0,202355,202354,202073,1,1931,2057787
2055,189,189,0,0,126849,126848,126660,1,1600,1958029
2056,417,417,0,0,236707,236706,236290,1,1557,2294697
2057,343,343,0,0,171813,171813,171470,0,1180,2124490
2058,294,294,0,0,164576,164576,164282,0,1309,2295133
2059,181,181,0,0,106722,106722,106541,0,1709,1910586
2060,235,235,0,0,115326,115326,115091,0,1350,2124469
2061,226,226,0,0,152248,152247,152022,1,2143,2019628
2062,269,269,0,0,180358,180358,180089,0,1808,2103042
2063,201,201,0,0,131046,131046,130845,0,1543,1989727
2064,79,79,0,0,59994,59994,59915,0,1494,1768457
2065,92,92,0,0,83905,83904,83813,1,1777,1664756
2066,398,398,0,0,249769,249765,249371,4,1646,2265173
2067,356,356,0,0,172992,172990,172636,2,1436,2160229
2068,399,399,0,0,224539,224538,224140,1,1703,2147180
2069,52,52,0,0,30191,30191,30139,0,1050,1778643
2070,141,141,0,0,95973,95972,95832,1,1459,1897363
2071,298,298,0,0,166918,166918,166620,0,1667,2056902
2072,87,87,0,0,53858,53858,53771,0,1122,1795061
2073,363,363,0,0,221468,221468,221105,0,1647,2197314
2074,318,318,0,0,143296,143296,142978,0,1346,2077372
2075,46,46,0,0,33233,33233,33187,0,1414,1696250
2076,226,226,0,0,142372,142372,142146,0,1500,1946811
2077,86,86,0,0,69167,69167,69081,0,1689,1750722
2078,130,130,0,0,88765,88765,88635,0,1651,1810957
2079,225,225,0,0,157585,157585,157360,0,1781,2141367
2080,145,145,0,0,68279,68279,68134,0,1004,2117550
2081,80,80,0,0,52758,52758,52678,0,1313,1739052
2082,107,107,0,0,64833,64833,64726,0,1376,1860672
2083,99,99,0,0,65406,65406,65307,0,1410,1959132
2084,78,78,0,0,39243,39243,39165,0,1296,1769898
2085,252,252,0,0,102818,102818,102566,0,1217,2169152
2086,226,226,0,0,120847,120847,120621,0,1479,2123777
2087,87,87,0,0,59545,59544,59458,1,1660,1851107
2088,91,91,0,0,56240,56240,56149,0,1138,1845293
2089,169,169,0,0,128033,128030,127864,3,2118,1878990
2090,135,135,0,0,79777,79777,79642,0,1487,1922494
2091,151,151,0,0,82492,82492,82341,0,1244,1837522
2092,84,84,0,0,67686,67685,67602,1,1743,1677206
2093,81,81,0,0,52710,52710,52629,0,1381,1703265
2094,38,38,0,0,26486,26486,26448,0,1401,1634078
2095,154,154,0,0,57923,57922,57769,1,850,1879879
2096,301,301,0,0,180772,180772,180471,0,1589,2136283
2097,138,138,0,0,80373,80373,80235,0,1351,1837285
2098,51,51,0,0,32767,32767,32716,0,1295,1738630
2099,104,104,0,0,71132,71132,71028,0,1901,1989817
2100,91,91,0,0,59863,59863,59772,0,1411,1807825
2101,44,44,0,0,26184,26184,26140,0,1171,1617630
2102,70,70,0,0,35747,35747,35677,0,1199,1800628
2103,97,97,0,0,62554,62553,62457,1,1375,1936977
2104,124,124,0,0,92899,92898,92775,1,1754,1796665
2105,484,484,0,0,252868,252868,252384,0,1618,2297371
2106,334,334,0,0,197139,197137,196805,2,1852,1991755
2107,205,205,0,0,71955,71955,71750,0,925,1937989
2108,177,177,0,0,100968,100968,100791,0,1411,1854679
2109,105,105,0,0,62085,62085,61980,0,1601,1907988
2110,37,37,0,0,27812,27812,27775,0,1266,1573592
2111,90,90,0,0,52263,52263,52173,0,1311,1701431
2112,94,94,0,0,50741,50741,50647,0,1063,1792805
2113,352,352,0,0,160318,160318,159966,0,1472,2107708
2114,72,72,0,0,38708,38708,38636,0,1239,1684605
2115,96,96,0,0,65895,65895,65799,0,1389,1856552
2116,170,170,0,0,101677,101677,101507,0,1414,2024346
2117,190,190,0,0,98458,98458,98268,0,1320,1971115
2118,163,163,0,0,78418,78418,78255,0,1311,1844415
2119,129,129,0,0,66764,66764,66635,0,1272,2012099
2120,80,80,0,0,49375,49375,49295,0,1366,1850962
2121,23,23,0,0,15270,15270,15247,0,1123,1568428
2122,186,186,0,0,95633,95633,95447,0,1471,1891705
2123,40,40,0,0,24938,24938,24898,0,1353,1692926
2124,279,279,0,0,154001,153999,153722,2,1463,2180909
2125,167,167,0,0,81992,81992,81825,0,1249,1880959
2126,24,24,0,0,17522,17522,17498,0,1349,1519860
2127,197,197,0,0,119054,119054,118857,0,1519,2056892
2128,202,202,0,0,146698,146698,146496,0,2186,1976256
2129,405,405,0,0,181813,181813,181408,0,1235,2260014
2130,113,113,0,0,46378,46378,46265,0,993,1885480
2131,435,435,0,0,196086,196086,195651,0,1320,2229428
2132,142,142,0,0,81382,81382,81240,0,1311,2069361
2133,302,302,0,0,142848,142848,142546,0,1299,2126180
2134,197,197,0,0,126611,126611,126414,0,1488,2075303
2135,45,45,0,0,26259,26259,26214,0,1146,1708843
2136,88,88,0,0,52611,52611,52523,0,1144,1732473
2137,329,329,0,0,185775,185775,185446,0,1799,1964012
2138,124,124,0,0,59838,59838,59714,0,1148,1793348
2139,87,87,0,0,63582,63581,63495,1,1324,1780905
2140,144,144,0,0,73938,73938,73794,0,1161,1831192
2141,94,94,0,0,48859,48859,48765,0,1130,1925872
2142,152,152,0,0,75610,75610,75458,0,1264,1795100
2143,181,181,0,0,92863,92863,92682,0,1452,1906385
2144,141,141,0,0,71386,71386,71245,0,1156,1967659
2145,88,88,0,0,48981,48981,48893,0,1314,1861721
2146,107,107,0,0,58410,58410,58303,0,1224,1962544
2147,295,295,0,0,144240,144240,143945,0,1257,2141492
2148,114,114,0,0,84967,84967,84853,0,1564,1850584
2149,197,197,0,0,85210,85209,85013,1,1235,2044790
2150,369,369,0,0,166486,166486,166117,0,1292,2161575
2151,232,232,0,0,106293,106293,106061,0,1388,2044872
2152,170,170,0,0,84371,84371,84201,0,1386,1872853
2153,188,188,0,0,107858,107858,107670,0,1232,2016134
2154,96,96,0,0,66672,66671,66576,1,1463,1916876
2155,24,24,0,0,14755,14755,14731,0,922,1634244
2156,222,222,0,0,141269,141268,141047,1,1848,2059804
2157,331,331,0,0,206895,206894,206564,1,1861,2076824
2158,27,27,0,0,18165,18165,18138,0,1296,1634904
2159,73,73,0,0,41655,41655,41582,0,1380,1760003
2160,200,200,0,0,103920,103920,103720,0,1163,1943983
2161,138,138,0,0,73568,73568,73430,0,1270,1863750
2162,94,94,0,0,54150,54150,54056,0,1247,1880573
2163,90,90,0,0,55386,55386,55296,0,1178,1896013
2164,102,102,0,0,79795,79795,79693,0,1503,1895240
2165,46,46,0,0,31567,31567,31521,0,1377,1821964
2166,394,394,0,0,201956,201955,201562,1,1778,2221903
2167,176,176,0,0,77695,77695,77519,0,1166,2022223
2168,268,268,0,0,101736,101735,101468,1,1194,2039097
2169,39,39,0,0,18483,18483,18444,0,1178,1721873
2170,210,210,0,0,104550,104550,104340,0,1465,2000571
2171,251,251,0,0,142305,142305,142054,0,1480,2124380
2172,163,163,0,0,78961,78961,78798,0,1151,1833232
2173,26,26,0,0,21476,21476,21450,0,1429,1649610
2174,73,73,0,0,39240,39240,39167,0,1013,1782078
2175,147,147,0,0,71245,71245,71098,0,1333,1913284
2176,258,258,0,0,122690,122689,122432,1,1351,1987103
2177,224,224,0,0,130994,130994,130770,0,1627,1963959
2178,129,129,0,0,62459,62457,62330,2,1157,1970144
2179,112,112,0,0,58796,58796,58684,0,1139,1816076
2180,139,139,0,0,59176,59176,59037,0,1052,1884194
2181,114,114,0,0,64728,64728,64614,0,1306,1912179
2182,201,201,0,0,96809,96809,96608,0,1117,1949448
2183,222,222,0,0,107387,107387,107165,0,1326,2107802
2184,230,230,0,0,96209,96208,95979,1,1010,2061640
2185,129,129,0,0,62760,62760,62631,0,1049,1922633
2186,47,47,0,0,35854,35853,35807,1,1432,1781444
2187,201,201,0,0,80107,80107,79906,0,982,1985833
2188,262,262,0,0,158409,158409,158147,0,1533,2084009
2189,43,43,0,0,23109,23109,23066,0,1012,1816939
2190,372,372,0,0,141432,141431,141060,1,1195,2161949
2191,118,118,0,0,74964,74964,74846,0,1412,1633887
2192,79,79,0,0,37780,37780,37701,0,1235,1785996
2193,204,204,0,0,86901,86901,86697,0,1006,2027693
2194,105,105,0,0,56106,56106,56001,0,1208,1796549
2195,109,109,0,0,63809,63809,63700,0,1316,1874770
2196,88,88,0,0,59410,59410,59322,0,1379,1923904
2197,211,211,0,0,97167,97167,96956,0,994,2031048
2198,314,314,0,0,112269,112268,111955,1,1199,2071912
2199,247,247,0,0,100647,100647,100400,0,1038,2044396
2200,376,376,0,0,162891,162891,162515,0,1149,2017274
2201,100,100,0,0,61556,61556,61456,0,1575,1794454
2202,195,195,0,0,100425,100425,100230,0,1252,1967674
2203,65,65,0,0,65880,65880,65815,0,1767,1671361
2204,175,175,0,0,92907,92907,92732,0,1178,1873199
2205,162,162,0,0,95840,95840,95678,0,1389,1886988
2206,347,347,0,0,132207,132207,131860,0,1224,2074557
2207,248,248,0,0,141648,141648,141400,0,1408,2149346
2208,356,356,0,0,196385,196385,196029,0,1575,2109186
2209,233,233,0,0,112422,112420,112189,2,1110,1996031
2210,137,137,0,0,82916,82916,82779,0,1693,1853767
2211,37,37,0,0,18498,18498,18461,0,886,1640114
2212,182,182,0,0,89757,89757,89575,0,1210,1889251
2213,190,190,0,0,105593,105592,105403,1,1316,1876524
2214,213,213,0,0,104978,104978,104765,0,1224,2031399
2215,182,182,0,0,94215,94215,94033,0,1397,1842375
2216,77,77,0,0,53607,53607,53530,0,1339,1727812
2217,173,173,0,0,94863,94862,94690,1,1464,1801236
2218,179,179,0,0,101928,101928,101749,0,1638,1926686
2219,379,379,0,0,132431,132431,132052,0,942,2219419
2220,221,221,0,0,103717,103717,103496,0,1195,1980786
2221,181,181,0,0,74251,74251,74070,0,921,1889361
2222,119,119,0,0,50791,50791,50672,0,901,1877387
2223,22,22,0,0,10688,10688,10666,0,998,1625630
2224,318,318,0,0,142751,142749,142433,2,1281,2045087
2225,88,88,0,0,36869,36869,36781,0,807,1899698
2226,41,41,0,0,24796,24796,24755,0,1264,1691974
2227,89,89,0,0,52448,52448,52359,0,1168,1859971
2228,88,88,0,0,56813,56813,56725,0,1769,1783876
2229,141,141,0,0,71594,71594,71453,0,1552,1801456
2230,307,307,0,0,140447,140447,140140,0,1516,1980258
2231,175,175,0,0,81518,81517,81343,1,1002,1980693
2232,308,308,0,0,129769,129769,129461,0,1109,1997997
2233,144,144,0,0,66139,66139,65995,0,1223,1847186
2234,80,80,0,0,40414,40414,40334,0,993,1644244
2235,64,64,0,0,36569,36569,36505,0,1196,1618364
2236,82,82,0,0,54151,54151,54069,0,1269,1796894
2237,73,73,0,0,39031,39031,38958,0,1447,1817354
2238,202,202,0,0,101728,101728,101526,0,1216,2078502
2239,53,53,0,0,32768,32768,32715,0,1253,1685885
2240,205,205,0,0,102243,102243,102038,0,1125,1853451
2241,354,354,0,0,130140,130140,129786,0,1074,2026711
2242,92,92,0,0,48583,48583,48491,0,1093,1881943
2243,82,82,0,0,36462,36462,36380,0,1019,1664487
2244,170,170,0,0,99848,99848,99678,0,1277,1878157
2245,179,179,0,0,72767,72767,72588,0,1270,1925764
2246,201,201,0,0,116222,116221,116021,1,1513,1899587
2247,113,113,0,0,46874,46874,46761,0,877,1873078
2248,245,245,0,0,107456,107455,107211,1,1066,2108280
2249,75,75,0,0,43079,43079,43004,0,1010,1792272
2250,208,208,0,0,87163,87163,86955,0,1124,1977899
2251,165,165,0,0,77481,77481,77316,0,1148,1870245
2252,163,163,0,0,67419,67419,67256,0,1006,1903470
2253,75,75,0,0,38191,38191,38116,0,1089,1841734
2254,79,79,0,0,42648,42648,42569,0,1257,1647490
2255,204,204,0,0,93614,93614,93410,0,1071,1923784
2256,103,103,0,0,49194,49194,49091,0,1282,1920384
2257,60,60,0,0,38007,38007,37947,0,1273,1611585
2258,325,325,0,0,170441,170439,170116,2,1253,2124562
2259,126,126,0,0,69152,69152,69026,0,1491,1908736
2260,259,259,0,0,87570,87570,87311,0,862,2060941
2261,73,73,0,0,42663,42663,42590,0,1093,1801896
2262,276,276,0,0,97135,97135,96859,0,1026,1997147
2263,295,295,0,0,145453,145453,145158,0,1387,1954630
2264,27,27,0,0,16980,16980,16953,0,1092,1588743
2265,271,271,0,0,115791,115791,115520,0,1155,2021379
2266,34,34,0,0,19219,19219,19185,0,1016,1687398
2267,70,70,0,0,40183,40182,40113,1,1096,1658050
2268,110,110,0,0,46809,46809,46699,0,1020,1763247
2269,369,369,0,0,198169,198169,197800,0,1548,2079217
2270,355,355,0,0,110668,110668,110313,0,935,2089810
2271,66,66,0,0,34734,34734,34668,0,1057,1816510
2272,83,83,0,0,51898,51898,51815,0,1282,1639159
2273,16,16,0,0,10579,10579,10563,0,1102,1479157
2274,226,226,0,0,81392,81392,81166,0,883,1928187
2275,146,146,0,0,70091,70091,69945,0,1167,1752530
2276,178,178,0,0,86811,86811,86633,0,1124,1844321
2277,201,201,0,0,93850,93850,93649,0,1153,1881773
2278,99,99,0,0,39980,39980,39881,0,934,1928566
2279,204,204,0,0,107975,107975,107771,0,1250,1918163
2280,151,151,0,0,81534,81534,81383,0,1344,1749062
2281,64,64,0,0,32613,32611,32549,2,1185,1781017
2282,191,191,0,0,90824,90824,90633,0,1230,1974006
2283,101,101,0,0,47339,47339,47238,0,1102,1924430
2284,32,32,0,0,15390,15390,15358,0,1063,1612691
2285,403,403,0,0,193646,193645,193243,1,1357,2099055
2286,17,17,0,0,12593,12593,12576,0,1610,1525340
2287,89,89,0,0,42288,42288,42199,0,1127,1787192
2288,299,299,0,0,142522,142522,142223,0,1220,1989087
2289,141,141,0,0,70453,70452,70312,1,1313,1799820
2290,146,146,0,0,68928,68928,68782,0,1224,1903857
2291,196,196,0,0,79660,79660,79464,0,1031,2021629
2292,192,192,0,0,67744,67744,67552,0,853,1921236
2293,117,117,0,0,47371,47371,47254,0,1231,1829493
2294,95,95,0,0,52888,52888,52793,0,1314,1883744
2295,298,298,0,0,122172,122172,121874,0,1248,2024614
2296,243,243,0,0,128644,128642,128401,2,1076,2092599
2297,94,94,0,0,39684,39684,39590,0,906,1826929
2298,198,198,0,0,87193,87193,86995,0,1118,1912059
2299,215,215,0,0,106943,106943,106728,0,1378,1908397
2300,34,34,0,0,16401,16401,16367,0,1298,1656346
2301,166,166,0,0,83387,83387,83221,0,1101,1864683
2302,14,14,0,0,7511,7511,7497,0,808,1477848
2303,336,336,0,0,139653,139652,139317,1,1100,2079240
2304,189,189,0,0,74256,74256,74067,0,1132,2000593
2305,160,160,0,0,83525,83525,83365,0,1180,1901343
2306,73,73,0,0,38381,38381,38308,0,1073,1772079
2307,146,146,0,0,76326,76326,76180,0,1240,1780374
2308,185,185,0,0,66496,66496,66311,0,1031,1929053
2309,135,135,0,0,62068,62068,61933,0,1219,1868284
2310,154,154,0,0,65229,65229,65075,0,1124,1807016
2311,76,76,0,0,30686,30686,30610,0,834,1799661
2312,322,322,0,0,135985,135985,135663,0,1162,2098312
2313,30,30,0,0,11029,11029,10999,0,695,1678391
2314,167,167,0,0,64094,64094,63927,0,872,1838294
2315,158,158,0,0,82992,82992,82834,0,1265,1873986
2316,168,168,0,0,70973,70973,70805,0,918,1881046
2317,101,101,0,0,36004,36004,35903,0,853,1782950
2318,141,141,0,0,46565,46565,46424,0,970,1865028
2319,341,341,0,0,153995,153995,153654,0,1269,2100095
2320,187,187,0,0,79505,79505,79318,0,1116,1975727
2321,182,182,0,0,60752,60752,60570,0,829,1889043
2322,149,149,0,0,61508,61508,61359,0,1123,1823427
2323,74,74,0,0,33739,33739,33665,0,1023,1777713
2324,83,83,0,0,34424,34424,34341,0,889,1783659
2325,153,153,0,0,61363,61363,61210,0,958,1793026
2326,157,157,0,0,50099,50099,49942,0,652,1907767
2327,68,68,0,0,25846,25846,25778,0,851,1779084
2328,73,73,0,0,35927,35927,35854,0,936,1716897
2329,308,308,0,0,103878,103878,103570,0,1020,1975396
2330,181,181,0,0,62722,62722,62541,0,918,1934496
2331,340,340,0,0,171188,171186,170848,2,1491,2050395
2332,158,158,0,0,74414,74414,74256,0,1034,1932629
2333,32,32,0,0,16568,16568,16536,0,1132,1645188
2334,151,151,0,0,79707,79707,79556,0,1120,1844731
2335,175,175,0,0,68489,68489,68314,0,1033,1973726
2336,105,105,0,0,61390,61390,61285,0,1425,1668812
2337,59,59,0,0,26699,26699,26640,0,817,1758325
2338,100,100,0,0,42857,42857,42757,0,1177,1803469
2339,199,199,0,0,94833,94832,94634,1,1047,1981996
2340,34,34,0,0,16994,16994,16960,0,1125,1679589
2341,213,213,0,0,113440,113440,113227,0,1297,1945404
2342,86,86,0,0,35492,35492,35406,0,833,1801104
2343,178,178,0,0,55791,55791,55613,0,813,1951272
2344,96,96,0,0,32493,32493,32397,0,796,1856842
2345,19,19,0,0,10199,10199,10180,0,852,1455026
2346,91,91,0,0,54634,54634,54543,0,1517,1884997
2347,23,23,0,0,8225,8225,8202,0,597,1695696
2348,222,222,0,0,110888,110888,110666,0,1304,1960122
2349,146,146,0,0,61653,61653,61507,0,1113,1824681
2350,79,79,0,0,29846,29846,29767,0,779,1846294
2351,183,183,0,0,55394,55394,55211,0,1046,1879801
2352,14,14,0,0,5430,5430,5416,0,595,1569773
2353,67,67,0,0,36271,36271,36204,0,1168,1708812
2354,94,94,0,0,42354,42354,42260,0,851,1989392
2355,267,267,0,0,135170,135170,134903,0,1198,1973821
2356,192,192,0,0,82645,82645,82453,0,1358,2041591
2357,159,159,0,0,64353,64353,64194,0,1034,1900340
2358,138,138,0,0,54097,54097,53959,0,900,1853855
2359,164,164,0,0,67967,67967,67803,0,1090,1885674
2360,64,64,0,0,26490,26490,26426,0,896,1688048
2361,88,88,0,0,32719,32719,32631,0,766,1879992
2362,128,128,0,0,55722,55721,55594,1,1280,1801807
2363,83,83,0,0,41310,41310,41227,0,1264,1851992
2364,125,125,0,0,57231,57231,57106,0,881,1761698
2365,189,189,0,0,94372,94372,94183,0,1190,1934277
2366,116,116,0,0,46077,46077,45961,0,799,1700494
2367,221,221,0,0,80348,80348,80127,0,837,1954023
2368,56,56,0,0,18490,18490,18434,0,603,1699360
2369,74,74,0,0,39152,39152,39078,0,994,1690705
2370,42,42,0,0,16217,16217,16175,0,684,1616546
2371,210,210,0,0,80427,80427,80217,0,944,1933581
2372,168,168,0,0,67006,67005,66838,1,889,1853992
2373,51,51,0,0,23501,23501,23450,0,928,1626694
2374,126,126,0,0,47653,47653,47527,0,862,1712394
2375,166,166,0,0,65360,65360,65194,0,996,1881811
2376,94,94,0,0,34308,34308,34214,0,765,1807152
