parent	cnf_clauses	core_clauses	core_bytes	proof_bytes	cnf_sha256	core_sha256	proof_sha256
235	102367	4044	70837	145256	a39cc9b918a7937806c23ff2829786dc1facb42acd64ec068e21401be7a47ba9	5db7c0f5c7d726ad9b3427b5e5407178bcbdebbed0643cef4a71a8a41bc7cb47	e313bfa79fd57759fdfafc094e9de269fdc9a0e9341fc2513dbf2c3c57f783f7
236	102431	3448	60981	122437	377084a0d6c5bac1a5a4b8f82cfea080149535e3c8c0604d234f0061955b6f20	ad0ef13867def92d56da1a4183c042f1a9ec27aee15b75e43f103d3bbfc3b8e7	f1ae57c2b062621b2331b77e0ca79c66d0e5d7d3d71e2e1e2634b1d4f568c727
237	102534	4837	85667	182188	1fc45b3d813e4b33d7a0fc107f9be5c11fd9c8cc9c0dbf7b6a7f8b38ea9a3fa8	269982a487d4899cbe0d9c18d5a485c46353384dd6fe282d295da880d5eaec60	9d2ae2fc8a4b108b1a97464f401951cde6ffc56049c302a6c5aff794b37c6364
238	102469	4242	74861	153984	6b4357e4a03f2aed383ea797121821960778bcc8a85429d92debc756b883fc89	39f94c8fa7d599a905f0d60c99c915ff795961c49e24b1e4ca4c910c375bb140	3054ff978ba6a78d81368660aaec9ef3d061fe1e06b6cce7d00e191f14175d78
239	102642	4786	84948	170105	76a300337be468f8a6606b985af7c33c4d1ac1f99dfdb5cf50c1dfa157d4a009	fe811f177bd5dfdc018e59a37f393ccaee3663bf397fb4300ebb2b4f43ffd752	efa3964e0b7223ac80478d4b4dbecdb0deb02fc234319812593fb3f9989f9e18
240	102605	2792	48762	95330	3c5d26bb5b40b18e5f9efb5c418e06620bd38555541e75ab32af913224898595	c4e3a06c0cd95dd8f89b7be15158551b194719d0af2d022c2ac89ff5a6c09d24	8babb87556579a235373ebe821dccaa3dbf8ca42958deda076296adcfc47920c
241	102383	5048	88857	191916	e114031104de6ea796a566afb79b45b2668fbbc97fe79e89ca0ab1713d797e0e	e41ccd827908bec1f56b9843360316a2d475b43f8dfb990f48c18fde77d2c854	8ee21dbc01aed12f27ebc80ddefc7af0a20f4f33d90c6c2a0d27fe6e396da122
242	102291	4392	78360	169008	90007b78e8b487255d01b4d95caf5955ff832760e9ad00dab85e059f2ede703f	bc4f6818af830579df7d354c08b185e0e93cff65e0af202853889b47385abbb0	83d8d8fec63afd665a3092c57892e8eb01af88777a268c721dfdc2636927df3c
243	102621	3714	65124	133594	21b806d494632bcd48ae0cbd7dde381e414d48b25874977cfdea659f63e615e9	3a8b8a8b86eddba57fe67b74a3a418cb2f8b9d3bdcf7284fe6dda0c9d64a1c33	0b051ad9350c9d1289b50ffa25821c7f1c1e484a2cdf3dd51a0be9cbe746bfba
244	102556	4368	77686	164962	f0d252ef103a0c02e5e49602df1daf6c6a3cff84574b3c9ef619183ea49f80a3	c259822219b17a3ff0e52b7f202d227d648e5cfd17d17b5d71f80e9156a8890a	17038f78dfec2ed806da39194abefd10d9eb30e030047b58dace9a6175389408
245	102450	5335	94971	196467	b18ad69ff19f1d621b71f4fc6b91981ab0cff7ecaabd39e9c776f277e892eddf	36ee42f4ddee7aa613142a0a618001b7db3ac444d4f4e3f789d527188adda2fd	5ab075e08d189f2b1d4b6f847617e22ad68f2fae97623505e201b8bd980f7cbc
246	102397	4177	73890	159941	6fb8355e97b6a9b17a7781dd5fb1d2cb0b1a36f7a014b6ee06c0de8af725146d	47810e706379a25ea1a13da1dfbb054da0ab54b9085cfd3f4a9ec730eae725dc	9beb2f55e41146c53de5e169d748815f915b8707f1b146f5a537e79c25d474c5
247	102541	4004	70476	144881	9bf465a70a3319668e5abb538945ff1d675e96a84b9f7e7a1b3e7f902e455b0a	a478b2482a9d4254a39de3ff93845eacc7502818ed8ca36161eeaa90ec2db71e	df7ecf7e410ebde3fcba7d25f971a495c55f27e5aac5bb3f2e43edd7033d1844
248	102566	4778	84315	181298	dc6118e4b69979f3d11483364df12af7158dc6087feec046602b93288e1d061b	5b94d3cd92cacaab9ebf199473ef97ffe61e2ada7a4aabb28a1696d1a7e41e71	1d032512549a285e36950af902bf2bba441e2760648d88c0eafa75f0269d59c8
249	102672	3911	68706	141989	57ed8901d291715c9807de2f3fca2a9c4c277cef3b8063f9ee19b9a757fb7b9e	085c8e124b00ecc8835d2d221a14d001d9fda25951ce21288d1cac3b3f07ed5b	a9bc1cfeed2b850896c62637e262b59b3814ed3d8de581ce899a255c94b745bd
250	102646	4689	82721	177694	77ad9839c891faa3cea389ebc5f0c3373c936e3199a87533856c3b2a516bb978	1734a816051cf1a9fdf66e1e13269ef36755761b17207fce5a439442746b9091	ec63a80eb8aa9daf1279055aa1b851238725b59c812503d2f99edb052cb0df11
251	102804	3984	70431	140035	f0829d9f7e7932d766ec35305d48a7f8e4d5eee8778f9f44c8c08b72bbb087b3	f3f2634ab7e1f95441837169e83f8ec6ee1c8fe3196876c71faad18903925025	ff641db12524a80e52274c30f181179305f80b6e6cd9cff5b8c7b77b20a80030
252	102806	4434	78402	166673	9db37e086991c331422b574d652711b1941950660dce62d3a7136aa1c82dbcae	79a8ca9ab4bb2f7b24c48de641f8c00ffd04cea1cb715dc70bc4a6ac73b5d506	bbf728efa0ee2bd4e741a2abb7c9d1aa5bd7757cc250bba35e4b6c284f8f4b24
253	103223	3619	63589	129180	38238015c153e8f803d3a77abb4712377d8d9a2fe37df7a1c3c5b2b9b3e430be	9559017b115945172430e6c3b694139ec9a77b7fb34bce92fa6af01feebc6fa3	3a356fa8774f0dbd531f5ecb55d222ecba838772c2761b36cabf6aaaaea4ef0e
254	103531	4967	87386	195511	a01c78d0f197018fad2abc2b2d46e4cea2bd1871e895fd985aa4f7c5a1a84d62	ee72083c8bc020e0b4c0cccf14757205758fef8f4e6ea18b3170091bc32b6e6a	1dcbbe20559e709fff6044b9e78bb9706229ad68e41a0c1cd5d71bdead7179e7
255	103742	3449	61106	126634	93ca1d936c1c20bded23636b0afc793a48e883091c432c75261fee9c8ad23adc	72620b9340c8dfe196f12a373c2e447b474f2d051cf397f648a73cb62421bfae	e54a5dc76ecf62b54ac2c7a672bca82d626bfe3cb776a572721d086bd03652bd
256	103769	3443	60634	130326	9dd05078cb60254e402eae76402f36e4bdf5a92b2831c3af543de5b199a58f3c	99149900306e892662e583af7263b2f765548cbbdd3a06811d5c7e4ef5bdad3b	b21340f065659d2bb358377b9f0866c40d60e8f6bcea744d05462ae41e2fbffb
257	102841	4427	78837	165690	0f3a2e48e9d8044f9efa87618ed6138817e9544f343b54131ab3bb91d92ce2a5	7d6cb85f7c18c6193ade22efdf23470451d9981765034acbe9384537eaceb1e8	fd5dfab7571caa64059bb2c9af595f8cf9468441548bdc15341764543a8556bf
258	102866	5139	91149	204635	4c63385aeefd7defe444b3a43819f0567b51c4e079350b2432be781157fbe0d1	b4bf748b58e22a7108045c9c95d1208629b7f25d72464ee42be0a86d0ee1e994	f42b447a0bc96eecca1b8e988593b9eacb94c7845862d78b1856e16bb3541bc5
259	103497	4956	86870	196761	6afc953f55b6728dd0b42df765b1cb9d4a98dc537b015b3170642000b8d6d89c	c41a3e510dfae5529dd827726fddc8fe226b708df1b0bfcdda6846ae44a84156	e64f34a7bcdb569aee2c030b55d905184f5fc52dbae57ee1409ed7ca7b3c1c23
260	103259	5038	89732	206300	e90280f6cff85086b66d7f63f5e59d1bfa1f868d93863d2599ab237f6ac69b86	f70eca7bc450ff39b0071ef95a2a3c39d393137f9774efcaafd682172de8eaed	c07bd2ad25d64d4a71adea73563ca85f14b245a6d34c9ed33a8781d96d7e2981
261	103209	4353	76820	163217	8647cb31802f9400c6b173c4d50c7de1efa88f2b5005e790891646c3d2b85932	ba8cd479c8010b6c23bec0fb6bde13241803d76a74735e9ae5108350cb0dc065	0a778b67fe3a697c7b25858bf2b8b365d20ca81165b686d33002bed7cbe1402f
262	103372	3865	67523	148466	9a437f5a1b102fa4b3089935d5f5176ccaf57c82f7867371b56cd2b618641cca	52fc9ec6de2c2e9f0847bb7b2cb050dade286f9151cf17cab3a939eb8a40f152	7d40dbc9e2519f96439b745a5b57817af9ffab7d9f1f3cc1fb4fa933c35b2b18
263	103332	3025	53958	117404	347074d1a7d9b910afc360a1871ce2925f7fe3352fc79ce4f58b5214b73b5089	d13a19e8b962e4c780593bb6f7d4854a29352a041528409466d031a77d2420d2	c6ad708693d34f76870c8489dcf987cbe6456d59d738f1eefa6dd99859ccecca
264	103094	4292	75600	164226	0344a72297f88de6c0649c51cbf16e973a7d2f1b8f41dc83f9d240db9d58255d	09de1db804ffce35b96585f98f06a26a3aa83563dca6ec7497eb5033935ebc16	ef77263d7c06c7ce54b52e06384eeecf35a0a486be869470b265840236e83e4e
265	103103	4126	72683	159757	812ebca9e6f355b6ee820bd2d53f410d0dd283e7b1140dd32cbfc23e26653c10	194641a9ca4a196b353522eb8e449a0884dd155b95ef330da39ff932a77d93e4	76f499d261d7522043279eb20c6acc3eda2b5b06525eeac8c4c71b9bb47dd535
266	103266	4534	79505	170050	ffe46180f401d20bfc422dd34fb7f549d07ac6612cd3d7164c6e787681cbda61	3ac31f06946fa801aa782855d4652971c8ecd8e9157b3286162a678f8621ce67	dbf61436489ab63c077605dc8d607ca57c2f915138568523fb7628b739ccd0ce
267	103223	4558	80473	176232	a70e36cd788201ce627bb940b173ba83026ffe6fdb88f8b835eea7f06595551f	53813af615eb60a14a72d610184a784735518a0cd3bfe6c363cf444b3b3ade73	5a23d1cac60735110603e6e3cf7645acee87ee0830e33bd39b3008314e46c692
268	103625	4861	85573	187085	afe58851453d6edc1efdddbb80a3a58c474ad4513f75b4ff35d9ca1b83530ed6	4547cf6ae86975e0b5439fc45f9d98b0afa015e2a6e90672be5bac71a688629f	e8a5ab96763667e2593543b75f7ab6202cfbe6b586018543c0edda44285fb069
269	103362	4567	80223	169944	c66d37c4cc69b86824c414cff150d15fa595ee62f13b15a4d7d6822ed0b8dfab	16f3d3165ac311e60db19aca4327da913fb64305e91fa3418773e9ad8e5ba72b	45dfb5c3aa01e674042c96cea7cec60e922418b411461a9e2e66665e9ad5c708
270	103361	4058	70331	147359	4c360886dbce1919a1b570e7f5c72289e858027fd576d9d2e1c06a8bade34704	b8ab56048dea2bfde4ed7ac61aabba5d4ad6e46fd0050ca1f4199e61dec50f92	6647624989d008bb8fbd4a8e6f02821eaa9e23f9c97a2bf9d2dcac7f0168f84a
271	103623	3731	65545	136927	156f999f2fcd1c14ee174930f8bd797ce28312d2c7a3685985ec5d036ee02c94	fd0878f0604c94a82602e2bfd2bacae78f8d73e39d9c7abc2754fcf89e18b062	5b2154d6faca32a9e63ee895a009c937175b984f7861d8867d28f1ffd897345f
272	103761	5504	97638	228759	28e09d3e7b95769ceb20da32fbbb6f92808e12f3c267af87135fdfa45fbe33f6	ee30cd5815af9d997ef36420a6fea0567725a019ae022d21ed7ee2db2e2f6a03	0a978af7874a8d9a2fc684d83d8cbc693a73ccb8645d8d71b1c5e0aa4d41aae4
273	103519	4430	77738	161118	f93a03ece3b8fa9c12d9d58c218c00463680984471a62c8d2047cf36893c3a72	2ec3f5cbfbbbeca9149272cf1fa396b15847288380a0a827503b4b2e338b15d7	eabce945c7bbeefb56adb96f8d7489741fd15f9d0f835135b3cdcaa0ce92d776
274	103591	4074	71364	153781	cdd75e5a7b2c532d13c1ece74e8b9aa51a0aa08f0f16b064fc0d0c1fd74b0dbc	89d98b2f2d3f962877d97ef46677713ab224ae9a54a359ec833482890877e903	43a0123b0d932766e4a924e07439687d5954cef18b8fe26ab900ad1e7268c4e8
275	103256	4665	82459	176380	f72681946a08e5b35ac0ab7744062475b8882379577735c552b3a01b8e1a8b22	b7749a6971699f2cf78cee12ff1dd74e8af6f7d8e009592c058c9a9347f6c084	8654dd65824e38e1584f584c05be21c1e1ea217b039c0eee61c656396ce8221e
276	103328	5443	96696	217587	0889a4d02b98d8323bb7bdafc1b70ca0f21e823d30dbb304c26cd42fe96810cd	98fd81aeefbe9d4a58ccc2467cb564e2461b9283ecb0ba29af47789bee744c7b	43f8b96f40bfa2f10c88898a94340cd15c9a0f576443e1f9ed6b67e7a5d1afb0
277	103361	5254	93466	203922	67dec735d95de4ef87703abdbf90511f4ef5be4f1d98619898d7181731a73857	272b61f86e5d86152d386ddce138289cd5ab387066456114b667e978dd629eb3	93e184c9d57dba138f65de802e84006dacb42b3267e9f24a9fbae416b1bcc4bf
278	103754	4132	72188	157375	1c8ed87dc3f70fea153d60fd07deaa2c733911638fb90faf909951b396fb1838	6746148d89f51a794b5d836b483ece1c3b94bfb8ac1319f52576d21ebb59ad1b	d25b8b5f236c8d21b849350eb16ac4d2e908f84148a736a8e357e49658441744
279	103651	4435	77913	169172	e7c8fe13cab23b675a0818ee3ea1a82a9a4047649f670ae8889dd65612066ad1	911d5960827ddc1e259912449f85fb7a17d6813998dbff6aa23dd6adb8b1091c	d2395cb583350357a435a47cdf4b8d122821cd5202ed4e278a8d82b491017882
280	103255	4536	79252	171596	226987fb4fd6b214b7a4982228152d30d79f8386a8264653b0f67a76e95aa93d	ed41dda0f82924c503c8d4f1fc83ef78e23aa97ecdf1b91d3c6513bf4a051ac3	523a313a6b835c4cd5bfdccddccb7cce2883f46369d3edbede64c122171c53bc
281	103366	5037	89126	187383	781241b5339d7a38edfaa70b2b785424bfcde3a294aa8426c8a8d57245b22f33	9ed1723b5d817826a074f89a108cea27bdb05530ed1daf5669deadc4a83e22b2	5e169e2eadd024896a40d1f6d8c5d793e3da3cea61e2953f5bec22daad15a36f
282	103472	4691	82868	172017	68c640ed2745fc6827196ae63b0be458079e654d3f91f36c95542476f048ff30	505daaf97472b6e6d2fa069b38c95c531637790322eb406f7a3a57ac95f80829	2965b8c31af9722e78f8fd5b73cfb6e341392f1a40f2d06c9e66a2f26b594ee3
283	103212	4510	79811	172736	b047c7aec0e1f55dc11ea87ac62188fa058dfbd2cf4af17a9973fd663cf08320	79e2aa72fc44ab459be87a6f0754914cd9bab8bd91ede13cf289411fa8a6f8ee	4d3202d53be1eb197a2e0b0d510daf3044828aaaf110122526ae3605b3e93258
284	103252	3994	70389	142854	9da65998b78baf6a147561f997f24b129eceeb3074c847db1a03937dc87ffd01	e5721ab2ad38ef41829312af681757926f609c871dd7f77df464ccb12e34581e	3131ded219c0e14b20efb4239ff66089eca757426ca45dc842d5b17b57d99fdc
285	103473	3535	63056	134417	09a17fdf2e3dc59f996100684576c815f64d7d392ff0d57fca80305e9da68667	66679fde47f1a74fc2ab13e55db3bc7eb21ce0460bca19762c9efa869e7142bb	441229c7a463121a79ddad9af941d67461c7fdc5fe7700115164cc736058d5d5
286	102435	4656	82355	177489	c9051b40ebac313c7e38e5c93efd700647a1671f08468a356e0f0cc727b471bf	9bda6745f07dca91bfdde603a7c078d05a586abdd18488f49e7f31b14b3eaf57	132ae93383a0af97e51e89290cc531e5e340c835b6fe5913e2472adf5aab1037
287	102678	2972	51336	100924	2c6f005fecb16a639604812b943aefd44dd7143cd31e87751dcff7710d2d4597	19cd7178d2138b9253b0629ff16bc22b2b30a73aa605eb7a98ff4a1d23029b97	72d25d269fa6bb4859ebefbc37484aec4967bade9b81bdfc109d65e8c02974f2
288	103344	4280	74471	161086	e9b206c03d32c94a8be6e98e1dbe0d97e773dbbc3659a01a4526b0552251945f	3c397e4cd52102e281e75eda666934a0c16abcb2ae1a209065442a40692bbf1f	0a9cdca7c128000abccc63cbe8df0102f1ef29a3cd8969664c8088fe333c75f5
289	103658	3893	69259	144517	c495df5c225c01ab091bbe7969719b985d353009d12a588fa0f37a78e36bfdc6	62eeec0af399e246a96e054057b3b462d4eb386f31f90d5c8f0c8a84941521bb	3744bd0f2cee221b67ca0c615f89501c590a51fd8ccb4ac21af659f8e6cd0932
290	103364	3563	62708	133548	29e4eba4dbc2c76ed391b622ec30a8e3504488679e69d7ce65ba993ad9b5be3a	a061c140d1434c7e3c45b3321039aff4ee25a9bbb4d166956fb94b6431661c50	6ed2f7e03c359dfb4bece9bf6717d13cdc42463aede97398ba3857a264bee43e
291	103288	4321	75912	163736	c7d29c736477b54a7be1e9bad2bb2415831c00e214fac7884165cb7544a99242	339076ca226a7733fd97c30420d70783a15ac9fcf7fe044eedf307e18ecd5dcb	ff6a46db738264b71064f2f00b474b6289eb447f45878b273eb5eeeb54571863
292	103734	3526	62305	130707	7cdc30147e19017ebae0731cf79e444eabf81aae221c434839df8c4b53548eba	2c557bbbcf57ce80d9759f609760c6b552d13c1732634b0f3c32be8438150240	4d55cd828eb5510b079e31acb349b979c26e85c1c1f5eea08c7d0cbc93660396
293	103389	5223	92876	210844	7a7896fc50b48c74bb9f809d4bfa14fba240bfa6baaeac23141c29411599a197	24869522bed505ff040a812d6c2060ceb1536bab0b7b3ff10096e14d733f97ca	853a1cf983354003762e09c86ce382e6c1428e5f658db5a2793ef2f55730b86b
294	103512	3885	67401	147855	93a9e0dee289f426f087ca8b1058b6a22fc01124c0bc0985628c591d435cab30	c9addac6bb54defb71a4f65fea8b6989868f06d21cf7845bd533329ce8ab3539	d0d0daec48f923f6dab382d02228d31bf882086db45853a743b04fc9974b27a2
295	102638	4337	77094	159259	36c82b6ae057b502ba9c713dfaf1e0bc0fef3fae4176db5440415074ffffdb2d	a5d4a38cf141c21d1dd0a3b8863f4a69c56d1a095d7efef95f09d442ece6fc13	4ae7fcc44397a915527d9176bbb1339cba190f707f375eff95b4321d4a506318
296	102589	5177	92336	194779	175f8718cdde9e5442e2f08cbc325c44a84794ff3aa3c16a8ddff55fb7919038	5759d44860c356ceeac4649b802a75f03402d540adb31ab14032ff661eee4561	3667a5aacd16cf197569849f16e76ee60b5010af7cad3093787bde5a5f070779
297	102750	4415	78373	165569	a0cc0dab85afe6ab866e76f33fb4cf39d215d6fad935462589b0f0dbb70f14a5	1595f982e550afd825b437ea80338efd5eebeccdb8bc0f1fc018131f4c3255de	8c804b572d0639fe94028855bf37c39b063a7610f23efb8e053c77e687712561
298	102729	5138	91896	209991	ed18a132d24f4bb9f1d072009a0876d71d0e153dbf4131623070a4a13de8c1c2	fb05e9c8899ce552c2021d50cc8e85540f7b14aca90c83823da3beff7690fab2	bd83c94eda4f71b75b33eb19128d1c526171478fbb4e9c387ac4eec7b0abb6a4
299	102527	4090	72289	153323	d89da74f9de1109984ed3b080d04620c03a174a0eca0ab8685619263987d0581	533a0236d67592e3bd0ee78c113fc50941d057b796ddab6a79d8339ff0d25e7d	08e7cea8a5fe0d4f9ccfd6a8926f7dfa8c167e0708d46b8c70d83aa432854c29
300	102439	3536	62572	131716	ab07860ca5fa4c501ebe606617d35bd76db20869009982247e7a316ff6bb65cb	d497910f11dc75133d69fe3d6c5570f9f9e5363b09a7432f1cd6d938ce60c6e4	dd1b60af4b06d91f84d1cae0e542815d52b79d9a674d8103f43b7468d0bdfab0
301	102555	4360	76780	165620	74825cc476cbe3b7a0c74dfd8b2d79f935cfab840c9f97238e99c8d8c2f47ce4	14071442fd4068f348bbd58eff4fe923986f8fcd1d6ce867e97ec5e096138666	f55b31264a5c0b848523df0d0a6a2439d6f1415d74cc33f55df5e7da2ee14c8f
302	102615	4914	86641	187942	778576f0e1f8d903bcc748341237d47010c273875f2ace54cf6c1fd779bb4ebb	549976dc67d9de70824b4a60ee02b5012d49964369af8ce65004bb1f4e90d78c	b7509d60542bcdbc4cdf0d3b8050df2eaebcfb0c7cae9c1690382813a03a56b0
303	102567	4059	71422	149340	86f1190e4b8c9ed44406e90008bfa3242f16a54b0714fea2b925816504ed891f	6bc89ad0eccc1f361e17cb8204e7af33a43fa2cefc01b8cb900a32df39047a78	68386e7cd3b82e8b6f0948c5c5156f77f1da729aa9de171e777b0f339fa6ea06
304	102479	4726	83281	181547	19772ebd29ce04e42090007e6f2842f1c6cade89d432b48b47a892d5086b3a0c	6223698ef5e66e44034d13597fbfd151dc8869b247319867cf78a2ee6f9ac43b	51738c15596351bb6f01753484d09c4428e48ab34991ac7a40f07dcb6c7636f6
305	103155	4870	86377	186392	0ba66702074d3fb02e414c366fd2b6d722e1186c47c320978de9d771ff3c1a01	78462e8699672f66f8bb50ec0a9d99b49289603a89305b751d2c58a02735df83	9eef74d6addf173b410524e7692806de00769ad22c22f1bc417c32db9cffcca2
306	102868	3555	62439	138685	4f4be709770a7e7b8f82ce7d6eb0fba0683214a94feed35233bea432301a6697	2ad1f9c2cfa3934e529168721e7ce2d5dfb7cbf5acbc801496ae88b65d8ac57a	0951c0c5f277fccd2e6d4a5bb1f22513d45423d5f66614b9986418e5a2253a67
307	102968	3411	60063	124399	3adba78d16d068bfe9894fb298481f4bcf380e7f695b08667317112c02a2c517	9727a5785f6cdbf203509194536ba4122836acaf5b259acc98e5f44ad38bab2c	a76f65ccfc2cd4052aabd9036f9d0a2cb751d9d5827fcf3debfbb78e32897c91
308	103024	3572	62231	134694	1836f4d7f14b56898ebc973e6229467dc7e2b38100a90ab72b1dd0420406ae46	48a1ec196e4462fc0350ca13c8f6255d284deb5b9d360a7e4c736e7cff6bbefc	37d3922696ef83aa3f786d5ae9bef5e69083605067c72ee8504a426a5bbab44e
309	102952	3406	59554	119722	a8d30273bac180762f4baf9928b64d40a9026203e03ca9ca5320d66755483353	66cfa0b4839dbeaaed631b38fd771d15794770452bef7b9fff1c43d69ad70ad6	7409c779e0adbf1beed96663133d771c509d809e0bdcdc68e9eba0eb5b4cf71b
310	103063	3340	59342	117005	cce391b670ee9d9c6121682dea166a5e923008cdb323ecc7d5ad2766a84e44bc	fe9216e968a5b283b32eb1dd2639ff6a90c601a0295f1abae37b85200c40d977	b9b13faf8289ece2180458d2a4b2f146f57c8f4f222111cd3cf7cfd9e7ace08b
311	103136	4290	76487	155188	c540dc7c47a8643adde7179effb1c01c5d1ba7cbe744b3e543201c4e9cdd301b	e8ed038a933c8603836813772a67909d217014f93d117f8e24e57a85f6abbea2	33c13b7d3da9983b69b9f9a8c72ada5267bc38a42763dbe4622d20ff1f58726c
312	103208	4115	72515	156594	c4368ffcbb8077e320a95b7bda49132fc919fd2b11f870ecec32a897b92eb3b1	3970fde046871c928bfc41d0fe7b521a1464143e7edacc711e01496f3000050b	dec81d18941b3cced75c6883a1825c4f15dc10ff4158bd9379b2393d8c72e0b0
313	103163	4946	87710	198430	8b4d674ddd095002fe1923e88717b85096f940073067622d689f2ff01b08eb1c	883bb8f6fa438fa0d40179212fc095f62aed43255a8b6fb3018067118c4c97cd	d8ec70b13a76dcd1b2f7134d5a0dce9957566b682eda6f334a0664fa9316c71b
314	102860	3292	57755	111102	c1846f6b779ea0638b98aed166386c57370d92c0b3bf2fc12b8b5fbcb2b2bbdf	c3b69afc0a5d0fcc14a965adb1565be9000f2234175caebf5440ccc6088fa3fe	b4b48367d4079f7bca4495e2cfbfecc336faf77aadcd840a475aad11af8dbd94
315	102960	4596	80530	174742	a081818d2e9001df21b3ce7be4dfdb832eb0921cb5a3848e7bf0011d7d6efbab	c9f7dbefde53b800685338ab3e42612e0c8502d5816a9ca99a85f0cc7efd01bb	c68479e3226bdd03b20479b7f6d5fea6c3783ad3c1eadbffb53fe4bfeb99f8e4
316	103098	4148	72916	162231	95024967a7de5ae056ba0bc43a0969fa00ad1379b1b1e0ec3f1ab86c489bb2c7	c6e515f0a3f3883f0559882707eff9cf7f01ba788779ecc5c85028a3c2cfce97	4589e8e3314cc2e451a55d11bad644af88082ab02912e9eaab2c58bf7c905241
317	103171	4118	72371	159605	8e82f1999bf8f28fcbaf654c912b25cc51456f4e5d8825c90e21e1cdf3a96002	8422d18ed23b75e52943ae4d086a7d15078179c30f5519f950ae758a2d6d23f2	4117bf58b3c8b1091d71c30cf8a1bc1cd337b8a22318608e1dd0d9deb07a7d19
318	103002	4578	81200	174261	75a3c33206e9c76f7ee9b9d7d65934a3fadcba2f5444a7a24491858a8d295eb0	ef29485a3d3242f5902f7b7b9f29c54761efc649c7c7ec350b1e873d1146cc81	df6a3f6fe96b59c1f4c15a45cfce50fb7f82543c9c47e528f9c2ed25d101914e
319	103063	4850	85774	182831	a747a04f9df5c456bffcc590b003627016fa9c1a662afcc2ba5233491408d6c5	2abb14c5dc85d8aa5c24a19b32789318de3d0803b43ea4c7515ddf915a662e16	948d8d287b74e144643f7903dfa0a7823b9bdfa0d6aa2e86a76a902728d42c03
320	103143	3416	59694	128651	08fab365e9f4e0b776364eb23f0d200dc45484f96a67381a95fbc28e166733ca	555d20dc54081f8144ad0d4490e77e7449d1628e0938eb41871adb4bcd000a93	a790776872aa0868ca8c8c4c68b8e6bfc97ea2c354091234c37fe8f72151956c
321	103110	3365	59014	121761	3068a3f48a49770d0a694295f2c974bcce493a38c743873ddde6741f990afa39	0ee52f63e553030d3bded577d700a9dc9fcda6cddc96a7fd70b67ae7265b51a6	f9ec2ddd9b3720e7b62cbea37b9f18361653aac3fda4ed97641450fbf090a68b
322	103224	4809	84997	183553	ea3dd5c019e7a89f15d90a4eadbfe3f2f38e8a0dd1de47dbafd28c7c510976bf	a577fe2bd155568dbdb83e1b7864b77b93d663861d4720244c9ec1f6ad9de367	6593e10ab5c48511788aab13e8df53c7303432775f329edcb90c84277dfcbb11
323	103258	3849	67774	144841	86adbd0f719bde371e4ae9149df037bf20795d773fac5d1a32cf8511d7f09e49	1b88d9a66238ad6adddc4aaa80dc61c901d0566cff64932be75003a0e0a86d61	ee3c5b44e83720ccee69c6f0b970a0ce3e51255a6250f8de6a7493f4d3828d39
324	103354	4345	76087	165171	7ae7d4d8aae48610ab87ff60d6b9f30a5bcb315384af5d570d4f238a502cdc35	86d6e9fc56883ed322a510b8a037ced9ee5b7b96a7cb1ebc0fc2d76d6d156237	b85e0d1a725b38a3023532323755ed5726b9ae5e7185fbd6205727ae193524df
325	103348	3712	64848	135276	bdca6e5ae2d3b17b70ba11a5f282b0cd81a04e6278c2fd495c37154b7b253c5a	59883a396b64e3802f1d129455b84050aba576f0935f12db2e5e86b4988ab6b3	c82037b5874bf257e30856ebd979e349a1169bd063a8380bec884ed99891c128
326	103619	3324	58303	116492	943f710a6d4bbae91385a6ea74b950862dac4f525dddf3fb56ef0d37a2d65ad7	0ebdc9b3a4a7bcdf6c6e14bb5ca75ccc70586309c7b01ed22868c238f44f7f8e	84f4910c178438a0201931bd1e3e43124184ac080c527db2572b8956ec9d4edf
327	103356	4398	77615	167956	0b97fdafc3be28a03152460464b87299083336d5e5192545a891c15e6ac59ab2	47139cbe279ee68375179e08785086b5400d42e5248aa58b3f613b47f83c356e	0df7d9aadf80236542b7a9abb5030b0580991082398b614d6afaced1f4de1bcc
