parent	cnf_clauses	core_clauses	core_bytes	proof_bytes	cnf_sha256	core_sha256	proof_sha256
0	102776	4544	79781	172157	6b9364ccc144e22db2fddebde67531c79202b83ab36c9e8d185d4f24aa016864	18687d009ec09d8fbfded5e90881723576361274c34cee307f3f5d1333e19da5	336a698fc1eeecd07caa335194d566b20abfb13e2197c8c4ed1e93e19ad89dbb
1	102725	4511	80126	171662	268e45bc39c23da7e7c09e591e73937e4d10112d4d909f5ed77779e02d4d1555	96b35a50b748747745c34396426f2f995c91701b3a3338ba3047e44beae9ad0b	f7c0576c1813dc19a75701b23577662b47afeb9064ea2354b6ef5d94fade52c5
2	102604	3258	57104	117385	101dcf14193e391241edc8db46d496af7634d50f68c836acb78be33841559673	c8c6265e17e911aaf89053df973d8ccb0f8a4901658f5b50cdd2a0eae96bef88	0a515e316b25a0cd0f7a4682c534c7aea1332a75973bcf16195a5ea169c39c76
3	102919	4460	78565	161973	f2a253824f2b725b2833a9eb5c7f7c293051a2fb90fdc88086d4b6aee7285989	dfa2c4cd5669cddd25fecf88406394e0b27497e2a7affd0feb6e82ad72b1b487	8bbbb1398f3a7bdd516b326f7fe82b8851299c142cd5e3b195d5305509ea14cf
4	102641	4653	81965	176648	fe52b28557b35d5acf4717b26bcbcf506ab3af88828c3a6a9e579534acb3f8f6	e4d8d4a449b246551cbf07ca4d035bda54a2f7b6203facbdd612065f2ae80a93	4bdd9b836c1553bfe0849987e091f1234af68b0a086073e13d95b6ddae821b9e
5	102527	4405	77300	161279	a2e7a54fc01a2432265b4dcff92954e4648e211292c628f3ee7f3ec2e6bc32db	f63af35cb1ba96865ca17ac2ab028c101d43931650b62b251199f4418a731594	797074b8ae3d4a613c83f7d83871e07d1eea740f52c41823c8050d174760e74f
6	102481	4348	76889	160182	164f3902c9813493436b4727ac97fbf6f893370c5e7451d3b8b1b602f7669a2b	ec99920dfe9c0b89ccd17fec9483ea9786500e4d014b83b566ab234f7c172e20	4a4afc06918e1b399697c94f497f102991b81782e9bd1c0fc1e24da889ac7d94
7	102938	5004	88496	184385	866b7fde022fecc973c90ed0e7d8bafa823ff20368cc63d75ba87748e9007b42	3bac9ba83cc9798698fb8427093af6bbcfd4277beab54921354abf316b128263	896ee5a57ec5332094d4f6fb461cd49c28db937ddc4106b9f18f02d1018be1f7
8	102691	3861	67456	134349	69eca4d22e655c063fad2f42b37fbdf6d082f16d319b7ddc29784054392010d4	9e36e7bbe16ee9301e8482f61dadb13579ef5d48402af8d38dc3df5263b693b9	fc97c86ddfe92ce763da41fbaa02301ceda4a8abaae866372bd717f3861f8513
9	102546	4799	86200	187889	ed76f81af10f758bb73be41699708b1ed32c338298aa5f03033c89e8d4439cf3	fdaf87ec7d191165412f9deeec72144e0df45251b949aee6b8deef7ecbf432db	bbe3c91cc1717ceea56d7e9ff480f5e957bc8db6b21fcc2a0730114ad638bc0e
10	102531	4248	75526	154320	a803ad097d40f349fa28789fab3430523b73516ea1bf787b191db15b9d4801f8	c22dd3d07e79398ace270438775be2295675527cccaa2f531b26cd665135c49b	09799e60ed81e4f09be8376bcf366a521b7ee4ad8ad91eae629fbc5ba8194e61
11	102877	2813	48565	95744	7473c7a480b1f5558a43d58bffe0e61fd5246b619890a59fedc51427321ac93c	631a2059956fb909888ef5cf79f364c2ad10f02234a123856235c6a7e2530474	f17ea88cbaf1f960b3bf7d43934f93aa4042347795a5570e7a45c95c68067014
12	102969	4302	75804	163834	e534974833d3d47ccddedeb1e80c85dea39453c2118c9ca800f99ebeba842776	215133781b39f0f86d1daa738d8b209110c194c54a9dd767aab1aafa7af8b204	93052a7ee146cc300629264d452036ae83b48b43a12a8fc4309ff43e439acdb9
13	103186	5561	98600	226818	ec520f1fe18222fc64023d639ea442f1df8fd10e2ca23a85be7ae4a5a1f99966	21b5096b5b5396239acbd4acb0cc750b5fc8f92f2d5ab8cfbbcab8dd339e1fbf	97a5b38fda727c7e04c7fafc92bf748ebdfec9091e20f96d39e02b1ef2ae8a88
14	102875	4762	84002	187889	6087af6acf9097af576d95c3219a14ccba2868d264b2933aa14238ecd300b6e6	38c2f5a82c1a05b549f50aabb2d429d5f0158d4fe838b027298b3306ef17479b	276ce7f6ac3633fbe0e40dc8ba0da048987a9c3215d759aff2f7f117111b907e
15	102774	5259	92624	210999	3d7e6982ddc0e30d63de125d90de6bf2324a5e77bdc7bfa20554a5b64a666180	2d942e7634d8c5e52b8c23d31925489523d08576c86fd7391b4c927029aca535	b929961df1c0718aa67ff88466e44682a0804fa9dd4ce57d811e34cdba80ec13
16	102699	4925	87264	186413	8e1d67691225104e2cf0646beec183aa06f4147c8f70947fbde6093b9230004e	859d5230f1315792db83d8a1f33d60515f7da9ea9a14c3070fd819c9162d5cd4	177369e221b11163df766f8d282888a3dba9b93328137c9fb7c9689d0be692b4
17	103233	4499	79285	172874	b9de955f6a476704f428328d70a39fabf47ea6f97fc9e88ed3d182b9c5bfa133	b6ac4611e8c3c3def3d33479bcf73aadc403d10f1ff6c3c84f8ea5d36578dfdf	d416d2199116d07ab0a487b6fcf936e674d1430dd02812b0aa33922a4259f0fb
18	102954	4801	85301	184022	02c5b1bcc1cbad41d96e0059aabfdc5e94de4126ff4a2cc26946ed9607ac9e0c	df9e6bedfb7ccdd893cbbc7fa8c4d546f65b41a8e6d7dcf36087a81e2ef7208d	181537d8683736f785e0f47f0e3f533843b709268f1d24dd9a3e2b13d3b913c8
19	102821	5052	89396	199972	52323254b1096ab1f9e1dc82a33aa7725f7c513769e4bad5a62c55fbd6f66334	5834719598e0d206d47cfe4a91c1c5e01730375ad1d159a6d663d0a262a92f4e	1bbd51d8554bc1e7506af08649af9f205648b1f53c62481761732e2ed3862e86
20	102778	3518	62002	130053	662370fc0ca46f3aa1a7894d46b05a0e74a7df4bc6943b35e2dc44f505767667	77d52efb0a88208694deae9564750337b0f4d760c5dca6d5c0aea26ac66f3c31	e02c860d09eac7a53eff55b32a7ca81eb17bf432bb7d670c998df08f17053b6d
21	102505	4215	74291	162663	76358d7b9f3eb9d62baa48eff5d3b2117c46f8c742358326ad1ec7ba6b6ba310	a990cda5a12e50cbd9b7ebbfdfe25124ba143bfb7920316da606e9ca16bc7434	62d1316af615c9e07d14eeec1017b07df97ad1f68e26950db2873d554b881810
22	102324	4993	88172	189251	211a0c42bc29d912fb691ab34788b7c3dfdb4e9855de74fb88a7922b996bff00	2460a346a9ec804500e65e00cbda87d651286323f0f0970e860f433a7f6b61ab	e7e9f7f24ac9d4f5a3f9eadcd459d2ba2e4a7ec5e9b98c06f7d6467b1d585fa3
23	102768	3592	62776	121325	a07019a871d1f6b6ab2003469ff2a93780c3bfa121de12b7509759eb04a45c92	4aeab6b31a5e1fa04999fdbd1e38dac667c8a0f41f7dc06c3af014f16d86cfb9	cf5cd72275162be77ad9d53c918d6b34fe9fdf7b81782b58d56bb8cc5760f5ad
24	103030	5074	90300	195630	c40f7d7797fae35b101e2286114ca53dc694ee9361bc6c49c35791a59c889a4b	32ef466be6ac8692df3d6e8227850d2acd23a7529fb892776261a53e4f78ed26	70b3fb3fe059ed3c4dbcad005f55f6b3443b94fa6edc1d8ca979556519ca3213
25	102808	3755	65282	138463	749c1d276707778ac57147859b098514294f9e3588a30d3f39a56ed865021b7f	b6f16e2c8bbbeca53da2e2542180a2aec7b6c17339de3a0ca9e320c7f5637aa2	9ae371fdabc34b4c6b154a83c3736bc76502f48f8e1e6d13676c5813fbb256bd
26	102700	5236	92730	200748	5a6baf2b22ee8c5c76660ed749c6f5614f05ba65ff7729b4e919d7553439e6e9	02206e4f0902a6b30244737a2555426da7a539deeefcbd0a26ec41014714a0b4	5ab0df4cfae2e1e7581b53885e8990160d03429132445603c55fadb1034efc0f
27	102615	4918	86451	197070	3235476afeacac2751337e664aae9733428104cbabde8104b585b01612d10afd	d01af6b7023b8ff3f325d297d85ee9452b6f48dbd4a1804ddd6e245f59c680eb	1023f83501a11554ecda3c283f326353e9d449a910084c082ce64ff01e217bfb
28	102507	4667	81797	173854	d286d255ef3187858f2b6aef231be05721d7bb5f3a79cda8ef72f8da6da72382	e5d5f010006fcfd857a0c8687849bbaae4b135524f5c28298417683aab182a93	8785a1d10015dcef347187c550519adee2362a4c449a9d4e990380e0b1fcb87a
29	102467	4470	78894	166286	b44379422c95a4970fe17a8650cfd26a83c8a235813dc79e2aa7b67fe4580d30	3740bb66dcff521a392d55ee8e7f8e549523c02818f8bbf00064648ecd73ce47	edeb86b374b0b3950ce54c7c4fdfbd9cbde9981b29e708b89015321c7b6365b1
30	102359	4736	83671	175053	9a118899ea3c9a9f9df832525a4efdeab338af5228efb89d89769c40a736c7f9	972474b109327fd84e2f64b189fc808aedf26696683c00e25f1394007c8fabaa	2b7d330c5dadbfee289837811dfc8108cfb68279a3c0b63b0f2212bb525d69dc
31	102396	3320	58088	121107	ba708b0b98c1ffae97809073982348973ff37824fadf0353244b8b9880372ae2	d689fff319e2a94c68c02d8f1341c5481e2e8d45076289ce8f343b74c80e8641	f9888ee447e47ab3c28b797d1578dfe00e78192e680b57973d42ab2c46297c27
32	102626	5272	93580	207490	a6a70c4a3ae88904795334c8c48822b1c4d845aa83687ede3489def64e4e1901	30e8a59db28e97c95ee261f76397f078ced4bf5aec6df17041c09feabb491ae9	cd9143e1e9f4169fbb881820fc8a5168b58f07602c733e70bdc1cc3041afcd7f
33	102309	4043	71373	150717	58b91a204bdca09db9babb1fcd4a2f7b8403399196dae3e04741b3285cd20b5e	9c9e1638dca3a1bac3e8f2e19d968f7afb5983a10ffe902ba37b3f705adb44ed	a130b49ce84d7f9428dfb29e03f61b7689ca6d99f86144c256cf97b69312f258
34	102603	3363	59864	127779	fea4ea1f8664a78fbde5c59cf353f72b82a8eeca7a671a443b3c3c14801aecdf	827dc660935ea8577b8fbfd75281ae5997f0b93ea49225960a099af465b44657	24799c9620525564b15fb9d447dac3d13f57857f07e4eec9c289c7606783341f
35	102434	4701	82894	182466	d79a3a36d13b83b65af8355282a01d0776391c07707413045641b6252ea901bb	cb68f560fb64076b6d4ee2d8ddfbde791fa4bbd6743c64d6db6ee69df335a40f	bec1ae4ffe42af6d50409e2fda26ec5170f83b191ad9335e628e96bd2e1fb2fa
36	102461	4480	79261	172572	1491e6453cfa289b40e2097741513deed93450b516105d5c6620e5f729cc3096	470465df4cea9f35e0324b3c43ff9b7b618126f71d08d5c9fcd645e65af23c77	5d16fb74f8e17f63d51983a01b45ce2ff11a03aa5ca30336991f1eef0d66eb00
37	102734	4901	87165	185154	19264f71f9dba43efa894eaa3fd39be30b6083b91ce7e995c813b76a6430b99d	825cb7517e00b3fbd3aa083c340f744032a49c0b142d008afc496d80b774ec32	864077b44ccba9ea16814ae4e71e8967a3bc7f0948d2b3a3f067dbd4b92d8491
38	102565	4985	87990	200158	ddb9bceb2f8db11cb8cb13b7548d998c470f343665084e348949908e2285ef65	d63bfeb87aad89e2e2388c940f6c921ef77b37e102b80249e50d0f489559df59	361420b767f7e715f5338665d15f0354038cfa055ad3abd60562e5f6762ce0fa
39	103198	4469	79362	174636	448f76d0f738bfbcde14fe47aa02034f8bec69131e789d91f389d6caad90593a	13902a4bc6989a5a38d0fd6c685642655b3268538b64823b67b5fdc539c46adc	42eca8d3fbe55300376a3349a6c07abc96fcc6496fc3c4b4758f96318c3751cd
40	102689	3591	63164	122290	ec8537353f35ec8bdd3cdf2f1f05974b462260407942d4408360c59213cbdd6d	6f5cf217b944aae8b1185fc95fcacd69fb513210ef584844238eab5c33e76b57	afa0a2c170defbbe436784a5a11bc99c2a87108d9c58da31c8f27f10a398292f
41	103806	4544	79586	176047	d95a49453d62478ef6964f3d3c5c8b504905c172e3a3138cda086a71ead01147	5d9d1a1c2cb4bf44630bf3bc2f92b99ce7e953e481bfc9a12201459f98a048b7	59f19524218ec794f77dd57d34f8fef0ab7999f556fb46733ecabc23102ef48b
42	102781	4984	87698	191570	f2e28e41835ed2f01e2050210fe43a9de836c69c64dcc48ec48eee64fd680b10	0a691665be211fc4ba491617a40e2f67a88d58a3cae7b57799c2cc15294acea1	a8110ef8c8b39500178504802aec54f1917a69dbae8d9a7356ab761b791ad112
43	102639	4896	85787	185511	fd8579138e87d7c4997f9beb9a85779f4feb2f59451aa8eb2ff7c2b1f682f502	6eb84d6cfdc2f61fe592705f78b15ea59b8280248e8450739ee7dfc1225bd61b	8e318a6dfdeafce8da2018342f4ece05e8ca0cd5d77ab403f313170f8f5dfef2
44	102334	4997	88376	193909	c75ace633dfb91b0775482b22e89b358bcfdd112caf83f0694a0f9810e0de007	e31506e3747857c6c10c9f1e8eacc0f22d122ed52f11b7c5603e7529f59bf5dd	f4cdce5b48ef29cc8b1a0aee7da34b04df1b0ead59dd32f813d01b15c2f494d7
45	102707	4138	73223	152458	d7ebbbd4ed45b0a41d98efb26ef8f365e8cbf93810be25f03e5cb680e236fe59	c9a8e17b286356bb2c559a431153da1a1b6926e50de2e82628f6ae5a74f23553	bdb84997a5688bac3da7e9f6bb2a83a663eb611458188d317743317ad3000ead
46	102514	4526	80229	171302	f2b1c8f8e596af88d6507f5a38f8083f7c1b48813b71553c9d9a81197651c79a	d91d53fdfb9731a19ed3cd53031a62a8425d81433b2af0a532b3aaab7e62ffb2	f06eea6a4b5a9f189a9bc0215d2b7e0e6fd7768aa2f604e2fa43690c14e9e74f
47	102372	4873	85503	183992	4ca98a941a9fe94b84bbe48af40ef39a09876c746e5a21b23b0e9b9de528da9f	6d750e5cbe12c80e4c3ef8a5035143bf0dcac811761f5a3cbc458dfa1d8a11e9	ebd74b378b6e499566cdbad0a2e5233035f09446fd261b9f8160b89bde33a7dd
48	102565	3900	68557	141531	4c462a2ab21ce5f0a00086b971042c7a35a57a9a17223d8e1460b06b5926538a	d188faad31d4cad196e6b73896df0e45210c82feeeccdcd28d4f7c95f81e5ed4	1a4aa27445531118a02f228fba655a358785858bf7c63234e3425e0cf605ffad
49	102292	4895	86820	182783	1919823e5eeb3b196b4638e9030398f622442f3a233f1c9f864c9990a52119d7	b4b530d1b17948fec7effc045543a636ce270d94b60f6056d9ce7e53071ff5ad	54c77029c4e4e69763969bfeb54da7d451a10323cb2f85ddee5af70ee81404eb
50	102417	4713	83673	173759	4f64888a95c95e69a5de1d64147df53ceaa46d9b2642812e39a1d4d2cf4e3e10	f939ec20828202ee1fca5b597a173bf952e8dcbe118bde11d7d4c36b35fe68f9	c91fb45cac60900706777fe1e1e8d6392d9478ce15252c2ea7c9514c21ff13c9
51	102457	5423	96572	217934	2c038ece437d7324251a0f4f2eb00dde3fc58cce8bb81ecdeefcf48e153cdc3b	297844ff0fe136a834ba0472515e97ddb611e30f68961ccccdc4cf4570796c02	17520cadb9bdfbe5a6cfd197ae1a82881f48a2883f915d58d5ccce706bc0d577
52	102885	4224	74859	155768	39a9ffcc316f5a1c71ceba91da241e364ebba07e045a35f40bf9f2c97f04b84d	d3f91ba428d110bfbb2b536c42bc8f77ed42b1c64491a3c1008a3c25cb7429e6	d056161b22e330683eee386dccbfc80e736edc9741014b900b886719be406213
53	102777	3858	68329	139501	5dd0769dc89e1f072a0e5751a90b10c27f5fe95ad146dac0c76e44b820f12f42	26dab3f1b23ac6360e19f99b3e7c17567a0726a0bfeef1454ee2fc4e42811134	1c726c94c627d35d9a30196252e04e241e28eb99017f8aa62b6ef40a3ae6249a
54	103197	4184	74141	146583	57915fdf4141c576cd63232368307e3e1aa756d68cc877ad8765343d2172052f	d299579c2764dc8fcb8b5e8f80f9cf25505dc079adadfd88f39b1811e4733a92	1d48b94dfbf58a7893dbe46e8dd9e180c0c160335c189c81f2674fbef59af9ab
55	103033	4298	75182	159133	e7b13588d994c74653daa5b58d389cfacee1983ba1f28228d9330f1171b33384	b532a61111502b5ce5e247463023f1544d1db1a9fb4619f2a22808d67ad73d6f	41996e23d32272204a004589c485c3e4048dec625c2f8e75875b0c689050dda8
56	103089	4958	87011	185113	dcbdb1a14b51572f0556be7d8c0c5c5186c4f3f57a1877f13c3274aa6b3eb0ee	95ed6c618e6aa716bbd66f26016a1d0f1790b0e6664744275bc45dc384c7f0b9	a9f55ce330db4b01025594f68af500a06a4f33988953d08fd9ae0f03d6e0b3a3
57	102925	4327	76763	156370	d01ec52a05d5ef2f3bff583fa03515f5b8f99269884b532e606489a2f1922482	cafa5757b442e4dbe9037822fee83f9833ea3fe9d26c4aea1cfef8599bd39417	0c5fb18a91c8d6959c31a2c3d73c9cfe6b88e7707cf2274875f0ae94230a9c2a
58	102920	4490	78549	166688	cc24a23cec27df0eea13694078a3faff9019634845a35bbcf57aa67a2ba3a4ca	1fba0851844b4272378206e4b8939e94bbd8c106c6dade45bd98aff60bf59952	cfecf76bd7b4c75155f79a8c1e0f059270c3f664db646e1171a113b97022a508
59	102778	4921	86868	184258	7040acb73f58efa4b95f20f7167db396420e7930ef94aa3c268bb77791f861eb	7c4316c2dbf60ab79caa3c9e46a742b09f182a3b7354e7b505a5554201efe8d0	7f807dcc46fff69e3e1e60b370941edafdedb33675cfe6a348dc7e1cedb2165d
60	102476	4669	81705	173815	33c4c301854da34e6ff20973e2155ce06f8cafe05584e257fc096a9150513f59	800d69926acedac2645ae7662972c41eb6f61f8f1cb68327ce65f634d5a1f094	6f4c2f314aa271c92c409e0300c88206faf9b9aa695dd4903f78abe742d52a09
61	102254	5763	102196	235963	ffde0af2b05c709b9f45b170ab63d016e46fff6758e50f651f8fa2abcd2e7b63	6aa3056ea620be1a43b0341f8c55089ca291c67f35cd406deead3913ebd749bb	c3e06a08dedc47bebcbede93ebf4eac590e6eebc7ba11ceb3dfe67b7d1a67db0
62	102882	4542	80112	165018	d9d1a2c25b2605b4b46b89071d63eaff63abc8ef84abb765f385c7028d33091a	60bedbd71d1952ab45971a9524040d8455a1a10ed79ba5843d7becb21f2c6dbd	46ff9e75468ca189885d36740d08166e605aa7f784dd10f9a51e61c6af5e1495
63	102740	4380	77000	162782	2074a6972a9c9ee5869845f3c41f9fddf9ed9cd6ee483a0931fc62d3fae29f1b	4dd2a2af966176083b7a6b7ce14db09ce8a4f51915bae4950087b2833cefaa30	2b31986f02a877e416696199668c1f335e228edaaed608bc62a68db81ddf142a
64	103084	4512	79548	174237	2f1d4c7f3e2cbee2ec5939e6aa6a2ed249fb6c7a672fac56e7536e1b9f6cb1bb	061a685fabfb112a3135779694bad30ac54f115cc5ad7bbacedbd38339e78c19	1621e7ac9ecd35c28a93d3d54cfe703ec747b28acc4b4327a7d406fffecbbead
65	102942	4932	88003	185840	34d8e393a325bfb42164e05ce1d0cf0f3916fa3b20d6465d32677f7b8af32b8e	2675a3d5edd492bff45fa04ea4302a12279ff2848baf6b46074653df7a2f6a0c	cf6a3205676407a90ba4619d130111d6a47d56d5070ca30495539f0a3428ede5
66	102267	4274	74743	152493	4b092837467886220907b3e7d25acadddf9ee5d3085806e7e560a69ba0cf0b3a	d4d1b82097b2264c95629896fd715af0153f365160b234ca3f3ad09396a4678c	fbca65c13c4f453a747a70eaf0cdaccabf0079a005abefc38a61ad604c1b188a
67	102581	4980	87412	191608	986beca8c04017099f2d4518cf49143803f6bfab0853d6f378821fea28b22440	9c14d9d4d494ed6cacb657677c4b6a7a9a660ca64b1b2116a39f3e8c3621ec3a	10cc6718ebbb278a0ca8302e768e76b84c104fc31079035d3d596729cb4bff76
68	102303	4522	79807	165625	efbb99198ab16bb488bb94bc0cabf74fd63d21df1970dcb9aeebba2847a5dd52	11d7a1b9f214cb93383aa43fa1777b38974781efd8de045f9661198bf99ca54e	b6218bea55dd4c1c9fbe1b88b6c826b2d35caf046f547ff0c9ceb7b5400b5690
69	102504	4628	81340	171837	534baf238c14a16d9397195f22f6772f548c67a4a6db0be8d1ba073b83c4ccfc	2041d15366eeee80104bce3fcd1d73dd815c8af59fa0e995d776699ecd25d660	17f3c05bd2af2c37de422825bd5152c12d431fd79eb6c3d5fe46007429c908fe
70	102336	4979	88341	186992	0d336cd799c99f3c26d516d00989591077dbb634e4e10f6276f9be38ca9bcb85	53b747cf16fe011561d1513967cd8d9526e8ed3d92275616e4b6d6b94261f0f6	a042b6dccb53860287ea3a048835071feffe7d81dc72bacceaa22aae1843fca1
71	102490	4662	82187	176224	d77af081f2640fa32f8c5eb74a0e132f550807b78f5f99ba0f957d37e19e92ca	297af4887ff1738720a1cd0d1b85b5f1c158e3fe398bc559fb9de1707799a341	065ace973ca349ca7355963c0090c2df79a9f6875f86af7780c887c2074e67e5
72	102691	4199	74056	147625	7ea40f4f28e4d591ab0b6c034919b00d24e8c0e059110001d729507725436f42	41976f5d4e0001f9bfe7d6c5f05e7deba544743b7c5763b7b024369f6fd69b81	254824b00a3d28a0fe3ff789603a5879aa47d9b5d09bc63ab038bf5c445d1b21
73	103135	4441	79314	161507	7c0880556841275ae2fb0c14a2f7bf00a7a960270519080e844cc719fd887132	97dc071439e2a1e221596e4cb421b082a5926836706eab5526ffefb58430e56b	3f3629d9dc4b6447ec1baca6b432a1abd4136a9cd6ee9358365d4f779aa782d7
74	103158	3436	60788	121730	1c19be06b1b18edfd1ef756afde9de66d7907aca403e15ef51ed0027f915f652	0c0eeec6ab5b35684d33d53e3b135f899fd64dccbffc00b3d183de4f77061585	533076a03db137e21f1e3b7aaed50a89d6fdd1b25d5d75147c5d012a7c7f524a
75	103016	5220	92111	205541	1db4f639c53fcf8d4d4d8f9969eff2a3adbddf1cff10930078b474775a3521c9	5552114e379a0ee812e33a0f2ae6d1d3b9905897d0839c8d2e5610ff796d5b00	0ca282d7bf2bd26ccc4193d7ad15b0a5f7de4474bf17c8376cc30c468e4c968e
76	103027	4313	75907	149741	5cbd7271c094bb0365c1efb420080c7ebe3a87a4142ce50a5043af0d886231d9	82fdd2e9070c14022ecdbff89860e7954c1050d0d6dec22ad2527f1f4ba93980	ceb93f4cfc0b4f12198788803f0187bce12972b96134a4248a77887e7a7a2713
77	102367	4415	77324	168304	575e8d6b965356836106880cd755036ddce65e210c739fde864c9d55794b20c8	e1b06c20ae7ca5e13e66af84ac660a3c771b70ea8d96ac2837cbaf205bde1ecf	394579b13999bf73dd129af9c293deabb99d923705deb5dcd87a0ef685568390
78	102097	4803	84820	186627	c84af57b7d43abf53cfeb04d068b9de6a426da39f10738e1dd7bed4e0a8a4ed2	08d9562b5189a5c3b159e1189e32293eec152f8d2581a06eca9f61b25c50762d	5894bff18101f25e107f8c8b6f372db7f525935c04600a48e2e59b44a7719a06
79	101975	4023	71482	146549	5b1fd73cf5a5fb026e2a23228cafd4bdcb97729f91cc17fa2b8ac9a679cc7e2e	eb8cb524abbd251a14ee922d664727bbb8f212137cfd005404df8e0d834a28ef	61b3480dfb93b55fcd38bc91c38a5d9b7eebc7aba6ecc61238dd66ddd9ed46f4
80	101937	5198	92332	203626	7af2eb43c15b6ce25e6d76cc04d8754a80698b61393884d9c0533b073adc7a93	e9d55a6938aeea78040325143560d1c232be83795edf3243a20f9472e05b436f	7b373a07cf2a20f2aaeca94fe4fae716403b0917b896ccdcfae4013efbefb726
81	102982	3712	65518	131967	b26020cf69a9a6b14369ff0e1eb2bc67846d81422f5909873a760912a55cd6f4	4c71157a4139303ccf77dcfbc3ebc244a6cb65acee5034cb679c59ca27c7159b	9a0e3baf00efb76eb8a2761346053b6ca480a75ce31d566fa6847d8fc6dd43b8
82	102941	3586	62405	127250	66f397c443e91ccf6a745b0ebf55995aca68a4bed7d78582df97d83ac8d8740d	6945d52f5d172d3d148e9db3f8221510f05f5a1cc4cf7e8a06193018ed2bf1b0	cb428293e7cc024a59c80dc073c6ab27b7290ec184ae8c6d26a02f51dcf5c773
83	103090	4140	72982	155043	78b9aa08f8a59b64cb671bc7bee0a6a60a1464bc65001aa32fb3e784879c1f60	c952560ce590ad7e531b9ec7e42de2be891249eec1ec98bbf1d559acc66eda52	4963f5c26776a38d75c51869f9291ae87ab149a98e85d30ab1e2e0ce38efbdff
84	103083	4477	79346	165498	0457e3039b35f6b2433e362a28cec30a92c4e10d7eb67d63e5097da121ae33fe	7061dbfab40914d49d2ff6096f9c83881d7588cb4ca6a1884ea05bd840026ded	f50107a5410c6cad9f12fee4df6f94125853f71f73c4a9fa8cbc724887b58406
85	102010	3645	63981	136804	a3e9650e0fe8bb32c9814e876f603a9ed4370be24020ae34e458f5df3f514f5d	874687ccfdf8352e176189d3b65c446295ee4598943fc09eb5d18311e33c609d	60717d08a87454537e887ffc472e834ff2d8f7eed5f1d6c3a6b4606b83126d32
86	102154	4556	79876	168840	1e3fa6a0f24ca0f236df4e67bacdd868f2d95347f325f8866771acc09c648ab6	20323f00d6fb41efd3a2f5d4d8f0ccde143378c2957fe9624f5ff61dd0547c5e	f14dbced63b8ba19a636b7f834bf75e4e43306d0a1f46dcf8724020a4baa998a
87	102000	4538	79425	163044	81a7d2d7bbeab2625ec63aa93b483331e81e63f27362fcbcc26f894eaa4068c9	8756b730b3bc6b7a72174fa5b17ed32188ff120c3210532336ed5d28ba405ede	6ff4150473c0c40f68ed823f62730c28bcfc1cd7e04108ea6620254d38e2d874
88	102209	4880	85922	183737	1b53a7101c0c2910fd8d452e76a2478afa9f6ef534e60d2c0831a335719aff9d	90ff8fd2e928c64667270879a0fa14e40cfcab9183f8633cef0faa3906a0bd9d	1d1c6db6c65864b0eb946dd6739e0a27003e78acef21ffbd9b62068221360f1e
89	102084	4998	87848	191886	b3993904b832f1d82c4860e71c4f84ab2f7bc9ac236eb7d4622c5356c0231d64	ff203f74a36bb3a3f1c39dcdabf299019bdf1d59610339caf9a961e08a670a62	b52ad4d9d9df08ff4f6ea4c59efb426e45acb9b0402cc0d82418edb1704e495f
90	102286	4324	76276	160372	6e74a101ac7d302687a6729553ca9fc237a954d6b7ee968265faa6602be3a513	282b872e62356017313f60a748b6ebeadb8d588ea1633fae4067b37e260ed701	1fd4e266579eb7d4cf16e5beee0fbdb81fb2e628fcceddfa5b349ec6db82efc3
91	102430	4750	83308	174793	8616e11341aecca3b6661fa2d9304af66929d4c0ece72862b13d1438b7f7dd58	5a6af3aea6a12f47fd505e9d44ddf90e3d6f4d73d219a7968c077f8d110bc7ef	3fffac69f625b310e799214aca2155230b196f92ef4639e36cd2bd65895d5be9
92	102410	5027	88590	192390	e6a8537987a816b307f16e57b69dc8cdb5b5d083beb73599f8aebf70d2f423d3	42d15b76ccc62f6c3118938d9f1ecfd20584134f1feadc38d86add5060419f07	b02333e1f5f3c395dff41d318e642cb9aed56004c0028f6555c2ff03731e4292
93	102018	4784	85299	179732	af2756d2c5aaa91f321b9ed0095bc54465e887cb7cef522ace76c9c825011d1d	ffdb0525ef5b3de4d80d7d5b73b5976207bca6deaa8fcf7f15a8bc20ff5ce95e	a37adff0bd6958610e08b1404858a23c9eacc09585f6f2b180c2c25d3dc47c38
94	102011	4960	87958	193645	fbfa3e47125d632749d6ac29f3c0734f491f703a29f8680c5c728e2c52bfb5c4	c9f831fe951c73c2aa554aaf6f9156e38bbbf6d9d6745e9fa905cb5fb4e018d3	d195f6668c21c941e90c3548b2a2ba5d67b36cae9a1cd95afd8879ab5b3d95c0
95	102171	4460	78766	164727	46fb65925b67fb386d78b69a237107d82928fae08b8171983ac2c4689536b4b4	bda5118cb6c61aab9a4a3f95aaf1979783a0c475c552d8988a7a16155672a4a5	ee79ad7e5606e338a670554812eee0333aadb96b60a16a2d3c6195c3b9636154
96	102413	4784	84131	173289	6a8d8f991b2253d6043b11940fa1cd3557f807c8ec099330023e68684ec6815a	1c3aa7f2d34567334bce5f1e108ed5c949375c5b3e9c1dfaf67b109640cbfaec	5d9d762222f28d327895de221ebf3f91d3e3fdfe248ba2aa9343495dd24d6c8a
