0 2535 2431
1 2891 2813
2 3185 3135
3 3375 3375
4 95633931 83289151
5 102607899 90695179
6 108958159 97952209
7 110919275 99657973
8 116012493 106070605
9 118222669 107917099
10 123865665 115145823
11 120854411 110501301
12 124511429 114982671
13 126357309 117145389
14 132626715 125283407
15 139823441 135195471
16 86275659 75650359
17 93055147 81729517
18 100420827 89575609
19 93754635 81246847
20 99223675 87585637
21 100625563 88547251
22 106873167 95718409
23 108823147 97385821
24 113820493 103742941
25 116018509 105549499
26 121562305 112716063
27 101422795 87974407
28 104480623 92155537
29 107402983 94846249
30 109074459 96203347
31 112342347 100507165
32 114032759 102541723
33 115918885 104005507
34 119503953 108714361
35 121399009 111152335
36 118198795 106168837
37 121731013 110602255
38 123527709 112731181
39 127472857 117889755
40 129601627 120779135
41 126094925 115081347
42 127254265 116649905
43 129984841 119934681
44 132004481 122483151
45 136358873 128140427
46 138755665 131533695
47 143672753 138143115
48 102805515 87868927
49 108566395 94462597
50 109539345 95982195
51 109977115 95528107
52 113248963 99821557
53 114932735 101853427
54 116528079 102995953
55 117574577 104538591
56 120101767 107694343
57 121984347 110129821
58 118498411 104812389
59 122006293 109231983
60 123788237 111354189
61 124912873 112916027
62 125767681 114170219
63 127704049 116502171
64 129812923 119389215
65 126008653 113321315
66 127153593 114886993
67 129855017 118160153
68 131852353 120701455
69 133065549 122282493
70 133983321 123557933
71 136156441 126347947
72 138523985 129738975
73 128655755 116058597
74 132458693 120611247
75 134355261 122831853
76 135593081 124416731
77 136527185 125697035
78 138585881 128136411
79 140829467 131146719
80 142142671 132746957
81 143130829 134043645
82 145574769 137345195
83 148239185 141297375
84 150695761 144226045
85 137333325 125811427
86 138607865 127400145
87 141519433 130798777
88 143651585 133455247
89 144994381 135059325
90 146001913 136360877
91 148318937 139276459
92 150813839 142554333
93 150845265 142810335
94 152271005 144429773
95 153337577 145747709
96 156092593 149619115
97 158748361 152930781
98 159099025 154194655
99 160624125 155829453
100 161760465 157163773
101 164597779 160892253
102 3578489653195 2763085464799
103 3754857570427 2940899415235
104 3961271478219 3153840775693
105 3766905505227 2900577560407
106 3925754377071 3073811580007
107 3959980460955 3097313835955
108 4137408765357 3291595681201
109 4186143222747 3333148465561
110 4009428953723 3107036782915
111 4149820495559 3276310117327
112 4181318023631 3293703526615
113 4222912834507 3326924673421
114 4369037491381 3501238290073
115 4415412140073 3537030596509
116 4574455939685 3731999454109
117 4755359744297 3968165170813
118 4473207476555 3590661591403
119 4586537351375 3728954588191
120 4626189271967 3770579803255
121 4799702452033 3988621335661
122 4690484033367 3828824258767
123 4812354159591 3978499821703
124 4857449481131 4030237532239
125 4767907332283 3907407052075
126 4929041803615 4093535022007
127 5060460711675 4255853758015
128 5111708979441 4318986217357
129 5015122121783 4179277182607
130 3946731711371 3035516310619
131 3974712836219 3051674805571
132 4077088620527 3181602026455
133 4113590081735 3219734091247
134 4144945975247 3236802015319
135 4186270492619 3269577513229
136 4293064210517 3403092256513
137 4330880853173 3442677081145
138 4376956486697 3478008432445
139 4434316443467 3531054406891
140 4194851816303 3247270613575
141 4305428576975 3387729807295
142 4229527293851 3272262331219
143 4337159824367 3405697875943
144 4375079370647 3445362120319
145 4413819045805 3472103450833
146 4528966774501 3616364108905
147 4571900971473 3665672626705
148 4463366224347 3515872952665
149 4575864390033 3653068698829
150 4615193091801 3694290160645
151 4738718737853 3850559805709
152 4787282760587 3910714143067
153 4923838946681 4089813291949
154 4670347191071 3741672452143
155 4791037856471 3890116527367
156 4835678839003 3941353618159
157 4968559660981 4110948471325
158 5023466325343 4183291729807
159 4737812739003 3808354587403
160 4856185315479 3949672106047
161 4897121954079 3992673779383
162 4982550156975 4106701640623
163 5026961311451 4153607628799
164 5077590010577 4216122809677
165 4972120239031 4065280008463
166 5099491363879 4218314284999
167 5146095125451 4271750042383
168 5235595801203 4388228937991
169 5286167164149 4446555891901
170 5343568010319 4521762301615
171 5061377232059 4160013696043
172 5229556898399 4350860978263
173 5366993078011 4516917773695
174 5420012124913 4582118426701
175 4437792589511 3464161384399
176 4469588537807 3482867208823
177 4585952443199 3627154326895
178 4629066235459 3676636226167
179 4511814470603 3518013380173
180 4625274923093 3655103652673
181 4664714134709 3696392395897
182 4746436161347 3807547806193
183 4789224082537 3852637223425
184 4837919845431 3912955885519
185 4711778924585 3734255513053
186 4833180320201 3882532015477
187 4877881510501 3933815910301
188 4962957218047 4047282386965
189 5011470899127 4103321539915
190 5066433603881 4175806527421
191 5154709588379 4291422064693
192 4770610149707 3790634571883
193 4889420964047 3931663103263
194 4930366952351 3974618182807
195 5016210210767 4088428554511
196 5060619845755 4135308664159
197 5111229986625 4197835989037
198 5200006918917 4313704390309
199 5254956727799 4382050097023
200 5316979742457 4468185693375
201 4995769872215 4035825297487
202 5123261015015 4188485457703
