92 000100110001101110 324
97 000100110011001110 324
118 000110110011011100 162
119 000110110011011101 324
124 000110110011101110 324
155 100100110001101110 648
164 100100110011010110 1296
168 100100110011110110 324
180 100100110101100110 648
182 100100110101101110 1296
185 100110110011011100 324
186 100110110011011101 648
190 100110110011101110 324
191 100110110011110001 648
192 100110110011110011 1296
193 100110110110110011 162
194 100110110110110100 81
