G8_CORNERS degree=5 profile_size=17
TARGET 00555005 profile=722,1813,7752,10961,11003,11868,14568,17835,17962,19264,23795,24458,25236,35208,35762,36459,40206
TARGET 00555050 profile=5,6835,6993,7041,17755,18345,24250,24541,25178,25321,25362,27276,30400,32104,33606,35401,36624
TARGET 00555055 profile=3000,7534,7680,8401,11001,12848,17850,18345,19024,20467,24250,31990,33864,34186,35315,35401,38904
TARGET 00555500 profile=180,200,487,3001,11025,11872,12155,12912,17971,17995,23738,23831,26440,27276,30406,36304,39096
TARGET 00555505 profile=720,6832,6921,8809,11851,11868,14632,17875,20463,25320,26352,29137,30395,35166,36304,38221,38904
TARGET 00555550 profile=6993,7238,8826,11826,11829,17971,18696,20199,23795,25058,25321,25416,26985,27286,30360,35313,39486
TARGET 00555555 profile=0,724,10961,12153,17731,19024,20487,22771,26352,26433,26437,27240,29406,30393,36459,38171,38905
TARGET 05000000 profile=29,940,5987,7514,12203,12287,19170,19270,19962,23041,26446,32282,33842,36675,38643,38899,40178
TARGET 05000005 profile=278,7005,12112,12574,14768,19416,19962,23040,23823,25323,26436,31138,33883,35326,36672,36690,38640
TARGET 05000050 profile=26,29,940,7005,7020,7043,14771,20116,20131,22888,23041,27286,29539,29730,29737,30121,32049
TARGET 05000055 profile=736,6033,7004,12565,14569,18604,19270,19296,23040,24306,25363,26402,33600,34441,36672,36675,38221
TARGET 05000500 profile=949,5997,7552,8809,12592,14577,20130,23074,23520,25237,26087,29539,30419,34177,34755,35596,38169
TARGET 05000505 profile=28,729,7232,7503,8868,9008,12112,12591,19410,19924,19965,24960,28834,28843,32370,35136,35762
TARGET 05000550 profile=181,940,5997,6035,7005,18203,19168,20458,20521,22795,25418,29539,30121,32049,34752,38682,39481
TARGET 05000555 profile=6033,8646,12109,12155,18549,18604,18645,23064,25203,26472,29401,30246,32370,33610,35337,38169,38220
TARGET 05005000 profile=5,204,907,5312,6047,12848,14565,18347,19924,23020,23034,32154,33600,33816,33866,36690,39106
TARGET 05005005 profile=193,200,11081,12064,14628,19196,19416,20136,23082,23795,25206,26436,26439,32139,36690,38169,38882
