G8_CORNERS degree=4 profile_size=14
TARGET 44400440 profile=2885,5961,8804,12274,14400,18203,19095,19962,20314,23768,30120,30126,38235,39796
TARGET 44400444 profile=12,1900,2884,8640,17193,17730,19396,22200,26446,26801,29401,32029,33202,36369
TARGET 44404000 profile=29,1843,5926,6838,14757,17953,19180,26436,27096,30393,32280,33192,35770,36676
TARGET 44404004 profile=2917,4366,5926,5962,8641,11003,19180,22900,23644,23823,25363,29146,33459,38880
TARGET 44404040 profile=910,1812,8808,9012,11001,11829,17980,19900,23082,26075,33666,35322,35386,39697
TARGET 44404044 profile=2882,2954,7238,12064,12179,19180,23688,26241,29730,30240,30562,32139,35281,36349
TARGET 44404400 profile=200,724,11872,17893,18481,20077,24552,26075,26472,27286,32051,32136,35770,36600
TARGET 44404404 profile=3043,5962,6780,12067,12284,18201,19966,24555,25274,27090,30244,33740,34560,36033
TARGET 44404440 profile=200,2116,3096,5996,8433,11830,12852,18646,20458,22796,26440,30240,33740,39600
TARGET 44404444 profile=2918,8808,9008,12067,14760,18201,22770,23644,26973,28800,30393,35400,35760,36349
TARGET 44440000 profile=5058,7680,14407,14586,19069,19261,19627,20131,24541,25204,26433,33840,35760,38778
TARGET 44440004 profile=2883,2953,5927,6814,7688,10712,11848,14772,18550,19338,23795,35160,36371,36460
TARGET 44440040 profile=2884,7147,8640,8808,12190,14407,17980,20484,23644,26985,29154,29704,30562,35284
TARGET 44440044 profile=906,2883,7004,8808,11847,11851,19627,20198,24336,27242,29400,30562,36310,38236
TARGET 44440400 profile=18,936,7680,12109,12840,17970,18345,19813,26240,26440,33961,35337,38780,39696
TARGET 44440404 profile=181,1842,8644,11851,14400,19624,22900,23618,26070,26081,30241,32355,38235,39090
TARGET 44440440 profile=0,874,2917,8790,12229,14761,17754,18345,18640,28801,28960,35337,36460,38780
TARGET 44440444 profile=1896,2880,11012,14772,17730,18640,20192,20450,23842,26085,29401,32025,32280,36600
TARGET 44444000 profile=6046,10967,11875,12852,19624,24336,24541,25925,26352,30562,30720,31973,35315,35326
TARGET 44444004 profile=723,948,2882,5927,6641,17775,17876,22900,26440,30754,34170,35313,36636,38236
TARGET 44444040 profile=1812,2885,3042,5926,6794,7688,11875,12696,17850,23736,24491,32010,36600,40258
TARGET 44444044 profile=26,2880,5919,7688,12274,17851,17980,26073,28006,30456,32289,34170,35778,36371
TARGET 44444400 profile=4,3532,5921,6832,8641,12840,17893,18345,18549,20324,25098,29136,30722,38778
TARGET 44444404 profile=936,2880,7004,8641,14400,15810,17730,17861,24456,24489,26073,26352,27286,32139
TARGET 44444440 profile=1842,1882,2952,5913,5915,9000,11830,12848,23020,23736,34080,36307,36618,38235
TARGET 44444444 profile=0,170,6783,8640,11875,12201,18203,23490,24380,24556,29520,30762,32049,36369
