G8_CORNERS degree=6 profile_size=20
TARGET 66000600 profile=1004,2885,2885,2885,6045,8818,14768,19072,19669,19965,20116,20324,23520,28826,29130,29146,34562,35337,36427,36675
TARGET 66000606 profile=2116,6995,7232,14406,14577,19340,19516,20520,20520,20520,23002,26081,26081,30402,32352,32355,33183,34562,39114,39481
TARGET 66000660 profile=18,486,907,2917,6046,6923,7010,12164,14768,20117,20521,22768,22786,29146,30121,30121,30121,32049,36675,38232
TARGET 66000666 profile=24,1843,2002,8868,9000,12544,14577,18696,19397,19669,20528,20532,24552,26081,26081,29401,29746,30417,32282,38169
TARGET 66006000 profile=29,1004,1812,6995,9012,12274,14404,14628,17980,19269,19516,23035,24491,26079,26099,30247,33202,39114,40098,40201
TARGET 66006006 profile=193,3043,7238,8809,8826,9008,12595,14564,14760,19298,19416,19416,22933,24960,26097,26402,27240,33155,33738,33738
TARGET 66006060 profile=994,7010,7510,11878,11987,12164,12848,20487,23640,23643,26087,30722,30722,30722,30722,32104,35325,35326,36636,36675
TARGET 66006066 profile=204,486,3043,6039,7010,7232,11037,12064,12848,19266,22786,23640,23793,24552,26241,32049,34657,34657,34657,36675
TARGET 66006600 profile=28,28,7010,7232,8826,9008,12229,12595,18544,19027,19516,19962,20314,23376,24552,28824,36676,39106,39481,39481
TARGET 66006606 profile=180,949,2886,7004,7027,7232,7632,12578,12591,12592,18201,18576,20458,30458,32282,33738,33738,33738,38881,39106
TARGET 66006660 profile=25,25,25,1900,6921,7232,8826,12549,12852,19669,20016,20116,26075,27275,30121,33153,33183,33666,33740,35779
TARGET 66006666 profile=24,2916,5996,8826,9008,9012,12274,12549,18576,18576,18576,19966,20463,24552,24552,26439,29544,32136,32282,33202
TARGET 66060000 profile=278,948,2917,2953,6033,8809,12187,12187,14569,14768,20136,23002,23823,26099,33840,36427,36460,38171,40176,40207
TARGET 66060006 profile=19,1813,1842,7004,7524,8809,12571,12571,12571,12571,19813,26352,26401,29406,34177,35136,36371,36460,38171,38882
TARGET 66060060 profile=486,1327,1900,6993,7238,14761,20314,22890,23021,23823,26085,26085,26085,26085,30754,34177,36602,38221,38778,39602
TARGET 66060066 profile=2886,3042,5972,5986,7232,7688,8644,12568,12568,19266,20450,22815,29544,29746,32029,34441,34441,36456,38171,38235
TARGET 66060600 profile=18,18,1842,2887,8868,11079,12595,12595,19624,19965,20116,20463,20528,28802,29136,32352,35779,36427,38682,39090
TARGET 66060606 profile=196,936,1813,1882,7500,7531,12170,12284,19882,23795,26097,26097,26097,29154,32282,34562,34656,36459,38232,38736
TARGET 66060660 profile=181,272,2953,5986,5986,6794,7232,12550,12550,12550,20058,27280,29737,29746,30400,33609,35286,38221,38235,38780
TARGET 66060666 profile=24,24,24,24,1882,6923,12571,18645,19069,19298,19396,23586,23832,26401,27279,27280,36456,36460,38221,38236
TARGET 66066000 profile=29,1004,6814,7238,8809,11875,18345,19900,22993,24491,25176,25363,26099,26099,30720,30763,32140,32282,35596,36456
TARGET 66066006 profile=27,27,5963,7692,8647,14586,17848,18544,19024,19965,20487,22901,23832,24964,26440,30406,35762,35762,35762,36307
TARGET 66066060 profile=5,3096,7238,8826,10966,12274,19296,19627,20198,20314,22786,23736,24306,26099,26099,30562,32104,35322,39697,39697
TARGET 66066066 profile=7527,7680,8646,9012,11848,11848,11848,14555,20450,20487,22777,23823,26241,30720,34663,35320,35762,35762,35762,36636
TARGET 66066600 profile=152,2116,5925,5925,5925,8818,12595,12595,18698,20554,23823,24489,24541,25206,30720,30763,32316,38235,39090,39097
TARGET 66066606 profile=180,272,7681,8809,11851,11851,14577,19624,20458,20463,24541,26097,26097,26439,30419,34562,35166,35760,38235,39480
TARGET 66066660 profile=745,2881,2886,6783,12595,12595,18347,19516,20467,22794,23682,26352,27279,30240,30240,32130,32316,35320,36460,38221
TARGET 66066666 profile=272,3005,3096,6921,6994,7232,7680,8826,11824,11824,11824,20509,22786,23841,29401,32107,34441,35762,35762,36459
TARGET 66600000 profile=1812,8809,9001,11858,14401,14564,17994,19069,20116,23010,25205,25205,25205,26805,30754,33738,34186,36459,36600,38171
TARGET 66600006 profile=484,2002,5972,5972,5972,7004,7020,12848,19396,19960,20554,24306,24456,25327,29400,30395,30562,35761,38171,39106
TARGET 66600060 profile=2,907,1813,14628,17754,19627,20198,20487,23035,26087,26087,26087,26087,30762,32049,32130,35325,35376,36600,38778
TARGET 66600066 profile=12,192,1900,2002,6804,7023,7680,11824,11858,14586,18203,19296,26801,27312,30754,35058,35058,36600,38232,40098
TARGET 66600600 profile=4,1813,1882,3006,3043,8644,8794,12184,12184,14628,19965,19966,23376,24489,26241,30240,36304,40098,40098,40098
TARGET 66600606 profile=1882,2882,2882,2882,7503,7681,8644,12912,14628,14760,14768,17971,19396,19396,19396,19965,26435,28842,34560,36450
TARGET 66600660 profile=181,192,1882,7189,11829,11985,12170,18347,18645,20521,20521,20521,23529,26446,29137,33738,36349,39600,39600,39600
TARGET 66600666 profile=1813,1843,2952,5972,5972,5972,6923,17728,18645,20463,20528,23682,24338,27275,28834,33153,35058,35280,35280,39602
TARGET 66606000 profile=13,22,1812,7238,12284,14404,19027,19966,20058,24491,25058,26075,26075,26075,31990,33183,33202,36600,36690,39696
TARGET 66606006 profile=158,1812,6994,8641,8809,12070,12070,12154,12841,17953,19338,20463,24250,26075,26472,29521,34662,35058,35761,36675
TARGET 66606060 profile=192,486,2002,3043,3097,5961,8808,11830,17980,17980,18347,24541,25178,26075,26075,33192,33666,35326,36600,36672
TARGET 66606066 profile=1842,1900,2882,2882,6040,7238,9000,14401,19170,19170,19170,23832,26440,26985,31987,32130,32136,36349,36600,38904
TARGET 66606600 profile=4,4,4,1843,3043,7023,12592,12852,17962,18544,20116,26433,26436,26440,33155,33738,36349,36369,39600,39702
TARGET 66606606 profile=1812,5913,5920,6994,8809,17728,18544,20463,22755,26079,30361,30395,33155,35761,35761,35761,35761,36450,36675,38644
TARGET 66606660 profile=1,200,907,3043,5962,7189,8641,8808,11875,12848,18347,19095,19516,23736,23736,23736,23736,26241,29146,35320
TARGET 66606666 profile=152,180,2952,3043,6033,6784,7010,11830,11851,19180,19180,26400,27286,29146,29746,32139,33153,35280,35322,38232
TARGET 66660000 profile=19,158,1882,8809,12848,14586,17953,19069,23034,23841,25321,26085,26085,26085,30405,35136,35326,36307,36456,39696
TARGET 66660006 profile=1842,5921,5921,5921,8868,12187,14569,18550,18640,19627,20509,20528,20532,23064,30405,33883,34656,34656,34656,35315
TARGET 66660060 profile=158,1900,8868,11826,11830,12187,14569,18345,19155,19627,20198,23643,23682,26085,30721,30721,30721,35281,36456,39703
TARGET 66660066 profile=205,944,1900,2883,2884,7238,7680,11848,11848,11848,14586,19627,24336,24336,26243,26446,32029,34663,35313,36307
TARGET 66660600 profile=4,278,906,936,2116,5985,11026,12840,17980,17980,18203,19882,24556,27280,28801,28801,29146,32356,33738,36307
TARGET 66660606 profile=948,1320,8644,11851,11851,18203,19411,20192,20463,26073,26073,26073,28834,30244,34562,35313,36459,38235,38236,39106
TARGET 66660660 profile=0,1843,2916,3098,8793,8808,14568,14768,17728,18640,19900,19900,20192,23682,26085,26085,28834,38780,39600,39600
TARGET 66660666 profile=1900,2880,3096,7069,7688,8804,8868,11824,11824,11824,14772,18549,18576,23232,23832,29730,30754,35281,35313,38169
TARGET 66666000 profile=4,278,5926,5926,12229,12841,17775,17953,19627,23823,24456,25201,25201,26241,30395,34186,35596,36456,39106,39702
TARGET 66666006 profile=2,3,3,1812,6783,12841,18345,19027,19181,23795,23832,25002,26436,26985,31987,35160,35160,35762,36307,36371
TARGET 66666060 profile=192,480,12274,12848,17980,17994,18646,24306,26075,26075,26075,27312,30240,30393,30562,30746,35281,36307,36371,36460
TARGET 66666066 profile=158,204,720,2881,7688,8640,11848,11848,11848,12170,18201,18802,19627,24378,24378,24378,27276,29754,36636,38890
TARGET 66666600 profile=936,948,1812,5926,5926,6780,10965,11851,17754,19965,20458,23520,24555,24556,26402,32136,34176,36369,39696,39696
TARGET 66666606 profile=884,1812,2916,5920,5920,5920,5920,14553,17970,19624,20463,20509,23586,24552,26352,29400,30562,32352,34662,38899
TARGET 66666660 profile=1,1843,1900,5926,5926,11858,11985,17754,17775,23682,23738,23832,23841,26241,26440,27276,30241,34562,35313,35320
TARGET 66666666 profile=5913,6811,7232,12067,12696,14400,19624,20192,20467,23616,23842,26073,26073,26073,30393,30400,30562,35596,35778,39602
