G8_CORNERS degree=6 profile_size=20
TARGET 60660660 profile=874,906,2917,3096,6784,6835,11075,11830,12170,19901,19901,26446,27240,29146,29746,30360,30402,33198,36459,38169
TARGET 60660666 profile=181,720,944,2917,6811,7688,11026,12109,14401,14568,18203,18802,19813,23618,23618,23618,23618,26985,29746,30400
TARGET 60666000 profile=724,725,725,1842,7681,11829,18201,19627,19900,24306,24491,24558,26241,27276,30746,31987,32051,36307,40206,40206
TARGET 60666006 profile=722,1004,7069,7681,10960,10960,17835,17893,19027,24541,25178,25320,25320,26985,30562,32136,34186,34656,35315,39106
TARGET 60666060 profile=158,1842,3042,8793,10966,10966,10966,10966,17851,19024,20467,20487,23682,23838,27096,30126,33883,35596,36672,39696
TARGET 60666066 profile=192,204,1842,5919,6835,10960,10960,11826,17731,19269,20450,23646,23841,23842,27242,32049,34662,34662,36456,39096
TARGET 60666600 profile=1,884,948,3000,6832,6832,6832,7010,12848,14400,18345,19027,19516,25100,25100,25100,26436,29154,32316,33874
TARGET 60666606 profile=936,1320,7232,7688,17861,17875,18550,25002,26472,26793,26793,26793,30361,31987,32051,32140,35313,35400,35596,35762
TARGET 60666660 profile=7147,7632,8640,10955,11875,12274,19024,20314,20463,23738,24556,26795,26795,26795,30562,30762,34586,35313,35320,35596
TARGET 60666666 profile=720,1813,1882,6794,6921,10960,10960,17731,17893,23586,23616,24555,24558,26436,26985,27280,30393,30400,35401,39626
TARGET 66000000 profile=196,949,3004,6046,12568,14565,14568,18347,19672,19962,26436,32110,33192,33192,33192,35339,38171,38221,39697,39697
TARGET 66000006 profile=16,1327,1882,7004,7531,8809,12568,18203,19270,19338,26472,27240,30419,30722,32110,36675,36690,38232,38232,38232
TARGET 66000060 profile=22,26,7043,14569,18696,20058,20117,20521,20521,20521,22786,26446,27286,30400,32049,32104,34177,35322,36427,36676
TARGET 66000066 profile=2002,2883,2883,5996,7527,8646,9000,12568,12568,14768,18604,19338,20528,29544,33183,34194,35058,36424,36636,36676
